DEPARTMENT,IVDESC,IVCPTCD,IVPRICE1
PHARMACY,FLUCONAZOLE  [DIFLUCAN] INJ 200MG/100ML,J1450,38.46
PHARMACY,GENTAMICIN INJ 80MG/2ML,J1580,5.4
PHARMACY,GLUCAGON [GLUCAGEN] EMERGENCY KIT 1 MG,J1610,930.41
PHARMACY,HALOPERIDOL [HALDOL] INJ 5MG/ML,J1630,5
PHARMACY,HALOPERIDOL 1MG TAB,J1630,5
PHARMACY,HEPARIN LOCK FLUSH INJ 500UNT/5ML,J1642,5
PHARMACY,"HEPARIN INJ 5,000 UNT/ML",J1644,5
PHARMACY,HEPAR/D5W INJ PREMIX25000UN/250ML,J1644,45.9
PHARMACY,ENOXAPARIN [LOVENOX] INJ SYR 40MG/0.4ML,J1650,19.95
PHARMACY,ENOXAPARIN [LOVENOX] INJ SYR 30MG/0.3ML,J1650,22.57
PHARMACY,ENOXAPARIN [LOVENOX] INJ SYR 80MG/0.8ML,J1650,67.86
PHARMACY,HYDROCORTISONE [SOLUCORTEF] INJ 100MG,J1720,35.2
PHARMACY,INFLIXIMAB INJ 100MG/VIAL,J1745,386.36
PHARMACY,IRON DEXTRAN INJ SOLN 100MG/2ML,J1750,94.49
PHARMACY,IRON SUCROSE COMPLEX 100 MG/5ML,J1756,1.43
PHARMACY,DROPERIDOL [INAPSINE] INJ 2.5 MG/ML,J1790,8.53
PHARMACY,INS- GLARGINE [LANTUS] INJ 100UNT/ML,J1815,1
PHARMACY,INS- LISPRO [HUMALOG] INJ 100UNT/ML,J1815,1
PHARMACY,INS- NPH/REG [NOVOLIN 70/30] INJ,J1815,1
PHARMACY,INS- REG HUMAN [NOVOLIN-R] INJ 100UNT/ML,J1815,1
PHARMACY,KETOROLAC [TORADOL] INJ 30 MG/ML,J1885,7.6
PHARMACY,FUROSEMIDE [LASIX] INJ 20MG/2ML,J1940,4.6
PHARMACY,LEVOFLOXACIN [LEVAQUIN] INJ 500 MG/20ML,J1956,53.55
PHARMACY,LIDOCAINE [XYLOCAINE] 2% INJ 20MG/ML,J2001,9.16
PHARMACY,LIDOCAINE INJ SYR [100 MG,J2001,10.32
PHARMACY,LINEZOLID 600 MG/300 ML,J2020,104.78
PHARMACY,LORAZEPAM [ATIVAN] INJ 2 MG/ML,J2060,6.4
PHARMACY,MANNITOL 25% INJ 50 ML,J2150,56.28
PHARMACY,MEPERIDINE INJ 100 MG/ML,J2175,13.7
PHARMACY,MEPERIDINE [DEMEROL] INJ 50 MG/ML,J2175,14.21
PHARMACY,MEROPENUM [MERREM] VIAL [1 GM],J2185,52.57
PHARMACY,MIDAZOLAM HYDROCHLORIDE [VERSED] [2MG/2M,J2250,5
PHARMACY,MORPHINE INJ [10 MG/ML],J2270,5
PHARMACY,MORPHINE INJ [15 MG/ML MDV],J2270,5
PHARMACY,NALBUPHINE [NUBAIN] INJ [10 MG/ML],J2300,5
PHARMACY,NALOXONE [NARCAN] INJ [0.4 MG/ML],J2310,28.7
PHARMACY,NORFLEX [ORPHENADRINE CITRATE] INJ,J2360,314.02
PHARMACY,ONDANSETRON [ZOFRAN ODT] TAB 4MG ODT,J2405,5
PHARMACY,ONDANSETRON [ZOFRAN] [2MG/ML],J2405,5
PHARMACY,PALONOSETRON HCL [ALOXI] [25MCG],J2469,664.42
PHARMACY,PEGFILGRASTIM [NEULASTA] 0.6ML,J2505,9560.65
PHARMACY,PENICILLIN G PROC [WYCILLIN] INJ [600MU,J2510,39.99
PHARMACY,PIPERACILLIN/TAZO [ZOSYN] INJ [3.375GM],J2543,13.72
PHARMACY,PIPERACILLIN/ TAZO [ZOSYN] INJ [4.5 GM],J2543,18.69
PHARMACY,PROMETHAZINE SOLN 25MG/1ML,J2550,6.48
PHARMACY,PROMETHAZINE  INJ 50MG/1ML NEW DOSE,J2550,12.12
PHARMACY,OXYTOCIN [PITOCIN] INJ [10 UNT/ML],J2590,8.95
PHARMACY,PROCAINAMIDE [PRONESTYL] INJ [100 MG/ML,J2690,29.74
PHARMACY,PROTAMINE SULF INJ [250MG],J2720,131.46
PHARMACY,PRALIDOXIME [PROTOPAM] INJ [1 GM],J2730,300.04
PHARMACY,METOCLOPRAMIDE [REGLAN] INJ [10 MG/2ML],J2765,5
NUCLEAR MEDICINE,NM LEXISCAN 0.4MG/5ML,J2785,277
NUCLEAR MEDICINE,NM 99M TC KINEVAC,J2805,258
PHARMACY,FERRIC GLUC [FERRLECIT] INJ 62.5 MG/5ML,J2916,79.03
PHARMACY,METHYLPREDNISOLONE[SOLU-MEDROL] INJ [125,J2930,27.62
PHARMACY,ALTEPLASE [ACTIVASE] INJ 2MG,J2997,487.14
PHARMACY,ALTEPLASE [ACTIVASE] INJ 100MG,J2997,22407.93
PHARMACY,FENTANYL CIT [SUBLIMAZE] INJ 100MCG/2ML,J3010,6.4
PHARMACY,SUMATRIPTAN (IMITREX) INJ [6 MG/0.5ML),J3030,164.08
PHARMACY,TENECTEPLASE (TNKASE) INJ [50 MG],J3101,14940.45
PHARMACY,TOBRAMYCIN INJ [80 MG/2ML,J3260,8.98
PHARMACY,TORSEMIDE (DEMADEX) INJ [10 MG/ML],J3265,28.96
PHARMACY,TRIAMCINOLONE [KENALOG-40] VL [40 MG/ML,J3301,19.93
PHARMACY,DIAZEPAM [VALIUM] INJ SYR 10 MG/2ML,J3360,84.84
PHARMACY,VANCOMYCIN INJ [1GM],J3370,12.52
PHARMACY,VIT- B-1 [THIAMINE] INJ [100 MG/ML],J3411,19.96
PHARMACY,VIT- B-12 [CYANOCOBALAMIN] INJ [1000 MCG,J3420,29.51
PHARMACY,MAGNESIUM SULF INJ 1 GM/2ML,J3475,6.36
PHARMACY,NEO/ BAC/ POLY [TRIPLE ANTIBIOTIC] OIN,J3490,5
PHARMACY,NEO/ BAC/ POLY[TRIPLE ANTIBIOTIC]OIN PKT,J3490,5
PHARMACY,IVF- SOD CL 0.9% [NACL] 1000 ML,J7030,18.09
PHARMACY,IVF- SOD CL 0.9% [NACL] 500ML,J7040,18.09
PHARMACY,IVF- DEX 5%/0.9% SOD CL [D5NS] 1000ML,J7042,23.09
PHARMACY,IVF- SOD CL 0.9% [NACL] 250ML,J7050,14.84
PHARMACY,IVF- DEXTROSE 5% [D5W] 500ML,J7060,15.36
PHARMACY,IVF- DEXTROSE 5% [D5W] 1000 ML,J7070,23.09
PHARMACY,IVF- LACTATED RINGERS [LR] 1000ML,J7120,18.09
PHARMACY,METHYLPREDNISOLONE [MEDROL-DOSEPAK] TA,J7509,13.84
PHARMACY,PREDNISOLONE [PRELONE] LIQ [15 MG/5ML],J7510,6.26
CENTRAL SUPPLY,CERVICAL COLLAR PHIL,L0172,59.5
CENTRAL SUPPLY,CERVICAL COLLAR TURTLENEC,L0172,87.5
CENTRAL SUPPLY,LUMBAR SACRAL BRACE,L0515,5
CENTRAL SUPPLY,KNEE BRACE POST OP DEPUY,L1800,54.25
CENTRAL SUPPLY,KNEE SUPPORT,L1800,70
CENTRAL SUPPLY,KNEE SUPPORT B & B,L1800,70
CENTRAL SUPPLY,KNEE CAP CART DEPUY,L1800,75.5
CENTRAL SUPPLY,KNEE IMMOBOLIZER 12,L1800,93
CENTRAL SUPPLY,KNEE HINGED SUPPORT ROYCE,L1820,70
CENTRAL SUPPLY,KNEE SLEEVE MED,L1830,31.5
CENTRAL SUPPLY,KNEE SLEEVE SMALL,L1830,31.5
CENTRAL SUPPLY,KNEE SLEEVE LARGE,L1830,59.5
CENTRAL SUPPLY,KNEE SLEEVE XL,L1830,59.5
CENTRAL SUPPLY,KNEE SLEEVE XXL,L1830,59.5
CENTRAL SUPPLY,KNEE IMMOBILIZER 12 L,L1830,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 12 MED,L1830,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 14,L1830,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 16,L1830,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 20 LG,L1830,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 20 XLG,L1830,93
CENTRAL SUPPLY,ANKLE STABILIZER,L1902,68.25
CENTRAL SUPPLY,AIR STIRRUP  LEG,L1906,5
CENTRAL SUPPLY,AIR STIRRUP ANKLE,L1906,56
CENTRAL SUPPLY,ANKLE BRACE PONY FOAM-LT,L1906,56
CENTRAL SUPPLY,ANKLE BRACE PONY FOAM-RT,L1906,56
CENTRAL SUPPLY,ANKLE STIRRUP  FORM FIT,L1930,5
CENTRAL SUPPLY,ANKLE SUPP W GEL,L1930,5
CENTRAL SUPPLY,ANKLE BRACE FORM FIT,L1930,56
CENTRAL SUPPLY,HEEL LIFTS,L3332,16.25
CENTRAL SUPPLY,CLAVICLE SHOULD BRACE INF,L3650,59.5
CENTRAL SUPPLY,CLAVICLE SPLINT LG,L3650,59.5
CENTRAL SUPPLY,CLAVICLE SPLINT MED,L3650,59.5
CENTRAL SUPPLY,CLAVICLE SPLINT SM,L3650,59.5
CENTRAL SUPPLY,SHOULDER IMMOB ECON XLG,L3650,59.5
CENTRAL SUPPLY,SHOULDER IMMOB ECON XLG,L3650,59.5
CENTRAL SUPPLY,SHOULDER IMMOBILIZER,L3650,59.5
CENTRAL SUPPLY,SHDLR IMMOB (ROYCE) LG,L3670,59.5
CENTRAL SUPPLY,SHDLR IMMOB (ROYCE) SM,L3670,59.5
CENTRAL SUPPLY,SHDLR IMMOB UNIV ROYCE,L3670,59.5
CENTRAL SUPPLY,ELBOW SUPPORT TENNIS,L3700,18.25
CENTRAL SUPPLY,ELBOW SUPPORT FUTURO,L3700,19.5
CENTRAL SUPPLY,WRIST SUPPORT  ELASTIC,L3807,15.75
CENTRAL SUPPLY,WRIST/10 FORM FIT,L3807,38.5
CENTRAL SUPPLY,WRIST FOREARM SPLINT 10,L3807,50.25
CENTRAL SUPPLY,THUMB SPICA LG-LEFT,L3807,70
CENTRAL SUPPLY,THUMB SPICA LG-RIGHT,L3807,70
CENTRAL SUPPLY,THUMB SPICA MED-LEFT,L3807,70
CENTRAL SUPPLY,THUMB SPICA MED-RIGHT,L3807,70
CENTRAL SUPPLY,THUMB SPICA SM-LEFT,L3807,70
CENTRAL SUPPLY,THUMB SPICA XL-LEFT,L3807,70
CENTRAL SUPPLY,THUMB SPICA XL-RIGHT,L3807,70
CENTRAL SUPPLY,THUMB SPICA XSM-RIGHT,L3807,70
CENTRAL SUPPLY,WRIST FOREARM SPLINT 7,L3807,70
CENTRAL SUPPLY,THUMB SPICA SPLINT,L3807,70
CENTRAL SUPPLY,THUMB SPICA SM-RIGHT,L3807,70
CENTRAL SUPPLY,THUMB SPICA XSM-LEFT,L3807,70
CENTRAL SUPPLY,AIR STIRRUP ANKLE-LT,L4350,56
CENTRAL SUPPLY,AIR STIRRUP ANKLE-RT,L4350,56
CENTRAL SUPPLY,AIR STIRRUP LEG-LEFT,L4350,56
CENTRAL SUPPLY,CAST BOOT (AIR WALKER) L,L4360,142.75
CENTRAL SUPPLY,CAST BOOT (AIR WALKER) M,L4360,142.75
LABORATORY,BB BLOOD PROCESS STORAGE,P9010BL,338
LABORATORY,BB RBC PROCESS STORAGE,P9010BL,338
LABORATORY,LEUKOCYTE REDUCED RBC,P9016,889
LABORATORY,BB PLASMA FRESH FROZEN UT,P9017BL,578
LABORATORY,BB PLASMA PROCESS STORAGE,P9017BL,578
LABORATORY,BB  PLATELET CONCENTRAT,P9019,136
LABORATORY,BB RED BLOOD CELL PROCESS,P9021BL,338
LABORATORY,BB RED BLOOD CELLS UNIT,P9021BL,768
LABORATORY,BB PLATELET PHERESIS,P9034,1326
PHARMACY,ALBUMIN HUMAN USP INJ 25GM/500ML,P9047,251.37
PHARMACY,ALBUMIN HUMAN 25% INJ 25GM/100ML,P9047,292.6
PHARMACY,AZITHROMYCIN [ZITHROMAX] TAB 250MG,Q0144,5
PHARMACY,AZITHROMYCIN [ZITHROMAX] SUS 200MG/5ML,Q0144,44.17
PHARMACY,PROMETHAZINE HCL ORAL TABLET 25MG,Q0169,5
MED/SURG,TELEHEALTH ORIGINATING FACILITY,Q3014,91
BIOTE,BIOTE EMPLOYEE,,15
BIOTE,BIOTE FEMALE,,350
BIOTE,BIOTE MALE LOW,,625
BIOTE,BIOTE MALE HIGH,,725
CENTRAL SUPPLY,NEEDLE 25 X1.5,,3.59
CENTRAL SUPPLY,ACE BANDAGE 4 NON STERIL,,5
CENTRAL SUPPLY,ANKLE SLEEVE ELASTIC-LG,,5
CENTRAL SUPPLY,ANKLE SLEEVE ELASTIC-MED,,5
CENTRAL SUPPLY,ANKLE SLEEVE ELASTIC-SM,,5
CENTRAL SUPPLY,ANKLE WRAP FIG 8,,5
CENTRAL SUPPLY,ARM BAND PNEUMATIC,,5
CENTRAL SUPPLY,ARM IMMOBILIZED LG,,5
CENTRAL SUPPLY,BACK SPT-THERABACK XXL,,5
CENTRAL SUPPLY,BACK SUPPORT LG,,5
CENTRAL SUPPLY,BACK SUPPORT XL,,5
CENTRAL SUPPLY,BACK SUPPORT XXL,,5
CENTRAL SUPPLY,BACK SUPPORT AIRFORM-XXL,,5
CENTRAL SUPPLY,BACK SUPPORT W/ GEL LG,,5
CENTRAL SUPPLY,BACK SUPPORT W/ GEL XL,,5
CENTRAL SUPPLY,BANDAIDS BOX,,5
CENTRAL SUPPLY,CATHETER 8FR FEEDING TUBE,,5
CENTRAL SUPPLY,CATHETER SUCTION 18,,5
CENTRAL SUPPLY,DISPOSABLE RAZOR,,5
CENTRAL SUPPLY,DRESS ADAPTIC STERIE 3X16,,5
CENTRAL SUPPLY,DRESS ADAPTIC STERIE 3X3,,5
CENTRAL SUPPLY,DRESSING TEGADERM,,5
CENTRAL SUPPLY,DRESSING XEROFORM 1X8,,5
CENTRAL SUPPLY,EAR MATES,,5
CENTRAL SUPPLY,ELBOW ADAPTERS,,5
CENTRAL SUPPLY,FEEDING TUBE ARGYLE,,5
CENTRAL SUPPLY,FINGER GUARD / PLASTIC LG,,5
CENTRAL SUPPLY,FINGER GUARD PLASTIC,,5
CENTRAL SUPPLY,FINGER GUARD/PLASTIC MED,,5
CENTRAL SUPPLY,FINGER GUARD/PLASTIC SM,,5
CENTRAL SUPPLY,FRACTURE PAN DISP,,5
CENTRAL SUPPLY,GAUZE KLING 2 STERILE,,5
CENTRAL SUPPLY,GAUZE KLING 3 STERILE,,5
CENTRAL SUPPLY,GAUZE KLING 4 STERILE,,5
CENTRAL SUPPLY,GAUZE VASELINE EACH 3X9,,5
CENTRAL SUPPLY,GLOVES MEDIUM,,5
CENTRAL SUPPLY,KLEENEX,,5
CENTRAL SUPPLY,LEVINE TUBE 12FR,,5
CENTRAL SUPPLY,LEVINE TUBE 14FR,,5
CENTRAL SUPPLY,LEVINE TUBE 16FR,,5
CENTRAL SUPPLY,OXY MASK,,5
CENTRAL SUPPLY,OXYGEN SUPPLY TUBING 7,,5
CENTRAL SUPPLY,RAY TEC 4X4S 10,,5
CENTRAL SUPPLY,STEM CARE PLUS ELECTRODES,,5
CENTRAL SUPPLY,STERISTRIPS 1/2X4,,5
CENTRAL SUPPLY,STERISTRIPS 1/4 X 3,,5
CENTRAL SUPPLY,CATHETER SUCTION 14FR,,5
CENTRAL SUPPLY,SUCTION 18FR CATHETER,,5
CENTRAL SUPPLY,SUCTION YANKAUR TIP,,5
CENTRAL SUPPLY,TONGUE BLADES BOX,,5
CENTRAL SUPPLY,TOOTH PASTE,,5
CENTRAL SUPPLY,TRACTION W WEIGHTS,,5
CENTRAL SUPPLY,TRANSPORE TAPE 1,,5
CENTRAL SUPPLY,TRAY INTRAOSSEOUS,,5
CENTRAL SUPPLY,TRIANGLE PITCHER,,5
CENTRAL SUPPLY,PREFILLED HUMIDIFIER,,5
CENTRAL SUPPLY,IV LOOP,,5
CENTRAL SUPPLY,PEDS SLIPPERS,,5
CENTRAL SUPPLY,KIDNEY STONE FILTER,,5
CENTRAL SUPPLY,BULB SYRINGE 2 OZ,,5
CENTRAL SUPPLY,DISP URINAL,,5
CENTRAL SUPPLY,DISPOSABLE MASK-ADULT,,5
CENTRAL SUPPLY,IVENT HME FILTER,,5
CENTRAL SUPPLY,OP SITE IV,,5
CENTRAL SUPPLY,OXYGEN WATER TRAP,,5
CENTRAL SUPPLY,SAN PAN,,5
CENTRAL SUPPLY,SV NEBULIZER,,5
CENTRAL SUPPLY,URINARY BAG PEDIATRIC,,5
CENTRAL SUPPLY,FOREARM BAND - UNIVERSAL,,5
CENTRAL SUPPLY,IVAC COVERS BOX,,5
CENTRAL SUPPLY,MALE ADAPTER PLUG,,5
CENTRAL SUPPLY,MASK SIMPLE ADULT,,5
CENTRAL SUPPLY,NRMASK PEDS,,5
CENTRAL SUPPLY,NOSE CLIPS,,5
CENTRAL SUPPLY,SECONDARY IVPB TUBING,,5
CENTRAL SUPPLY,EPISTAXIS DEVICE  5.5CM,,5
CENTRAL SUPPLY,MASK SIMPLE PEDS,,5
CENTRAL SUPPLY,TRACTION BOOT BUCKS,,5
CENTRAL SUPPLY,BABY POWDER,,5
CENTRAL SUPPLY,TODDLER SLIPPERS,,5
CENTRAL SUPPLY,MOUTHWASH,,5
CENTRAL SUPPLY,TAPE 1 MICROPORE TAPE,,5
CENTRAL SUPPLY,ELECTRODES-DISPOSABLE,,5
CENTRAL SUPPLY,EMESIS BASIN DISP,,5
CENTRAL SUPPLY,INSTANT ICE PACK,,5
CENTRAL SUPPLY,MID-STREAM UA CUP,,5
CENTRAL SUPPLY,DISPOSABLE MASK-SMALL,,5
CENTRAL SUPPLY,GLOVES LARGE,,5
CENTRAL SUPPLY,SYRINGE 10 CC,,5
CENTRAL SUPPLY,SYRINGE 20 CC,,5
CENTRAL SUPPLY,SYRINGE 60CC CATH TIP,,5
CENTRAL SUPPLY,SYRINGE 60 LL,,5
CENTRAL SUPPLY,GAUZE VASELINE EACH 1X36,,5
CENTRAL SUPPLY,LEVINE TUBE 18FR,,5
CENTRAL SUPPLY,ADHISIVE TAPE 1,,5
CENTRAL SUPPLY,IV STARTER KIT,,5
CENTRAL SUPPLY,SYRINGE BULB 60CC,,5
CENTRAL SUPPLY,KLEENSPEC SMALL,,5
CENTRAL SUPPLY,KLEENSPEC MED,,5
CENTRAL SUPPLY,MOUTH SWAB,,5
CENTRAL SUPPLY,BLUE PADS,,5
CENTRAL SUPPLY,MICROPORE TAPE 1,,5
CENTRAL SUPPLY,INFANT MASK SIMPLE,,5
CENTRAL SUPPLY,DRESSING XEROFORM 5X9,,5
CENTRAL SUPPLY,Y TYPE EXTENSION CATHETER,,5
CENTRAL SUPPLY,LUMBOSACRAL ORTHOSIS SPT,,5
CENTRAL SUPPLY,PERFORMA MASK X-LG,,5
CENTRAL SUPPLY,Y TYPE EXTENSION CATHETER,,5
CENTRAL SUPPLY,DRESSING XEROFORM 5X9,,5
CENTRAL SUPPLY,EMESIS BAG,,5
CENTRAL SUPPLY,HI-D LARGE PHARYNGEAL SUCTION TIP,,5
CENTRAL SUPPLY,CATHETER SUCTION 10FR,,5
CENTRAL SUPPLY,FINGER TOURNIQUET,,5
CENTRAL SUPPLY,HOLLISTER ET TUBE HOLDER,,5
CENTRAL SUPPLY,GLOVES X-LARGE,,5
CENTRAL SUPPLY,GLOVES SMALL,,5
CENTRAL SUPPLY,DEODORDANT (WOMEN),,5.08
CENTRAL SUPPLY,DISP SCALPEL # 10,,5.12
CENTRAL SUPPLY,DISP SCALPEL # 11,,5.12
CENTRAL SUPPLY,DISP SCALPEL # 15,,5.12
CENTRAL SUPPLY,GAUZE KERLIX,,5.25
CENTRAL SUPPLY,O2 CANNULA (14'),,5.25
CENTRAL SUPPLY,PRIMAPORE DRESSING,,5.25
CENTRAL SUPPLY,CONTRACT MEAL,,5.25
CENTRAL SUPPLY,DISP CART SHEETS ER,,5.28
CENTRAL SUPPLY,PENROSE DRAIN 18,,5.34
CENTRAL SUPPLY,ACE BANDAGE 2 NON STERIL,,5.5
CENTRAL SUPPLY,PERI WASH,,5.86
CENTRAL SUPPLY,OXYGEN HUMIDIFIER BOTTLE,,6
CENTRAL SUPPLY,IVENT AIR INLET FILTER,,6
CENTRAL SUPPLY,INVALID RING,,6
CENTRAL SUPPLY,ORAL AIRWAY,,6
CENTRAL SUPPLY,LOPEZ VALVE,,6.15
CENTRAL SUPPLY,OXYGEN SUPPLY TUBING 25,,6.25
CENTRAL SUPPLY,SUCTION DELEE MUCOUS TRAP,,6.25
CENTRAL SUPPLY,TEMP O2,,6.25
CENTRAL SUPPLY,ADHISIVE TAPE 2,,6.26
CENTRAL SUPPLY,BABY LOTION,,6.36
CENTRAL SUPPLY,BABY BATH,,6.38
CENTRAL SUPPLY,HI FLOW O2 HUMIDIFIER BOTTLE-EMPTY,,6.46
CENTRAL SUPPLY,HARRIS FLUSH TUBE,,6.5
CENTRAL SUPPLY,OXYGEN TUBING SWIVEL CONN,,6.5
CENTRAL SUPPLY,COMFORT BATH,,6.56
CENTRAL SUPPLY,CLINIC ROLL PAPAER,,6.56
CENTRAL SUPPLY,SURGIPADS BOX,,6.6
CENTRAL SUPPLY,SET FLO SECONDARY,,6.64
CENTRAL SUPPLY,NON SKID SLIPPERS,,6.68
CENTRAL SUPPLY,ACE BANDAGE 6 NON STERIL,,6.75
CENTRAL SUPPLY,NRMASK-ADULT,,6.75
CENTRAL SUPPLY,CATHETER TUBE HOLDER,,7.12
CENTRAL SUPPLY,DENTURE CUP,,7.16
CENTRAL SUPPLY,OXYGEN CANNULA ADULT,,7.25
CENTRAL SUPPLY,PEDIATRIC NASAL CANNULA,,7.25
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 5.0,,7.5
CENTRAL SUPPLY,CATHLON AUTO 16,,7.5
CENTRAL SUPPLY,CATHLON AUTOG 20X1,,7.52
CENTRAL SUPPLY,CATHLON AUTOG 22X1,,7.52
CENTRAL SUPPLY,CATHLON AUTO 18 X 1.16,,7.52
CENTRAL SUPPLY,PT 32OZ CLEAR PITCHER,,7.52
CENTRAL SUPPLY,DRESSING WOUND KALTOSTAT,,7.75
CENTRAL SUPPLY,ACE BANDAGE 3 NON STERIL,,8
CENTRAL SUPPLY,FILTERS DISCOVERY,,8
CENTRAL SUPPLY,IV EXTENDER TUBE-SMALL,,8
CENTRAL SUPPLY,HIGH FLOW NASAL CANNULA ADULT,,8.2
CENTRAL SUPPLY,MINI IRRIGATION SET,,8.4
CENTRAL SUPPLY,CATH EXT TUBING W CONNECT,,8.46
CENTRAL SUPPLY,TRAY WOUND IRRIGATION,,8.5
CENTRAL SUPPLY,GAUZE 4 X 4S BOX/50,,8.76
CENTRAL SUPPLY,DEODODERANT (MEN),,8.88
CENTRAL SUPPLY,COMFORT SHAMPOO CAP,,8.88
CENTRAL SUPPLY,DISP ICE BAG W/TIE,,8.88
CENTRAL SUPPLY,SUT SILK 4-0 734G,,9
CENTRAL SUPPLY,SUT SILK 4-0 E683G,,9
CENTRAL SUPPLY,SUCTION YANBAUR W TUBING,,9.2
CENTRAL SUPPLY,STERILE H2 500 ML IRRIGAT,,9.25
CENTRAL SUPPLY,VENTURI MASK,,9.25
CENTRAL SUPPLY,NASOPHARYNGEAL AIRWAY,,9.32
CENTRAL SUPPLY,3 WAY STOPCOCK IV,,9.37
CENTRAL SUPPLY,ADHESIVE TAPE 3,,9.38
CENTRAL SUPPLY,IVENT BACTERIA FILTER,,9.4
CENTRAL SUPPLY,GOMCO CANISTER,,9.5
CENTRAL SUPPLY,DRESS AIRSTRIP WARD 18X8,,10
CENTRAL SUPPLY,NEEDLE 27X1.5,,10.12
CENTRAL SUPPLY,NEEDLE 18X 1 1/2,,10.72
CENTRAL SUPPLY,NEEDLE 22X1 1/2,,10.72
CENTRAL SUPPLY,NEEDLE 23 X1,,10.72
CENTRAL SUPPLY,NEEDLE 25 X5/8,,10.72
CENTRAL SUPPLY,GAUZE NU 1/2 ROLL,,10.84
CENTRAL SUPPLY,PLAIN PACKING GAUZE 1/4 INCH,,10.88
CENTRAL SUPPLY,CATHLON INFANT 24X0.56,,10.92
CENTRAL SUPPLY,REG KNEE STOCKING LARGE,,11.08
CENTRAL SUPPLY,ANTISEPTIC TOWELETTES,,11.36
CENTRAL SUPPLY,PERFORMA MASK SMALL,,11.5
CENTRAL SUPPLY,PERFORMA MASK MED,,11.5
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 6.5,,11.56
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 7.0,,11.56
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 7.5,,11.56
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 8.0,,11.56
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 6.0,,11.56
CENTRAL SUPPLY,IODOFORM GAUZE PACKING 1/4 INCH,,11.68
CENTRAL SUPPLY,INFANT CANNULA,,11.75
CENTRAL SUPPLY,SHARPS CONTAINER,,11.96
CENTRAL SUPPLY,DRESSING WOUND MEPILEX,,12.25
CENTRAL SUPPLY,DRESSING DUODERM,,12.36
CENTRAL SUPPLY,GAUZE NU 1  ROLL,,12.44
CENTRAL SUPPLY,FACE TENT,,12.5
CENTRAL SUPPLY,OXYKID MASK PED,,12.5
CENTRAL SUPPLY,DRESSING TEGASORB,,13.25
CENTRAL SUPPLY,ENDOTRACHEAL TUBE 5.5,,13.25
CENTRAL SUPPLY,TENDER SKIN DISP WIPES,,13.32
CENTRAL SUPPLY,NEEDLE 22X1,,13.47
CENTRAL SUPPLY,DRESS AIRSTRIP WARD 26X8,,13.5
CENTRAL SUPPLY,DRESSING HYDROFOAM 4X4,,13.5
CENTRAL SUPPLY,GAUZE IODOFORM,,13.64
CENTRAL SUPPLY,ALCOHOL PREPS BOX,,14
CENTRAL SUPPLY,JET NEBS,,14
CENTRAL SUPPLY,METATARSAL PADS,,14.25
CENTRAL SUPPLY,PEDIETTE STYLET (ROUCH),,14.25
CENTRAL SUPPLY,NEEDLE 30 X 3/4,,14.64
CENTRAL SUPPLY,SOD CHL IRR 250 CC,,14.84
CENTRAL SUPPLY,FINGER SPLINT CUT FIT PR,,15
CENTRAL SUPPLY,PRIMARY IV TUBING,,15.04
CENTRAL SUPPLY,REG KNEE STOCKING MEDIUM,,15.36
CENTRAL SUPPLY,CATH/NEONAT/KIT/SPEC 8FR,,15.75
CENTRAL SUPPLY,ALLEVYN DRESSING,,16.25
CENTRAL SUPPLY,SUT SILK 3-0 684G,,16.27
CENTRAL SUPPLY,O2/CO2 CANNULA,,16.5
CENTRAL SUPPLY,SODIUM CHLORIDE TRV 250 ML,,16.56
CENTRAL SUPPLY,INCENTIVE SPIROMETRY,,17.25
CENTRAL SUPPLY,CATHERTER ALL-SILICONE FO,,17.25
CENTRAL SUPPLY,DISPOZ-A-BAG LARGE URINE,,17.76
CENTRAL SUPPLY,REG KNEE STOCKING X LG,,17.88
CENTRAL SUPPLY,EMB SOCKS MED/REG KNEE H,,18
CENTRAL SUPPLY,EMB SOCKS X-LGE/REG KNEE,,18
CENTRAL SUPPLY,EMB SOCKS SM/REG KNEE HI,,18
CENTRAL SUPPLY,STERILE WATER 1000 CC,,18.09
CENTRAL SUPPLY,ADMISSION PACKET,,18.09
CENTRAL SUPPLY,SOD CHL IRR 1000 CC,,18.13
CENTRAL SUPPLY,SOD CHL IRR 500 CC,,18.2
CENTRAL SUPPLY,POSEY RESTRAINT,,18.25
CENTRAL SUPPLY,CATHLON CHILD 24X0.75,,18.28
CENTRAL SUPPLY,SODIUM CHLORIDE IRRIGA 3L,,18.32
CENTRAL SUPPLY,DRESSING BORDER MEPILEX 4,,18.5
CENTRAL SUPPLY,OXYMASK,,18.5
CENTRAL SUPPLY,HANDHELD NEB SETUP,,18.75
CENTRAL SUPPLY,SKIN PREP WIPES,,18.83
