Description/FIM Description,Primary Price
"ARIPIPRAZOLE TABLET, 10 MG",$48.45 
"ARIPIPRAZOLE TABLET, 5 MG",$48.45 
ARSENIC ASSAY,$296.00 
ARSENIC TRIOXIDE 1MG (12X) INJ,$267.30 
ARSENIC TRIOXIDE 1MG(X12) INJ,$267.30 
ARTER EMBOL-NON-HEMORR/TUMOR,"$28,480.00 "
ARTERIAL BLOOD DRAW - STICK,$153.00 
ARTHROCENTESIS LRG JNT W/GUIDE,$803.00 
ARTHROCENTESIS MED JNT W/GUIDE,$803.00 
"ARTHROFLEX PER SQ CM, 3.5X3.5",$555.42 
ARTIFICIAL TEARS OPTH SOL 15ML,$23.52 
ARTISS FIBRIN SEALANT 2ML,$439.30 
ASCORBIC ACID 500 MG TAB,$0.21 
ASCORBIC ACID 500 MG/1 ML INJ,$342.03 
ASCORBIC ACID 500MG/ML 50ML VL,$342.03 
ASCORBIC ACID ASSAY,$76.00 
ASCORBIC ACID LIQ 100MG,$6.92 
ASCORBIC ACID TABLET 250MGUD,$0.21 
ASCORBIC ACID TABLET 500MG UD,$0.21 
ASP BLADDER-INS SUP-PUB CATH,"$2,248.00 "
ASP CATH NASOTRACHEAL,$219.00 
ASPARAGINASE ERWINAZE 1000 IU,"$1,086.76 "
"ASPERGILLUS AG, EIA",$101.00 
ASPERGILLUS ANTIBODY,$145.00 
ASPIR- ABSCESS- HEMATOMA-CYST,$365.00 
ASPIR/INJ DISC OR PARAVERT TIS,$666.00 
ASPIRIN 300 MG SUPP,$1.39 
ASPIRIN 325 MG EC TAB,$0.11 
ASPIRIN 325 MG TAB,$0.03 
ASPIRIN 81 MG  EC TAB,$1.39 
ASPIRIN 81 MG CHEW TAB,$1.39 
ASPIRIN SUPP 300MG,$1.39 
ASPIRIN SUPP 600MG,$4.00 
ASPIRIN TAB 325MG-UD,$0.03 
ASPIRIN TAB CHEWABLE 81MG,$1.39 
ASPIRIN TAB EC 81MG,$1.39 
ASPIRIN TABLET EC325MG,$0.11 
ASPIRIN-DIPYRIDAM 25-200MG CAP,$8.32 
ASPR/INJ MAJ JOINT-BURSA WO US,$610.00 
ASSESSMENT OF APHASIA,$465.00 
ATAZANAVIR 150 MG CAP,$62.25 
ATAZANAVIR 200MG CAP,$68.45 
"ATAZANAVIR CAPSULE, 150 MG",$62.25 
ATENOLOL 25 MG TAB,$0.30 
ATENOLOL 25MG TABLET,$0.30 
ATENOLOL 50 MG TAB,$8.32 
ATENOLOL TABLET 50MG UD,$8.32 
ATEZOLIZUMAB 10MG INJ (120X),$271.53 
ATEZOLIZUMAB 60MG/ML 20ML SDV,$271.53 
ATHERECTOMY- AV GRAFT/LIMB,$313.00 
"ATHERECTOMY, ILIAC, EACH","$17,088.00 "
ATORVASTATIN 10 MG TAB,$15.24 
ATORVASTATIN 40 MG TAB,$16.60 
ATORVASTATIN TAB 10MG,$15.24 
"ATORVASTATIN TABLET, 40 MG",$16.60 
ATOVAQUONE 750 MG/5 ML SUSP,$74.69 
ATOVAQUONE SUSPENS'N 750MG/5ML,$74.69 
ATOVAQUONE/PROGUANIL 250/100,$15.53 
ATP7B GENE FOR WILSON'S,"$2,233.00 "
ATROPINE 0.01 MG (100X) INJ,$0.29 
ATROPINE 1% OPHTH SOL 2ML,$20.76 
ATROPINE 1MG/10ML INJ,$0.36 
ATROPINE 1MG/1ML SDV,$0.21 
ATROPINE OPTH-SOLN 1% 1ML,$20.76 
"AUDIOMETRY, AIR AND BONE",$290.00 
"AUDITORY EP, LAB OR BEDSIDE","$1,284.00 "
"AUDITORY EVOKED POTENTIAL,COMP","$1,284.00 "
"AUDITORY EVOKED POTENTIALS,LMT",$758.00 
AUTOLOGOUS BLOOD PROCESSING,$252.00 
AV DLYSIS CENTRL SEGMNT PLASTY,"$16,068.00 "
AV SHUNT W/STENT/THRM,"$35,247.00 "
AV SHUNTOGRAM INCL IMG,"$2,442.00 "
AV SHUNTOGRAM PTA/THRM,"$5,864.00 "
AV SHUNTOGRAM W/PERIPLASTY+IMG,"$18,510.00 "
AV SHUNTOGRAM W/PTA,"$5,864.00 "
AV SHUNTOGRAM W/STENT,"$35,247.00 "
AV SHUNTOGRAM W/THRMBCT+IMG,"$9,592.00 "
AVELUMAB 10MG INJ,$270.72 
AVELUMAB 10MG INJ (20X),$274.78 
AXICABTAGENE CILOLEU(CAR-T)INF,"$1,119,000.00 "
AXIOS BILIARY STENT 15X10MM,"$15,529.50 "
AZACITIDINE INJ 1MG (100X),$23.25 
"AZACITIDINE INJECTION, 1 MG",$23.25 
AZATHIOPRINE 50 MG TAB,$4.36 
"AZATHIOPRINE, ORAL, 50 MG",$4.36 
AZELASTINE 137 MCG NASAL SPRY,$298.90 
AZELASTINE NASAL 137 MCG/INH,$298.90 
AZITHROMYC 200MG/5ML SUSP 30ML,$20.76 
AZITHROMYCIN 1 GM POWDER PKT,$153.62 
AZITHROMYCIN 250 MG TAB,$49.81 
AZITHROMYCIN 250 MG TABLET,$49.81 
AZITHROMYCIN 500 MG/5 ML INJ,$171.47 
AZITHROMYCIN 600 MG TAB,$8.44 
AZITHROMYCIN 600MG TABLET,$8.44 
AZITHROMYCIN INJECTION 500 MG,$171.47 
AZITHROMYCIN ORAL SOLN 40MG/ML,$20.76 
AZTREONAM 1GM VIAL,$124.55 
AZTREONAM 2GM VIAL,$219.24 
AZTREONAM 50MG/ML PEDS INJ,$6.24 
AZTREONAM INJ 500MG (2X),$124.55 
AZTREONAM INJ 500MG (4X),$173.28 
"AZTREONAM INJECTION, 500 MG",$127.31 
"B CELLS, TOTAL COUNT",$183.00 
B. BURGDORFERI ANTIBODY (LYME),$212.00 
B.BRAUN LP VENA TECH FILTER,"$3,420.90 "
BACI/HC/NEO/POLYB OPTH OI3.5GM,$204.91 
BACITRACIN 50000 UNITS INJ,$44.27 
BACITRACIN OINT 500U/G 0.9GM,$0.20 
BACITRACIN OPHTH OINT,$15.24 
BACITRACIN OPTH-OINT 500U/G,$15.24 
BACITRACIN TOP OINT 0.9 GM UD,$0.20 
BACITRACIN TOP OINT 15 GM,$4.15 
BACITRACIN VL 50000 U,$44.27 
BACITRACIN ZINC OINTMENT 30 GM,$4.15 
BACLOFEN 10 MG TAB,$5.53 
BACLOFEN 10MG INJ INTRATH (4X),$851.00 
BACLOFEN 5MG/ML ORAL SOL,$2.52 
BACLOFEN 5MG/ML ORAL SUSP,$2.52 
"BACLOFEN INJECTION, 10 MG","$1,081.02 "
BACLOFEN TABLET 10 MG UD,$5.53 
BACTERIUM ANTIBODY,$107.00 
BACTRIM 40MG SUSPENSION,$8.32 
BACTRIM DS TABLET UD,$1.39 
BACTRIM INJECTION PER 10 ML,$272.60 
BACTRIM TABLET UD,$1.39 
"BAG, FEEDING, BY PUMP",$19.95 
"BAG, URINE DRAINAGE",$25.20 
BALANCED SALT IR+ 500ML(BSS+),$88.29 
BALANCED SALT IRR SOL 15ML-BSS,$26.30 
BALL RADIAL ORACLE LATEX FREE,$53.85 
BALLOON DILATE URTRL STRIX,"$1,991.00 "
BALLOON EUS OLYMPUS LINEAR,$49.65 
BALLOON EUS OLYMPUS RADIAL,$47.64 
BALLOON EXTRACTN TRI-EX 275CM,$495.00 
"BALLOON, BAKRI POSTPARTUM",$718.20 
BAND LIGATION,$389.00 
BARRX 360+ ABLATION CATHETER,"$4,708.20 "
BARRX HALO ABLATION CATHETER,"$2,824.50 "
BARRX HALO CAPS,$97.65 
BARTONELLA ANTIBODY,$76.00 
BASALAZIDE 750 MG CAPS,$5.53 
BASELINE BREAKAGE SCORE 50-100,"$1,089.00 "
BASIC METABOLIC PANEL,$106.00 
BASIC RADIATION DOSIMETRY CALC,$840.00 
BASIC SPIROMETRY,$720.00 
BASIC VESTIBULAR EVALUATION,$393.00 
BASILIXIMAB INJ 20 MG,"$8,607.41 "
BASKET SPYGLASS RETRIEVAL,"$1,485.00 "
BATH SALT/DESIGNER DRUG-URINE,$201.00 
"BCG, LIVE, PER INSTILLATION",$870.32 
BCGR BM HEAVY,$844.00 
BCGR BM KAPPA,$858.00 
BCGR OTHERS HEAVY,$844.00 
BCGR OTHERS KAPPA,$858.00 
BCGR PARAFFIN HEAVY,$844.00 
BCGR PARAFFIN KAPPA,$858.00 
BCGR PB HEAVY,$844.00 
BCGR PB KAPPA,$858.00 
BCL2 T[14;18] BY PCR,"$1,462.00 "
BCR/ABL QUAL P190,"$1,299.00 "
BCR/ABL QUAL P210,"$1,455.00 "
BCR/ABL QUANT IPSOGEN P190,"$1,299.00 "
BCR/ABL QUANT IPSOGEN P210,"$1,455.00 "
BCR/ABL TYRO KIN. DOMAIN MUT,"$1,678.00 "
BECLOMETHASONE DIP 40MCG INH,$564.27 
BECLOMETHASONE NASAL AEROSOL,$124.54 
"BED, CLINITRON, PER DAY",$368.55 
"BED, FLEXICARE MC3, PER DAY",$494.55 
"BED, ROTOREST KINETIC, PER DAY","$1,046.85 "
BEDSIDE CENTRAL CATHETER,$428.40 
BEDSIDE EGD,"$2,795.00 "
BEDSIDE MINOR SURGICAL PROCEDR,$805.00 
BEDSIDE USG THORACENTESIS,"$1,826.00 "
"BELATACEPT, INJECTION, 1 MG",$13.36 
BELIMUMAB 10MG INJ (12X),$132.44 
"BELIMUMAB, INJECTION, 10 MG",$132.44 
BELINOSTAT 10MG(X50) INJ,$127.92 
BELLADONNA-OPIUM 16.2-30MG SUP,$86.69 
BELLADONNA-OPIUM 16.2-60MG SUP,$33.46 
BENAZEPRIL 10 MG TAB,$4.15 
BENAZEPRIL 20 MG TAB,$4.15 
"BENAZEPRIL TABLET, 10 MG",$4.15 
"BENAZEPRIL TABLET, 20 MG",$4.15 
BENDAMUSTINE HCL (BENDEKA) 1MG,$87.92 
BENDAMUSTINE HCL INJ 1 MG,$102.09 
BEN-GAY OINT 30GM,$38.73 
BENRALIZUMAB 1MG(X30) INJ,$570.27 
BENZO/BUTAMBEN/TETRA 20GM AERO,$124.95 
BENZO/BUTAMBEN/TETRA 5GM AERO,$189.06 
BENZOC/BUTAMBEN/TETRAC AER 5GM,$189.06 
BENZOCAINE 20% AERO DERMO SPRY,$17.23 
BENZOCAINE 20% ORAL SPRAY 57GM,$124.41 
BENZOCAINE 20% TOP. SPRAY 60ML,$17.23 
BENZOCAINE 20% TOPICAL PASTE,$35.98 
BENZOCAINE 7.5% GEL,$16.60 
BENZOCAINE 7.5% ORAL GEL-BABY,$16.60 
BENZOCAINE AERO 20% 60G,$124.41 
BENZOCAINE LIQ (ANBESOL),$15.34 
BENZODIAZEPINES ASSAY,$284.00 
BENZONATATE 100 MG CAP,$2.77 
BENZONATE CAPSULE 100 MG,$2.77 
BENZTROPIN AMP 2MG/2ML,$70.57 
BENZTROPIN TAB .5MG,$1.39 
BENZTROPIN TAB 2MG UD,$1.39 
BENZTROPINE 0.5 MG TAB,$1.39 
BENZTROPINE 1 MG TAB,$1.23 
BENZTROPINE MES 1MG TAB,$1.23 
"BETA 2 GLYCOPROTEIN 1 AB, EACH",$132.00 
BETA HYDROXYBUTYRATE,$63.00 
BETA-2 PROTEIN ASSAY,$125.00 
BETADINE 10% TOP SOLN 240ML,$12.45 
BETAM AC3MG/NAPHOS3MGINJ ML 5X,$25.20 
BETAMETH/CLOTRIM 0.05-1%15G CR,$50.43 
BETAMETHASONE ACET PER 6MG INJ,$25.20 
BETAMETHASONE TOP-LOT 60CC,$58.13 
BETAMETHASONE VAL 0.1% CRM,$22.14 
BETAMETHASONE VAL 0.1% LOT,$58.13 
BETAMETHASONE VL 30MG/5ML,$193.73 
BETAXOLOL 0.25% OPHTH SUSP,$806.87 
BETAXOLOL 0.25% OPTH SOLN 10ML,$806.87 
BETAXOLOL 0.5% OPHTH SUSP,$235.24 
BETAXOLOL 10MG TAB,$0.72 
BETAXOLOL 10MG TABLET,$0.72 
BETAXOLOL OPTH SOL 0.5%,$235.24 
BETHANECHOL 25 MG TAB,$1.39 
BETHANECOL SYRUP 1MG,$6.92 
BETHANECOL TAB 25MG UD,$1.39 
BETHANECOL TABLET 5MG UD,$1.39 
BEVACIZUMAB INJ 10MG (10X),$313.85 
BEVACIZUMAB INJ 10MG (40X),$313.85 
"BEVACIZUMAB INJECTION, 10 MG",$313.85 
BICALUTAMIDE 50 MG TAB,$66.84 
"BICALUTAMIDE TABLET, 50 MG",$66.84 
BICITRA ORAL SOL 30ML,$2.17 
BICT/EMTRI/TENOF 50-200-25 TAB,$353.49 
BIL STENT DBL PIGTAIL 10FX10CM,$163.80 
"BILE ACIDS, TOTAL",$131.00 
BILIARY BALLOON DILATION CATH,$885.15 
"BILIRUBIN, DIRECT",$68.00 
"BILIRUBIN, TOTAL",$65.00 
BIMATOPROST 0.01% OPH SOL,$406.00 
BIMATOPROST OPTH 0.01% 2.5ML,$406.00 
BIOPSY (SINGLE/MULT)ANY METHOD,$389.00 
"BIOPSY OF ORAL TISSUE, SOFT",$232.00 
BIOPSY- TRANSCATHETER,"$4,982.00 "
"BIOPSY, KIDNEY, LEFT","$2,331.00 "
"BIOPSY, KIDNEY, RIGHT","$2,331.00 "
BIOTIN 1000 MCG TABLET,$0.21 
BIOTIN 1000MCG TAB,$0.21 
BIOTINIDASE DEFICIEN MUTATION,"$1,846.00 "
BIS ECF ANALYSIS- LYMPHEDEMA,$283.00 
BISACODYL 10 MG SUPP,$1.39 
BISACODYL 5 MG EC TAB,$0.11 
BISACODYL SUPP 10MG,$1.39 
BISACODYL TAB 5MG UD,$0.11 
BISMUTH SUBSAL 262MG/15ML SUSP,$11.07 
BISMUTH SUBSALICYLATE LI 30ML,$11.07 
BISOPROLOL 5 MG TAB,$2.77 
BISOPROLOL 5 MG TABLET,$2.77 
BITEWINGS-SINGLE FILM,$22.00 
BIVALIRUDIN INJ 1MG (250X),$10.42 
BIVALRUDIN 1MG(X250)50 NS,$6.00 
BIVALRUDIN INJ. 1 MG,$10.42 
BLASTOMYCES ANTIBODY,$145.00 
BLD OCLT FECES NOT COLOREC SCR,$48.00 
"BLEED BACK CONTROL VALVE,LEV 2",$86.10 
BLEOMYCIN INJ 15 UNITS (2X),$690.15 
BLEOMYCIN SULFATE INJ 15 UNITS,$690.15 
"BLINATUMOMAB INJECTION, 1 MCG",$303.19 
BLOOD COLLECT IMPLANTED CVAD,$348.00 
BLOOD DRAW BY VENIPUNCTURE,$20.00 
BLOOD DRAW CMPLT IMPLT PORT,$348.00 
BLOOD GASES (PH ONLY),$73.00 
"BLOOD GASES (PH,PCO2,PO2)",$433.00 
"BLOOD TYPING, ABO",$124.00 
"BLOOD TYPING, ANTIGEN SCREEN",$252.00 
"BLOOD TYPING, RBC ANTIGENS",$252.00 
"BLOOD TYPING, RH (D)",$113.00 
"BLOOD, OCCULT, OTHER SOURCES",$36.00 
"BLOOD, WHOLE, FOR TRANSFUSION",$941.85 
"BLOOD,LR,FROZ/DEGLYCEROL/WSHED","$1,791.30 "
BM STENT EA ADD VES,"$6,984.00 "
BM STENT INIT VES,"$13,968.00 "
BODY-FLUID CELL COUNT W/DIFF,$84.00 
BONE ACCESS KIT OSTEOCOOL 10G,"$1,284.00 "
BONE AGE STUDIES,$616.00 
"BONE BIOPSY, DEEP, PERC","$2,859.00 "
"BONE CEMENT, LEV32","$4,331.25 "
BONE IMAGING TOMOGRAPHIC SPECT,"$4,039.00 "
"BONE IMAGING, LIMITED AREA","$1,238.00 "
"BONE IMAGING, THREE PHASE","$4,454.00 "
"BONE IMAGING, WHOLE BODY","$1,650.00 "
BONE LENGTH SCANOGRAM,$411.00 
BONE MARROW ASPIRATION ONLY,"$3,392.00 "
BONE MARROW BIOPSY,"$3,426.00 "
BONE MARROW DONOR SCREEN,$998.00 
BONE MARROW IMAGE MULTPL AREAS,"$1,995.00 "
BONE MARROW IMAGE-LIMITED AREA,"$1,765.00 "
"BONE MARROW,SMEAR INTERPRETAT",$628.00 
BONE REPLACE GRAFT-1ST SITE/QU,$276.00 
"BOOTS, AV IMPULSE SYSTEM, PAIR",$431.55 
BORDETELLA PERTUSSIS PCR,$537.00 
BORTEZOMIB INJ 0.1MG (35X),$190.33 
"BORTEZOMIB INJECTION, 0.1 MG",$190.33 
BOTOX INJ 1 UNIT (100X),$21.80 
BOTULINUM TOXIN TYP A PER UNIT,$21.80 
"BRACHYTHERAPY CATHETER, EACH",$169.05 
"BRACHYTHERAPY NEEDLE, EACH",$139.65 
BRACHYTX HDR IR-192 PER SOURCE,$726.60 
BRACHYTX ISODOSE COMPLEX,"$4,200.00 "
BRACHYTX ISODOSE INTERMED,"$3,705.00 "
BRACHYTX ISODOSE PLAN SIMPLE,"$3,233.00 "
"BRACHYTX, NON-STRANDED, I-125",$133.35 
"BRACHYTX,NON-STRANDED,P-103",$214.20 
"BRACHYTX,YTTRIUM-90, LEV64","$73,500.00 "
"BRAIN IMAGE, COMPLETE SPECT","$3,612.00 "
BRAVO PH CAPSULE,$708.75 
BREATHING RESPONSE TO CO2,$240.00 
BREATHING RESPONSE TO HYPOXIA,$630.00 
BRENTUXIMAB 1MG INJ (50X),$442.50 
"BRENTUXIMAB VEDOTIN, INJ, 1 MG",$322.75 
"BRIDGE, RE-CEMENT",$145.00 
BRIMONIDINE 0.2% OPHTH SOL 5ML,$171.60 
BRIMONIDINE 0.2% OPTH SOL 10ML,$81.99 
BRIMONIDINE 0.2%OPHTH SOL 10ML,$102.00 
BRINZOLAMIDE 1% OPHTH SUSP,$739.84 
BRINZOLAMIDE 1% OPTH SOLN 10ML,$739.84 
BRIVARACETAM 25MG TABLET,$57.33 
BRIVARACETAM 50MG TABLET,$57.33 
BROMOCRIPTINE 2.5 MG TAB,$16.60 
BROMOCRIPTINE CAPSULE 5MG,$24.91 
BROMOCRIPTINE TABLET 2.5 MG,$16.60 
BRONC SHEATHED CYTOLOGY BRUSH,$48.30 
BRONCH VALVE INS INIT LOBE,"$6,661.00 "
BRONCHIAL THERMOPLASTY 1 LOBE,"$11,535.00 "
BRONCHIAL THERMOPLASTY 2 LOBES,"$17,303.00 "
BRONCHOSCOPY,"$7,649.00 "
BRONCHOSCOPY W STENT PLACEMENT,"$10,616.55 "
BRONCHOSCOPY W/NAVIGATION,"$7,286.00 "
BRONCHOSPASM METHACHOLINE EVAL,"$1,536.00 "
BRUCELLA ANTIBODY,$87.00 
BRUSH CYTO INFINTY 7.5F 2.5MM,$450.00 
BRUSH CYTOLOGY INREACH,$79.89 
BRUSHINGS,$389.00 
BUCK TRACTION 1,$265.65 
BUDESONIDE 0.25MG/2ML INH SUSP,$28.47 
BUDESONIDE 0.5MG/2ML INH SOLN,$33.51 
BUDESONIDE 0.5MG/2ML INH SUSP,$33.51 
BUDESONIDE 3 MG ER CAP,$9.70 
"BUDESONIDE ENTERIC CAPSULE,3MG",$9.70 
BUDESONIDE INHAL SUSP 0.25 MG,$28.47 
BUDESONIDE/FORMOTEROL160-4.5MD,$348.11 
BUDESONIDE/FORMOTEROL80-4.5MDI,$347.27 
BULKING AGENT URETHRAL,"$1,485.00 "
BUMETANIDE 1 MG TAB,$4.15 
BUMETANIDE INJ 0.5MG (2X),$35.98 
BUMETANIDE INJ 0.5MG (5X),$35.98 
BUMETANIDE TABLET .5MG UD,$2.77 
BUMETANIDE TABLET 1MG UD,$4.15 
BUMETANIDE VL 1MG/4ML,$35.98 
BUPIV 0.25%-W/EPI INJ 10ML SDV,$5.85 
BUPIV 0.5%-W/EPI INJ 10ML SDV,$76.10 
BUPIV LIPO 1.3% INJ 1MG(266X),$4.10 
BUPIVACAINE 0.25% INJ 50ML MDV,$38.73 
BUPIVACAINE 0.5% INJ 30ML SDV,$27.68 
BUPIVACAINE LIPOSOMAL INJ 1 MG,$4.10 
BUPIV-D5W 0.75% PF 2ML INJ,$5.73 
BUPIVICAINE 0.25% W EPI 10 ML,$5.53 
BUPIVICAINE VL .75% 10ML,$30.45 
BUPIVICAINE VL 0.5% 10ML,$27.68 
BUPIVICAINE VL SW.25% 30ML,$67.81 
BUPIVICAINE VL.25% 50ML,$38.73 
BUPIVICAINE VL-SW .5% 30ML,$74.74 
BUPIVICAINE/EPI AMP-SW.5% 30ML,$76.10 
BUPIVICAINE/EPI VL.5% 30ML,$31.84 
BUPRENOR-NALOX SL >6MG </=10MG,$22.00 
BUPRENORPH/NALOX 6.1 TO 10 MG,$22.00 
BUPRENORPHIN/NALOX UP TO 3 MG,$12.24 
BUPRENORPHINE 1MG SL TAB (2X),$13.50 
BUPRENORPHINE 1MG(X2) SL TAB,$13.50 
BUPRENORPHINE-NALOXO SL </=3MG,$12.24 
BUPROPION 100 MG TAB,$8.32 
BUPROPION 150 MG SR TAB,$8.32 
BUPROPION 150MG XL TAB,$4.41 
BUPROPION 300 MG ERT,$19.37 
BUPROPION 300MG XL TAB,$19.37 
BUPROPION 75 MG TAB,$5.53 
BUPROPION HCL SR 100MG TAB,$1.73 
BUPROPION HCL XL 150MG TAB,$4.41 
"BUPROPRION SR, 150MG TABLET",$8.32 
BUPROPRION TABLET 100 MG,$8.32 
BUPROPRION TABLET 75 MG,$5.53 
BUSPIRONE 5 MG TAB,$8.32 
BUSPIRONE TAB 5MG,$8.32 
BUSULFAN 1MG INJ (60X),$58.00 
BUSULFAN INJ 1 MG,$71.24 
BUSULFAN QUANTIFICATION,"$4,883.00 "
BUTT PASTE 4 OZ,$88.56 
"BX FORCEPS,1.7/110MM,SUPERTRAX",$262.50 
"BX OF SKIN,SQ TISSUE,1 LESION",$365.00 
BX- TRANSCATH- SI,"$7,206.00 "
C DIFFICILE QUICK CHEK - GDH,$125.00 
C DIFFICILE QUICK CHEK - TOXIN,$85.00 
C1-ESTERASE INHIBITOR INJ 10U,$147.86 
CABAZITAXEL 1MG INJ (60X),$535.05 
CABAZITAXEL INJECTION 1 MG,$535.05 
CADAVER KIDNEY ACQUISITION,"$110,557.65 "
CADMIUM ASSAY,$350.00 
CAFFEINE (VIVARIN) 200MG TAB,$0.57 
CAFFEINE CITR 20MG/ML ORAL LIQ,$52.59 
CAFFEINE CITR 5MG/1ML INJ (4X),$7.44 
"CAFFEINE CITRATE INJ, 5 MG",$7.44 
CAFFEINE CITRATE ORAL LIQ 5 MG,$52.59 
CAFFEINE SOD BENZOATE 500MGINJ,$21.68 
CAFFEINE-NA BENZ 500MG/2ML INJ,$21.68 
CAL CARB 1250MG TAB-OSCAL 500,$1.39 
CAL CARB 500MG CHEW TAB-TUMS,$1.39 
CAL CARB+D 1250-125/OSCAL D500,$1.05 
CAL GLUC 100MG/ML INJ 10ML,$4.36 
CALAMINE LOTION,$11.07 
CALAMINE TOP-LOT 120ML,$11.07 
"CALCANEUS, MIN TWO VIEWS, LEFT",$384.00 
"CALCANEUS, MIN TWO VIEWS, RIGH",$384.00 
CALCIFEDIOL (25OH VITAMIN D-3),$241.00 
CALCITONIN 400 UNITS/2 ML INJ,"$7,192.99 "
CALCITONIN ASSAY,$254.00 
CALCITONIN NASAL SOLUTION 200U,$211.72 
"CALCITONIN SALMON, UP TO 400U","$7,192.99 "
CALCITRIOL 0.25 MCG CAP,$11.07 
CALCITRIOL 1MCG/ML LIQUID,$25.36 
CALCITRIOL CAP .25MCG,$11.07 
CALCIUM ACETATE 667 MG TAB,$3.15 
CALCIUM ACETATE 667MG CAP,$3.15 
CALCIUM ACETATE TAB 667 MG,$1.39 
CALCIUM CARB 1250 MG/5 ML SUSP,$9.70 
CALCIUM CARBONATE LIQ 1250MG,$9.70 
CALCIUM CARBONATE TAB 500 MG,$1.39 
CALCIUM CHLORIDE 1 GM/10ML INJ,$17.99 
CALCIUM CHLORIDE AMP 1G/10ML,$5.53 
CALCIUM CHLORIDE SYRE 1G/10ML,$26.30 
CALCIUM GLUC 1GM/100ML D5W,$17.85 
CALCIUM GLUC 1GM/100ML NS,$24.00 
CALCIUM GLUC 2GM/100ML NS IVPB,$36.00 
CALCIUM GLUCONATE 1GM/50NS,$24.00 
CALCIUM GLUCONATE 2GM/100NS,$36.00 
CALCIUM GLUCONATE INJ PER 10ML,$4.36 
CALCIUM PHOSPH ORAL RINSE 30ML,$17.88 
CALCIUM(ELEM) 250MG WITH VIT D,$0.13 
"CALCIUM, IONIZED",$280.00 
"CALCIUM, TOTAL",$42.00 
"CALCIUM, URINE, TIMED SPECIMEN",$75.00 
"CALCULUS ASSAY, QUALITATIVE",$98.00 
CALMOSEPTINE TOP OINT 71GM,$12.60 
CALORIC VSTBLR W/REC BITHERMAL,$834.00 
CALORIC VSTBLR W/REC MONOTHRML,$828.00 
CALR GENE MUTATION EXON 9,$873.00 
CAMPHOR/MENTHOL TOP.(SARNA),$24.95 
CAMPHOR-MENTHOL TOP LOT-SARNA,$24.95 
CANDESARTAN 16 MG TAB,$6.92 
"CANDESARTAN TABLET, 16 MG",$6.92 
"CANDESARTAN TABLET, 4 MG",$5.53 
CANISTER ENGINE PENUMBRA,"$1,095.00 "
CANN ORIGEN DUAL LUMEN 16F VV,"$1,677.39 "
CANNULA ERCP 210MM,$213.00 
CANNULA SPINEJACK 11GA,$138.00 
CANNULATING SPHINCTEROTOME,"$1,051.05 "
"CAPECITABINE, ORAL, 150 MG",$16.00 
"CAPECITABINE,ORAL-TABLET,500MG",$89.91 
CAPSAICIN 0.025% TOP CRM,$354.25 
CAPSAICIN CREAM 45 GRAMS,$354.25 
CAPSULE ENDOSCOPY,"$3,224.00 "
CAPTIVATOR II-25MM ROUND STIFF,$47.25 
CAPTOPRIL 12.5 MG TAB,$5.53 
CAPTOPRIL 25 MG TAB,$5.53 
CAPTOPRIL TAB 12.5MG,$5.53 
CAPTOPRIL TABLET 25MG UD,$5.53 
CARB DEFICIENT TRANSFERRIN,$156.00 
CARBAMAZEPINE 100 MG ERT,$1.39 
CARBAMAZEPINE 100 MG/5 ML SUSP,$6.92 
CARBAMAZEPINE 100MG CHEWABLE,$1.51 
CARBAMAZEPINE 200MG TAB,$1.39 
CARBAMAZEPINE 400MG ER TAB,$5.53 
"CARBAMAZEPINE ASSAY, FREE",$89.00 
"CARBAMAZEPINE ASSAY, TOTAL",$158.00 
CARBAMAZEPINE SUSP 100MG/5ML,$6.92 
CARBAMAZEPINE TABLET 200MG UD,$1.39 
CARBAMAZEPINE XR TAB 200 MG,$4.15 
CARBAMEZAPINE XR TAB 400 MG,$5.53 
CARBAMEZINEER 300MG(CARBATROL),$4.69 
CARBAMIDE PEROXID OTIC SOLN15,$59.50 
CARBAMIDE PEROXIDE OTIC SOLN,$59.50 
CARBID/ENTAC/LEVO25-200-100 MG,$25.26 
CARBIDOPA/LEVODOPA 25-100 ODT,$4.14 
CARBIDOPA/LEVODOPA 36.25-145MG,$9.57 
CARBIDOPA-LEVO 10-100MG TAB,$5.53 
CARBIDOPA-LEVO 25-100MG ER TAB,$5.53 
CARBIDOPA-LEVO 25-100MG TAB,$6.92 
CARBIDOPA-LEVO 25-250MG TAB,$8.32 
CARBIDOPA-LEVO 36.25-145MG TAB,$9.57 
CARBIDOPA-LEVO 50-200MG ER TAB,$5.53 
CARBIDOPA-LEVODOPA 50-200 ERT,$5.53 
CARBOPLATIN INJ 50MG (12X),$725.04 
CARBOPLATIN INJ 50MG (1X),$725.04 
CARBOPLATIN INJ 50MG (3X),$725.04 
CARBOPLATIN INJ 50MG (9X),$725.04 
"CARBOPLATIN INJECTION, 50 MG",$725.04 
CARBOPROST 250 MCG/ ML INJ,$272.60 
CARBOPROST INJ 250 MCG,$272.60 
CARBOXYHEMOGLOBIN ASSAY,$89.00 
CARCINOEMBYONIC ANTIGEN,$512.00 
CARDIAC MRI-FUNCTION-COMPLETE,"$3,917.00 "
CARDIAC MRI-FUNCTION-LIMITED,"$5,518.00 "
"CARDIAC REHAB W/ECG,PER SESSN",$421.00 
"CARDIAC REHAB W/ECG,PER SESS'N",$421.00 
