Chg Code,Description,Price,CPT Code
1218035,MORPHINE 15MG SR TAB,$27.56,Z7610
1218042,MVI-12 2X5ML VL     ,$74.97,     
1218047,MUPIROCIN 2% OIN 1GM,$73.87,Z7610
1218053,NAFCILLIN 2GM SOLR  ,$393.59,     
1218054,NAFCILLIN 1GM SOLR  ,$220.50,X6614
1218058,NAPHAZOLINE .1% 15ML,$38.59,     
1218060,NAPROXEN 250MG TAB  ,$14.33,Z7610
1218064,NATEGLINIDE 60MG TAB,$20.95,     
1218068,NEO/POLY/DEX.1%OS 5M,$134.51,Z7610
1218076,NEOMYCIN 500MG TAB  ,$19.85,     
1218080,NIACIN 500MG TAB    ,$2.21,     
1218082,NICOTINE 7MG/24HR PT,$17.64,     
1218083,NICOTINE 14MG/24HR P,$15.44,     
1218087,NIFEDIP OSM 30MGSRTB,$14.33,Z7610
1218089,NIFEDIPINE 10MG CAP ,$14.33,Z7610
1218090,NIMODIPINE 30MG CAP ,$92.61,     
1218092,NITROGLYC 2.5MG CRCP,$14.33,     
1218093,NITROGLYC 0.3MG/HR P,$30.87,     
1218095,NITROGLYC 6.5MG CRCP,$14.33,     
1218100,NITROGLYC 0.1MG/HR P,$8.38,     
1218102,NITROGLYCE .4MG SLTB,$86.00,Z7610
1218106,NITROPRUSS 50MG/2ML ,$74.97,J3490
1218107,NOREPINEPH 4MG/4ML  ,$237.04,     
1218109,NORTRIPTYLIN 25MG CP,$14.33,     
1218112,NYSTATIN 500000U/5ML,$14.33,     
1218114,NYSTATI TOP PWD 15GM,$40.79,Z7610
1218123,OMEPRAZOLE 20MG DRCP,$14.33,Z7610
1218127,OSELTAMIVIR 75MG CAP,$100.33,Z7610
1218131,OXYBUTYNIN 5MG TAB  ,$14.33,     
1218135,OXYCODONE 40MG SR TB,$184.78,Z7610
1218138,OXYC4.8355-ASP325 TB,$27.56,Z7610
1218146,PANCURONIUM 10MG/10M,$74.97,J3490
1218147,PANTOPRAZO 40MG ECTB,$28.12,Z7610
1218148,PAPA-URE830K-100 30G,$309.80,     
1218151,PAROXETINE 20MG TAB ,$28.67,Z7610
1218155,PENIC VK 125/5 100ML,$20.95,     
1218156,POT CL20MEQ MIC CRTB,$14.33,Z7610
1218165,PHENAZOPYRID 100MGTB,$48.51,     
1218171,PHENYTOIN 50MG CHWTB,$14.33,     
1218174,PHYTONADIONE 5 MG TB,$81.59,     
1218178,PIOGLITAZONE 30MG TB,$89.30,     
1218181,PIROXICAM 10MG CAP  ,$14.33,     
1218184,POLYETH GLY 3350 PKT,$26.46,Z7610
1218185,POLYMYXIN B 500000U ,$148.84,     
1218187,POTASS BI 25MEQ EFTB,$14.33,Z7610
1218194,K PHOS DI 3MM/ML 15M,$74.97,X7700
1218197,POVIDONE-IODIN 1OZOT,$30.87,     
1218205,PRAZOSIN 1MG CAP    ,$14.33,     
1218206,PRAZOSIN 5MG CAP    ,$24.26,     
1218208,PREDNIS ACE 1%OS 5ML,$270.11,     
1218209,PN VIT/FE/FA 27-1 TB,$14.33,     
1218211,PRIMIDONE 50MG TAB  ,$14.33,     
1218215,PROCHLORPER 25MG SUP,$28.67,Z7610
1218216,PROMETHAZINE 25MG SP,$48.51,Z7610
1218217,PROMETHAZINE 12.5 SP,$41.90,Z7610
1218219,PROPAFENONE 150MG TB,$14.33,     
1218226,PROPRANOLOL 10MG TAB,$14.33,     
1218228,PROPYLTHIOURA 50MGTB,$14.33,     
1218230,PSEUDOPHED 30MG TAB ,$14.33,     
1218232,PYRAZINAMIDE 500MGTB,$14.33,     
1218234,PYRIDOXINE 50MG TAB ,$24.26,     
1218235,QUETIAPINE 100MG TAB,$60.64,Z7610
1218236,QUETIAPINE 25MG TAB ,$36.38,Z7610
1218239,QUINIDINE S CR 300MG,$14.33,     
1218240,QUINIDINE S 200MG TB,$14.33,     
1218244,RALOXIFENE 60MG TAB ,$49.61,     
1218246,RAMIPRIL 5MG CAP    ,$19.85,     
1218250,RIFAMPIN 150MG CAP  ,$14.33,     
1218252,RIFAMPIN 600MG SOLR ,"$1,984.50",     
1218256,RISPERIDONE 1MG TAB ,$44.10,     
1218272,SERTRALINE 50MG TAB ,$14.33,     
1218275,SILVER NITRATE APPLI,$27.56,Z7610
1218277,SILV SULF 1%CRM 400G,$134.51,Z7610
1218279,SIMETHICONE 80MG CHW,$14.33,     
1218283,SIMVASTATIN 10MG TAB,$26.46,     
1218284,SIMVASTATIN 20MG TAB,$47.41,     
1218289,SOD ACET 40MEQ/20ML ,$74.97,     
1218293,SOD BICARB 4.2% 10ML,$51.82,Z7610
1218298,SOD CHLOR .9% 10ML  ,$48.51,     
1218299,SOD CHL .9% 3ML NEB ,$14.33,Z7610
1218305,SOD POLYSTY 15G/60ML,$81.59,     
1218309,SOTALOL 80MG TAB    ,$25.36,     
1218310,SPIRONOLACTON 25MGTB,$14.33,Z7610
1218311,SPIRONOLACTO 50MG TB,$14.33,Z7610
1218313,SUCRALFATE 1GM TAB  ,$14.33,Z7610
1218314,SUCRALFATE 1000MG/10,$31.97,Z7610
1218318,SULFACETA 10%OS 15ML,$51.82,Z7610
1218319,SULFA-TMP 800-160 TB,$14.33,Z7610
1218324,SUMATRIPTAN 50MG TAB,$244.76,     
1218330,CAPTOPRIL 50MG TAB  ,$14.33,     
1218334,METOCLOP 1MG/ML 10ML,$14.33,     
1218343,IPECAC 30ML         ,$46.31,     
1218386,ENALAPRIL 10MG TAB  ,$14.33,Z7610
1218387,OXCARBAZEPI 300MG TB,$26.46,     
1218388,TOPIRAMATE 100MG TAB,$59.54,     
1218390,MECLIZINE 25MG TAB  ,$14.33,Z7610
1218391,BENAZEPRIL 20MG TAB ,$14.33,     
1218393,OLANZAPINE 5MG TAB  ,$130.10,Z7610
1218394,OLMESARTAN 20MG TAB ,$28.67,     
1218398,LOSARTAN 25MG TAB   ,$20.95,     
1218403,IBUPROFEN 800MG TAB ,$14.33,Z7610
1218405,CHLORPROMAZIN 50MGTB,$14.33,Z7610
1218408,METHIMAZOLE 5MG TAB ,$14.33,     
1218416,BUEDSON .5MG/2ML INH,$94.82,Z7610
1218501,CARVEDILOL 12.5MG TB,$19.85,Z7610
1218507,PROMETHAZ 50MG SUPP ,$79.38,Z7610
1218526,TOLTERODINE 4MG SRCP,$54.02,     
1218551,ACARBOSE 50MG TAB   ,$14.33,     
1218553,METOPROLOL 100MG TAB,$14.33,     
1218611,FUROSEMID 8MG/ML 5ML,$14.33,     
1218617,WARFARIN 3MG TAB    ,$14.33,Z7610
1218628,OLOPATADINE.1%OS 5ML,$867.67,Z7610
1218636,AMLODIPINE 10MG TAB ,$23.15,Z7610
1218658,CLARITHRO 125/5 50ML,$211.68,Z7610
1218713,GLYBU/METFO 5/500 TB,$14.33,Z7610
1218723,METRONID.75%VGGL 70G,$54.02,Z7610
1218725,FLECAINIDE 50MG TAB ,$25.36,     
1218735,KETOCONAZ 2%CRM 30GM,$12.13,     
1218736,METRONIDAZO 500MG TB,$14.33,Z7610
1218752,NEO/BAC/POLY UD PKT ,$8.38,Z7610
1218756,NEO/BAC/POLY OO 3.5G,$66.15,Z7610
1218757,NEO/BAC/POLY/HC 3.5G,$207.27,     
1218768,MICONAZOLE 2% CR 30G,$27.56,     
1218769,LIDO 5% OINT 35.4GM ,$256.88,Z7610
1218770,REPAGLINIDE 0.5MG TB,$27.56,     
1218777,BUPROPION 100MG TAB ,$14.33,     
1218806,THEOPHYLL 100MG SRTB,$14.33,Z7610
1218816,LIDOCAINE-MPF1% 5ML ,$48.51,Z7610
1218817,LIDOCAINE 4% 5ML    ,$162.07,     
1218821,LIDOCAINE-MPF1% 2ML ,$74.97,Z7610
1218823,LIDO 4% TOP SOLN 50 ,$149.94,X7700
1218901,ACETIC AC 2%OTIC 15M,$45.20,     
1218905,POT PHOS MON 500MGTB,$14.33,     
1218923,ASPIRIN 600MG SUPP  ,$41.90,Z7610
1218930,IPRATROP .06%SP 15ML,$492.82,Z7610
1218933,THEOPHYLL 200MG SRTB,$14.33,Z7610
1218938,VERAPAMIL 40 MG TAB ,$14.33,     
1218954,PYRIDOXINE 100MG TAB,$74.97,     
1218956,THEOPHYLL 300MG SRTB,$14.33,Z7610
7211990,DEFEROXAMIN 500MGINJ,$126.79,J0895
7211991,METHYLPR ACE 40MGINJ,$175.30,J1030
7211995,PHENYTOIN NA 50MGINJ,$74.97,J1165
7211997,HYDROMORPH UP TO 4MG,$27.56,J1170
7212002,ERYTHROMYC 500MG INJ,$74.97,J1364
7212003,HALOPERIDOL 5MG INJ ,$158.76,J1630
7212006,HYDROCORTIS 100MGINJ,$74.97,J1720
7212013,FUROSEMIDE 20MG INJ ,$74.97,J1940
7212016,LORAZEPAM 2MG INJ   ,$277.83,J2060
7212022,PHENYLEPHRIN 1ML INJ,$74.97,J2370
7212026,PHENOBARB 120MG INJ ,$277.83,J2560
7212037,METHYLPRED 40MG INJ ,$125.69,J2920
7212042,TRIMETHOBEN 200MGINJ,$74.97,J3250
7212060,D5W/SOD CHL.9% 50ML ,$203.96,     
7212063,DEX 5%/WATER 250ML  ,$203.96,X7700
7212064,DEX 5%/WATER 100ML  ,$203.96,X7700
7212077,METHOTREXATE 2.5MGPO,$28.67,J8610
7212086,PROCHLORPERAZ 5MG PO,$14.33,Q0164
7212095,DOPAMIN HCL 40MG INJ,$6.12,J1265
7212104,THIAMINE 100MG INJ  ,$74.97,Z7610
7212105,TERBUTALINE 1MG INJ ,$476.28,J3105
7212109,AMPICILLIN 500MG INJ,$74.97,J0290
7212111,HYDRALAZINE 20MG INJ,$321.93,J0360
7212118,LIDOCAINE 10MG IV   ,$0.21,J2001
7212119,DIPHENHYDRAM 50MGINJ,$66.15,J1200
7212125,METHYLERGONV .2MGINJ,$111.35,J2210
7212126,METHYLPRED 125MG INJ,$74.97,J2930
7212127,OXYTOCIN UP TO 10UN ,$74.97,J2590
7212133,KETOROLAC 15MG INJ  ,$54.02,J1885
7212147,CEFOTAXIME NA 1GM   ,$227.12,X5856
7212151,ACETAZOLAMI 500MGINJ,$479.59,J1120
7212155,MEROPENEM 100MG INJ ,$289.96,J2185
7212157,PYRIDOXINE 100MG INJ,$121.28,J3415
7212190,PHENTOLAMINE 5MG INJ,$746.39,J2760
7212191,DIPHENHYDRAM 50MG PO,$14.33,Q0163
7212225,SINCALIDE INJ 5MCG  ,$218.30,J2805
7212241,BETAM ACE/SOD PHO3MG,$88.20,J0702
7212243,MORPHINE UP TO 10MG ,$277.83,J2270
7212244,PROMETHAZI UPTO 50MG,$48.51,J2550
7212247,AZITHROMYC 500MG IV ,$98.12,J0456
7212248,GENTAMICIN UPTO 80MG,$74.97,J1580
7212249,CHLORPROM UP TO 50MG,$74.97,J3230
7212279,SUMATRIPTAN 6MG INJ ,$19.85,J3030
7212307,HEPARIN NA 10U FLUSH,$9.60,J1642
7212332,PREDNISOLON 15MG/5ML,$17.64,Z7610
7212339,BUTORPHANOL 1MG INJ ,$39.69,J0595
7212343,LEVOFLOXAC 250MG INJ,$309.80,J3490
1218959,FISH OIL 1000MG CAP ,$14.33,     
1218963,BUMETANID 2.5MG/10ML,$74.97,     
1218988,NEO/POLY/HC SUSP 10 ,$327.44,     
1219025,CEPHALEXIN 250MG CAP,$14.33,Z7610
1219026,CEPHALEXIN 500MG CAP,$14.33,Z7610
1219032,GLIPIZIDE 10MG TAB  ,$14.33,     
1219034,ACYCLOVIR 400MG TAB ,$41.23,Z7610
1219038,ENALAPRIL 2.5MG TAB ,$14.33,     
1219043,ETHAMBUTOL 100MG TAB,$14.33,     
1219044,ETHAMBUTOL 400MG TAB,$16.54,     
1219057,METHOHEXITAL 500MG V,$715.52,     
1219082,SEVELAMER 400MG TAB ,$14.33,     
1219093,ZONISAMIDE 100MG CAP,$19.85,     
1219123,NEOMY/GRAM/POLY 10ML,$180.81,     
1219127,HYDROCORT 2.5%CR 30G,$192.94,Z7610
1219132,PERMETHRIN 5%CRM 60G,$202.86,Z7610
1219174,APAP 650MG/20.3ML   ,$14.33,Z7610
1219177,ARIPIPRAZOLE 10MG TB,$67.25,     
1219209,CHLORAL HYD 500/5 5M,$27.56,Z7610
1219224,CLINDAMYC 1%GEL 30GM,$265.70,Z7610
1219226,CLINDAMYCI 900MG/6ML,$245.86,S0077
1219238,CLOTRIM VAG 1%CRM45G,$62.84,Z7610
1219267,DILTIAZEM 50MG/10ML ,$14.33,     
1219284,ELECROLYTE CONC 20ML,$74.97,J3490
1219293,ERYTHROMYC 250MG TAB,$14.33,     
1219326,FLUOCINON.05%CRM 15G,$34.18,Z7610
1219328,FLUOCINON.05%OIN 15G,$171.99,Z7610
1219338,FLURBIPRO.03%OS 2.5M,$183.02,     
1219369,GUAIFEN 200MG/10ML  ,$14.33,Z7610
1219379,HOMATROP HBR5%OS 5ML,$535.82,Z7610
1219401,HYDROXYUREA 500MG CP,$14.33,     
1219416,LABETALOL 20MG/4ML  ,$74.97,Z7610
1219419,LEVOTHYROX 112MCG TB,$14.33,Z7610
1219423,LIDOCAIN 2%/EPI 20ML,$74.97,X6488
1219450,MENTH-METH SA CR120G,$8.38,     
1219454,METRONID 500MG/100ML,$555.66,Z7610
1219494,PHENOBARB 20MG/5 UD ,$14.33,Z7610
1219499,PHENOL/PHEN SOD 180M,$28.67,     
1219504,PHYSOSTIG 2MG/2M AMP,$59.54,     
1219520,POLY10K-TRIM.1%OS10M,$134.51,Z7610
1219551,ROCURONIUM 100MG/10M,$684.65,Z7610
1219561,SILV SULF 1%CRM 25GM,$34.18,Z7610
1219569,SOD PHOS 15MM/5ML VI,$74.97,Z7610
1219578,SULFA-TMP 30ML INJ  ,$415.64,J3490
1219591,TETRACAINE.5%OS 2ML ,$87.10,Z7610
1219611,TRIAMCINOL.1%LOT 60M,$294.37,     
1219630,NIFEDIPINE CC 60MG  ,$22.05,     
1219637,SOD BIC 8.4% 50ML VL,$74.97,     
1219647,DM-GUAIF 20-200/10ML,$14.33,Z7610
1219651,BUPIVACAIN .75% 10ML,$74.97,X5790
1219664,TRIAMT/HCTZ 37.5 CAP,$14.33,Z7610
1219666,SALINE.65%NAS SP 45M,$23.15,     
1219691,DILTIAZE 120MG SR CP,$14.33,     
1219721,GENTAMYC 0.3%OS 5ML ,$11.03,Z7610
1219734,CALC ACET/AL SULF PK,$14.33,Z7610
1219747,DAPSONE 100MG TAB   ,$14.33,Z7610
1219800,NYS100K-TRI.1OIN 15G,$28.67,Z7610
1219809,PETROLATUM GEL 5GM  ,$8.38,Z7610
1219820,PRAMIPEXOLE .25MG TB,$40.79,     
1219867,MAG HYD400MG/5ML 30M,$14.33,Z7610
1219884,BENZO/MENTH 6-10 LOZ,$14.33,     
1219895,CLOT1/BETA.05%CR 15G,$199.55,Z7610
1219898,DILTIAZEM 25MG/5ML V,$74.97,Z7610
1219900,TRIAMCINOLN.1%CR80GM,$97.02,Z7610
1219903,HYDROCORT 0.5%CR 30G,$22.05,     
1219909,ESTROGN VAG CR 42.5G,"$1,015.40",     
1219916,OXYMETAZLN HCL.05%15,$34.18,     
1219918,PHENYTOIN 100MG/4ML ,$19.85,     
1219951,TRIAMCIN.025%CR 15GM,$30.87,Z7610
1219952,TRIAMCIN.025%OIN 80G,$78.28,Z7610
1219953,TRIAMCINOLN.1%CR15GM,$38.59,Z7610
1219960,NITROGLYCRN 2%OINTPK,$8.38,Z7610
1219974,CYCLOPENTO 2%OS 2ML ,$166.48,Z7610
1219978,PREP-H OINTMNT 30GM ,$8.38,     
1221000,D5LR UP TO 1000ML   ,$203.96,J7121
1221001,D5NS+KCL 20MEQ 1000M,$555.66,X7700
1221003,D5W/KCL 20MEQ 1000ML,$203.96,     
1221004,D10W 1000ML         ,$203.96,     
1221005,D10W 250ML          ,$203.96,     
1221007,D5W/0.45%NACL 500ML ,$251.37,Z7610
1221008,D5.45NS/KCL20 1000ML,$555.66,X7700
1221009,D5.45NS/KCL40 1000ML,$555.66,X7700
1221011,D5-0.2% NACL 1000ML ,$81.59,X7700
1221028,STERILE WATER 1000ML,$203.96,     
1221044,SOD CHLOR .45%1000ML,$203.96,     
1221046,SOD CHLOR .45% 500ML,$203.96,     
1221058,PROCALAME 3% 1000ML ,$555.66,Z7610
1221063,D545NS C KCL 30MEQ  ,$555.66,X7700
1221065,MANNITOL 20% 500ML  ,$555.66,Z7610
1221068,D5W-NACL .33% 1000ML,$203.96,X7700
1221081,D5LR/KCL 20MEQ/1000 ,$555.66,     
1221085,SOD CHLOR .9% 100ML ,$203.96,X7700
1221086,NS W/ KCL 20MEQ/1000,$555.66,X7700
1221088,KCL 20MEQ/.45%NS1000,$555.66,Z7610
1221095,D5W-NACL .33% 500ML ,$203.96,     
1221104,SOD CHLOR 3% 500ML  ,$555.66,X7700
1221109,D5W/0.45%NACL 1000ML,$203.96,Z7610
1221140,D10W 500ML          ,$203.96,Z7610
1221149,SOD CHLOR .9% 50ML  ,$203.96,X7700
1221181,FAT EMULSION 20% 250,$475.18,X7700
1221198,AA 4.25%/D10W 1000ML,$555.66,X7700
7210004,PANGESTYME CN-10 CAP,$14.33,     
7210024,ALBUTEROL 0.083% NEB,$11.03,Z7610
7210030,STERILE WATER 10ML  ,$31.97,X7700
7210031,AMIODARONE 200MG TAB,$14.33,Z7610
7210035,NA PHOSPHAT LAX 45ML,$36.38,Z7610
7210042,LEVOBUNOL .25%OS 5ML,$167.58,Z7610
7210049,CALAMINE LOTN 120ML ,$8.38,     
7210054,TROPICACYL.5%OS 15ML,$152.15,Z7610
7210100,LIP PETROLAT OIN 10G,$17.64,     
7210116,TIOTROP 18MCG INH CP,$154.35,     
7210158,LIDOCAIN 1%/EPI 10ML,$74.97,Z7610
7210160,LIDOCAINE 2% INJ 5ML,$74.97,     
7210161,ALBUTEROL 90MCG 8.5G,$44.10,Z7610
7210175,FLUTICASO 44MCG 10.6,$162.07,     
7210176,FLUTICASO 220MCG 12G,$308.70,     
7210179,SOD BICARB 650MG TAB,$14.33,Z7610
7210184,CARBA PERO6.5%OTIC15,$41.90,Z7610
7210211,CIPR.3-DEXAM.1% 7.5M,$392.49,     
7210241,FENOFIBRAT 145MG TAB,$54.02,Z7610
7210264,DULOXETINE 30MG CAP ,$54.02,Z7610
7210285,PROME6.25-PHEN5MG/5M,$14.33,Z7610
7210292,FENOFIBRATE 48MG TAB,$17.64,Z7610
1217056,BETAXOLOL .25%OS 10M,$800.42,     
1217057,BETHANECHOL 25MG TAB,$20.95,     
1217059,BISACODYL 5MG DR TAB,$14.33,Z7610
1217060,BISACODYL 10MG SUPP ,$41.90,Z7610
1217071,BUMETANIDE 1MG/4ML  ,$74.97,     
1217077,BUPIVAC-MPF .5% 10ML,$74.97,X5794
1217080,BUPI-MPF.25%/EPI 10M,$47.41,Z7610
1217081,BUPIV.5%/EPI PF 10ML,$108.05,Z7610
1217084,BUPIVAC .25% MPF 10M,$24.26,Z7610
1217087,BUPROPION 75MG TAB  ,$14.33,     
1217088,BUSPIRONE 5MG TAB   ,$14.33,     
1217095,CALCITRIOL .25MCG CP,$14.33,     
1217096,CALCIUM ACE 667MG CP,$14.33,Z7610
1217097,CALC CARB 600MG TAB ,$12.85,     
1217100,TAMSULOSIN 0.4MG CAP,$40.79,Z7610
1217103,TEMAZEPAM 15MG CAP  ,$27.56,Z7610
1217105,TERAZOSIN 1MG CAP   ,$14.33,     
1217108,TERBUTALINE 2.5MG TB,$14.33,     
1217113,BENZ14-BUT2-TET2 60G,$427.77,     
1217115,THEOPHYLL 100MG SRCP,$14.33,Z7610
1217120,THIAMINE 100MG TAB  ,$14.33,     
1217128,THROMBIN 20MU       ,"$6,558.77",     
1217129,THYROID 60MG TAB    ,$14.33,Z7610
1217134,TIMOLOL .25% OS 5ML ,$50.72,     
1217138,TOBR.3-DEX.1%OS2.5ML,$564.48,     
1217141,TOPIRAMATE 25MG TAB ,$20.95,     
1217142,TORSEMIDE 20MG TAB  ,$14.33,     
1217143,TRAMADOL 50MG TAB   ,$14.33,Z7610
1217147,TRAZODONE 50MG TAB  ,$14.33,     
1217150,TRIAMCINOL.5%OIN 15G,$69.46,     
1217157,TRIAMT/HCTZ 75-50MGT,$14.33,Z7610
1217169,URSODIOL 300MG CAP  ,$23.15,     
1217176,VALSARTAN 80MG TAB  ,$31.97,Z7610
1217179,VASOPRESSIN 20U/ML  ,$116.87,X6760
1217181,VENLAFAXI 37.5MG TAB,$19.85,Z7610
1217185,VENLAFAXI 37.5M SRCP,$47.41,     
1217189,VERAPAMIL 240MG CRTB,$14.33,     
1217192,FLUOXETINE 10MG CAP ,$25.36,     
1217193,VERAPAMIL 180MG CRTB,$14.33,Z7610
1217197,WARFARIN 10MG TAB   ,$19.85,     
1217198,WARFARIN 1MG TAB    ,$14.33,     
1217199,WARFARIN 2.5MG TAB  ,$14.33,     
1217200,WARFARIN 5MG TAB    ,$14.33,     
1217201,WARFARIN 7.5MG TAB  ,$19.85,     
1217203,ZAFIRLUKAST 20MG TAB,$19.30,     
1217205,ZIDOVUDINE 100MG CAP,$28.67,     
1217207,ZINC OX 20% OINT 30G,$17.64,     
1217208,ZINC SULF 220MG CAP ,$14.33,Z7610
1217212,ZOLPIDEM 5MG TAB    ,$46.31,Z7610
1217213,FUROSEMIDE 20MG TAB ,$14.33,     
1217214,FUROSEMIDE 40MG TAB ,$14.33,Z7610
1217215,GABAPENTIN 300MG CAP,$14.33,Z7610
1217216,GABAPENTIN 100MG CAP,$14.33,Z7610
1217223,GEMFIBROZIL 600MG TB,$14.33,     
1217224,GENTAMCYI.3%OIN 3.5G,$117.97,Z7610
1217227,GENTAMIC.1% OIN 15GM,$34.18,Z7610
1217229,GLIMEPIRIDE 2MG TAB ,$14.33,     
1217230,GLIPIZIDE 5MG SR TAB,$14.33,     
1217232,GLIPIZIDE 5MG TAB   ,$14.33,     
1217233,GLYBURIDE 5MG TAB   ,$14.33,     
1217234,GLYBURIDE 2.5MG TAB ,$14.33,Z7610
1217242,GUAIF-COD 100-10/5ML,$27.56,Z7610
1217245,HALOPERIDOL 1MG TAB ,$14.33,     
1217246,HALOPERIDOL 5MG TAB ,$14.33,Z7610
1217254,HETASTARCH 6% 500ML ,$555.66,Z7610
1217260,CALCIUM CL 10% 10ML ,$74.97,Z7610
1217261,FLUOXETINE 20MG CAP ,$26.46,Z7610
7210296,BACTERI H2O-BENZ 30M,$13.37,Z7610
7210297,PHENYTOI EX 100MG CP,$14.33,Z7610
7210351,ROSUVASTATIN 10MG TB,$51.82,Z7610
7210387,FINASTERIDE 5MG TAB ,$31.97,     
7210432,TRACE 4 MINERALS 50M,$74.97,     
7210441,PENICILL VK 500MG TB,$14.33,Z7610
7210462,NYS100K-TRI.1CRM 30G,$224.91,Z7610
7210474,SOD CHLOR 23.4%100ML,$74.97,     
7210482,PENICIL VK 250MG TAB,$48.51,Z7610
7210488,METOPROLOL 25MG SRTB,$14.33,Z7610
7210502,LEVETIRACET 500MG TB,$14.33,Z7610
7210518,WARFARIN 4MG TAB    ,$14.33,     
7210541,FLUTICAS 50MCG/A 16G,$27.56,     
7210549,STRONG IOD 5% 500ML ,$251.37,     
7210551,FLUORESC NA.6MG STRP,$8.38,     
7210576,MEMANTINE 10MG TAB  ,$37.49,     
7210587,METOPROLO 100MG SRTB,$19.85,Z7610
7210594,CYANIDE ANTIDOTE KIT,"$5,864.20",Z7610
7210602,MULTIVITAMIN TAB    ,$14.33,Z7610
7210637,LANOLIN OINT 7GM    ,$8.38,Z7610
7210684,AMOX600/CLAV42.9 75M,$35.87,Z7610
7210788,CLIND 12MG/ML D5W 50,$145.53,Z7610
7210790,RANOLAZI 500MG SR TB,$41.90,     
7210874,VALPROATE 500MG/5ML ,$74.97,Z7610
7210886,PEG-KCL-NACL/SUL/ACO,$69.46,     
7210979,DOCUS NA 10MG/ML 10M,$14.33,Z7610
7211106,TETRACYCLINE 250MG C,$14.33,Z7610
7211116,DORZOLAMID 2%OS 10ML,$518.18,Z7610
7211353,SOD CHLOR .9% 5ML   ,$48.51,     
7211391,TROPICAMID 1%OS 2ML ,$51.82,     
7211461,LEVOTHYROX 100MCG TB,$14.33,Z7610
7211473,SAL AC/UREA5-10% 15G,$34.18,     
7211478,CALC500-VITD200MG TB,$14.33,Z7610
7211486,OXYCOD5-APAP325MG TB,$15.44,Z7610
7211599,LIDOCAINE 2%VIS 15ML,$14.33,Z7610
7211601,MICONAZ VAG 200MGSUP,$99.23,Z7610
7211603,VERAPAMIL 5MG/2ML   ,$74.97,J3490
7211665,TROLAMINE 10%CR 35GM,$44.10,     
7211756,OXYCODONE 10MG SR TB,$33.08,Z7610
7211797,HEP B VAC ADULT IM  ,"$1,364.90",90746
7211805,PANTOPRAZOLE SOD VL ,$647.17,S0164
7211938,AMINOPHYLL 250MG INJ,$73.87,J0280
7211971,AMPICILLIN/SUB 1.5GM,$166.48,J0295
7211978,CALCIUM GLUC 10%10ML,$74.97,J0610
7211983,CEFTRIAXONE 250MGINJ,$49.61,J0696
7211986,CILAS NA IMIP 250MG ,$385.88,J0743
7211989,PROCHLORPE UPTO 10MG,$205.07,J0780
1217266,CAPTOPRIL 12.5MG TAB,$14.33,     
1217267,CAPTOPRIL 25MG TAB  ,$14.33,     
1217268,CARBACHOL .01% 1.5ML,$404.62,Z7610
1217270,CARBAMAZEPINE 200MGT,$14.33,     
1217275,CARBOPROST 250MCG/ML,"$1,328.51",Z7610
1217278,CARISOPRODOL 350MGTB,$14.33,Z7610
1217279,CARVEDILOL 6.25MG TB,$19.85,     
1217284,CEFACLOR 250MG CAP  ,$19.85,     
1217294,CEFUROXIME 250MG TAB,$43.00,     
1217295,CELECOXIB 100MG CAP ,$74.97,Z7610
1217304,CHLORDIAZEPOXIDE 25M,$14.33,     
1217306,CHLORDIAZEPOXIDE 5MG,$27.56,Z7610
1217311,CHLORPHENIRAMINE 4MG,$14.33,     
1217318,CILOSTAZOL 100MG TAB,$20.95,     
1217320,PENTOXIFYL 400MGCRTB,$14.33,Z7610
1217324,CIPROFLOXACI 500MGTB,$51.82,Z7610
1217325,CIPROFL.3%OPOIN 3.5G,"$1,094.78",     
1217328,CITALOPRAM 20MG TAB ,$23.15,Z7610
1217329,NA CIT500-CIT A334/5,$14.33,Z7610
1217331,CLARITHROMY 500MG TB,$48.51,Z7610
1217332,CLARITHROMYC 250MGTB,$48.51,     
1217335,CLINDAMYCIN 150MG CP,$14.33,Z7610
1217338,CLINDAMYCIN600MG/4ML,$183.02,Z7610
1217339,CLONAZEPAM 0.5MG TAB,$27.56,Z7610
1217341,CLONIDINE-TTS-2 .2MG,$72.10,     
1217343,CLONIDINE 0.1MG TAB ,$14.33,Z7610
1217344,CLONIDINE 0.2MG TAB ,$14.33,Z7610
1217346,CLOPIDOGREL 75MG TAB,$70.56,Z7610
1217349,CLOTRIMAZ 1%CRM 15GM,$36.38,Z7610
1217350,CLOTRIMAZOLE 10MG TR,$19.85,     
1217354,ACET/CODEI 300/30 TB,$48.51,Z7610
1217355,APAP300-CODEI60MG TB,$27.56,Z7610
1217361,PROMET6.25-COD10/5ML,$27.56,Z7610
1217362,COLCHICINE 0.6MG TAB,$14.33,Z7610
1217370,CYCLOBENZAPRINE 10MG,$14.33,Z7610
1217371,CYCLOPENTO 1%OS 2ML ,$74.97,Z7610
1217372,CYPROHEPTADINE 4MGTB,$14.33,     
1217379,DEMECLOCYC 300MG TAB,$236.71,Z7610
1217384,DESMOPRES.01% REF5ML,"$1,343.95",     
1217389,DIAZEPAM 2MG TAB    ,$27.56,Z7610
1217390,DIAZEPAM 5MG TAB    ,$27.56,Z7610
1217397,DICYCLOMINE 20MG TAB,$14.33,     
1217400,DIGOXIN 0.125MG TAB ,$14.33,     
1217401,DIGOXIN 0.25MG TAB  ,$14.33,     
