ITEM#,ITEM DESCRIPTION,PRICE
 7170289,PROGRAF TACROLIMUS,$214.00
 7170290,PROLACTIN,$67.25
 7170291,PSA DIAGNOSTIC TOTAL,$198.50
 7170292,PROTEIN C,$127.50
 7170293,PROTEIN ELECTROPHORESIS,$81.00
 7170294,PROTEIN S,$188.75
 7170295,PROTEIN TOTAL,$88.00
 7170296,PROTIME/INR,$140.75
 7170297,PROTOPORPHYRIN RBC QUAN,$77.75
 7170298,PTH LEVEL,$65.00
 7170299,QUANTITATIVE HCG,$172.00
 7170300,QUINIDINE LEVEL,$169.75
 7170301,RA QUANT,$65.00
 7170302,RBC ANTIGEN- EACH,$80.00
 7170303,BB RED BLOOD CELL,$542.00
 7170304,RENIN,$81.50
 7170305,RETIC CT FLOW CYTOMETRY,$43.00
 7170306,RETIC COUNT,$67.25
 7170307,RH IMMUNE GLOB INJECT,$356.82
 7170308,ROCKY MOUNTAIN SPOTTED FEVER IGG,$112.20
 7170309,ROCKY MOUNTAIN SPOTTED FEVER IGM,$112.20
 7170310,ROTAVIRUS ANTG,$69.00
 7170311,RPR,$50.75
 7170312,RUBELLA SCREEN,$54.00
 7170313,RYTHMOL PROPAFENONE,$112.25
 7170314,SALICYLATE LEVEL,$174.75
 7170315,ANTI-CCP IgG/IgA,$60.60
 7170316,SEDIMENTATION RATE,$82.75
 7170318,SEROTONIN 5 HIAA,$67.25
 7170319,SICKECELL SCREEN,$52.00
 7170320,SODIUM SERUM,$88.75
 7170321,SODIUM URINE,$56.75
 7170322,STONE ANALYSIS,$88.00
 7170323,STOOL FOR FAT QUANT,$101.50
 7170324,STREP A ANTIGEN,$50.00
 7170325,STREP B ANTIGEN,$44.00
 7170327,T3 TOTAL,$94.75
 7170328,T3 UPTAKE,$99.00
 7170329,T4 THYROXINE,$80.75
 7170330,TCELLS CD4/CD8CT,$200.43
 7170331,TESTOSTERONE FREE,$157.00
 7170332,TESTOSTERONE TOTAL,$100.00
 7170333,THEOPHYLLINE,$171.25
 7170334,VIT B1 THIAMINE,$105.00
 7170335,THY STIM IMMUNO,$150.00
 7170336,THYROGLOBULIN,$75.00
 7170337,THYROID PEROXIDASE ANTB GRP,$79.00
 7170338,FREE T4,$109.00
 7170339,TOBRAMYCIN LEVEL,$101.00
 7170340,TOPIRAMATE TOPAMAX,$157.75
 7170341,TOTAL COMPLEMENT CH50,$50.00
 7170342,TOTAL ESTROGENS,$116.00
 7170343,TOXOPLASMA ANTB IGG,$122.00
 7170344,TOXOPLASMA ANTB IGM,$122.00
 7170345,TRANSFERRIN,$79.20
 7170346,TRAZADONE DESERYL,$173.75
 7170347,TRIGLYCERIDES,$90.25
 7170348,TRILEPTAL OXCARBAZEPINE,$88.00
 7170349,TROPONIN I,$163.75
 7170351,TSH,$174.75
 7170356,URIC ACID BLOOD,$59.50
 7170357,URIC ACID QUANT URINE,$59.50
 7170358,URINALYSIS,$122.50
 7170360,URINALYSIS NO MICRO,$13.25
 7170361,URINE UREA NITROGEN,$51.50
 7170362,V M A,$68.75
 7170363,VALPROIC ACID,$121.00
 7170364,VANCOMYCIN,$122.50
 7170365,VARICELLA-ZOSTER,$76.50
 7170366,VENIPUNCTURE,$25.00
 7170367,CULTURE VIRAL,$106.50
 7170368,VITAMIN A TOTAL,$161.75
 7170369,VITAMIN B 12,$102.00
 7170370,VITAMIN E,$126.00
 7170373,WBC,$88.00
 7170374,WEST NILE VIRUS ANTB IGG,$85.00
 7170375,WEST NILE VIRUS ANTB IGM,$85.00
 7170377,ZINC LEVEL,$43.00
 7170378,17 HYDROXY CORTICOSTERIODS 17,$132.75
 7170379,BODY FLUID PROTEIN,$195.00
 7170380,VIT D 25 HYDROXY CALCIFEROL,$156.25
 7170381,5 NUCLEOTIDASE,$54.30
 7170382,BORDETELLA PERTUSSIS SMEAR,$69.00
 7170383,INFLUENZA A ANTIBODY GAM,$85.50
 7170384,INFLUENZA B ANTIBODY GAM,$85.50
 7170385,RUBELLA ANTIBODY IGG,$24.50
 7170386,RUBELLA ANTIBODY IGM,$24.50
 7170387,UDS5-INDUSTRIAL,$30.00
 7170389,HIV1 DNA BY PCR,$152.25
 7170390,KETONE SERUM QUAL,$166.50
 7170391,INFLUENZA A ANTIGEN,$56.00
 7170392,INFLUENZA B ANTIGEN,$56.00
 7170397,H PYLORI IGM,$42.00
 7170399,CA 27.29 IMMUNOASSAY TUMOR,$96.00
 7170400,FLECAINIDE,$81.00
 7170401,RSV ANTIGEN,$100.00
 7170402,PARANEOPLASTIC SYNDROME PANEL,$104.00
 7170403,INSULIN-LIKE GROWTH FACTOR,$102.50
 7170404,TRANSGLUTAMINASE TTC/EMA,$78.00
 7170405,PARANEOPLASTIC SYN EVAL,$78.00
 7170406,CELIAC DZ EVAL,$125.00
 7170407,PROSTATIC SPECIFIC ANTG SCREENING,$198.50
 7170408,H PYLORI BREATH TEST,$91.66
 7170410,CLO TEST,$66.30
 7170411,MYCOPHENOLIC ACID,$173.75
 7170500,CYTOLOGY,$88.00
 7170526,SUSCEPTIBILITY,$65.00
 7170584,FEBRILE ANTIBODIES PANEL,$200.00
 7170600,..DRUG SCREEN,$195.00
 7170601,ALCOHOL ETHANOL,$185.00
 7170634,GLIADIN IGA ANTIBODY,$45.90
 7170635,GLIADIN IGG ANTIBODY,$45.90
 7170690,SUSCEPTIBILITY-ANAEROBIC,$65.00
 7170795,ZONISAMIDE,$173.75
 7170900,HCV FIRBROSURE,$816.00
 7170901,VITAMIN B2,$107.20
 7170902,VITAMIN B3 NIACIN,$930.00
 7170903,VON WILLIBRAND PROFILE,"$1,067.00"
 7170904,FACTOR II ACTIVITY,$369.50
 7170905,FACTOR V ACTIVITY,$364.00
 7170906,FACTOR IX ACTIVITY,$376.00
 7170907,FACTOR X ACTIVITY,$393.20
 7170908,FACTOR VII ACTIVITY,$364.00
 7170909,HEPATITIS Be ANTIBODY,$48.00
 7170910,FACTOR XI,$393.21
 7170911,FACTOR XII,$393.21
 7170912,ZIKA VIRUS NAA COMPREHENSIVE,"$1,950.00"
 7171000,AMH FERTILITY PANEL,$235.62
 7171001,HEP C NUCLEIC,$325.02
 7171034,STOOL WBC,$43.50
 7171074,KEPPRA/LEVETIRACETAM,$112.00
 7171091,STOOL-REDUCING SUBSTANCES,$138.75
 7171093,SYNTHETIC CANNIBINOIDS,$401.64
 7171094,FECAL ELASTASE,$735.00
 7171120,PROTEIN URINE 24 HOUR,$30.00
 7171133,DRUG SCREEN,$195.00
 7171147,SUSCEPTIBILITY-AEROBIC,$65.00
 7171191,5-HIAA URINE,$52.08
 7171194,CYCLOSPORA SMEAR STOOL,$52.32
 7171195,HCV GENOTYPE REFLEX,"$1,635.57"
 7171250,RENAL FUNCTION PANEL,$195.00
 7171315,PH URINE,$30.00
 7171366,COLLECTION FEE-UDS,$25.00
 7171378,PROTEIN URINE RANDOM,$30.00
 7171380,PROTEIN ELEC-URINE,$81.00
 7171540,AMPLIFY-GC/CHLAMYDIA,$94.50
 7171549,GC/CHLAMYDIA DNA PROBE,$30.68
 7171624,NMR LIPOPROFILE,$100.00
 7171634,GLYCOMARK,$51.35
 7171640,ANTI-XA,$24.38
 7171642,IODINE URINE,$195.00
 7171643,FECAL LACTOFERRIN,$78.00
 7171644,VIMPAT,$252.75
 7171645,OXALATE 24-HOUR URINE,$134.55
 7171646,MAGNESIUM URINE,$39.48
 7171647,ANDROSTENEDIONE,$114.75
 7171648,DEHYDROEPAINDROSTERONE DHEA,$545.25
 7171649,PREGNENOLONE,$208.08
 7171650,DIHYDROTESTERONE DHT,$232.56
 7171651,SEX HORMONE-BINDING GLOBULIN,$60.12
 7171652,CMV BY PCR,$683.16
 7171653,TRICH VAGINALIS,$137.70
 7171654,GALECTIN-3,$450.00
 7171655,FISH ANALYSIS 100-300 CELLS,$864.00
 7171656,FISH DNA PROBE X6,"$1,620.00"
 7171657,QUANTIFERON TB GOLD,$168.30
 7171659,HEPATITIS PROFILE,$246.36
 7171660,IBD EXPANDED PANEL,$243.00
 7171661,RAST TEST ALLERGEN PROFILE,$359.55
 7171662,THIOPURINE METHYLTRANSFERASE,"$1,200.00"
 7171663,ADALIMUMAB (HUMIRA),"$1,692.00"
 7171664,LIVER-KIDNEY MICROSOMAL AB,$59.67
 7171665,RAST FOOD ALLERGEN PROFILE,$359.55
 7171666,CERULOPLASMIN,$62.55
 7176401,CLOZAPINE,$97.50
 7177132,.DRUG CONFIRMATION PANEL,"$2,800.00"
 7177133,DRUG SCREEN LAB,$750.00
 7177134,.DRUG CONFIRMATION 1-7 DRUG CLASSES,"$2,200.00"
 7177135,.DRUG CONFIRMATION 8-14 DRUG CLASSES,"$2,400.00"
 7177136,.DRUG CONFIRMATION 15-21 DRUG CLASSES,"$2,600.00"
 7177137,NICOTINE- BLOOD,$240.00
 7177160,VANCOMYCIN PEAK,$122.50
 7177161,VANCOMYCIN TROUGH,$122.50
 7177162,HCG QUAL URINE,$90.75
 7177163,HCG QUAL SERUM,$90.75
 7180000,ALLERGENS WEED-FALL,$945.75
 7180001,DRUG TEST GHOST,$195.00
 7180002,ALLERGENS PERENNIAL,$647.19
 7318992,DONNATAL LIQUID,$82.83
 7400010,ABILIFY TAB 10MG,$128.95
 7400040,ABILIFY TAB 5MG,$128.95
 7400060,ACCUPRIL TAB 10MG,$7.50
 7400090,TYLENOL SUPP 120MG,$7.50
 7400130,TYLENOL TAB 325MG,$7.50
 7400150,TYLENOL SUPP 650MG,$7.50
 7400180,TYLENOL #3 TAB 300-30MG,$7.50
 7400190,TYLENOL W/ CODEINE ELIXIR,$7.50
 7400280,MUCOMYST INHAL 20% VIAL 200MG/1ML,$7.50
 7400320,ACTOS TAB 15MG,$7.50
 7400330,ACTOS TAB 30MG,$7.50
 7400380,ZOVIRAX TAB 400MG,$7.50
 7400381,ZOVIRAX CREAM,$524.75
 7400382,ABREVA,$94.25
 7400730,FOSAMAX TAB 70 MG,$18.70
 7400750,ALLEGRA-D TAB 60-120 MG,$7.50
 7400770,ZYLOPRIM TAB 100MG,$7.50
 7400790,ZYLOPRIM TAB 300 MG,$7.50
 7400820,XANAX TAB 0.25MG,$7.50
 7400830,XANAX TAB 0.50MG,$7.50
 7400840,XANAX TAB 1MG,$7.50
 7400850,ALTACE CAP 2.5 MG,$7.50
 7400920,SYMETREL TAB 100MG,$8.00
 7401070,CORDARONE TAB 200MG,$7.50
 7401100,ELAVIL TAB 10MG,$7.50
 7401110,ELAVIL TAB 25MG,$7.50
 7401120,ELAVIL TAB 50MG,$7.50
 7401130,NORVASC TAB 10MG,$7.50
 7401150,NORVASC TAB 5MG,$7.50
 7401270,AMOXICILLIN CAP 250MG,$7.50
 7401290,AMOXICILLIN CAP 500MG,$7.50
 7401310,AUGMENTIN TAB 250-125MG,$7.50
 7401330,AUGMENTIN SUSP 600-42.9MG/5ML 75ML,$40.70
 7401340,AUGMENTIN TAB 875-125MG,$7.50
 7401401,AFLURIA VACCINE 0.5ML,$53.75
 7401410,AMPICILLIN CAP 250MG,$7.50
 7401540,ANUSOL HC SUPP 25MG,$27.50
 7401700,VITAMIN C TAB 500MG,$7.50
 7401750,ASPIRIN TAB 325MG,$7.50
 7401760,ASPIRIN TAB 325MG / 1 EA,$7.50
 7401780,ASPIRIN CHEW TAB 81MG,$7.50
 7401790,ASPIRIN TAB 81MG / 1EA,$7.50
 7401830,TENORMIN TAB 25MG,$7.50
 7401840,TENORMIN TAB 50MG,$7.50
 7401980,AVODART CAP 0.50MG,$27.65
 7402120,VITAMIN B COMPLEX TAB,$7.50
 7402180,LIORESAL TAB 10 MG,$7.50
 7402190,LIORESAL TAB 20 MG,$7.50
 7402360,LOTENSIN TAB 20MG,$7.50
 7402440,TESSALON PEARLS 100MG,$7.50
 7402460,COGENTIN TAB 1MG,$7.50
 7402560,BETHANECOL TAB 10MG,$7.50
 7402670,DULCOLAX SUPP 10MG,$7.50
 7402680,DULCOLAX TAB 5MG,$7.50
 7402740,ZIAC TAB 5-6.25MG,$7.50
 7402960,BUMEX TAB 1MG,$7.50
 7402970,BUMEX TAB 2MG,$7.50
 7402980,BUMEX VIAL 1MG / ML,$35.00
 7403190,WELLBUTRIN TAB 75MG,$7.50
 7403210,BUSPAR TAB 5 MG,$7.50
 7403390,CALTRATE TAB 600-400,$7.50
 7403520,CAPOTEN TAB 12.50MG,$7.50
 7403530,CAPOTEN TAB 25MG,$7.50
 7403590,TEGRETOL TAB 200MG,$7.50
 7403610,SINEMET TAB 10-100MG,$7.50
 7403620,SINEMENT TAB 25-100MG,$7.50
 7403740,SOMA TAB 350MG,$7.50
 7403770,COREG TAB 12.5MG,$7.50
 7403780,COREG TAB 25MG,$7.50
 7403790,COREG TAB 3.125MG,$7.50
 7403810,CASODEX TAB 50MG,$7.50
 7403860,ANCEF ADVANTAGE VIAL 1GM,$56.80
 7404080,ROCEPHIN VIAL 1GM,$95.00
 7404140,CEFTIN TAB 500MG,$13.14
 7404170,CELEBREX CAP 200MG,$7.50
 7404240,KEFLEX CAP 250MG,$7.50
 7404440,LIBRIUM CAP 25MG,$7.50
 7404490,CHLOR-TRIMETON TAB 4MG,$7.50
 7404510,THORAZINE TAB 100 MG,$37.50
 7404520,THORAZINE TAB 25 MG,$17.35
 7404560,PARAFON FORTE TAB 500MG,$7.50
 7404640,PLETAL TAB 50MG,$7.50
 7404700,CIPRO TAB 500MG,$7.50
 7404760,CELEXA TAB 20MG,$7.50
 7404890,CLEOCIN CAP 150MG,$7.50
 7405020,KLONOPIN TAB 0.5MG,$7.50
 7405030,KLONOPIN TAB 1MG,$7.50
 7405060,CATAPRES TAB 0.10MG / 1EA,$7.50
 7405290,COLCRYS TAB 0.6MG,$29.85
 7405370,COUMADIN TAB 2MG,$7.50
 7405380,COUMADIN TAB 5MG,$7.50
 7405410,CRESTOR TAB 10 MG,$35.88
 7405490,VITAMIN B12 TAB 1000MCG,$7.50
 7405570,CYMBALTA CAP 30MG,$7.50
 7405590,PERIACTIN TAB 4MG,$7.50
 7405970,DETROL LA CAP 2MG,$22.43
 7406010,DECADRON TAB 0.75MG,$7.50
 7406060,DECADRON TAB 4MG,$7.50
 7406450,VOLTAREN EC TAB 75MG,$17.90
 7406470,BENTYL CAP 10MG,$7.50
 7406490,DIFLUCAN TAB 100MG,$7.50
 7406590,DILANTIN ER CAP 100MG,$7.50
 7406610,CARDIZEM TAB 30MG,$7.50
 7406660,CARDIZEM ER TAB 300MG,$7.50
 7406680,CARDIZEM ER TAB 120MG,$7.50
 7406690,CARDIZEM ER TAB 180MG,$7.50
 7406790,DIOVAN TAB 80MG,$7.50
 7406810,BENADRYL CAP 50MG,$7.50
 7406890,PERSANTIN TAB 25MG,$7.50
 7406940,DEPAKOTE DR TAB 250MG,$12.50
 7406970,DEPAKOTE DR TAB 500MG,$7.50
 7407030,COLACE CAP 100MG,$7.50
 7407180,CARDURA TAB 2MG,$7.50
 7407190,CARDURA TAB 4MG,$7.50
 7407230,SINEQUAN CAP 25MG,$23.40
 7407260,VIBRAMYCIN CAP 100MG,$48.10
 7407330,DUODERM CGF 4X4 DRESSING,$7.50
 7407380,EFFEXOR XR CAP 37.5MG,$7.50
 7407450,VASOTEC TAB 2.5MG,$7.50
 7407460,VASOTEC TAB 10MG,$7.50
 7407710,ISOVUE-300 100ML,$105.70
 7407720,ISOVUE-300 50ML,$33.50
 7407730,OMNIPAQUE-300 100ML,$453.95
 7407980,ESTRACE TAB 1MG,$7.50
 7408050,PREMARIN TAB 0.9MG,$16.50
 7408320,PEPCID TAB 20MG,$7.50
 7408370,PLENDIL SR TAB 5MG,$7.50
 7408430,DURAGESIC PATCH 12MG,$124.30
 7408550,ALLEGRA TAB 60MG,$7.50
 7408560,ALLEGRA TAB 180MG,$7.50
 7408760,FLORINEF TAB 0.1MG,$7.50
 7408770,ROMAZICON VIAL 0.5MG/5ML,$35.00
 7408860,PROZAC TAB 10MG,$7.50
 7408870,PROZAC CAP 20MG,$7.50
 7408900,PROLIXIN TAB 1MG,$7.50
 7408901,PROLIXIN TAB 2.5MG,$7.50
 7409050,MONOPRIL TAB 10MG,$7.50
 7409120,LASIX TAB 20MG,$7.50
 7409140,LASIX TAB 40MG,$7.50
 7409160,LASIX TAB 80MG,$7.50
 7409340,GENTAK OPTH DROPS 15ML,$99.85
 7409350,GENGRAF VIAL 80MG,$70.00
 7409420,GLUCOTROL TAB 10MG,$7.50
 7409440,GLUCOTROL TAB 5MG,$7.50
 7409460,GLUCOTROL XL TAB 5MG,$7.50
 7409520,DIABETA TAB 5MG,$7.50
 7409530,GLYCERIN SUPPOSITORY ADULT,$7.50
 7409540,GLYCERIN SUPPOSITORY PEDIATRIC,$7.50
 7409710,HALDOL TAB 1MG,$7.50
 7409720,HALDOL TAB 2MG,$7.50
 7409740,HALDOL TAB 5MG,$7.50
 7410008,TYLENOL SUPP 325MG,$7.50
 7410015,BUPAP TAB 50/325MG,$28.50
 7410024,ADENOSINE VIAL 6MG/3ML,$297.50
 7410026,ADVAIR INHALER 500/50MCG,$720.44
 7410032,AFRIN NASAL SPRAY 0.05% 15ML,$23.90
 7410037,VENTOLIN INHALER 90MCG 17GM,$224.50
 7410051,AMINOPHYLLINE VIAL 250 MG,$121.90
 7410053,AMIODARONE AMP 150MG/3ML,$39.60
 7410057,AUGMENTIN TAB 500-250MG,$7.50
 7410060,HUMULIN R VIAL 3ML,$7.50
 7410064,AMPICILLIN VIAL 250MG,$77.55
 7410065,AMPICILLIN VIAL 500MG,$77.25
 7410072,TUBERSOL,$35.00
 7410079,ASPIRIN EC TAB 325MG,$7.50
 7410080,ASPIRIN EC TAB 81MG,$7.50
 7410086,ATROPINE PF SYR 1 MG/ 10 ML,$38.38
 7410087,ATROPINE SULF 0.4mg/ml 20ml vial,$79.69
 7410092,AUGMENTIN SUSP 125MG/5ML 75ML,$120.65
 7410093,AUGMENTIN SUSP 200MG/28.5MG /5ML 50ML,$20.85
 7410096,SALINE NASAL SPRAY 0.65%,$11.70
 7410099,BALMEX BABY OINT 2OZ,$13.75
 7410102,COGENTIN TAB 1MG,$7.50
 7410110,APRESOLINE TAB 10MG,$7.50
 7410116,CALCIUM CHLORIDE PF SYR 1MG/10ML,$37.88
 7410119,CARAFATE LIQ 1GM/10ML,$207.00
 7410124,CATAPRES TTS PATCH 0.1MG,$74.01
 7410125,DURICEF CAP 500MG,$18.61
 7410126,OMNICEF CAP 300MG,$18.61
 7410127,ANCEF VIAL 1GM,$98.97
 7410128,OMNICEF SUSP 250MG/5ML,$10.60
 7410130,APRESOLINE TAB 25MG,$7.50
 7410138,KEFLEX SUSP 125MG/5ML 100ML,$44.65
 7410140,HCTZ CAP 12.50 MG,$7.50
 7410142,ROBITUSSIN AC LIQ,$7.50
 7410147,THORAZINE AMP 25MG/ML,$110.75
 7410150,HCTZ TAB 25MG,$7.50
 7410154,MAGNESIUM CITRATE SOLN 296ML,$16.25
 7410158,CLEOCIN VIAL 300MG/2ML,$95.00
 7410159,CLEOCIN PED SOLN 75MG/5ML,$144.55
 7410166,CATAPRES TAB 0.1MG,$7.50
 7410167,CATAPRES TAB 0.2MG,$12.00
 7410168,CATAPRES TAB 0.3MG,$7.50
 7410173,LOTRISONE CREAM 1/.05% 15GM,$114.35
 7410176,CLOZARIL TAB 25MG,$7.50
 7410177,COGENTIN AMP 1MG/ML,$200.57
 7410187,VITAMIN B12 VIAL 1000MCG,$54.75
 7410189,FLEXERIL TAB 10MG,$7.50
 7410202,DEPO MEDROL VIAL 40 MG,$45.00
 7410212,VALIUM PF SYRINGE 10MG/2ML,$74.76
 7410215,DIFLUCAN SUSP 10MG/ML 35ML,$53.40
 7410219,CARDIZEM VIAL 5MG/ML 10ML,$116.50
 7410225,BENADRYL CAP 25MG,$7.50
 7410227,BENADRYL VIAL 50MG/1ML,$35.00
 7410231,DOBUTAMINE VIAL 250MG,$49.45
 7410234,DOMEBORO PACKET,$7.50
 7410235,DOPAMINE VIAL 400MG/10ML,$35.00
 7410241,DUONEB NEB SOLN 0.5MG/2.5 MG,$7.50
 7410243,DURAGESIC PATCH 50MG,$146.58
 7410253,EPINEPHRINE AMP 1MG/ML,$74.56
 7410257,ERYTHROMYCIN OPTH OINT 3.5GM,$28.10
 7410259,EUCERIN ORIG CREAM 4OZ,$41.95
 7410274,FLONASE NASAL SPY 0.5% 16GM,$79.89
 7410280,PROLIXIN HCL VIAL 2.5MG/ML 10ML,$54.28
 7410281,PROLIXIN TAB 5MG,$7.50
 7410282,PROLIXIN DECONATE VIAL 25MG/ML 5ML,$154.46
 7410286,FOLIC ACID TAB 1MG,$7.50
 7410289,MONOPRIL TAB 20MG,$7.50
 7410312,INSTA-GLUCOSE GEL 15GM,$15.45
 7410316,HALDOL LACTATE VIAL 5MG/ML,$35.00
 7410317,HALDOL DECANOATE AMP 100MG/ML,$207.85
 7410324,HEMOCYTE PLUS TAB,$7.50
 7410326,"HEPARIN PREMIX BAG 25,000UN/500ML 1/2NS",$125.00
 7410339,APRESOLINE VIAL 20MG/ML,$75.00
 7410365,MOTRIN SUSP 100MG/5ML 120ML,$7.50
 7410369,TOFRANIL TAB 25MG,$7.50
 7410370,INDERAL VIAL 1MG/ML 10ML,$92.80
 7410376,ISORDIL TAB 40MG,$7.50
 7410384,NIZORAL CREAM  2% 15GM,$89.30
 7410387,KLOR-CON 10MEQ TAB/ 1 EA**,$7.50
 7410390,ATARAX TAB 25MG,$7.50
 7410395,LANTUS INSULIN VIAL 100U/ML 10ML,$7.50
 7410397,LEVAQUIN PREMIX 500MG BAG,$175.00
 7410408,XYLOCAINE PREMIX IV 2GM/500ML D5W,$54.80
 7410420,LITHIUM CAP 300MG,$9.25
 7410428,ATIVAN VIAL 2MG/ML,$45.00
 7410432,LOVENOX PF SYRINGE 100MG,$302.70
 7410433,LOVENOX PF SYRINGE 60MG,$202.50
 7410440,LEVSIN SL TAB 0.125MG,$7.50
 7410441,MANNITOL 25% VIAL 12.5GM/50ML,$54.75
 7410445,METAMUCIL ORG PWD 10OZ,$40.85
 7410448,METHERGINE AMP 0.2MG/ML,$83.50
 7410452,REGLAN VIAL 5MG/5ML,$35.00
 7410454,LOPRESSOR VIAL 5MG/5ML,$54.75
 7410456,FLAGYL IVPB PREMIX SOLN 500MG,$138.75
 7410463,MIRALAX POWDER 255GM,$10.56
 7410470,MORPHINE PF SYRINGE  2MG/ML,$54.00
 7410477,MYLICON 20MG/0.3ML INFANT DROPS,$7.50
 7410482,NAPROXEN TAB 500MG,$7.50
 7410490,MOTRIN TAB 200MG,$7.50
 7410497,NIACIN CAP 500MG,$7.50
 7410501,NITROGLYCERIN 2% ONT 60GM,$26.90
 7410502,NITROGLYCERIN PATCH 0.4MG/HR,$9.23
 7410503,NITROGLYCERIN PATCH 0.2MG/HR,$8.10
 7410507,NIZORAL SHAMPOO 2% 120ML,$154.40
 7410510,MOTRIN TAB 400MG,$7.50
 7410519,NYSTATIN CREAM 15GM,$13.75
 7410520,MOTRIN TAB 600MG,$7.50
 7410538,PENICILLIN SUSP 125MG/5ML 100ML,$22.10
 7410539,PENICILLIN TAB 250MG,$7.50
 7410541,PEPTO BISMOL LIQ,$7.50
 7410550,PILOCARPINE 1% OPTH DROP 15ML,$32.91
 7410566,POTASSIUM CHLORIDE VIAL 40MEQ/20ML,$35.00
 7410569,PRED FORTE 1% OPTH SUSP 5ML,$10.87
 7410581,COMPAZINE VIAL 5MG/ML,$59.81
 7410586,TAMBOCOR TAB 50MG,$7.50
 7410588,PHENERGAN LIQ 6.25MG/5ML,$9.10
 7410593,PROTAMINE SULFATE VIAL 250MG/25ML,$99.94
 7410599,ANECTINE VIAL 200MG/10ML,$90.80
 7410614,ROCEPHIN ADV VIAL 1GM,$167.50
 7410618,ROCEPHIN VIAL 500MG,$75.00
 7410631,SODIUM BICARB 8.4% PF SYR 1MEQ/ML 50ML,$35.00
 7410638,SOLU MEDROL VIAL 125MG,$55.00
 7410639,SOLU MEDROL VIAL 40 MG,$55.00
 7410643,SILVADENE CRM 1% 50GM,$45.80
 7410648,SEPTRA DS TAB 800/160MG,$7.50
 7410650,INDOCIN CAP 25MG,$7.50
 7410667,TIMOLOL 0.5% OPTH DROPS,$161.75
 7410668,TNKASE 50MG VIAL  KIT,"$24,844.24"
 7410679,ARISTOCORT 0.1% CREAM 15GM,$21.25
 7410680,ARISTOCORT 0.1% CREAM 400MG,$110.70
 7410691,TUSSIONEX SUSP,$23.43
 7410698,VANCOMYCIN ADV VIAL 1GM,$182.00
 7410699,VANCOMYCIN VIAL 1GM,$151.00
 7410700,VANCOMYCIN 500MG ADV VIAL,$145.00
 7410701,VANCOMYCIN 500MG VIAL,$158.79
 7410704,CALAN VIAL 2.5MG/ML 4ML,$35.00
 7410712,VITAMIN E CAP 400 IU,$7.50
 7410719,XOPENEX NEB SOLN 0.63MG,$14.50
 7410720,NOVOLOG MIX 70-30,$7.50
 7410721,XYLOCAINE 1% VIAL 50ML,$35.00
 7410722,XYLOCAINE 2% VIAL 50ML,$35.00
 7410723,XYLOCAINE/EPI 1% VIAL 50ML,$35.00
 7410728,ZINC SULFATE CAP 220 MG,$7.50
 7410732,ZITHROMAX VIAL 500MG,$175.39
 7410752,ACTHIB VACCINE,$135.20
 7410762,ADVAIR INHALER 250/50MCG,$509.80
 7410767,ALBUTEROL NEB SOLN 0.083MG,$7.50
 7410769,ALBUTEROL LIQ 2MG/5ML,$16.25
 7410770,HUMALOG INSULIN VIAL 3 ML,$7.50
 7410780,HUMULIN 70-30 INSULIN VIAL 3ML,$7.50
 7410786,AMARYL TAB 2MG,$7.50
 7410790,HUMULIN N VIAL INSULIN,$7.50
 7410795,AMMONIA INHALANT,$7.50
 7410803,AMPICILLIN ADV VIAL 1GM,$93.88
 7410804,AMPICILLIN ADV VIAL 2GM,$126.52
 7410815,ASPERCREME CRM,$13.75
 7410832,IMURAN TAB 50MG,$7.50
 7410864,BLISTEX LIP OINT 0.35 OZ,$7.50
 7410866,PARLODEL TAB 2.5MG,$16.00
 7410873,BUPRENEX AMP 0.3MG,$75.61
 7410880,CALADRYL LOTION 6OZ,$23.40
 7410888,TEGRETOL SUSP 100MG/5ML,$369.24
 7410906,CEFTIN TAB 250MG,$13.26
 7410912,CHLORASEPTIC SPRAY,$13.25
 7410917,CHLORTHALIDONE TAB 25MG,$7.50
 7410919,CIPRO OPTH SOLN 0.3% 10ML,$55.15
 7410958,VINEGAR SOLUTION,$10.15
 7410959,DEBROX OTIC DROPS,$35.30
 7410968,DECADRON VIAL 4MG/1ML,$35.00
 7410971,DEXTROSE 50% PF SYRINGE,$35.00
 7410972,DIABETIC TUSS PLAIN 4OZ /10 ML,$6.75
 7410973,DIABETIC TUSS DM LIQ 4OZ /10 ML,$7.50
 7410979,BENTYL CAP 20MG,$7.50
 7410989,CARDIZEM VIAL 5MG/ML 25ML,$35.00
 7410990,ISORDIL TAB 10MG,$7.50
 7411013,VIBRAMYCIN VIAL 100MG,$173.75
 7411015,DURAGESIC PATCH 25MG,$80.19
 7411017,DURAGESIC PATCH 75MG,$233.59
 7411019,EFFEXOR TAB 25MG,$7.50
 7411026,VASOTEC VIAL 1.25MG/ML,$35.00
 7411028,ENGERIX B PF SYRINGE 20MCG/ML,$263.84
 7411031,EPHEDRINE AMP 50MG/ML,$153.12
 7411032,EPIFOAM 1% SPRAY 10GM,$128.15
 7411040,CLIMARA PATCH 0.1MG/DAY,$50.70
 7411042,ETHYL CHLORIDE FINE SPRAY 3.5OZ,$9.50
 7411044,EYE STREAM IRRG SOLN 1OZ,$64.05
 7411045,EYE STREAM IRRG SOLN 4OZ,$98.15
 7411049,FENTANYL CITRATE AMP 0.05MG/ML,$35.00
 7411050,ISMO TAB 20MG,$7.50
