BRYAN W. WHITFIELD MEMORIAL HOSPITAL,,
CHARGE MASTER,,
AS OF 01/01/2019,,
,,
,,
Chg Code,Description,Charge
323006230,SPLINT/CAST SHORT LEG,300.00 
323006240,SPLINT-FINGER,170.00 
323006250,"CAST REMOVE-BOOT,BODY,GAU",300.00 
323006260,CAST REMOVE FULL ARM/LEG,300.00 
323006270,ELBOW DISLOCATION,525.00 
323006280,FINGER DISLOCATION,325.00 
323006290,NURSEMAIDS ELBOW,525.00 
323006300,PATELLAR DISLOCATION,325.00 
323006310,SHOULDER DISLOCATION,525.00 
323006320,TEMPOROMANDIBULAR DISLOCA,255.00 
323006330,ANKLE REDUCTION W/MAN.,525.00 
323006340,TOE REDUCTION,325.00 
323006350,CLAVICAL FX W/O MANIPULAT,325.00 
323006360,FINGER FRACTURE CLOSED,325.00 
323006370,TOE FRACTURE CLOSED,325.00 
323006380,TIBIOFIBULAR PROXIMAL POINT DI,325.00 
323006390,FX FOREARM RED CLOSED,325.00 
323006400,BURN PARTIAL <5% BSA,450.00 
323006410,BURN MED 5%-10% BSA,450.00 
323006420,BURN PARTIAL THICKNESS 1 EXTRE,450.00 
323006450,ARTHROCENTESIS LARGE JOINT-DRA,610.00 
323006470,CARDIOVERSION-ELECTRIC,"1,325.00 "
323006480,INSERTION OF CHEST TUBE,"1,455.00 "
323006500,DIGITAL NERVE BLOCK,"1,065.00 "
323006510,ENDOTRACH. TUBE INSERTION,480.00 
323006570,LUMBAR PUNCTURE,"1,065.00 "
323006600,ABD PARACENTESIS,"1,455.00 "
323006690,EMERGENCY DELIVERY,"4,125.00 "
323006700,BLOOD ADMINISTRATION,860.00 
323007000,ARTHROCENTESIS (ASP OR INJ) SM,610.00 
323007010,ARTHROCENTESIS (ASP/INJ) INTER,610.00 
323012050,"INCISION PILONIDAL CYST, SIMPL",560.00 
323012055,"INCISION PILONIDIAL CYST, COMP","1,178.00 "
323012060,INCISION PARONYCHIA,289.00 
323012090,INCISION THROMBOSED HEMORROID,"1,356.65 "
323012130,INCISION PERIRECTAL ABSCESS,"1,206.00 "
323016010,"EYE, CORNEAL ABRASION",158.00 
323016020,"REMOVAL FB FROM EYE,W/LAP",350.00 
323016030,REMOVAL FB CORNEA W/O LAP,350.00 
323018020,"TONGUE RPR, POST. 2.5CM",767.00 
323018030,"TONGUE RPR,MOUTH FLOOR >2.6CM","1,690.00 "
323023655,SHOULDER DISLOCATION W/FRACTUR,"1,350.00 "
323025281,BRIEF VISIT W/MOD,145.00 
323025282,LIMITED VISIT,268.00 
323026280,EPIDURAL BLOOD PATCH,600.00 
323026310,EYE EXAM,250.00 
323026350,INTERCOSTAL NERVE BLOCK,"1,433.00 "
323026765,TX FINGER FRACTURE/AMPUTATION,"3,200.00 "
323026775,FINGER DISLOCATION W/ANES,"2,820.00 "
323029240,Shoulder strap,200.00 
323029705,BIVALVE CAST,510.00 
323032554,THORACENTESIS,"1,460.00 "
323043753,GASTRIC LAVAGE,295.00 
323051100,ASPIRATION OF BLADDER,635.00 
323053000,E/M LIMITED W/MOD,305.00 
323053010,IVP/EA AD'L SEQUENTIAL/NEW DRU,135.00 
323053020,INJECTION; SQ/IM THERAPEUTIC,135.00 
323053030,IV PUSH; INITIAL/SINGLE DRUG,320.00 
323053050,INJ- IMMUNIZATION FIRST,135.00 
323053060,INJ-IMMUNIZATION EA ADDL,75.00 
323053070,E/M LIMITED,305.00 
323053080,E/M INTERMEDIATE,500.00 
323053100,E/M COMPREHENSIVE W/MOD,"1,375.00 "
323053110,E/M ED OP,275.00 
323053120,E/M CRIT. CARE A'DDL 30MI,550.00 
323053140,IV INFUSION THERAPEUTIC INITI,520.00 
323053150,"BURN, 1ST DEG.W/O DRS.",185.00 
323053160,IV INFUSION THERAPEUTIC EA HR,90.00 
323053170,INSER. TEMP INDWELLING CA,295.00 
323053180,PEG TUBE,555.00 
323053190,CONSCIOUS SEDATION OF PEDIATRI,255.00 
323053200,INSERTION OF STRAIGHT CATH,295.00 
323053210,CENTRAL LINE-VENOUS CATH,"2,550.00 "
323053211,INSERTION OF ARTERIAL LINE,786.00 
323053270,EMERGENCY TRACHEOSTOMY,"1,635.00 "
323053280,EMERGENCY TRACH /CRICOID,"1,635.00 "
323053290,TX OF TARSOMETATARSAL W/O,325.00 
323053310,SUPRAPUBIC CATH INSERTION,"4,260.00 "
323053330,SMOKING CESSATION 3-10 MIN,75.00 
323060600,INT. REPAIR FACE >30CM,600.00 
323063600,IV INFUSION HYDRATION INITIAL,320.00 
323063610,IV INFUSION HYDRATION EA HR,90.00 
323063670,IV THERAPEUTIC AD'L SEQ INFUSI,135.00 
323063680,CONCURRENT THERAPEUTIC INFUSIO,90.00 
323063760,SEQUENTIAL IVP SAME DRUG,90.00 
323092953,EXTERNAL PACING - TEMP,480.00 
323094140,DELIVERY OF PLACENTA,"2,500.00 "
323096360,OP IV INFUSION HYDRATION INITI,320.00 
323096361,OP IV INFUSION HYDRATION EA HR,90.00 
323096365,OP IV INFUSION THERAPUTUC INIT,520.00 
323096366,OP IV INFUSION THERAPUTIC EA H,90.00 
323096367,OP IV THERAPUTIC AD'L SEQ INFU,135.00 
323096368,OP CONSURRENT THERAPUTIC INFUS,90.00 
323096372,OP INJECTION; SQ/IM THERAPUTIC,135.00 
323096374,OP IV PUSH;INITIAL/SINGLE DRUG,320.00 
323096375,OP IVP/EA AD'L SEQ NEW DRUG,135.00 
323096376,OP IVP SEQUENTIAL/SAME DRUG,90.00 
323096523,OP IRRIGATION DRUG DEL DEVICE,245.00 
323099144,CONSCIOUS SEDATION OF PED >5YR,255.00 
323099145,CONSCIOUS SEDATION EA ADD'L 15,130.00 
323099146,CONSCIOUS SEDATION OF PED<5YR,330.00 
401000100,DRUG SCR COLLECTION BRADFORD,25.00 
401000434,DRUG SCREEN-PHP MEDICARE,60.00 
401000461,IMMUNOHISTO/CYTO CHEM 1ST ST,230.00 
401000462,IMMUNOSTAIN EACH ADDITIONAL,160.00 
401000471,VENIPUNCTURE WOODHAVED,12.00 
401004520,INTERPRETATION AND REPORT FISH,126.00 
401005500,DRUG SCREEN - NOT CLIENT,55.00 
401008001,SINEMET,220.00 
401023060,"VITAMIN D 25 HYDROXY, D2+D3",595.00 
401023070,GCH 1-3 UNIT XMATCH,375.00 
401023071,GCH ADDITIONAL UNIT,25.00 
401023074,GCH DAT (UBS),33.00 
401023075,GCH PEG (UBS),79.20 
401023076,GCH RE XMATCH,50.00 
401024910,SOMA(CARISOPRODOL SERUM),110.00 
401035190,ACETLYCHOLINE RECEPTOR BINDING,283.00 
401035200,ACETYLCHOLINE RECEPTOR BLOCKIN,283.00 
401035210,ACETYLCHOLINE RECEPTOR MODULAT,693.00 
401036640,LAMELLAR BODY COUNTS,200.00 
401039600,SODIUM (BODY FLUID),51.50 
401039610,.CBC AUTO,50.00 
401039620,.MANUAL DIFF,50.00 
401046100,IMMUNOSTAIN FIRST,220.00 
401046252,COLON CIRCULATING TUMOR CELLS,"1,391.00 "
401066820,TOXOCARNA AB,170.00 
401066830,STRONGYLOIDES AB,170.00 
401067790,"BETA-2 MICROGLOBULIN, URI",270.00 
401067800,LACTOFERIN,355.00 
401070010,.H. PYLORI - IGM,128.00 
401070020,.H. PYLORI - IGG,128.00 
401070030,.H. PYLORI - IGA,128.00 
401070060,HOMOYSTEINE SCREEN/UR.,192.50 
401070070,.CARDIOLIPIN IGA,77.00 
401070080,.CARDIOLIPIN IGM,77.00 
401070090,.CARDIOLIPIN IGG (PC),77.00 
401070250,MICROALBUMIN (SPOT),70.00 
401070260,.CREATININE UR. (RANDOM),37.00 
401070270,.MICROALBUMIN (SPOT),106.00 
401070290,CULTURE - VAGINAL,80.00 
401070300,CULTURE - PENILE,80.00 
401070310,CULTURE I.D. (ANAEROBIC),255.00 
401070320,STOOL CULTURE (ADD. PATH.,55.00 
401070330,PROINSULIN,396.25 
401075360,"HIV 1, RNA",371.00 
401080030,RHOGAM,300.00 
401080040,DIRECT COOMBS,130.00 
401080050,INDIRECT COOMBS,185.00 
401080070,CRYOPRECIPITATE,122.00 
401080080,ANTIBODY SCREEN,189.00 
401080101,TRAMADOL,140.00 
401080104,DRUG SCREEN - PHP,60.00 
401080130,PG FLM,156.00 
401080140,CORTISOL U FREE,225.00 
401080150,.TYPHOID O (FEB. AGG.),88.00 
401080160,.TYPHOID H (FEB. AGG.),88.00 
401080170,.PARATYPHOID A (FEB. AGG),88.00 
401080180,.PARATYPHOID B(FEB.AGG.),88.00 
401080190,.O X 19 (FEB. AGG.),88.00 
401080200,ALPHA 1 ANTITRYPSIN,96.00 
401080210,.BRUCELLA (FEB. AGG.),88.00 
401080220,.SUB PLASMA FRACT 1,90.00 
401080230,.SUB PLASMA FRACT 2,90.00 
401080240,.SUB PLASMA FRACT 3,90.00 
401080250,CHLAMYDIA ANTIGEN,128.00 
401080260,.THROMBIN TIME (LUPUS ANT,250.00 
401080270,.LUPUS ANTICOAG. AB.,115.00 
401080290,.PROTHROMBIN TIME,45.00 
401080300,C DIFF TOXIN A&B,144.00 
401080302,"NICOTINE METABOLITE, URINE",90.00 
401080304,"CANNABINOIDS SYNTHETIC, URINE",250.00 
401080310,.PTT,50.00 
401080320,OCCULT BLOOD (OTHER),15.00 
401080342,ZIPRASIDONE  (GEODON),475.00 
401080350,CYTOMEGALOVIRUS IGG,103.00 
401080373,TRAMADOL,386.00 
401080375,"DEXAMETHASONE,SERUM",300.00 
401080400,HAPTOGLOBIN,125.00 
401080450,HIV-1,136.75 
401080500,HLA B 27,121.00 
401080550,INSULIN ANTIBODY,147.50 
401080570,ANTIDIURETIC HORMONE,305.00 
401080600,LH LEUTINIZING HORMONE,105.00 
401080650,LYME DISEASE ANTIBODY,133.00 
401080700,OSMOLALITY BLOOD,119.00 
401080750,OSMOLALITY URINE,125.00 
401080800,PROCAINAMIDE,126.10 
401080900,PROSTATE SPECIFIC ANTIGEN,100.00 
401080950,RAST,76.00 
401081000,ACID PHOSPHATASE,116.00 
401081010,ALKALINE PHOSPHATASE,37.00 
401081020,AMYLASE (SST),40.00 
401081030,ALBUMIN,37.00 
401081040,BILIRUBIN DIRECT,37.00 
401081060,BILIRUBIN- TOTAL,37.00 
401081070,BUN,37.00 
401081080,CALCIUM,37.00 
401081090,CHOLESTEROL,37.00 
401081100,CREATININE - BLOOD,37.00 
401081110,CPK,40.00 
401081120,LDH,36.00 
401081130,SGOT,40.00 
401081140,GLUCOSE (SST),37.00 
401081150,ELECTROLYTES (SST),39.00 
401081170,CHLORIDE,37.00 
401081180,TOTAL PROTEIN,38.00 
401081190,TRIGLYCERIDES,37.00 
401081200,URIC ACID (SST),37.00 
401081206,BCR-ABL1 GENE MAJOR,650.00 
401081207,BCR/ABL1 GENE MINOR,650.00 
401081210,IRON,32.00 
401081240,TEGRETOL TOTAL,90.00 
401081260,PSITTACOSIS,60.50 
401081270,VALIUM LEVEL,110.00 
401081280,HEPATITIS PROFILE,175.00 
401081310,GENTAMICIN-PEAK,90.00 
401081320,FERRITIN,72.00 
401081500,D DIMER,60.00 
401081550,FERN TEST,30.00 
401081596,HEPATITIS C VIRUS FIBROSURE,550.00 
401082000,CBC WITH DIFF,38.00 
401082010,WBC,30.00 
401082020,HEMATOCRIT (L),20.00 
401082030,HEMOGLOBIN (L),20.00 
401082040,R&D CBC,25.00 
401082100,PLATELET COUNT (L),35.00 
401082110,RETICULOCYTE COUNT,106.25 
401082120,RBC COUNT,25.00 
401082130,CLOTTING TIME,23.00 
401082140,CLOT RETRACTION TIME,27.50 
401082150,BLEEDING TIME,25.00 
401082200,PROTHROMBIN TIME,35.00 
401082210,PTT,40.00 
401082220,SED RATE,22.00 
401082230,RA TEST,46.00 
401082240,CRP,46.00 
401082247,"BILIRUBIN, TOTAL BODY FLUID",161.00 
401082250,ASO SCREEN,55.00 
401082260,MONOTEST,65.00 
401082274,"OCCULT BLOOD, FECAL IA",250.00 
401082290,HETEROPHILE AGGLUTINATION,36.50 
401082300,AMEBIASIS AB,52.00 
401082380,CAROTENE,120.00 
401082523,C-TELOPEPTIDE,445.00 
401082540,"CREATINE, SERUM",50.00 
401082542,LACOSAMIDE,575.00 
401082626,DHEA,207.00 
401082656,"PANCREATIC ELASTASE, FECAL",680.00 
401082670,"ESTRADIOL, SENSITIVE",450.00 
401082679,ESTRONE,100.00 
401083000,URINALYSIS ROUTINE,36.00 
401083020,"PH, URINE",25.00 
401083030,SPECIFIC GRAVITY,5.50 
401083040,PROTEIN RANDOM URINE,20.00 
401083050,GLUCOSE URINE,38.50 
401083060,KETONE,30.00 
401083080,UROBILINOGEN LABSTIX,5.50 
401083090,W6,45.00 
401083150,OCCULT BLOOD URINE,14.50 
401083170,PREGNANCY TEST-URINE,60.00 
401083190,OCCULT BLOOD STOOL,25.00 
401083210,FECAL FAT (QUANTITATIVE),199.00 
401083220,FECAL LEUKOCYTES,28.75 
401083230,SERUM PREGNANCY TEST,60.00 
401083498,17-OH PROGESTERONE,430.00 
401083516,ANTI-MULLERIAN HORMONE,300.00 
401083520,IGFBP-3,338.00 
401083690,"LIPASE, FLUID",180.00 
401083704,LIPOPROTEIN PARTICLES & SUBCLA,115.00 
401083720,GONADOTROPIN RELEASING HORMONE,844.00 
401083735,"MAGNESIUM, RBC",220.00 
401083912,.INTERP AND REPORT,460.00 
401083925,"BUPRENORPINE CONFIRM, URINE",355.00 
401083937,"OSTEOCALCIN, SERUM",170.00 
401084030,GRAM STAIN,50.00 
401084040,ANAEROBIC CULTURE,175.00 
401084050,BLOOD CULTURE,80.00 
401084060,CULTURE - THROAT,50.00 
401084090,CULTURE-URINE WITH CC,72.00 
401084100,URINE CULTURE CATH,72.00 
401084110,URINE COLONY COUNT,25.00 
401084120,CULTURES - OTHER,80.00 
401084140,PREGNENOLONE,275.00 
401084143,17-HYDROXY PREGNENOLONE,171.00 
401084180,ACETIMINOPHEN LEVEL,128.00 
401084200,ACETONE,30.00 
401084220,ALCOHOL (ETHANOL),65.00 
401084230,AMINPHYLLIN LEVEL THEOPHY,90.00 
401084240,ALDOLASE,145.56 
401084250,ANTI -RND -SM &-RNA ANTIG,150.00 
401084260,AMMONIA BLOOD,150.00 
401084270,SEX HORMONE BINDING GLOBULIN,197.00 
401084280,ANA,80.00 
401084300,AUSTRALIAN ANTIGEN HAA,35.00 
401084315,"SPECIFIC GRAVITY, BODY FLUID",225.00 
401084330,ANTI MICROSOMAL IFA IHA A,47.50 
401084340,B 12,110.00 
401084400,CEA,192.00 
401084430,COMPLEMENT FIXATION,62.50 
401084440,CORTISOL,110.00 
401084450,COLD AGGLUTINATIONS,75.00 
401084460,CK MB,108.00 
401084470,C PEPTIDE,138.75 
401084590,VITAMIN A,110.00 
401084600,DIFFERENTIAL REVIEW,140.00 
401084620,DIGOXIN LANOXIN,90.00 
401084640,DILANTIN,90.00 
401084660,DRUG SCREEN MEDICAL,300.00 
401084700,ESTROGEN LEVEL,125.00 
401084750,PROGESTERONE,164.21 
401084760,FIBRINOGEN LEVEL,110.00 
401084800,FOLIC ACID,110.00 
401084820,FTA,138.40 
401084850,FSH,100.00 
401084920,GASTRIN LEVEL,100.00 
401084940,GROWTH HORMONE,128.13 
401084990,GGT,42.00 
401085000,SGPT,37.00 
401085010,HEMOGLOBIN A1C,50.00 
401085100,HDL CHOLESTEROL,52.00 
401085120,HEMOGLOBIN ELECTROPHORESI,270.00 
401085140,5 HIAA SEROTONIN,145.00 
401085210,FACTOR II ACTIVITY,416.00 
401085250,FACTOR IX ANTIGEN,515.00 
401085270,FACTOR XI ACTIVITY,328.00 
401085320,INSULIN LEVEL,123.00 
401085335,FACTOR INHIBITOR,110.00 
401085380,LEUKOCYTE ALKALINE PHOSPH,82.00 
401085385,FIBRINOGEN ANTIGEN,328.00 
401085400,LEAD BLOOD (ADULT),30.00 
401085420,LIPASE,50.00 
401085430,LIPID PROFILE,85.00 
401085440,LIPOPROTEIN ELECTROPHORES,102.50 
401085460,LITHIUM LEVEL,114.00 
401085480,FETAL LUNG MATURITY,178.00 
401085600,MAGNESIUM,37.00 
401085611,PT PLASMA SUBSTITUTION,265.00 
401085620,MALARIAL SMEAR,172.00 
401085630,METANEPHRINE,210.00 
401085635,REPTILASE TIME,484.00 
401085640,MYSOLINE,103.00 
401085670,TT MIX & TTN,310.00 
401085680,NORPACE LEVEL,50.50 
401085690,.GAMMAGLOBULINS 3,60.00 
401085732,PLASMA SUBTITUTION,150.00 
401085800,PHENOBARBITAL,141.00 
401085850,PHOSPHOROUS SERUM,37.00 
401085860,PROTEIN ELECTROPHORESIS,121.00 
401085870,PROLACTIN,110.00 
401085900,PARATHYROID HORMONE,255.40 
401085950,HCG - QUANTITATIVE,95.00 
401086000,QUINIDINE,72.50 
401086010,ELUTION,241.00 
401086022,HEPARIN INDUCED PLATELET AB,525.00 
401086100,RENIN,211.00 
401086120,"RUBELLA AB, IGM",186.25 
401086152,CIRCULATING TUMOR CELLS,"1,391.00 "
401086156,COLD AGGLUTININ SCREEN UBS,240.00 
401086161,C1 ESTERASE INHIBITOR FUNCT,145.00 
401086180,CALCITONIN LEVEL,160.00 
401086200,SICKLE CELL PREP,112.00 
401086220,SPERM COUNT,32.00 
401086240,STONE ANALYSIS,174.00 
401086256,FLUORESCENT ANTIBODY TITER,75.00 
401086260,SALICYLATE,144.00 
401086400,T3 UPTAKE,75.00 
401086420,T4 - TOTAL,110.00 
401086430,ANTI-THYROID ANTIBODIES,122.50 
401086450,ANTITHYROGLOBULIN ASSAY,124.00 
401086460,TSH,90.00 
401086480,QUANTIFERON TB GOLD,228.00 
401086540,TOBRAMYCIN - PEAK,147.60 
401086580,URINE ELECTROPHORESIS,103.00 
401086600,RPR,42.00 
401086610,VALPROIC ACID LEVEL DEPEK,90.00 
401086611,BARTONELLA AB,65.00 
401086617,LYME DISEASE WESTERN BLOT,113.00 
401086620,VAGINAL SMEAR,23.00 
401086622,BRUCELLA ABORTUS,95.00 
401086651,"ENCEPHALITIS, CALIFORNIA",90.00 
401086652,"ENCEPHALITIS, EASTERN EQUINE",90.00 
401086653,ST LOUIS ENCEPHALITIS AB,150.00 
401086654,"ENCEPHALITIS, WESTERN EQUINE",90.00 
401086698,HISTOPLASMA AB,65.00 
401086700,CMP,55.00 
401086701,HIV AB 1,185.00 
401086702,HIV AB 2,185.00 
401086708,HEPATITIS A TOTAL AB,106.00 
401086709,"Hep A Ab, IgM",105.00 
401086820,HEPATIC PROFILE,53.00 
401086849,PROTHROMBIN AB IGG,285.00 
401086850,ANTIBODY DETECTION (UBS),272.00 
401086870,ANTIBODY ID (UBS),347.00 
401086945,IRRADIATION OF BLOOD PRODUCT,329.00 
401086970,RED CELL TREATMENT-EGA/DTT,290.00 
401087000,ALDOSTERONE 24HR URINE TE,223.50 
401087080,CALCIUM 24HR URINE TEST,75.00 
401087081,MRSA COLONIZATION SCREEN,80.00 
401087100,CATECHOLAMINE 24HR URINE,180.00 
401087120,CREATININE CLEARANCE 24 H,89.00 
401087149,AFB ID BY DNA PROBE,405.00 
401087153,IDENTIFICATION BY SEQUENCING,800.00 
401087160,ESTROGEN TOTAL 24HR URINE,211.88 
401087172,PIN WORM PREP,55.00 
401087186,SUSCEPTIBILITY TESTING TO LABC,100.00 
401087200,17 HYDROXYCORTICOSTEROIDS,167.50 
401087205,"EOSINOPHILS,SPOT URINE",60.00 
401087240,17 KETOSTEROIDS 24HR URIN,106.50 
401087320,PORPHOBILINOGEN 24HR URIN,136.00 
401087328,CRYPTOSPORIDIUM EIA,320.00 
401087340,PORPHYRINS 24HR URINE TES,155.00 
401087360,PHOSPHOROUS 24HR URINE TE,51.50 
401087380,PROTEIN 24HR URINE TEST,61.00 
401087389,HIV 4TH GENERATION,165.00 
401087400,POTASSIUM 24HR URINE TEST,51.50 
401087440,"SODIUM, URINE 24 HOUR",51.50 
401087449,"LEGIONELLA ANTIGEN,URINE",160.00 
401087490,LDH-BODY FLUID,112.00 
401087493,C DIFFICILE TOXIN B GENE,160.00 
401087497,CMV QNT PCR PLASMA,735.00 
401087498,ENTEROVIRUS RT-PCR,526.00 
401087500,AMYLASE-BODY FLUID,47.00 
401087510,PROTEIN-BODY FLUID,36.00 
401087520,VMA URINE TEST,129.00 
401087530,"RUBEOLA AB, IGM",181.00 
401087540,CULTURE - STOOL,80.00 
401087580,ANTIBODY WORKUP,185.00 
401087590,MYCOPLASMA,135.00 
401087600,CULTURE - NP,80.00 
401087610,MONONUCLEOSIS TITER,142.00 
401087620,VIRAL CULTURE,216.60 
401087640,CULTURE - WOUND,80.00 
401087660,CULTURE - CSF,80.00 
401087680,CULTURE - GC,80.00 
401087700,H PYLORI CULTURE,108.00 
401087710,H PYLORI,149.00 
401087720,FELBATOL  FELBAMATE,160.00 
401087730,FUNGUS PREP  KOH,96.00 
401087740,D DIMER QUANT,110.00 
401087750,EPINEPHRINE PLASMA,94.50 
401087760,E COLI CONFIRMATION,127.50 
401087770,INDIA INK PREP,156.00 
401087780,WET PREP,50.00 
401087798,BORDETELLA PERTUSSIS/PARAPERTU,425.00 
401087799,DETECT AGENT NOS DNA QUANT.,"1,127.00 "
401087800,CA 125,208.75 
401087820,DIFFERENTIAL  MANUAL,50.00 
401087830,STOOL REDUCING SUBS,43.75 
401087840,EPSTEIN BARR VIRUS IGM,110.00 
401087850,LEGIONELLA AB,80.00 
401087860,ACE,125.00 
401087870,RICKETTSIA ANTIBODY,64.00 
401087880,TESTOSTERONE SERUM,75.00 
401087899,"PNEUMOCOCCAL ANTIGEN,URINE",180.00 
401087900,PARIETAL CELLS ABS,144.38 
401087920,"ANTIGEN TYPING, CLASS 1",256.00 
401087930,DNA ANTIBODIES,147.00 
401087940,"AFP, SERUM, TUMOR MARKER",210.00 
401087950,ALPHA FETOPROTEIN AMN,58.50 
401087960,CA 15 3,147.00 
401087970,BARBITURATES U OR S,58.50 
401088104,CYTOPATH FL NONGYN SMEARS,160.00 
401088106,CYTOPATH FL NONGYN FILTER,35.00 
401088108,CYTOPATH CONCENTRATE TECH,200.00 
401088112,CYTOPATH CELL ENHANCE TECH,229.00 
401088160,CYTOPATH SMEAR OTHER SOURCE,147.00 
401088161,CYTOPATH SMEAR OTHER SOURCE,133.00 
401088162,CYTOPATH SMEAR OTHER SOURCE,194.00 
401088172,CYTO DX EVAL FNA 1ST SITE,185.00 
401088173,CYTOPATH EVAL FNA REPORT,245.00 
401088177,CYTO FNA EVAL EA ADD,25.00 
401088182,CELL MARKER STUDY,295.00 
401088189,FLOW INTERPRETATION,655.00 
401088300,SURGICAL PATH GROSS,71.00 
401088302,TISSUE EXAM BY PATHOLOGIST,107.00 
401088304,TISSUE EXAM BY PATHOLOGIST,162.00 
401088305,TISSUE EXAM BY PATHOLOGIST,169.00 
401088307,TISSUE EXAM BY PATHOLOGIST,588.00 
401088309,TISSUE EXAM BY PATHOLOGIST,839.00 
401088311,DECALCIFY TISSUE,158.00 
401088312,SPECIAL STAINS GROUP 1,221.00 
401088313,SPECIAL STAINS GROUP 2,200.00 
401088314,HISTOCHEMICAL STAINS ADD-ON,35.00 
401088323,MICRO SLIDE CONSULTATION,185.00 
401088331,PATH CONSULT INTRAOP 1 BLOC,160.00 
401088332,PATH CONSULT INTRAOP 1 ADDL,78.00 
401088333,INTRAOP CYTO PATH CONSULT 1,541.00 
401088334,INTRAOP CYTO PATH CONSULT 2,84.00 
401088342,IMMUNOCHEMISTRY A,227.00 
401088346,IMMUNOFLUORESCENT STUDY,185.00 
401088347,IMMUNOFLUORESCENT STUDY,185.00 
401088348,ELECTRON MICROSCOPY,541.00 
401088349,SCANNING ELECTRON MICROSCOPY,541.00 
401088355,ANALYSIS SKELETAL MUSCLE,483.00 
401088356,ANALYSIS NERVE,120.00 
401088358,ANALYSIS TUMOR,295.00 
401088360,TUMOR IMMUNOHISTOCHEM/MANUAL,185.00 
401088361,TUMOR IMMONOHISTOCHEM/COMPUT,588.00 
401088368,MORPHOMETRIC ANALYSIS FISH,951.00 
401088377,"MORPHOMETRIC, EACH MULTIPLEX","1,045.00 "
401088381,MICRODISSECTION,491.00 
401089020,TITER (ANA),42.00 
401089030,.IRON (ANEMIA PROFILE),37.00 
401089040,.TIBC,37.00 
401089050,.CBC (ANEMIA PROFILE),35.00 
401089070,.SED RATE,30.00 
401089080,.DIRECT COOMBS (ANEMIA PR,130.00 
401089180,BLOOD COUNT MANUAL DIFF,28.75 
401089200,FLOW CYTOMETRY CD4,295.00 
401089210,CELL COUNT MISC BODY FLUI,114.90 
401089220,CELL COUNT MISC W/DIFFERE,117.00 
401089230,CRYSTAL IDENTIFICATION W/,132.00 
401089240,FIBINOGEN DEGREDATION,130.00 
401089250,FIBRINOGEN ACTIVITY,50.63 
401089260,PLATELET AUTOMATED COUNT,40.00 
401089270,.PROTHROMBIN TIME (DIC WO,35.00 
401089280,.PTT (DIC WORKUP),40.00 
401089300,POTASSIUM,37.00 
401089310,SODIUM,37.00 
401089440,SENSITIVITY,30.00 
401089450,.ANTIBODY SCREEN (RBC),80.00 
401089460,ABO TYPING,105.00 
401089470,.RH D,80.00 
401089480,COMP TEST EACH UNIT (PACK,130.00 
401089490,INCUBATION TEST,130.00 
401089500,ANTIGLOBIN TEST,130.00 
401089510,VENIPUNCTURE,12.00 
401089520,.BLOOD TYPING ABO (PLASMA,110.00 
401089530,FRESH FROZEN PLASMA/THAW,190.00 
401089560,PLATELET POOLING,130.00 
401089570,.LEUKOCYTE REDUCTION,111.70 
401089600,CELL COUNT W DIFF,71.25 
401089640,.BLOOD TYPING ABO (TYPE &,110.00 
401089650,.RH D (TYPE & RH ONLY),80.00 
401089680,.ANTIBODY SCREEN RBC (WAS,97.16 
401089690,.BLOOD TYPING ABO (WASHED,110.00 
401089700,.RH D (WASHED RED CELLS),80.00 
401089710,.COMP TEST EACH UNIT (WAS,130.00 
401089720,.INCUBATION TEST (WASHED,130.00 
401089730,.ANTIGLOBIN TEST (WASHED,130.00 
401089740,UNLISTED TRANSFUSION MED,100.00 
401089760,.ANTIBODY SCREEN RBD (WHO,91.49 
401089770,.BLOOD TYPING ABO (WHOLE,110.00 
401089780,.RH D (WHOLE BLOOD P & A),80.00 
401089790,.COMP TEST EACH UNIT (WHO,130.00 
401089800,.INCUBATION TEST (WHOLE B,130.00 
401089810,.ANTIGLOBIN TEST (WHOLE B,130.00 
401089830,.RETICULOCYTO COUNT (ANEM,35.63 
401089840,.D-DIMER (DIC WORKUP),85.00 
401089890,URIC ACID (FECES),28.75 
401089900,COMPLEMENT C-3,125.10 
401089910,COMPLEMENT C-4,154.55 
401089920,CRYPTOCOCCUS ANTIGEN,165.00 
401089930,KLEIHAUER-BETKE,430.00 
401089940,GABAPENTIN (NEURONTIN),201.00 
401089950,RISPERDOL,51.50 
401089960,VANCOMYCIN - PEAK,90.00 
401089970,CRYPTOSPORIDIUM,100.00 
401089990,HOMOVANILLIC ACID (HVA),75.00 
401090000,INTACT HCG,136.00 
401090010,ESTRIOL,263.00 
401090020,TOXOPLASMOSIS IGG,115.00 
401090030,LIDOCAINE (S),127.00 
401090040,VARICELLA ZOSTER IGG,134.05 
401090050,GIARDIA ANTIGEN,197.70 
401090070,".GTT, EA ADD'L",38.75 
401090090,"VDRL, CSF",148.00 
401090100,AUTOLOGOUS PROCESSING,415.00 
401090110,DIRECTED DONOR PROCESSING,140.00 
401090120,PLATELET ROTATION,60.00 
401090130,"ZINC, PLASMA OR SERUM",85.00 
401090140,MYOGLOBIN,218.00 
401090150,CARBOXYHEMOGLOBIN,151.00 
401090160,HEPATITIS B SURF. ANTIGEN,116.00 
401090170,HEPATITIS B SURF. ANTIBOD,60.00 
401090180,HYDROCODONE LEVEL,138.50 
401090190,DRUG SCREEN COMPREHENSIVE,151.25 
