"Item Number,Description,Rev Code,CPT Code,Price,Assoc Item 1,Assoc Item 2,Assoc Item 3,Assoc Item 4,Assoc Item 5,Assoc Item 6,Assoc Item 7,Assoc Item 8,Assoc Item 9,Assoc Item 10"
" 3050301,PENROSE DRAIN 1/4,272,, 7.50 ,,,,,,,,,,"
" 3050302,PENROSE DRAIN 5/8,272,, 7.50 ,,,,,,,,,,"
" 3050304,MARLEX MESH MEDIUM PLUG,272,, 547.50 ,,,,,,,,,,"
" 3050305,MARLEX MESH SMALL PLUG,278,C1781, 547.50 ,,,,,,,,,,"
" 3050306,MARLEX MESH LARGE PLUG,278,, 547.50 ,,,,,,,,,,"
" 3050307,INTERSEED 3X4,272,, 963.00 ,,,,,,,,,,"
" 3050308,SURGICEL 4X8,272,, 449.44 ,,,,,,,,,,"
" 3050309,CATH ROB NELL #14,272,, 1.00 ,,,,,,,,,,"
" 3050310,PERMAFIX 15,272,,"" 1,392.50 "",,,,,,,,,,"
" 3050315,SKIN MARKER,272,, 2.00 ,,,,,,,,,,"
" 3050316,WECK CLIPS SMALL,272,, 116.75 ,,,,,,,,,,"
" 3050317,WECK CLIPS MED,272,, 116.75 ,,,,,,,,,,"
" 3050318,WECK CLIPS MED/LG,272,, 116.75 ,,,,,,,,,,"
" 3050319,WECK CLIPS LG,272,, 116.75 ,,,,,,,,,,"
" 3050342,ASEPTO DISP,272,, 20.50 ,,,,,,,,,,"
" 3050359,RED ROBINSON CATH 8,272,, 20.50 ,,,,,,,,,,"
" 3050360,RED ROBINSON CATH 10,272,, 20.50 ,,,,,,,,,,"
" 3050361,RED ROBINSON CATH 12,272,, 20.50 ,,,,,,,,,,"
" 3050362,RED ROBINSON CATH 14,272,, 20.50 ,,,,,,,,,,"
" 3050363,RED ROBINSON CATH 16,272,, 20.50 ,,,,,,,,,,"
" 3050364,RED ROBINSON CATH 18,272,, 20.50 ,,,,,,,,,,"
" 3050365,RED ROBINSON CATH 20,272,, 20.50 ,,,,,,,,,,"
" 3050366,RED ROBINSON CATH 22,272,, 20.50 ,,,,,,,,,,"
" 3050367,RED ROBINSON CATH 24,272,, 20.50 ,,,,,,,,,,"
" 3050368,RED ROBINSON CATH 26,272,, 20.50 ,,,,,,,,,,"
" 3050369,RED ROBINSON CATH 28,272,, 20.50 ,,,,,,,,,,"
" 3050371,LAVACUATOR GASTRIC LAVAGE,272,, 54.50 ,,,,,,,,,,"
" 3050372,REC/ESO PROBE,272,, 116.75 ,,,,,,,,,,"
" 3050373,DUOTHERM BLKT PED,271,, 116.75 ,,,,,,,,,,"
" 3050374,DUOTHERM BLKT ADULT,271,, 232.50 ,,,,,,,,,,"
" 3050378,C-ARM DRAPE,272,, 48.00 ,,,,,,,,,,"
" 3050379,CASSETTE COVER,272,, 20.50 ,,,,,,,,,,"
" 3050380,BANDED BAG,272,, 20.50 ,,,,,,,,,,"
" 3050381,STERIDRAPE 1040,272,, 48.00 ,,,,,,,,,,"
" 3050387,STERIDRAPE 1030,272,, 13.50 ,,,,,,,,,,"
" 3050388,STERIDRAPE 1050,272,, 116.75 ,,,,,,,,,,"
" 3050390,MAGNETIC INST PAD,272,, 20.50 ,,,,,,,,,,"
" 3050391,TOOMEY SYRINGE,272,, 20.50 ,,,,,,,,,,"
" 3050393,STAPLER 35 REG,272,, 191.50 ,,,,,,,,,,"
" 3050396,SPECIMEN SOCK,272,, 13.50 ,,,,,,,,,,"
" 3050397,INDIGO CARMINE,272,, 13.50 ,,,,,,,,,,"
" 3050398,METHYLENE BLUE,272,, 13.50 ,,,,,,,,,,"
" 3050402,FOG BIL BALL 5FR,272,, 556.40 ,,,,,,,,,,"
" 3050403,FOG BIL BALL 6FR,272,, 191.50 ,,,,,,,,,,"
" 3050405,CHOLANGIO CATH TAUT,272,, 116.75 ,,,,,,,,,,"
" 3050406,CHOLANGIO CATH,272,, 116.75 ,,,,,,,,,,"
" 3050408,MALECOT 18FR,272,, 116.75 ,,,,,,,,,,"
" 3050409,MALECOT 24FR,272,, 116.75 ,,,,,,,,,,"
" 3050410,MALECOT 28FR,272,, 116.75 ,,,,,,,,,,"
" 3050411,MALECOT 32FR,272,, 116.75 ,,,,,,,,,,"
" 3050412,MALECOT 34FR,272,, 116.75 ,,,,,,,,,,"
" 3050413,FOUR WING MALECOT 36FR,272,, 116.75 ,,,,,,,,,,"
" 3050414,T-TUBES 8FR,272,, 48.00 ,,,,,,,,,,"
" 3050415,T-TUBES 10FR,272,, 48.00 ,,,,,,,,,,"
" 3050416,T-TUBES 12FR,272,, 48.00 ,,,,,,,,,,"
" 3050417,T-TUBES 14FR,272,, 48.00 ,,,,,,,,,,"
" 3050418,T-TUBES 16FR,272,, 48.00 ,,,,,,,,,,"
" 3050419,T-TUBES 18FR,272,, 48.00 ,,,,,,,,,,"
" 3050420,T-TUBES 20FR,272,, 48.00 ,,,,,,,,,,"
" 3050421,MUSHROOM CATH 12FR,272,, 123.00 ,,,,,,,,,,"
" 3050422,MUSHROOM CATH 14FR,272,, 123.00 ,,,,,,,,,,"
" 3050423,MUSHROOM CATH 16FR,272,, 123.00 ,,,,,,,,,,"
" 3050424,MUSHROOM CATH 18FR,272,, 123.00 ,,,,,,,,,,"
" 3050425,MUSHROOM CATH 20FR,272,, 123.00 ,,,,,,,,,,"
" 3050426,MUSHROOM CATH 22FR,272,, 123.00 ,,,,,,,,,,"
" 3050427,MUSHROOM CATH 24FR,272,, 123.00 ,,,,,,,,,,"
" 3050428,MUSHROOM CATH 26FR,272,, 123.00 ,,,,,,,,,,"
" 3050429,MUSHROOM CATH 28FR,272,, 123.00 ,,,,,,,,,,"
" 3050430,MUSHROOM CATH 30FR,272,, 123.00 ,,,,,,,,,,"
" 3050431,MUSHROOM CATH 32FR,272,, 123.00 ,,,,,,,,,,"
" 3050432,MUSHROOM CATH 34FR,272,, 123.00 ,,,,,,,,,,"
" 3050433,MUSHROOM CATH 36FR,272,, 123.00 ,,,,,,,,,,"
" 3050434,FOG BIL BALL 4FR,272,, 191.50 ,,,,,,,,,,"
" 3050435,FOG BIL BALL 3FR,272,, 478.62 ,,,,,,,,,,"
" 3050436,DERMATONE BLADE BRN,272,, 116.75 ,,,,,,,,,,"
" 3050438,GIGLI SAW BLADE,272,, 66.25 ,,,,,,,,,,"
" 3050439,SKIN GRFT CARR 1:3,278,, 82.50 ,,,,,,,,,,"
" 3050441,BAG DECANTER,272,, 20.50 ,,,,,,,,,,"
" 3050442,VACUUM CURRETTE 8MM,272,, 13.50 ,,,,,,,,,,"
" 3050443,VACUUM CURRETTE 11MM,272,, 13.50 ,,,,,,,,,,"
" 3050444,VAC CURATTAGE TUBING,272,, 27.50 ,,,,,,,,,,"
" 3050445,TRACHEOTOMY TUBE 3.0PED,272,, 431.50 ,,,,,,,,,,"
" 3050446,TRACHEOTOMY TUBE 0,272,, 431.50 ,,,,,,,,,,"
" 3050447,TRACHEOTOMY TUBE 3.5PED,272,, 431.50 ,,,,,,,,,,"
" 3050448,TRACHEOTOMY TUBE 4.0 PED,272,, 431.50 ,,,,,,,,,,"
" 3050449,TRACHEOTOMY TUBE 5.0PED,272,, 431.50 ,,,,,,,,,,"
" 3050450,TRACHEOTOMY TUBE 4,272,, 431.50 ,,,,,,,,,,"
" 3050451,TRACHEOTOMY TUBE 6,272,, 431.50 ,,,,,,,,,,"
" 3050452,TRACHEOTOMY TUBE 8,272,, 431.50 ,,,,,,,,,,"
" 3050453,TRACHEOTOMY TUBE 10,272,, 431.50 ,,,,,,,,,,"
" 3050454,SUTURE VICRYL 3-0 J215H,272,, 6.50 ,,,,,,,,,,"
" 3050455,LINGEMAN DRAPE,272,, 205.50 ,,,,,,,,,,"
" 3050464,7X26 URETERAL STEN,278,, 465.50 ,,,,,,,,,,"
" 3050465,6X26 PERCUFLEX PIG STENT,278,, 492.75 ,,,,,,,,,,"
" 3050467,7X24 URETHERAL STENT,278,, 492.75 ,,,,,,,,,,"
" 3050468,POLARIS ULTRA STENT 5 X 26,278,, 492.75 ,,,,,,,,,,"
" 3050469,POLARIS ULTRA STENT 5 X 24,278,, 492.75 ,,,,,,,,,,"
" 3050470,TRACKER HANDLE,272,, 518.25 ,,,,,,,,,,"
" 3050471,6X24 DBLE PTAIL STN,278,, 492.75 ,,,,,,,,,,"
" 3050472,BARIUM SULFATE,272,, 248.25 ,,,,,,,,,,"
" 3050473,COMPOSIX MESH 6 X 8,278,,"" 2,543.75 "",,,,,,,,,,"
" 3050475,FIRST FX TROCAR 15/3,272,,"" 11,885.25 "",,,,,,,,,,"
" 3050476,ADDIT FX 15/3,272,,"" 7,966.75 "",,,,,,,,,,"
" 3050477,4.5FR3WR HELICAL STN,278,, 308.25 ,,,,,,,,,,"
" 3050478,4.5FR4WR HELICAL/RHR,272,, 308.25 ,,,,,,,,,,"
" 3050479,FIRST FX INTRODUCER 20/3,272,,"" 11,988.75 "",,,,,,,,,,"
" 3050480,4.5FR5WR HELICAL STN,278,, 308.25 ,,,,,,,,,,"
" 3050481,3FR4WR HSTN EXT SUR,272,, 308.25 ,,,,,,,,,,"
" 3050482,3FR4WR SLOK FLAT WRE,272,, 308.25 ,,,,,,,,,,"
" 3050483,ADDIT FX 20/3,272,,"" 8,069.50 "",,,,,,,,,,"
" 3050485,BONE BX DEVICE,272,, 364.50 ,,,,,,,,,,"
" 3050486,TOUHY NEEDLE #20 X 3 1/2,278,, 25.50 ,,,,,,,,,,"
" 3050487,3FR3PRNG GEM ST BASK,272,, 609.50 ,,,,,,,,,,"
" 3050488,3FR3WR SLOCK/GRSP/FC,272,, 356.00 ,,,,,,,,,,"
" 3050489,UROLOGICAL DRAPE,272,, 48.00 ,,,,,,,,,,"
" 3050491,BARD SYR ASSIST I/SY,272,, 191.50 ,,,,,,,,,,"
" 3050493,TOUHY NEEDLE #18 X 3 1/2,272,, 26.25 ,,,,,,,,,,"
" 3050495,.35 3CM FLEX GD OTI,272,, 48.00 ,,,,,,,,,,"
" 3050497,038 0FLEX TIP GUIDE,272,, 48.00 ,,,,,,,,,,"
" 3050499,TOUHY NEEDLE #18 4 X 1/2,272,, 48.00 ,,,,,,,,,,"
" 3050511,26FR ANG/BALL ELECTR,272,, 232.50 ,,,,,,,,,,"
" 3050512,24FR ANG/BALL ELECTR,272,, 232.50 ,,,,,,,,,,"
" 3050515,4FR URET CAT WHIS,272,, 20.50 ,,,,,,,,,,"
" 3050516,5FR URET CAT WHIS,272,, 20.50 ,,,,,,,,,,"
" 3050517,3FR URET CAT WHIS,272,, 48.00 ,,,,,,,,,,"
" 3050519,7FR URET CAT WHIS,272,, 48.00 ,,,,,,,,,,"
" 3050520,URET CAT BRASH 5FR,272,, 38.25 ,,,,,,,,,,"
" 3050521,6FR URET CAT WHIS,272,, 20.50 ,,,,,,,,,,"
" 3050522,5FR URET CAT CONETIP,272,, 48.00 ,,,,,,,,,,"
" 3050523,6FR URET CAT CONETIP,272,, 48.00 ,,,,,,,,,,"
" 3050524,7FR URET CAT CONETIP,272,, 48.00 ,,,,,,,,,,"
" 3050525,8FR URET CAT CONETIP,272,, 48.00 ,,,,,,,,,,"
" 3050526,4FR OPEN URETERAL CA,272,, 48.00 ,,,,,,,,,,"
" 3050527,5FR OPEN URETERAL CA,272,, 48.00 ,,,,,,,,,,"
" 3050528,6FR URET CAT OPENEND,272,, 48.00 ,,,,,,,,,,"
" 3050529,8FR URET CAT OPENEND,272,, 48.00 ,,,,,,,,,,"
" 3050530,4FR U CAT OPEN POLLA,272,, 48.00 ,,,,,,,,,,"
" 3050532,5FR URE CAT FLEX TIP,272,, 48.00 ,,,,,,,,,,"
" 3050533,URETERAL  ANGIOGRAPHIC CATHETER,272,, 98.50 ,,,,,,,,,,"
" 3050534,NAVIGATOR ACCESS SHEATH 11 X46,272,, 410.75 ,,,,,,,,,,"
" 3050538,5FR UR CAT ROUND TIP,272,, 48.00 ,,,,,,,,,,"
" 3050539,5FR UCATH ROUND TIP,272,, 48.00 ,,,,,,,,,,"
" 3050540,6FR UCATH ROUNDTIPRT,272,, 48.00 ,,,,,,,,,,"
" 3050541,6FR UCATH ROUNDTIPLT 6FR,272,, 48.00 ,,,,,,,,,,"
" 3050543,URET DIL SET 6 18FRF,272,, 697.75 ,,,,,,,,,,"
" 3050546,LITHITRIP PROBE 3FR,272,, 697.75 ,,,,,,,,,,"
" 3050547,LITHOTR PROBE 9FR,272,, 520.25 ,,,,,,,,,,"
" 3050548,OST DRAIN POUCH 1 3/4,271,, 20.50 ,,,,,,,,,,"
" 3050549,SUT 4-0 CH PS2 1637G,272,, 13.50 ,,,,,,,,,,"
" 3050550,OST DRAIN POUCH 2 3/4,271,, 20.50 ,,,,,,,,,,"
" 3050551,OST DRAIN POUCH 4,271,, 20.50 ,,,,,,,,,,"
" 3050552,OST STOMA PASTE,271,, 48.00 ,,,,,,,,,,"
" 3050553,OSTOMY APPL BELT,271,, 41.25 ,,,,,,,,,,"
" 3050554,OST STOMA WAF 1 3/4,271,, 48.00 ,,,,,,,,,,"
" 3050555,OST DRAIN POUCH 1 1/4,272,, 20.50 ,,,,,,,,,,"
" 3050556,OST STOMA WAF 2 3/4,271,, 48.00 ,,,,,,,,,,"
" 3050558,TEGASORB 4X4 3/4,272,, 20.50 ,,,,,,,,,,"
" 3050559,TEGASORB 2 3/4X3 1/2,272,, 7.50 ,,,,,,,,,,"
" 3050560,AIRSTRIP 5 X 6,272,, 2.75 ,,,,,,,,,,"
" 3050561,AIRSTRIP 18 X 8.25,272,, 2.75 ,,,,,,,,,,"
" 3050562,AIRSTRIP 37.5 X 12,272,, 20.50 ,,,,,,,,,,"
" 3050564,TRANSPARENT DSG 4X4,272,, 2.75 ,,,,,,,,,,"
" 3050565,TRANSPARENT DSG 6X8,272,, 7.50 ,,,,,,,,,,"
" 3050566,WOUND DRAINAGE COLL,272,, 48.00 ,,,,,,,,,,"
" 3050571,BILE BAG,272,, 48.00 ,,,,,,,,,,"
" 3050575,NASAL BALLOON FOX,271,, 123.00 ,,,,,,,,,,"
" 3050576,VASELINE GAU 1/2 X 72,272,, 3.50 ,,,,,,,,,,"
" 3050577,VASELINE GAUZE 1X8,272,, 7.50 ,,,,,,,,,,"
" 3050578,VASELINE GAUZE 3X9,272,, 27.50 ,,,,,,,,,,"
" 3050579,VASELINE GAUZE 3X36,272,, 7.50 ,,,,,,,,,,"
" 3050580,VASELINE GAUZE 6X36,272,, 34.75 ,,,,,,,,,,"
" 3050581,STERI-STRIPS 1/8,272,, 3.25 ,,,,,,,,,,"
" 3050582,STERI-STRIPS 1/4,272,, 3.25 ,,,,,,,,,,"
" 3050583,STERI-STRIPS 1/2,272,, 3.25 ,,,,,,,,,,"
" 3050584,SCAPEL #10,272,, 2.00 ,,,,,,,,,,"
" 3050585,SCAPEL #11,272,, 2.00 ,,,,,,,,,,"
" 3050586,SCAPEL #15,272,, 2.00 ,,,,,,,,,,"
" 3050589,XEROFORM 2X2,272,, 7.50 ,,,,,,,,,,"
" 3050591,XEROFORM 4X4,272,, 7.50 ,,,,,,,,,,"
" 3050594,STERTDRAPE 1020,272,, 48.00 ,,,,,,,,,,"
" 3050595,HEIMLICH CHEST VALVE,272,, 48.00 ,,,,,,,,,,"
" 3050596,TROCAR CATH 16FR,272,, 68.50 ,,,,,,,,,,"
" 3050597,TROCAR CATH 24FR,272,, 68.50 ,,,,,,,,,,"
" 3050598,TROCAR CATH 28FR,272,, 68.50 ,,,,,,,,,,"
" 3050599,TROCAR CATH 32FR,272,, 68.50 ,,,,,,,,,,"
" 3050600,TROCAR CATH 20FR,272,, 68.50 ,,,,,,,,,,"
" 3050601,THORACIC CATH 24FR,272,, 68.50 ,,,,,,,,,,"
" 3050602,THORACIC CATH 28FR,272,, 48.00 ,,,,,,,,,,"
" 3050603,THORACIC CATH 32FR,272,, 48.00 ,,,,,,,,,,"
" 3050604,THORACIC CATH 36FR,272,, 48.00 ,,,,,,,,,,"
" 3050605,THORACIC CATH 40FR,272,, 48.00 ,,,,,,,,,,"
" 3050609,ESOPH BLAKEMORE TUB,272,, 753.00 ,,,,,,,,,,"
" 3050611,NUGAUZE 2  PLAIN,272,, 48.00 ,,,,,,,,,,"
" 3050612,NUGAUZE 1/2  PLAIN,272,, 20.50 ,,,,,,,,,,"
" 3050613,NUGAUZE 1  PLAIN,272,, 20.50 ,,,,,,,,,,"
" 3050614,NUGAUZE 1/2  IDOFRM,272,, 48.00 ,,,,,,,,,,"
" 3050615,NUGAUZE 1  IDOFORM,272,, 20.50 ,,,,,,,,,,"
" 3050616,NUGAUZE 2  IDOFORM,272,, 48.00 ,,,,,,,,,,"
" 3050618,BONE MAR NE JAM,360,, 191.50 ,,,,,,,,,,"
" 3050619,BONE MARROW NEED JAM ILL,360,, 116.75 ,,,,,,,,,,"
" 3050620,MARLEX MESH XLARGE PLUG,278,, 547.50 ,,,,,,,,,,"
" 3050621,P-OP SHOE FEMALE SM,271,, 20.50 ,,,,,,,,,,"
" 3050622,P-OP SHOE FEMALE MED,271,, 20.50 ,,,,,,,,,,"
" 3050623,P-OP SHOE FEMALE LG,271,, 20.50 ,,,,,,,,,,"
" 3050624,P-OP SHOE MALE SM,271,, 20.50 ,,,,,,,,,,"
" 3050625,P-OP SHOE MALE MED,271,, 20.50 ,,,,,,,,,,"
" 3050626,P-OP SHOE MALE LG,271,, 20.50 ,,,,,,,,,,"
" 3050632,ENDOSCOPIC KITTNER,272,, 116.75 ,,,,,,,,,,"
" 3050633,CHOLANGIO CATH REDDICK,272,, 294.50 ,,,,,,,,,,"
" 3050634,ENDO FOG,272,, 20.50 ,,,,,,,,,,"
" 3050636,ENDO LOOP 0 VICRYL,272,, 116.75 ,,,,,,,,,,"
" 3050637,ENDO KNOT PUSHER,272,, 41.25 ,,,,,,,,,,"
" 3050643,TROCAR 5MM,272,, 376.75 ,,,,,,,,,,"
" 3050644,TROCAR REDUCER,272,, 34.75 ,,,,,,,,,,"
" 3050646,TROCAR 10/11MM DILATING,272,, 376.75 ,,,,,,,,,,"
" 3050647,ENDOPATH 12MM DIALATING TROCAR,272,, 363.00 ,,,,,,,,,,"
" 3050649,ENDOCLIP LT 300,272,, 13.50 ,,,,,,,,,,"
" 3050651,SPECIMEN BAG,272,, 308.25 ,,,,,,,,,,"
" 3050655,ENDO HERNIA STAPLER,272,, 944.75 ,,,,,,,,,,"
" 3050656,TRIPOLAR FORCEPS,272,,"" 1,095.25 "",,,,,,,,,,"
" 3050657,IRRIG SET LAPARSCOPIC,272,, 281.00 ,,,,,,,,,,"
" 3050658,INSUFF CO2 TUBING,272,, 62.00 ,,,,,,,,,,"
" 3050661,STPL ENDO GIA TSW35,272,,"" 1,314.00 "",,,,,,,,,,"
" 3050662,STPL REL GIA TR45W,272,, 520.25 ,,,,,,,,,,"
" 3050663,STPL REL GIA 6R45B,272,, 520.25 ,,,,,,,,,,"
" 3050665,UROLIGHT FOR TURP,272,, 753.00 ,,,,,,,,,,"
" 3050670,ZUMI UTERINE MANIP,272,, 185.25 ,,,,,,,,,,"
" 3050672,FALLOPE RINGS,278,, 205.50 ,,,,,,,,,,"
" 3050673,PEG TRAY,272,, 448.00 ,,,,,,,,,,"
" 3050674,GROSHONG CATH SINGL,272,C1751, 917.25 ,,,,,,,,,,"
" 3050675,GROSHONG BARD PORT,272,C1788,"" 2,203.75 "",,,,,,,,,,"
" 3050676,GROSHONG REPAIR KIT,272,, 376.75 ,,,,,,,,,,"
" 3050677,GROSH REPL CANN,272,, 48.00 ,,,,,,,,,,"
" 3050678,ESU HAND HELD CAUTER,272,, 48.00 ,,,,,,,,,,"
" 3050680,ESU CAUT NEDLE TIP,272,, 20.50 ,,,,,,,,,,"
" 3050681,CONMED 4  BOVIE EXT,272,, 20.50 ,,,,,,,,,,"
" 3050682,ESU CAUT EX 6.5,272,, 20.50 ,,,,,,,,,,"
" 3050683,NEEDLE COUNTER,272,, 20.50 ,,,,,,,,,,"
" 3050684,ESU CAUT TIP CLEANER,272,, 7.50 ,,,,,,,,,,"
" 3050687,HEMOVAC DRAIN,272,, 116.75 ,,,,,,,,,,"
" 3050688,GROSH INJ CAP,272,, 20.50 ,,,,,,,,,,"
" 3050689,UNIVERSAL Y ADAPTER,272,, 20.50 ,,,,,,,,,,"
" 3050690,COLON CYTOLOGY BRUSH,272,, 62.00 ,,,,,,,,,,"
" 3050691,CYTOLOGY BR BRONCOSC,272,, 62.00 ,,,,,,,,,,"
" 3050692,LUNG BX NEEDLE,272,, 232.50 ,,,,,,,,,,"
" 3050696,JEJUNOSTOMY KIT,272,, 137.25 ,,,,,,,,,,"
" 3050697,BAK TUBES 16 FRENCH,272,, 753.00 ,,,,,,,,,,"
" 3050698,VISCERAL RET LG,272,, 116.75 ,,,,,,,,,,"
" 3050699,VISCERAL RET MED,272,, 116.75 ,,,,,,,,,,"
" 3050700,VISCERAL RET SM,272,, 116.75 ,,,,,,,,,,"
" 3050705,LAZER SMOKE FILTER,270,, 68.50 ,,,,,,,,,,"
" 3050707,ELECT BLADE TEFLON,272,, 20.50 ,,,,,,,,,,"
" 3050712,LINEAR CUTTER TLC75,272,,"" 1,157.00 "",,,,,,,,,,"
" 3050713,LIN CUT RELOAD 75,272,, 349.00 ,,,,,,,,,,"
" 3050715,LIN STAPLER TL60,272,, 697.75 ,,,,,,,,,,"
" 3050716,LIN STAPLER TL90,272,, 697.75 ,,,,,,,,,,"
" 3050718,LIN STPL REL TR60,272,, 308.25 ,,,,,,,,,,"
" 3050720,CURVED CUTTER STAPLER,272,, 944.75 ,,,,,,,,,,"
" 3050721,ILS STAPLER CDH29,272,,"" 1,075.00 "",,,,,,,,,,"
" 3050725,ILS STAPLER CHD33,272,,"" 1,075.00 "",,,,,,,,,,"
" 3050727,GROSHONG DBL LUM 5FR,272,,"" 1,327.75 "",,,,,,,,,,"
" 3050730,LIN STPL REL TR90,272,, 308.25 ,,,,,,,,,,"
" 3050732,REP 24FR BAL G-TUBE,272,, 89.25 ,,,,,,,,,,"
" 3050733,BALLOON DILATOR/QUAN 18,272,, 626.87 ,,,,,,,,,,"
" 3050735,SHEEHY MYRING TUBES,272,, 25.75 ,,,,,,,,,,"
" 3050736,NASAL PLASTER SPLINT,271,, 13.50 ,,,,,,,,,,"
" 3050737,NASAL DRSG HYDROCELL,272,, 20.50 ,,,,,,,,,,"
" 3050738,MEROCEL NAS DRSG 8CM,272,, 34.75 ,,,,,,,,,,"
" 3050739,SINUSPACER TURB STEN,278,, 41.25 ,,,,,,,,,,"
" 3050740,AES TUBING,272,, 232.50 ,,,,,,,,,,"
" 3050741,MEROC NAS DRSG 4.5,272,, 34.75 ,,,,,,,,,,"
" 3050742,SINUS DRS HYDROCEL M,272,, 20.50 ,,,,,,,,,,"
" 3050743,SINUS DRS HYDROCEL L,272,, 20.50 ,,,,,,,,,,"
" 3050744,ENT SHAVER BLADE,272,, 452.00 ,,,,,,,,,,"
" 3050746,OPMI MICRO DRAPE,272,, 34.75 ,,,,,,,,,,"
" 3050750,CAUT SUC COAGULATOR,272,, 34.75 ,,,,,,,,,,"
" 3050751,FRONTAL SINUS STINT,278,, 164.50 ,,,,,,,,,,"
" 3050756,CATH 3WAY IRR #22 W/5,272,, 34.75 ,,,,,,,,,,"
" 3050757,SPINAL NEEDLE 25 GA,272,, 7.50 ,,,,,,,,,,"
" 3050758,SPINAL NEEDLE 22 GA X 3 1/2,272,, 2.75 ,,,,,,,,,,"
" 3050759,SURG PATTIES 1/2X3,272,, 34.75 ,,,,,,,,,,"
" 3050760,SURG PATTIES 1/2X1/2,272,, 34.75 ,,,,,,,,,,"
" 3050761,ESU PENCIL FT CTRL,272,, 20.50 ,,,,,,,,,,"
" 3050763,CORD AND TUBE HOLDER,272,, 20.50 ,,,,,,,,,,"
" 3050764,IRR H2O 500CC POUR,272,, 2.75 ,,,,,,,,,,"
" 3050765,DURAPREP SMALL,272,, 13.50 ,,,,,,,,,,"
" 3050766,SPINAL NEEDLE 18GA,272,, 7.50 ,,,,,,,,,,"
" 3050767,SPINAL NEEDLE 20G,272,, 7.50 ,,,,,,,,,,"
" 3050768,ISOL DRAPE-HOLLAND,272,, 232.50 ,,,,,,,,,,"
" 3050769,SCD SLEEVE KNEE REG,271,, 246.75 ,,,,,,,,,,"
" 3050770,SUT 5-0 VICRB J213,272,, 7.50 ,,,,,,,,,,"
" 3050773,ORTHO-IMPAD FOOT LG,271,, 260.00 ,,,,,,,,,,"
" 3050774,ORTHO-IMPAD FOOT REG,271,, 260.00 ,,,,,,,,,,"
" 3050800,18.5X16.5 MEDNARR BL,272,, 143.75 ,,,,,,,,,,"
" 3050801,18X5.5 SAG BLADE,272,, 143.75 ,,,,,,,,,,"
" 3050802,31X9 SAG BLADE,272,, 143.75 ,,,,,,,,,,"
" 3050803,34.5X13 SAG BLADE,272,, 143.75 ,,,,,,,,,,"
" 3050804,18.5X16.5 SAG WIDEBL,272,, 143.75 ,,,,,,,,,,"
" 3050805,CRESC OSC SAW BLADE,272,, 589.00 ,,,,,,,,,,"
" 3050806,5.4X40.6 MED CORING,272,, 458.50 ,,,,,,,,,,"
" 3050807,18X5.5 O/SAG NAR BLD,272,, 185.25 ,,,,,,,,,,"
" 3050808,2.5X5.5 O/S LNG NAR,272,, 185.25 ,,,,,,,,,,"
" 3050809,31X9 O/S LNG MD BL,272,, 185.25 ,,,,,,,,,,"
" 3050810,6MM HARVEST BLADE,272,, 520.25 ,,,,,,,,,,"
" 3050811,7MM HARVEST BLADE,272,, 520.25 ,,,,,,,,,,"
" 3050812,8MM HARVEST BLADE,272,, 520.25 ,,,,,,,,,,"
" 3050813,4.7 X 16.4 FL DRUM BUR,272,, 356.00 ,,,,,,,,,,"
" 3050814,3.5 RND FLUTED BURR,272,, 356.00 ,,,,,,,,,,"
" 3050815,4 RND FLUTED EXT BUR,272,, 356.00 ,,,,,,,,,,"
" 3050816,5MM RND FLUTED BURR,272,, 356.00 ,,,,,,,,,,"
" 3050817,5.5 RND FLUTED BURR,272,, 356.00 ,,,,,,,,,,"
" 3050818,6.5 RND FLUTED BURR,272,, 356.00 ,,,,,,,,,,"
" 3050819,6MM BARRELL BURR,272,, 356.00 ,,,,,,,,,,"
" 3050820,4.0MM EGG BURR,272,, 356.00 ,,,,,,,,,,"
" 3050821,9MM HARVEST BLADE,272,, 589.00 ,,,,,,,,,,"
" 3050822,10MM HARVEST BLADE,272,, 589.00 ,,,,,,,,,,"
" 3050847,TWIST DRILL 1/16,272,, 89.25 ,,,,,,,,,,"
" 3050848,TWIST DRILL 5/64,272,, 89.25 ,,,,,,,,,,"
" 3050849,TWIST DRILL 3/32,272,, 89.25 ,,,,,,,,,,"
" 3050850,TWIST DRILL 9/64,272,, 89.25 ,,,,,,,,,,"
" 3050851,TWIST DRILL 5/32,272,, 89.25 ,,,,,,,,,,"
" 3050852,TWIST DRILL 11/64,272,, 89.25 ,,,,,,,,,,"
" 3050853,TWIST DRILL 3/16,272,, 89.25 ,,,,,,,,,,"
" 3050854,TWIST DRILL 7/64,272,, 89.25 ,,,,,,,,,,"
" 3050855,TWIST DRILL 1/8,272,, 89.25 ,,,,,,,,,,"
" 3050856,TWIST DRILL 1/4,272,, 89.25 ,,,,,,,,,,"
" 3050857,HEMOVAC ORTHO,272,, 185.25 ,,,,,,,,,,"
" 3050858,SURGILAV STRYKER,272,, 232.50 ,,,,,,,,,,"
" 3050859,BONE CEMENT SYS STRY,272,, 520.25 ,,,,,,,,,,"
" 3050860,BONE CEMENT MIX BOWL,272,, 222.50 ,,,,,,,,,,"
" 3050861,BONE CEMENT,272,, 349.00 ,,,,,,,,,,"
" 3050862,FLEX ARTHRO BAND,271,, 34.75 ,,,,,,,,,,"
