Charge code,Service/Charge Description,CPT/HCPCS Code,Price
25005682,Promethazine HCL 25mg Supp, J8498,CALL
25005684,Promethazine HCL 25mg Tab, Q0169,CALL
25005685,Propofol 200mg/20mL V, J2704,CALL
25005691,Propranolol HCL 20mg Tab, ,CALL
25005692,Propranolol HCL 40mg Tab, ,CALL
25005694,Propranolol HCL 1mg/mL 1mL Amp, J1800,CALL
25005696,Propranolol HCL 60mg Cap, ,CALL
25005701,Protamine Sulf 10mg/mL V, ,CALL
25005703,Fluoxetine HCL 10mg Cap, ,CALL
25005705,Pseudoephedrine HCL 60mg Tab, ,CALL
25005706,Psyllium 5.6gm Pwdr Pkt, ,CALL
25005707,Pyrazinamide 500mg Tab, ,CALL
25005708,Pyridoxine HCL 50mg Tab, ,CALL
25005719,Rho D Immune Globulin Syr, J2791,CALL
25005720,Rho Immune Glob Mini/Dose Syr, J2788,CALL
25005722,Rifampin 300mg Cap, ,CALL
25005725,Risperidone 1mg Tab, ,CALL
25005727,Codeine/Gg 1mL Syrup, ,CALL
25005731,Rocuronium 10mg/mL MDV, J3490,CALL
25005743,Senna/Dss Tab, ,CALL
25005748,Sertraline HCL 50mg Tab, ,CALL
25005751,Slvr Sulfadiazine 400gm Cream, ,CALL
25005752,Silver Sulfadiazine 50gm Cream, ,CALL
25005753,Silver Sulfadiazine 20gm Cream, ,CALL
25005754,Silver Nitrate Top Applicator, ,CALL
25005755,Simethicone 30mL Liq Btl, ,CALL
25005756,Simethicone 80mg Tab, ,CALL
25005757,Simvastatin 10mg Tab, ,CALL
25005758,Carbidopa/Levodopa 50/200 Tab, ,CALL
25005759,Sodium Acetate 2Meg/mL 20mL vi, J3490,CALL
25005761,Sod Chloride MDV, ,CALL
25005762,Sod Chloride 1gm Tab, ,CALL
25005763,Sod Chlor 4Meq/mL 30 mL V, ,CALL
25005764,Sod Chloride 0.9% 10mL V, ,CALL
25005767,Sod Phosphates 3Mm/mL 15mL vi, ,CALL
25005770,Sod Bicarbonate 5Meq/10mL Syr, ,CALL
25005771,Sod Bicar 8.4% 1Meq/mL 50mLsyr, J3490,CALL
25005774,Carisoprodol 350mg Tab, ,CALL
25005776,Sotalol HCL 80mg Tab, ,CALL
25005778,Spironolactone 25mg Tab, ,CALL
25005782,Succinylch Chlo 200mg/10mL MDV, J0330,CALL
25005783,Sucralfate 1gm Tab, ,CALL
25005786,Sulfamethoxa W/Trimeth 800 Tab, ,CALL
25005787,Sulfa/Trimeth 10mL Inj V, ,CALL
25005788,Sulf/Trim 40/200 P/5mL 100mLbt, ,CALL
25005791,Sulfasalazine 500mg Tab, ,CALL
25005795,Sumatrip Succ 6mg/0.5mL V, J3030,CALL
25005796,Levothyroxine Sod 0.088mg Tab, ,CALL
25005802,Dextran 70/He/Cell V, ,CALL
25005806,Atenolol 50mg Tab, ,CALL
25005809,Terbutaline Sulf 1mg/mL-1mL vi, J3105,CALL
25005816,Butam/Tetra/Benzo Topi 56gm Bt, ,CALL
25005820,Tetracaine HCL Topical 7.5mL, ,CALL
25005822,Tetracaine HCL 0.5% Sol 2mL Bt, ,CALL
25005831,Thiamine HCL 100mg/mL inj MDV, J3411,CALL
25005832,Thiamine HCL 100mg Tab, ,CALL
25005843,Thyroid 60mg Tab, ,CALL
25005849,Timolol 0.5% Oph. 5mL Btl, ,CALL
25005858,Metoprolol Succinate 50mg Tab, ,CALL
25005863,Tramadol HCL 50mg Tab, ,CALL
25005864,Trazodone HCL 50mg Tab, ,CALL
25005865,Trazodone HCL 100mg Tab, ,CALL
25005867,Triamcin Acetonide 15gm Oint, ,CALL
25005868,Triamcin Ace 40mg/mL 10 mL MDV, J3301,CALL
25005879,Trihexyphenidyl HCL 2mg Tab, ,CALL
25005885,Tropicamide 1%Oph 3mL Btl Sol., ,CALL
25005889,Acetaminophen W/Cod 30gm Tab, ,CALL
25005892,Ampicillin/Sulba.Sod 1.5gm Inj, J0295,CALL
25005894,Ampicillin/Sulbact Sod 3gm Inj, J0295,CALL
25005899,Valproic Acid 125mg Tab, ,CALL
25005901,Vancomycin HCL Adv 1gm VL Inj, J3370,CALL
25005902,Vancomyc. HCL Adv 500mg VL Inj, J3370,CALL
25005905,Vancomycin HCL 500mg Inj V, J3370,CALL
25005907,Vancomycin HCL 1gm Inj MDV, J3370,CALL
25005911,Vasopressin 20U/mL 1 mLV, J3490,CALL
25005913,Verapamil HCL 80mg Tab, ,CALL
25005914,Verapamil HCL 240mg Tab, ,CALL
25005916,Verapamil HCL 2.5mg/mL VL Inj, ,CALL
25005917,Vecuronium Brom 10mg V Inj, J3490,CALL
25005919,Midazol. HCL 25mg/5mL Inj V, J2250,CALL
25005928,Lidocaine HCL 20mL viscous Sol, ,CALL
25005930,Vitamin B12 1000Mcg Tab, ,CALL
25005931,Vitaminb12 1000Mcg/mL 1mL MDV, J3420,CALL
25005933,Vitamin E 400Iu Cap, ,CALL
25005936,Warfarin Sodium 2.5mg Tab, ,CALL
25005937,Warfarin Sodium 2mg Tab, ,CALL
25005938,Warfarin Sodium 5mg Tab, ,CALL
25005940,Latanoprost Oph 2.5mL Btl Sol, ,CALL
25005949,Ondansetron 2mg/mL 20mL MDV, J2405,CALL
25005954,Bupropion Sr 150mg Tab, ,CALL
25005970,Fluphenazin Dec 25mg/mL MDV, J2680,CALL
25005974,Nicotine 14mg Patch, ,CALL
25005976,Lorazepam 2mg/mL MDV, J2060,CALL
25005978,Hep B virus Vaccine Ped Inj vi,90743,CALL
25005983,Risperidone 2mg Tab, ,CALL
25005986,Sodium Chlor.0.9% 3mL Dose Inh, ,CALL
25005996,Vitamin D Syntheti 1000 Iu Tab, ,CALL
25005999,Vit B-Comp W/vitc &Fol Acd Cap, ,CALL
25006002,Fluconazole 200mg/100mL Bg Inj, ,CALL
25006004,Cyproheptadine 4mg Tab, ,CALL
25006005,Immune Globulin 20gm Inj V, J1561,CALL
25006008,Pen G Benz&Procain 2mL Inj, J0558,CALL
25006010,Neomyc-Bacitrac-Poly 1Pck Oint, ,CALL
25006012,Dextrose .25gm/mL Inj Syringe, ,CALL
25006019,Flovent Oral Inhaler 13gm, J3535,CALL
25006021,Prazosin HCL 1mg Cap, ,CALL
25006026,Oxycodone HCL 10mg Tab, ,CALL
25006034,Zinc Oxide 40% 113gm Tube Oint, ,CALL
25006036,Atropine Sulf (Ophth) 2mL Sol., ,CALL
25006038,Flonase Nasal Inhaler 16gm, ,CALL
25006040,Ketorol Trometh 30mg/mL Inj vi, J1885,CALL
25006041,Ketorol Trometh 15mg/mL Inj vi, J1885,CALL
25006042,Atorvastatin Calcium 20mg Tab, ,CALL
25006044,Divalproex Sod 500mg Tab, ,CALL
25006046,Tetan Immune Glo 250U/mL Syrin, J1670,CALL
25006048,Sod Chlor 0.9% 100mL Bag Inj, ,CALL
25006054,Sufentanil Cit 50Mcg Amp, J3490,CALL
25006055,Lidocaine HCL 4% 50mL Topical, ,CALL
25006056,Wild Cherry Syrup 1mL/mL, ,CALL
25006057,Ketorol Tromet 60mg/2mL Inj vi, J1885,CALL
25006060,Levothyroxine Sod 0.125 Tab, ,CALL
25006061,Glycopyrrolate 0.2mg/mL 20mLMD, J3490,CALL
25006064,Oxycodone HCL 20mg Tab, ,CALL
25006065,Fluticasone Inhal 44Mcg 13gm, J3535,CALL
25006075,Polar Frost Gel 5Oz Tube, ,CALL
25006077,Azithromycin 500mg V, J0456,CALL
25006091,Clopidogrel Bisulfate 75mg Tab, ,CALL
25006092,Insulin Lispro 100U/mL 3mL MDV, J1815,CALL
25006093,Aspirin Enter. Coated 81mg Tab, ,CALL
25006094,Mirtazapine 15mg Tab, ,CALL
25006095,Sodium Bicarbonate 650mg Tab, ,CALL
25006096,Glipizide 5mg Tab, ,CALL
25006100,Hep A virus Vac Inac Syrin Inj,90632,CALL
25006104,Potassium/Sod Acid Phosp Tab, ,CALL
25006114,Hydrocortisone 1% Crm 30gm Tbe, ,CALL
25006115,Oyster Calcium 500mg Tab, ,CALL
25006117,Olanzapine 10mg Tab, ,CALL
25006120,Sod Chloride 0.65%/30mL Spry, ,CALL
25006121,Prenisone 1mg/mL 500mL Soln, J7512,CALL
25006126,Methylpred Acet 40mg/mL Inj vi, J1030,CALL
25006132,Varicel.virus Vac 0.5mL Inj vi,90716,CALL
25006135,Azithromycin 250mg 6 Tab Pkg, ,CALL
25006147,Methadone HCL 10mg Tab, ,CALL
25006152,Fosphenytoin 50mg/mL 10mL V, Q2009,CALL
25006154,Glycopyrrolate 1mg Tab, ,CALL
25006155,Vitamins A&D (Topical) 1Packet, ,CALL
25006161,Carvedilol 3.12mg Tab, ,CALL
25006163,Lamotrigine 25mg Tab, ,CALL
25006168,Lactic Acid 12% Ltn 225gm Btl, ,CALL
25006174,Immune GlOB 10Gr Non-Ly Inj V, J1561,CALL
25006181,Azithromycin Dihydrate 1Gm PO, ,CALL
25006183,Coal Tar 0.5% 6Oz Topical Sham, ,CALL
25006190,TOBramy Sulf 80mg/2mL Inj MDV, J3260,CALL
25006192,Calcitriol .25Mcg Cap, ,CALL
25006198,Carvedilol 6.25mg Tab, ,CALL
25006199,Petrolat 5gm Topical Oint Pkt, ,CALL
25006202,Suldacetamide Sod 15mL Sol, ,CALL
25006204,Clotrimazole 30gm Topical Crm, ,CALL
25006205,Calcium Acetate 667mg Tab, ,CALL
25006206,Celecoxib 100mg Cap, ,CALL
25006208,Enoxaparin Sod 60mg Inj Syr, J1650,CALL
25006209,Norepinephrine 1mg/mL 4mL V, ,CALL
25006211,Fluticasone 110Mcg Inhaler 13G, J3535,CALL
25006213,Montelukast Sodium 10mg Tab, ,CALL
25006215,Lamotrigine 100mg Tab, ,CALL
25006216,Eptifibatide 75mg/V, J1327,CALL
25006221,Levothyroxine Sod 0.112mg Tab, ,CALL
25006223,Sod Chloride 0.9% 15mL Inh, ,CALL
25006228,Acetazolamide Sod 500mg V, J1120,CALL
25006230,Eptifibatide 20mg/10mL SDV, J1327,CALL
25006233,Valsartan 80mg Cap, ,CALL
25006234,Enoxaparin Sod 80mg Syr, J1650,CALL
25006239,Gentamicin .3% Opht 5mL Bottle, ,CALL
25006240,Benzonatate 100mg Cap, ,CALL
25006241,Levofloxacin Hemihyd 500mg Tab, ,CALL
25006257,Diltiazem 100mg Adv 100mg V, J3490,CALL
25006260,Dextrose 5%Nacl0.9% 1000mL Bag, J7042,CALL
25006261,Oxycodone HCL 40mg Tabs, ,CALL
25006264,D5% 1/4Ns&20Meq Pre 1000 mL Bg, ,CALL
25006266,Epoetin Alfa 10000U/1mL SDV, J0885,CALL
25006269,Polyethy Glycol 3350 225gm Btl, ,CALL
25006273,Venlafaxine HCL 75mg Cap, ,CALL
25006274,Terazosin HCL 1mg Cap, ,CALL
25006277,Scopolamine 1 Ea Patch, ,CALL
25006279,Terbinafine HCL 15gm Tube, ,CALL
25006285,Raloxifene Hydrochlor 60mg Tab, ,CALL
25006291,Fentanyl 100Mcg/Hr Patch, ,CALL
25006296,Enoxaparin Sod 100mg Syr, J1650,CALL
25006304,Misoprostol 100Mcg Tab, ,CALL
25006314,Venlafaxine HCL Xr 37.5mg Cap, ,CALL
25006320,IV Ns Kcl20 1000mL Premix Bag, J3480,CALL
25006322,Potass Chl 10Meq/100mL-100mLbg, J3480,CALL
25006323,Isosorbide Dinit 40mg Tab Sr, ,CALL
25006324,Methylpred Sod Succ 500mg V, J2930,CALL
25006325,Quetiapine Fumarate 25mg Tab, ,CALL
25006336,Piperacill Sod Taz 3.375 gm VL, J2543,CALL
25006337,TaMSulosin HCL .4mg Cap, ,CALL
25006340,Lithium Carbonate 300mg Tab, ,CALL
25006360,Mupirocin 22gm Tube, ,CALL
25006371,Amoxicill 125mg/5mL 100mL Btl, ,CALL
25006372,Temazepam 15mg Cap, ,CALL
25006377,Topiramate 25mg Tab, ,CALL
25006385,Olanzapine 5mg Chewable Tab, ,CALL
25006387,Zinc Gluconate 50mg Tab, ,CALL
25006388,Quetiapine Fumarate 200mg Tab, ,CALL
25006390,Melatonin 3mg Tab, ,CALL
25006409,Diphenhydramine HCL 2% 30G Crm, ,CALL
25006410,Ethyl Chloride 100mL Btl, ,CALL
25006411,Budesonide 0.5mg Respule, ,CALL
25006416,Lidocaine HCL 2% 5mL V, J2001,CALL
25006418,Metformin HCL 1000mg Tab, ,CALL
25006419,Ziprasidone HCL 20mg Cap, ,CALL
25006420,Ziprasidone HCL 40mg Cap, ,CALL
25006428,Albuter/Ipratrop 3mL Dose Inh, ,CALL
25006432,Tolterodine Tartrate 4mg Cap, ,CALL
25006433,Salmeterol Flutica 500/50 Inh, ,CALL
25006437,Lidocaine HCL 2% 100mL Btl, ,CALL
25006442,Beractant Nacl 25mg/mL 8mL SDV, ,CALL
25006445,Topiramate 100mg Tab, ,CALL
25006448,Levetiracetam 500mg Tab, ,CALL
25006454,Valacyclovir HCL 500mg Tab, ,CALL
25006457,Hydrocortisone 10mg Tab, J8499,CALL
25006463,Needle Injection 30, ,CALL
25006467,Lantus 100U/mL 10 mL MDV, ,CALL
25006468,Atenolol 25mg Tab, ,CALL
25006469,Divalproex Sod Exr 500mg Tab, ,CALL
25006472,Pantoprazole Sod 40mg Tab, ,CALL
25006473,Glycerin 60mL Btl, ,CALL
25006475,Oxcarbazepine 150mg Tab, ,CALL
25006486,Salmeterol Fluticas 250/50 Inh, ,CALL
25006488,Zolpidem Tartrate 10mg Tab, ,CALL
25006489,Sertraline HCL 100mg Tab, ,CALL
25006497,Pantoprazole Sod 40mg Inj, C9113,CALL
25006501,Salmeterol Fluticas 100/50 Inh, ,CALL
25006504,Lisinopril 20mg Tab, ,CALL
25006519,Dipyridamole W/Asp 200/25 Cap, ,CALL
25006525,Lidocaine 5% Patch, ,CALL
25006531,Pioglitazone HCL 15mg Tab, ,CALL
25006555,Arginine HCL 300mL Bottle, ,CALL
25006556,Furosemide 20mg/2mL V, J1940,CALL
25006563,Donepezil HCL 10mg Tab, ,CALL
25006564,Ertapenem Sodium 1gm V, J1335,CALL
25006565,Levonorgestrel .75mg Tab Box, ,CALL
25006566,Escitalopram Oxalate 10mg Tab, ,CALL
25006579,Propofol 100mL V, J2704,CALL
25006581,Metformin HCL 500 mg Tab Xr, ,CALL
25006586,Mineral Oil 16oz Btl, ,CALL
25006594,Diltiazem Cd 240mg Cap, ,CALL
25006595,Carvedilol 25mg Tab, ,CALL
25006597,Bupivi W/Epi.5% 1.2mL Den Syr, ,CALL
25006604,Ezetimibe 10mg Tab, ,CALL
25006615,Norethindrone&Estradr 1/35 Tab, ,CALL
25006617,Simvastatin 20mg Tab, ,CALL
25006618,Vitamin D Synthetic 400 U Tab, ,CALL
25006620,OseltamIvir Phosphate 75mg Cap, G9035,CALL
25006630,Acetaminophen 500mg Tab, ,CALL
25006637,Risperidone 25mg  V, J2794,CALL
25006640,Cetuximab 2 mg/mL 50 mL V, J9055,CALL
25006641,Metoprolol Tartrate 25mg Tab, ,CALL
25006642,Palonosetron 0.05 mg/mL 5mL, J2469,CALL
25006654,Duloxetine 20mg Cap, ,CALL
25006655,Duloxetine 30mg Cap, ,CALL
25006656,Linezolid 600mg/300mL Pre Bag, J2020,CALL
25006670,Lidocaine 4% Cream, ,CALL
25006671,Potas Chl D5Ns 20Meq 1000mL Bg, J3480,CALL
25006672,Hep B Immun GlOBul 1mL V,90371,CALL
25006673,Midodrine HCL 5mg Tab, ,CALL
25006684,Ofloxacin (Otic) .3% 5mL Btl, ,CALL
25006685,Triamcin Acetonide 80gm Tube, ,CALL
25006686,Ondansetron 8mg Tab (Chemo), ,CALL
25006688,Prochlorperazine 10mg Tb (Che), Q0164,CALL
25006692,Ibuprof 100mg/5mL Micron Susp, ,CALL
25006693,Aripiprazole 5 mg Tab, ,CALL
25006694,Memantine HCL 10 mg Tab, ,CALL
25006698,Pantoprazole Sod 20mg Tab, ,CALL
25006699,Thrombin (Bovine) 5000Unit Sol, ,CALL
25006707,Fluconazole 150mg Tab, ,CALL
25006709,Hydrochlorothiazide 12.5mg Cap, ,CALL
25006713,Atorvastatin Calcium 10mg Tab, ,CALL
25006714,Quetiapine Fumarate 50mg Tab, ,CALL
25006715,Bupren HCL/Nalox HCL 2/.5mg Tb, ,CALL
25006720,Sucralfate 1gm/10mL Liq, ,CALL
25006722,Nystatin 100mg/5mL Liq, ,CALL
25006724,Pregabalin 50mg Cap, ,CALL
25006726,Bupiviacaine HCL .25% 10mL vi, ,CALL
25006727,Ondansetron 1mg Non Chemo, ,CALL
25006733,Quetiapine Fumarate 400mg Tab, ,CALL
25006738,Calamine Phenol Oint 2.5Oz Tbe, ,CALL
25006743,Lidocaine HCL 1% 10mL MDV, J2001,CALL
25006744,Ethambutol HCL 100mg Tab, ,CALL
25006745,Sevelamer 800mg Tab, ,CALL
25006747,Abatacept 250mg V, J0129,CALL
25006757,IV Ns 45% Kcl 20Meq Premix Bag, J3480,CALL
25006758,Doxazosin Mesylate 1mg Tab, ,CALL
25006763,Nystatin 30 gm Tube, ,CALL
25006768,Metoprolol Succinate 25mg Tab, ,CALL
25006769,Tetanus Tox Diphtheria-Ace Inj,90715,CALL
25006770,Tiotropium Bromide 1 Ea Capsul, ,CALL
25006772,Amino Ac D4.25mg/D25W 2000mLbg, ,CALL
25006773,Infusor 2 Day, ,CALL
25006797,Acetylcyst 6Gr/30mL 20%30mL, J0132,CALL
25006801,Tobramycin/Dexameth 2.5mL Btl, ,CALL
25006803,Dextrose 5% Bag 250mL AviVa, ,CALL
25006811,Sitagliptin Phosphate 50mg Tab, ,CALL
25006814,Nicotine Polacrilex 4mg Gum, ,CALL
25006816,Nicotine Inhaler W/Cartridges, ,CALL
25006822,OseltamIvir Phosph 6mg/mL Btl, ,CALL
25006824,Acetaminophn 160mg/5mL UD Oral, ,CALL
25006832,Insulin Glarg 10 ou/mL 3mL Syr, J1815,CALL
25006841,Nicotine Polacrilex 2mg Lozge, ,CALL
25006842,Olanzapine 10 mg V, ,CALL
25006843,Acetaminophen W/Cod Elx 12.5mL, ,CALL
25006844,Pyrethr-Piperonyl Butox Btl, ,CALL
25006846,Lactulose 20gm/30mL Syrup, A9270,CALL
25006848,Nicotine Polacrilex 4mg Loz, ,CALL
25006855,Ondansetron Hcl 4mg Tab, Q0162,CALL
25006861,Phenobarbital Sod 65mg/V, J2560,CALL
25006862,Docusate Sod 100mg/10mL Syrup, ,CALL
25006864,Quetiapine Xr 200mg Tab, ,CALL
25006869,Sterile Water 10mmLV, ,CALL
25006873,Diltiazem Hcl 5mg/mL 25Ml Sdv, ,CALL
25006876,Vit D Synthetic 2000 Units Tab, ,CALL
25006877,Lipids 20% 500mL Bag, ,CALL
25006885,Asenapine 10mg Tab, ,CALL
25006888,Desvenlafaxine 50mg Tab, ,CALL
25006890,Midazolam Hcl 2mg/mL Ud Syrup, ,CALL
25006892,Meningoco Vac Acyw125 0.5mL Vl,90734,CALL
25006893,Albuterol Prov Hfa 7g Inhaler, J3535,CALL
25006898,Lidocaine Jelly 2% 5mL Tube, ,CALL
25006901,Diphenhydra 12.5mg/5mL Ud Oral, Q0163,CALL
25006905,Dexmedetomidi 100MCG/mL 2mL Vl, ,CALL
25006909,Oxytocin 10Units/1000ML Lr Bag, J2590,CALL
25006911,Buspirone Hcl 5mg Tab, ,CALL
25006912,Cefdinir 300 mg Capsule, ,CALL
25006915,Quetiapine Fumara Xr 150mg Tab, ,CALL
25006918,Cefdinir 50mg/mL Btl, ,CALL
25006924,Sodium Chloride 0.9% 100 mL Bg, ,CALL
25006925,Olanzapine Tab 10 mg Disinteg, ,CALL
25006927,Minocycline 100 mg Capsule, ,CALL
25006928,Albuterol Inh 2.5MB/0.5mL Drps, ,CALL
25006932,Hydrocod/Acetamin 5/325 Tab, ,CALL
25006933,Aripiprazole 10 mg Tab, ,CALL
25006934,Ranitidine 150 mg/10mL Ud Oral, ,CALL
25006936,Dextrose 10% Bag 250 mL, ,CALL
25006939,Fentanyl 25 MCG/mL 30 Ml PCA, J3010,CALL
25006941,Nicardipin Hcl 2.5mg/mL 10mL V, J3490,CALL
25006942,Lidocaine 4% Cream 5g Ela-Max, ,CALL
25006943,Bupivac Liposomal 1.3% 20mL V, C9290,CALL
25006944,Ketamine Hcl 100mg/mL MDV, J3490,CALL
25006946,Insulin Injection per 5 units, J1815,CALL
25006947,Albuterol-Ipratropium 4 g Inh, J3535,CALL
25006948,"Heparin 12,500 U/250 mL Pr Bag", J1644,CALL
25006949,Levetiracetam 100mg/mL Oral So, ,CALL
25006951,Rifaximin 550 mg Tab, ,CALL
25006954,Selenium Sulfide 1% Ea Shampoo, A9270,CALL
25006955,Dobutamine D5W 250 mg/250mL Bg, J1250,CALL
25006956,Dextrose 5% 100mmLMinibag Plus, ,CALL
25006957,Lactated Ringer 1000mL Inj Bag, ,CALL
25006958,Dextrose 5% 1000 mL Bag, J7060,CALL
25006959,Sodium Chloride 0.9% 250mL Btl, ,CALL
25006962,Amoxicillin 500mg Capsule, ,CALL
25006963,Ceftriaxone Sod 1g V/50mL, J0696,CALL
25006965,Cephalexin Monohydra 250mg Cap, ,CALL
25006966,Cephalexin Monohydr 500mg Cap, ,CALL
25006967,Ciproflox 400mg/200mL Bag Prem, J0744,CALL
25006969,Clarithromycin 500mg Tab, ,CALL
25006970,Cyclobenzaprine 10mg Tab Prepk, ,CALL
25006971,Dexa Sod Phosp 20mg/30mL SDV, J1100,CALL
25006973,Insulin Reg 100U/mL 10mL MDV, J1815,CALL
25006974,Ketorolac Tromethamin 10mg Tab, ,CALL
25006976,Naloxone Hcl 0.4mg/mL 1mL Vial, J2310,CALL
25006978,Neomy/Polym/Hc Otic 10 mL Susp, ,CALL
25006980,Ondansetron 8mg Tab, Q0162,CALL
25006981,Oxycodone Hcl 5 mg Tab, ,CALL
25006982,Penicillin V Potass 500mg Tab, ,CALL
25006983,Phenazopyridine Hcl 200mg Tab, ,CALL
25006985,Prednisolone 3mg/mL Syrup, J7510,CALL
25006986,Prednisone 20mg Tab, J7512,CALL
25006987,Senna-Dss 1 Ea Tab, ,CALL
25006989,Triamcin Acet. 40mg/mL 1mL Sdv, J3301,CALL
25006990,Bupropion Sr 150mg Tab, ,CALL
25006992,Azithromycin 500mg V, J0456,CALL
25006994,Epoetin Alfa 10000U/1mL Sdv, J0885,CALL
25006995,Polyethy Glycol 3350 225g Btl, ,CALL
25006996,Clindamyc Phos 600mg 50mL V, J3490,CALL
25006998,Clindam Phos 900mg Pre 50mL Vl, J3490,CALL
25007001,Amoxicillin 125mg/5mL Btl, ,CALL
25007002,Simvastatin 20mg Tab, ,CALL
25007006,Tiotropium Inhaler W/5Caps 1Ea, ,CALL
25007007,Lidocaine Jelly 2% 5mL Tube, ,CALL
25007008,Naloxone Hcl 0.4 mg/mL 1mL Syr, J2310,CALL
25007009,Albuterol 8g Inhaler Prepack, J3535,CALL
25007011,Clozapine 25mg Tab, ,CALL
25007012,Divalproex Sod 250mg Tab, ,CALL
25007014,Acetamino W/Hydro 5mg/325mg Pk, ,CALL
25007015,Sterile Water 1000Ml Btl, ,CALL
25007016,Lorazepam 2mg/mL 1mL Sdv, J2060,CALL
25007018,Sod Chloride 0.9% 20mL V, ,CALL
25007019,Sulfa W/Trimeth 800 Tab Prepk, ,CALL
25007020,Sod Chloride 0.9% 1000mL Bag, J7030,CALL
25007021,Ciprofloxacin 500mg Tab, ,CALL
25007022,Doxycycline Hyclate 100mg Cap, ,CALL
25007024,Alum&Mag Hydro Simeth 30mL Sus, ,CALL
25007026,Diazepam 5mg Tab, ,CALL
25007027,Insul/Lisp 100U/mL Kwikpen Inj, J1815,CALL
25007038,Amiodarone Hcl 360mg/200mL Bag, J0282,CALL
25007039,Insulin Nph 100Unit/mL 3mL MDV, J1815,CALL
25007040,Octreotide Acet 0.1 mg/mL Sdv, J2354,CALL
25007042,Docetaxel 20 mg/2 mL V, J9171,CALL
25007043,Fent 2MCG W/Ropivaca 250mL, ,CALL
25007048,Naloxone 1 mg/mL-2mg Syringe, J2310,CALL
25007051,Lidocain Hcl1% 10mg/mL 5mL Ped, J2001,CALL
25007052,Cefotan 1g/50mL Premx Bag, J3490,CALL
25007054,Lactobacillus Bifidobaterium, ,CALL
25007056,MultiVitamin Liq 237mL Btl, ,CALL
25007057,Sodium Chlor 4Meq/mL-100mL Mdv, ,CALL
25007058,Gentamicin 40mg/mL- 20mL MDV, J1580,CALL
25007059,Atropine 2mg/5mL, J0461,CALL
25007060,Ephedrine 50mg/5mL Syr, ,CALL
25007061,Succinylchol 200 mg/10 mL Syr, J0330,CALL
25007065,Raltegravir 400mg Tab, ,CALL
25007069,Oxycodone 5mg/mL Liquid Ud, ,CALL
25007074,Apixaban 5 Mg Tab, ,CALL
25007076,Meloxicam 7.5mg Tab, ,CALL
25020001,Physostigmine Salicyat 1mg/ml, ,CALL
25020003,Sumatriptan 50mg Tab, A9270,CALL
25020004,Esomeprazole 40mg Vial, ,CALL
25020008,Glycopyrrolate 1mg/5ml Syringe, J3490,CALL
25020009,Sodium Chloride 3% 500ml Bag, J7131,CALL
25020010,Rocuronium 10mg/ml 5ml Syringe, ,CALL
25020011,Glycopyrrolate 0.2mg/ml 5mLMDV, J3490,CALL
25020014,Buffered Lidocaine 1% 10ml SDV, J3030,CALL
25020017,Risperidone ODT 1mg Tab, ,CALL
25020018,Risperidone ODT 2mg Tab, ,CALL
25020019,CREATED IN ERROR,90686,CALL
25020020,Influenza Vacc(Egg Free) .5mL, ,CALL
25020021,Lidocaine 2%-PF 10ml Ampule, ,CALL
25020022,Digoxin Immune Fab, ,CALL
25020023,Ethyl Alcohol 98%, ,CALL
25020024,Indomethacin 1mg Vial, ,CALL
25020025,Barium Sulfate 340 gm Bottle, ,CALL
25020026,Barium Sulfate 1900 mL Bag, ,CALL
25020027,Barium Sulfate 30% 230 mL Tube, ,CALL
25020028,Barium Sulfate .1% 450mL Bottl, ,CALL
25020029,Barium Sulfate 2% 450mL Bottle, ,CALL
25020030,Barium Sulfate 700mg Tablet, ,CALL
25020031,Amyl Nitrite .3 mL Ampule, ,CALL
25020032,Iohexol 240 mg/mL 50mL SDV, ,CALL
25020033,Ipilimumab 50 mg/10mL SDV, ,CALL
25020034,Dextros5%-Sodium Chlr.9%500mL, ,CALL
25020035,Glycine Urologic 1.5%3000mLBag, ,CALL
25020037,Sterile Water for Irrig 1000ml, ,CALL
25020038,Sterile Water for Irrig 250mL, ,CALL
25020039,Lidocaine HCL 1% 20mL, J2001,CALL
25020040,MagnesimSulfate4mEq/mL10mL Syr, ,CALL
25020041,Perflutren Lipid Microsphe 2ml, Q9957,CALL
25020042,Piperacillin/Tazobactam 40.5gm, ,CALL
25020043,Emticitabine 200/Tenofovir 300, ,CALL
25020044,Atazanavir 300mg Tab, ,CALL
25020045,Tironavir 100mg Tab, ,CALL
25020046,Tolterodine ER 2mg Cap, A9270,CALL
25020047,Mebrofenin 45mg, ,CALL
25020048,Mebrofenin 20mg, ,CALL
25020049,Sulfur Collid 2mg, ,CALL
25020050,Melatonin 1mg, ,CALL
25020051,Ondansetron ODT Prepack #5, ,CALL
25020052,Divalproex Sodium 125 mg Sprin, ,CALL
25020053,Dexamethasone .1% Ophth 5ml, ,CALL
25020054,Triameterene/HCTZ 37.5/25mg Ta, A9270,CALL
25020055,Pramipexole 0.25Mg Tab, A9270,CALL
25020056,Clozapine 25mg Tab, A9270,CALL
25020057,Collagenase Ointement 30gm, ,CALL
25020058,Rifapentine 150mg Tablet, ,CALL
25020059,MorphinePCA30mg/mL(pharm comp), ,CALL
25020060,Methimazole 10mg Tab, A9270,CALL
25020061,Potassium Iodide 1gm/mL Solut, A9270,CALL
25020062,Cholestyramine 4mg Packet, ,CALL
25020063,FentanylPCA25mcg/mL(Pharm com), ,CALL
