IVNUM,IVDESC,IVCPTCD,IVPRICE1
 4050010,Cefepime/NS IVPB : 2gm/100ml,,0
 4050011,CefTRIAXone/NS IVPB : 1gm/100ml,,0
 4050012,Clindamycin/NS IVPB : 300mg/100ml,,0
 4050013,DilTIAZem/NS INF : 125mg/100ml,,0
 4050014,EPINEPHrine/NS INF : 4mg/250ml,,0
 4050015,Folic Acid/NS IVPB : 1mg/100ml,,0
 4050016,Fosphenytoin/NS IVPB : 100mg/100ml,,0
 4050017,Furosemide/NS INF : 250mg/250ml,,0
 4050018,Gentamicin/NS IVPB : 60mg/250ml,,0
 4050019,Insulin HumuLIN R/NS INF : 100un/100ml,,0
 4050020,Iron Sucrose/NS IVPB : 100mg/100mL,,0
 4050021,LevETIRAcetam/NS IVPB : 500mg/100ml,,0
 4050022,Magnesium Sulfate/NS IVPB : 2gm/100ml,,0
 4050023,Meropenem/NS IVPB : 1gm/100ml,,0
 4050024,Nicardipine/NS INF : 50mg/250ml,,0
 4050025,Norepinephrine/NS INF : 4mg/250ml,,0
 4050026,Octererotide Acet/NS INF : 100mcg/250ml,,0
 4050027,Oxytocin/NS INF : 10un/1000ml,,0
 4050028,Pantoprazole/NS INF : 80mg/100ml,,0
 4050029,Phenylephrine/NS INF : 25mg/250ml,,0
 4050030,Phytonadione/NS IVPB : 10mg/100ml,,0
 4050031,Piperacillin-Taz/NS IVPB : 3.375gm/100ml,,0
 4050032,Promethazine/NS IVPB : 25mg/100ml,,0
 4050033,Vancomycin/NS IVPB : 1gm/250ml,,0
 4050034,Vancomycin/NS IVPB : 500mg/100ml,,0
 4050035,Zoledronic Acid/NS IVPB : 4mg/100ml,,0
 4050044,Zoledronic Acid (Zometa) 4mg/5ml,J3489,325.56
 4050045,NF-Ibu Oral Tablet 800MG,,0
 4050046,NF-predniSONE Oral Tablet 20MG,,0
 4050047,NF-Vicks NyQuil Cold&Flu 325MG-15MG-6.25,,0
 4050048,NF-Vancomycin HCl-Dextrose 1.5GM/500ML-5,,0
 4050049,NF-Vancomycin HCl-Dextrose IV Soln,,0
 4050050,NF-Xopenex Inh/Neb Soln 1.25MG/3ML,,0
 4050051,NF-Ativan Injection 2MG/1ML,,0
 4050052,NF-Silvadene Cream 1%,,0
 4050053,NF-Iron Tablet 325MG,,0
 4050054,NF-Gabapentin Oral Tablet 600MG,,0
 4050055,NF-Combivent Respimat Inhalation Spray,,3
 4050056,NF-Furosemide Oral Tablet 40MG,,0
 4050057,NF-Singulair Tablet 10MG,,0
 4050058,NF-Atorvastatin Calcium Oral Tab 40MG,,0
 4050059,NF-Pramipexole Dihydrochloride Tab 0.5MG,,0
 4050060,NF-Venlafaxine HCl Oral Cap ER 150MG,,0
 4050061,"NF-Metoprolol Succinate Tablet, ER 25MG",,0
 4050062,NF-Omeprazole Magnesium Cap DR 20MG,,0
 4050063,NF-Cyclobenzaprine Oral Tablet 10MG,,0
 4050065,NF-Cartia XT 24 Hr Cap 180MG,,0
 4099998,JUST LIKE TEMPLATE - IV,J7030,0
 4099999,JUST LIKE TEMPLATE - NON IV,A9150,0
 5000001,PULMOAIDE TREATMENT,94640,244.12
 5000002,PULSE OX-SINGLE MP ORDERE,94760,114.54
 5000003,PULSE OX-MULTI MP ORDERED,94761,386.42
 5000004,PULSE OX CONT W/OVERNIGHT,94762,588.87
 5000005,RESPIRATORY SERVICES-MISC,,0
 5050001,=>RESPIRATORY ORDER<=,,0
 5050002,=>CANCEL RESPIRATORY ORDER<=,,0
 5050003,=>EKG ORDER<=,,0
 6000001,PT TAPING-FOOT,29540,222.27
 6000002,PT AQUATIC THERAPY PR 15 MIN,97113,196.19
 6000003,PT WHEELCHAIR MGNMT 15 MIN,97542,159.9
 6000004,PT COMMUNITY REENTRY 15 MIN,97537,165.57
 6000005,PT TAPING-SHOULDER,29240,317.52
 6000006,"PT STRAPPING, ELBOW OR WRIST",29260,273.3
 6000007,"PT STRAPPING, HAND OR FINGER",29280,266.49
 6000008,PT GROUP EXCERCISE,97150,134.95
 6000009,PT PROSTHETIC TRAINING 15MIN,97761,145.16
 6000010,PT ORTHOTIC FIT & TRAIN 15MI,97760,202.99
 6000011,PT TAPING KNEE,29530,305.05
 6000012,PT THERMAL MODALITY,97010,94.13
 6000013,PT TRACTION MECHANICAL,97012,113.4
 6000014,PT ELEC STIM UNATTEND,97014,94.13
 6000015,PT ULTRASOUND 15 MIN,97035,106.6
 6000016,PT PARAFFIN BATH,97018,124.74
 6000017,PT WHIRLPOOL,97022,123.61
 6000018,PT THERAPEUTIC EXER 15 MIN,97110,166.7
 6000019,PT NEUROMSCLR REEDUC PER 15M,97112,171.24
 6000020,PT THERAPEUTIC ACTIV 15 MIN,97530,168.97
 6000021,PT GAIT/AMBULATION PER 15 MI,97116,153.09
 6000022,PT ELEC STIM ATTEND 15MIN,97032,125.88
 6000023,PT IONTOPHORESIS 15MIN,97033,157.63
 6000024,PT MANUAL THERAPY 15MIN,97140,176.91
 6000025,PT MASSAGE PER 15 MIN,97124,140.62
 6000026,PT CONTRAST BATH 15MIN,97034,113.4
 6000027,PT ADL TRAINING 15MIN,97535,185.98
 6000028,PT MOBILITY CURRENT STATUS,G8978,0.02
 6000029,PT MOBILITY GOAL STATUS,G8979,0.02
 6000030,PT MOBILITY D/C STATUS,G8980,0.02
 6000031,PT BODY POS CURRENT STATUS,G8981,0.02
 6000032,PT BODY POS GOAL STATUS,G8982,0.02
 6000033,PT BODY POS D/C STATUS,G8983,0.02
 6000034,PT CARRY CURRENT STATUS,G8984,0.02
 6000035,PT CARRY GOAL STATUS,G8985,0.02
 6000036,PT CARRY D/C STATUS,G8986,0.02
 6000037,PT SELF CARE CURRENT STATUS,G8987,0.02
 6000038,PT SELF CARE GOAL STATUS,G8988,0.02
 6000039,PT SELF CARE D/C STATUS,G8989,0.02
 6000040,PT OTHER PT CURRENT STATUS,G8990,0.02
 6000041,PT OTHER PT GOAL STATUS,G8991,0.02
 6000042,PT OTHER PT D/C STATUS,G8992,0.02
 6000043,PT SUBSEQUENT PT CURRENT STS,G8993,0.02
 6000044,PT SUBSEQUENT PT GOAL STAT,G8994,0.02
 6000045,PT SUBSEQUENT PT D/C STAT,G8995,0.02
 6000046,PT MNT THERAPEUTIC EXR 15MIN,97110,166.7
 6000047,PT MNT THERAPEUTIC ACT 15MIN,97530,168.97
 6000048,PT MNT MANUAL THERAPY 15 MIN,97140,176.91
 6000049,PT MNT GAIT/AMBULATION,97116,153.09
 6000050,PT MNT W/C MANAGEMENT 15MIN,97542,159.9
 6000051,PT MNT COMM/REENTRY 15 MIN,97537,165.57
 6000052,PT MNT GROUP EXCERCISE,97150,134.95
 6000053,PT MNT ADL TRAINING 15 MIN,97535,185.98
 6000054,PT MNT NEUROMUSCULAR REED,97112,171.24
 6000055,PT LOW COMPLEXITY PHYSICAL THRPY EVAL,97161,340.2
 6000056,PT MODERATE COMPLEXITY PHYSICAL THP EVAL,97162,453.6
 6000057,PT HIGH COMPLEXITY PHYSICAL THRPY EVAL,97163,567
 6000058,PT RE-EVALUATION OF PT ESTABLISHED CAREP,97164,378
 6000059,PT PHYSICAL THERAPY MISC,97799,0
 6050001,=>PT ORDER<=,,0
 6050002,=>CANCEL REHAB ORDER<=,,0
 6090000,PT  BODY POS CURRENT G8981-CH,G8981CHGP,0.01
 6090001,PT  BODY POS CURRENT G8981-CI,G8981CIGP,0.01
 6090002,PT  BODY POS CURRENT G8981-CJ,G8981CJGP,0.01
 6090003,PT  BODY POS CURRENT G8981-CK,G8981CKGP,0.01
 6090004,PT  BODY POS CURRENT G8981-CL,G8981CLGP,0.01
 6090005,PT  BODY POS CURRENT G8981-CM,G8981CMGP,0.01
 6090006,PT  BODY POS CURRENT G8981-CN,G8981CNGP,0.01
 6090007,PT  CARRY DC G8986-CH,G8986CHGP,0.01
 6090008,PT  CARRY DC G8986-CI,G8986CIGP,0.01
 6090009,PT  CARRY DC G8986-CJ,G8986CJGP,0.01
 6090010,PT  CARRY DC G8986-CK,G8986CKGP,0.01
 6090011,PT  CARRY DC G8986-CL,G8986CLGP,0.01
 6090012,PT  CARRY DC G8986-CM,G8986CMGP,0.01
 6090013,PT  CARRY DC G8986-CN,G8986CNGP,0.01
 6090014,PT  CARRY GOAL G8985-CH,G8985CHGP,0.01
 6090015,PT  CARRY GOAL G8985-CI,G8985CIGP,0.01
 6090016,PT  CARRY GOAL G8985-CJ,G8985CJGP,0.01
 6090017,PT  CARRY GOAL G8985-CK,G8985CKGP,0.01
 6090018,PT  CARRY GOAL G8985-CL,G8985CLGP,0.01
 6090019,PT  CARRY GOAL G8985-CM,G8985CMGP,0.01
 6090020,PT  CARRY GOAL G8985-CN,G8985CNGP,0.01
 6090021,PT  SELF-CARE DC G8989-CH,G8989CHGP,0.01
 6090022,PT  SELF-CARE DC G8989-CI,G8989CIGP,0.01
 6090023,PT  SELF-CARE DC G8989-CJ,G8989CJGP,0.01
 6090024,PT  SELF-CARE DC G8989-CK,G8989CKGP,0.01
 6090025,PT  SELF-CARE DC G8989-CL,G8989CLGP,0.01
 6090026,PT  SELF-CARE DC G8989-CM,G8989CMGP,0.01
 6090027,PT  SELF-CARE DC G8989-CN,G8989CNGP,0.01
 6090028,PT  SELF-CARE GOAL G8988-CH,G8988CHGP,0.01
 6090029,PT  SELF-CARE GOAL G8988-CI,G8988CIGP,0.01
 6090030,PT  SELF-CARE GOAL G8988-CJ,G8988CJGP,0.01
 6090031,PT  SELF-CARE GOAL G8988-CK,G8988CKGP,0.01
 6090032,PT  SELF-CARE GOAL G8988-CL,G8988CLGP,0.01
 6090033,PT  SELF-CARE GOAL G8988-CM,G8988CMGP,0.01
 6090034,PT  SELF-CARE GOAL G8988-CN,G8988CNGP,0.01
 6090035,PT  SUB PT/OT GOAL G8994-CH,G8994CHGP,0.01
 6090036,PT  SUB PT/OT GOAL G8994-CI,G8994CIGP,0.01
 6090037,PT  SUB PT/OT GOAL G8994-CJ,G8994CJGP,0.01
 6090038,PT  SUB PT/OT GOAL G8994-CK,G8994CKGP,0.01
 6090039,PT  SUB PT/OT GOAL G8994-CL,G8994CLGP,0.01
 6090040,PT  SUB PT/OT GOAL G8994-CM,G8994CMGP,0.01
 6090041,PT  SUB PT/OT GOAL G8994-CN,G8994CNGP,0.01
 6090042,PT  BODY POS DC G8983-CH,G8983CHGP,0.01
 6090043,PT  BODY POS DC G8983-CI,G8983CIGP,0.01
 6090044,PT  BODY POS DC G8983-CJ,G8983CJGP,0.01
 6090045,PT  BODY POS DC G8983-CK,G8983CKGP,0.01
 6090046,PT  BODY POS DC G8983-CL,G8983CLGP,0.01
 6090047,PT  BODY POS DC G8983-CM,G8983CMGP,0.01
 6090048,PT  BODY POS DC G8983-CN,G8983CNGP,0.01
 6090049,PT  BODY POS GOAL G8982-CH,G8982CHGP,0.01
 6090050,PT  BODY POS GOAL G8982-CI,G8982CIGP,0.01
 6090051,PT  BODY POS GOAL G8982-CJ,G8982CJGP,0.01
 6090052,PT  BODY POS GOAL G8982-CK,G8982CKGP,0.01
 6090053,PT  BODY POS GOAL G8982-CL,G8982CLGP,0.01
 6090054,PT  BODY POS GOAL G8982-CM,G8982CMGP,0.01
 6090055,PT  BODY POS GOAL G8982-CN,G8982CNGP,0.01
 6090056,PT  CARRY CURRENT G8984 -CH,G8984CHGP,0.01
 6090057,PT  CARRY CURRENT G8984 -CI,G8984CIGP,0.01
 6090058,PT  CARRY CURRENT G8984 -CJ,G8984CJGP,0.01
 6090059,PT  CARRY CURRENT G8984 -CK,G8984CKGP,0.01
 6090060,PT  CARRY CURRENT G8984 -CL,G8984CLGP,0.01
 6090061,PT  CARRY CURRENT G8984 -CM,G8984CMGP,0.01
 6090062,PT  CARRY CURRENT G8984 -CN,G8984CNGP,0.01
 6090063,PT  MOBILITY CURRENT G8978- CH,G8978CHGP,0.01
 6090064,PT  MOBILITY CURRENT G8978- CI,G8978CIGP,0.01
 6090065,PT  MOBILITY CURRENT G8978- CJ,G8978CJGP,0.01
 6090066,PT  MOBILITY CURRENT G8978- CK,G8978CKGP,0.01
 6090067,PT  MOBILITY CURRENT G8978- CL,G8978CLGP,0.01
 6090068,PT  MOBILITY CURRENT G8978- CM,G8978CMGP,0.01
 6090069,PT  MOBILITY CURRENT G8978- CN,G8978CNGP,0.01
 6090070,PT  MOBILITY DC G8980-CH,G8980CHGP,0.01
 6090071,PT  MOBILITY DC G8980-CI,G8980CIGP,0.01
 6090072,PT  MOBILITY DC G8980-CJ,G8980CJGP,0.01
 6090073,PT  MOBILITY DC G8980-CK,G8980CKGP,0.01
 6090074,PT  MOBILITY DC G8980-CL,G8980CLGP,0.01
 6090075,PT  MOBILITY DC G8980-CM,G8980CMGP,0.01
 6090076,PT  MOBILITY DC G8980-CN,G8980CNGP,0.01
 6090077,PT  MOBILITY GOAL G8979-CH,G8979CHGP,0.01
 6090078,PT  MOBILITY GOAL G8979-CI,G8979CIGP,0.01
 6090079,PT  MOBILITY GOAL G8979-CJ,G8979CJGP,0.01
 6090080,PT  MOBILITY GOAL G8979-CK,G8979CKGP,0.01
 6090081,PT  MOBILITY GOAL G8979-CL,G8979CLGP,0.01
 6090082,PT  MOBILITY GOAL G8979-CM,G8979CMGP,0.01
 6090083,PT  MOBILITY GOAL G8979-CN,G8979CNGP,0.01
 6090084,PT  OTHER PT/OT CURRENT G8990-CH,G8990CHGP,0.01
 6090085,PT  OTHER PT/OT CURRENT G8990-CI,G8990CIGP,0.01
 6090086,PT  OTHER PT/OT CURRENT G8990-CJ,G8990CJGP,0.01
 6090087,PT  OTHER PT/OT CURRENT G8990-CK,G8990CKGP,0.01
 6090088,PT  OTHER PT/OT CURRENT G8990-CL,G8990CLGP,0.01
 6090089,PT  OTHER PT/OT CURRENT G8990-CM,G8990CMGP,0.01
 6090090,PT  OTHER PT/OT CURRENT G8990-CN,G8990CNGP,0.01
 6090091,PT  OTHER PT/OT DC G8992-CH,G8992CHGP,0.01
 6090092,PT  OTHER PT/OT DC G8992-CI,G8992CIGP,0.01
 6090093,PT  OTHER PT/OT DC G8992-CJ,G8992CJGP,0.01
 6090094,PT  OTHER PT/OT DC G8992-CK,G8992CKGP,0.01
 6090095,PT  OTHER PT/OT DC G8992-CL,G8992CLGP,0.01
 6090096,PT  OTHER PT/OT DC G8992-CM,G8992CMGP,0.01
 6090097,PT  OTHER PT/OT DC G8992-CN,G8992CNGP,0.01
 6090098,PT  OTHER PT/OT GOAL G8991-CH,G8991CHGP,0.01
 6090099,PT  OTHER PT/OT GOAL G8991-CI,G8991CIGP,0.01
 6090100,PT  OTHER PT/OT GOAL G8991-CJ,G8991CJGP,0.01
 6090101,PT  OTHER PT/OT GOAL G8991-CK,G8991CKGP,0.01
 6090102,PT  OTHER PT/OT GOAL G8991-CL,G8991CLGP,0.01
 6090103,PT  OTHER PT/OT GOAL G8991-CM,G8991CMGP,0.01
 6090104,PT  OTHER PT/OT GOAL G8991-CN,G8991CNGP,0.01
 6090105,PT  SELF-CARE CURRENT G8987-CH,G8987CHGP,0.01
 6090106,PT  SELF-CARE CURRENT G8987-CI,G8987CIGP,0.01
 6090107,PT  SELF-CARE CURRENT G8987-CJ,G8987CJGP,0.01
 6090108,PT  SELF-CARE CURRENT G8987-CK,G8987CKGP,0.01
 6090109,PT  SELF-CARE CURRENT G8987-CL,G8987CLGP,0.01
 6090110,PT  SELF-CARE CURRENT G8987-CM,G8987CMGP,0.01
 6090111,PT  SELF-CARE CURRENT G8987-CN,G8987CNGP,0.01
 6090112,PT  SUB PT/OT CURRENT G8993-CH,G8993CHGP,0.01
 6090113,PT  SUB PT/OT CURRENT G8993-CI,G8993CIGP,0.01
 6090114,PT  SUB PT/OT CURRENT G8993-CJ,G8993CJGP,0.01
 6090115,PT  SUB PT/OT CURRENT G8993-CK,G8993CKGP,0.01
 6090116,PT  SUB PT/OT CURRENT G8993-CL,G8993CLGP,0.01
 6090117,PT  SUB PT/OT CURRENT G8993-CM,G8993CMGP,0.01
 6090118,PT  SUB PT/OT CURRENT G8993-CN,G8993CNGP,0.01
 6090119,PT  SUB PT/OT DC G8995-CH,G8995CHGP,0.01
 6090120,PT  SUB PT/OT DC G8995-CI,G8995CIGP,0.01
 6090121,PT  SUB PT/OT DC G8995-CJ,G8995CJGP,0.01
 6090122,PT  SUB PT/OT DC G8995-CK,G8995CKGP,0.01
 6090123,PT  SUB PT/OT DC G8995-CL,G8995CLGP,0.01
 6090124,PT  SUB PT/OT DC G8995-CM,G8995CMGP,0.01
 6090125,PT  SUB PT/OT DC G8995-CN,G8995CNGP,0.01
 6100001,OT COMMUNITY REENTRY,97537,153.3
 6100002,OT THERAPEUTIC ACTIV 15 MIN,97530,156.45
 6100003,OT GROUP EXCERCISE,97150,124.95
 6100004,OT ORTHOTIC FIT & TRAIN,97760,187.95
 6100005,OT ORTHO/PROSTHETIC 15 MIN,97761,134.4
 6100006,OT THERMAL MODALITY,97010,87.15
 6100007,OT ELEC STIM UNATTEND,97014,87.15
 6100008,OT ULTRASOUND,97035,98.7
 6100009,OT PARAFFIN BATH,97018,115.5
 6100010,OT THERAPEUTIC EXER 15MIN,97110,154.35
 6100011,OT NEUROMSCLR REEDUC 15MIN,97112,158.55
 6100012,OT ELEC STIM ATTEND 15MIN,97032,116.55
 6100013,OT MASSAGE PER 15 MIN,97124,130.2
 6100014,OT CONTRAST BATH,97034,105
 6100015,OT MANUAL THERAPY 15 MIN,97140,163.8
 6100016,OT MNT MANUAL THERAPY 15 MIN,97140,163.8
 6100017,OT ACTIVITY OF DAILY LIVING,97535,172.2
 6100018,OT HOME EVALUATION,97139,153.3
 6100019,OT MOBILITY CURRENT STATUS,G8978,0.01
 6100020,OT MOBILITY GOAL STATUS,G8979,0.01
 6100021,OT MOBILITY D/C STATUS,G8980,0.01
 6100022,OT BODY POS CURRENT STATUS,G8981,0.01
 6100023,OT BODY POS GOAL STATUS,G8982,0.01
 6100024,OT BODY POS D/C STATUS,G8983,0.01
 6100025,OT CARRY CURRENT STATUS,G8984,0.01
 6100026,OT CARRY GOAL STATUS,G8985,0.01
 6100027,OT CARRY D/C STATUS,G8986,0.01
 6100028,OT SELF CARE CURRENT STATUS,G8987,0.01
 6100029,OT SELF CARE GOAL STATUS,G8988,0.01
 6100030,OT SELF CARE D/C STATUS,G8989,0.01
 6100031,OT OTHER OT CURRENT STATUS,G8990,0.01
 6100032,OT OTHER OT GOAL STATUS,G8991,0.01
 6100033,OT OTHER OT D/C STATUS,G8992,0.01
 6100034,OT SUBSEQUENT OT CURRENT STS,G8993,0.01
 6100035,OT SUBSEQUENT OT GOAL STATUS,G8994,0.01
 6100036,OT SUBSEQUENT OT D/C STATUS,G8995,0.01
 6100037,OT LOW COMPLEXITY OCCUPATIONAL THPY EVAL,97165,315
 6100038,OT MODERATE COMPLEXITY OCCUP THRP EVAL,97166,420
 6100039,OT HIGH COMPLEXITY OCCUP THERAPY EVAL,97167,525
 6100040,OT REVALUATION 30 MINUTES,97168,315
 6150001,=>OT ORDER<=,,0
 6190000,OT  OTHER PT/OT CURRENT G8990-CH,G8990CHGO,0.01
 6190001,OT  OTHER PT/OT CURRENT G8990-CI,G8990CIGO,0.01
 6190002,OT  OTHER PT/OT CURRENT G8990-CJ,G8990CJGO,0.01
 6190003,OT  OTHER PT/OT CURRENT G8990-CK,G8990CKGO,0.01
 6190004,OT  OTHER PT/OT CURRENT G8990-CL,G8990CLGO,0.01
 6190005,OT  OTHER PT/OT CURRENT G8990-CM,G8990CMGO,0.01
 6190006,OT  OTHER PT/OT CURRENT G8990-CN,G8990CNGO,0.01
 6190007,OT  ATTEN CURRENT G9165-CH,G9165CHGO,0.01
 6190008,OT  ATTEN CURRENT G9165-CI,G9165CIGO,0.01
 6190009,OT  ATTEN CURRENT G9165-CJ,G9165CJGO,0.01
 6190010,OT  ATTEN CURRENT G9165-CK,G9165CKGO,0.01
 6190011,OT  ATTEN CURRENT G9165-CL,G9165CLGO,0.01
 6190012,OT  ATTEN CURRENT G9165-CM,G9165CMGO,0.01
 6190013,OT  ATTEN CURRENT G9165-CN,G9165CNGO,0.01
 6190014,OT  ATTEN GOAL G9166-CH,G9166CHGO,0.01
 6190015,OT  ATTEN GOAL G9166-CI,G9166CIGO,0.01
 6190016,OT  ATTEN GOAL G9166-CJ,G9166CJGO,0.01
 6190017,OT  ATTEN GOAL G9166-CK,G9166CKGO,0.01
 6190018,OT  ATTEN GOAL G9166-CL,G9166CLGO,0.01
 6190019,OT  ATTEN GOAL G9166-CM,G9166CMGO,0.01
 6190020,OT  ATTEN GOAL G9166-CN,G9166CNGO,0.01
 6190021,OT  BODY POS CURRENT G8981-CH,G8981CHGO,0.01
 6190022,OT  BODY POS CURRENT G8981-CI,G8981CIGO,0.01
 6190023,OT  BODY POS CURRENT G8981-CJ,G8981CJGO,0.01
 6190024,OT  BODY POS CURRENT G8981-CK,G8981CKGO,0.01
 6190025,OT  BODY POS CURRENT G8981-CL,G8981CLGO,0.01
 6190026,OT  BODY POS CURRENT G8981-CM,G8981CMGO,0.01
 6190027,OT  BODY POS CURRENT G8981-CN,G8981CNGO,0.01
 6190028,OT  CARRY DC G8986-CH,G8986CHGO,0.01
 6190029,OT  CARRY DC G8986-CI,G8986CIGO,0.01
 6190030,OT  CARRY DC G8986-CJ,G8986CJGO,0.01
 6190031,OT  CARRY DC G8986-CK,G8986CKGO,0.01
 6190032,OT  CARRY DC G8986-CL,G8986CLGO,0.01
 6190033,OT  CARRY DC G8986-CM,G8986CMGO,0.01
 6190034,OT  CARRY DC G8986-CN,G8986CNGO,0.01
 6190035,OT  CARRY GOAL G8985-CH,G8985CHGO,0.01
 6190036,OT  CARRY GOAL G8985-CI,G8985CIGO,0.01
 6190037,OT  CARRY GOAL G8985-CJ,G8985CJGO,0.01
 6190038,OT  CARRY GOAL G8985-CK,G8985CKGO,0.01
 6190039,OT  CARRY GOAL G8985-CL,G8985CLGO,0.01
 6190040,OT  CARRY GOAL G8985-CM,G8985CMGO,0.01
 6190041,OT  CARRY GOAL G8985-CN,G8985CNGO,0.01
 6190042,OT  MEMORY CURRENT G9168-CH,G9168CHGO,0.01
 6190043,OT  MEMORY CURRENT G9168-CI,G9168CIGO,0.01
 6190044,OT  MEMORY CURRENT G9168-CJ,G9168CJGO,0.01
 6190045,OT  MEMORY CURRENT G9168-CK,G9168CKGO,0.01
 6190046,OT  MEMORY CURRENT G9168-CL,G9168CLGO,0.01
 6190047,OT  MEMORY CURRENT G9168-CM,G9168CMGO,0.01
 6190048,OT  MEMORY CURRENT G9168-CN,G9168CNGO,0.01
 6190049,OT  MEMORY DC G9170-CH,G9170CHGO,0.01
 6190050,OT  MEMORY DC G9170-CI,G9170CIGO,0.01
 6190051,OT  MEMORY DC G9170-CJ,G9170CJGO,0.01
 6190052,OT  MEMORY DC G9170-CK,G9170CKGO,0.01
 6190053,OT  MEMORY DC G9170-CL,G9170CLGO,0.01
 6190054,OT  MEMORY DC G9170-CM,G9170CMGO,0.01
 6190055,OT  MEMORY DC G9170-CN,G9170CNGO,0.01
 6190056,OT  MEMORY GOAL G9169-CH,G9169CHGO,0.01
 6190057,OT  MEMORY GOAL G9169-CI,G9169CIGO,0.01
 6190058,OT  MEMORY GOAL G9169-CJ,G9169CJGO,0.01
 6190059,OT  MEMORY GOAL G9169-CK,G9169CKGO,0.01
 6190060,OT  MEMORY GOAL G9169-CL,G9169CLGO,0.01
 6190061,OT  MEMORY GOAL G9169-CM,G9169CMGO,0.01
 6190062,OT  MEMORY GOAL G9169-CN,G9169CNGO,0.01
 6190063,OT  SELF-CARE DC G8989-CH,G8989CHGO,0.01
 6190064,OT  SELF-CARE DC G8989-CI,G8989CIGO,0.01
 6190065,OT  SELF-CARE DC G8989-CJ,G8989CJGO,0.01
 6190066,OT  SELF-CARE DC G8989-CK,G8989CKGO,0.01
 6190067,OT  SELF-CARE DC G8989-CL,G8989CLGO,0.01
 6190068,OT  SELF-CARE DC G8989-CM,G8989CMGO,0.01
 6190069,OT  SELF-CARE DC G8989-CN,G8989CNGO,0.01
 6190070,OT  SELF-CARE GOAL G8988-CH,G8988CHGO,0.01
 6190071,OT  SELF-CARE GOAL G8988-CI,G8988CIGO,0.01
 6190072,OT  SELF-CARE GOAL G8988-CJ,G8988CJGO,0.01
 6190073,OT  SELF-CARE GOAL G8988-CK,G8988CKGO,0.01
 6190074,OT  SELF-CARE GOAL G8988-CL,G8988CLGO,0.01
 6190075,OT  SELF-CARE GOAL G8988-CM,G8988CMGO,0.01
 6190076,OT  SELF-CARE GOAL G8988-CN,G8988CNGO,0.01
 6190077,OT  SUB PT/OT GOAL G8994-CH,G8994CHGO,0.01
 6190078,OT  SUB PT/OT GOAL G8994-CI,G8994CIGO,0.01
 6190079,OT  SUB PT/OT GOAL G8994-CJ,G8994CJGO,0.01
 6190080,OT  SUB PT/OT GOAL G8994-CK,G8994CKGO,0.01
 6190081,OT  SUB PT/OT GOAL G8994-CL,G8994CLGO,0.01
 6190082,OT  SUB PT/OT GOAL G8994-CM,G8994CMGO,0.01
 6190083,OT  SUB PT/OT GOAL G8994-CN,G8994CNGO,0.01
 6190084,OT  ATTEN DC G9167-CH,G9167CHGO,0.01
 6190085,OT  ATTEN DC G9167-CI,G9167CIGO,0.01
 6190086,OT  ATTEN DC G9167-CJ,G9167CJGO,0.01
 6190087,OT  ATTEN DC G9167-CK,G9167CKGO,0.01
 6190088,OT  ATTEN DC G9167-CL,G9167CLGO,0.01
 6190089,OT  ATTEN DC G9167-CM,G9167CMGO,0.01
 6190090,OT  ATTEN DC G9167-CN,G9167CNGO,0.01
 6190091,OT  BODY POS DC G8983-CH,G8983CHGO,0.01
 6190092,OT  BODY POS DC G8983-CI,G8983CIGO,0.01
 6190093,OT  BODY POS DC G8983-CJ,G8983CJGO,0.01
 6190094,OT  BODY POS DC G8983-CK,G8983CKGO,0.01
 6190095,OT  BODY POS DC G8983-CL,G8983CLGO,0.01
 6190096,OT  BODY POS DC G8983-CM,G8983CMGO,0.01
 6190097,OT  BODY POS DC G8983-CN,G8983CNGO,0.01
 6190098,OT  BODY POS GOAL G8982-CH,G8982CHGO,0.01
 6190099,OT  BODY POS GOAL G8982-CI,G8982CIGO,0.01
 6190100,OT  BODY POS GOAL G8982-CJ,G8982CJGO,0.01
 6190101,OT  BODY POS GOAL G8982-CK,G8982CKGO,0.01
 6190102,OT  BODY POS GOAL G8982-CL,G8982CLGO,0.01
 6190103,OT  BODY POS GOAL G8982-CM,G8982CMGO,0.01
 6190104,OT  BODY POS GOAL G8982-CN,G8982CNGO,0.01
 6190105,OT  CARRY CURRENT G8984 -CH,G8984CHGO,0.01
 6190106,OT  CARRY CURRENT G8984 -CI,G8984CIGO,0.01
 6190107,OT  CARRY CURRENT G8984 -CJ,G8984CJGO,0.01
 6190108,OT  CARRY CURRENT G8984 -CK,G8984CKGO,0.01
 6190109,OT  CARRY CURRENT G8984 -CL,G8984CLGO,0.01
 6190110,OT  CARRY CURRENT G8984 -CM,G8984CMGO,0.01
 6190111,OT  CARRY CURRENT G8984 -CN,G8984CNGO,0.01
 6190112,OT  MOBILITY CURRENT G8978- CH,G8978CHGO,0.01
 6190113,OT  MOBILITY CURRENT G8978- CI,G8978CIGO,0.01
 6190114,OT  MOBILITY CURRENT G8978- CJ,G8978CJGO,0.01
 6190115,OT  MOBILITY CURRENT G8978- CK,G8978CKGO,0.01
 6190116,OT  MOBILITY CURRENT G8978- CL,G8978CLGO,0.01
 6190117,OT  MOBILITY CURRENT G8978- CM,G8978CMGO,0.01
 6190118,OT  MOBILITY CURRENT G8978- CN,G8978CNGO,0.01
 6190119,OT  MOBILITY DC G8980-CH,G8980CHGO,0.01
