NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
DRUGS,LEUPROLIDE KIT INJ 22.5 MG,"$4,702.82"
DRUGS,INJ    MELPHALAN HCL    50 MG,"$4,894.02"
DRUGS,LEUPROLIDE ACETATE INJ 7.5 MG,"$4,910.89"
DRUGS,VINCRISTINE LIPOSML 5MG/31ML,"$6,483.75"
DRUGS,CARMUSTINE    100 MG,"$12,520.45"
DRUGS,PEGASPARGASE    SINGLE DOSE VIAL,"$45,944.11"
DRUGS,BELATACEPT INJ 250 MG *R*,$11.41
DRUGS,BRIMONIDINE 0.15% OPT 5ML,$350.86
DRUGS,ALUM-MAG SIMETHICONE *NF SUSP,$0.01
DRUGS,DEXTROSE 10% 1/6 NS 500ML,$0.01
DRUGS,DEXTROSE 5% NACL 0.15%,$0.01
DRUGS,DEXTROSE 2.5% 250 ML-LVP,$0.01
DRUGS,CHLORHEXIDINE .12% SUCTIONING,$0.01
DRUGS,TIOTROPIUM BROMIDE HANDIHALER,$0.01
DRUGS,DEXTROSE 10%/.45% NACL 1000ML,$0.01
DRUGS,LISINOPRIL 1MG/ML ORAL SUSP,$0.01
DRUGS,DEXTROSE 15% 500ML,$0.01
DRUGS,MINERAL OIL 480 ML,$0.01
DRUGS,REGN 1979 2000 MCG/ML *IND*,$0.03
DRUGS,PF-04518600 *INV*,$0.03
DRUGS,CALCIUM CARBONATE TAB 648 MG,$0.03
DRUGS,ASCORBIC ACID VITAMIN C *INV*,$0.03
DRUGS,ATROPINE SYR 1MG/10ML ANES,$0.03
DRUGS,CETUXIMAB *IND*,$0.03
DRUGS,CPX-351 *IND* INJ,$0.03
DRUGS,IPILIMUMAB/PLACEBO 5MG/ML *IND,$0.03
DRUGS,BENDAMUSTINE INJ 5 MG/ML *IND*,$0.03
DRUGS,BRENTUXIMAB INJ *IND*,$0.03
DRUGS,ROMIDEPSIN 5 MG/ML INJ *IND*,$0.03
DRUGS,NIVOLUMAB 10 MG/ML INJ *IND*,$0.03
DRUGS,ASP2215 TAB 40MG *IND*,$0.03
DRUGS,PEMBROLIZUMAB 25 MG/ML *INV*,$0.03
DRUGS,0.9%NS/REGN 1979 DILUENT *IND*,$0.03
DRUGS,VENETOCLAX 100 MG TAB *IND*,$0.03
DRUGS,PEVONDISTAT 10 MG/ML *IND*,$0.03
DRUGS,ADENOSINE 0.84MG/KG INJ *IND*,$0.03
DRUGS,ATEZOLIZUMAB 60MG/ML INJ *INV*,$0.03
DRUGS,VEHICLE 001 INJ *INV*,$0.03
DRUGS,ORH 2014 5MG CAP *INV*,$0.03
DRUGS,PERTUZUMAB 30MG/ML INJ *INV*,$0.03
DRUGS,DALBAVANCIN 20MG/ML INJ *INV*,$0.03
DRUGS,HP-CD (VTS-270) *INV*,$0.03
DRUGS,SCY-078 250 MG TABLET *INV*,$0.03
DRUGS,LAM-003 50 MG TABLET *INV*,$0.03
DRUGS,APR-246 150 MG/ML INJ *INV*,$0.03
DRUGS,TRASTUZUMAB *IND*,$0.03
DRUGS,LACTULOSE SYRP 10 G/15 ML,$0.03
DRUGS,DECITABINE INJ *IND*,$0.03
DRUGS,IMMU-132 *IND*,$0.03
DRUGS,PRM-151 INJ *IND*,$0.03
DRUGS,RX-0201 100 MG/ML INJ *IND*,$0.03
DRUGS,REGN 1979 100 MCG/ML *IND*,$0.03
DRUGS,SL-401 inj *INV*,$0.03
DRUGS,OPN 305 10MG/ML *IND*,$0.03
DRUGS,AMV 12.5MCG/ML INJ *INV*,$0.03
DRUGS,AZD5991 10MG/ML INJ *INV*,$0.03
DRUGS,CC-486 100MG CAP *INV*,$0.03
DRUGS,MEDI4736 INJ 200 MG *IND*,$0.03
DRUGS,ISO-OSMOTIC SOLUTION,$0.03
DRUGS,MEDICAL MARIJUANA HOME TRTMNT,$0.03
DRUGS,SGI-110 INJ *IND*,$0.03
DRUGS,ACETAZOLAMIDE PO SUSP 25 MG/ML,$0.03
DRUGS,ASCORBIC ACID TAB 250 MG,$0.03
DRUGS,ENTOSPLETINIB 200 MG TAB *INV*,$0.03
DRUGS,OTS167 *INV*,$0.03
DRUGS,HYDROMORPHONE CLINIC PCA,$0.03
DRUGS,HYDROCHLOROTHIAZIDE PO 5MG/ML,$0.03
DRUGS,HAS/D5W STOCK SLN 0.5MG/ML INV,$0.03
DRUGS,LENALIDOMIDE CAP 25MG,$0.03
DRUGS,REGN2810 INJ 250MG/10ML *IND*,$0.03
DRUGS,VANCOMYCIN 2 G TOPICAL *IND*,$0.03
DRUGS,FREE-IND-IVPB,$0.03
DRUGS,ENALAPRIL SUSP 1 MG/ML EXT,$0.03
DRUGS,NALOXONE INTRANASAL KIT,$0.03
DRUGS,NON-FORMULARY ITEM,$0.04
DRUGS,AMV 125 MCG/ML INJ *INV*,$0.04
DRUGS,RUXOLITINIB 5MG TAB *IND*,$0.04
DRUGS,CLONAZEPAM PO SUSP 0.1 MG/1 ML,$0.04
DRUGS,LISINOPRIL TAB 2.5MG,$0.04
DRUGS,SODIUM CHLORD 0.9% IRGTN 250ML,$0.04
DRUGS,HYDROMORPHONE ON DEMAND PCA,$0.04
DRUGS,HSA/D5W DIL #1 5 MG/ML  *INV*,$0.04
DRUGS,LENALIDOMIDE CAP 10MG,$0.04
DRUGS,LENALIDOMIDE CAP 20MG,$0.04
DRUGS,STERILE H2O IRRIGATN SLN 250ML,$0.04
DRUGS,ENTECAVIR SOLN 0.05MG/ML EXT,$0.04
DRUGS,MORPHINE ON DEMAND PCA,$0.04
DRUGS,FENTANYL ON DEMAND PCA,$0.04
DRUGS,IBRUTINIB 420 MG TAB,$0.04
DRUGS,HEPATITIS B VAC 5MCG/0.5ML,$0.04
DRUGS,NIACIN TAB 50 MG,$0.04
DRUGS,BLINATUMOMAB STABILIZER,$0.04
DRUGS,CABAZITAXEL INJ *IND*,$0.04
DRUGS,LC BEAD (100 - 300 MICRON),$0.04
DRUGS,MEDICATION APPROVAL,$0.04
DRUGS,AG-221 100 MG TAB *IND*,$0.04
DRUGS,CHEMOTHERAPY COMMUNICATION,$0.04
DRUGS,COPANLISIB INJ 60MG *IND*,$0.04
DRUGS,0.9NS/REGN 1979DIL FLUSH *IND*,$0.04
DRUGS,BRINCIDOFOVIR SUSP *IND*,$0.04
DRUGS,FT-2102 150 MG TAB *INV*,$0.04
DRUGS,RRX-001 2MG/ML INJ *INV*,$0.04
DRUGS,ACD-A INJ *INV*,$0.04
DRUGS,FREE-IND,$0.04
DRUGS,OXYBUTYNIN SYRP 5 MG/5 ML,$0.04
DRUGS,THIAMINE TAB 50 MG,$0.05
DRUGS,PYRIDOXINE HCL TAB 25 MG UD,$0.05
DRUGS,D5W 250 ML W/ LIDOCAINE 2 G,$0.05
DRUGS,PYRIDOXINE TAB 100MG,$0.05
DRUGS,JNJ-63709178/VEH 001 INJ *INV*,$0.05
DRUGS,PYRIDOXINE HCL TAB 50 MG,$0.05
DRUGS,CALCIUM CARBONATE SUSP 1250 MG,$0.05
DRUGS,PSEUDOEPHEDRINE SYRP 30 MG/5 M,$0.05
DRUGS,SODIUM BICARB SOLN 1 MEQ/1 ML,$0.06
DRUGS,TESTOSTERONE CYP 200MG/ML,$0.06
DRUGS,VITAMIN A AQ CAP 10000IU UD,$0.06
DRUGS,RANITIDINE *R* SYRP 15 MG/ML,$0.06
DRUGS,ACETAMINOPHEN 120MG/3.75ML,$0.06
DRUGS,DEXAMETHASONE TAB 1.5 MG,$0.06
DRUGS,PSEUDOEPHEDRINE TAB 30 MG,$0.06
DRUGS,IBUPROFEN SUSP 100 MG/5 ML,$0.06
DRUGS,ACETAMINOPHEN TAB 325MG,$0.07
DRUGS,CYTRA 3 VANILLA 473ML,$0.07
DRUGS,NIACIN TAB 500 MG UD,$0.07
DRUGS,AMANTADINE SYRP 50 MG/5 ML,$0.07
DRUGS,LABETALOL PO SUSP 40 MG/ML,$0.08
DRUGS,TOCOPHEROL CAP 100 U,$0.08
DRUGS,MELATONIN TAB 1MG,$0.08
DRUGS,ZOLPIDEM 5MG TAB BULK,$0.08
DRUGS,BISMUTH*NF SUSP 87.33 MG/5 ML,$0.08
DRUGS,VITAMIN E CAP 200 IU UD,$0.08
DRUGS,FENTANYL 200 MCG IN 100 ML,$0.08
DRUGS,HYDROMORPHONE 3 MG IN 100 ML,$0.08
DRUGS,DOXEPIN *NF* CAP 25 MG,$0.08
DRUGS,CALCIUM CITRATE VIT D 315MG,$0.08
DRUGS,LANSOPRAZOLE PO SUSP 3 MG/ML,$0.09
DRUGS,ASPIRIN CHEW TAB 81 MG,$0.09
DRUGS,BISACODYL TAB 5 MG,$0.09
DRUGS,MULTIVIT-MINERALS PRENATAL TAB,$0.09
DRUGS,ASCORBIC ACID TAB 500 MG,$0.09
DRUGS,FERROUS SULFATE TAB 325 MG,$0.09
DRUGS,ATENOLOL TAB 12.5 MG,$0.09
DRUGS,MULTIVITAMINS CHEW TAB,$0.09
DRUGS,LORATADINE PO SYRP 1MG/ML EXT,$0.09
DRUGS,MULTIVITAMINS CAP,$0.09
DRUGS,SPIRONOLACTONE SUSP 1MG/ML,$0.09
DRUGS,IBUPROFEN TAB 200 MG,$0.09
DRUGS,CALCIUM CITRATE TAB 950MG,$0.10
DRUGS,CHOLECALCIFEROL TAB 1000 INT.,$0.10
DRUGS,WITCH HAZEL PAD JAR OF 40,$0.10
DRUGS,CHLORPHENIRAMINE TAB 4 MG,$0.10
DRUGS,HYDRALAZINE PO SUSP 4 MG/ML,$0.10
DRUGS,ACYCLOVIR INJ 500 MG,$0.10
DRUGS,PSEUDOEPHEDRINE TAB 60 MG,$0.10
DRUGS,SENNA CONC SYRUP 240 ML,$0.10
DRUGS,ASPIRIN EC TAB 81 MG UD,$0.10
DRUGS,NIFEDIPINE 4MG/ML EXTEMP,$0.10
DRUGS,CALCIUM CARBONATE TAB 1250 MG,$0.10
DRUGS,CLONAZEPAM PO SUSP 0.5 MG/5 ML,$0.11
DRUGS,HYDROCHLOROTHIAZIDE TAB 25 MG,$0.11
DRUGS,WARFARIN TAB 0.5MG,$0.11
DRUGS,VITAMIN B COMPLEX CAP UD,$0.11
DRUGS,LEVETIRACETAM ORAL SOLN 100MG,$0.12
DRUGS,HYDROCHLOROTHIAZIDE TAB 50 MG,$0.12
DRUGS,ASPIRIN EC TAB 325 MG,$0.12
DRUGS,SENNA TAB,$0.12
DRUGS,DICYCLOMINE *NF* TAB 20 MG,$0.12
DRUGS,LIDOCAINE INJ 1% 50 ML,$0.12
DRUGS,HYDROXYCHLOROQUINE 25MG/ML,$0.12
DRUGS,FERROUS SULFATE 7.5MG/0.5ML SL,$0.12
DRUGS,WARFARIN TAB 1 MG,$0.12
DRUGS,ACYCLOVIR IV SY 7 MG/ML D5W,$0.12
DRUGS,VALPROATE SODIUM SYRP 250 MG/5,$0.12
DRUGS,WARFARIN TAB 2 MG,$0.12
DRUGS,CLONIDINE SUSP 0.1 MG/ML EXT,$0.12
DRUGS,SODIUM PHOS 3MMOL/ML EXT,$0.13
DRUGS,DOCUSATE CAP 100 MG,$0.13
DRUGS,DEXAMETHASONE TAB 0.5 MG,$0.13
DRUGS,WARFARIN TAB 2.5 MG,$0.13
DRUGS,PEN V POT SUSP 250 MG/5 ML 100,$0.13
DRUGS,LEVOTHYROXINE PO SUSP 25 MCG/M,$0.13
DRUGS,DEXAMETHASONE TAB 6MG *NF*,$0.13
DRUGS,SIMETHICONE CHEW TAB 80 MG,$0.13
DRUGS,DIAZEPAM TAB 5 MG,$0.14
DRUGS,WARFARIN TAB 5 MG,$0.14
DRUGS,DEXAMETHASONE TAB 4 MG,$0.14
DRUGS,BROMOCRIPTINE TAB 2.5 MG,$16.65
DRUGS,METOPROLOL TARTRATE 100MG TAB,$0.14
DRUGS,LISINOPRIL TAB 20 MG,$0.14
DRUGS,BUPIVACAINE INJ .25%-30ML,$0.15
DRUGS,CALCIUM CARBONATE-VIT D TAB 50,$0.15
DRUGS,SULFAMET-TRIM SYR 0.8MG/ML D5W,$0.15
DRUGS,AMOXICILLIN CAP 250 MG,$0.15
DRUGS,FUROSEMIDE SOLN 10 MG/ML 60 ML,$0.15
DRUGS,ALLOPURINOL PO SUSP 20 MG/ML E,$0.15
DRUGS,RIBOFLAVIN TAB 100MG,$0.15
DRUGS,CYCLOBENZAPRINE TAB 5MG UD,$0.16
DRUGS,NAPROXEN TAB 250 MG,$0.16
DRUGS,DIVALPROEX EC TAB 125 MG,$0.16
DRUGS,MAGN SULF PO SLN 500MG/ML EXT,$0.16
DRUGS,METOPROLOL TARTRATE TAB 50 MG,$0.16
DRUGS,SOD CITRATE-CIT ACID 500MG SLN,$0.17
DRUGS,FUROSEMIDE TAB 20 MG,$0.17
DRUGS,MAGNESIUM GLUCONATE TAB 500 MG,$0.17
DRUGS,PU-H71 5MG/ML INJ *INV*,$0.17
DRUGS,IBUPROFEN TAB 400 MG,$0.17
DRUGS,LEVETIRACET INJ 500MG,$0.17
DRUGS,CLONIDINE TAB 0.1 MG,$0.17
DRUGS,CITALOPRAM TAB 20 MG,$0.17
DRUGS,TRAMADOL TAB 50 MG,$0.18
DRUGS,METFORMIN TAB 500 MG,$0.18
DRUGS,NITROGLYCERIN 100MCG/ML 4ML,$0.18
DRUGS,LOPERAMIDE TAB 2MG,$0.18
DRUGS,URSODIOL SYRG 15MG/1.5 ML,$0.18
DRUGS,WARFARIN TAB 7.5 MG,$0.18
DRUGS,CITALOPRAM TAB 10MG,$0.18
DRUGS,LORAZEPAM 1MG TAB,$0.18
DRUGS,ALPRAZOLAM 0.5MG UD TAB,$0.19
DRUGS,METROPROLOL TAB 25MG UD,$0.19
DRUGS,ATENOLOL TAB 50 MG,$0.19
DRUGS,LORAZEPAM 0.5MG TAB,$0.19
DRUGS,HYDROCORTISONE SUSP 2MG/ML,$0.19
DRUGS,ALPRAZOLAM *R* TAB 1 MG,$0.19
DRUGS,MAGNESIUM OXIDE TAB 400 MG,$0.19
DRUGS,HYDROCORTISONE TAB 20 MG,$0.20
DRUGS,DIAZEPAM TAB 2 MG BOX 100'S,$0.20
DRUGS,CYCLOBENZAPRINE *NF* TAB 10 MG,$0.20
DRUGS,DIAZEPAM TAB 10 MG BOX 100'S,$0.20
DRUGS,SIMETHICONE SOLN 40 MG/0.6 ML,$0.20
DRUGS,LISINOPRIL TAB 10 MG,$0.20
DRUGS,BUSPIRONE TAB 10 MG,$0.21
DRUGS,ASPIRIN TAB 325 MG,$0.21
DRUGS,SOD BICARB TAB 325 MG UD,$0.21
DRUGS,CITALOPRAM SOLN 10MG/5ML 120ML,$0.21
DRUGS,FOLIC ACID TAB 1 MG,$0.21
DRUGS,BUSPIRONE TAB 5 MG,$0.22
DRUGS,CITALOPRAM TAB 40 MG,$0.22
DRUGS,ALPRAZOLAM TAB 2MG,$0.22
DRUGS,ROPINIROLE HCL TAB 0.5MG UD,$0.22
DRUGS,GLIMEPIRIDE TAB 1MG UD,$0.22
DRUGS,LITHIUM CARBONATE CAP 300 MG,$0.22
DRUGS,FOLIC ACID SUSP 1 MG/ML,$0.22
DRUGS,GUANFACINE 1MG TAB,$0.23
DRUGS,LACTASE CAPLETS,$0.23
DRUGS,LIDOCAINE INJ 1 % 10 ML AMP,$0.23
DRUGS,IBUPROFEN TAB 600 MG,$0.23
DRUGS,FUROSEMIDE TAB 80 MG,$0.23
DRUGS,SOD BICARB TAB 650MG UD,$0.23
DRUGS,CLONIDINE TAB 0.2 MG,$0.24
DRUGS,AMLODIPINE 5MG UD TAB,$0.24
DRUGS,DEXAMETHASONE TAB 2 MG,$0.24
DRUGS,FUROSEMIDE TAB 40 MG,$0.25
DRUGS,FAMOTIDINE *NF* TAB 20 MG,$0.25
DRUGS,OMNIPAQUE 300 INJ 50ML,$0.25
DRUGS,CLONAZEPAM TAB 1 MG,$0.25
DRUGS,AMLODIPINE TAB 10 MG,$0.25
DRUGS,SODIUM CHLORIDE 4MEQ/ML SOLN,$0.25
DRUGS,VERAPAMIL TAB 80 MG,$0.25
DRUGS,TOPIRAMATE TAB 100 MG,$0.25
DRUGS,DEXAMETHASONE SOLN 0.5 MG/5 ML,$0.25
DRUGS,PRAMIPEXOLE TAB 1.5MG,$0.25
DRUGS,ROPINIROLE TAB MG UD,$0.25
DRUGS,ONDANSETRON 8 MG/50 ML D5W,$0.26
DRUGS,DONEPEZIL TAB 10 MG,$0.26
DRUGS,METHIMAZOLE TAB 10 MG UD,$0.26
DRUGS,PHENYTOIN SUSP 125 MG/5 ML,$0.26
DRUGS,AMOXICILLIN CAP 500 MG,$0.26
DRUGS,TRIHEXYPHENIDYL *NF* TAB 2 MG,$0.26
DRUGS,POTASSIUM PHOS 3MMOL/ML EXT,$0.26
DRUGS,ESTRADIOL TAB 1 MG UD,$0.26
DRUGS,QUININE CAP 325 MG,$0.26
DRUGS,PEN V POTASSIUM TAB 250 MG,$0.26
DRUGS,NAPROXEN TAB 375 MG,$0.27
DRUGS,MELATONIN TAB 5MG,$0.27
DRUGS,LABETALOL INJ 5 MG/ML 40 ML,$0.27
DRUGS,CLONIDINE TAB 0.3 MG,$0.27
DRUGS,GABAPENTIN CAP 100 MG,$0.27
DRUGS,ROPINIROLE HCL TAB 2 MG UD,$0.27
DRUGS,FLUOXETINE CAP 20 MG,$0.27
DRUGS,ALPRAZOLAM TAB 0.25 MG,$0.27
DRUGS,CARVEDILOL TAB 6.25 MG UD,$0.27
DRUGS,LAMOTRIGINE TAB 25 MG,$0.27
DRUGS,ATROPINE .1MG/1ML SYRINGE 10ML,$0.27
DRUGS,OMNIPAQUE 300 INJ 100ML,$0.28
DRUGS,LISINOPRIL TAB 5 MG,$0.28
DRUGS,METRORMIN TAB 1000MG,$0.28
DRUGS,ESTRADIOL TAB 2 MG UD,$0.28
DRUGS,BACITRACIN OINT 500 U/G 0.9 G,$0.28
DRUGS,CARVEDILOL TAB 25 MG UD,$0.29
DRUGS,PINDOLOL TAB 5 MG,$0.29
DRUGS,CLINDAMYCIN IV SY 12 MG/ML,$0.29
DRUGS,INSULIN NPH HUMAN 100U/ML 3ML,$0.29
DRUGS,ROPINIROLE TAB 0.25MG,$0.29
DRUGS,INSULIN R HUMAN INJ 100UNI/3ML,$0.29
DRUGS,THIAMINE TAB 100 MG,$0.29
DRUGS,SULFAMETH-TRIM IV SY 1.6 MG/ML,$0.30
DRUGS,FERROUS SULF 12MG/ML SOLN,$0.30
DRUGS,VERAPAMIL TAB 120 MG,$0.30
DRUGS,TEMAZEPAM CAP 15 MG,$0.30
DRUGS,FLUOXETINE HCL CAP 10MG UD,$0.30
DRUGS,FLUORESCEIN .6MG STRIP,$0.31
DRUGS,PROPYLTHIOURACIL TAB 50 MG,$0.31
DRUGS,SIMVASTATIN TAB 80 MG,$0.31
DRUGS,PROPRANOLOL HCL SOLN 20 MG/5 M,$0.31
DRUGS,MULTIVIT-MINERALS THERAPEUTIC,$0.32
DRUGS,SIMVASTATIN TAB 10 MG,$0.32
DRUGS,CARVEDILOL TAB 12.5 MG UD,$0.32
DRUGS,HYDRALAZINE TAB 10 MG,$0.33
DRUGS,SODIUM CHLORIDE 0.9% INH SOL 3,$0.33
DRUGS,HALOPERIDOL SOLN 2 MG/ML,$0.33
DRUGS,CLONAZEPAM TAB 2 MG,$0.33
DRUGS,PRAMIPEXOLE *NF* TAB 1 MG,$0.33
DRUGS,IRON POLYSACCHARIDES CAP 150 M,$0.33
DRUGS,CAPTOPRIL TAB 100 MG,$6.67
DRUGS,SIMVASTATIN TAB 40 MG,$0.33
DRUGS,TRAZODONE TAB 50 MG,$0.33
DRUGS,AMLODIPINE BESYL TAB 2.5MG UD,$0.34
DRUGS,SODIUM CHL TAB 1 G,$0.34
DRUGS,TRIHEXYPHENIDYL *NF* TAB 5 MG,$0.34
DRUGS,MULTIVITAMIN B&C FOLIC ACID 1M,$0.35
DRUGS,VIT B COMPLEX VIT C-FA CAP,$0.35
DRUGS,UTOMILUMAB 10 MG/ML INJ *INV*,$0.35
DRUGS,MORPHINE LIQ 10MG/.5ML UD,$0.35
DRUGS,BACLOFEN PO SUSP 10 MG/ML EXT,$0.35
DRUGS,BENZTROPINE TAB 1 MG,$0.35
DRUGS,BISACODYL SUP 10 MG,$0.36
DRUGS,METFORMIN HCL TAB 850MG UD,$0.36
DRUGS,HYDROCHLOROTHIAZIDE TAB 12.5MG,$0.36
DRUGS,METHOCARBAMOL TAB 750 MG,$0.37
DRUGS,CARVEDILOL TAB 3.125MG UD,$0.37
DRUGS,LORAZEPAM TAB 2 MG,$0.37
DRUGS,GABAPENTIN CAP 300 MG,$0.37
DRUGS,ACETAMINOPHEN-COD #3 TAB 300/3,$0.38
DRUGS,OLANZAPINE TAB 7.5 MG,$0.38
DRUGS,TOPIRAMATE TAB 25 MG,$0.38
DRUGS,BENZOCAINE-MENTHOL LOZENGE,$0.38
DRUGS,LEVOTHYROXINE TAB 25 MCG,$0.38
DRUGS,CYANOCOBALAMIN TAB 100 MCG UD,$0.38
DRUGS,PHENAZOPYRIDINE TAB 200 MG,$0.38
DRUGS,AMOXICILLIN SUS 400MG/5ML EXT,$0.38
DRUGS,CAPTOPRIL TAB 12.5 MG,$4.45
DRUGS,HYDRALAZINE TAB 25 MG,$0.38
DRUGS,LAMOTRIGINE 100MG TAB,$0.38
DRUGS,MEDROXYPROGESTERONE ACET TAB 1,$0.38
DRUGS,SPIRONOLACTONE TAB 25 MG,$0.39
DRUGS,FERROUS GLUCONATE TAB 324MG,$0.39
DRUGS,DONEPEZIL TAB 5MG,$0.39
DRUGS,ATENOLOL 25MG UD TAB,$0.39
DRUGS,HYDRALAZINE TAB 50 MG,$0.39
DRUGS,ZIDOVUDINE SYRP 50 MG/5 ML,$0.40
DRUGS,HYDROCHLOROTHIAZIDE 12.5MG CAP,$0.40
DRUGS,LISINOPRIL TAB 40 MG,$0.40
DRUGS,DILTIAZEM TAB 30 MG,$0.40
DRUGS,ESCITALOPRAM TAB 5MG,$0.40
DRUGS,CARBAMAZEPINE SUSP 100 MG/5 ML,$0.41
DRUGS,CETIRIZINE HCL TAB 10 MG UD,$0.41
DRUGS,TERAZOSIN HCL CAP 1 MG,$0.41
DRUGS,GLYBURIDE TAB 5 MG,$0.42
DRUGS,ACYCLOVIR CAP 200 MG,$0.42
DRUGS,NEOMYCIN-POLYMYXIN-BACITRACIN,$0.42
DRUGS,RAMIPRIL *NF* CAP 5 MG,$0.42
DRUGS,PEN V POTASSIUM TAB 500 MG,$0.43
DRUGS,ZINC SULFATE CAP 220 MG UD,$0.43
DRUGS,POTASSIUM 110MG/1ML SYR,$0.43
DRUGS,SULFAMETH-TRIMETHOPRIM DS TAB,$0.43
DRUGS,RAMIPRIL *NF* CAP 2.5 MG,$0.44
DRUGS,SIMVASTATIN TAB 20 MG,$0.44
DRUGS,METHADONE TAB 10 MG,$0.44
DRUGS,PETROLATUM WHITE OINT 5 G DU,$0.44
DRUGS,TIZANIDINE TAB 2MG,$0.44
DRUGS,VERAPAMIL HCL TAB 40 MG UD,$0.44
DRUGS,HYDROMORPHONE TAB 2 MG,$0.44
DRUGS,NEURONTIN SOLN 250MG/5ML 470ML,$0.44
DRUGS,TERAZOSIN HCL CAP 2 MG,$0.45
DRUGS,CAPTOPRIL TAB 25 MG,$4.83
DRUGS,SERTRALINE 25MG TAB,$0.45
DRUGS,TRAZODONE TAB 100 MG,$0.45
DRUGS,HEPARIN INJ 30    000 U/30 ML,$0.45
DRUGS,NYSTATIN SUSP 100 KU/ML 60 ML,$0.45
DRUGS,GLYCERIN PED SUPPOSITORY,$0.45
DRUGS,NITROGLYCERIN 200MCG/ML 10ML,$0.46
DRUGS,GLYCERIN ADULT SUP,$0.46
DRUGS,ACETAMINOPHEN SUP 80 MG,$0.46
DRUGS,LABETALOL INJ 5 MG/ML 20 ML,$0.46
DRUGS,CIPROFLOXACIN TAB 500 MG,$0.47
DRUGS,LITHIUM CARBONATE CAP 150 MG,$0.47
DRUGS,EPINEPHRINE INJ 1:200K 30ML,$0.47
DRUGS,SERTRALINE TAB 100 MG,$0.48
DRUGS,DIVALPROEX EC TAB 250 MG,$0.48
DRUGS,LEVOTHYROXINE 0.088 MG TAB BUL,$0.48
DRUGS,CARBIDOPA-LEVODOPA TAB 25-100,$0.48
DRUGS,METHYLDOPA TAB 250 MG,$0.48
DRUGS,PRAMIPEXOLE .5MG TAB,$0.48
DRUGS,LAMOTRIGINE 1MG/ML SUSP,$0.49
DRUGS,ZONISAMIDE CAP 25MG,$0.49
DRUGS,GABAPENTIN CAP 400 MG,$0.49
DRUGS,SERTRALINE TAB 50 MG,$0.50
DRUGS,METHOCARBAMOL TAB 500 MG,$0.50
DRUGS,LITHIUM CIT SYRP 600MG/10ML UD,$0.50
DRUGS,RANITIDINE HCL *NF* TAB 150 MG,$0.51
DRUGS,PANTOPRAZOLE SR TAB 40MG,$0.51
DRUGS,SULFAMETH-TMP SUSP 40 MG/5 ML,$0.51
DRUGS,ALENDRONATE SOD TAB 5 MG UD,$0.52
DRUGS,CARBIDOPA-LEVODOPA TAB 10-100,$0.52
DRUGS,VALPROIC CAP 250 MG,$0.53
DRUGS,TERBINAFINE TAB 250MG UD,$0.53
DRUGS,PHENOBARBITAL TAB 64.8 MG *NF*,$0.53
DRUGS,TRIAMTERENE-HCTZ TAB 37.5-25 M,$0.53
DRUGS,LEVETIRACETAM 500MG TAB,$0.53
DRUGS,QUETIAPINE FUMARATE TAB 50 MG,$0.54
DRUGS,LAMOTRIGINE TAB 150 MG UD,$0.54
DRUGS,RISPERIDONE TAB 1 MG,$0.55
DRUGS,RISPERIDONE TAB 0.25MG UD,$0.55
DRUGS,ESCITALOPRAM TAB 20MG,$0.55
DRUGS,QUINAPRIL HCL TAB 10 MG,$0.55
DRUGS,THEOPHYLLINE SOLN 80 MG/15 ML,$0.55
DRUGS,QUINAPRIL TAB 40 MG UD,$0.55
DRUGS,LESTROZOLE TAB 2.5MG,$0.55
DRUGS,ACETAMINOPHEN SUP 120 MG,$0.55
DRUGS,ESCITALOPRAM TAB 10 MG,$0.56
DRUGS,DAPSONE TAB 25 MG,$0.56
DRUGS,CYANOCOBALAMIN TAB 1000 MCG UD,$0.56
DRUGS,CEFADROXIL *NF* CAP 500 MG,$0.56
DRUGS,LEVOTHYROXINE 112MCG TAB BULK,$0.56
DRUGS,ROSUVASTATIN TAB 40MG,$0.56
DRUGS,CLOPIDOGREL TAB 75 MG,$0.57
DRUGS,DOPAMINE ABBOJET 400 MG/10 ML,$0.57
DRUGS,ALFUZOSIN ER TAB 10 MG *NF*,$0.57
DRUGS,QUETIAPINE TAB 25 MG,$0.57
DRUGS,LEVETIRACETAM(KEPPRA) 250MG TA,$0.57
DRUGS,VITAMIN A & D OINT 5 G DU,$0.58
DRUGS,OLANZAPINE TAB 2.5MG,$0.58
DRUGS,TERAZOSIN HCL CAP 5 MG,$0.58
DRUGS,CLINDAMYCIN CAP 150 MG,$0.58
DRUGS,CAFFEINE 200 MG TAB,$0.59
DRUGS,HYDROMORPHONE LIQ 1MG/ML BTL,$0.59
DRUGS,LEVOFLOXACIN TAB 250MG,$0.60
DRUGS,VALSARTAN TAB 40MG,$0.60
DRUGS,ATENOLOL TAB 100 MG,$0.60
DRUGS,DIATRIZOATE MEG SOLN 30% 300ML,$0.60
DRUGS,LEVOFOXACIN PO SUSP 25MG/ML,$0.60
DRUGS,BUMETANIDE INJ 0.25 MG/ML 10 M,$0.60
DRUGS,HYDROMORPHONE TAB 4 MG,$0.61
DRUGS,TRIAMTERENE-HCTZ TAB 75-50 MG,$0.61
DRUGS,METOLAZONE PO SUSP 1 MG/ML,$0.61
DRUGS,MINOCYCLINE CAP 50 MG UD,$0.61
