CDM_NBR [corp],HOSP,DEPT_DESC [corp],CDM_DESC [corp],CURR_PRICE
3095078,SHARON HOSPITAL,LAB REFERENCE/OTHER,DEHYDROEPIANDROSTERONE,$139.00 
3095079,SHARON HOSPITAL,LAB REFERENCE/OTHER,DEHYDROEPIANDROSTERN-SULF,$139.00 
3095080,SHARON HOSPITAL,LAB REFERENCE/OTHER,DESOXYCORTICOSTERONE,$194.00 
3095081,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY OF DIHYDROMORPHINONE,$471.00 
3095082,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY DIHYDROTESTOSTERONE,$471.00 
3095083,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY DIHYDROXYVITAMIN D,$507.00 
3095084,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ERYTHROPOIETIN,$202.00 
3095085,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ESTRADIOL,$154.00 
3095086,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ESTROGENS,$202.00 
3095087,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ESTRIOL,$151.00 
3095088,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ESTRONE,$156.00 
3095089,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ETHYLENE GLYCOL,$93.00 
3095090,SHARON HOSPITAL,LAB REFERENCE/OTHER,"FATS/LIPIDS, FECES, QUAL",$32.00 
3095091,SHARON HOSPITAL,LAB REFERENCE/OTHER,LONG CHAIN FATTY ACIDS,$113.00 
3095094,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY OF FOLIC ACID, RBC",$73.00 
3095095,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY OF GAMMAGLOBULIN IGA,$187.00 
3095096,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY OF GAMMAGLOBULIN IGE,$91.00 
3095097,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IGG 1,2,3 OR 4, EACH",$149.00 
3095099,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF GASTRIN,$110.00 
3095100,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF GLUCAGON,$89.00 
3095102,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF G6PD ENZYME,$54.00 
3095103,SHARON HOSPITAL,LAB REFERENCE/OTHER,GLYCATED PROTEIN,$94.00 
3095104,SHARON HOSPITAL,LAB REFERENCE/OTHER,GONADOTROPIN (FSH),$102.00 
3095105,SHARON HOSPITAL,LAB REFERENCE/OTHER,GONADOTROPIN (LH),$102.00 
3095106,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY, GROWTH HORMONE",$104.00 
3095107,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSY OF HAPTOGLOBIN,QUANT",$123.00 
3095108,SHARON HOSPITAL,LAB REFERENCE/OTHER,"QUANTITATIVE SCRN, METALS",$156.00 
3095109,SHARON HOSPITAL,LAB REFERENCE/OTHER,HEMOGLOBIN CHROMOTOGRAPHY,$113.00 
3095110,SHARON HOSPITAL,LAB REFERENCE/OTHER,GLYCOSYLATED HEMOGLOBIN,$177.00 
3095111,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY OF HEMOSIDERIN,QUAL",$30.00 
3095112,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF HISTAMINE,$185.00 
3095113,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF HOMOCYSTINE,$106.00 
3095114,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF FOR HVA,$36.00 
3095115,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF CORTICOSTEROIDS,$97.00 
3095116,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF 5-HIAA,$71.00 
3095117,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PROGESTERONE,$150.00 
3095118,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY, NONANTI-RIA",$55.00 
3095119,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY, RIA",$75.00 
3095120,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY, NONANTIBODY",$211.00 
3095121,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF INSULIN,$72.00 
3095124,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY 17-KETOSTEROIDS,$52.00 
3095125,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF LDH ENZYMES,$67.00 
3095126,SHARON HOSPITAL,LAB REFERENCE/OTHER,"LACTOFERRIN, FECAL (QUAL)",$123.00 
3095127,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF LEAD,$76.00 
3095128,SHARON HOSPITAL,LAB REFERENCE/OTHER,"L/S RATIO, FETAL LUNG",$137.00 
3095129,SHARON HOSPITAL,LAB REFERENCE/OTHER,"LIPOPROTEIN BLD,HR FRACTI",$91.00 
3095130,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF LIPOPROTEIN-HDL,$51.00 
3095131,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY BLOOD LIPOPROTEIN,$267.00 
3095132,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF MAGNESIUM,$122.00 
3095133,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF MANGANESE,$154.00 
3095134,SHARON HOSPITAL,LAB REFERENCE/OTHER,MASS SPECT QUAL/QUAN,$113.00 
3095135,SHARON HOSPITAL,LAB REFERENCE/OTHER,MASS SPECT QUAL/QUAN,$113.00 
3095136,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF MERCURY,$102.00 
3095137,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAYOF METANEPHRINES,$93.00 
3095138,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY SYNOVIAL FLUID MUCIN,$27.00 
3095139,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF CSF PROTEIN,$277.00 
3095140,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF MYOGLOBIN,$66.00 
3095141,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSY,NEPHELOMTRY NOT SPEC",$74.16 
3095142,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF NICOTINE,$471.00 
3095159,SHARON HOSPITAL,LAB REFERENCE/OTHER,OLIGOCLONAL BANDS,$126.00 
3095160,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ORGANIC ACIDS,TOTAL,QUANT",$103.00 
3095161,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ORGANIC ACID,SINGLE,QUANT",$103.00 
3095162,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF OPIATES,$471.00 
3095163,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF OSTEOCALCIN,$187.00 
3095164,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF OXALATE,$69.00 
3095165,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PHENOTHIAZINE,$471.00 
3095167,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY ALKALINE PHOSPHATASE,$48.00 
3095168,SHARON HOSPITAL,LAB REFERENCE/OTHER,AMNIOTIC FLUID ENZYME,$103.00 
3095169,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE PHOSPHORUS,$32.00 
3095170,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PORPHOBILINOGEN,$53.00 
3095171,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE PORPHYRINS,$79.00 
3095172,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE POTASSIUM,$43.00 
3095174,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF 17-HPREGNENLONE,$143.00 
3095175,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PROGESTERONE,$115.00 
3095176,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PROLACTIN,$107.00 
3095177,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY OF PSA, TOTAL",$101.00 
3095178,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY OF PSA, FREE",$115.00 
3095179,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSAY OF PROTEIN, SERUM",$48.00 
3095180,SHARON HOSPITAL,LAB REFERENCE/OTHER,"PROTEIN E-PHORESIS, SERUM",$161.00 
3095181,SHARON HOSPITAL,LAB REFERENCE/OTHER,PROTEIN E-PHORSIS/URN/CSF,$134.00 
3095182,SHARON HOSPITAL,LAB REFERENCE/OTHER,"PROTEIN,WESTERN BLOT TEST",$113.00 
3095183,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY RBC PROTOPORPHYRIN,$62.00 
3095184,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PROINSULIN,$112.00 
3095185,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN B-6,$176.00 
3095186,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF PYRUVATE,$68.00 
3095187,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ASSY,NONENDOCRINE RECEPTO",$229.00 
3095188,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF RENIN,$121.00 
3095189,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN B-2,$127.00 
3095190,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SELENIUM,$160.00 
3095191,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SEROTONIN,$107.00 
3095192,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY OF SEX HORMONE GLOBL,$136.00 
3095193,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SIALIC ACID,$84.00 
3095194,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE SODIUM,$41.00 
3095195,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SWEAT SODIUM,$30.00 
3095196,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SOMATOMEDIN,$133.00 
3095197,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF SOMATOSTATIN,$114.00 
3095198,SHARON HOSPITAL,LAB REFERENCE/OTHER,SPECTROPHOTOMETRY,$44.00 
3095199,SHARON HOSPITAL,LAB REFERENCE/OTHER,"SUGARS, SINGLE, QUAL",$35.00 
3095200,SHARON HOSPITAL,LAB REFERENCE/OTHER,"SUGARS, SINGLE, QUANT",$72.00 
3095201,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF TESTOSTERONE,$159.00 
3095202,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY TOTAL TESTOSTERONE,$142.00 
3095203,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN B-1,$117.00 
3095204,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF TOTAL THYROXINE,$38.00 
3095205,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF FREE THYROXINE,$65.00 
3095206,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSY OF THYROID ACTIVITY,$93.00 
3095208,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF TSI,$318.00 
3095209,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN E,$89.00 
3095210,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF TRANSFERRIN,$71.00 
3095211,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF THYROID (T3/T4),$66.00 
3095214,SHARON HOSPITAL,LAB REFERENCE/OTHER,T3 REVERSE,$43.00 
3095215,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE/UREA-N,$30.00 
3095216,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE/URIC ACID,$65.00 
3095217,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF URINE VMA,$97.00 
3095218,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VIP,$221.00 
3095219,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VASOPRESSIN,$212.00 
3095220,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN A,$72.00 
3095221,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VITAMIN K,$86.00 
3095222,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF VOLATILES,$94.00 
3095223,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF ZINC,$46.00 
3095224,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY OF C-PEPTIDE,$115.00 
3095225,SHARON HOSPITAL,LAB REFERENCE/OTHER,UNLISTED CHEM PROCEDURE,$89.00 
3095226,SHARON HOSPITAL,LAB REFERENCE/OTHER,AUTOMATED RBC COUNT,$19.00 
3095227,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLOOD CLOT FACTOR II TEST,$81.00 
3095228,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLOOD CLOT FACTOR V TEST,$110.00 
3095229,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR VII TEST,$112.00 
3095230,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR VIII(AHG),$48.00 
3095231,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACT VIII VW ANT,$55.00 
3095232,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACT VIII VW MUL,$55.00 
3095233,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR IX TEST,$116.00 
3095234,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR X TEST,$99.00 
3095235,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR XI TEST,$99.00 
3095236,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR XII TEST,$116.00 
3095237,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT FACTOR XIII TEST,$46.00 
3095238,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLOOD CLOT FACTOR ASSAY,$118.00 
3095239,SHARON HOSPITAL,LAB REFERENCE/OTHER,ANTITHROMBIN III ACTIVITY,$48.00 
3095240,SHARON HOSPITAL,LAB REFERENCE/OTHER,ANTITHROMBIN III ANTIGEN,$68.00 
3095241,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT INHIBITOR ANTIGE,$66.00 
3095242,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT INHIBITOR ACTIV,$468.00 
3095243,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT INHIBITOR ASSAY,$248.00 
3095244,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLD CLOT INHIBITOR FREE,$89.00 
3095245,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASSAY ACTIVATED PROTEIN C,$89.00 
3095246,SHARON HOSPITAL,LAB REFERENCE/OTHER,FIBRINOGEN; ANTIGEN,$53.00 
3095248,SHARON HOSPITAL,LAB REFERENCE/OTHER,CLOTTING FUNCT ACTIVITY,$55.00 
3095249,SHARON HOSPITAL,LAB REFERENCE/OTHER,FIBRINOLYTIC ANTIPLASMIN,$48.00 
3095250,SHARON HOSPITAL,LAB REFERENCE/OTHER,FIBRINOLYTIC PLASMINOGEN,$39.00 
3095251,SHARON HOSPITAL,LAB REFERENCE/OTHER,HEPARIN ASSAY,$82.00 
3095253,SHARON HOSPITAL,LAB REFERENCE/OTHER,MURAMIDASE,$117.00 
3095254,SHARON HOSPITAL,LAB REFERENCE/OTHER,"RUSSELL VIPER VENOM,DILUT",$36.00 
3095255,SHARON HOSPITAL,LAB REFERENCE/OTHER,REPTILASE TEST,$62.00 
3095256,SHARON HOSPITAL,LAB REFERENCE/OTHER,RBC SICKLE CELL TEST,$64.00 
3095257,SHARON HOSPITAL,LAB REFERENCE/OTHER,"THROMBIN TIME, PLASMA",$36.00 
3095258,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLOOD VISCOSITY EXAM,$73.00 
3095259,SHARON HOSPITAL,LAB REFERENCE/OTHER,"AGGLUTININS, FEBRILE",$44.00 
3095260,SHARON HOSPITAL,LAB REFERENCE/OTHER,ALLERGEN SPECIFIC IGE,$31.00 
3095261,SHARON HOSPITAL,LAB REFERENCE/OTHER,WBC ANTIBODY INDENTIF,$94.00 
3095262,SHARON HOSPITAL,LAB REFERENCE/OTHER,PLATELET ANTIBODIES,$101.00 
3095263,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUNOGLOBULIN ASSAY,$78.00 
3095264,SHARON HOSPITAL,LAB REFERENCE/OTHER,ANTINUCLEAR ANTIBODIES,$125.00 
3095266,SHARON HOSPITAL,LAB REFERENCE/OTHER,"ANTISTREPTOLYSIN O,SCREEN",$32.00 
3095269,SHARON HOSPITAL,LAB REFERENCE/OTHER,GLYCOPROTEIN ANTIBODY,$36.00 
3095270,SHARON HOSPITAL,LAB REFERENCE/OTHER,CARDIOLIPIN ANTIBODY,$172.00 
3095271,SHARON HOSPITAL,LAB REFERENCE/OTHER,PHOSPHOLIPID ANTIBODY,$101.00 
3095272,SHARON HOSPITAL,LAB REFERENCE/OTHER,"COLD AGGLUTININ, TITER",$36.00 
3095273,SHARON HOSPITAL,LAB REFERENCE/OTHER,"COMPLEMENT, ANTIGEN",$207.00 
3095274,SHARON HOSPITAL,LAB REFERENCE/OTHER,"COMPLEMENT, TOTAL (CH50)",$112.00 
3095275,SHARON HOSPITAL,LAB REFERENCE/OTHER,CCP ANTIBODY,$81.00 
3095276,SHARON HOSPITAL,LAB REFERENCE/OTHER,"DEOXYRIBONUCLEASE, ANTI",$83.00 
3095277,SHARON HOSPITAL,LAB REFERENCE/OTHER,DNA ANTIBODY,$76.00 
3095278,SHARON HOSPITAL,LAB REFERENCE/OTHER,"DNA ANTIBODY, SNGL STRAND",$76.00 
3095279,SHARON HOSPITAL,LAB REFERENCE/OTHER,NUCLEAR ANTIGEN ANTIBODY,$112.00 
3095280,SHARON HOSPITAL,LAB REFERENCE/OTHER,"FLUORESCENT ANTIBODY,SCRN",$172.00 
3095281,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY,TUMOR,CA 15-3",$130.00 
3095282,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY,TUMOR,CA 19-9",$130.00 
3095284,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY,TUMOR OTHER",$115.00 
3095285,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOASSAY,INFECTS AGENT",$94.00 
3095286,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUNOELECTROPHORESIS ASY,$142.00 
3095287,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUNODIFFUSION,$88.00 
3095288,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUNODIFFUS OUCHTERLONY,$75.00 
3095289,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUNE COMPLEX ASSAY,$152.00 
3095290,SHARON HOSPITAL,LAB REFERENCE/OTHER,"IMMUNOFIX E-PHORESIS,SERM",$244.00 
3095291,SHARON HOSPITAL,LAB REFERENCE/OTHER,IMMUN E-PHORSIS/URINE/CSF,$184.00 
3095292,SHARON HOSPITAL,LAB REFERENCE/OTHER,INHIBIN A,$97.00 
3095293,SHARON HOSPITAL,LAB REFERENCE/OTHER,INSULIN ANTIBODIES,$134.00 
3095294,SHARON HOSPITAL,LAB REFERENCE/OTHER,INTRINSIC FACTOR ANTIBODY,$90.00 
3095295,SHARON HOSPITAL,LAB REFERENCE/OTHER,ISLET CELL ANTIBODY,$124.00 
3095296,SHARON HOSPITAL,LAB REFERENCE/OTHER,LEUKOCYTE HISTAMINE RELEA,$40.00 
3095297,SHARON HOSPITAL,LAB REFERENCE/OTHER,"B CELLS, TOTAL COUNT",$236.00 
3095298,SHARON HOSPITAL,LAB REFERENCE/OTHER,"NK CELLS, TOTAL COUNT",$236.00 
3095299,SHARON HOSPITAL,LAB REFERENCE/OTHER,"T CELLS, TOTAL COUNT",$236.00 
3095300,SHARON HOSPITAL,LAB REFERENCE/OTHER,"T CELL,ABSOLU COUNT/RATIO",$294.00 
3095301,SHARON HOSPITAL,LAB REFERENCE/OTHER,"T CELL, ABSOLUTE COUNT",$167.00 
3095302,SHARON HOSPITAL,LAB REFERENCE/OTHER,MICROSOMAL ANTIBODY,$80.00 
3095303,SHARON HOSPITAL,LAB REFERENCE/OTHER,PARTICLE AGGLUTINATION,$56.00 
3095304,SHARON HOSPITAL,LAB REFERENCE/OTHER,"RHEUMATOID FACTOR, QUANT",$102.00 
3095305,SHARON HOSPITAL,LAB REFERENCE/OTHER,"TB TEST,CELL IMMUN MEASUR",$440.00 
3095306,SHARON HOSPITAL,LAB REFERENCE/OTHER,SYPHILIS TEST NON-TREP,$94.00 
3095307,SHARON HOSPITAL,LAB REFERENCE/OTHER,ADENOVIRUS ANTIBODY,$36.00 
3095308,SHARON HOSPITAL,LAB REFERENCE/OTHER,ASPERGILLUS ANTIBODY,$175.00 
3095309,SHARON HOSPITAL,LAB REFERENCE/OTHER,BACTERIUM ANTIBODY,$36.00 
3095310,SHARON HOSPITAL,LAB REFERENCE/OTHER,BARTONELLA ANTIBODY,$220.00 
3095311,SHARON HOSPITAL,LAB REFERENCE/OTHER,BLASTOMYCES ANTIBODY,$36.00 
3095312,SHARON HOSPITAL,LAB REFERENCE/OTHER,BORDETELLA ANTIBODY,$72.00 
3095313,SHARON HOSPITAL,LAB REFERENCE/OTHER,LYME DISEASE ANTI CONFIRM,$341.00 
3095314,SHARON HOSPITAL,LAB REFERENCE/OTHER,LYME DISEASE ANTIBODY,$205.00 
3095315,SHARON HOSPITAL,LAB REFERENCE/OTHER,BRUCELLA ANTIBODY,$36.00 
3095316,SHARON HOSPITAL,LAB REFERENCE/OTHER,CANDIDA ANTIBODY,$36.00 
3095317,SHARON HOSPITAL,LAB REFERENCE/OTHER,CHLAMYDIA ANTIBODY,$36.00 
3095318,SHARON HOSPITAL,LAB REFERENCE/OTHER,CHLAMYDIA IGM ANTIBODY,$36.00 
3095319,SHARON HOSPITAL,LAB REFERENCE/OTHER,COCCIDIOIDES ANTIBODY,$36.00 
3095320,SHARON HOSPITAL,LAB REFERENCE/OTHER,Q FEVER ANTIBODY,$36.00 
3095321,SHARON HOSPITAL,LAB REFERENCE/OTHER,CRYPTOCOCCUS ANTIBODY,$32.00 
3095322,SHARON HOSPITAL,LAB REFERENCE/OTHER,CMV ANTIBODY,$139.00 
3095323,SHARON HOSPITAL,LAB REFERENCE/OTHER,"CMA ANTIBODY, IGM",$142.00 
3095324,SHARON HOSPITAL,LAB REFERENCE/OTHER,ENCEPHALITIS ANTIBODY,$36.00 
3095325,SHARON HOSPITAL,LAB REFERENCE/OTHER,ENCEPHALITIS ANTIBODY-STL,$36.00 
3095326,SHARON HOSPITAL,LAB REFERENCE/OTHER,ENTEROVIRUS ANTIBODY,$525.00 
3095327,SHARON HOSPITAL,LAB REFERENCE/OTHER,EPSTEIN-BARR ANTIBODY(EA),$72.00 
3095328,SHARON HOSPITAL,LAB REFERENCE/OTHER,EPSTEIN-BARR ANTI (EBNA),$84.00 
3095329,SHARON HOSPITAL,LAB REFERENCE/OTHER,EPSTEIN-BARR ANTI (VCA),$143.00 
3095330,SHARON HOSPITAL,LAB REFERENCE/OTHER,EHRLICHIA ANTIBODY,$36.00 
3095331,SHARON HOSPITAL,LAB REFERENCE/OTHER,FUNGUS ANTIBODY,$32.00 
3095332,SHARON HOSPITAL,LAB REFERENCE/OTHER,HELICOBACTER PYLORI,$32.00 
3095333,SHARON HOSPITAL,LAB REFERENCE/OTHER,HELMINTH ANTIBODY,$36.00 
3095334,SHARON HOSPITAL,LAB REFERENCE/OTHER,HEMOPHILUS INFLUENZA,$99.00 
3095335,SHARON HOSPITAL,LAB REFERENCE/OTHER,HTLV/HIV CONFIRMATORY,$121.00 
3095336,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HEPATITIS, DELTA AGENT",$107.00 
3095337,SHARON HOSPITAL,LAB REFERENCE/OTHER,HERPES SIMPLEX NONSPECIF,$102.00 
3095338,SHARON HOSPITAL,LAB REFERENCE/OTHER,HERPES SIMPLEX TYPE 1,$82.00 
3095339,SHARON HOSPITAL,LAB REFERENCE/OTHER,HERPES SIMPLEX TYPE 2,$121.00 
3095340,SHARON HOSPITAL,LAB REFERENCE/OTHER,HISTOPLASMA,$70.00 
3095341,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HIV-1/HIV-2, SNGL RESULT",$76.00 
3095342,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HEP B CORE ANTIBODY,TOTAL",$136.00 
3095343,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HEP B CORE ANTIBODY, IGM",$65.00 
3095344,SHARON HOSPITAL,LAB REFERENCE/OTHER,HEP B SURFACE ANTIBODY,$146.00 
3095345,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HEP A ANTIBODY, TOTAL",$68.00 
3095346,SHARON HOSPITAL,LAB REFERENCE/OTHER,"HEP A ANTIBODY, IGM",$84.00 
3095347,SHARON HOSPITAL,LAB REFERENCE/OTHER,INFLUENZA VIRUS ANTIBODY,$85.00 
3095348,SHARON HOSPITAL,LAB REFERENCE/OTHER,LEGIONELLA ANTIBODY,$84.00 
3095349,SHARON HOSPITAL,LAB REFERENCE/OTHER,LEPTOSPIRA ANTIBODY,$36.00 
3095350,SHARON HOSPITAL,LAB REFERENCE/OTHER,LYMPH CHORIOMENINGITIS AB,$36.00 
3095351,SHARON HOSPITAL,LAB REFERENCE/OTHER,MUMPS ANTIBODY,$181.00 
3095352,SHARON HOSPITAL,LAB REFERENCE/OTHER,MYCOPLASMA ANTIBODY,$83.00 
3095353,SHARON HOSPITAL,LAB REFERENCE/OTHER,NOCARDIA ANTIBODY,$36.00 
3095354,SHARON HOSPITAL,LAB REFERENCE/OTHER,PARVOVIRUS ANTIBODY,$94.00 
3095355,SHARON HOSPITAL,LAB REFERENCE/OTHER,PROTOZOA ANTIBODY NOS,$319.00 
3095356,SHARON HOSPITAL,LAB REFERENCE/OTHER,RICKETTSIA ANTIBODY,$121.00 
3095357,SHARON HOSPITAL,LAB REFERENCE/OTHER,RUBELLA ANTIBODY,$205.00 
3095358,SHARON HOSPITAL,LAB REFERENCE/OTHER,RUBEOLA ANTIBODY,$188.00 
3095359,SHARON HOSPITAL,LAB REFERENCE/OTHER,TETANUS ANTIBODY,$93.00 
3095360,SHARON HOSPITAL,LAB REFERENCE/OTHER,TOXOPLASMA ANTIBODY,$79.00 
3095361,SHARON HOSPITAL,LAB REFERENCE/OTHER,"TOXOPLASMA ANTIBODY, IGM",$80.00 
3095362,SHARON HOSPITAL,LAB REFERENCE/OTHER,"TREPONEMA PALLIDUM,CONFIR",$83.00 
3095363,SHARON HOSPITAL,LAB REFERENCE/OTHER,VARICELLA-ZOSTER ANTIBODY,$36.00 
3095364,SHARON HOSPITAL,LAB REFERENCE/OTHER,"TOXOPLASMA ANTIBODY, IGM",$80.00 
