Charge Code,Charge Description, Charge Amount ,Comments
25000001,AZELASTINE 137 MCG (0.1 %) NASAL SPRAY AEROSOL [19179]," $1,420.40 ",
25000001,AZILSARTAN MEDOXOMIL 40 MG TABLET [108725], $95.40 ,
25000001,AZITHROMYCIN 100 MG/5 ML ORAL SUSPENSION [15796], $26.60 ,
25000001,AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION [15797], $26.60 ,
25000001,AZITHROMYCIN 250 MG TABLET [20943], $105.10 ,
63600002,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION [21063], $97.20 ,
25000001,AZITHROMYCIN 600 MG TABLET [17387], $252.30 ,
63600002,AZTREONAM 1 GRAM SOLUTION FOR INJECTION [9185], $469.80 ,
63600002,AZTREONAM 2 GRAM SOLUTION FOR INJECTION [9186], $939.60 ,
63600002,AZTREONAM 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK [9189]," $1,079.40 ",
25000001,"B COMPLEX-VITAMIN C-FOLIC ACID ER 400 MCG TABLET,EXTENDED RELEASE [124612]", $0.90 ,
25000001,B-COMPLEX WITH VITAMIN C TABLET [807], $1.00 ,
25000001,"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION [851]", $145.80 ,
25000001,BACITRACIN 500 UNIT/GRAM EYE OINTMENT [852]," $1,599.00 ",
25000001,BACITRACIN 500 UNIT/GRAM TOPICAL OINTMENT [850], $46.80 ,
25000001,BACITRACIN 500 UNIT/GRAM TOPICAL PACKET [120696], $3.20 ,
25000001,BACITRACIN ZINC 500 UNIT/GRAM TOPICAL OINTMENT [13818], $43.40 ,
25000001,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM EYE OINTMENT [856]", $386.80 ,
25000001,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM TOPICAL OINTMENT [855]", $97.20 ,
25000001,BACLOFEN 10 MG TABLET [860], $33.40 ,
25000001,BACLOFEN 10 MG/ML ORAL SUSPENSION [40841307], $26.60 ,
63600002,"BACLOFEN 2,000 MCG/ML INTRATHECAL SOLUTION [108156]"," $13,932.00 ",
25000001,BACLOFEN 2.5 MG PARTIAL TABLET [40840204], $1.50 ,
,"BACLOFEN 40,000 MCG/20 ML (2,000 MCG/ML) INTRATHECAL SOLUTION [107800]"," $13,932.00 ",
25000001,BACLOFEN 5 MG PARTIAL TABLET [40840203], $3.80 ,
63600002,BACLOFEN 50 MCG/ML INTRATHECAL SOLUTION [21880]," $1,134.00 ",
63600002,BACLOFEN 500 MCG/ML INTRATHECAL SOLUTION [108155]," $3,483.00 ",
25000001,BALANCED SALT SOLUTION COMBINATION NO.1 INTRAOCULAR IRRIGATION [14123]," $1,194.80 ",
25000001,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION [10781], $127.60 ,
25000001,BALSALAZIDE 750 MG CAPSULE [29299], $21.60 ,
25500002,"BARIUM SULFATE 0.1 % (W/V), 0.1 % (W/W) ORAL SUSPENSION [93052]",,"Place holder,static, order communication, zero charge item or charge panel"
63600002,BCG LIVE 50 MG INTRAVESICAL SUSPENSION [123268]," $2,351.50 ",
63600002,BELATACEPT 250 MG INTRAVENOUS SOLUTION [110675]," $15,328.80 ",
63600002,BELATACEPT IVPB [510171]," $15,328.80 ",
63600002,BELIMUMAB 120 MG INTRAVENOUS SOLUTION [108842]," $7,850.60 ",
63600002,BELIMUMAB 400 MG INTRAVENOUS SOLUTION [108843]," $26,167.90 ",
25000001,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SUPPOSITORY [24731], $451.70 ,
25000001,BENAZEPRIL 10 MG TABLET [9220], $14.20 ,
25000001,BENAZEPRIL 2.5 MG PARTIAL TABLET [40840206], $7.20 ,
25000001,BENAZEPRIL 20 MG TABLET [9221], $14.20 ,
25000001,BENAZEPRIL 5 MG TABLET [9223], $13.70 ,
63600002,BENDAMUSTINE 25 MG/ML INTRAVENOUS SOLUTION [177128]," $40,075.60 ",
63600002,BENRALIZUMAB 30 MG/ML SUBCUTANEOUS SYRINGE [185118]," $35,355.70 ",
25000001,BENZOCAINE 10 % MUCOSAL GEL [19690], $64.80 ,
25000001,BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY [19696], $549.50 ,
25000001,BENZOCAINE 20 % MUCOSAL GEL [19691], $74.30 ,
25000001,BENZOCAINE 20 % MUCOSAL SPRAY [27666], $221.30 ,
25000001,BENZOCAINE STRAWS [40841092],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES [127272], $2.50 ,
25000001,BENZOCAINE-MENTHOL 20 %-0.5 % TOPICAL AEROSOL [28048], $73.40 ,
25000001,BENZOCAINE-MENTHOL 6 MG-10 MG LOZENGES [41085], $1.90 ,
25000001,BENZOIN (BULK) TOPICAL TINCTURE [164811], $170.10 ,
25000001,BENZOIN-ALOE VERA-STORAX-TOLU BALSAM 10 %-2 %-8 %-4 % TOPICAL TINCTURE [124114], $74.10 ,
25000001,BENZONATATE 100 MG CAPSULE [988], $33.80 ,
25000001,BENZOYL PEROXIDE 10 % TOPICAL GEL [989], $93.60 ,
25000001,BENZTROPINE 0.25 MG PARTIAL TABLET [40841628], $2.70 ,
25000001,BENZTROPINE 0.5 MG TABLET [998], $5.30 ,
63600002,BENZTROPINE 2 MG/2 ML INJECTION SOLUTION [9259]," $1,012.50 ",
63600002,BETAMETHASONE ACETATE AND SODIUM PHOS 6 MG/ML SUSPENSION FOR INJECTION [9266], $151.70 ,
25000001,BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM [1027], $713.30 ,
25000001,BETAMETHASONE VALERATE 0.1 % LOTION [1032], $972.00 ,
25000001,BETAMETHASONE VALERATE 0.1 % TOPICAL CREAM [1031], $377.70 ,
25000001,BETAMETHASONE VALERATE 0.1 % TOPICAL OINTMENT [1033], $274.60 ,
25000001,"BETAMETHASONE, AUGMENTED 0.05 % TOPICAL CREAM [9175]", $514.40 ,
25000001,"BETAXOLOL 0.25 % EYE DROPS,SUSPENSION [19703]"," $5,030.70 ",
25000001,BETAXOLOL 0.5 % EYE DROPS [9268], $894.70 ,
25000001,BETHANECHOL 12.5 MG PARTIAL TABLET [40840208], $12.20 ,
25000001,BETHANECHOL CHLORIDE 10 MG TABLET [1043], $27.10 ,
25000001,BETHANECHOL CHLORIDE 2.5 MG PARTIAL TABLET [40841706], $4.90 ,
25000001,BETHANECHOL CHLORIDE 25 MG TABLET [1044], $36.10 ,
25000001,BETHANECHOL CHLORIDE 5 MG TABLET [1045], $11.60 ,
63600002,BEVACIZUMAB 25 MG/ML INTRAVENOUS SOLUTION [108066]," $12,595.50 ",
63600002,BEVACIZUMAB CHEMO INTRA-OCULAR SYRINGE [500190]," $12,595.50 ",
63600002,BEZLOTOXUMAB 25 MG/ML INTRAVENOUS SOLUTION [181456]," $61,560.00 ",
25000001,BICALUTAMIDE 25 MG PARTIAL TABLET [40840209], $126.10 ,
25000001,BICALUTAMIDE 50 MG TABLET [15746], $250.60 ,
25800001,BICARBONATE HEMODIALYSIS SOLUTION NO.2 K 2 MEQ-CA 3.5 MEQ-MG 1 MEQ/L [125332], $945.00 ,
25800001,BICARBONATE HEMODIALYSIS SOLUTION NO.9 K 4 MEQ-CA 2.5 MEQ-MG 1.5 MEQ/L [100176], $945.00 ,
25000001,BIMATOPROST 0.01 % EYE DROPS [105410]," $2,914.20 ",
25000001,BISACODYL 10 MG RECTAL SUPPOSITORY [1080], $2.30 ,
25000001,"BISACODYL 5 MG TABLET,DELAYED RELEASE [1079]", $1.00 ,
25000001,BISACODYL 5 MG-PEG 210 GRAM-ELECTROLYTE SOLUTION ORAL KIT [126528]," $1,148.90 ",
25000001,BISMUTH SUBSALICYLATE 262 MG CHEWABLE TABLET [9285], $1.70 ,
25000001,BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSPENSION [1090], $3.50 ,
25000001,BISOPROLOL FUMARATE 1.25 MG PARTIAL TABLET [40841726], $8.30 ,
25000001,BISOPROLOL FUMARATE 2.5 MG PARTIAL TABLET [40840210], $8.30 ,
25000001,BISOPROLOL FUMARATE 5 MG TABLET [18288], $16.50 ,
63600002,BIVALIRUDIN 250 MG INTRAVENOUS SOLUTION [29396]," $15,514.80 ",
63600002,BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION [9289], $805.30 ,
25000001,BMX (BENADRYL-MAALOX PLUS-LIDOCAINE) MOUTHWASH SUSPENSION [40841056], $26.60 ,
63600002,BORTEZOMIB 3.5 MG SOLUTION FOR INJECTION [35839]," $26,114.40 ",
63600002,BORTEZOMIB 3.5 MG SOLUTION FOR SUBCUTANEOUS INJECTION [40840179]," $26,114.40 ",
25000001,BOURBON WHISKEY [40840088],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BRANDY [40840089],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BREAST MILK [40840090],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BREAST MILK - DONOR SOURCE [40841103],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BREAST SHIELD [122312], $46.50 ,
63600002,BRENTUXIMAB VEDOTIN 50 MG INTRAVENOUS SOLUTION [111348]," $67,891.50 ",
25000001,BRILLIANT BLUE G 0.25 MG/ML (PF) OPHTHALMIC INJECTION [40841630], $371.30 ,
25000001,BRIMONIDINE 0.1 % EYE DROPS [70262]," $2,366.60 ",
25000001,BRIMONIDINE 0.15 % EYE DROPS [31158]," $2,160.20 ",
25000001,BRIMONIDINE 0.2 % EYE DROPS [17881], $244.80 ,
25000001,"BRINZOLAMIDE 1 % EYE DROPS,SUSPENSION [22953]"," $4,625.80 ",
25000001,BROMOCRIPTINE 1.25 MG PARTIAL TABLET [40840211], $42.70 ,
25000001,BROMOCRIPTINE 2.5 MG TABLET [9297], $84.70 ,
63600002,BUDESONIDE 0.25 MG/2 ML SUSPENSION FOR NEBULIZATION [28774], $141.20 ,
63600002,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION [28775], $166.20 ,
63600002,BUDESONIDE 1 MG/2 ML SUSPENSION FOR NEBULIZATION [88223], $311.60 ,
25000001,BUDESONIDE 180 MCG/ACTUATION BREATH ACTIVATED POWDER INHALER [96977]," $3,717.90 ",
25000001,BUDESONIDE 32 MCG/ACTUATION NASAL SPRAY [27022], $18.20 ,
25000001,BUDESONIDE 90 MCG/ACTUATION BREATH ACTIVATED POWDER INHALER [96976]," $2,776.60 ",
25000001,"BUDESONIDE DR - ER 3 MG CAPSULE,DELAYED,EXTENDED RELEASE [31576]", $254.50 ,
25000001,BUDESONIDE-FORMOTEROL HFA 160 MCG-4.5 MCG/ACTUATION AEROSOL INHALER [81454]," $3,602.00 ",
25000001,BUDESONIDE-FORMOTEROL HFA 80 MCG-4.5 MCG/ACTUATION AEROSOL INHALER [81453]," $3,131.20 ",
63600002,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION [9308], $21.90 ,
25000001,BUMETANIDE 0.5 MG TABLET [9309], $32.50 ,
25000001,BUMETANIDE 1 MG TABLET [9310], $36.10 ,
,BUMETANIDE IV SYRINGE 0.25 MG/ML (NICU/PEDS) [500398], $255.20 ,
25000001,BUPIVACAINE (PF) 0.125% INJECTION (ONE-STEP - CAUDAL) [40840747], $26.10 ,
25000001,BUPIVACAINE (PF) 0.125% INJECTION (ONE-STEP- PNB) [40840748], $26.10 ,
25000001,BUPIVACAINE (PF) 0.125% INJECTION (ONE-STEP-EPIDURAL) [40840746], $26.10 ,
63600002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION (ONE STEP - PNB) [40840566], $26.10 ,
63600002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION (ONE STEP) [40840461], $26.10 ,
63600002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION [1222], $26.10 ,
63600002,BUPIVACAINE (PF) 0.25% (2.5 MG/ML) INJECTION (ONE STEP - CAUDAL) [40840902], $26.10 ,
63600002,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION (ONE STEP - PNB) [40840580], $151.70 ,
63600002,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION [105640], $62.70 ,
63600002,BUPIVACAINE (PF) 0.5% (5MG/ML) INJECTION (ONE STEP-SPINAL) [40840581], $151.70 ,
25000001,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXTROSE INJECTION [9316], $37.60 ,
63600002,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLUTION [1224], $53.10 ,
63600002,BUPIVACAINE 0.25 % (2.5 MG/ML) INJECTION SOLUTION [116282], $151.70 ,
63600002,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION [1223], $151.70 ,
25000001,"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJECTION SOLUTION [105633]", $146.70 ,
25000001,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION [106364]", $74.60 ,
25000001,"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJECTION SOLUTION [14983]", $199.80 ,
25000001,"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 INJECTION SOLUTION [14984]", $214.00 ,
25000001,BUPRENORPHINE 10 MCG/HOUR WEEKLY TRANSDERMAL PATCH [107661]," $1,630.90 ",
25000001,BUPRENORPHINE 20 MCG/HOUR WEEKLY TRANSDERMAL PATCH [107662]," $2,887.20 ",
25000001,BUPRENORPHINE 5 MCG/HOUR WEEKLY TRANSDERMAL PATCH [107660]," $1,087.30 ",
25000001,BUPRENORPHINE HCL 2 MG SUBLINGUAL TABLET [34711], $60.80 ,
25000001,BUPRENORPHINE HCL 8 MG SUBLINGUAL TABLET [34712], $114.60 ,
25000001,BUPROPION HCL 100 MG TABLET [9321], $13.00 ,
,"BUPROPION HCL 150 MG TABLET,12 HR SUSTAINED-RELEASE(SMOKING DETERRENT) [179606]", $26.20 ,
25000001,BUPROPION HCL 50 MG PARTIAL TABLET [40840178], $13.40 ,
25000001,BUPROPION HCL 75 MG TABLET [9322], $10.80 ,
25000001,"BUPROPION HCL SR 100 MG TABLET,12 HR SUSTAINED-RELEASE [18385]", $22.90 ,
25000001,"BUPROPION HCL SR 150 MG TABLET,12 HR SUSTAINED-RELEASE [18386]", $26.20 ,
25000001,"BUPROPION HCL SR 50 MG PARTIAL TABLET,12 HR SUSTAINED-RELEASE [40841748]", $11.50 ,
25000001,"BUPROPION HCL SR 75 MG PARTIAL TABLET,12 HR SUSTAINED-RELEASE [40841749]", $13.20 ,
25000001,"BUPROPION HCL XL 150 MG 24 HR TABLET, EXTENDED RELEASE [36775]", $64.50 ,
25000001,BUSPIRONE 1.25 MG PARTIAL TABLET [40840996], $2.70 ,
25000001,BUSPIRONE 10 MG TABLET [9323], $18.20 ,
25000001,BUSPIRONE 15 MG TABLET [17464], $27.30 ,
25000001,BUSPIRONE 2.5 MG PARTIAL TABLET [40840447], $5.30 ,
25000001,BUSPIRONE 5 MG TABLET [9324], $10.50 ,
63600002,BUSULFAN 2 MG TABLET [9325], $199.80 ,
63600002,BUSULFAN 60 MG/10 ML INTRAVENOUS SOLUTION [24695]," $16,200.00 ",
25000001,BUTALBITAL-ACETAMINOPHEN-CAFFEINE 25 MG-162.5 MG-20 MG PARTIAL TAB [40841620], $11.50 ,
25000001,BUTALBITAL-ACETAMINOPHEN-CAFFEINE 50 MG-325 MG-40 MG TABLET [8958], $22.80 ,
25000001,BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG CAPSULE [8922], $23.00 ,
25000001,BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % (200 MG/SEC) TOPICAL SPRAY [9328], $977.40 ,
63600002,BUTORPHANOL TARTRATE 2 MG/ML INJECTION SOLUTION [9334], $48.60 ,
63600002,C1 ESTERASE INHIBITOR 500 UNIT (10 ML) INTRAVENOUS KIT [100272]," $43,497.00 ",
25000001,C1 ESTERASE INHIBITOR 500 UNIT (5 ML) INTRAVENOUS SOLUTION [94225]," $44,692.40 ",
63600002,CABAZITAXEL 10 MG/ML (FIRST DILUTION) INTRAVENOUS SOLUTION [105644]," $169,739.90 ",
25000001,CABERGOLINE 0.25 MG PARTIAL TABLET [40840214], $235.40 ,
25000001,CABERGOLINE 0.5 MG TABLET [19226], $467.30 ,
25000001,CADEXOMER IODINE 0.9 % TOPICAL GEL [12858], $527.90 ,
25000001,CAFFEINE 200 MG TABLET [1259], $1.30 ,
63600002,CAFFEINE CITRATE 60 MG/3 ML (20 MG/ML) INTRAVENOUS SOLUTION [109034], $388.80 ,
25000001,CAFFEINE CITRATE 60 MG/3 ML (20 MG/ML) ORAL SOLUTION [77411], $26.60 ,
63600002,CAFFEINE CITRATED IV SYRINGE 20 MG/ML (NICU) [500858], $388.80 ,
25000001,CAFFEINE-SODIUM BENZOATE 250 MG/ML(125 MG/ML CAFFEINE) INJECTION SOLN [1262], $295.40 ,
25000001,CALAMINE 3.5 %-MENTHOL 0.2 %-PETROLATUM 69 %-ZINC 16.5 % TOPICAL PASTE [165733], $190.70 ,
25000001,CALAMINE 8 %-ZINC OXIDE 8 % LOTION [78879], $31.10 ,
25000001,CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY [15738]," $1,600.30 ",
63600002,CALCITONIN (SALMON) 200 UNIT/ML INJECTION SOLUTION [9347]," $43,789.70 ",
25000001,CALCITRIOL 0.25 MCG CAPSULE [9350], $16.40 ,
25000001,CALCITRIOL 0.5 MCG CAPSULE [9351], $26.20 ,
63600002,CALCITRIOL 1 MCG/ML INTRAVENOUS SOLUTION [9348], $97.10 ,
25000001,CALCITRIOL 1 MCG/ML ORAL SOLUTION [16218], $26.60 ,
25000001,CALCIUM ACETATE 667 MG (169 MG CALCIUM)/5 ML ORAL SOLUTION [110269], $3.50 ,
25000001,CALCIUM ACETATE 667 MG CAPSULE [30961], $13.90 ,
25000001,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET [127857]", $8.60 ,
25000001,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) CHEWABLE TABLET [9385], $1.00 ,
25000001,CALCIUM CARBONATE 250 MG CALCIUM (625 MG) PARTIAL TAB [40840215], $0.50 ,
25000001,CALCIUM CARBONATE 334 MG-MAGNESIUM OXIDE 134 MG-ZINC SULF 5 MG TABLET [175070], $0.50 ,
25000001,"CALCIUM CARBONATE 500 MG (1,250 MG)-VITAMIN D3 200 UNIT TABLET [19483]", $0.60 ,
25000001,"CALCIUM CARBONATE 500 MG CALCIUM (1,250 MG) TABLET [1300]", $2.30 ,
25000001,"CALCIUM CARBONATE 500 MG/5 ML CALCIUM (1,250 MG/5 ML) ORAL SUSPENSION [1299]", $3.50 ,
25000001,CALCIUM CARBONATE-MAGNESIUM HYDROXIDE 700 MG-300 MG CHEWABLE TABLET [9008], $0.90 ,
25000001,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SOLUTION [116876], $313.10 ,
25000001,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRINGE [1306], $109.90 ,
25000001,CALCIUM CITRATE 100 MG (475 MG) PARTIAL TABLET [40840216], $0.50 ,
25000001,CALCIUM CITRATE 200 MG (950 MG) TABLET [1308], $0.90 ,
25000001,CALCIUM CITRATE-VITAMIN D3 315 MG-250 UNIT TABLET [81854], $1.20 ,
25000001,CALCIUM GLUBIONATE 115 MG/5 ML (1.8 GRAM/5 ML) SYRUP [125781], $26.60 ,
63600002,CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION [1312], $218.70 ,
25000001,CALCIUM GLUCONATE 2.5 % TOPICAL GEL [40841852], $51.00 ,
25000001,CALCIUM ION [40840415],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,CALCIUM POLYCARBOPHIL 625 MG TABLET [11046], $1.50 ,
25000001,CAMPHOR-PHENOL 10.8 %-4.7 % TOPICAL SOLUTION [12562], $74.80 ,
25000001,CANDESARTAN 2 MG PARTIAL TABLET [40840217], $29.00 ,
25000001,CANDESARTAN 32 MG-HYDROCHLOROTHIAZIDE 12.5 MG TABLET [28949], $79.50 ,
25000001,CANDESARTAN 8 MG TABLET [23230], $57.60 ,
25000001,CANDIDA ALBICANS SKIN TEST FDA STANDARD INTRADERMAL [122544]," $2,883.60 ",
25000001,CAPECITABINE 100 MG/ML ORAL SUSPENSION [40840092], $26.60 ,
63600002,CAPECITABINE 150 MG TABLET [22993], $160.00 ,
63600002,CAPECITABINE 500 MG TABLET [22994], $732.10 ,
25000001,CAPSAICIN 0.025 % TOPICAL CREAM [1350], $134.50 ,
25000001,CAPSAICIN 0.1 % TOPICAL CREAM [70403], $141.20 ,
25000001,CAPTOPRIL 12.5 MG TABLET [9401], $21.10 ,
25000001,CAPTOPRIL 25 MG TABLET [9402], $22.60 ,
25000001,CAPTOPRIL 25 MG-HYDROCHLOROTHIAZIDE 15 MG TABLET [9395], $38.60 ,
25000001,CAPTOPRIL 3.125 MG PARTIAL TABLET [40840218], $2.50 ,
25000001,CAPTOPRIL 50 MG TABLET [9403], $39.20 ,
25000001,CAPTOPRIL 6.25 MG PARTIAL TABLET [40840175], $10.60 ,
25000001,CARBACHOL 0.01 % INTRAOCULAR SOLUTION [19704], $545.70 ,
25000001,CARBAMAZEPINE 100 MG CHEWABLE TABLET [1355], $9.40 ,
25000001,CARBAMAZEPINE 100 MG/5 ML ORAL SUSPENSION [117546], $26.60 ,
25000001,CARBAMAZEPINE 200 MG TABLET [1357], $21.60 ,
25000001,CARBAMAZEPINE 50 MG CHEWABLE PARTIAL TABLET [40840219], $4.50 ,
25000001,"CARBAMAZEPINE ER 100 MG TABLET,EXTENDED RELEASE,12 HR [27634]", $20.80 ,
25000001,"CARBAMAZEPINE ER 200 MG CAPSULE,EXTENDED RELEASE MPHASE12HR [27632]", $28.80 ,
25000001,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR [27635]", $41.40 ,
25000001,"CARBAMAZEPINE ER 300 MG CAPSULE,EXTENDED RELEASE MPHASE12HR [27633]", $28.80 ,
25000001,CARBAMIDE PEROXIDE 10 % ORAL RINSE [1358], $68.90 ,
25000001,CARBAMIDE PEROXIDE 6.5 % EAR DROPS [1359], $33.50 ,
25000001,CARBIDOPA 10 MG-LEVODOPA 100 MG TABLET [9406], $15.50 ,
25000001,CARBIDOPA 12.5 MG-LEVODOPA 125 MG PARTIAL TABLET [40841109], $11.00 ,
25000001,CARBIDOPA 12.5 MG-LEVODOPA 50 MG DISINTEGRATING PARTIAL TABLET [40841750], $9.40 ,
25000001,CARBIDOPA 12.5 MG-LEVODOPA 50 MG PARTIAL TABLET [40840171], $8.70 ,
25000001,CARBIDOPA 25 MG-LEVODOPA 100 MG DISINTEGRATING TABLET [39497], $18.60 ,
25000001,CARBIDOPA 25 MG-LEVODOPA 100 MG TABLET [9407], $11.80 ,
25000001,CARBIDOPA 25 MG-LEVODOPA 250 MG TABLET [9408], $15.00 ,
25000001,CARBIDOPA 37.5 MG-LEVODOPA 150 MG-ENTACAPONE 200 MG TABLET [36137], $50.70 ,
25000001,CARBIDOPA 5 MG-LEVODOPA 50 MG PARTIAL TABLET [40840220], $7.80 ,
25000001,CARBIDOPA 6.25 MG-LEVODOPA 25 MG PARTIAL TABLET [40841522], $3.00 ,
25000001,"CARBIDOPA ER 25 MG-LEVODOPA 100 MG TABLET,EXTENDED RELEASE [12329]", $23.70 ,
25000001,"CARBIDOPA ER 50 MG-LEVODOPA 200 MG TABLET,EXTENDED RELEASE [9409]", $23.60 ,
63600002,CARBOPLATIN 10 MG/ML INTRAVENOUS SOLUTION [39265], $213.90 ,
25000001,CARBOPROST TROMETHAMINE 250 MCG/ML INTRAMUSCULAR SOLUTION [9413]," $5,741.90 ",
25000001,CARBOXYMETHYLCELLULOSE SODIUM 0.5 % EYE DROPS IN A DROPPERETTE [27991], $4.20 ,
25000001,CARDIOPLEGIC SOLUTION 16 MEQ/L (POTASSIUM) FOR PERFUSION [30275], $864.00 ,
63600002,CARFILZOMIB 60 MG INTRAVENOUS SOLUTION [159237]," $27,361.80 ",
25000001,CARISOPRODOL 175 MG PARTIAL TABLET [40840954], $4.10 ,
25000001,CARISOPRODOL 350 MG TABLET [1395], $8.10 ,
25000001,CARISOPRODOL 87.5 MG PARTIAL TABLET [40840221], $4.90 ,
63600002,CARMUSTINE 100 MG INTRAVENOUS SOLUTION [28911]," $2,776.90 ",
25000001,CARTEOLOL 1 % EYE DROPS [9417], $265.20 ,
25000001,CARVEDILOL 0.7813 MG PARTIAL TABLET [40840222], $7.30 ,
25000001,CARVEDILOL 1 MG/ML ORAL SUSPENSION [40841318], $26.60 ,
25000001,CARVEDILOL 1.5625 MG PARTIAL TABLET [40840721], $14.60 ,
25000001,CARVEDILOL 12.5 MG TABLET [15749], $28.90 ,
25000001,CARVEDILOL 25 MG TABLET [15748], $28.90 ,
25000001,CARVEDILOL 3.125 MG TABLET [18551], $77.80 ,
25000001,CARVEDILOL 6.25 MG TABLET [15747], $77.80 ,
25000001,"CARVEDILOL PHOSPHATE ER 10 MG CAPSULE,EXT.RELEASE24HR MULTIPHASE [77664]", $148.70 ,
25000001,"CARVEDILOL PHOSPHATE ER 20 MG CAPSULE,EXT.RELEASE24HR MULTIPHASE [77665]", $148.70 ,
25000001,"CARVEDILOL PHOSPHATE ER 40 MG CAPSULE,EXT.RELEASE24HR MULTIPHASE [77666]", $148.70 ,
25000001,"CARVEDILOL PHOSPHATE ER 80 MG CAPSULE,EXT.RELEASE24HR MULTIPHASE [77667]", $148.70 ,
63600002,CASPOFUNGIN 50 MG INTRAVENOUS SOLUTION [29567]," $5,470.90 ",
63600002,CASPOFUNGIN 70 MG INTRAVENOUS SOLUTION [29568]," $5,684.40 ",
25000001,CASTOR OIL 100 % ORAL [98399], $-   ,"Place holder,static, order communication, zero charge item or charge panel"
25000001,CECCHI MIXTURE (540 ML) ORAL SUSPENSION [40840435], $26.60 ,
25000001,CEFADROXIL 500 MG CAPSULE [9436], $50.30 ,
63600002,CEFAZOLIN 1 GRAM INTRAVENOUS SOLUTION [27297], $39.90 ,
63600002,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION [1445], $62.30 ,
63600002,CEFAZOLIN 1 GRAM SOLUTION FOR IV PUSH [40841708], $17.90 ,
63600002,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK [25365], $72.90 ,
63600002,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION [1446], $353.70 ,
63600002,CEFAZOLIN 2 G IVPB IN 50 ML D5W (PYXIS) [40840938], $68.20 ,
63600002,CEFAZOLIN 2 GRAM/100 ML IN DEXTROSE(ISO-OSMOTIC) INTRAVENOUS PIGGYBACK [176785], $149.90 ,
63600002,CEFAZOLIN 2 MG/ML FOR DOUBLE DILUTION [40841660], $0.70 ,
63600002,CEFAZOLIN 500 MG SOLUTION FOR INJECTION [1448], $42.00 ,
63600002,CEFAZOLIN IV SYRINGE 100 MG/ML W/ 1 G VIAL (PEDS) [500558], $35.30 ,
63600002,CEFAZOLIN IV SYRINGE 100 MG/ML W/ 500 MG VIAL (NICU/PED) [500566], $42.00 ,
25000001,CEFDINIR 125 MG/5 ML ORAL SUSPENSION [22290], $26.60 ,
63600002,CEFEPIME 1 GRAM INTRAVENOUS SOLUTION [93824], $93.80 ,
