HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,44712404, BONE CEMENT INJECTOR           ,592,4470
513,44712412, BONE PUTTY (MOLDABLE)          ,4139,4470
513,44712420, KNEE REPLACEMENT TOTAL         ,29000,4470
513,44712438, HIP REPLACEMENT TOTAL          ,22500,4470
513,44712446, HIP BIPOLAR REPLACEMENT        ,17500,4470
513,44712453, K-WIRE                         ,270,4470
513,44712461, GUIDE PIN                      ,266,4470
513,44712479, SCREW 000                      ,250,4470
513,44712487, SCREW 100                      ,750,4470
513,44712495, SCREW 200                      ,1250,4470
513,44712503, SCREW 300                      ,1750,4470
513,44712511, SCREW 400                      ,2250,4470
513,44712529, SCREW 500                      ,2750,4470
513,44712537, SCREW 600                      ,3250,4470
513,44712545, SCREW 700                      ,3750,4470
513,44712552, SCREW 800                      ,4250,4470
513,44712560, SCREW 900                      ,4750,4470
513,44712578, SCREW 1000                     ,7500,4470
513,44712586, SCREW 2000+                    ,12500,4470
513,44712594, NAIL/ROD 0000                  ,2500,4470
513,44712602, NAIL/ROD 1000                  ,7500,4470
513,44712610, NAIL/ROD 2000                  ,12500,4470
513,44712628, NAIL/ROD 3000                  ,17500,4470
513,44712636, WASHER                         ,1112,4470
513,44712644, NUT                            ,232.89,4470
513,44712651, PLATE CLAVICLE                 ,8830,4470
513,44712669, PLATE FIBULA                   ,6035,4470
513,44712677, PLATE TIBIA                    ,8824,4470
513,44712685, PLATE HIP                      ,3432,4470
513,44712693, PLATE ANKLE                    ,3300,4470
513,44712701, PLATE FEMUR                    ,7275,4470
513,44712719, PLATE RADIUS                   ,3740,4470
513,44712727, PLATE ULNA                     ,3740,4470
513,44712735, PLATE STRAIGHT                 ,5340,4470
513,44712743, SCREW PEDICLE                  ,5000,4470
513,44712750, LOCKING PLUGS                  ,2000,4470
513,44712768, RODS SPINAL IMPLANT            ,2500,4470
513,44712776, BASKET HELICAL STONE           ,1450,4470
513,44712784, SLING URINARY                  ,6300,4470
513,44712792, PEG KIT                        ,725,4470
513,44712800, HEMOSTASIS RESOLUTION CLIP     ,8750,4470
513,44712818, HEMOSTASIS GOLD PROBE          ,775,4470
513,44712826, BASKET TRAPEZOID               ,1450,4470
513,44712834, JEJUNOSTOMY TUBE               ,1115,4470
513,44712842, STENT VASCULAR NON COAT (EPIC) ,4625,4470
513,44712859, BAND LIGATOR                   ,1000,4470
513,44712867, MISC IMPLANT                   ,0,4470
513,44712875, MISC STERILE SUPPLY            ,0,4470
513,44712883, SHOULDER ANCHOR PEG GLENOID    ,9430,4470
513,44712891, SHOULDER ECCENTRIC HEAD        ,9635,4470
513,44712909, SHOULDER STANDARD STEM         ,20115,4470
513,44712917, DEPUY BONE CEMENT 40G          ,910,4470
513,44712925, SHOULDER CORKSCREW ANCHOR      ,2040,4470
513,44712933, GRAFT  COLLAGEN 6MMX34         ,5445,4470
513,44712941, PLATE IMPLANT 000              ,1247,4470
513,44712958, PLATE IMPLANT 500              ,2497.5,4470
513,44712966, PLATE IMPLANT 1000             ,3747.5,4470
513,44712974, PLATE IMPLANT 1500             ,4997.5,4470
513,44712982, PLATE IMPLANT 2000             ,6247.5,4470
513,44712990, PLATE IMPLANT 2500             ,7497.5,4470
513,44713006, PLATE IMPLANT 3000             ,8747.5,4770
513,44713014, PLATE IMPLANT 3500             ,9997.5,4470
513,44713022, PLATE IMPLANT 4000             ,11247.5,4470
513,44713030, PLATE IMPLANT 4500             ,12497.5,4470
513,44713048, PLATE IMPLANT 5000             ,13747.5,4470
513,44713055, BONE GRAFT SUB PER 0.5ML ACTIF ,625,4470
513,44713063, TENEX ULTRASONIC PROC PK       ,3825,4470
513,44713071, ELEVATE-ANTERIOR               ,12250,4470
513,44713089, ELEVATE-POSTERIOR              ,11375,4470
513,44720019, AEROSOL NEBULIZER              ,77,4470
513,44720027, AMBU BAG                       ,198,4470
513,44720035, VENTILATOR SUCTION SYSTEM      ,127,4470
513,44720043, HAND HELD NEBULIZER (HHN)      ,77,4470
513,44720050, INCENTIVE SPIROMETER           ,33,4470
513,44720068, VENTILATOR HME FILTER          ,33,4470
513,44720076, INTUBATING STYLET              ,33,4470
513,44720084, TENT AEROSOL                   ,121,4470
513,44720092, TRACHEOSTOMY TUBE HOLDER       ,44,4470
513,44720100, VENTILATOR BREATHING CIRCUIT   ,83,4470
513,44720118, DELEE MUCUS TRAP CATHETER      ,28,4470
513,44720126, TRACHEOSTOMY TUBE              ,369,4470
513,44720134, EXT FIXATOR COMBO CLAMP        ,4875,4470
513,44720142, EXT FIXATOR ADJ CLAMP          ,4040,4470
513,44720159, OLECRANON PLATE                ,5885,4470
513,44720167, SCHINZ PIN                     ,1305,4470
513,44720175, MESH-0-999                     ,2500,4470
513,44720183, MESH 1000-1999                 ,7500,4470
513,44720191, MESH 2000-2999                 ,12500,4770
513,44720209, MESH 3000-3999                 ,17500,4470
513,44720217, MESH 4000-4999                 ,22500,4470
513,44720225, MESH 5000-5999                 ,27500,4470
513,44720233, MESH 6000-6999                 ,32500,4470
513,44720241, MESH 7000-7999                 ,37500,4470
513,44720258, MESH 8000-8999                 ,42500,4470
513,44720266, MESH 9000-10 000               ,47500,4770
513,44720274, GW 0-99                        ,250,4470
513,44720282, GW 100-199                     ,750,4470
513,44720290, GW 200-299                     ,1250,4470
513,44720308, GW 300-399                     ,1750,4470
513,44720316, GW 400-499                     ,2250,4470
513,44720324, GW 500-599                     ,2750,4470
513,44720332, BONE GRAFT PUTTY BIOACTIVE     ,7250,4470
513,44720340, HEMOSTAT (VITAGEL)             ,3210,4470
513,44720357, TISSEEL FIBRIN SEALANT 10ML    ,2783,4470
513,44720365, TISSEEL FIBRIN SEALANT 4ML     ,1134,4470
513,44720373, FLOSEAL 10ML                   ,10597,4470
513,44720381, FLOSEAL 5ML                    ,5986,4470
513,44720399, SURGIFLO                       ,7398,4470
513,44720407, PERITONEAL DRAINAGE TRAY       ,7508,4470
513,44720415, PERITONEAL DRAINAGE KIT        ,4225,4470
513,44900850, EXT PACEMKR INITL              ,729,4470
513,45000023, BASIC METABOLIC PANEL (BMP)    ,550,4500
513,45000031, ELECTROLYTES (Chem)            ,298,4500
513,45000056, C DIFF TOXIN(S)                ,121,4500
513,45000064, C DIFF ANTIGEN                 ,55,4500
513,45000072, COMPREHENSIVE METABOLIC PANEL  ,659,4500
513,45000098, LIPID PANEL                    ,209,4500
513,45000114, HEPATIC FUNCTION PNL (Chem)    ,516,4500
513,45000130, URINE DRUG SCREEN              ,256,4500
513,45000155, TEGRETOL                       ,68,4500
513,45000171, DIGOXIN (Chem)                 ,208,4500
513,45000189, GENTAMYCIN (Chem)              ,208,4500
513,45000197, PHENYTOIN(DILANTIN)            ,208,4500
513,45000213, THEOPHYLLINE (Chem)            ,208,4500
513,45000239, VANCOMYCIN BLOOD (Chem)        ,208,4500
513,45000254, URINALYSIS AUTO W/SCOPY        ,110,4500
513,45000262, CHEM ANALYS ONLY (Urin)        ,56,4500
513,45000270, URINALYSIS AUTO W/O SCOPY      ,83,4500
513,45000288, PREG TEST-URINE QUAL (Immu)    ,153,4500
513,45000296, ACETONE (QUALITATIVE)          ,153,4500
513,45000304, URINE EOSINOPHIL               ,56,4500
513,45000312, ALBUMIN (Chem)                 ,110,4500
513,45000338, ETHANOL (Chem.)                ,166,4500
513,45000353, AMMONIA (Chem)                 ,166,4500
513,45000379, AMYLASE (Chem)                 ,143,4500
513,45000395, BILI-TOTAL                     ,132,4500
513,45000411, BILI DIRECT                    ,132,4500
513,45000429, OCCULT BLD STOOL (Micro)       ,66,4500
513,45000437, CALCIUM (Chem)                 ,110,4500
513,45000478, CHLORIDE (Chem)                ,110,4500
513,45000494, CHLORIDE UR (Chem)             ,110,4500
513,45000510, CHOLESTEROL (Chem)             ,110,4500
513,45000536, CPK (Chem)                     ,121,4500
513,45000551, CREATININE BLOOD (Chem)        ,110,4500
513,45000577, CREATININE-URINE (Chem)        ,110,4500
513,45000593, CREAT CLEAR                    ,199,4500
513,45000650, GLUCOSE (1HR/2HR PP)           ,132,4500
513,45000692, GLUCOSE (FAST/RANDOM)          ,110,4500
513,45000718, GLU (EACH ADD >3) (Chem)       ,110,4500
513,45000759, GGT                            ,110,4500
513,45000791, IRON  SERUM                    ,153,4500
513,45000817, TIBC (Chem)                    ,153,4500
513,45000833, LDH (Chem)                     ,132,4500
513,45000858, MAGNESIUM (Chem)               ,132,4500
513,45000874, ALK PHOS (Chem)                ,132,4500
513,45000890, PHOSPHOROUS (Chem)             ,132,4500
513,45000916, PHOS-UA (Chem)                 ,132,4500
513,45000932, POTASSIUM (Chem)               ,132,4500
513,45000957, POTASSIUM-UA (Chem)            ,132,4500
513,45000965, PROTEIN TOTL  (Serum)          ,110,4500
513,45000973, PROTEIN TOTAL URINE (Chem)     ,110,4500
513,45000981, SODIUM URINE (Chem)            ,132,4500
513,45000999, SODIUM (Chem)                  ,132,4500
513,45001005, T-4 (Chem)                     ,166,4500
513,45001013, TSH                            ,232,4500
513,45001039, SGOT (Chem)                    ,132,4500
513,45001054, SGPT (Chem)                    ,132,4500
513,45001070, TRIGLYCERIDE (Chem)            ,166,4500
513,45001096, T-3 UPTAKE (Chem)              ,166,4500
513,45001112, TROPONIN I                     ,208,4500
513,45001120, BUN                            ,110,4500
513,45001138, URIC ACID  BLOOD (Chem)        ,132,4500
513,45001153, HCG-QUAL SERUM (Immu)          ,153,4500
513,45001179, BLEED TIME-SIMPLATE(Hema)      ,110,4500
513,45001195, DIFFERENTIAL  MANUAL           ,89,4500
513,45001237, HEMATOCRIT                     ,89,4500
513,45001245, HEMOGLOBIN (Hema)              ,89,4500
513,45001260, CBC (Hema)                     ,166,4500
513,45001302, RETIC CNT MAN. (Hema)          ,99,4500
513,45001344, D-DIMER (Hema)                 ,110,4500
513,45001385, PROTHROMBIN (Hema)             ,110,4500
513,45001393, SED RATE (Hema)                ,89,4500
513,45001401, PTT (Hema)                     ,153,4500
513,45001419, ASO TITER (Immu)               ,132,4500
513,45001427, ASO SCREEN (STREPTOZYME)(Immu) ,110,4500
513,45001443, RUBELLA TITER (Immu)           ,199,4500
513,45001450, RA-FACTOR QUAL.(Immu)          ,132,4500
513,45001492, CRP QUAL (Immu)                ,166,4500
513,45001500, COLD AGG TITER (Immu)          ,208,4500
513,45001526, MONOTEST (Immu)                ,132,4500
513,45001542, STREPTOCOCCUS GRP A            ,128,4500
513,45001666, RPR/RST QUAL.(Immu)            ,110,4500
513,45001898, CULTURE BLOOD (Micro)          ,219,4500
513,45001914, CULTURE  ROUTINE (Micro)       ,199,4500
513,45001922, CULTURE-SCREENING              ,110,4500
513,45001955, BACTERIAL ID URINE(Micro)      ,176,4500
513,45001989, SUSCEPTIBILITY TESTING         ,223,4500
513,45001997, GRAM STAIN (Micro)             ,110,4500
513,45002037, WET MOUNT (Micro)              ,132,4500
513,45002052, CELL CNT-BODY FLUID (MICRO)    ,89,4500
513,45002086, URINE DRUG SCREEN TR           ,110,4500
513,45002102, RENAL FUNCTION PNL             ,550,4500
513,45002128, CK-MB                          ,166,4500
513,45002144, ACETAMINOPHEN (TYLENOL)        ,89,4500
513,45002169, AMYLASE - URINE                ,89,4500
513,45002185, B-HCG QUANTITATIVE             ,166,4500
513,45002201, CARBON DIOXIDE - C02           ,132,4500
513,45002227, FERRITIN                       ,166,4500
513,45002250, HDL - DIRECT                   ,153,4500
513,45002276, LDL - DIRECT                   ,154,4500
513,45002292, LIPASE                         ,132,4500
513,45002318, MYOGLOBIN - SERUM              ,166,4500
513,45002334, PHENOBARBITAL                  ,166,4500
513,45002359, PROSTATE SPECIFIC AG           ,166,4500
513,45002375, SALICYLATE                     ,166,4500
513,45002391, TOBRAMYCIN                     ,166,4500
513,45002417, VALPROIC ACID                  ,166,4500
513,45002433, CBC W/ MANUAL DIFF COUNT       ,193,4500
513,45002441, HEMOGRAM & PLATELET CNT  AUTO  ,132,4500
513,45002474, FIBRINOGEN                     ,132,4500
513,45002516, RESPIRATORY SYNC VIRUS         ,110,4500
513,45002532, UREA NITROGEN-URINE            ,132,4500
513,45002540, URIC ACID - URINE              ,132,4500
513,45002557, VOLUME MEASUREMENT-TIMED URINE ,33,4500
513,45002565, PROTEIN  TOTAL-BODY FLUIDS     ,132,4500
513,45002581, GLUCOSE  BODY FLUIDS           ,132,4500
513,45002599, CHLORIDE  BODY FLUIDS          ,132,4500
513,45002607, ANAEROBIC CULTURE              ,132,4500
513,45002623, KOH MOUNT                      ,89,4500
513,45002631, H. PYLORI-UREA TEST            ,64,4500
513,45002656, CULTURE STOOL SS               ,143,4500
513,45002672, CULTURE STOOL-CAMP             ,89,4500
513,45002698, C. DIFFICILE TOXIN  STOOL      ,99,4500
513,45002714, THC SCREEN - TRIAGE            ,56,4500
513,45002722, PCP SCREEN - TRIAGE            ,56,4500
513,45002748, TCA SCREEN - TRIAGE            ,56,4500
513,45002763, OPIATES SCREEN - TRIAGE        ,56,4500
513,45003001, VENIPUNCTURE                   ,50,4500
513,45003019, ORGANISM IDU 1                 ,59,4500
513,45003027, SUSCEPTIBILITY PANEL 1         ,147,4500
513,45003035, ORGANISM IDU 2                 ,59,4500
513,45003043, SUSCEPTIBILITY PANEL 2         ,147,4500
513,45003050, ORGANISM IDU 3                 ,59,4500
513,45003068, SUSCEPTIBILITY PANEL 3         ,147,4500
513,45003076, ORGANISM ID 1                  ,59,4500
513,45003084, ORGANISM ID 2                  ,59,4500
513,45003092, ORGANISM ID 3                  ,59,4500
513,45003100, B-TYPE NATRIUDETIC PEPTIDE     ,153,4500
513,45003118, HGB                            ,22,4500
513,45003126, TESTOSTERONE TOTAL             ,47,4500
513,45003134, TRIIODOTHYRONINE T3 TOTAL      ,65,4500
513,45003142, METHAPHETAMINES - TRIAGE       ,56,4500
513,45003175, ACETAMINOPHEN/PARACETOMOL      ,56,4500
513,45003191, INFLUENZA A&B ANTIGEN          ,193,4500
513,45003209, HGB A1C                        ,193,4500
513,45003217, HIV 1/2 AB SCR                 ,83,4500
513,45003225, VITAMIN B12                    ,55,4500
513,45003233, FOLATE SERUM                   ,55,4500
513,45003241, FREE T3                        ,189,4500
513,45003258, FREE T4                        ,189,4500
513,45003266, LACTIC ACID                    ,165,4500
513,45003274, LITHIUM                        ,210,4500
513,45003282, RPR TITER                      ,198,4500
513,45003290, HELICOBACTER PYLORI            ,138,4500
513,45003308, PREALBUMIN                     ,120,4500
513,45025111, ACCUCHECK GLUCOSE              ,109,4500
513,45100062, DRUG ANALYSIS COMP (CHEM)      ,59,4500
513,45100161, LITHIUM                        ,4.76,4500
513,45100385, CEA                            ,8.66,4500
513,45100427, CK ISOENZYMES                  ,14.36,4500
513,45100468, CORTISOL                       ,15.13,4500
513,45100500, VITAMIN B12                    ,4.27,4500
513,45100518, IGD-IGG-IGA-IGM-(IMMU)         ,141,4500
513,45100641, FOLATE SERUM                   ,4,4510
513,45100682, HAPTOGLOBIN                    ,15.13,4500
513,45100716, LACTIC ACID (P)                ,14.64,4500
513,45100765, HEMOSIDERIN-(CHEM)             ,28,4500
513,45100807, LEAD  BLOOD (CHEM)             ,10,4500
513,45100864, OSMOLALITY                     ,8.65,4500
513,45100880, OSMOLALITY (U)                 ,8.65,4500
513,45100906, PTH INTACT & CALCIUM           ,27.68,4500
513,45101045, PROLACTIN                      ,13.47,4500
513,45101060, PSA                            ,7.5,4500
513,45101144, COMPLEMENT C3C                 ,13.67,4500
513,45101169, COMPLEMENT C4C                 ,12.55,4500
513,45101276, MITOCHONDRIAL W/REFL           ,13.67,4500
513,45101292, ANTI DSDNA RFX TITER           ,17.16,4500
513,45101300, ASPERGILLUS-AB PANEL-(IMMU)    ,15,4500
513,45101342, HEP B SURFACE AB QL            ,7.79,4500
513,45101441, VITAMIN D 1 25 DIHYDROXY       ,47.52,4500
513,45101458, HEP B CORE AB TOTAL            ,8.65,4500
513,45101474, HEP A ANTIBODY (HAAB)          ,12.55,4500
513,45101524, HEP C AB                       ,13.01,4500
513,45101565, CULT FUNGUS OTHER              ,8.21,4500
513,45101581, CLT MYCOBACTERIUM              ,11.03,4500
513,45101599, OVA AND PARASITE               ,8.79,4500
513,45101607, ACID FAST STAIN                ,25.6,4500
513,45101615, C DIFF TOXIN B QL              ,22.59,4500
513,45101623, HEP B SURFACE (HBSAG)          ,6.52,4500
513,45101714, M PNEUM IGM AB                 ,41,4500
513,45101755, LUTEINIZING HORMONE            ,9.62,4500
513,45101789, INFLUENZA A&B AB CF            ,36.68,4500
513,45101805, HIV 1/2 AB SCR W/RFLS          ,25,4500
513,45101839, HEP B CORE IGM AB              ,13.12,4500
513,45101854, HEP A IGM AB                   ,11.76,4500
513,45101912, CRYPTOCOCCUS NEOFORMQANS       ,43,4500
513,45101953, CT/GC DNA CX M/URET            ,15,4500
513,45101961, CA 19-9 (CENTOCOR)             ,12.02,4500
513,45101979, CA 125                         ,12.03,4500
513,45102035, C DIFF TOXIN(S)                ,11.16,4500
513,45102159, HCV RNA BY PCR QT              ,115,4500
513,45102167, AFP TUMOR (CHIRON)             ,14.43,4500
513,45102209, CULTURE CAMPYLOBAC             ,18,4500
513,45102217, LEGIONELLA AG (U)              ,29.04,4500
513,45102258, PROTEIN ELECTRO                ,14.86,4500
513,45102266, IGA SERUM                      ,7.77,4500
513,45102290, CULT ID EA ORGANISM            ,20,4500
513,45102316, ANIT-DNA AB DOUBLE STRAND      ,18,4500
513,45102407, HIV 1 AB BY WBA                ,98.46,4500
513,45102613, PREALBUMIN                     ,16.53,4500
513,45102688, MISC-REF LAB SEND OUT          ,0,4500
513,45103678, PORPHYRIN LEVEL (BLOOD)        ,84,4500
513,45103686, PORPHYRIN LEVEL (URINE)        ,18,4500
513,45103694, LEAD (B)                       ,9.41,4500
513,45103728, HOMOCYSTEINE CARDIO            ,32,4500
513,45103736, M PNEUMO IGG AB                ,13.67,4500
513,45103744, LYMPH SUBSET 4PNL              ,51.33,4500
513,45103777, IGG SERUM                      ,7.76,4500
513,45103785, IMMUNOGLOBULIN M               ,7.76,4500
513,45103793, ANA SCREEN W/ REFLEX           ,6.06,4500
513,45103819, CH50 COMPLMENT                 ,21.2,4500
513,45103827, THC (MARIJUANA) CONFIRMATION   ,21,4500
513,45103835, PCP CONFIRMATION               ,21,4500
513,45103850, OPIATES CONFIRMATION           ,16,4500
513,45103884, IMMUNOFIXATION S               ,20.92,4500
513,45103892, INFLUENZA B ANTIBODIES         ,20,4500
