Description, Total Price 
HB BARD MISSION CORE BIOPSY KIT (5 NEEDLES & INSTRUMENTS), $126.00 
HB BARD NEEDLE 18G X 10CM, $79.00 
HB BARD NEEDLE 18G X 16CM, $72.00 
HB BARD OSTYCUT NEEDLE, $169.00 
HB BARD PEG CLEANING BRUSH, $30.00 
HB BARD SITE-RITE NEEDLE GUIDE KIT, $57.00 
HB BARIATRIC CHAIR/RECLINER, $123.00 
HB BARIATRIC EXERCISE CLASS, $57.00 
HB BARIATRIC MATERIAL BINDER, $25.00 
HB BARRX HALO CAP, $837.00 
HB BARRX-HALO 90," $2,700.00 "
HB BASEBALL SPLINT, $35.00 
HB BASIC BIOPSY TRAY, $32.00 
HB BASIC VESTIBULAR EVALUATION, $507.00 
HB BASKET RETRIEVAL LVL 6, $675.00 
HB BASKET RETRIEVAL LVL 7, $825.00 
HB BASKET RETRIEVAL LVL 9," $1,125.00 "
HB BASKET UROLOGY STONE SEGURA LA, $746.00 
HB BATTERY   GO GEAR," $1,875.00 "
HB BATTERY CLIP GO GEAR," $3,300.00 "
HB BATTERY FOR PNEUMATIC VAD," $3,000.00 "
HB BATTERY HOLSTER REPLACEMENT  #104234," $1,185.00 "
HB BATTERY MODULE  HM II, $265.00 
HB BATTERY PWR PACK CHARGER," $9,000.00 "
HB BATTERY PWR PACK CHG GO GEAR," $21,600.00 "
HB BATTERY REPLACEMENT HEARTWARE," $2,250.00 "
HB BATTERY REPLACEMENT HM II, $225.00 
HB BEACON CEREB CATH 5FF MIK, $46.00 
HB BEACON TIP ANGIO CATH 5FRX65 CM, $282.00 
HB BEACON TIP ROYAL FLUSH + HIGH-FLOW PIGTAIL CATH, $45.00 
HB BED/MATTRESS LV 1, $89.00 
HB BED/MATTRESS LV 10, $320.00 
HB BED/MATTRESS LV 2, $125.00 
HB BED/MATTRESS LV 3, $250.00 
HB BED/MATTRESS LV 4, $378.00 
HB BED/MATTRESS LV 5, $435.00 
HB BED/MATTRESS LV 6, $555.00 
HB BED/MATTRESS LV 7, $885.00 
HB BED/MATTRESS LV 8, $66.00 
HB BED/MATTRESS LV 9, $180.00 
"HB BEHAV ASM EA 15 MINS OF TECH TIME,FACE TO FACE W/ PT", $24.00 
"HB BEHAV COUNSEL OBESITY (GROUP) 2-10, 30 MINS", $35.00 
HB BEHAVIORAL & QUALITATIVE ANALYSIS OF VOICE & RESONANCE, $315.00 
HB BEHAVIORAL HEALTH OUTREACH PRO, $75.00 
HB BEHAVIORAL MODIFICATION GROUP (6 CLASSES), $120.00 
HB BEHAVIORIAL COUNSELING F-F OBESITY 15MINS, $35.00 
HB BELLAFILL-SUNEVA PP, $330.00 
HB BELOW KNEE CUFF SUSPENSION, $147.00 
HB BELT/VEST/BAG  GO GEAR, $300.00 
HB BIFURCATED GRAFT LVL 48," $28,500.00 "
HB BIFURCATED GRAFT LVL 50," $33,000.00 "
HB BIG EYE 2 ARM, $125.00 
HB BIG EYE LAMP 010, $100.00 
HB BIG EYE LAMP BOOSTER LENS, $40.00 
HB BIG EYE SPOT REFLECTOR BULB, $10.00 
HB BILATERAL TRANSCATHETER PULM VALVE PLACEMENT IN PULM ART," $8,080.00 "
"HB BI-LEVEL BIOPTIC BINOCULAR, PT PAY"," $2,900.00 "
"HB BI-LEVEL BIOPTIC MONOCULAR, PT PAY"," $1,800.00 "
HB BILIARY BALLOON DILATOR 3CM, $825.00 
HB BILIARY CYTOLOGY BRUSH 8FR, $266.00 
HB BILIARY DILATION CATH 7FR/200CM, $188.00 
"HB BILIARY INTRODCR FORCEPS, NONSPIKED", $870.00 
HB BILIARY INTRODUCER NEEDLE, $330.00 
"HB BINGO CARD, PP", $2.00 
HB BINOCULAR 3X/4X (SLIP IN & HIGH INDEX) PT PAY," $2,200.00 "
HB BINOCULAR MICROSCOPY, $38.00 
HB BIOBRANE WND DRESSING, $138.00 
HB BIOCARDIA CARDIAMP SYSTEM IDE BB16057," $31,500.00 "
"HB BIOPROST AORT SCALLOP INTENT LAC, PREV IATROGENIC CORONRY ART OBSRT"," $6,500.00 "
HB BIOPSY DEVICE LVL 2, $108.00 
HB BIOPSY DEVICE LVL 3, $225.00 
HB BIOPSY DEVICE W/ECHOGENIC MARK, $146.00 
HB BIOPSY EXTERNAL AUDITORY CANAL, $175.00 
HB BIOPSY FLOOR OF MOUTH, $250.00 
HB BIOPSY INTRANASAL, $250.00 
HB BIOPSY LIVER PERCUTANEOUS NEEDLE, $750.00 
"HB BIOPSY NASOPHARYNX, SIMPLE", $350.00 
"HB BIOPSY NASOPHARYNX, SURVEY", $550.00 
HB BIOPSY NEEDLE LVL 1, $51.00 
HB BIOPSY NEEDLE LVL 2, $108.00 
HB BIOPSY NEEDLE LVL 27," $6,450.00 "
HB BIOPSY NEEDLE LVL 3, $225.00 
HB BIOPSY NEEDLE LVL 4, $345.00 
HB BIOPSY NEEDLE LVL 5, $525.00 
HB BIOPSY NEEDLE LVL 8, $975.00 
"HB BIOPSY OF BREAST, INCISIONAL"," $1,500.00 "
"HB BIOPSY OF BREAST, NEEDLE CORE", $250.00 
HB BIOPSY OF CONJUNCTIVA, $350.00 
HB BIOPSY OF CORNEA, $850.00 
HB BIOPSY OF EXTERNAL EAR, $175.00 
HB BIOPSY OF LIP, $125.00 
"HB BIOPSY OF PENIS,SEPARATE PROCEDURE", $250.00 
HB BIOPSY OF TEAR GLAND," $1,113.00 "
HB BIOPSY OF TEAR SAC, $871.00 
"HB BIOPSY OF TONGUE, ANTERIOR TWO THIRDS", $175.00 
"HB BIOPSY OF VAGINA, EXTENSIVE", $350.00 
HB BIOPSY OF VESTIBULE MOUTH, $175.00 
HB BIOPSY OF VULVA/PERINEUM 1 LESION SEPARATE PX, $125.00 
HB BIOPSY OROPHARYNX, $175.00 
HB BIOPSY PALATE/UVULA, $250.00 
HB BIOPSY SALIVARY GLAND, $275.00 
"HB BIOPSY SALIVARY GLAND, INCISIONAL", $350.00 
"HB BIOPSY SOFT TISSUE BACK, DEEP", $450.00 
"HB BIOPSY SOFT TISSUE BACK, SUPERFICIAL", $250.00 
HB BIOPSY SYNOVIUM INTERPHALANGEAL JOINT, $350.00 
"HB BIOPSY TONGUE,POSTER 1/3", $250.00 
HB BIOPSY TRAY LVL 1, $51.00 
HB BIOPSY TRAY LVL 10," $1,350.00 "
HB BIOPSY TRAY LVL 2, $108.00 
HB BIOPSY TRAY LVL 9," $1,125.00 "
HB BIOPSY VAGINAL MUCOSA SIMPLE, $125.00 
HB BIOPSY VULVA/PERINEUM EACH ADDL LESION, $15.00 
"HB BIOPSY, NAIL UNIT (SEP PROC)", $175.00 
"HB BIOPSY/EXCISION OF LYMPH NODE, DEEP CERVICAL NODE"," $1,550.00 "
"HB BIOPSY/EXCISION, LYMPH NODE(S)"," $1,250.00 "
HB BIRTHING CLASS PER SESSION, $65.00 
"HB BIRTHING CLASS, PER SESSION, PATIENT PAY", $65.00 
HB BIVONA VENT, $234.00 
HB BLADDER INSTL ANTI-CARCGNC AGNT, $175.00 
HB BLADDER IRRIG SIMPLE LAV/INSTL, $113.00 
HB BLADE DERMATOME STERILE 1.25-4.25IN, $114.00 
HB BLADE ION NITRIDE CAST CUTR, $128.00 
HB BLADE LARYGASCOPE MAC, $73.00 
HB BLADE LARYNGO 4 LTXFR STNSTL M, $199.00 
HB BLAKEMORE TUBE, $923.00 
HB BLENDER (10% DISC), $93.00 
HB BLENDER (15% DISC), $88.00 
HB BLENDER (50% DISC), $51.00 
HB BLENDER (FULL PRICE), $103.00 
HB BLINK REFLEX BY ELECDIAG TEST, $220.00 
"HB BLOOD SPLIT UNIT, PRODUCT ALIQUOT", $390.00 
"HB BLOOD-DERIVED HEMATOPOETIC PROGEN CELL HARVEST FOR TRANSPLANT, ALLOGENIC", $650.00 
HB BLUE HIGH OUTPUT POUCH, $25.00 
HB BLUE WAFER, $11.00 
"HB BODY COMPOSITION NEW, PATIENT PAY", $40.00 
"HB BODY COMPOSITION RETURN, PATIENT PAY", $25.00 
HB BONE &/OR JOINT IMAGING; LIMITED AREA," $1,100.00 "
HB BONE &/OR JOINT IMAGING;MULTIPLE AREAS," $1,330.00 "
HB BONE BIOPSY & INFUSION SET, $548.00 
HB BONE BIOPSY DEVICE, $390.00 
HB BONE BIOPSY SET, $192.00 
"HB BONE BIOPSY, OPEN, DEEP"," $1,250.00 "
"HB BONE BIOPSY, OPEN, SUPERFICIAL", $850.00 
HB BONE CEMENT AND KIT LVL 13," $2,250.00 "
HB BONE CEMENT AND KIT LVL 9," $1,125.00 "
HB BONE CEMENT AND MIXER PK, $915.00 
HB BONE CEMENT CARTRIDGE, $300.00 
HB BONE FILLER, $330.00 
"HB BONE MARROW ASP/BX NEEDLE, POWERED LVL 13"," $2,250.00 "
HB BONE MARROW ASPIRATION ONLY," $1,150.00 "
HB BONE MARROW ASPIRATION/BIOPSY KIT LEVEL 4, $375.00 
HB BONE MARROW BIOPSY," $1,150.00 "
HB BOOT CAST, $37.00 
HB BOOT HEEL PROTECTOR & WEDGE-SMALL (BUILD A BOOT), $134.00 
HB BOOT HEEL PROTECTOR & WEDGE-STANDARD, $134.00 
HB BOOT HEEL PROTECTOR AND WEDGE, $54.00 
HB BOOT TX LEG 20IN 15.5IN MED PR, $64.00 
HB BOOTS WALKER EQUALIZER  SMALL, $64.00 
"HB BORDER DRESSING 4 X 4, MEPILEX AG", $42.28 
HB BOSTON ESSENTIALS KIT, $89.00 
HB BOTOX NEEDLE, $95.00 
HB BRACE KNEE LOOOP, $42.00 
HB BRACE ORTHO THUMBSPICA, $30.00 
HB BRACE ORTHOPEDIC WRIST, $77.00 
HB BRACE WRIST SUPPORT ALL SIZES, $11.00 
HB BRACHTX SOL I125 PER MCI, $98.00 
"HB BRACHYTHERAPY ISODOSE PLAN, COMPLEX CALC OVER 10 SOURCES"," $1,130.00 "
"HB BRACHYTHERAPY ISODOSE PLAN, INTERM CALC  5 TO 10 SOURCES", $965.00 
"HB BRACHYTHERAPY ISODOSE PLAN, SIMPLE", $620.00 
HB BRACHYTHERAPY NEEDLE LVL 10," $1,350.00 "
HB BRACHYTHERAPY NEEDLE LVL 11, $512.00 
"HB BRACHYTHERAPY NONSTRANDED YTTRIUM-90, PER SOURCE"," $42,000.00 "
HB BRACHYTHERAPY SOURCE, $938.00 
"HB BRAIN IMAG, PET, PERFUSION, EVAL"," $4,460.00 "
"HB BRAIN IMAGING, PET, METAB EVAL"," $4,950.00 "
HB BRAVO CAPSULE, $651.00 
HB BREAST BIOPSY PERC STEROTACTIC GUIDE EA ADD LES, $75.00 
HB BREAST BX PLCMNT LOC DEVICE 1ST LESN W MRI GUIDANCE," $1,305.00 "
HB BREAST BX PLCMT LOC DEVICE 1ST LESN INCL STEREOTACT GUIDE, $650.00 
HB BREAST COAXIAL NEEDLE, $105.00 
HB BREAST IMPLANT SIENTRA SHAPED (PP)," $3,285.00 "
HB BREAST IMPLANTS MENTOR SILICONE GEL (PP)," $3,375.00 "
HB BREAST LOCALIZATION NEEDLE LVL 2, $108.00 
HB BREAST PMP SYMPHONY HARMONY SA, $60.00 
HB BREAST PUMP MNL HARMONY, $52.00 
HB BREAST PUMP RENTAL, $75.00 
HB BREAST PUMP RENTAL DEPOSIT, $50.00 
HB BREAST PUMP RENTAL EMPLOYEE, $50.00 
HB BREAST PUMP RENTAL SPECIAL CARE NURSERY MOTHER, $60.00 
HB BREATH HYDROGEN TEST, $225.00 
HB BRIEF EMOTIONAL/BEHAVIOR ASSESSMENT, $25.00 
HB BRIGHTFIELD, $50.00 
HB BRIGHTFIELD LITTLE SLICE, $128.00 
HB BRIGHTFIELD TALL SLICE, $120.00 
HB BRONCHOSCOPY  DIAGNOSTIC, $876.00 
HB BRONCHOSCOPY RIGID/FLEX DIAGNOSTIC," $1,550.00 "
HB BRONCHOSCOPY-THERAPEUTIC," $1,527.00 "
HB BRONCHOSPSM EVAL PRE/POST BRONCHDIL ADMIN, $219.00 
HB BRONCHOSPSM PROVCTN EVAL W/ADMIN AGENT, $478.00 
HB BRST BIOPSY HANDPIECE," $1,050.00 "
HB BRUSH CYTOLOGY GI BILIARY SYSTEM, $318.00 
HB BS ENCORE INFLATOR, $214.00 
"HB BUMP DOTS, PP", $4.00 
HB BUNDLE OF HIS RECORDING," $3,250.00 "
HB BURN TX DRESS/DEBR LARGE, $175.00 
HB BURN TX DRESS/DEBR MEDIUM, $150.00 
HB BURN TX DRESS/DEBR SMALL, $85.00 
HB BURN TX INITIAL, $125.00 
HB BURR ROTALINK," $2,625.00 "
"HB BW-CARTO 3 EXT CABLE, D134401"," $1,104.00 "
HB BW-CELCIUS CATHETERS #CR3410CT," $1,104.00 "
"HB BW-NAV THER CATHCBLE# CR3425CT,CR3425CR"," $1,104.00 "
"HB BX ARM/ELBOW SOFT TISSUE, SUPERFICIAL", $250.00 
HB BX BONE DEEP, $850.00 
HB BX BONE SUPERFICIAL, $650.00 
HB BX BREAST 1ST LESION US IMAG, $650.00 
HB BX BRST PERC EA ADD LES US, $75.00 
"HB BX LOW LEG SOFT TISSUE, SUPERFICIAL", $250.00 
HB BX MUSCLE PERC, $450.00 
HB BX PROSTATE NEEDLE/PUNCH," $1,150.00 "
HB BX SITE MARKER ATEC, $225.00 
HB BX SOFT TISSUE NECK/THORAX, $350.00 
HB BX SYNOVIUM INTERPHALANG JT, $850.00 
"HB BX THIGH/KNEE SOFT TISSUE, DEEP"," $1,264.00 "
"HB BX THIGH/KNEE SOFT TISSUE, SUPERFICIAL", $250.00 
HB BYPASS SUPPORT FOR REPLACE AORTIC VALVE W OPEN  ART/VENOUS CANN," $2,450.00 "
HB BYPASS SUPPORT FOR REPLACE AORTIC VALVE W PERC  ART/VENOUS CANN," $2,450.00 "
HB BYPASS SUPPORT REPLACE AORTA VALVE CNTRL ART/VENOUS AHBCH," $2,450.00 "
HB CABLE LVL 1, $51.00 
HB CABLE LVL 10," $1,350.00 "
HB CABLE LVL 13," $2,250.00 "
HB CABLE LVL 2, $108.00 
HB CABLE LVL 5, $525.00 
HB CABLE LVL 6, $675.00 
HB CABLE LVL 7, $825.00 
HB CABLE LVL 9," $1,125.00 "
HB CABLE PCNG ATR VNTRC 6FT FAS-L, $41.00 
HB CABLE TRIAL ADAPTOR MX, $465.00 
HB CALCANEAL FX CLSD TRT-W MAN, $175.00 
HB CALCANEAL FX CLSD TRT-WO MAN, $175.00 
"HB CALENDAR, PP", $16.00 
HB CALF GARMENT LARGE, $41.00 
"HB CALORIC VESTIBULAR TEST WITH RECORDING, BILAT; BITHERMAL", $253.00 
"HB CALORIC VESTIBULAR TEST WITH RECORDING, BILAT; MONOTHERMAL", $253.00 
HB CAMERA ESCP SM BOWEL PILLCAM SB," $1,376.00 "
HB CANALITH REPOS PROC PER DAY, $95.00 
"HB CANE SUPPORT, PP", $25.00 
HB CANES HOOK, $25.00 
HB CANISTER SUCT 12000ML (OMNI JUG), $272.00 
"HB CANNULATOME, MONOFILAMENT CUTTING WIRE", $930.00 
HB CANTHARIDIN/ CANTHARIDIN PLUS (7.5ML), $283.00 
HB CANTHARIDIN/CANTHARIDIN PLUS (3.5ML), $163.00 
HB CANTHOPLASTY," $1,150.00 "
HB CANTHOTOMY (SEPARATE PROCEDURE)," $1,850.00 "
"HB CAPSULOTOMY METATARSOPHALANGEAL JOINT, W/WO TENORRHAPHY, EA JOINT", $450.00 
HB CAR SEAT/BED TESTING AIRWAY INTEGRITY FIRST 60 MIN, $125.00 
HB CAR SEAT/BED TESTING INTEGRITY EA ADDL 30 MIN, $55.00 
HB CARD BL POOL IMG SPECT/RST EF," $1,240.00 "
"HB CARD HOLDER, PP", $10.00 
"HB CARD JUMBO, PP", $5.00 
HB CARDIAC CATH FEMORAL PACK LVL 3, $225.00 
HB CARDIAC CATH LAB CPT 93799," $5,800.00 "
HB CARDIAC CATHETERIZATION PROCEDURE PACK- TRAY, $85.00 
HB CARDIAC EVENT RECORDER," $13,950.00 "
HB CARDIAC REHAB MAINT, $7.00 
HB CARDIAC REHAB TELEHEALTH, $115.00 
HB CARDIAC REHAB W MONITORING, $115.00 
HB CARDIAC REHAB WO EKG MONITORING, $115.00 
HB CARDIAC RESYNC CARDIOVERTER DEFIBRILLATOR DEVICE QUADRA ASSURA," $5,700.00 "
HB CARDIAC SCREENING (PP), $99.00 
HB CARDIOBAND DEVICE IDE G160246," $91,500.00 "
HB CARDIOMEMS PA SENSOR IMPLANTATION," $4,200.00 "
HB CARDIOPULMONARY RESUSCITATION, $650.00 
HB CARDIOVASCULAR EVAL > 6 HRS," $12,500.00 "
HB CARDIOVASCULAR EVAL 2-4 HRS," $9,500.00 "
HB CARDIOVASCULAR EVAL 4-6 HRS," $7,500.00 "
HB CARDIOVERSION > 3 HRS," $5,925.00 "
HB CARDIOVERSION 1-3 HRS," $3,405.00 "
HB CARDIOVERSION 1HR OR LESS, $800.00 
HB CARDIOVERSION INTERNAL, $650.00 
"HB CARDIOVERSION, 1 HR OR LESS - PACU", $451.00 
HB CARE (SURE) LINK MONITOR," $1,500.00 "
HB CARE MGMT SERVICES BEHAVIORAL HLTH COND 20 MINS, $75.00 
HB CAREGIVER HEALTH RISK ASSESSMENT, $31.00 
"HB CAROTID INTIMA MEDIA/CAROTID ATHEROMA EVAL, BIL", $144.00 
HB CAROTID TAVR," $27,014.00 "
HB CARPAL BONE FX CLSD TRT-W MAN, $750.00 
HB CARPAL BONE FX CLSD TRT-WO MAN, $175.00 
HB CASHMERE 14 MICROCOIL STRETCH," $4,848.00 "
HB CAST ORTH 15FTX3IN OTH-GLS FBG, $194.00 
HB CAST ORTH 15FTX4IN OTH-GLS FBG, $233.00 
HB CAST ORTH 15FTX5IN OTH-GLS FBG, $291.00 
HB CAST REPAIR LONG, $84.00 
HB CAST REPAIR SHORT, $39.00 
HB CAST SHOE, $66.00 
HB CASTING TOTAL (ORTHO), $338.00 
HB CATH - SUPRAPUBIC RUTNER BALLOON SET, $239.00 
HB CATH 5FR 80CM MARINER ANGIO SF, $126.00 
HB CATH 5FR X 65 CM (.035IN) NON-, $48.00 
HB CATH 5FR X 80CM (.038IN) BRAID, $48.00 
HB CATH ABL NO CARD ENDOVAS LVL 1, $51.00 
HB CATH ABL NO CARD ENDOVAS LVL 12," $1,950.00 "
HB CATH ABL NO CARD ENDOVAS LVL 13," $2,250.00 "
HB CATH ABL NO CARD ENDOVAS LVL 15," $2,850.00 "
HB CATH ABL NO CARD ENDOVAS LVL 16," $3,150.00 "
HB CATH ABL NO CARD ENDOVAS LVL 18," $3,750.00 "
HB CATH ABL NO CARD ENDOVAS LVL 5, $525.00 
HB CATH ABL NO CARD ENDOVAS LVL 8, $975.00 
HB CATH ABL NO CARD ENDOVAS LVL 9," $1,125.00 "
HB CATH ABLATION," $7,500.00 "
HB CATH AIRWAY EXCHANGE W/ADAPTER, $137.00 
HB CATH ANGIO 100CM 5FR GLDCATH HYDRPHL STRHT TPR, $177.00 
HB CATH ANGIO 65CM 5FR .038IN SPR, $276.00 
HB CATH ANGIO 65CM 5FR BEACON TIP, $78.00 
HB CATH ANGIO 65CM 5FR TMPO NYL, $56.00 
HB CATH ANGIO 80CM 4FR .038IN INF, $36.00 
HB CATH ANGIO CEREB L65 CM OD4 FR, $55.50 
HB CATH ANGIO COR JOGRAPHY, $165.00 
HB CATH ANGIO PERI 90CM 2.3MM 3.1," $3,600.00 "
HB CATH ANGIO PERI 90CM 82CM 4.5F, $750.00 
HB CATH ANGIO VSCR 65CM 5FR .035I, $45.42 
HB CATH ANGIO VSCR 80CM 5FR .038I, $56.00 
HB CATH ANGIOGRAPHIC 5F VERTEBRAL, $70.00 
HB CATH ANGIOGRAPHIC L100 CM OD6, $30.00 
HB CATH ANGIOGRAPHY LVL 1, $51.00 
HB CATH ANGIOGRAPHY LVL 15," $2,850.00 "
HB CATH ANGIOGRAPHY LVL 2, $108.00 
HB CATH ARWYEX 56CM 19FR AINTREE, $136.86 
HB CATH ATHERECTOMY DIRECTIONAL LVL 25," $5,850.00 "
HB CATH ATHERECTOMY DIRECTIONAL LVL 28," $6,750.00 "
HB CATH ATHERECTOMY DIRECTIONAL LVL 34," $8,550.00 "
HB CATH ATHERECTOMY DIRECTIONAL LVL 36," $9,375.00 "
HB CATH ATHERECTOMY DIRECTIONAL LVL 37," $10,050.00 "
HB CATH ATHERECTOMY DIRECTIONAL LVL 39," $11,475.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 14," $2,550.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 15," $2,850.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 16," $3,150.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 19," $4,050.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 20," $4,350.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 36," $9,375.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 37," $10,050.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 39," $11,475.00 "
HB CATH ATHERECTOMY ROTATIONAL LVL 41," $13,275.00 "
HB CATH BALLLOON LVL 2, $108.00 
HB CATH BALLOON LVL 1, $51.00 
HB CATH BALLOON LVL 10," $1,350.00 "
HB CATH BALLOON LVL 11," $1,650.00 "
HB CATH BALLOON LVL 12," $1,950.00 "
HB CATH BALLOON LVL 13," $2,250.00 "
HB CATH BALLOON LVL 14," $2,550.00 "
HB CATH BALLOON LVL 15," $2,850.00 "
HB CATH BALLOON LVL 16," $3,150.00 "
HB CATH BALLOON LVL 17," $3,450.00 "
HB CATH BALLOON LVL 18," $3,750.00 "
HB CATH BALLOON LVL 19," $4,050.00 "
HB CATH BALLOON LVL 20," $4,350.00 "
HB CATH BALLOON LVL 21," $4,650.00 "
HB CATH BALLOON LVL 22," $4,950.00 "
HB CATH BALLOON LVL 23," $5,250.00 "
HB CATH BALLOON LVL 24," $5,550.00 "
HB CATH BALLOON LVL 25," $5,850.00 "
HB CATH BALLOON LVL 26," $6,150.00 "
HB CATH BALLOON LVL 28," $6,750.00 "
HB CATH BALLOON LVL 3, $225.00 
HB CATH BALLOON LVL 30," $7,350.00 "
HB CATH BALLOON LVL 33," $8,250.00 "
HB CATH BALLOON LVL 4, $375.00 
HB CATH BALLOON LVL 5, $525.00 
HB CATH BALLOON LVL 6, $675.00 
HB CATH BALLOON LVL 7, $825.00 
HB CATH BALLOON LVL 8, $975.00 
HB CATH BALLOON LVL 9," $1,125.00 "
HB CATH BLN DILATION NON-VAS LVL 1, $51.00 
HB CATH BLN DILATION NON-VAS LVL 10," $1,350.00 "
HB CATH BLN DILATION NON-VAS LVL 12," $1,950.00 "
HB CATH BLN DILATION NON-VAS LVL 14," $2,550.00 "
HB CATH BLN DILATION NON-VAS LVL 15," $2,850.00 "
HB CATH BLN DILATION NON-VAS LVL 16," $3,150.00 "
HB CATH BLN DILATION NON-VAS LVL 17," $3,450.00 "
HB CATH BLN DILATION NON-VAS LVL 2, $108.00 
HB CATH BLN DILATION NON-VAS LVL 20," $4,350.00 "
HB CATH BLN DILATION NON-VAS LVL 21," $4,650.00 "
HB CATH BLN DILATION NON-VAS LVL 3, $225.00 
HB CATH BLN DILATION NON-VAS LVL 32," $7,950.00 "
HB CATH BLN DILATION NON-VAS LVL 4, $375.00 
HB CATH BLN DILATION NON-VAS LVL 5, $525.00 
HB CATH BLN DILATION NON-VAS LVL 6, $675.00 
HB CATH BLN DILATION NON-VAS LVL 7, $825.00 
HB CATH BLN DILATION NON-VAS LVL 9," $1,125.00 "
HB CATH BRACHYTHERAPY," $8,250.00 "
HB CATH BRAIDED BERENSTEIN 4FR X, $497.00 
HB CATH CENTESIS  5F 1 STEP 15CM, $55.50 
HB CATH CENTRAL LINE LV 1, $120.00 
HB CATH CENTRAL LINE LV 3, $297.00 
HB CATH CLOSURE," $3,150.00 "
HB CATH CO-AXIAL UMBILICAL CRYOABLATION, $285.00 
HB CATH CONNECTOR COVER, $30.00 
HB CATH COUDE FOLEY SILICN/ RED RUBBER LEVEL 1, $27.00 
HB CATH CURVED EXTENSION DUAL-LUM, $228.00 
HB CATH CV 4FR SINGLE LUMEN MIDLINE, $278.00 
HB CATH CV INFUSION LVL 1, $51.00 
HB CATH CV INFUSION LVL 10," $1,350.00 "
HB CATH CV INFUSION LVL 11," $1,650.00 "
HB CATH CV INFUSION LVL 13," $2,250.00 "
HB CATH CV INFUSION LVL 14," $2,550.00 "
HB CATH CV INFUSION LVL 16," $3,150.00 "
HB CATH CV INFUSION LVL 2, $108.00 
HB CATH CV INFUSION LVL 3, $225.00 
HB CATH CV INFUSION LVL 31," $7,650.00 "
HB CATH CV INFUSION LVL 33," $8,250.00 "
HB CATH CV INFUSION LVL 39," $11,475.00 "
HB CATH CV INFUSION LVL 4, $375.00 
HB CATH CV INFUSION LVL 5, $525.00 
HB CATH CV INFUSION LVL 6, $675.00 
HB CATH CV INFUSION LVL 7, $825.00 
HB CATH CV INFUSION LVL 8, $975.00 
HB CATH CV INFUSION LVL 9," $1,125.00 "
HB CATH CV OXIMETRY CDC KIT 8.5FR 20CM, $741.00 
HB CATH DELIVERY SYS CONE BACKPLATE CAPSULE ENVEO R," $13,410.00 "
HB CATH DIAGNOSTIC LVL 1, $51.00 
HB CATH DIAGNOSTIC LVL 11," $1,650.00 "
HB CATH DIAGNOSTIC LVL 2, $108.00 
HB CATH DIAGNOSTIC LVL 3, $225.00 
HB CATH DIAGNOSTIC LVL 4, $375.00 
HB CATH DIAGNOSTIC LVL 5, $525.00 
HB CATH DIAGNOSTIC LVL 6, $675.00 
HB CATH DIAGNOSTIC LVL 7, $825.00 
HB CATH DIAGNOSTIC LVL 8, $975.00 
HB CATH DIAGNOSTIC LVL 9," $1,125.00 "
HB CATH DIALYSIS ACCESS SYSTEM (IMPLANTABLE) LVL 5, $525.00 
HB CATH DIALYSIS LONG TERM LVL 1, $51.00 
HB CATH DIALYSIS LONG TERM LVL 10," $1,350.00 "
HB CATH DIALYSIS LONG TERM LVL 11," $1,650.00 "
HB CATH DIALYSIS LONG TERM LVL 16," $3,150.00 "
HB CATH DIALYSIS LONG TERM LVL 18," $3,750.00 "
HB CATH DIALYSIS LONG TERM LVL 19," $4,050.00 "
HB CATH DIALYSIS LONG TERM LVL 22," $4,950.00 "
HB CATH DIALYSIS LONG TERM LVL 28," $6,750.00 "
HB CATH DIALYSIS LONG TERM LVL 3, $225.00 
HB CATH DIALYSIS LONG TERM LVL 4, $375.00 
HB CATH DIALYSIS LONG TERM LVL 5, $525.00 
HB CATH DIALYSIS LONG TERM LVL 6, $675.00 
HB CATH DIALYSIS LONG TERM LVL 7, $825.00 
HB CATH DIALYSIS LONG TERM LVL 8, $975.00 
HB CATH DIALYSIS LONG TERM LVL 9," $1,293.00 "
HB CATH DIALYSIS SHORT TERM LVL 10," $1,350.00 "
HB CATH DIALYSIS SHORT TERM LVL 2, $108.00 
HB CATH DIALYSIS SHORT TERM LVL 3, $225.00 
HB CATH DIALYSIS SHORT TERM LVL 4, $375.00 
HB CATH DIALYSIS SHORT TERM LVL 5, $525.00 
HB CATH DRAINAGE LVL 1, $51.00 
HB CATH DRAINAGE LVL 10," $1,350.00 "
HB CATH DRAINAGE LVL 11," $1,650.00 "
HB CATH DRAINAGE LVL 12," $1,950.00 "
HB CATH DRAINAGE LVL 13," $2,250.00 "
HB CATH DRAINAGE LVL 14," $2,550.00 "
HB CATH DRAINAGE LVL 15," $2,850.00 "
HB CATH DRAINAGE LVL 16," $3,150.00 "
HB CATH DRAINAGE LVL 17," $3,450.00 "
HB CATH DRAINAGE LVL 18," $3,750.00 "
HB CATH DRAINAGE LVL 19," $4,050.00 "
HB CATH DRAINAGE LVL 2, $108.00 
HB CATH DRAINAGE LVL 20," $4,350.00 "
