Charge Description Master, Charge 
BONE MARROW PROCUREMENT (OTHER)," 64,427.00 "
BONE MARROW PROCUREMENT (US/DKMS)," 53,563.00 "
BRA LEVEL I, 45.00 
BRA LEVEL II, 55.00 
BRA LEVEL III, 65.00 
BRA LEVEL IV, 75.00 
BRA LEVEL V, 85.00 
BRA LEVEL VI, 95.00 
BRA LEVEL VII, 105.00 
BRA LEVEL VIII, 115.00 
BRACHTHERAPY HIGH DOSE RATE INCLUDES BASIC DOSIMETRY WHEN PERFORMED 1 CHANNEL," 4,330.00 "
BRACHTHERAPY HIGH DOSE RATE INCLUDES BASIC DOSIMETRY WHEN PERFORMED 2-12 CHANNELS," 5,925.00 "
BRACHTHERAPY HIGH DOSE RATE INCLUDES BASIC DOSIMETRY WHEN PERFORMED OVER 12 CHANNELS," 6,412.00 "
BRACHTHERAPY HIGH DOSE RATE RADIONUCLIDE SKIN SURFACE INCLUDES DOSIMETRY WHEN PERFORMED 1 CHANNEL," 2,165.00 "
BRACHTHERAPY HIGH DOSE RATE RADIONUCLIDE SKIN SURFACE INCLUDES DOSIMETRY WHEN PERFORMED 2 OR MORE," 2,962.00 "
BRACHYTHERAPY ISODOSE PLAN COMPLEX 10+ SOURCES W/ BASIC DOSIMETRY CALCULATION," 3,268.00 "
BRACHYTHERAPY ISODOSE PLAN INTERMEDIATE 5-10 SOURCES W/ BASIC DOSIMETRY CALCULATION," 2,406.00 "
BRACHYTHERAPY ISODOSE PLAN SIMPLE 1-4 SOURCES W/ BASIC DOSIMETRY CALCULATION," 1,183.00 "
BRAF GENE ANALYSIS," 1,098.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN EACH ADDITIONAL LESION W/ MAGNETIC RESONANCE GUIDANCE," 3,427.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN EACH ADDITIONAL LESION W/ STEROTACTIC GUIDANCE," 3,156.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN EACH ADDITIONAL LESION W/ ULTRASOUND GUIDANCE," 2,815.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN FIRST LESION W/ MAGNETIC RESONANCE GUIDANCE," 4,861.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN FIRST LESION W/ STEROTACTIC GUIDANCE," 4,457.00 "
BREAST BIOPSY W/ LOCALIZATION DEVICE & IMAGING OF SPECIMEN FIRST LESION W/ ULTRASOUND GUIDANCE," 3,233.00 "
BREAST PROSTHESIS WITH ADHESIVE 1, 460.00 
BREAST PROSTHESIS WITH ADHESIVE 2, 480.00 
BREAST PROSTHESIS WITH ADHESIVE 3, 500.00 
BREAST PROSTHESIS WITH ADHESIVE 4, 520.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 1, 340.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 2, 360.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 3, 380.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 4, 400.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 5, 460.00 
BREAST PROSTHESIS WITHOUT ADHESIVE 6, 480.00 
BRONCHODILATION RESPONSE PRE & POST BRONCHODILATOR ADMINISTRATION, 986.00 
BRONCHOSCOPY DIAGNOSTIC," 2,589.00 "
BRONCHOSCOPY W/ ASPIRATION TRACHEOBRONCHIAL TREE INITIAL," 2,119.00 "
BRONCHOSCOPY W/ ASPIRATION TRACHEOBRONCHIAL TREE SUBSEQUENT SAME STAY," 1,455.00 "
BRONCHOSCOPY W/ BALLOON OCCLUSION & BRONCH VALVE(S) INSERTION INITIAL LOBE," 6,900.00 "
BRONCHOSCOPY W/ BRONCHIAL ALVEOLAR LAVAGE," 2,637.00 "
BRONCHOSCOPY W/ BRONCHIAL OR ENDOBRONCHIAL BIOPSY," 2,637.00 "
BRONCHOSCOPY W/ BRONCHIAL THERMOPLASTY 1 LOBE W/ FLUOROSCOPY," 6,277.00 "
BRONCHOSCOPY W/ BRONCHIAL THERMOPLASTY 2 OR MORE LOBE W/ FLUOROSCOPY," 6,645.00 "
BRONCHOSCOPY W/ BRUSHINGS," 2,637.00 "
BRONCHOSCOPY W/ CATHETER PLACEMENT FOR RADIOTHERAPY," 2,171.00 "
BRONCHOSCOPY W/ DESTRUCTION TUMOR OR RELIEF STENOSIS," 6,108.00 "
BRONCHOSCOPY W/ DILATION OR CLOSED REDUCTION FRACTURE," 6,108.00 "
BRONCHOSCOPY W/ ENDOBRONCHIAL ULTRASOUND DURING INTERVENTION FOR PERIPHERAL LESION(S)," 2,212.00 "
BRONCHOSCOPY W/ ENDOBRONCHIAL ULTRASOUND/TRANSBRONCHIAL SAMPLING > 3 MEDIASTINAL/HILAR LYMPH NODE," 11,440.00 "
BRONCHOSCOPY W/ ENDOBRONCHIAL ULTRASOUND/TRANSBRONCHIAL SAMPLING 1 OR 2 MEDIASTINAL/HILAR LYMPH NODE," 8,387.00 "
BRONCHOSCOPY W/ INSERTION TRACHEAL STENT," 6,560.00 "
BRONCHOSCOPY W/ PLACEMENT BRONCHIAL STENT EACH ADDITIONAL BRONCHUS," 5,473.00 "
BRONCHOSCOPY W/ PLACEMENT BRONCHIAL STENT INITIAL BRONCHUS," 6,277.00 "
BRONCHOSCOPY W/ PLACEMENT FIDUCIAL MARKERS," 6,277.00 "
BRONCHOSCOPY W/ REMOVAL BRONCHIAL VALVE EACH ADDITIONAL LOBE," 4,036.00 "
BRONCHOSCOPY W/ REMOVAL BRONCHIAL VALVE INITIAL LOBE," 4,485.00 "
BRONCHOSCOPY W/ REMOVAL FOREIGN BODY," 1,946.00 "
BRONCHOSCOPY W/ REVISION STENT," 5,935.00 "
BRONCHOSCOPY W/ TRANSBRONCHIAL LUNG BIOPSY EACH ADDITIONAL LOBE," 2,509.00 "
BRONCHOSCOPY W/ TRANSBRONCHIAL LUNG BIOPSY SINGLE LOBE," 3,772.00 "
BRONCHOSCOPY W/ TRANSBRONCHIAL NEEDLE ASPIRATION EACH ADDITIONAL LOBE," 1,754.00 "
BRONCHOSCOPY W/ TRANSBRONCHIAL NEEDLE ASPIRATION TRACHEA/MAIN STEM/LOBAR BRONCHUS," 3,772.00 "
BRONCHOSPASM PROVOCATION EVALUATION," 2,267.00 "
BTK FULL GENE SEQUENCE," 1,251.00 "
BTK RESISTANCE MUTATION GENE, 405.00 
BUNDLE OF HIS RECORDING," 5,251.00 "
BUPIVACAINE HCL 1 ML, 20.30 
BUPIVICAIN ADD .16-40MG/ML 20ML, 288.00 
BUPRENORPHINE, 292.00 
BWC PROSTHETIC CLINIC CONSULT BY OCCUPATIONAL THERAPIST, 156.00 
BWC PROSTHETIC CLINIC CONSULT BY PHYSICAL THERAPIST, 156.00 
BWC WORK CONDITIONING PER 15 MIN BY ATHLETIC TRAINER, 40.00 
BWC WORK CONDITIONING PER 15 MIN BY PHYSICAL THERAPIST, 40.00 
BYPASS GRAFT W/ VEIN BRACHIAL ULNAR/RADIAL," 10,268.00 "
CALCITONIN, 221.00 
CALCIUM IONIZED, 141.00 
CALCIUM TOTAL, 58.00 
CALCIUM URINE QUANTITATIVE TIMED, 83.00 
CALR GENE ANALYSIS COMMON VARIANTS, 596.00 
CANALITH REPOSITIONING PER DAY BY PHYSICAL THERAPIST, 122.00 
CANCELLED BONE MARROW HARVESTING (BMT) (OTHER) ALLOGENIC," 4,224.00 "
CANCELLED BONE MARROW HARVESTING (BMT) (US/DKMS) ALLOGENIC," 3,475.00 "
CANCELLED PROCEDURE IN OPERATING ROOM, 362.00 
CANCELLED PROCEDURE IN PREOPERATING ROOM, 389.00 
CANISTER KIT WITH ISO, 62.00 
CANNABINOIDS NATURAL, 292.00 
CANNULA DECLOTTING W/ BALOON CATHETER," 5,372.00 "
CANNULA DECLOTTING W/O BALLOON CATHETER," 2,065.00 "
CANTHOPLASTY," 2,623.00 "
CANTHOTOMY," 2,623.00 "
CAPD PER DAY, 933.00 
CAPILLARY BLOOD DRAW, 31.00 
CAR SEAT/BED TESTING NEONATE 60 MIN, 120.00 
CAR SEAT/BED TESTING NEONATE EACH ADDITIONAL 30 MIN, 60.00 
CARBAMAZEPINE TOTAL, 50.00 
CARBON DIOXIDE (CO2), 38.00 
CARBON DIOXIDE DETERMINATION BY INFRARED, 390.00 
CARBOXYHEMOGLOBIN QUANTITATIVE, 66.00 
CARCINOEMBRYONIC ANTIGEN (CEA), 231.00 
CARDIAC REHABILITATION W/ CONTINOUS EKG MONITORING PER SESSION, 358.00 
CARDIAC REHABILITATION W/O CONTINOUS EKG MONITORING PER SESSION, 301.00 
CARDIOLIPIN ANTIBODY EACH IMMUNOGLOBULIN CLASS, 277.00 
CARDIOPULMONARY BYPASS SUPPORT DURING TRANSCATEHTER AORTIC VALVE REPLACEMENT (TAVR) W/ PROSTHETIC VALVE PERIPHERAL ARTERIAL & VENOUS ACCESS ADD-ON," 18,163.00 "
CARDIOPULMONARY BYPASS SUPPORT DURING TRANSCATHETER AORTIC VALVE REPLACMENT (TAVR) W/ PROSTHETIC VALVE CENTRAL ARTERIAL & VENOUS ACCESS ADD-ON," 28,725.00 "
CARDIOPULMONARY EXERCISE TESTING," 2,259.00 "
CARDIOPUMONARY RESUSCITATION (CPR), 564.00 
CARDIOVERSION ELECTIVE," 1,165.00 "
CARDIOVERSION/OVERDRIVE PACING THROUGH IMPLANTED PACEMAKER OR DEFIBRILLATOR," 1,139.00 "
CARDOPLUMONARY BYPASS SUPPORT DURING TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR) W/ PROSTHETIC VALVE OPEN PERIPHERAL ARTERIAL & VENOUS ACCESS ADD-ON," 21,733.00 "
CASE CART A, 100.00 
CASE CART B, 200.00 
CASE CART C, 400.00 
CASE CART D, 600.00 
CASE CART E, 800.00 
CASE CART F," 1,000.00 "
CASE CART G," 1,200.00 "
CASE CART H," 1,400.00 "
CASE CART I," 1,600.00 "
CASE CART J," 1,800.00 "
CASE CART K," 2,000.00 "
CASE CART L," 2,200.00 "
CASE CART M," 2,400.00 "
CASE CART N," 2,600.00 "
CASE CART O," 2,800.00 "
CASE CART P," 3,000.00 "
CASE CART Q," 3,400.00 "
CASE CART R," 3,800.00 "
CASE CART S," 4,200.00 "
CASE CART T," 4,600.00 "
CASE CART U," 5,000.00 "
CASE CART V," 5,400.00 "
CASE CART W," 5,800.00 "
CASE CART X," 6,200.00 "
CASE CART Y," 6,600.00 "
CASE CART Z," 7,000.00 "
CAST ANKLE, 107.00 
CAST APPLICATION ELBOW TO FINGER, 551.00 
CAST APPLICATION ELBOW TO FINGER BY OCCUPATIONAL THERAPIST, 551.00 
CAST APPLICATION FINGER BY OCCUPATIONAL THERAPIST, 298.00 
CAST APPLICATION HAND/LOWER FOREARM (GAUNTLET) BY OCCUPATIONAL THERAPIST, 489.00 
CAST APPLICATION HIP CYLINDER, 360.00 
CAST APPLICATION HIP LONG LEG CAST, 400.00 
CAST APPLICATION SHORT LEG CAST, 351.00 
CAST APPLICATION SHOULDER TO HAND, 667.00 
CAST APPLICATION SHOULDER TO HAND BY OCCUPATIONAL THERAPIST, 667.00 
CAST APPLICATION SHOULDER TO HIPS (BODY CAST)," 1,114.00 "
CAST ELBOW, 89.00 
CAST FINGER, 32.00 
CAST KNEE, 89.00 
CAST REMOVABLE RIGID DRESSING, 857.28 
CAST WRIST, 89.00 
CATALYST BED BARIATRIC, 615.00 
CATALYST BED STANDARD, 525.00 
CATH ANGIO 8FRX22 STENT 2, 290.70 
CATHETER BRONCH, 169.00 
CATHETER DRAINAGE SOFT TISSUE PERCUTANEOUS W/ GUIDANCE," 1,080.00 "
CATHETER IODHR, 88.00 
CATHETER PLACEMENT  ARTERY ADDITIONAL 2ND/3RD ORDER+ ABDOMINAL/PELVIC/LOWER EXTREMITY ARTERY BRANCH, 510.00 
CATHETER PLACEMENT  ARTERY ADDITIONAL 2ND/3RD ORDER+ THORACIC/BRACHIOCEPHALIC BRANCH, 565.00 
CATHETER PLACEMENT  ARTERY EACH 1ST ORDER ABDOMINAL/PELVIC/LOWER EXTREMITY ARTERY BRANCH," 2,491.00 "
CATHETER PLACEMENT  ARTERY EACH 1ST ORDER THORACIC/BRACHIOCEPHALIC BRANCH," 3,301.00 "
CATHETER PLACEMENT  ARTERY INITIAL 2ND ORDER ABDOMINAL/PELVIC/LOWER EXTREMITY ARTERY BRANCH," 2,664.00 "
CATHETER PLACEMENT  ARTERY INITIAL 2ND ORDER THORACIC/BRACHIOCEPHALIC BRANCH," 4,246.00 "
CATHETER PLACEMENT  ARTERY INITIAL 3RD ORDER+ ABDOMINAL/PELVIC/LOWER EXTREMITY ARTERY BRANCH," 3,167.00 "
CATHETER PLACEMENT  ARTERY INITIAL 3RD ORDER+ THORACIC/BRACHIOCEPHALIC BRANCH," 5,069.00 "
CATHETERIZATION UMBILICAL ARTERY NEWBORN, 360.00 
CATHETERIZATION UMBILICAL VEIN NEWBORN, 576.00 
CEBPA GENE ANALYSIS FULL SEQUENCE," 2,340.00 "
CELL COUNT FLUID EXCEPT BLOOD, 22.00 
CELL COUNT FLUID EXCEPT BLOOD W/ DIFFERENTIAL COUNT, 129.00 
CENTRAL MOTOR EVOKED (TRANSCRANIAL MOTOR STIMULATION) UPPER & LOWER LIMBS," 1,888.00 "
CERULOPLASMIN, 50.00 
CERVICAL COLLAR W/ BARS AND EXTENSIONS," 1,152.00 "
CESIUM NON-STRANDED, 128.00 
CESIUM STRANDED, 195.00 
CHANGE CYSTOSTOMY TUBE COMPLICATED," 1,320.00 "
CHANGE CYSTOSTOMY TUBE SIMPLE, 479.00 
CHANGE TRACHEOTOMY TUBE PRIOR TO ESTABLISHMENT OF FISTULA TRACT, 263.00 
CHANGE URETEROSTOMY TUBE/URETERAL STENT VIA ILEAL CONDUIT," 2,336.00 "
CHEMICAL CAUTERIZATION TISSUE, 250.00 
CHEMISTRY UNLISTED TEST, 40.00 
CHEMODENERVATION EACH ADDITIONAL EXTREMITY 1-4 MUSCLES, 401.00 
CHEMODENERVATION EACH ADDITIONAL EXTREMITY 5+ MUSCLES, 441.00 
CHEMODENERVATION ECCRINE GLANDS, 435.00 
CHEMODENERVATION EXTREMITY 1-4 MUSCLES, 809.00 
CHEMODENERVATION EXTREMITY 5+ MUSCLES, 852.00 
CHEMODENERVATION FACE MUSCLES UNILATERAL, 362.00 
CHEMODENERVATION GUIDANCE ELECTRICAL STIMULATION, 128.00 
CHEMODENERVATION GUIDANCE ELECTROMYOGRAPHY (EMG), 145.00 
CHEMODENERVATION MUSCLE LARYNX UNILATERAL PERCUTANEOUS W/ ELECTROMYOGRAPHY (EMG) GUIDANCE, 852.00 
CHEMODENERVATION MUSCLE NECK EXCLUDING LARYNX UNILATERAL, 362.00 
CHEMODENERVATION MUSCLES FACIAL/TRIGEMINAL/CERVICAL SPINE/ACCESSORY NERVES BILATERAL, 400.00 
CHEMODENERVATION PAROTID/SUBMANDIBULAR SUBMANDIBULAR GLANDS BILATERAL, 362.00 
CHEMODENERVATION TRUNK 1-5 MUSCLES, 802.00 
CHEMODENERVATION TRUNK 6+ MUSCLES, 852.00 
CHEMOTHERAPY ADMINISTRATION EACH ADDITIONAL IV PUSH, 251.00 
CHEMOTHERAPY ADMINISTRATION INITIAL IV PUSH, 405.00 
CHEMOTHERAPY ADMINISTRATION INJECTION UNLISTED, 214.00 
CHEMOTHERAPY ADMINISTRATION INTO PERITONEAL CAVITY VIA PORT OR CATHETER, 744.00 
CHEMOTHERAPY ADMINISTRATION INTRA-ARTERIAL INFUSION <= 1 HOUR, 650.00 
CHEMOTHERAPY ADMINISTRATION INTRA-ARTERIAL PROLONGED INFUSION W/ PUMP, 462.00 
CHEMOTHERAPY ADMINISTRATION INTRA-ARTERIAL PUSH, 440.00 
CHEMOTHERAPY ADMINISTRATION INTRALESIONAL/INTRADERMAL <= 7 LESIONS, 195.00 
CHEMOTHERAPY ADMINISTRATION INTRALESIONAL/INTRADERMAL > 7 LESIONS, 493.00 
CHEMOTHERAPY ADMINISTRATION INTRATHECAL," 1,060.00 "
CHEMOTHERAPY ADMINISTRATION INTRAVENOUS EACH ADDITIONAL HOUR, 581.00 
CHEMOTHERAPY ADMINISTRATION INTRAVENOUS INITIAL <= 1 HOUR, 728.00 
CHEMOTHERAPY ADMINISTRATION INTRAVENOUS PROLONGED INFUSION INITIATION W/ CONTINUATION & PORTABLE PUMP W/ FOLLOW-UP VISIT, 714.00 
CHEMOTHERAPY ADMINISTRATION INTRAVENOUS PROLONGED INFUSION W/ IMPLANTABLE PUMP, 637.00 
CHEMOTHERAPY ADMINISTRATION INTRAVENOUS SEQUENTIAL <= 1 HOUR, 581.00 
CHEMOTHERAPY ADMINISTRATION PLEURAL CAVITY, 440.00 
CHEMOTHERAPY ADMINISTRATION SUBARACHNOID/INTRAVENTRICULAR VIA SUBCUTANEOUS RESERVOIR," 1,053.00 "
CHEMOTHERAPY ADMINISTRATION SUBCUTANEOUS/INTRAMUSCULAR HORMONAL, 208.00 
CHEMOTHERAPY ADMINISTRATION SUBCUTANEOUS/INTRAMUSCULAR NON-HORMONAL, 271.00 
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL ADMINISTRATION, 633.00 
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL CRYOPRESERVATION," 6,810.00 "
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL HARVESTING," 5,406.00 "
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL THAWING," 1,979.00 "
CHIMERISM ANALYSIS, 712.00 
CHIMERISM ANALYSIS W/ CELL SELECTION, 895.00 
CHLORIDE BLOOD, 37.00 
CHLORIDE OTHER, 28.00 
CHLORIDE URINE, 64.00 
CHOLANGIOGRAPHY PANCREATOGRAPHY INTRAOPERATIVE, 466.00 
CHOLANGIOGRAPHY PANCREATOGRAPHY INTRAOPERATIVE ADDITIONAL SET, 233.00 
CHOLECYSTOGRAPHY W/ ORAL CONTRAST, 538.00 
CHORIONIC VILLUS SAMPLING, 969.00 
CHROMOSOMAL ANALYSIS ADDITIONAL KARYOTYPES EACH STUDY, 139.00 
CHROMOSOME ANALYSIS 20-25 CELLS," 1,173.00 "
CHROMOSONE ANALYSIS 15-20 CELLS," 1,436.00 "
CILIARY BODY DESTRUCTION CYCLODIALYSIS," 2,623.00 "
CILIARY BODY DESTRUCTION CYCLOPHOTOCOAGULATION TRANSSCLERAL," 2,966.00 "
CILIARY BODY DESTRUCTION DIATHERMY," 2,455.00 "
CIRCULATORY ASSIST INTERNAL," 5,420.00 "
CIRCUMCISION SURGICAL EXCISION > 28 DAYS OLD," 3,259.00 "
CISTERNAL PUNCTURE W/ INJECTION," 1,195.00 "
CISTERNAL PUNCTURE W/O INJECTION," 1,186.00 "
CISTERNOGRAPHY," 1,006.00 "
CLINIC VISIT ESTABLISHED PATIENT LEVEL 1, 160.00 
CLINIC VISIT ESTABLISHED PATIENT LEVEL 2, 183.00 
CLINIC VISIT ESTABLISHED PATIENT LEVEL 3, 229.00 
CLINIC VISIT ESTABLISHED PATIENT LEVEL 4, 297.00 
CLINIC VISIT ESTABLISHED PATIENT LEVEL 5, 389.00 
CLINIC VISIT NEW PATIENT LEVEL 1, 200.00 
CLINIC VISIT NEW PATIENT LEVEL 2, 223.00 
CLINIC VISIT NEW PATIENT LEVEL 3, 269.00 
CLINIC VISIT NEW PATIENT LEVEL 4, 337.00 
CLINIC VISIT NEW PATIENT LEVEL 5, 429.00 
CLOSURE LACRIMAL PUNCTUM BY PLUG EACH, 394.00 
CLOSURE LACRIMAL PUNCTUM W/ THERMOCAUTERIZATION/LIGATION//LASER, 478.00 
CLOTTING ASSAY WHOLE BLOOD, 52.00 
CLOTTING FACTOR II PROTHROMBIN SPECIFIC, 330.00 
CLOTTING FACTOR IX, 671.00 
CLOTTING FACTOR V, 570.00 
CLOTTING FACTOR VII, 671.00 
CLOTTING FACTOR VIII, 671.00 
CLOTTING FACTOR VIII RISTOCETIN COFACT, 761.00 
CLOTTING FACTOR VIII VW FACTOR ANTIGEN, 116.00 
CLOTTING FACTOR X, 671.00 
CLOTTING FACTOR XI, 772.00 
CLOTTING FACTOR XIII SCREEN SOLUBLE, 94.00 
CLOTTING INHIBITORS/ANTICOAGULANTS ANTITHROMBIN III ACTIVITY, 308.00 
CLOTTING INHIBITORS/ANTICOAGULANTS PROTEIN C ACTIVITY, 432.00 
CLOTTING INHIBITORS/ANTICOAGULANTS PROTEIN S TOTAL, 225.00 
CLOTTING PREKALLIKREIN ASSAY, 399.00 
CO57/58 =< 1 UCI, 993.00 
COAGULATION FUNCTIONAL ASSAY, 440.00 
COAGULATION TIME ACTIVATED, 31.00 
COCAINE, 292.00 
COGNITIVE SKILLS DEVELOPMENT DIRECT EACH 15 MINS BY OCCUPATIONAL THERAPIST, 76.00 
COGNITIVE TEST PER HOUR BY SPEECH THERAPIST, 295.00 
COLD AGGLUTININ SCREEN, 71.00 
COLLAGEN CROSSLINKING CORNEA," 2,623.00 "
COLLECT BLOOD FROM CENTRAL/PERIPHERAL VENOUS CATHETER, 160.00 
COLLECT BLOOD FROM IMPLANTABLE VENOUS DEVICE, 160.00 
COLON CANCER MUTATION PANEL," 2,322.00 "
COLONOSCOPY FLEXIBLE DIAGNOSTIC," 2,161.00 "
COLONOSCOPY FLEXIBLE W/ ABLATION TUMOR POLYP LESION," 3,162.00 "
COLONOSCOPY FLEXIBLE W/ BAND LIGATION," 2,741.00 "
COLONOSCOPY FLEXIBLE W/ BIOPSY," 2,348.00 "
COLONOSCOPY FLEXIBLE W/ CONTROL OF BLEEDING," 3,027.00 "
COLONOSCOPY FLEXIBLE W/ ENDOSCOPIC MUCOSAL RESECTION," 3,889.00 "
COLONOSCOPY FLEXIBLE W/ ENDOSCOPIC ULTRASOUND," 3,011.00 "
COLONOSCOPY FLEXIBLE W/ REMOVAL FOREIGN BODY," 2,789.00 "
COLONOSCOPY FLEXIBLE W/ REMOVAL TUMOR POLYP LESION BY HOT BIOPSY FORCEP," 2,665.00 "
COLONOSCOPY FLEXIBLE W/ REMOVAL TUMOR POLYP LESION BY SNARE," 2,971.00 "
COLONOSCOPY FLEXIBLE W/ STENT PLACEMENT," 3,388.00 "
COLONOSCOPY FLEXIBLE W/ SUBMUCOSAL INJECTION," 2,348.00 "
COLONOSCOPY FLEXIBLE W/ TRANSENDOSCOPIC BALLOON DILATION," 2,475.00 "
COLONOSCOPY FLEXIBLE W/ ULTRASOUND GUIDED FINE NEEDLE ASPIRATION," 3,555.00 "
COLONOSCOPY SCREENING," 1,925.00 "
COLONOSCOPY SCREENING HIGH RISK," 2,161.00 "
COLONOSCOPY STOMA W/ REMOVAL BY SNARE," 2,883.00 "
COLONOSCOPY STOMA W/ REMOVAL HOT BIOPSY FORCEPS," 2,535.00 "
COLONOSCOPY THROUGH STOMA DIAGNOSTIC," 1,997.00 "
COLONOSCOPY THROUGH STOMA W/ ABLATION TUMOR POLYP LESION," 3,082.00 "
COLONOSCOPY THROUGH STOMA W/ BIOPSY," 2,197.00 "
COLONOSCOPY THROUGH STOMA W/ CONTROL OF BLEEDING," 2,930.00 "
COLONOSCOPY THROUGH STOMA W/ STENT PLACEMENT," 3,343.00 "
COLORECTAL PRE-SURG KIT, 155.31 
COLORECTAL PRE-SURG KIT WITHOUT CARB, 141.81 
COLPOSCOPY CERVIX, 429.00 
COLPOSCOPY CERVIX W/ BIOPSY, 835.00 
COLPOSCOPY CERVIX W/ BIOPSY & ENDOCERVICAL CURETTAGE," 1,133.00 "
COLPOSCOPY CERVIX W/ ENDOCERVICAL CURETTAGE," 1,133.00 "
COLPOSCOPY CERVIX W/ LOOP CONIZATION OF CERVIX," 3,316.00 "
COLPOSCOPY CERVIX W/ LOOP ELECTRODE BIOPSY," 3,316.00 "
COLPOSCOPY OF VULVA, 328.00 
COLPOSCOPY OF VULVA W/ BIOPSY, 724.00 
COLPOSCOPY VAGINA, 505.00 
COLPOSCOPY VAGINA W/ BIOPSY VAGINA/CERVIX," 1,166.00 "
COLUMN CHROMATOGRAPHY QUALITATIVE OR QUANTITATIVE, 99.00 
COMMUNITY/WORK REINTEGRATION TRAINING DIRECT EACH 15 MINS BY OCCUPATIONAL THERAPIST, 90.00 
COMMUNITY/WORK REINTEGRATION TRAINING DIRECT EACH 15 MINS BY PHYSICAL THERAPIST, 90.00 
COMPATIBILITY TEST ELECTRIC, 191.00 
COMPATIBILITY TEST SPIN, 191.00 
COMPENSATORY TRAINING INDIVIDUAL PER 15 MINS, 101.00 
COMPLEMENT EACH, 177.00 
COMPLEMENT FIXATION EACH ANTIGEN, 84.00 
COMPLEMENT TOTAL HEMOLYTIC, 201.00 
COMPLETE BLOOD COUNT & PLATELET, 56.00 
COMPLETE BLOOD COUNT AUTOMATED DIFFERENTIAL & PLATELET, 89.00 
COMPLETE EXT STUDY 3+ LEVELS OR PROVOCATIVE FUNCTION MANEUVERS," 1,029.00 "
COMPLETE LOWER EXTREMITY STUDY AT REST AND STRESS BILATERAL," 1,300.00 "
COMPREHENSIVE METABOLIC PANEL, 364.00 
COMPUTER ASSISTED NAVIGATIONAL BRONCHOSCOPY," 1,265.00 "
COMPUTERIZED OPHTHALMIC DIAGNOSTIC IMAGING ANTERIOR SEGMENT, 83.00 
COMPUTERIZED OPHTHALMIC DIAGNOSTIC IMAGING OPTIC NERVE, 85.00 
COMPUTERIZED OPHTHALMIC DIAGNOSTIC IMAGING RETINA, 87.00 
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) ABDOMEN AND PELVIS W/ CONTRAST & POSTPROCESSING," 1,333.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) ABDOMEN W/ CONTRAST & POSTPROCESSING," 1,219.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) ABDOMINAL AORTA W/ BILATERAL ILIOFEMORAL RUN-OFF & POST-PROCESSING," 1,122.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) AORTA FOR VASCULAR SURGERY PLANNING, 504.00 
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) CHEST (NON-CORONARY) W/ CONTRAST & POST-PROCESSING," 1,285.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) HEAD W/ CONTRAST & POSTPROCESSING," 1,323.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) HEART W/ CONTRAST & POSTPROCESSING, 938.00 
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) LOWER EXTREMITY W/ CONTRAST & POSTPROCESSING," 1,599.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) NECK W/ CONTRAST & POSTPROCESSING," 1,322.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) PELVIS W/ CONTRAST & POSTPROCESSING," 2,573.00 "
COMPUTERIZED TOMOGRAPHIC ANGIOGRAPHY (CTA) UPPER EXTREMITY W/ CONTRAST & POSTPROCESSING," 1,403.00 "
COMPUTERIZED TOMOGRAPHY (CT SCAN) ABDOMEN & PELVIS W/ & W/O CONTRAST," 3,346.00 "
COMPUTERIZED TOMOGRAPHY (CT SCAN) ABDOMEN & PELVIS W/ CONTRAST," 2,740.00 "
COMPUTERIZED TOMOGRAPHY (CT SCAN) ABDOMEN & PELVIS W/O CONTRAST," 2,565.00 "
COMPUTERIZED TOMOGRAPHY (CT SCAN) ABDOMEN W/ & W/O CONTRAST," 1,532.00 "
COMPUTERIZED TOMOGRAPHY (CT SCAN) ABDOMEN W/ CONTRAST," 1,318.00 "
