USC VHH CDM Price Increase,,,,,,,,,,,,
Gross Revenue Change (old to new),,,,,,,,,,,,
"July 1, 2017 - June 30, 2018",,,,,,,,,,"Gross Revenue
(old price)","Gross Revenue
(new price)","New Gross Revenue based on Price increase on April 1, 2018"
4550067,CT BRAIN W/WO CONT,4680,CAT SCAN,351,351,351,"5,521","7,079",4,"22,084","28,316",Phase I
4550083,SURG PARACENTESIS,4680,CAT SCAN,361,361,361,"2,308","2,644",2,"4,616","5,288",Phase I
4550091,CT BRAIN W/CONT,4680,CAT SCAN,351,351,351,"4,554","5,883",0,0,0,Phase I
4550109,CT ORB/PF/IAM/SELLA COM,4680,CAT SCAN,351,351,351,"1,470","5,245",0,0,0,Phase I
4550117,CT ORB/PF/IAM/SELLA W/O,4680,CAT SCAN,351,351,351,"1,086","3,831",6,"6,516","22,986",Phase I
4550125,CT ORB/PF/IAM/SELLA W/C,4680,CAT SCAN,351,351,351,"1,328","4,441",3,"3,984","13,323",Phase I
4550141,SURG PANCREAS BIOPSY,4680,CAT SCAN,360,360,360,"1,410","3,103",0,0,0,Phase I
4550158,SURG LUNG BIOPSY,4680,CAT SCAN,360,360,360,"1,410","3,120",1,"1,410","3,120",Phase I
4550166,CT NECK W/WO CONT,4680,CAT SCAN,351,351,351,"4,391","5,290",3,"13,173","15,870",Phase I
4550174,SURG LIVER BIOPSY,4680,CAT SCAN,360,360,360,"1,410","1,539",0,0,0,Phase I
4550182,SURG CYST ASP,4680,CAT SCAN,360,360,360,864,"1,050",0,0,0,Phase I
4550190,CT NECK W/O CONT,4680,CAT SCAN,351,351,351,"2,755","3,355",3,"8,265","10,065",Phase I
4550208,SURG KIDNEY BIOPSY,4680,CAT SCAN,360,360,360,"3,495","2,955",1,"3,495","2,955",Phase I
4550216,CT ANGIO LOW EXT W/WO,4680,CAT SCAN,352,352,352,"1,876","5,421",0,0,0,Phase I
4550224,CT NECK W/CONT,4680,CAT SCAN,351,351,351,"3,554","4,328",24,"85,296","103,872",Phase I
4550232,CT ANGIO CHEST W/WO,4680,CAT SCAN,352,352,352,"6,075","9,544",141,"856,575","1,345,704",Phase I
4550240,CT ANGIO PELVIS W/WO,4680,CAT SCAN,352,352,352,"3,498","6,314",0,0,0,Phase I
4550257,CT ANGIO ABD W/WO,4680,CAT SCAN,352,352,352,"1,638","6,160",23,"37,674","141,680",Phase I
4550265,CT ANGIO UPEXT W/WO,4680,CAT SCAN,352,352,352,"1,877","7,446",0,0,0,Phase I
4550273,CT ANGIO HEAD W/WO,4680,CAT SCAN,352,351,351,"5,575","5,618",12,"66,900","67,416",Phase I
4550281,CT ABD COMP,4680,CAT SCAN,352,352,352,"1,805","5,001",4,"7,220","20,004",Phase I
4550299,CT C-SPINE MULLEN W/WO,4680,CAT SCAN,352,352,352,"4,974","8,627",0,0,0,Phase I
4550307,CT T-SPINE MULTILEV W/WO CON,4680,CAT SCAN,352,352,352,"1,674","7,206",0,0,0,Phase I
4550315,CT ABD W/O CONT,4680,CAT SCAN,352,352,352,"1,022","3,107",9,"9,198","27,963",Phase I
4550331,CT T-SPINE MULTILEV W/CON,4680,CAT SCAN,352,352,352,"1,328","5,809",0,0,0,Phase I
4550349,CT ABDOMEN W/CONT,4680,CAT SCAN,352,352,352,"1,455","4,427",14,"20,370","61,978",Phase I
4550356,CT L-SPINE MULTILEV W/WO CON,4680,CAT SCAN,352,352,352,"1,805","7,950",0,0,0,Phase I
4550364,CT L-SPINE MULTILEV W/CON,4680,CAT SCAN,352,352,352,"1,331","6,445",2,"2,662","12,890",Phase I
4550372,CT UPPER EXTREM COMP,4680,CAT SCAN,352,352,352,"3,015","5,243",0,0,0,Phase I
4550380,CT LOWER EXTREM COMP,4680,CAT SCAN,352,352,352,"1,695","5,711",2,"3,390","11,422",Phase I
4550398,CT C-SPINE MULTILEV W/CON,4680,CAT SCAN,352,352,352,"4,032","6,958",0,0,0,Phase I
4550406,CT UPPER EXTREM W/O CONT,4680,CAT SCAN,352,352,352,"1,805","3,397",7,"12,635","23,779",Phase I
4550414,CT LOWER EXTREM W/O CONT,4680,CAT SCAN,352,352,352,"1,033","3,832",18,"18,594","68,976",Phase I
4550422,CT ANGIO NECK W/WO CONT,4680,CAT SCAN,351,351,351,"5,575","5,618",9,"50,175","50,562",Phase I
4550430,CT UPPER EXTREM W/CONT,4680,CAT SCAN,352,352,352,"2,291","4,318",1,"2,291","4,318",Phase I
4550448,CT LOWER EXTREM W/CONT,4680,CAT SCAN,352,352,352,"1,336","4,480",2,"2,672","8,960",Phase I
4550463,CT GUIDED CHEST TUBE PLACEMENT,4680,CAT SCAN,360,360,360,725,"1,947",0,0,0,Phase I
4550604,CT T-SPINE MULT LEVEL,4680,CAT SCAN,352,352,352,"1,082","4,510",7,"7,574","31,570",Phase I
4550638,CT C-SPINE MULTI LEVEL,4680,CAT SCAN,352,352,352,"3,159","5,466",77,"243,243","420,882",Phase I
4550695,CT L-SPINE MULTI LEVEL,4680,CAT SCAN,352,352,352,"1,255","5,008",15,"18,825","75,120",Phase I
4550703,CT GUIDED NEEDLE BIOPSY,4680,CAT SCAN,350,350,350,"1,805","4,752",3,"5,415","14,256",Phase I
4550968,CT REFORMATION/3D RECON,4680,CAT SCAN,350,350,350,322,885,0,0,0,Phase I
4551115,CT FACIAL BONES W/O CONT,4680,CAT SCAN,352,351,351,"4,509","3,831",70,"315,630","268,170",Phase I
4551131,CT CHEST COMP,4680,CAT SCAN,352,352,352,"1,699","6,927",3,"5,097","20,781",Phase I
4551149,CT CHEST W/CONT,4680,CAT SCAN,352,352,352,"1,347","6,487",47,"63,309","304,889",Phase I
4551156,CT CHEST W/O CONT,4680,CAT SCAN,352,352,352,"1,086","3,893",86,"93,396","334,798",Phase I
4551404,CT PELVIS COMP,4680,CAT SCAN,352,352,352,"3,933","8,721",1,"3,933","8,721",Phase I
4551412,CT PELVIS W/CONTRAST,4680,CAT SCAN,352,352,352,"3,315","5,765",7,"23,205","40,355",Phase I
4551420,CT PELVIS W/O CONT,4680,CAT SCAN,352,352,352,"1,805","4,057",16,"28,880","64,912",Phase I
4551487,SU INSRT CATH REN PELV DRAIN,4680,CAT SCAN,361,361,361,"2,003","6,512",3,"6,009","19,536",Phase I
4551545,SU I&D ABSCES COMP MX,4680,CAT SCAN,360,360,360,"1,259",674,0,0,0,Phase I
4551552,SU I&D ABSCES SIMP SING,4680,CAT SCAN,360,360,360,682,662,0,0,0,Phase I
4551586,INJ MYELOGRAM/CT SCAN LUMBAR,4680,CAT SCAN,360,360,360,762,"1,414",0,0,0,Phase I
4551602,CT ANGIO ABD PELV W WO CONT,4680,CAT SCAN,352,352,352,"2,702","8,486",10,"27,020","84,860",Phase I
4560017,FINE NEEDLE ASPIRATION W/GUIDANCE,4680,CAT SCAN,360,360,360,"1,007",836,0,0,0,Phase I
4560041,BX MUSCLE PERQ NEEDLE,4680,CAT SCAN,360,360,360,"1,410","1,699",0,0,0,Phase I
4560058,CTBX BONE TROCAR SUPERFICIAL,4680,CAT SCAN,360,360,360,"1,410","1,759",0,0,0,Phase I
4560066,BX BONE TROCAR NEEDLE DEEP,4680,CAT SCAN,360,360,360,"1,410","1,909",0,0,0,Phase I
4560132,BIOPSY ABD/RETROPERITONEAL MASS PER,4680,CAT SCAN,360,360,360,"1,410","3,328",0,0,0,Phase I
4560173,BX SOFT TISS NECK THORAX,4680,CAT SCAN,360,360,360,"1,410","7,392",0,0,0,Phase I
4560181,BIOPSY PLEURA PERCUTANEOUS NEEDLE,4680,CAT SCAN,360,360,360,"1,410","3,293",0,0,0,Phase I
4560231,INTRO CATH DILATATION NEPHROSTOMY,4680,CAT SCAN,360,360,360,"2,697","2,803",0,0,0,Phase I
4560306,"INJ PARAVERTEB L/S FACET JOINT,SGL",4680,CAT SCAN,360,360,360,944,"7,208",0,0,0,Phase I
4560330,"INJ L/S TRANSFORAMEN EPIDURAL,SGL L",4680,CAT SCAN,360,360,360,944,"1,136",0,0,0,Phase I
4560348,"INJ L/S TRANSFORAMEN EPIDURAL,ADDL",4680,CAT SCAN,360,360,360,438,526,0,0,0,Phase I
4560363,SACROILIAC JOINT ARTHROGRAPHY,4680,CAT SCAN,360,360,360,944,"5,306",0,0,0,Phase I
4560389,CT HEART W/O CNTR W/CA TEST,4680,CAT SCAN,352,352,352,580,789,0,0,0,Phase I
4560397,3D RENDERING WITH POSTPROCESS,4680,CAT SCAN,350,350,350,"1,227","1,224","1,114","1,366,878","1,363,536",Phase I
4560413,CT MAXILLOFACIAL W/CONT,4680,CAT SCAN,351,351,351,"5,191","4,423",7,"36,337","30,961",Phase I
4560421,THORACOSTOMY,4680,CAT SCAN,360,360,360,725,"1,106",0,0,0,Phase I
4560447,CT ANGIO ABDOMINAL ARTERIES,4680,CAT SCAN,352,352,352,"1,200","2,905",0,0,0,Phase I
4560454,INSERTION OF INDWELLING CATH W CUFF,4680,CAT SCAN,360,360,360,"10,183","5,545",0,0,0,Phase I
4560462,REMOVAL OF PERM. PERITONEAL CATH,4680,CAT SCAN,360,360,360,"2,901","6,379",0,0,0,Phase I
4560488,INSERT INTRAPERITONEAL CATH DRAINAG,4680,CAT SCAN,320,320,320,"10,183","3,951",0,0,0,Phase I
4560504,CT MAXILLOFACIAL W WO CONTRAST,4680,CAT SCAN,351,351,351,"6,589","5,592",0,0,0,Phase I
4560525,RPLC G/CEC/OTH TB UNDER FLUORO,4680,CAT SCAN,361,361,361,"2,280","2,401",0,0,0,Phase I
4600094,MRA HEAD W/WO CON,4660,M.R.I.,610,610,615,"4,439","7,888",0,0,0,Phase I
4600102,SURG INJ SHOULDER ARTH,4630,RADIOLOGY-DIAGNOSTIC,360,360,360,471,"1,286",3,"1,413","3,858",Phase I
4600169,MRI TMJ,4660,M.R.I.,610,610,610,"1,105","1,531",0,0,0,Phase I
4600219,MRI ABD WO/CON,4660,M.R.I.,610,610,610,"1,961","4,949",22,"43,142","108,878",Phase I
4600227,MRI LOWER EXT W/WO CON,4660,M.R.I.,610,610,610,"3,003","7,800",3,"9,009","23,400",Phase I
4600235,MRI CHEST WO/CON,4660,M.R.I.,610,610,610,"1,958","4,512",3,"5,874","13,536",Phase I
4600268,MRI UPPER EXT JT WO/CON,4660,M.R.I.,610,610,610,"2,111","3,811",83,"175,213","316,313",Phase I
4600276,MRI UPPER EXT W/WO CON,4660,M.R.I.,610,610,610,"4,723","5,126",1,"4,723","5,126",Phase I
4600284,MRI PELVIS W/WO CON,4660,M.R.I.,610,610,610,"3,003","8,411",9,"27,027","75,699",Phase I
4600292,MRI PELVIS W/CON,4660,M.R.I.,610,610,610,"2,371","5,077",0,0,0,Phase I
4600318,MRI ABD W/WO CON,4660,M.R.I.,610,610,610,"3,003","7,571",7,"21,021","52,997",Phase I
4600326,MRI ABD W/CON,4660,M.R.I.,610,610,610,"2,555","5,139",0,0,0,Phase I
4600334,MRI UPPER EXT JT W/CON,4660,M.R.I.,610,610,610,"2,337","4,753",8,"18,696","38,024",Phase I
4600359,MRI LOWER EXT WO/CON,4660,M.R.I.,610,610,610,"1,961","3,728",2,"3,922","7,456",Phase I
4600375,MRI LOWER EXT W/CON,4660,M.R.I.,610,610,610,"2,337","5,304",0,0,0,Phase I
4600383,"MRI ORB,RAC,NEC W/WO CON",4660,M.R.I.,610,610,610,"9,932","8,249",5,"49,660","41,245",Phase I
4600391,"MRI ORBJ,FACE,NECK W/CON",4660,M.R.I.,610,610,610,"8,288","6,678",2,"16,576","13,356",Phase I
4600409,MRI PELVIS WO/CON,4660,M.R.I.,610,610,610,"1,961","5,046",8,"15,688","40,368",Phase I
4600417,MRI UPPER EXT WO/CON,4660,M.R.I.,610,610,610,"3,581","3,907",3,"10,743","11,721",Phase I
4600425,MRI UPPER EXT W/CON,4660,M.R.I.,610,610,610,"3,859","4,207",0,0,0,Phase I
4600433,MRI UPPER EXT JT W/WO CON,4660,M.R.I.,610,610,610,"3,315","6,570",2,"6,630","13,140",Phase I
4600441,MRI CHEST W/CON,4660,M.R.I.,610,610,610,"2,145","4,890",0,0,0,Phase I
4600458,MRI CHEST W/WO CON,4660,M.R.I.,610,610,610,"2,667","6,153",0,0,0,Phase I
4600482,MRA HEAD W/CON,4660,M.R.I.,610,610,615,"3,700","5,767",0,0,0,Phase I
4600490,MRA NECK WO/CON,4660,M.R.I.,610,610,615,"1,432","5,258",15,"21,480","78,870",Phase I
4600508,MRA NECK W/CON,4660,M.R.I.,610,610,615,"2,067","6,517",0,0,0,Phase I
4600516,MRA NECK W/WO CON,4660,M.R.I.,610,610,615,"2,388","8,885",15,"35,820","133,275",Phase I
4660155,MRI ORBITS FACE NECK WO/CON,4660,M.R.I.,610,610,610,"7,546","5,656",2,"15,092","11,312",Phase I
4661088,MRI CER SP W & W/O CON,4660,M.R.I.,612,612,612,"7,768","8,602",4,"31,072","34,408",Phase I
4661104,MRI THOR SP W/WO CON,4660,M.R.I.,612,612,612,"7,789","8,625",1,"7,789","8,625",Phase I
4661112,MRI LUMBAR SPINE W/ CON,4660,M.R.I.,612,612,612,"2,378","3,036",1,"2,378","3,036",Phase I
4661179,MRA CHEST W/WO CONTRAST,4660,M.R.I.,618,618,618,"4,439","4,088",0,0,0,Phase I
4661245,MRI GUIDE BRST LOC FRST LSN,4660,M.R.I.,360,360,360,624,663,0,0,0,Phase I
4661260,MRI BRST BX LOC FRST LSN,4660,M.R.I.,360,360,360,"2,733","6,721",0,0,0,Phase I
4690095,MRA HEAD WO/CON,4660,M.R.I.,610,610,615,"2,959","5,258",55,"162,745","289,190",Phase I
5700000,IGG SUBCLASS 1 2 3 OR 4,4505,CLINICAL LAB-OTHERS,301,301,301,16,15,28,448,420,Phase I
5700026,EPSTEIN BARR ANTIBODY,4505,CLINICAL LAB-OTHERS,302,302,302,43,23,28,"1,204",644,Phase I
5700034,PROTEIN E-PHORESIS SERUM,4505,CLINICAL LAB-OTHERS,301,301,301,16,91,5,80,455,Phase I
5800008,"ANTIBODY WORK-UP,AFTER HRS (ARC)",4540,BLOOD BANK,302,302,302,55,113,0,0,0,Phase I
5800024,ABO TYPE BY ARC,4540,BLOOD BANK,302,302,302,65,123,2,130,246,Phase I
5800032,"SPECIAL ANTIGLOBULIN TEST, ARC",4540,BLOOD BANK,302,302,302,59,102,0,0,0,Phase I
5800065,RH PHENOTYPE BY ARC,4540,BLOOD BANK,302,302,302,41,75,2,82,150,Phase I
5800107,RH TYPE (ARC),4540,BLOOD BANK,302,302,302,34,64,0,0,0,Phase I
5800115,RBC PHENOTYPE BY ARC,4540,BLOOD BANK,302,302,302,214,251,9,"1,926","2,259",Phase I
5800156,CHEMICAL PRETREATMENT (ARC),4540,BLOOD BANK,302,302,302,51,60,3,153,180,Phase I
5800164,DAT BY ARC,4540,BLOOD BANK,302,302,302,59,102,4,236,408,Phase I
5800206,SERUM SCREEN PER UNIT (ARC),4540,BLOOD BANK,302,302,302,55,113,0,0,0,Phase I
5800214,"AB SCREEN, EACH TECHNIQUE, ARC",4540,BLOOD BANK,302,302,302,55,113,12,660,"1,356",Phase I
5800263,"ENZYME PRETREATMENT, ARC",4540,BLOOD BANK,302,302,302,214,251,3,642,753,Phase I
5800313,"AB ID PER BATCH, ARC",4540,BLOOD BANK,302,302,302,352,378,5,"1,760","1,890",Phase I
5800362,"ELUATE PREPARATION, ARC",4540,BLOOD BANK,302,302,302,122,173,2,244,346,Phase I
5800511,ARC INHIBITION OF SERUM,4540,BLOOD BANK,302,302,302,122,151,0,0,0,Phase I
5800560,ARC TITRATION,4540,BLOOD BANK,302,302,302,122,151,0,0,0,Phase I
5800610,ARC THAWING/PREPARATION OF RARE RBC,4540,BLOOD BANK,302,302,302,214,251,0,0,0,Phase I
5800669,DIFFERENTL RBC ABSORPTION,4540,BLOOD BANK,302,302,302,60,67,6,360,402,Phase I
5800719,"ANTIGEN SCREEN PER UNIT, ARC",4540,BLOOD BANK,302,302,302,214,251,0,0,0,Phase I
5800735,ANTIGEN SCREEN W/PT SERUM PER UNIT,4540,BLOOD BANK,302,302,302,40,76,0,0,0,Phase I
5900022,NEONATAL IMMUNOREACTIVE TRYPSINOGEN,4505,CLINICAL LAB-OTHERS,301,301,301,26,16,32,832,512,Phase I
5900055,NEONATAL HGB CHROMATOGRAPHY (DHS),4505,CLINICAL LAB-OTHERS,301,301,301,26,25,32,832,800,Phase I
5900105,NEONATAL TSH (DHS),4505,CLINICAL LAB-OTHERS,301,301,301,40,134,32,"1,280","4,288",Phase I
5900154,NEONATAL TYROSINE (DHS),4505,CLINICAL LAB-OTHERS,301,301,301,15,47,0,0,0,Phase I
5930847,NEONATAL TYROSINE (DHS),4505,CLINICAL LAB-OTHERS,301,301,301,15,47,0,0,0,Phase I
5930987,NEONATAL TSH (REF OUT),4505,CLINICAL LAB-OTHERS,301,301,301,40,134,0,0,0,Phase I
5930995,NEONATAL HGB CHROMATOGRAPHY(REF O,4505,CLINICAL LAB-OTHERS,301,301,301,26,25,0,0,0,Phase I
5958897,NEONATAL MASS SPECTROMETRY,4505,CLINICAL LAB-OTHERS,301,301,301,26,25,32,832,800,Phase I
5958905,NEONATAL 170H PROGESTERONE (DHS),4505,CLINICAL LAB-OTHERS,301,301,301,38,35,32,"1,216","1,120",Phase I
6000087,IHC EA ADDL SNGL AB STAIN,4520,LAB-PATHOLOGY,310,310,310,85,335,148,"12,580","49,580",Phase I
6000145,IMMUNOHISTOCHEM EACH MULTI AB,4520,LAB-PATHOLOGY,310,310,310,255,498,20,"5,100","9,960",Phase I
6000202,"TISSUE CULTURE, NEOPLASTIC DISORDER",4520,LAB-PATHOLOGY,311,311,311,174,191,1,174,191,Phase I
6000210,"FLOW MARKER, FIRST",4520,LAB-PATHOLOGY,311,311,311,214,251,1,214,251,Phase I
6000228,FLOW MARKERS ADD,4520,LAB-PATHOLOGY,311,311,311,45,208,1,45,208,Phase I
6000251,"CHROMOSOME ANALYSIS, 15-20 CELLS",4520,LAB-PATHOLOGY,311,311,311,172,225,1,172,225,Phase I
6000269,"CYTOGENETICS, 20-25 CELLS",4520,LAB-PATHOLOGY,311,311,311,172,225,1,172,225,Phase I
6000277,EGFR MUTATION ANALYSIS,4520,LAB-PATHOLOGY,310,310,310,453,483,0,0,0,Phase I
6000285,FISH DNA PROB,4520,LAB-PATHOLOGY,311,311,311,30,122,0,0,0,Phase I
6000301,FISH ANALYZE 100-300 CELLS,4520,LAB-PATHOLOGY,311,311,311,56,92,0,0,0,Phase I
6000319,CHROM ANLYS KARYOTYPE ADD,4520,LAB-PATHOLOGY,311,311,311,37,44,0,0,0,Phase I
6000368,TUMOR IMMUNOCHEM COMPUTER ASSISTED,4520,LAB-PATHOLOGY,312,312,312,214,464,19,"4,066","8,816",Phase I
6100010,HEMATOCRIT,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,13,88,0,0,0,Phase I
6100028,HEMOGLOBIN,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,13,77,0,0,0,Phase I
6110001,THROMBIN TIME PLASMA,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,9,60,0,0,0,Phase I
6110027,HEMOGRAM AUTOMATED,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,47,74,605,"28,435","44,770",Phase I
6110050,CBC W/ MANUAL DIFFERENTIAL,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,47,74,0,0,0,Phase I
6110068,CBC AUTO W/AUTO DIFF,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,52,82,"8,911","463,372","730,702",Phase I
6110076,CSF CELL COUNT,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,188,211,11,"2,068","2,321",Phase I
6110084,PH FLUID,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,33,121,8,264,968,Phase I
6110100,EOSINOPHIL COUNT,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,63,74,0,0,0,Phase I
6110118,EOSINOPHIL NASAL SMEAR,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,89,151,0,0,0,Phase I
6110126,FIBRINOGEN;ACTIVITY,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,225,187,24,"5,400","4,488",Phase I
6110134,FIBRIN DEGRAD PRODUCTS,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,40,199,0,0,0,Phase I
6110142,D-DIMER QNT,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,274,281,382,"104,668","107,342",Phase I
6110175,"BLOOD,OCCULT;FECES;1-3DETERM",4501,CLINICAL LAB-HEMATOLOGY,301,301,301,68,45,46,"3,128","2,070",Phase I
6110183,MALARIA SMEAR,4501,CLINICAL LAB-HEMATOLOGY,306,306,306,56,161,0,0,0,Phase I
6110191,PTT (PARTIAL THROMBOPLASTIN TIME),4501,CLINICAL LAB-HEMATOLOGY,305,305,305,28,187,"1,198","33,544","224,026",Phase I
6110209,OCCULT BLOOD GASTRIC,4501,CLINICAL LAB-HEMATOLOGY,305,301,301,13,7,0,0,0,Phase I
6110217,PROTHROMBIN TIME,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,42,177,"2,583","108,486","457,191",Phase I
6110225,RETICULOCYTE COUNT AUTOMATED,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,78,193,49,"3,822","9,457",Phase I
6110241,SEMEN ANALYSIS COMPLETE,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,111,132,7,777,924,Phase I
6110316,VENIPUNCTURE,4501,CLINICAL LAB-HEMATOLOGY,300,300,300,34,25,"12,086","410,924","302,150",Phase I
6110365,SYNOVIAL FLUID CELL COUNT,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,188,211,7,"1,316","1,477",Phase I
6110373,BODY FLUID CELL COUNT,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,188,211,35,"6,580","7,385",Phase I
6110399,SEMEN ANALYSIS COMP/EXT,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,111,132,0,0,0,Phase I
6110415,WRIGHT STAIN,4501,CLINICAL LAB-HEMATOLOGY,306,306,306,41,118,0,0,0,Phase I
6110456,SED RATE WESTERGREN NON-AUTO,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,31,108,350,"10,850","37,800",Phase I
6110514,MANUAL DIFFERENTIAL (WBC),4501,CLINICAL LAB-HEMATOLOGY,305,305,305,80,144,325,"26,000","46,800",Phase I
6110548,FECAL REDUCING SUBSTANCE,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,11,13,1,11,13,Phase I
6110563,PROTIME SUBST EACH FRACTION,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,218,308,0,0,0,Phase I
6110571,PTT SUBST EACH FRACTION,4501,CLINICAL LAB-HEMATOLOGY,305,305,305,50,111,0,0,0,Phase I
6150635,BODY FLUID CRYSTAL,4501,CLINICAL LAB-HEMATOLOGY,309,309,309,102,117,12,"1,224","1,404",Phase I
6150684,IMMUNOCHEMICAL FECAL OCCULT BLOOD,4501,CLINICAL LAB-HEMATOLOGY,301,301,301,50,70,145,"7,250","10,150",Phase I
6150692,"EOSINOPHILS, URINE",4501,CLINICAL LAB-HEMATOLOGY,307,307,307,16,17,25,400,425,Phase I
6150825,URINALYSIS W/O MICROSCOPY,4501,CLINICAL LAB-HEMATOLOGY,307,307,307,95,52,"1,890","179,550","98,280",Phase I
6150833,URINALYSIS AUTO W/MICROSC,4501,CLINICAL LAB-HEMATOLOGY,307,307,307,99,71,"1,905","188,595","135,255",Phase I
6200018,CRYPTOCOCCUS AG,4502,CLINICAL LAB-MICROBIOLOGY,302,302,302,37,68,0,0,0,Phase I
6200034,SHIGA TOXIN I,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,14,52,0,0,0,Phase I
6200042,SHIGA TOXIN II,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,14,134,0,0,0,Phase I
6200059,BROTH ENRICHMENT,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,28,96,0,0,0,Phase I
6200083,FUNGAL CULTURE BLOOD,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,81,143,8,648,"1,144",Phase I
6200117,PRESUMPTIVE ID EACH URINE ISOLATE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,46,26,0,0,0,Phase I
6200166,CULTURE ANAEROBIC ID EACH,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,45,75,32,"1,440","2,400",Phase I
6200216,CULTURE AEROBIC ID EACH,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,80,123,808,"64,640","99,384",Phase I
6200265,FUNGI ID YEAST,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,66,139,102,"6,732","14,178",Phase I
6200315,TRICHROME STAIN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,25,72,0,0,0,Phase I
6200364,MICROBE SUSCEPTIBILITY MIC,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,49,247,686,"33,614","169,442",Phase I
6200414,SUSC ENZYME B-LACTAMASE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,27,66,22,594,"1,452",Phase I
6200430,NUCLEIC ACID PROBE AMP MULTI ORG,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,382,88,39,"14,901","3,432",Phase I
6200463,MICROBE DIFFUSE SUSCEPTIBILITY,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,41,213,50,"2,050","10,650",Phase I
6200513,STOOL CULTURE ADD'L PATHOGEN SCREEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,34,52,0,0,0,Phase I
6200554,MR STAPH DNA AMP PROBE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,191,403,"1,528","291,848","615,784",Phase I
6200562,CRYPTOCOCCUS AG TITER,4502,CLINICAL LAB-MICROBIOLOGY,302,302,302,60,92,0,0,0,Phase I
6200612,CRYPTOCOCCUS AG,4502,CLINICAL LAB-MICROBIOLOGY,302,302,302,57,213,17,969,"3,621",Phase I
6200661,PRESUMPTIVE ID EACH ANAEROBIC ISOLA,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,53,81,0,0,0,Phase I
6200711,PRESUMPTIVE ID EACH AEROBIC ISOLATE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,93,143,0,0,0,Phase I
6200760,CLOSTRIDIUM ANTIGEN EIA,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,21,99,0,0,0,Phase I
6202006,INFLUENZA B AG IF,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,17,16,85,"1,445","1,360",Phase I
6202014,INFLUENZA A AG IF,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,14,17,85,"1,190","1,445",Phase I
6202022,CAMPYLOBACTER SCREEN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,14,134,0,0,0,Phase I
6202030,FECAL LACTOFERRIN,4502,CLINICAL LAB-MICROBIOLOGY,301,301,301,28,25,30,840,750,Phase I
6220008,CONCENTRATION FOR INFECTION AGENTS,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,28,96,0,0,0,Phase I
6220024,CULTURE AFB,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,30,289,0,0,0,Phase I
6220032,ACID FAST STAIN,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,16,61,0,0,0,Phase I
6220040,CULTURE R/O MRSA,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,0,0,0,Phase I
6220057,CULTURE R/O VRE,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,186,267,2,372,534,Phase I
6220065,CULTURE SURGICAL WOUND,4502,CLINICAL LAB-MICROBIOLOGY,306,306,306,78,120,168,"13,104","20,160",Phase I
