St. Vincent Medical Center # 106190762,,,
SVMC Dept#,Charge Number,Charge Description, 06/01/18 Default Price 
38,3800596,APPL SHORT LEG SPLINT, $800.00 
31,3101367,APPLICATION CAST ELBOW TO FINGER," $1,219.00 "
38,3800612,APPLICATION CAST ELBOW TO FINGER," $1,219.00 "
31,3101375,APPLICATION CAST HAND/LWR FOREARM, $431.00 
38,3800620,APPLICATION CAST HAND/LWR FOREARM, $431.00 
31,3101342,APPLICATION LONG LEG SPLINT, $895.00 
12,1210376,APPLICATION OF LONG ARM SPLINT, $809.00 
31,3100310,APPLICATION OF LONG ARM SPLINT, $809.00 
38,3800570,APPLICATION OF LONG ARM SPLINT, $809.00 
38,3800653,APPLICATION OF LONG LEG CAST, $952.00 
31,3101359,APPLICATION SHORT ARM SPLINT DYNAMC, $779.00 
31,3100302,APPLICATION SHORT ARM SPLINT STATIC, $754.00 
38,3800562,APPLICATION SHORT ARM SPLINT STATIC, $754.00 
31,3101391,APPLICATION SHORT LEG CAST," $1,675.00 "
38,3800646,APPLICATION SHORT LEG CAST," $1,675.00 "
19,1933142,APPLICATOR BIOGLUE TIP, $148.00 
19,1984871,APPLICATOR EVICEL TIP, $166.00 
19,1933134,APPLICATOR FLOSEAL, $471.00 
19,1984947,APPLIER HELI-FX (4501-5000)," $16,408.00 "
31,3101425,APPLY OF LONG LEG CAST WALK/AMB, $904.00 
31,3101409,APPLY SHORT LEG CAST WALK/AMB TYPE," $1,926.00 "
94,9422171,APRACLONIDINE 1% OPH SOL 0.1ML, $143.75 
94,9422205,APREPITANT 125MG CAPSULE, $836.25 
94,9422197,APREPITANT 80MG CAPSULE, $537.50 
94,9419300,ARGATROBAN 250MG/2.5ML INJ," $5,933.75 "
94,9422262,ARIPIPRAZOLE 10MG TABLET, $163.00 
94,9422270,ARIPIPRAZOLE 15MG TABLET, $163.00 
94,9450081,ARIPIPRAZOLE 2MG TABLET, $186.25 
94,9422254,ARIPIPRAZOLE 5MG TABLET, $163.00 
12,1215540,ARM SLING, $81.00 
24,2401297,ARM SLING (11-50), $166.00 
04,0441774,ARM SLING-REG, $81.00 
94,9422304,AROMATIC AMMONIA INH 0.33ML, $1.25 
19,1933076,ARTERIAL CANNULA (201-250), $832.00 
18,1840909,ARTERIAL CATH/CANN PERCUTANEOUS, $963.00 
18,1841006,ARTERIAL CLOSURE DEVICES," $1,390.00 "
19,1982792,ARTERIAL CLOSURE DEVICES," $1,390.00 "
28,2850022,ARTERIAL PUNCTURE WITHDRAW BLOOD, $489.00 
29,2900868,ARTERIAL PUNCTURE WITHDRAW BLOOD, $489.00 
22,2201275,ARTERIAL STUDY REST EXERCISE," $3,939.00 "
19,1904127,ARTHO QUIK ANCHOR PLUS," $1,327.00 "
19,1904101,ARTHO VAPR ELECTRODE," $1,149.00 "
19,1904069,ARTHRO CANNULA KIT (11-50), $166.00 
19,1904028,ARTHRO KNIFE ACL, $168.00 
19,1904044,ARTHRO TUBE PUMP, $184.00 
19,1904051,ARTHRO WATER PIK, $184.00 
31,3100112,ARTHROCENTESIS ASP/INJ JNT NO US," $1,293.00 "
38,3800448,ARTHROCENTESIS ASP/INJ JNT NO US," $1,293.00 "
94,9462508,ARTIFICIAL TEARS 0.6%-1.4% 0.4ML, $10.00 
94,9460940,ARTIFICIAL TEARS 1% 0.4ML, $11.25 
94,9447293,ARTIFICIAL TEARS 15 ML, $161.25 
94,9447871,"ARTIFICIAL TEARS, 0.4ML", $10.00 
94,9422320,ASCORBIC ACID 250MG TABLET, $1.25 
94,9422338,ASCORBIC ACID 500MG TABLET, $1.25 
94,9422346,ASCORBIC ACID 500MG/5ML LIQ, $9.00 
18,1800606,ASD CLOSURE," $40,656.00 "
38,3800851,ASP AND/OR INJ GANGLION CYST, $727.00 
54,5400171,ASP/INJ RENAL CYST OR PELV PQ NEDL," $4,024.00 "
03,0304642,ASPIRATION BLADDER SUPRAPUBIC CATH," $7,446.00 "
30,3001591,ASPIRATOR UNIV SUPRLNG STRG TIP," $4,096.00 "
19,1981901,ASPIREX PLUS KIT, $508.00 
94,9422403,ASPIRIN 300MG SUPPOSITORY, $2.00 
94,9422411,ASPIRIN 325MG EC TABLET, $1.25 
94,9422429,ASPIRIN 325MG TABLET, $1.25 
94,9422437,ASPIRIN 600MG SUPPOSITORY, $2.00 
94,9422452,ASPIRIN 81MG CHEWABLE TABLET, $1.25 
94,9422460,ASPIRIN 81MG EC TABLET, $1.25 
48,4800041,ASSAY ADRENOCORT HORMONE [AP, $42.05 
48,4804241,ASSAY ALBUMIN SERUM PLSMA [AP, $4.02 
01,0130237,ASSAY CARBON DIOXIDE BICARBONATE, $170.00 
48,4800413,ASSAY CATECHOLAMINES FRACTNATED [AP, $27.49 
48,4800421,ASSAY CATECHOLAMINES FRACTNATED [AP, $27.49 
01,0130401,ASSAY CHOLESTEROL BLOOD/SERUM TOTAL, $198.00 
01,0104075,ASSAY GLUTAMYLTRANSFERASE GAMMA, $170.00 
48,4801007,ASSAY GONDADOTROPIN (FSH) [AP, $16.61 
48,4801429,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
48,4801437,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
48,4801452,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
48,4801460,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
48,4801478,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
48,4803300,ASSAY LIPOPROTN LDL CHOLESTEROL [AP, $8.22 
48,4803789,ASSAY NEPHELOMETRY NOT SPEC EA [AP, $12.28 
48,4800058,ASSAY OF ALDOLASE [AP, $8.73 
48,4800066,ASSAY OF ALDOSTERONE [AP, $44.37 
48,4800074,ASSAY OF ALDOSTERONE [AP, $44.37 
48,4800108,ASSAY OF ALUMINUM, $28.00 
01,0103770,ASSAY OF AMMONIA, $306.00 
01,0118604,ASSAY OF AMYLASE, $221.00 
01,0130724,ASSAY OF AMYLASE, $221.00 
01,0162701,ASSAY OF AMYLASE, $221.00 
48,4803631,ASSAY OF AMYLASE [AP, $5.86 
48,4811279,ASSAY OF AMYLASE [AP, $5.86 
48,4803243,ASSAY OF APOLIPOPROTEIN EACH [AP, $15.34 
48,4800256,ASSAY OF BETA-2 PROTEIN [AP, $14.70 
48,4800314,ASSAY OF CALCITONIN [AP, $29.16 
48,4800322,ASSAY OF CALCIUM IONIZED [AP, $12.24 
01,0130377,ASSAY OF CALCIUM TOTAL, $286.00 
01,0162719,ASSAY OF CALCIUM TOTAL, $286.00 
48,4803359,ASSAY OF CALCIUM TOTAL [AP, $4.10 
48,4800405,ASSAY OF CAROTENE [AP, $10.04 
48,4800447,ASSAY OF CERULOPLASMIN [AP, $11.70 
01,0130260,ASSAY OF CHLORIDE BLOOD, $170.00 
01,0131060,ASSAY OF CHLORIDE URINE, $213.00 
01,0162727,ASSAY OF CHLORIDE URINE, $213.00 
48,4800496,ASSAY OF CITRATE [AP, $30.27 
48,4803698,ASSAY OF COPPER [AP, $13.51 
01,0100834,ASSAY OF C-PEPTIDE, $99.00 
48,4800728,ASSAY OF CRYOGLOBULIN QUA/SEM Q [AP, $5.32 
48,4800835,ASSAY OF ERYTHROPOIETIN [AP, $20.46 
48,4800843,ASSAY OF ESTRADIOL [AP, $24.88 
48,4803706,ASSAY OF EVEROLIMUS, $15.14 
01,0100404,ASSAY OF FERRITIN, $219.00 
01,0100396,ASSAY OF FOLIC ACID SERUM, $201.00 
48,4801015,ASSAY OF G6PD ENZYME QUANT [AP, $10.55 
48,4801023,ASSAY OF GASTRIN [AP, $19.20 
48,4801072,ASSAY OF HAPTOGLOBIN QUANT [AP, $10.99 
48,4801163,ASSAY OF HEMOSIDERIN QUAL [AP, $5.17 
01,0139410,ASSAY OF HOMOCYSTINE, $135.00 
48,4801379,ASSAY OF HOMOCYSTINE [AP, $15.24 
01,0102285,ASSAY OF IRON, $164.00 
01,0104117,ASSAY OF LACTATE ACID, $301.00 
48,4803599,ASSAY OF LEAD [AP, $10.75 
48,4801684,ASSAY OF LIDOCAINE [AP, $15.99 
01,0104174,ASSAY OF LIPASE, $243.00 
01,0190280,ASSAY OF LIPASE, $243.00 
48,4801700,ASSAY OF LITHIUM [AP, $5.99 
01,0100842,ASSAY OF MAGNESIUM, $213.00 
01,0104208,ASSAY OF MAGNESIUM, $213.00 
01,0104216,ASSAY OF MAGNESIUM, $213.00 
48,4803607,ASSAY OF MERCURY QUANTITATIVE [AP, $14.12 
48,4801742,ASSAY OF METANEPHRINES [AP, $18.44 
48,4803102,ASSAY OF METANEPHRINES [AP, $18.44 
48,4801858,ASSAY OF MYOGLOBIN [AP, $11.80 
48,4801866,ASSAY OF MYOGLOBIN [AP, $11.80 
01,0190231,ASSAY OF NATRIURETIC PEPTIDE, $282.00 
48,4804522,ASSAY OF NICOTINE, $26.18 
48,4803938,ASSAY OF NUCLEOTIDASE 5'- [AP, $12.14 
01,0103622,ASSAY OF OSMOLALITY BLOOD, $243.00 
48,4801908,ASSAY OF OSMOLALITY BLOOD [AP, $6.00 
01,0103648,ASSAY OF OSMOLALITY URINE, $203.00 
48,4801916,ASSAY OF OSMOLALITY URINE [AP, $6.09 
48,4801932,ASSAY OF OXALATE [AP, $14.02 
48,4801551,ASSAY OF PARATHORMONE [AP, $34.84 
48,4802120,ASSAY OF PARATHORMONE [AP, $34.84 
48,4811253,ASSAY OF PHENYTOIN FREE [AP, $14.98 
48,4811261,ASSAY OF PHENYTOIN TOTAL [AP, $12.29 
01,0130435,ASSAY OF PHOSPHORUS INORGANIC, $170.00 
48,4801148,ASSAY OF PLASMA HEMOGLOBIN [AP, $7.96 
01,0131003,ASSAY OF POTASSIUM URINE, $229.00 
01,0162800,ASSAY OF POTASSIUM URINE, $229.00 
01,0122432,ASSAY OF PREALBUMIN, $279.00 
48,4802054,ASSAY OF PROGESTERONE [AP, $18.74 
48,4802062,ASSAY OF PROLACTIN [AP, $17.37 
01,0128934,ASSAY OF PSA COMPLEXED, $135.00 
48,4802112,ASSAY OF PSA FREE [AP, $16.42 
48,4803433,ASSAY OF PSA TOTAL [AP, $16.51 
48,4802153,ASSAY OF RENIN [AP, $23.94 
48,4802161,ASSAY OF RENIN [AP, $23.94 
48,4804142,ASSAY OF RIBOFLAVIN (VITA B-2) [AP, $22.03 
48,4802237,ASSAY OF SEROTONIN [AP, $33.73 
01,0131037,ASSAY OF SODIUM URINE, $222.00 
01,0162818,ASSAY OF SODIUM URINE, $222.00 
48,4801544,ASSAY OF SOMATOMEDIN [AP, $18.39 
48,4802369,ASSAY OF TESTOSTERONE TOTAL [AP, $23.16 
48,4802377,ASSAY OF THIOCYANATE [AP, $12.67 
48,4802385,ASSAY OF THYROGLOBULIN [AP, $14.33 
01,0106757,ASSAY OF THYROID STIM HORMONE, $335.00 
01,0129114,ASSAY OF THYROXINE TOTAL, $175.00 
48,4802443,ASSAY OF TRANSFERRIN [AP, $11.01 
01,0104398,ASSAY OF TRIGLYCERIDES, $262.00 
01,0137653,ASSAY OF TRIGLYCERIDES, $262.00 
01,0127845,ASSAY OF TRIIODOTHYRONINE T3, $185.00 
48,4811535,ASSAY OF TRIIODOTHYRONINE T3 [AP, $12.84 
01,0162867,ASSAY OF TROPONIN QUANTITATIVE, $290.00 
01,0130195,ASSAY OF URIC ACID BLOOD, $171.00 
48,4802476,ASSAY OF URIC ACID OTHER SOURCE [AP, $5.17 
48,4804258,ASSAY OF URINE ALBUMIN EA SMN [AP, $2.83 
48,4803979,ASSAY OF VITAMIN A [AP, $10.52 
48,4801973,ASSAY PH BODY FLUID NOS [AP, $3.39 
48,4804449,ASSAY PHOSPHATASE ACID PROSTATC [AP, $10.52 
01,0130500,ASSAY PHOSPHATASE ALKALINE, $170.00 
01,0122424,ASSAY THYROXINE FREE, $177.00 
48,4803847,ASSAY THYROXINE FREE [AP, $8.05 
48,4802450,ASSAY TRIIODOTHYRONINE T3 FREE [AP, $15.29 
01,0130088,ASSAY UREA NITROGEN QUANTITATIVE, $170.00 
01,0115105,ASSAY UREA NITROGEN URINE, $230.00 
01,0131110,ASSAY UREA NITROGEN URINE, $230.00 
01,0162826,ASSAY UREA NITROGEN URINE, $230.00 
48,4802484,ASSAY VALPROIC ACID TOTAL [AP, $12.35 
19,1969906,ASTIGMATISM IOL (501-600)," $2,516.00 "
94,9422502,ATAZANAVIR 150MG CAPSULE, $141.25 
94,9422510,ATAZANAVIR 200MG CAPSULE, $141.25 
94,9422528,ATAZANAVIR 300MG CAPSULE, $242.50 
94,9422551,ATENOLOL 100MG TABLET, $18.00 
94,9422536,ATENOLOL 25MG TABLET, $13.75 
94,9422544,ATENOLOL 50MG TABLET, $16.25 
19,1922194,ATHLETIC SUPPORTER (11-50), $166.00 
94,9422577,ATORVASTATIN 10MG TABLET, $56.25 
94,9422585,ATORVASTATIN 20MG TABLET, $76.25 
94,9422593,ATORVASTATIN 40MG TABLET, $77.00 
94,9422601,ATOVAQUONE 750 MG/5 ML SUSP, $182.00 
19,1908458,ATRICLIP (901-100)," $4,266.00 "
94,9400722,ATROPINE 0.4MG/1ML INJECTION, $53.00 
94,9422619,ATROPINE 1%  OPHTH OINT 3.5G, $53.00 
94,9419359,ATROPINE 1%  OPHTH SOL 5ML, $218.75 
94,9400763,ATROPINE 1MG/10ML INJECTION, $81.25 
94,9400771,ATROPINE 1MG/1ML INJECTION, $70.00 
94,9400789,ATROPINE 8MG/20ML INJECTION, $233.75 
30,3002946,AUDIO OSSEO DEV INT/EXT CM (10-11K)," $32,251.00 "
30,3002920,AUDIO OSSEO DEV INT/EXT CM(101-150), $603.00 
30,3002953,AUDIO OSSEO DEV INT/EXT CM(151-200), $821.00 
30,3002904,AUDIO OSSEO DEV INT/EXT CM(201-250), $832.00 
30,3000247,AUDIO OSSEO DEV INT/EXT CM(251-300)," $1,007.00 "
30,3001245,AUDIO OSSEO DEV INT/EXT CM(501-600)," $2,516.00 "
30,3004603,AUDIO OSSEO DEV INT/EXT CMP (11-50), $166.00 
30,3001237,AUDIO OSSEO DEV INT/EXT CMP(1.5-2K)," $7,033.00 "
30,3000858,AUDIO OSSEO DEV INT/EXT CMP(1-1.5K)," $5,158.00 "
30,3003209,AUDIO OSSEO DEV INT/EXT CMP(1-1.5K)," $5,158.00 "
30,3003274,AUDIO OSSEO DEV INT/EXT CMP(12-13K)," $38,251.00 "
30,3005667,AUDIO OSSEO DEV INT/EXT CMP(13-14K)," $41,251.00 "
30,3003308,AUDIO OSSEO DEV INT/EXT CMP(17-18K)," $53,251.00 "
30,3003266,AUDIO OSSEO DEV INT/EXT CMP(18-19K)," $56,251.00 "
30,3003316,AUDIO OSSEO DEV INT/EXT CMP(19-20K)," $59,251.00 "
30,3002912,AUDIO OSSEO DEV INT/EXT CMP(2.5-3K)," $10,783.00 "
30,3003290,AUDIO OSSEO DEV INT/EXT CMP(20-21K)," $62,251.00 "
30,3002938,AUDIO OSSEO DEV INT/EXT CMP(2-2.5K)," $8,908.00 "
30,3003241,AUDIO OSSEO DEV INT/EXT CMP(2-2.5K)," $8,908.00 "
30,3003191,AUDIO OSSEO DEV INT/EXT CMP(29-30K)," $89,251.00 "
30,3002995,AUDIO OSSEO DEV INT/EXT CMP(3.5-4K)," $14,533.00 "
30,3002896,AUDIO OSSEO DEV INT/EXT CMP(30-35K)," $104,251.00 "
30,3001708,AUDIO OSSEO DEV INT/EXT CMP(3-3.5K)," $12,658.00 "
94,9422692,AUGMENTIN 500MG TABLET, $38.00 
94,9422718,AUGMENTIN 875MG TABLET, $44.00 
94,9461799,AYR NASAL RINSE REFILL PKTS 1.57G, $8.75 
94,9458084,AYR SALINE NASAL GEL, $83.75 
94,9405168,AZACITIDINE 100MG INJECTION," $2,437.00 "
94,9404708,AZATHIOPRINE 100MG INJECTION, $945.00 
94,9422734,AZATHIOPRINE 50MG TABLET, $13.00 
94,9422759,AZITHROMYCIN 1200MG/30ML SUSP, $407.00 
94,9422767,AZITHROMYCIN 250MG TABLET, $61.25 
94,9422775,AZITHROMYCIN 300MG/15ML SUSP, $197.00 
94,9448531,AZITHROMYCIN 500MG INJECTION, $84.00 
94,9422783,AZITHROMYCIN 600MG TABLET, $113.00 
94,9419391,AZTREONAM 1G INJECTION, $221.25 
94,9419409,AZTREONAM 2G INJECTION, $378.75 
94,9433079,B&O  30MG SUPPOSITORY, $135.00 
94,9419425,"BACITRACIN 50,000 UNITS INJ", $83.75 
94,9459413,BACITRACIN OINT 0.9GM PACKET, $10.00 
94,9422817,BACITRACIN OINTMENT 15G, $47.00 
94,9422825,BACITRACIN OINTMENT 1G, $10.00 
94,9422833,BACITRACIN OINTMENT 30G, $48.00 
94,9422841,BACITRACIN OPHTH OINTMENT 3.5G, $326.25 
04,0439950,BACK BRACE," $4,796.00 "
94,9422858,BACLOFEN 10MG TABLET, $11.25 
94,9422866,BACLOFEN 20MG TABLET, $15.00 
29,2900173,BACTERIA FILTER, $55.00 
17,1747815,BAER STUDY- AUDITORY EP," $1,534.00 "
03,0311449,BAG DRAINAGE, $53.00 
13,1301555,BAG DRAINAGE, $53.00 
03,0311456,BAG DRAINAGE ACCORDION," $1,594.00 "
13,1301563,BAG DRAINAGE ACCORDION," $1,594.00 "
19,1906064,BAG UROLOGY DRAIN CF, $16.00 
94,9405887,BALANCED SALT OPHTH SOL 15ML, $82.50 
94,9405895,BALANCED SALT OPHTH SOL 500ML, $172.50 
94,9405903,BALANCED SALT PLUS SOL 500ML, $373.00 
30,3000536,BALLON INFLATION DVC DISP (51-100), $384.00 
03,0310094,BALLOON ANGIOPLASTY ARTERY," $1,089.00 "
13,1301118,BALLOON ANGIOPLASTY ARTERY," $1,089.00 "
13,1300854,BALLOON CUTTING," $4,271.00 "
03,0310987,BALLOON FOGARTY, $763.00 
13,1301225,BALLOON FOGARTY, $763.00 
03,0310938,BALLOON MOUNTED STENT," $3,277.00 "
13,1301175,BALLOON MOUNTED STENT," $3,277.00 "
03,0310979,BALLOON OCCLUSION, $529.00 
13,1301217,BALLOON OCCLUSION, $529.00 
03,0310961,BALLOON VENOUS ANGIOPLASTY," $1,010.00 "
13,1301209,BALLOON VENOUS ANGIOPLASTY," $1,010.00 "
94,9463100,BALSAM PERU/CASTOR OIL OINT 60GM, $210.00 
23,2300267,BAND LIGATOR, $890.00 
01,0121004,BASIC METABOLIC PANEL CALCIUM TOTAL, $528.00 
94,9400821,BASILIXIMAB 20MG INJECTION," $12,190.00 "
23,2300846,BASKET ERCP STON RX," $1,309.00 "
19,1914308,BEACH CHAIR KIT ARTHREX, $329.00 
30,3005451,BEAVER BLADE, $71.00 
25,2522027,BED SWALLOW EVAL 30 MIN, $926.00 
25,2522035,BED SWALLOW EVAL 45 MIN," $1,389.00 "
25,2522043,BED SWALLOW EVAL 60 MIN," $1,853.00 "
25,2522217,BEDSIDE SWALLOW EVAL 15, $463.00 
25,2524254,BEHAV\ QUALITTVE ANALYS VOICE(15), $746.00 
25,2524262,BEHAV\ QUALITTVE ANALYS VOICE(30), $806.00 
25,2522480,BEHAV\ QUALITTVE ANALYS VOICE(45), $907.00 
25,2524270,BEHAV\ QUALITTVE ANALYS VOICE(60)," $1,129.00 "
94,9456856,BELATACEPT 250MG INJ VIAL," $4,273.75 "
94,9422965,BENAZEPRIL 10MG TABLET, $15.00 
94,9422973,BENAZEPRIL 20MG TABLET, $15.00 
94,9422999,BENAZEPRIL 5MG TABLET, $15.00 
94,9462649,BENDAMUSTINE 180MG/2ML INJ," $18,957.00 "
94,9455882,BENZOCAINE 10% ORAL GEL 7GR, $47.00 
94,9456062,"BENZOCAINE 20% ORAL GEL, 30GM", $87.50 
94,9423047,BENZOCAINE 20% ORAL SPRAY 60ML, $215.00 
94,9423088,BENZOCAINE 20% PASTE 5G, $49.00 
94,9458613,BENZOCAINE ORABASE 20% 12G PASTE, $63.75 
94,9425216,BENZOCAINE-MENTHOL 6-10MG LOZENGE, $8.75 
94,9423112,BENZOIN COMPD TINC SOL 30ML, $48.75 
94,9423161,BENZONATATE 100MG CAPSULE, $17.00 
94,9423211,BENZTROPINE 1MG TABLET, $10.00 
94,9423229,BENZTROPINE 2MG TABLET, $10.00 
94,9400847,BENZTROPINE 2MG/2ML INJECTION, $351.25 
18,1810134,BERMAN ANGIO CATHETER, $149.00 
94,9423310,BETAMET DIP 0.05% CREAM 15G, $243.00 
94,9423351,BETAMET DIP 0.05% OINTMENT 15G, $301.25 
94,9423377,BETAMET VAL 0.1% CREAM 15G, $148.75 
94,9423385,BETAMET VAL 0.1% CREAM 45G, $251.25 
94,9423419,BETAMET VAL 0.1% OINTMENT 45G, $251.25 
94,9423484,BETHANECHOL  50MG TABLET, $37.00 
94,9423492,BETHANECHOL  5MG TABLET, $13.75 
94,9423468,BETHANECHOL 10MG TABLET, $22.00 
94,9423476,BETHANECHOL 25MG TABLET, $26.25 
94,9420241,BICALUTAMIDE 50MG TABLET, $124.00 
19,1906213,BICEP JOINT DEVICE (1001-1500)," $5,158.00 "
94,9408907,BICITRA ORAL SOLUTION 15ML, $15.00 
94,9408915,BICITRA SOLUTION 30ML, $24.00 
19,1932607,BILAT LIMB DRAPE (11-50), $166.00 
19,1938315,BILE BAG, $38.00 
01,0137679,BILIRUBIN DIRECT, $156.00 
01,0130740,BILIRUBIN TOTAL, $156.00 
01,0190165,BILIRUBIN TOTAL, $156.00 
24,2401305,BINDER ABDOMINAL (11-50), $166.00 
19,1904325,BIOCUE PLATELET SYS (1001-1500)," $5,158.00 "
19,1918846,BIOGLUE (801-900)," $3,829.00 "
19,1970201,BIOGLUE 10ML CRYOLIFE," $3,260.00 "
18,1840107,BIOPSY FORCEP," $1,734.00 "
19,1976034,BIOPSY INSTRMT DISP BARD, $145.00 
03,0303743,BIOPSY NEEDLE MUSCLE PERCUTANEOUS," $2,309.00 "
53,5300280,BIOPSY OF LIVER NEEDLE PERCUTANEOUS," $4,246.00 "
54,5400197,BIOPSY OF LIVER NEEDLE PERCUTANEOUS," $4,246.00 "
54,5400387,BIOPSY OF SALIVARY GLAND NEEDLE," $2,488.00 "
53,5300298,BIOPSY PANCREAS PERCUTANEOUS NEDL," $2,681.00 "
54,5400205,BIOPSY PANCREAS PERCUTANEOUS NEDL," $2,681.00 "
54,5400213,BIOPSY PLEURA PERCUTANEOUS NEEDLE," $2,896.00 "
38,3801370,BIOPSY SKIN LESION SINGLE, $932.00 
53,5381181,BIOPSY SOFT TISSUE NECK OR THORAX," $3,950.00 "
54,5400411,BIOPSY SOFT TISSUE NECK OR THORAX," $3,950.00 "
53,5381173,BIOPSY THYROID PERQ CORE NEEDLE," $1,653.00 "
54,5400254,BIOPSY THYROID PERQ CORE NEEDLE," $1,653.00 "
18,1800663,BIOSENSE PROCEDURE," $14,090.00 "
29,2900082,BIPAP CIRCUIT, $56.00 
94,9423518,BISACODYL 10MG SUPPOSITORY, $10.00 
94,9423526,BISACODYL 5MG EC TABLET, $8.75 
94,9423559,BISMUTH SUBSALIC 262MG TABLET, $8.75 
19,1901495,BIT DRILL," $1,134.00 "
23,2300259,BITE BLOCK, $5.00 
94,9400854,BIVALIRUDIN 250MG INJECTION," $2,308.75 "
12,1203587,BLADDER IRRIG SIMPLE LAVAGE/INSTILL," $1,411.00 "
39,3950102,BLADDER IRRIG SIMPLE LAVAGE/INSTILL," $1,411.00 "
19,1901453,BLADE (1001-1500)," $5,158.00 "
19,1922780,BLADE (11-50), $166.00 
19,1941848,BLADE (11-50), $166.00 
19,1982347,BLADE (11-50), $166.00 
30,3007069,BLADE (11-50), $166.00 
30,3005550,BLADE (151-200), $821.00 
19,1923002,BLADE (51-100), $384.00 
19,1910777,BLADE (801-900)," $3,829.00 "
19,1943596,BLADE 15C, $18.00 
19,1923291,BLADE ARTHRO AGGRESSIVE STRYKER, $298.00 
19,1977156,BLADE ARTHRO STRYKER, $210.00 
19,1984897,BLADE BONE MILL STRYKER," $1,750.00 "
19,1904390,BLADE CUTTER, $759.00 
30,3005709,BLADE DERMATOME, $294.00 
19,1935907,BLADE DERMATONE, $294.00 
19,1971175,BLADE EXPLANT ZIMMER," $3,938.00 "
19,1924935,BLADE KERATOME, $65.00 
19,1932938,BLADE NEXGEN, $781.00 
19,1943414,BLADE OPTHALMIC, $70.00 
30,3006327,BLADE OPTHALMIC, $70.00 
19,1904408,BLADE ORTHO, $888.00 
19,1943141,BLADE OSCILLATING, $131.00 
19,1923259,BLADE OSCILLATING STRYKER, $198.00 
30,3001617,BLADE QUADCUT (201-250), $832.00 
19,1923242,BLADE RECIPROCATING BIOMET," $1,050.00 "
19,1932268,BLADE SAGITAL SAW, $123.00 
19,1973007,BLADE SAGTAL DUAL STRYKER, $153.00 
19,1973015,BLADE SAGTAL STRYKER, $131.00 
19,1924893,BLADE SAW, $208.00 
19,1939651,BLADE STERNUM, $110.00 
19,1914530,BLADE SURGICAL CLIP, $15.00 
30,3000866,BLADE SURGICAL CLIP, $15.00 
19,1976893,BLOCK IMPLANT (801-900)," $3,829.00 "
41,4100111,BLOOD (WHOLE) FOR TRANSFUSN PER UN, $544.00 
19,1935451,BLOOD BAG CPD, $155.00 
01,0137570,BLOOD COUNT CBC AUTO W/AUTO DIFF, $231.00 
01,0103556,BLOOD COUNT CBC AUTO W/O DIFF, $194.00 
12,1200963,BLOOD COUNT HEMOGLOBIN, $87.00 
01,0107516,BLOOD COUNT LEUKOCYTE WBC AUTO, $131.00 
01,0142208,BLOOD COUNT PLATELET AUTOMATED, $192.00 
01,0190215,BLOOD COUNT RETICULOCYTE AUTOMATED, $179.00 
01,0142299,BLOOD COUNT RETICULOCYTE MANUAL, $268.00 
01,0142174,BLOOD COUNT/SMEAR MICRO W/DIFF WBC, $180.00 
28,2800068,BLOOD GASES ANY COMBINATION," $1,281.00 "
12,1204114,BLOOD OCCULT FECES 1 QU CONSECUTIVE, $42.00 
01,0103002,BLOOD OCCULT FECES 1-3 NOT COLO NEO, $94.00 
12,1206614,BLOOD OCCULT FECES 1-3 NOT COLO NEO, $94.00 
12,1206606,BLOOD OCCULT PEROX ACTV OTHR SOURCE, $46.00 
47,4757514,BLOOD SMEAR PERIPHERAL INT BY DR, $79.00 
12,1206390,BLOOD TRANSFUSION 1 HOUR, $945.00 
18,1851500,BLOOD TRANSFUSION 1 HOUR, $945.00 
19,1982370,BLOOD TRANSFUSION 1 HOUR, $945.00 
24,2401180,BLOOD TRANSFUSION 1 HOUR, $945.00 
27,2700987,BLOOD TRANSFUSION 1 HOUR 6MS, $945.00 
27,2700813,BLOOD TRANSFUSION 1 HOUR 7MS, $945.00 
27,2700474,BLOOD TRANSFUSION 1 HOUR 7ONC, $945.00 
27,2700649,BLOOD TRANSFUSION 1 HOUR TELE, $945.00 
27,2701498,BLOOD TRANSFUSION 1 HOUR-7KP, $945.00 
27,2701399,BLOOD TRANSFUSION 1 HR 4ICU, $945.00 
12,1206408,BLOOD TRANSFUSION 2 HOURS," $1,417.00 "
19,1982388,BLOOD TRANSFUSION 2 HOURS," $1,417.00 "
24,2401198,BLOOD TRANSFUSION 2 HOURS," $1,417.00 "
27,2701407,BLOOD TRANSFUSION 2 HOURS 4ICU," $1,417.00 "
27,2700995,BLOOD TRANSFUSION 2 HOURS 6MS," $1,417.00 "
27,2701506,BLOOD TRANSFUSION 2 HOURS 7KP," $1,417.00 "
27,2700821,BLOOD TRANSFUSION 2 HOURS 7MS," $1,417.00 "
27,2700482,BLOOD TRANSFUSION 2 HOURS 7ONC," $1,417.00 "
27,2700656,BLOOD TRANSFUSION 2 HOURS TELE," $1,417.00 "
12,1206416,BLOOD TRANSFUSION 3 HOURS," $1,890.00 "
19,1982396,BLOOD TRANSFUSION 3 HOURS," $1,890.00 "
