WATSONVILLE COMMUNITY HOSPITAL,,,
,,,
SVCCD,DESC, PRICE1 , PRICE2 
1316447,"INFLUENZA B,AG,EIA", 360.10 , -   
1316449,VALPROIC ACID TOTAL, 757.05 , -   
1316450,BLD TYPE DONOR EA AG, 227.06 , -   
1316451,VALPROIC ACID FREE, 757.05 , -   
1316452,DIGOXIN TOTAL," 1,382.85 ", -   
1316453,DIGOXIN FREE," 1,382.85 ", -   
1316536,LAMOTRIGINE QT, 8.40 , -   
1316538,MYCOPENOLATE QT, 102.87 , -   
1316549,HIV1 AG HIV1 HIV2 AB, 708.80 , -   
1316550,GRWTH STIM GENE 2, 227.06 , -   
1316600,PRS DRG IA ANAZ, 577.50 , -   
1316651,OPIATES MS 1 PL, 400.05 , -   
1316658,SEDATIVE HYPNOTIC MS, 648.92 , -   
1316678,ANALGS NON OP MS 1-2, 735.00 , -   
1316698,OPIOIDS OP AN MS 1-2, 73.50 , -   
1316699,OPIOIDS OP AN MS 3-4, 80.85 , -   
1316700,OPIOIDS OP AN MS 5PL, 96.60 , -   
1317002,BCR-ABL1 MAJOR QL-QN, 107.59 , -   
1317003,BCR-ABL1 MINOR QL-QN, 113.39 , -   
1317006,BRAF GENE ANALY V600, 84.00 , -   
1317008,"BRCA1,BRCA2 185DELAG", 420.00 , -   
1317014,CFTR GENE ANALY CV, 74.17 , -   
1317015,CFTR GENE ANALY FV, 142.55 , -   
1317019,CYP2C19 GENE ANALY C, 388.77 , -   
1317024,F2 GEN ANALY 20210GA, 64.80 , -   
1317025,F5 GENE ANALY LEID V, 43.47 , -   
1317027,FMR1 GENE ANALY AB, 155.77 , -   
1317028,FMR1 GENE ALLELES," 1,321.66 ", -   
1317033,HFE GENE ANALY CV, 115.89 , -   
1317044,JAK2 GEN ANALY V617F, 312.45 , -   
1317050,MTHFR GENE ANALY CV, 100.87 , -   
1317052,MLH1 KNOWN FAM VAR, 498.42 , -   
1317055,MSH2 KNOWN FAM VAR, 498.42 , -   
1317060,MICROSAT INSTAB VAR, 277.56 , -   
1317081,HLA1 TYP LR 1 AG EA, 213.61 , -   
1317091,MOLEC PATH LEV 1," 1,029.65 ", -   
1317094,MOLEC PATH LEV 4, 238.47 , -   
1317095,MOLEC PATH LEV 5, 476.39 , -   
1317096,MOLEC PATH LEV 6, 576.45 , -   
1317104,EGFR GENE COM VAR, 315.00 , -   
1321004,BONE MARROW INTERPRE," 1,285.45 ", -   
1321021,CYTOPATH FLD FTRW-IN, 15.83 , -   
1321023,CYTOPATH CONCENT TEC, 456.71 , -   
1321025,SEX CHROMATIN ID BAR, 84.71 , -   
1321037,CYTOP SMR OTHR SOURC, 174.93 , -   
1321038,CYTOP SMR OTH PRE-SC, 331.50 , -   
1321039,CYTOP SMR OTH S5SLID, 292.81 , -   
1321044,CYTOPATH EVAL OF FNA," 1,515.63 ", -   
1321045,"CYTOP EVAL,FNA,REPOR", 15.83 , -   
1321048,TISSUE CULT LYMPHOCY, 217.48 , -   
1321049,TISSUE CULT SKIN/BIO, 360.97 , -   
1321050,"TISSUE CULT, PLACENT", 257.17 , -   
1321051,TISSUE CULT BONEMARR, 276.23 , -   
1321059,CHROMOSOME ANAL15-20, 249.22 , -   
1321062,CHROMOSOME ANAL-PLAC, 327.30 , -   
1321063,CHROMOSOM ANAL AMNIO, 14.95 , -   
1321064,CYTOGENETICS DNA-PRO, 220.99 , -   
1321066,CYTOGENETICS 10-30, 220.99 , -   
1321068,CYTOGENETICS 100-300, 298.34 , -   
1321069,CHROMOSOME KARYOT ST, 92.05 , -   
1321072,CHROMOS STDY ADD HIG, 190.45 , -   
1321075,SURG PATH GROSS LVL1, 508.28 , -   
1321076,SURG PATH GROSS LVL2, 224.70 , -   
1321077,SURG PATH GROSS LVL3, 535.90 , -   
1321078,SURG PATH GROSS LVL4, 604.04 , -   
1321079,SURG PATH GROSS LVL5, 810.33 , -   
1321080,SURG PATH GROSS LVL6," 1,171.23 ", -   
1321081,DECALCIFY TISSUE, 381.21 , -   
1321082,SPECIAL STAINS GRP 1, 546.97 , -   
1321083,SPECIAL STAINS GRP 2, 421.71 , -   
1321084,HISTOCHEMICAL STAIN, 224.70 , -   
1321091,PATH CONSULT INT-1BL, 508.28 , -   
1321092,PATH CONSULT-INTRADD, 423.57 , -   
1321096,ELECTRON MICROSCOPY," 1,754.55 ", -   
1321114,CYTOPATH FLD NOT V-C, 357.28 , -   
1321118,"FLOWCYTOMET-TC,1 MRK", 145.48 , -   
1321119,"FLOWCYTOMETRY-TC,ADD", 70.89 , -   
1321126,CYTOCELL ENH X CR-VG, 14.79 , -   
1321128,INOP CYTOPAT CNSLT 1, 212.71 , -   
1321129,INOP CYTOPAT CNSLT 2, 129.84 , -   
1321157,CHROMOSOME ANAL20-25, 276.23 , -   
1321159,MICROSLID CONSUL-W-P, 303.86 , -   
1321188,1ST SEP ID AB, 47.70 , -   
1321189,ICC ADD AB PER SLIDE, 95.07 , -   
1321193,ICC MLTPX AB ST, 14.70 , -   
1321194,TUMOR IHC QT MAN, 51.04 , -   
1321195,TUMOR IHC QT UTO, 281.23 , -   
1321201,INS HYBR AUT MUL PR, 299.71 , -   
1321206,IMF/SPEC ADD AB ST," 3,150.00 ", -   
1331031,S-H PLAT HLA-M L-R E," 1,127.90 ", -   
1331032,S-H BLD L-R FRZ-D-WA, 800.87 , -   
1331034,S-H BLD L-R IRRAD, 400.45 , -   
1331037,S-H CRYO EACH UNIT, 104.11 , -   
1331038,S-H RBC LEUKO REDU, 493.88 , -   
1331042,S-H RED BLD-UNIT, 587.33 , -   
1331043,S-H WASHED RBC-UNIT, 600.65 , -   
1331049,S-H PLAT PHERE L-R," 1,333.47 ", -   
1331051,S-H PLAT A-P L-R IRR, 805.54 , -   
1331054,S-H RBC L-R IRRAD, 467.19 , -   
1331070,S-HRBC LR CMV-IRR EA, 467.19 , -   
1331072,S-H FFP BTWN8-24HREA, 206.89 , -   
1374859,FUNGI IDENTIF YEAST, 220.50 , -   
1410001,OTH STER SUPP LVL 1, 137.37 , -   
1410002,OTH STER SUPP LVL 2, 206.08 , -   
1410003,OTH STER SUPP LVL 3, 286.21 , -   
1410004,OTH STER SUPP LVL 4, 400.69 , -   
1410005,OTH STER SUPP LVL 5, 497.75 , -   
1410006,OTH STER SUPP LVL 6, 629.65 , -   
1410007,OTH STER SUPP LVL 7, 744.15 , -   
1410008,OTH STER SUPP LVL 8, 858.61 , -   
1410009,OTH STER SUPP LVL 9," 1,144.83 ", -   
1410010,OTH STER SUPP LVL 10," 1,602.75 ", -   
1410011,OTH STER SUPP LVL 11," 2,060.70 ", -   
1410012,OTH STER SUPP LVL 12," 2,747.58 ", -   
1410013,OTH STER SUPP LVL 13," 4,121.38 ", -   
1410014,OTH STER SUPP LVL 14," 5,953.10 ", -   
1410015,OTH STER SUPP LVL 15," 9,158.59 ", -   
1410038,AICD DUAL CHAMBER L4," 67,094.44 ", -   
1410047,PMKR SINGL RATE-RSL2," 11,561.08 ", -   
1410052,LEAD PMKR NON-TRN L2," 5,143.12 ", -   
1410064,LEAD AICD ENDO SN L4," 9,843.75 ", -   
1410066,PMKR DUAL RATE-RS L2," 21,041.23 ", -   
1410082,PMKR DUL NON RAT LV2," 18,460.34 ", -   
1410092,PMKR OTHR TH SNGL L2," 20,623.98 ", -   
1411003,AICD OHR THN SGL/DU3," 72,640.42 ", -   
1413001,ADHESION BARRIER1," 1,474.25 ", -   
1413005,AICD SINGLE CHAMBER1," 66,131.33 ", -   
1413038,CATH BAL DIL NONVAS1," 1,069.85 ", -   
1413057,CATH SUPRPUBC-CYSTO1," 2,451.88 ", -   
1413067,CATH URETERAL 1," 1,260.00 ", -   
1413068,CATH URETERAL 2," 2,520.00 ", -   
1413069,CATH URETERAL 3," 3,780.00 ", -   
1413124,EVENT RECRDR CARDIAC," 10,437.39 ", -   
1413125,GENRATE NEURO RECHR," 41,956.15 ", -   
1413157,INF PMP NON-PROG LV1," 11,979.75 ", -   
1413160,INTERSPINOUS IMPL L1," 14,792.40 ", -   
1413181,LEAD NEUROSTIMULAT 2," 17,402.97 ", -   
1413211,PATIENT PROGR NEURO2," 17,261.97 ", -   
1413217,PMKR SNGL NON RTE-RE," 18,460.34 ", -   
1413230,PRSTHS URNARY SPHC 1," 43,756.58 ", -   
1413258,STNT NONCOR TM W/O 1," 3,037.30 ", -   
1413264,SYNTH IMP URIN1/1ML," 1,233.60 ", -   
1413266,INJ BULK DEXTRAN 1ML," 5,686.20 ", -   
1413283,LEAD NEUROSTM TST K2," 2,940.00 ", -   
1414001,ANCHOR/SCRW LEVEL 1, 272.21 , -   
1414002,ANCHOR/SCRW LEVEL 2, 354.08 , -   
1414003,ANCHOR/SCRW LEVEL 3, 466.18 , -   
1414004,ANCHOR/SCRW LEVEL 4, 723.28 , -   
1414005,ANCHOR/SCRW LEVEL 5," 1,031.09 ", -   
1414006,ANCHOR/SCRW LEVEL 6," 1,390.54 ", -   
1414007,ANCHOR/SCRW LEVEL 7," 2,058.67 ", -   
1414008,ANCHOR/SCRW LEVEL 8," 2,742.79 ", -   
1414009,ANCHOR/SCRW LEVEL 9," 2,880.70 ", -   
1414010,ANCHOR/SCRW LEVEL 10," 3,977.64 ", -   
1414011,ANCHOR/SCRW LEVEL 11," 4,926.90 ", -   
1414012,ANCHOR/SCRW LEVEL 12," 5,873.49 ", -   
1414013,ANCHOR/SCRW LEVEL 13," 6,946.41 ", -   
1414014,ANCHOR/SCRW LEVEL 14," 8,018.45 ", -   
1414015,ANCHOR/SCRW LEVEL 15," 10,069.11 ", -   
1414016,ANCHOR/SCRW LEVEL 16," 12,120.63 ", -   
1414017,ANCHOR/SCRW LEVEL 17," 15,197.09 ", -   
1414018,ANCHOR/SCRW LEVEL 18," 18,274.41 ", -   
1414019,ANCHOR/SCRW LEVEL 19," 22,376.59 ", -   
1414020,ANCHOR/SCRW LEVEL 20," 26,478.80 ", -   
1414050,BONE CEMENT 1," 2,167.20 ", -   
1414051,BONE CEMENT 2," 8,391.22 ", -   
1414151,CATH ABLTN NOCRD ED2," 2,687.80 ", -   
1414175,CATH HEMODIAL LT 1," 1,115.55 ", -   
1414176,CATH HEMODIAL LT 2," 7,506.47 ", -   
1414178,CATH HEMODIAL ST 2, 694.27 , -   
1414200,CATH INTRAVAS ULTRA1," 7,924.76 ", -   
1414250,CATH THRMB/EMBOL 2," 1,612.66 ", -   
1414276,CATH TRNS ARTHR DIR2," 10,247.03 ", -   
1414285,CATH TRNS ARTHR ROT1," 8,490.80 ", -   
1414300,CATH TRNSLUM ANG LA1," 3,496.66 ", -   
1414301,CATH TRNSLUM ANG LA2," 6,693.45 ", -   
1414325,CATH-ANGIO LEVEL 1, 856.72 , -   
1414326,CATH-ANGIO LEVEL 2," 2,386.92 ", -   
1414327,CATH-ANGIO LEVEL 3," 2,797.10 ", -   
1414329,CATH-ANGIO LEVEL 5," 4,656.48 ", -   
1414350,CATH-DRAINAG LEVEL 1, 267.70 , -   
1414351,CATH-DRAINAG LEVEL 2, 575.44 , -   
1414352,CATH-DRAINAG LEVEL 3," 1,223.72 ", -   
1414375,CATHETER GUIDING 1, 578.56 , -   
1414376,CATHETER GUIDING 2," 1,375.42 ", -   
1414377,CATHETER GUIDING 3," 3,710.77 ", -   
1414401,CATH-INFUS PERIF 2, 440.87 , -   
1414404,CATH-INFUS PERIF 5, 867.33 , -   
1414406,CATH-INFUS PERIF 7," 1,485.88 ", -   
1414410,CATH-INFUS PERIF 11," 6,103.59 ", -   
1414425,CATH-RETRIEVAL 1," 1,071.56 ", -   
1414450,CLOSURE DEVIC VASC 1," 5,415.41 ", -   
1414476,CONN TISSUE HUMAN 2," 5,197.36 ", -   
1414479,CONN TISSUE HUMAN 5," 10,441.80 ", -   
1414480,CONN TISSUE HUMAN 6," 14,502.50 ", -   
1414482,CONN TISSUE HUMAN 8," 22,252.70 ", -   
1414500,DRILL BIT/BLADE LVL1, 308.26 , -   
1414502,DRILL BIT/BLADE LVL3, 516.59 , -   
1414503,DRILL BIT/BLADE LVL4," 1,031.29 ", -   
1414504,DRILL BIT/BLADE LVL5," 1,370.38 ", -   
1414525,EMBOLIZ PROTECT SYS1," 5,066.20 ", -   
1414526,EMBOLIZ PROTECT SYS2," 5,901.41 ", -   
1414600,GRAFT VASCULAR 1," 4,195.62 ", -   
1414601,GRAFT VASCULAR 2," 8,391.22 ", -   
1414602,GRAFT VASCULAR 3," 9,122.98 ", -   
1414603,GRAFT VASCULAR 4," 10,327.22 ", -   
1414625,GUIDEWIRE LEVEL 1, 427.90 , -   
1414626,GUIDEWIRE LEVEL 2, 548.04 , -   
1414627,GUIDEWIRE LEVEL 3," 1,096.06 ", -   
1414628,GUIDEWIRE LEVEL 4," 1,644.97 ", -   
1414630,GUIDEWIRE LEVEL 6," 2,741.03 ", -   
1414700,JOINT DEVICE IMPLT 1," 13,741.25 ", -   
1414701,JOINT DEVICE IMPLT 2," 24,557.72 ", -   
1414702,JOINT DEVICE IMPLT 3," 30,993.69 ", -   
1414703,JOINT DEVICE IMPLT 4," 37,513.09 ", -   
1414704,JOINT DEVICE IMPLT 5," 39,446.77 ", -   
1414705,JOINT DEVICE IMPLT 6," 45,247.76 ", -   
1414706,JOINT DEVICE IMPLT 7," 49,115.10 ", -   
1414707,JOINT DEVICE IMPLT 8," 56,694.33 ", -   
1414708,JOINT DEVICE IMPLT 9," 61,710.45 ", -   
1414709,JOINT DEVICE IMPLT10," 66,726.58 ", -   
1414710,JOINT DEVICE IMPLT11," 71,742.71 ", -   
1414727,LENS INTRAOCULR NT 3," 5,873.49 ", -   
1414750,MESH IMPLANTABLE 1," 3,849.94 ", -   
1414751,MESH IMPLANTABLE 2," 4,255.99 ", -   
1414752,MESH IMPLANTABLE 3," 4,661.12 ", -   
1414753,MESH IMPLANTABLE 4," 5,269.23 ", -   
1414754,MESH IMPLANTABLE 5," 5,876.43 ", -   
1414755,MESH IMPLANTABLE 6," 6,687.60 ", -   
1414756,MESH IMPLANTABLE 7," 7,497.81 ", -   
1414757,MESH IMPLANTABLE 8," 8,105.92 ", -   
1414758,MESH IMPLANTABLE 9," 8,916.13 ", -   
1414759,MESH IMPLANTABLE 10," 10,537.52 ", -   
1414760,MESH IMPLANTABLE 11," 12,158.91 ", -   
1414763,MESH IMPLANTABLE 14," 46,677.81 ", -   
1414775,MORCELLATOR 1," 5,495.16 ", -   
1414801,PEEL-AWAY SHEATH 2, 559.59 , -   
1414826,PORT 2," 17,687.25 ", -   
1414850,PROBE CRYOABLATION 1," 1,063.49 ", -   
1414878,PRSTHS PENILE INFL 4," 35,751.53 ", -   
1414900,REP DEV URINRY W/SL1," 5,340.66 ", -   
1414901,REP DEV URINRY W/SL2," 8,099.97 ", -   
1414902,REP DEV URINRY W/SL3," 12,601.26 ", -   
1414924,SHEATH NON-LASR 1," 2,314.28 ", -   
1414925,SHEATH NON-LASR 2," 2,980.73 ", -   
1414952,STNT COAT/COV W/DEL2," 7,251.22 ", -   
1414953,STNT COAT/COV W/DEL3," 13,344.83 ", -   
1414960,STNT COAT/COV W/O 1," 5,943.56 ", -   
1414970,STNT NO COCV W/DEL 1," 5,483.85 ", -   
1414972,STNT NO COCV W/DEL 3," 17,274.99 ", -   
1415002,INTRATUBAL OCCLU DEV," 5,162.51 ", -   
1415509,TENOGLIDE PER SQ CM, 643.10 , -   
1417000,SUTURE LEVEL 1, 32.07 , -   
1417001,SUTURE LEVEL 2, 137.37 , -   
1417002,SUTURE LEVEL 3, 419.91 , -   
1417003,SUTURE LEVEL 4, 571.62 , -   
1417004,SUTURE LEVEL 5, 686.89 , -   
1417005,SUTURE LEVEL 6," 1,144.83 ", -   
1417006,SUTURE LEVEL 7," 1,602.75 ", -   
1417007,SUTURE LEVEL 8," 2,060.70 ", -   
1417008,SUTURE LEVEL 9," 5,037.24 ", -   
1417050,TISSUE NON-HUMAN 2," 8,074.64 ", -   
1417051,TISSUE NON-HUMAN 3," 9,071.09 ", -   
1417052,TISSUE NON-HUMAN 4," 11,063.92 ", -   
1417057,TISSUE NON-HUMAN 9," 31,289.07 ", -   
1417075,VENA CAVA FILTER 1," 4,245.37 ", -   
1417076,VENA CAVA FILTER 2," 9,267.15 ", -   
1417085,STAPLER/RELOAD 1," 2,608.20 ", -   
1417086,STAPLER/RELOAD 2," 3,694.95 ", -   
1417087,STAPLER/RELOAD 3," 4,781.70 ", -   
1417088,STAPLER/RELOAD 4," 5,868.45 ", -   
1417089,STAPLER/RELOAD 5," 6,955.20 ", -   
1417090,STAPLER/RELOAD 6," 6,955.20 ", -   
1417091,STAPLER/RELOAD 7," 8,041.95 ", -   
1417119,NEEDLES 1, 64.10 , -   
1417120,NEEDLES 2, 247.28 , -   
1417121,NEEDLES 3, 526.63 , -   
1417125,LEAD NEUROSTIMULAT 1," 6,780.39 ", -   
1417134,NEEDLES 4," 2,106.48 ", -   
1417184,KO ELASTIC JOINTS," 2,920.48 ", -   
1417236,SO ACROMIO CLAVICULA, 157.41 , -   
1522022,PROCEDURE INTERMEDIA," 2,421.81 ", -   
1522023,PROCEDURE MAJOR," 7,337.82 ", -   
1522024,PROCEDURE COMPLEX," 10,141.31 ", -   
1522030,BLOOD TRANSF 0 2 HRS," 2,069.03 ", -   
1522031,BLOOD TRANSF 2 4 HRS," 2,231.46 ", -   
1522032,BLOOD TRANSF 4 6 HRS," 2,858.37 ", -   
1522033,BLOOD TRANSF 6 8 HRS," 3,497.70 ", -   
1522034,BLOOD TRANSF 8 10 HR," 4,134.96 ", -   
1522101,IV HYDRATION 1 HR," 1,137.98 ", -   
1522102,IV HYDRAT EA ADD HR, 409.66 , -   
1522111,IV THERAPY DX 1 HR," 1,137.98 ", -   
1522112,IV THERAPY EA AD HR, 409.66 , -   
1522113,IV THER AD SEQ 1 HR, 409.66 , -   
1522114,CONCURRENT IV THER, 409.66 , -   
1522115,THERAPEUTIC IV PUSH," 1,402.80 ", -   
1522116,THERA EA AD IV PUSH," 1,402.80 ", -   
1522117,THERAPEUTIC DX SQ IM, 747.95 , -   
1522131,IR-IRR PORT DRUG DEL, 704.51 , -   
1522132,BLD COLLECT VAD, 572.10 , -   
1522133,DIAG BONE MARW ASPIR," 2,565.58 ", -   
1522134,DIAG BONE MARROW BX," 2,565.58 ", -   
1522135,PHLEBOTOMY THERAPEUT," 3,740.84 ", -   
1522140,IMM ADM FLU VACCINE, 140.70 , -   
1522203,MODSED SAME ADD15MIN, 83.70 , -   
1522204,MSED OTH U5 1ST15, 167.40 , -   
1522205,MSED OTH GT5 1ST15, 167.40 , -   
1522206,MODSED OTH ADD15MIN, 83.70 , -   
1523111,CHEMO IV INFU 1ST HR," 1,137.98 ", -   
1523112,CHEMO IV IN EA AD HR, 409.66 , -   
1523113,CHEMO IV EA SEQ INF, 409.66 , -   
1523122,CHEMO PUMP INF GT 8H," 3,497.70 ", -   
1523130,THER AD IVP SAME MED, 107.59 , -   
1523131,BLD DRAW CENTRAL LN, 56.15 , -   
1523136,CATH URINE SPECIMEN, 185.40 , -   
1581000,EXAM SURG SPECMN CR," 1,202.95 "," 1,202.95 "
1581010,BR-DIG MAMMO SCRN BI," 1,068.39 ", -   
1581011,BR-DIG MAMMO BILAT," 1,425.73 ", -   
1581012,BR-DIG MAMMO UNILAT," 1,425.73 ", -   
1581013,BR-DIG MAMMO BI GG," 1,425.73 ", -   
1581016,BR-DUCT GALGRM MULT," 1,376.19 ", -   
1581023,BR-DIG MAMMO SCRN UN," 1,068.39 ", -   
1581024,BR-DIG MAMMO UNI GG," 1,425.73 ", -   
1581028,BR-PLC LOC DVCE 1ST," 5,375.60 ", -   
1581033,BR-TOMO MAMMO UNI," 1,625.00 ", -   
1581034,BR-TOMO MAMMO BI," 1,625.00 ", -   
1610054,IR-DISKOGRAPHY LUMB," 9,829.73 ", -   
1612102,HE-EYE FOREIGNBDY CR," 2,152.16 "," 1,330.37 "
1612104,HE-MANDIBLE 4VPLS CR," 2,194.72 "," 1,361.42 "
1612106,HE-MASTOID 3VPLUS CR," 2,857.95 "," 1,771.11 "
1612108,HE-FACIAL BNS LTD CR," 2,521.48 "," 1,562.11 "
1612109,HE-FACIAL BNES 3V CR," 3,973.70 "," 2,460.08 "
1612110,HE-NASAL BONES CR," 1,405.78 ", 871.07 
1612114,HE-SINUSES LTD CR," 3,312.37 ", 740.71 
1612115,HE-SINUSES 3VPLUS CR," 3,352.98 "," 2,075.22 "
1612116,HE-SELLA TURCICA CR," 1,827.32 "," 1,133.83 "
1612117,HE-SKULL LIMITED CR," 1,827.32 "," 1,133.83 "
1612118,HE-SKULL 4V PLUS CR," 3,352.98 "," 2,075.22 "
1612122,HE-TMJ UNILATERAL CR," 2,194.72 "," 1,361.42 "
1612123,HE-TMJ BILATERAL CR," 3,352.98 "," 2,075.22 "
1612126,SP-NECK SOFT TISS CR, 920.41 , 566.94 
1612128,FL-MOD BA SWALLOW," 4,565.38 "," 2,828.36 "
1612130,IR-SALIVARY GLAND," 1,405.78 ", 871.07 
1612134,CH-RIBS UNILAT CR," 2,896.64 "," 1,791.77 "
1612135,CH-RIB UNI PA CXR CR," 2,896.64 "," 1,791.77 "
1612136,CH-RIBS BILATERAL CR," 2,608.50 "," 1,615.92 "
1612137,CH-RIBS BI PA CXR CR," 2,608.50 "," 1,615.92 "
1612138,CH-STERNUM CR," 1,999.42 "," 1,241.40 "
1612139,CH-STRNOCLAV JNTS CR," 1,343.91 ", -   
1612141,SP-SPINE SNGL VW CR," 2,217.90 "," 1,369.69 "
1612142,SP-CERV SP 2TO3VW CR," 2,745.81 "," 1,698.67 "
1612146,SP-T SPINE 2 VIEW CR," 3,016.49 "," 1,864.17 "
1612147,SP-T SPINE 3 VIEW CR," 3,016.49 "," 1,864.17 "
1612149,SP-THORACOLMBR 2V CR," 1,075.15 ", 670.39 
1612151,SP-LS SPN 2 TO 3V CR," 2,475.11 "," 1,529.02 "
1612152,SP-LS SPNE 4VPLUS CR," 2,747.76 "," 1,700.71 "
1612153,SP-LS SPINE W BND CR," 3,267.93 "," 2,184.90 "
1612154,SP-LS SPINE BND CR," 1,827.32 "," 1,133.83 "
1612156,SP-SI JNTS 3VPLUS CR," 1,703.57 ", -   
1612157,SP-SCRM COCCYX 2V CR," 1,703.57 "," 1,055.21 "
1612158,IR-MYELO CERVICAL," 10,132.31 "," 4,419.44 "
1612159,IR-MYELO THORACIC," 9,585.22 "," 4,082.17 "
1612160,IR-MYELO LUMBAR," 8,848.27 "," 3,622.86 "
1612161,IR-MYELO COMPLETE," 10,722.12 "," 4,785.67 "
1612164,UE-CLAVICLE CR," 1,204.70 ", 749.07 
1612165,UE-SCAPULA CR," 1,512.13 ", 941.41 
1612166,UE-SHOULDER 1V CR," 1,204.70 ", 748.97 
1612167,UE-SHLDR 2VW PLUS CR," 1,535.34 ", 947.61 
1612168,UE-AC JTS BILAT CR," 1,405.78 ", 871.07 
1612169,UE-HUMERUS CR," 1,204.70 ", 748.97 
1612170,UE-ELBOW 2V CR," 1,564.34 ", 968.28 
1612171,UE-ELBOW 3V CR," 2,072.91 "," 1,288.98 "
1612172,UE-FOREARM 2V CR," 1,827.32 "," 1,133.83 "
1612173,UE-UP EXT INFANT CR, 769.60 , 515.21 
1612174,UE-WRIST 2V CR," 1,322.60 ", 821.40 
1612175,UE-WRIST 3V PLUS CR," 1,405.78 ", 871.07 
1612176,UE-HAND 2V CR," 1,434.78 ", 885.54 
1612177,UE-HAND 3V CR," 1,769.32 ", 885.54 
1612178,UE-FINGER S 2VPLS CR," 1,102.19 ", 678.64 
1612179,LE-HIP UNILAT 1V CR," 1,769.32 "," 1,098.66 "
1612184,LE-FEMUR 2V CR," 1,527.60 ", 943.45 
1612185,LE-KNEE 1 TO 2V CR," 1,564.34 ", 968.28 
1612186,LE-KNEE 3V CR," 1,999.42 "," 1,241.71 "
1612187,LE-KNEE 4V PLUS CR," 1,703.57 "," 1,055.21 "
1612188,LE-KNEE BI AP STD CR," 2,152.16 "," 1,330.37 "
1612189,LE-TIB FIB 2V CR," 2,159.88 "," 1,336.60 "
1612190,LE-LWR EXT INFANT CR, 769.60 , 477.96 
1612191,LE-ANKLE 2V CR," 1,736.45 "," 1,073.80 "
1612192,LE-ANKLE 3VPLUS CR," 1,438.63 ", 893.84 
1612193,LE-FOOT 2V CR," 1,736.45 "," 1,073.80 "
1612194,LE-FOOT 3V PLUS CR," 2,088.37 "," 1,293.15 "
1612195,LE-CALCANEUS 2PLS CR," 1,204.70 ", 678.64 
1612196,LE-TOE S 2VPLUS CR," 1,102.19 ", -   
1612197,CH-ABDOMEN 1 VIEW CR," 1,405.78 ", 871.07 
1612198,CH-ABDOMEN 2 VWS CR," 1,737.12 ", -   
1612199,CH-ABDOMEN 3VWS CR," 2,654.91 "," 1,642.78 "
1612200,CH-ABD SER PA CXR CR," 2,293.32 "," 1,425.59 "
1612202,FL-PHARYNX ESOPHAGUS," 2,608.50 "," 1,615.92 "
1612203,FL-ESOPHAGUS," 2,608.50 "," 1,615.92 "
1612204,FL-ESOPHAGUS W CINE," 4,201.86 "," 2,592.48 "
1612207,FL-GI SERIES W KUB," 2,939.18 "," 1,820.72 "
1612208,FL-GI W SM BOWEL," 5,186.08 "," 3,209.08 "
1612210,FL-GI AIR W KUB," 3,364.58 "," 2,079.38 "
1612211,FL-GI AIR W SM BOWEL," 5,186.08 "," 3,209.08 "
1612212,FL-SMALL BOWEL CR," 3,198.26 "," 1,980.06 "
1612215,FL-BARIUM ENEMA," 4,598.25 "," 2,838.71 "
1612216,FL-BARIUM ENEMA AIR," 6,023.39 "," 3,728.40 "
1612218,FL-GALLBLADDER ORAL," 2,608.50 "," 1,615.92 "
1612220,SU-CHOLE W GRAMS," 4,217.31 "," 2,611.08 "
1612221,SU-CHOLEGRM ADD CR," 3,973.70 "," 2,460.08 "
1612224,FL-ENDO BILIARY," 7,005.67 "," 4,336.66 "
1612231,FL-PERC BIL DIL STEN," 15,999.17 "," 9,896.11 "
1612232,FL-IVP CR," 3,285.33 "," 2,033.84 "
1612233,FL-UROGRAPHY CR," 4,936.63 ", -   
1612234,FL-UROGRAPH W TOM CR," 7,303.47 "," 4,518.76 "
1612235,FL-UROGRAPH RETRO CR," 6,642.13 "," 4,109.09 "
1612236,FL-UROGRAPHY ANTE CR," 3,285.33 "," 2,033.84 "
1612237,FL-CYSTOGRM 3VPLS CR," 3,352.98 ", -   
1612241,FL-UCG VOIDING CR," 3,969.82 "," 2,447.67 "
1612243,IR-HYSTERSALPINGO CR," 3,428.42 "," 2,122.81 "
1612251,IR-VENGRM ORBITAL," 20,931.92 ", -   
1612252,FL-FLUORO 1 HOUR CR," 6,369.94 "," 4,037.66 "
1612254,STRESS VIEWS JOINT," 1,438.63 "," 1,340.75 "
1612255,CH-BABYGRAM FB CR," 1,405.78 ", 871.07 
1612256,BONE AGE STUDY CR, 920.41 , 566.94 
1612257,BONE LENGTH STUDY CR," 2,455.74 "," 1,520.74 "
1612258,BNE SRVY LTD METS CR," 2,152.16 "," 1,330.37 "
1612259,BNE SRVY CMP METS CR," 3,969.82 "," 2,447.67 "
1612260,BONE SRVY INFANT CR," 3,028.13 "," 1,868.34 "
1612261,JOINT SURVEY 1V CR," 1,769.32 "," 1,098.66 "
1612262,DEXA AXIAL," 1,258.81 ", 780.05 
1612263,DEXA PERIPHERAL," 1,196.93 ", 744.85 
1612265,BR-DUCT GALGRM SING," 1,405.78 ", 871.07 
1612266,BR-DUCT GALGRM MULT," 1,405.78 ", 871.07 
1612269,TOMOGRAM ONE PLNE CR," 2,608.50 "," 1,615.92 "
1612279,IR-ARTHROGM SHLDR CR," 2,811.55 "," 1,735.90 "
