Procedure ID,Description,Amount
20413,GD CATH 6F RNWY CLS3.75 ,209
20414,GD CATH 6F RNWY CLS3.5SH,209
20415,GD CATH 6F RNWY CLS4SH  ,209
20416,GD CATH 6F RN CLS3.75SH ,209
20417,GD CATH 6F RNWY IMC90CM ,209
20418,GD CATH 6F RNWY AR1SH   ,209
20419,GD CATH WG 7F IM SH     ,209
20420,GD CATH WG 7F IM110CM SH,209
20421,GD CATH WG 7F M EL G SH ,209
20422,GD CATH WG 7F FL6 ST SH ,209
20423,GD CATH 6F RNWY VL3     ,209
20424,GD CATH 6F RNWY VL3.5   ,209
20425,GD CATH 6F RNWY VL4     ,209
20426,GD CATH 6F RNWY VL4.5   ,209
20432,PCMKR INSIG+ DDDR 1297  ,100000
20440,PCMKR NSIG SSIR 42X42MM ,73929
20446,LEAD FNLN2 4470         ,7758
20451,LEAD FNLN2 4469         ,7758
20453,LEAD ICD DUAL COIL 0417 ,79405
20455,GD CATH 6F RNWY VL3.5SH ,190
20456,GD CATH 6F RUNWAY VL4SH ,190
20457,CATH M1 8F FL3.5CRV FEM ,190
20458,GD CATH M1 16F LCB      ,190
20459,GD CATH 7F WG CLS3 SH   ,190
20460,GD CATH 7F WG IMC 90 SH ,190
20461,GD CATH CYBER 9F FR4    ,190
20462,GD CATH WG 8F FR3.5     ,190
20463,GD CATH WG 8F FR4       ,190
20464,GD CATH WG 7F FR3.5     ,190
20465,GD CATH WG 7F FR4       ,190
20466,GD CATH WG 7F FR5       ,190
20467,GD CATH WG 7F FR6       ,190
20468,GD CATH WG 7F FL5       ,190
20469,GD CATH WG 7F RC3.5SCSH ,190
20470,GD CATH WG 7F IM 85CM   ,190
20471,GD CATH WG 7F IM 110CM  ,190
20472,GD CATH WG 7F RCB SH    ,190
20473,GD CATH WG 7F LCB SH    ,190
20474,GD CATH WG 7F IM85CM SH ,190
20475,GD CATH WG 7F Q3.5      ,209
20476,GD CATH WG 7F Q4        ,209
20477,GD CATH WG 7F Q4.5      ,209
20478,GD CATH WG 7F Q5        ,209
20479,GD CATH WG 7F Q3.5SH    ,209
20480,GD CATH WG 7F Q4SH      ,209
20481,GD CATH WG 7F Q4.5SH    ,209
20482,GD CATH WG 7F FL4.5ST   ,209
20483,GD CATH WG 7F Q5SH      ,209
20485,GD CATH WG 7F MP2       ,209
20486,GD CATH 7F MP SH        ,209
20487,GD CATH WG 7F FR3       ,209
20488,GD CATH WG 7F FR3 SH    ,209
20489,GD CATH WG 7F FR3 ST    ,209
20490,GD CATH WG 7F FR3 ST SH ,209
20491,GD CATH WG 7F IM 90CM   ,209
20492,GD CATH WG 7F IM90CM SH ,209
20493,GD CATH WG 7F RCF4 SC   ,209
20494,GD CATH WG 7F MP1 SH    ,209
20495,GD CATH WG 7F MP2 SH    ,190
20496,GD CATH WG 7F MP HS SH  ,190
20497,GD CATH WG 7F FL5M      ,190
20498,GD CATH WG 7F VR1       ,190
20499,GD CATH WG 7F VR2       ,190
20500,GD CATH WG 7F VL2.5     ,190
20501,GD CATH WG 7F RCB       ,190
20502,GD CATH WG 7F VL3HT     ,190
20503,GD CATH WG 7F VL3.5HT   ,190
20504,GD CATH WG 7F VL4HT     ,190
20505,GD CATH WG 7F VR1SH     ,190
20506,GD CATH WG 7F VR2SH     ,190
20507,GD CATH WG 7F LCB       ,190
20508,GD CATH WG 7F VL3.5SH HT,190
20509,GD CATH WG 7F IM        ,190
20510,GD CATH WG 7F VL4HT SH  ,190
20511,GD CATH WG 7F M EL G    ,190
20512,GD CATH WG 7F FL4.5SH   ,190
20513,GD CATH WG 7F FL5SH     ,190
20514,GD CATH WG 7F FL6SH     ,190
20515,PREGABALIN 25MG CAP     ,48.75
20517,MOXIFLOXACIN 0.5% 3ML OP,852.75
20520,NORETHINDRONE 5MG TAB   ,47.25
20522,LANTAHNUM CARBNATE 500MG,45.75
20524,ACAMPROSATE DR 333MG TAB,19.75
20525,IMATINIB 400 MG PO      ,2324.75
20526,RIFAXIMIN 200MG TAB     ,97.5
20527,METFORMIN ER 750MG TAB  ,34.5
20528,ATOMOXETINE 40MG CAP    ,103.5
20530,CARBAMAZPNE ER 200MG CAP,34.5
20532,CIMETIDINE 400MG TAB    ,29.75
20533,FLUCYTOSINE 100MG CAP   ,680.75
20536,CALCM W/VIT D 600MG/200 ,16.5
20537,PREGABALIN 75MG CAP     ,48.75
20538,HYDROCORTSONE .5% OT1 OZ,58
20539,FACTOR 8 VW AG          ,57.02
20544,GW TRSND 014 190 SS     ,4011
20549,ALBUMIN INF 25% 100 ML  ,680.5
20550,ALBUMIN INF 5% 50ML     ,346
20555,LOCM 300-399 IC 1ML     ,14.75
20557,LOCM 200-299 IC 1ML     ,14.75
20558,CALPROTECTIN QN IA OTHER,162.9
20580,M A INSITU HB EA PRB MAN,350
20581,EGFR PEROX AB STAIN     ,70
20583,GAD BASE MR CONT NOS 1ML,5.75
20586,ICD ENTRST D154ATG      ,100000
20590,PACER ENPULSE E2DR003   ,29587
20592,PACER SIGMA 300 SR BI   ,19035
20593,PACER BIPOLAR SDR303    ,19035
20597,PACER DUAL CHAM IPG     ,22090
20600,LEAD ATTN BPOW 419488   ,30941
20605,LEAD PCNG 6FR 5076-58   ,7959
20607,LEAD CPSR FXBP 556853   ,7959
20611,LEAD CPSR SPNVS 409258  ,10953
20613,LEAD SPRNT QTRO 694465  ,76485
20614,SHTH 12F HLS1012M       ,5094
20615,SHTH 7F HLS1007M        ,1372
20616,SHTH 7F HLS2507MCN      ,834
20617,INTRODCR LD HMSTS25CM 9F,1372
20618,CTHEP TRQ SOL 04125JM   ,2242
20619,CTHGD ATTN 6228CTH      ,5094
20620,SMEAR HERPES TZANCK STN ,890.25
20621,CALCIUM UR RANDOM QN    ,471.75
20622,ALLERGEN IGE EACH       ,3.26
20623,ALLERGEN IGE EACH       ,3.49
20628,WEST NILE VIR AMP PROBE ,5
20631,GRAFT BN LG SP 26X18MM  ,68014
20632,VELOCITY BLD FLOW INT   ,14349.5
20633,VELOCITY BLD FLOW EA ADD,8209.75
20634,ANTI SACCHRMYC CERVS IGA,18.75
20635,ANTI SACCHRMYC CERVS IGG,18.75
20641,THIOPURINE METHTRAN NRS ,83
20642,ALPHA 2 MACRO NEPHELOM  ,98
20643,HYALURONIC ACID QN      ,83
20644,TIMP-1 IA QN            ,83
20649,H PYLORI BRTH UREASE NR ,149
20651,6-THIOGUANINE 6-TGN QN  ,83
20652,INFLIXIMAB REMICADE QN  ,400
20653,6-THIOGUANINE 6-TGN QN  ,101
20654,MERCAPTOPURINE 6-MMPN QN,101
20655,ANTI CBIR1 IA QN        ,18.75
20656,INH TX AC AWY OBST      ,1587.5
20657,ANTIBIOTIC ADMIN        ,600.75
20658,SURFACTANT              ,91
20662,MYCOPHEN ACID AND META  ,40
20670,XR SURGICAL SPECIMEN    ,1076.5
20671,TEE PROBE 2D W/WOM      ,1008
20672,CYTOGEN IN SITU 10-30   ,19
20673,CYTOGEN DNA PROBE EACH  ,19
20683,ABL 1/MORE LIV TU PC RAD,21885.25
20684,INTERFERON NEUT AB      ,230
20685,NITROBLUE T DYE         ,230
20686,VIRUS ISO ADD STUDIES   ,230
20687,DEL RESUS PPV CHEST COMP,580.75
20688,IPRATROP HFA 17MCG INH  ,1567.25
20690,AMOXICILLIN 400MG/5ML UD,41
20691,MESALAMINE 1000MG SUPP  ,168.75
20692,IMRT DELIVERY SIMPLE    ,5255.75
20693,ZONISAMIDE ZONEGRAN QN  ,40.73
20694,TISS CULT CHROM BLD NM  ,253
20695,CHROM ANAL FOR MOSAIC   ,253
20696,CHROM ANAL ADDTL CELLS  ,253
20698,CYTOGEN IN SITU 10-30   ,155
20699,CYTOGEN DNA PROBE EACH  ,155
20701,SOD CHLORD STERL SYR 10M,82
20702,DDAVP 0.2MG TAB         ,105.75
20703,TISS IMMUNOFLUOR DIR AB ,260
20704,LEUPRO DEPOT 7.5 MG INJ ,8737.5
20705,B CELLS TOTAL COUNT     ,21
20706,NK CELLS TOTAL CT       ,21
20707,ATC DEL&INITIAL STABILIZ,1727.5
20709,IBUPROFEN 800MG TAB     ,13.25
20710,PREVACID 15MG SOLUTAB   ,77.25
20711,MORPHINE 50MG/ML INJ    ,59.5
20712,ALLERGEN IGE EACH       ,3.25
20713,PROCHLORPERAZINE 10 MG  ,67
20717,VALVE AORTIC MOSAIC 29MM,22508
20721,KYPHOPAK EXPANDER 10/3  ,27711
20722,VALVE SHUNT LG L120CM   ,44650
20723,GRAFTJACKET 1SQCM       ,1968
20726,GRAFTJACKET 1SQCM       ,1482
20730,MESH COMPOSIX 10 X 13   ,5792
20736,SUT NABSRB STERN 2.4FR  ,2360
20743,TIP CRV PRCSN 36KHZ     ,9029
20744,SLNG OBTRYX TRNSTR      ,14059
20747,HANDPIECE LGSR AXS 10.5 ,3053
20748,HANDPIECE LGSR XTD 11   ,2892
20749,TIP ASP 36KHZ STD L4.5IN,6789
20753,HANDPIECE LGSR MAX 9    ,2571
20754,STAPLER ENDO 60MM       ,5094
20755,GELPORT WOUND 120MM     ,1685
20758,MESH HERNIA CRURA 11 X 8,1841
20763,PROBE ESURG BLK EFLX DYN,6275
20764,HARMONIC ACE PISTOL 36CM,1724
20765,TROCAR BLADELESS 12MM   ,239
20767,STAPLER CRV CUT CS40G   ,5094
20768,ANCHR SUT OTHCRD 2 MO-7 ,6886
20769,SUTURE OTHCRD VIO/BLU   ,8418
20773,CORONARY CARE           ,9964.25
20774,CORONARY CARE ADJ       ,9964.25
20775,INTENSIVE CARE          ,9964.25
20776,DEFINITIVE CARE         ,6814.25
20777,INTENSIVE CARE ADJ      ,9964.25
20778,DEFINITIVE CARE ADJ     ,6814.25
20780,INJECTION IM OR SQ      ,94.5
20783,ELECTRODE VERSA TIP LOOP,5610
20785,CEMENT BN SIMPLX TBR RAD,3074
20786,BIOKNOTLESS ANCHOR      ,899
20787,PIN  ACL FEM FIXATION   ,6616
20788,KIT ARTHSCP BNTISS 2.7MM,6295
20789,ANCH SUT SQA OTHCRD NDL ,7776
20790,SCREW INTERFERENCE 8X 23,4814
20791,SCREW INTERFERENCE 8X 30,5110
20792,SCREW IFRNC 23X8 MLGRO  ,5801
20793,PUMP ONQ PBSV2.5X270X2HR,2466
20794,PUMP ONQ PB SS 4ML/HR 4D,4788
20795,ANCH SUT AR-1920BF      ,3270
20797,ANESTHESIA PERIFIX CATH ,117
20799,ANCH SUT AR-1928SF      ,3009
20803,REAMR ACL 11MM ACRN 1411,4605
20804,REAMR ACL 12 ACRN 1312  ,4605
20808,SUT HK STRAIGHT         ,4381
20809,SUT HK CRKSCREW LT      ,2869
20810,SUT HK CRKSCREW RT      ,2813
20811,SUT HK 45 D CRV LT      ,4381
20812,SUT HK 45 D CRV R       ,4468
20815,REAMR CANN HEAD 8MM     ,4381
20816,PUMP ONQ PBSVR3X270X4/HR,3025
20821,GRAFT DURAFORM 1X3      ,3543
20822,DURAGESIC 12MCG/HR PATCH,241
20823,HEPARIN 8000/UNITS IN NS,422.75
20824,ATROVENT 0.5MG/2.5ML    ,42.75
20825,SOD CHL 0.9% 3ML INH    ,46
20829,ANCHR SUT 12D RPDLOC    ,6122
20832,CURETTE KYPHX LATITUDE  ,3576
20834,SUT HK CRSNT SM 3X15    ,3770
20835,SUT HK CRESC MD 4X20    ,3770
20836,SUT HK CRSCNT LG 6X25   ,3770
20837,SCREW BABSRB INTRA 8X30 ,3166
20838,SCREW BABSRB 30X7-9     ,4320
20839,SCREW BABSRB 30X8-10    ,3999
20840,SCREW BABSRB 30X6-8     ,4814
20843,CEMENT MIXER KYPHON     ,2289
20847,IN SITU HYBRID EA PROBE ,553.5
20849,CATH  NAVSTR F ABLTN 4MM,9682
20850,CATH NAVSTR J ABLTN 4MM ,9682
20852,INHIBIN B IA QN         ,30
20853,INTRACARD EP 3D MAPPING ,21807.75
20855,TEMP EXTERNAL PACING    ,3126.75
20856,ECHO ANOMALIES COMP     ,6609
20857,ECHO ANOMALIES LTD      ,3063.75
20858,TCD VASOREACTIVITY STUDY,7179.75
20859,TCD EMBOLI DETECT WO INJ,6338
20860,TCD EMBOLI DETECT W INJ ,7179.75
20861,HEPARIN DOSE RESPONS ACT,781.5
20864,USG COMPRESS REPAIR     ,7694.75
20865,INJ PERC EXTREM PSEAN   ,8827
20866,USG NDL PLACEMENT       ,3196
20867,DIAZEPM 2.5MG RECTAL GEL,3631.25
20868,CITALOPRAM 10MG TAB     ,66.5
20872,RD AEROBID 2 PUFF TX    ,47.25
20873,RD ALBUTEROL 2 PUFF TX  ,47.25
20874,RD ATROVENT 2 PUFF TX   ,47.25
20876,RD COMBIVENT 2 PUFF TX  ,47.25
20877,RD FLOVENT 220 2 PUFF TX,47.25
20878,FLUTICASONE 44MCG 10.6GM,45.25
20879,RD FLOVENT 110 2 PUFF TX,47.25
20880,RD INTAL 2 PUFF TX      ,47.25
20881,RD MAXAIR 2 PUFF TX     ,47.25
20882,RD PULMICORT 2 PUFF TX  ,47.25
20884,RD SPIRIVA  6/BOX       ,397
20886,HERPES 6 AMP PROBE      ,298
20887,ECHINOCOCCUS AB IGG     ,170
20888,KOH PREP TISSUE         ,157.75
20889,ROPINIROLE 2MG TAB      ,18
20890,DEFERASIROX 500 MG PO   ,1153.25
20894,INTRACARD EP 3D MAPPING ,21807.75
20895,CPR                     ,614.75
20896,TEMP EXTERNAL PACING    ,3126.75
20899,TCD VASOREACTIVITY STUDY,7179.75
20900,TCD EMBOLI DETECT WO INJ,6338
20901,TCD EMBOLI DETECT W INJ ,7179.75
20902,HEPARIN DOSE RESPONS ACT,781.5
20905,USG COMPRESS REPAIR     ,7694.75
20906,INJ PERC EXTREM PSEAN   ,8827
20907,USG NDL PLACEMENT       ,3196
20909,RAMIPRIL 1.25MG CAP     ,31.25
20910,VALSARTAN 40MG TAB      ,41
20911,RYTHMOL SR 425MG CAP    ,143.75
20914,PARAINFLUENZA 1 AB QL   ,28
20915,PARAINFLUENZA 2 AB QL   ,28
20916,PARAINFLUENZA 3 AB QL   ,28
20920,INH TOBRAMYCIN NC 300 MG,910.5
20921,PULMCORT RESPLS .5MG/2ML,118.75
20922,BSKT RTRV 4WR 2.4X12X4  ,3686
20924,CANN PRFSN ART 20X6     ,581
20926,ELECTRODE LGSR XTD      ,620
20929,PASSER SUT AR-4065-45L  ,2649
20930,ELECTRODE LGSR MAX SNAP ,569
20931,PASSER SUT AR-4065-45R  ,2649
20932,PUNCH 4.4MM STD AORT    ,478
20937,TUBING IRR PROBE PLUS II,967
20938,V CARE UTERINE MANIPULTR,333
20941,PULMOZYME 1MG/ML        ,820.75
20942,MICRONEFRIN 2.25% SOL   ,47.25
20943,BECLOMETHASONE 2 PUFF TX,47.25
20944,CULT STL ADD'L PATHOGENS,61.25
20945,CATH GD WG H74919500740 ,1297
20946,CATH GD WG H74919500750 ,1297
20947,WISEGUIDE 7 FR VL6      ,1338
20948,WISEGUIDE 7 FR VL3 SH   ,1338
20949,WISEGUIDE 7 FR VL3.5 SH ,1338
20950,WISEGUIDE 7 FR VL4 SH   ,1338
20951,WISEGUIDE 7 FR VL4.5 SH ,1338
20952,WISEGUIDE 7 FR VL5 SH   ,1372
20953,WISEGUIDE 7 FR3.5 ST    ,1372
20954,WISEGUIDE 7 FR FR4 ST   ,1372
20955,WISEGUIDE 7 FR FR5 ST   ,1372
20956,WISEGUID 7FR FR3.5 ST SH,1372
20957,WISEGUIDE 7 FR FR4 ST SH,1372
20958,WISEGUIDE 7 FR FR5 ST SH,230
20959,WISEGUIDE 7 FR IMC 90CM ,1372
20960,CTHGD RNWY 6F FL3       ,1183
20961,CTHGD RNWY 6F FL3.5     ,1124
20962,CTHGD RNWY 6F FL4       ,1124
20963,CTHGD RNWY 6F FL4.5     ,1124
20964,CTHGD RNWY 6F FL5       ,1183
20985,CTHGD RNWY 6F IM 110    ,1272
20986,CTHGD RNWY 6F RCBSH     ,1297
20987,CTHGD RNWY 6F LCBSH     ,1297
20988,GUIDE 6FR RUNWAY IM SH  ,1297
20989,CTHGD RNWY 6F MP1SH     ,1183
20990,CTHGD RNWY 6F HSSH      ,1183
20991,CTHGD RNWY 6F AR1       ,1183
20992,CTHGD RNWY 6F AR2       ,1183
20993,CTHGD RNWY 6F AL3       ,1124
20994,CTHGD RNWY 6F AL.75     ,1124
20995,CTHGD RNWY 6F RCB       ,1297
20996,CTHGD RNWY 6F LCB       ,1183
20997,CTHGD RNWY 6F IM        ,1297
20998,GUIDE 6 FR RUNWY Q3.5 SH,1372
20999,GUIDE  6 FR RUNWAY Q4 SH,1372
21000,CTHGD RNWY 6F MP1       ,1124
21001,CTHGD RNWY 6F MP2       ,1124
21002,CTHGD RNWY 6F F3        ,1124
21003,GUIDE 6 FR RNWY IM 90CM ,1338
21004,CTHGD RNWY 6F F3.5SH    ,1297
21005,CTHGD RNWY 6F F4SH      ,1183
21006,CTHGD RNWY 6F ART3      ,1183
21007,GUIDE 6FR RUNWAY ART3 SH,1297
21008,CTHGD RNWY 6F ART3.5    ,1124
21009,GUIDE 6FR RNWY ART3.5 SH,1372
21010,CTHGD RNWY 6F ART4      ,1124
21011,GUIDE 6FR RUNWAY ART4 SH,1372
21012,CTHGD RNWY 6F ART4.5    ,1124
21013,CTHGD RNWY 6F F4.5      ,1124
21014,GUIDE 6FR RUNWAY CLS3.75,1297
21015,CTHGD RNWY 6F CLS3.5SH  ,1183
21016,GUIDE 6FR RUNWAY CLS4 SH,1372
21017,GUIDE 6FR RWY CLS3.75 SH,1372
21018,GUIDE 6FR RNWY IMC 90CM ,1297
21019,GUIDE 6FR RUNWAY AR1 SH ,1372
21020,GUIDE  6FR RUNWAY AR2 SH,1372
21021,GUIDE  6FR RUNWAY AL1 SH,1297
21022,GUIDE  6FR RUNWAY AL2 SH,1297
21023,CTHGD RNWY 6F VL3       ,1124
21024,CTHGD RNWY 6F VL3.5     ,1124
21025,CTHGD RNWY 6F VL4       ,1183
21026,CTHGD RNWY 6F VL4.5     ,1297
21027,GUIDE 6FR RNWAY VL3.5 SH,1372
21028,GUIDE  6FR RUNWAY VL4 SH,1372
21032,GDWIRE SUP CORE .035-190,1978
21033,GWIRE SPRTA 014 5 80 130,1503
21034,WIRE HT SPRTCOR .014 300,1715
21035,GWIRE HT HVWT J 300     ,1978
21036,GDWIRE SUP CORE .035-300,1978
21037,GWIRE HT SPRTCR .014 190,1978
21038,GWIRE HT SPRTCR .014 190,1978
21039,GWIRE HT WSPR 300 L     ,1978
21040,GWIRE HITQ PT 50 3CMX190,1978
21041,GWIRE HITQ PT 50 3CMX190,1978
21042,GWIRE CHOICE PT STRT 300,1925
21043,GWIRE CHC PT ES STRT 300,1925
21044,PT2 GUIDEWIRE LS 185CM  ,1893
21045,WISEGUIDE 7FR IM 85CM SH,1372
21046,WISEGUIDE 7 FR IM SH    ,1372
21047,WISEGUDE 7FR IM 110CM SH,230
21048,WISEGUIDE 7 FR M EL G SH,1372
21049,WISEGUDE 7FR FL3.5 ST SH,1372
21050,WISEGUIDE 7 FR FL4 ST SH,1297
21051,WISEGUID 7FR FL4.5 ST SH,1372
21052,WISEGUIDE 7 FR FL5 ST SH,1372
21053,WISEGUIDE 7 FR FL6 ST SH,1372
21054,WISEGUIDE 7 FR MP1 SH   ,1338
21055,WISEGUIDE 7 FR MP2 SH   ,1338
21056,WISEGUIDE 7 FR MP HS    ,1372
21057,CTHGD WSG 7F AR1        ,1297
21058,WISEGUIDE 7 FR FL4.5M   ,230
21059,WISEGUIDE 7 FR FL5 M    ,230
21060,CTHGD WSG 7F AR2        ,1297
21061,WISEGUIDE 7 FR AL4      ,1372
21062,WISEGUIDE 7 FR  VR1     ,1372
21064,WISEGUIDE 7 FR VL2.5    ,1372
21065,WISEGUIDE 7 FR Q5 SH    ,1372
21066,WISEGUIDE 7 FR FL5 ST   ,1372
21067,WISEGUIDE 7 FR FL6 ST   ,1372
21068,CTHGD WSG 7F MP1        ,1297
21069,WISEGUIDE 7 FR MP2      ,1297
21070,WISEGUIDE 7 FR MP HS    ,1297
21071,CTHGD WSG 7F F3         ,1297
21072,WISEGUIDE 7 FR FR3 SH   ,1297
21074,WISEGUIDE 7 FR FR3 ST SH,1372
21075,WISEGUIDE 7 FR IM 900CM ,1338
21076,WISEGUID 7FR IM 900CM SH,1372
21077,WISEGUIDE 7 FR RC4 SC   ,1372
21078,WISEGUIDE 7 FR RC4 SC SH,1372
21079,WISEGUIDE 7FR RC3.5 SC  ,1372
21080,CTHGD WSG 7F F3.5SH     ,1297
21081,CTHGD WSG 7F F4SH       ,1297
21082,WISEGUIDE FR5 SH        ,1338
21083,CATH GD WG 7F ART3      ,1297
21084,WISEGUIDE 7 FR ART3 SH  ,1372
21085,CATH GD WG 7F ART3.5    ,1297
21086,WISEGUIDE 7 FR ART3.5 SH,1372
21087,WOSEGUIDE 7 FR FR6 SH   ,1338
21088,CATH GD WG 7F ART4.0    ,1297
21089,WISEGUIDE 7 FR ART4 SH  ,1372
21090,CATH GD WG 7F ART4.5    ,1297
21091,WISEGUIDE 7 FR ART4.5   ,1372
21092,CTHGD WSG 7F F4.5       ,1297
21093,CTHGD WSG 7F F4.5SH     ,1297
21094,WISEGUIDE 7 FR FL6 M    ,230
21095,CTHGD WSG 7F FL4SH      ,1297
21096,WISEGUIDE 7 FR 4.5 SH   ,1297
21097,WISEGUIDE 7 FR FL5 SH   ,1372
21098,WISEGUIDE 7 FR FL6 SH   ,1372
21099,CATH GD WG 7F CLS3.0    ,1297
21100,WISEGUIDE 7 FR AR2 SH   ,1297
21101,WISEGUIDE 7 FR AL3 SH   ,1372
21102,CATH GD WG H74919500710 ,1297
21103,CATH GD WG H74919500720 ,1297
21104,CATH GD WG H74919500730 ,1297
21105,USG NDL PLACEMENT       ,1531.5
21106,INJ PERC EXTREM PSEAN   ,3868.5
21107,WISEGUIDE 7 FR CL53 SH  ,1372
21108,WISEGUID 7FR IMC SH 90CM,1372
21109,CATH GUIDE CYBER 9FR FR4,230
21110,CTHGD WSG 8F F3.5       ,1297
21111,CTHGD WSG 8F F4         ,1297
21112,CTHGD WSG 7F F3.5       ,1297
21113,CTHGD WSG 7F F4         ,1124
21114,CTHGD WSG 7F F5         ,1297
21115,CTHGD WSG 7F F6         ,1297
21116,CTHGD WSG 7F FL4.5      ,1124
21117,CTHGD WSG 7F FL5        ,1297
21118,CTHGD WSG 7F FL6        ,1124
21119,WISEGUIDE 7 FR AL3 ST   ,1372
21120,WISEGUIDE 7 FR AL3 ST SH,230
21121,WISEGUID 7FR RC3.5 SC SH,1372
21122,WISEGUIDE 7 FR IM 85CM  ,1372
21123,WISEGUIDE 7 FR IM 110CM ,1372
21124,WISEGUIDE 7 FR RCB SH   ,1372
21125,WISEGUIDE 7 FR RCB SH   ,1338
21126,WISEGUIDE 7 FR LCB SH   ,1338
21129,CATH BLN EMRG OTW 20X2.0,2547
21130,CATH BLN EMRG OTW20X2.25,2547
21131,MAVRCK CATH OTW 20MMX2.5,2547
21132,CATH BLN EMRG OTW20X2.75,2547
21133,CATH BLN EMRG OTW20X3.0 ,2547
21134,BALLN EMRGE OTW 20X3.25 ,2547
21135,MAVRCK CAT OTW 20MMX3.75,2547
21136,CATH BLN EMRG OTW 20X4.0,2547
21138,MAVRCK CAT OTW 25MMX2.25,2547
21139,MAVRCK CATH OTW 25MMX2.5,2547
21140,MAVRCK CAT OTW 25MMX2.75,2547
21141,MAVRCK CAT OTW 25MMX2.75,2547
21142,MAVRCK CAT OTW 25MMX3.25,2547
21143,MAVRCK CAT OTW 25MMX3.5 ,2547
21144,MAVRCK CAT OTW 25MMX3.75,2547
21146,MAVRCK CATH OTW 30MMX2.0,926
21149,GW CHC 300 J FLPY 5PK   ,1893
21150,GW CHC FLPY 182 J 5PK   ,1925
21151,GDEWIRE CHCE ES JTIP 300,1925
21152,GWIRE MLMN JTIP 182     ,1925
21153,GUDEWIRE LUGE JTIP 300CM,1925
21154,GW CHC LUGE 182 J 5PK   ,1925
21155,GDWIRE PT2 LS JTIP 185CM,1925
21156,GUDWIRE PT2 JTIP LS300CM,1925
21157,GW PT2 MS 185 J 5PK     ,1925
21158,GUIDEWIRE PT2 JTIP 300CM,1925
21161,MAVRCK CAT OTW 30MMX3.25,2547
21162,CATH BLN EMRG OTW 30X3.5,2547
21163,CATH BLN EMRG OTW30X3.75,2547
21164,MAVRCK CATH OTW 30MMX4.0,2547
21169,OCLDR AGA PFO 18        ,100000
21170,OCLDR AGA PFO 25        ,100000
21171,OCLDR AGA PFO 35        ,100000
21172,STENT CRTD 5X20 RX ACULK,34088
21176,STENT MINI VISION 2X8   ,9018
21177,STENT MVSN RX 2X12      ,9018
21178,STENT MVSN RX 2X15      ,9018
21179,STENT MVSN RX 2X18      ,9018
21180,STENT MVSN RX 2X23      ,9018
21181,STENT MVSN RX 2X28      ,9018
21182,STENT MINI VISION 2.25X8,9018
21183,STENT MINI VISIN 2.25X12,9018
21184,STENT MINI VISIN 2.25X15,9018
21185,STENT MINI VISIN 2.25X18,9018
21186,STENT MINI VISIN 2.25X23,9018
21187,STENT MINI VISIN 2.25X28,9018
21188,STENT MVSN RX 3X15      ,9018
21192,FILTRWRE EMBL190CM110UOM,12306
21193,STENT BILRY HERKLNK 6X12,12986
21194,STENT HERCULINK 4.0X12  ,12986
21197,STENT BIL HLNK E 5X18X80,12625
21201,STENT HERCULINK 6.0 X 18,12986
21203,STENT BIL HLNK E 5X15X80,12986
21205,STENT BIL HLNK E 6X15X80,10800
21206,LIVEWIRE ST 6 FR QUAD   ,1044
21217,CATH ABL QD SPRM 5FR 5MM,1978
21220,CATH EP 5FR QPLR CRD CRV,395
21221,GW XTN 145CMX.014IN     ,1978
21222,GWIRE HT MDHC 190 J     ,1978
21223,GWIRE HT MDHC 300 J     ,1978
21224,GWIRE HITRQ PLT 50 3X190,1978
21225,GWIRE PILT 150 190 J    ,1978
21226,GWIRE BHW 014 190J 4.5  ,1978
21228,CATH XTRT PRNTO V4 6.0F ,5094
21229,ESSNT KIT SCIMED        ,421
21230,SHTH FSTCTH 14F 406136  ,474
21231,INTRODUCER CATH 5FR 23CM,731
21232,SHTH ULMN 6F 407856     ,731
21233,INTRO CATH 7FR 23       ,731
21234,INTRODUCER CATH 8FR 23CM,751
21235,INTRODUCER CATH 9FR 23CM,91
21236,GWIRE BEN TFE 035 145 20,335
21238,CTHDX WSG 8F RCB 5PK    ,221
21239,CTHDX WSG 6F IMC BX5    ,219
21240,6 FR STANDARD PIG       ,60
21241,CTHDX WSG 8F AR2 5PK    ,221
21242,CTHDX WSG 8F 8FL2 5PK   ,221
21243,GWIRE SS .025INX145     ,1992
21244,SYRINGE INFLATION INTELL,1194
21245,GWRE GLD 035 150 SS     ,1252
21246,BNDG D-ST HMSTC VASC    ,1017
21247,D-ST DRY VASC CMPRS     ,1124
21248,SHEATH CTH 7F 40CM      ,1351
21249,MAVRCK CATH OTW 12MMX2.0,2547
21250,MAVRCK CAT OTW 12MMX2.25,2547
21251,MAVRCK CATH OTW 12MMX2.5,2547
21252,MAVRCK CAT OTW 12MMX2.75,2547
21253,MAVRCK CATH OTW 12MMX3.0,2547
21254,MAVRCK CAT OTW 12MMX3.25,2547
21258,MAVRCK CATH OTW 15MMX1.5,2547
21259,BALLN EMRGE OTW 15X2.0MM,2140
21261,CATH BLN EMRG OTW 15X2.5,2140
21262,CATH BLN EMRG OTW15X2.75,2547
21263,BALLN EMRGE TOW 15X3.0MM,2547
21264,CATH BLN EMRG OTW15X3.25,2547
21265,CATH BLN EMRG OTW 15X3.5,2547
21266,CATH BLN EMRG OTW15X3.75,2547
21267,CATH BLN EMRG OTW 15X4.0,2547
21268,MAVRCK CATH OTW 20MMX1.5,2547
