Hospital Name:  Mercy St Francis SF,,,
OSHPD Facility No: 106380960,,,
"Effective Date of Charges: July 1, 2018",,,
,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator
1099084,EQ ROOM ICU PEDS         , -   ,2
1099092,EQ ROOM ICU PSYCH        , -   ,2
1099100,EQ EMERGENCY URGENT CARE , -   ,2
1099118,EQ EMERGENCY OTHER       , -   ,2
1099134,EQ TRAUMA RESPONSE LEV I , -   ,2
1099142,EQ OB LABOR RM/DELIVERY  , -   ,2
1099159,EQ DIALYS IP PERITONEAL  , -   ,2
1099167,EQ BH ELECTROSHOCK       , -   ,2
1099175,EQ BH ACTIVITY THERAPY   , -   ,2
1099183,EQ BH PARTIAL HOSPITAL   , -   ,2
1099191,EQ BH PARTIAL HOSPITL INT, -   ,2
1099209,EQ PAP SMEAR             , -   ,2
1099217,EQ ORGAN ACQUISITION     , -   ,2
1099654,ADMIN HEP B VACCINE      , 178.00 ,
1099689,CHOLINESTRASE CHALLNG TST, 886.00 ,
1099699,THORACENTESIS WO IMAGING ," 1,847.00 ",
1099911,EQ IP/OBSV PSYCH SITTER  , -   ,2
1099977,EQ PHARM W HCPCS NON-COV , -   ,2
1099995,EQ ACUPUNCTURE           , -   ,2
1100007,EEG DEPARTMENT           , -   ,2
1102060,EEG AWAKE & ASLEEP       ," 1,701.00 ",
1102086,EEG EXTENDED >1 HOUR     ," 4,533.00 ",
1102110,EEG COMA OR SLEEP ONLY   ," 2,128.00 ",
1102268,EEG CEREBRAL SILENCE     ," 1,685.00 ",
1102300,AD EVOKED POTENTIALS COMP," 1,102.00 ",
1102318,SOMATOSEN TSTNG UPP EXT  ," 1,050.00 ",
1102326,SOMATOSEN TSTNG LOW EXT  ," 1,050.00 ",
1102334,SOMATOSEN TSTNG HEAD/TRUN," 1,050.00 ",
1102342,VIS EVOK POT CNS CHECKBD ," 1,050.00 ",
1102367,C MOTOR EVOKED UPP EXTREM," 1,353.00 ",
1102375,C MOTOR EVOKED LOW EXTREM," 1,353.00 ",
1102383,SOMATOSENSORY TESTING    , 666.00 ,
1102391,C MOTOR EVOKED UP/LW EXTR," 1,615.00 ",
1102392,VASCULAR LAB DEPARTMENT  , -   ,2
1102393,US V DOP TRANSCRAN CMP   , 386.00 ,
1102394,US V DOP TRANSCRAN LTD   , 185.00 ,
1200005,RESPIRATORY DEPARTMENT   , -   ,2
1210053,MANIPULAT CHEST WALL INIT, 763.00 ,
1210301,VENT INIT DAY INVASIVE   ," 5,617.00 ",
1210509,PULSE OX SINGLE DETERMIN , 277.00 ,
1210715,ARTERIAL PUNCTURE        , 246.00 ,
1210855,PULMONARY COMPLIANC STUDY," 2,331.00 ",
1211101,PULSE OX CONTIN OVERNIGHT," 2,148.00 ",
1211440,BLAND AERO TX INIT EA DAY, 383.00 ,
1211465,BLAND AERO TX SUBSEQUENT , 340.00 ,
1211507,OXYGEN THER CONT/SHFT    , 329.00 ,
1211655,CPR                      ," 2,560.00 ",
1211697,CPAP/BIPAP VENT INIT/DAY ," 4,934.00 ",
1211705,AEROSOL INH PENTAMIDIN TX, 838.00 ,
1211739,BRONCH THER ASPIRATE INIT," 2,310.00 ",
1211747,BRONCH ALVEOLAR LAVAGE   ," 3,126.00 ",
1211754,BRONCH BRONCHOSCOPY DX   ," 3,003.00 ",
1211762,BRONCH BRUSHING/PROTECTED," 2,403.00 ",
1211770,BRNCH W TRNSBR BX SNG LBE," 3,247.00 ",
1211788,BRNCH W ENDOBR BX SNG/MUL," 3,594.00 ",
1211804,CPAP/BIPAP OSA INIT/DAY  ," 3,997.00 ",
1211812,DEMO/EVAL INHALATION TX  , 388.00 ,
1211820,INH TX EA SUBSEQ TX/DAY  , 351.00 ,
1211838,INH TX INIT W VENT/DAY   , 397.00 ,
1211846,INH TX INITIAL EA DAY    , 397.00 ,
1211853,INH TX SUBSEQUENT W VENT , 351.00 ,
1211861,MANIPULAT CHEST WALL SUB , 359.00 ,
1211887,PULSE OX MULTI W EXERCISE, 433.00 ,
1211895,BRONCH W REMOVAL FB      ," 1,462.00 ",
1211903,TOBACCO COUNSELING >10MIN, 130.00 ,
1211911,SPIROMETRY               , 806.00 ,
1211929,TRACH TUBE CHG NO FISTULA, 615.00 ,
1211945,VENT SUBSEQ DAY INVASIVE ," 4,161.00 ",
1211952,VITAL CAPACITY TOTAL     , 204.00 ,
1211960,TOBACCO COUNSELING 3-10MN, 94.00 ,
1211978,INH TX CONTINOUS 1ST HR  , 330.00 ,
1211986,INH TX CONT EA ADD HR    , 300.00 ,
1220003,AIRWAY MANAGEMENT NC     , -   ,1
1220011,ARTERIAL LINE DRAW NC    , -   ,1
1220029,CLINICAL ROUNDS EA 20M NC, -   ,1
1220037,CPAP/BIPAP OSA SUB 12H NC, -   ,1
1220045,CPR NC                   , -   ,1
1220052,PEAK FLOW MEASUREMENT NC , -   ,1
1220060,RT ASSESSMENT COMPLETE NC, -   ,1
1220078,RT ASSESSMENT LIMITED NC , -   ,1
1220086,VENT INITIAL 12HR NC     , -   ,1
1220094,VENT SUBSEQUENT 12HR NC  , -   ,1
1220102,FLUTTER NC               , -   ,1
1220110,ACAPELLA NC              , -   ,1
1220137,MECHANIC CHEST WALL OSCIL, 307.00 ,
1220144,CPAP/BIPAP VNT SUB 12H NC, -   ,1
1230267,CANNULA TRACH INNER      , 29.00 ,
1230309,CATHETER                 , 36.00 ,
1231703,TRACH BUTTON             , 325.00 ,
1231760,BRONCH CYTO BRUSH 3MM    , 24.00 ,
1231778,BRONCH CYTO BRUSH 10MM   , 38.00 ,
1231786,BRONCH BX FORCEPS        , 192.00 ,
1240266,BRONCH BRONCHOSCOPY DX NC, -   ,1
1240274,BRONCH ALVEOLAR LAVAGE NC, -   ,1
1240282,BRONCH BRONCHOSCOPY DX NC, -   ,1
1240290,BRONCH W BX NEEDLE ASP NC, -   ,1
1240292,VIBRATORY PEP DEVICE NC  , -   ,1
1300003,PULMONARY FUNCTION       , -   ,1
1310150,BRNCHSPASM EVAL PRE/POST ," 1,426.00 ",
1310200,SPIROMETRY               , 806.00 ,
1310267,TEST CARDIOPULM EXERCISE ," 2,010.00 ",
1310408,BRNCHOSPASM PROVOCAT EVAL," 1,383.00 ",
1310705,MAXIMUM BREATHING CAP MVV, 270.00 ,
1310755,TEST PULMONARY STRESS    , 711.00 ,
1310804,PULSE OX SINGLE DETERMIN , 277.00 ,
1310853,O2 UPTAKE EXP GAS REST/EX," 1,287.00 ",
1311109,RESP FLOW VOLUME LOOP    , 558.00 ,
1311117,PLETHYSMOGRAPHY LUNG VOL ," 1,392.00 ",
1311125,GAS DILUTION LUNG VOLUME ," 1,114.00 ",
1311133,AIRWY RES PLSE OSCILLMTRY," 1,030.00 ",
1311141,DIFFUSING CAPACITY       , 971.00 ,
1311158,ARTERIAL PUNCTURE        , 246.00 ,
1311166,PULSE OX CONTIN OVERNIGHT," 2,148.00 ",
1311182,PULMONARY COMPLIANC STUDY, 270.00 ,
1311265,AEROSOL INH PENTAMIDIN TX, 838.00 ,
1311299,EXPIRED GAS COLLECT QUANT, 181.00 ,
1311307,HAST W O2 TITRATION      , 858.00 ,
1311315,HIGH ALTITUDE SIMULATION , 644.00 ,
1311349,O2 UPTAKE REST INDIRECT  ," 1,119.00 ",
1311356,PULSE OX MULTI W EXERCISE, 433.00 ,
1311364,TOBACCO COUNSELING >10MIN, 130.00 ,
1311380,VITAL CAPACITY TOTAL     , 204.00 ,
1311398,TOBACCO COUNSELING 3-10MN, 94.00 ,
1320001,PEAK FLOW MEASUREMENT NC , -   ,1
1400001,OP BURN TREATMENT        , -   ,3
1400003,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1401504,VISIT LEVEL 1 NEW PT     , 572.00 ,
1401512,VISIT LEVEL 1 NEW W PROC , 572.00 ,
1401520,VISIT LEVEL 2 NEW PT     , 689.00 ,
1401538,VISIT LEVEL 2 NEW W PROC , 689.00 ,
1401546,VISIT LEVEL 3 NEW PT     , 933.00 ,
1401553,VISIT LEVEL 3 NEW W PROC , 933.00 ,
1401561,VISIT LEVEL 4 NEW PT     ," 1,205.00 ",
1401579,VISIT LEVEL 4 NEW W PROC ," 1,205.00 ",
1401587,VISIT LEVEL 5 NEW PT     ," 1,537.00 ",
1401595,VISIT LEVEL 5 NEW W PROC ," 1,537.00 ",
1401603,VISIT LEVEL 1 EST PT     , 359.00 ,
1401611,VISIT LEVEL 1 EST W PROC , 359.00 ,
1401629,VISIT LEVEL 2 EST PT     , 455.00 ,
1401637,VISIT LEVEL 2 EST W PROC , 455.00 ,
1401645,VISIT LEVEL 3 EST PT     , 686.00 ,
1401652,VISIT LEVEL 3 EST W PROC , 686.00 ,
1401660,VISIT LEVEL 4 EST PT     , 989.00 ,
1401678,VISIT LEVEL 4 EST W PROC , 989.00 ,
1401686,VISIT LEVEL 5 EST PT     ," 1,288.00 ",
1401694,VISIT LEVEL 5 EST W PROC ," 1,288.00 ",
1403088,DRESSING INTERFACE 12X12 , 55.00 ,
1403096,DRESSING INTERFACE 12X24 , 59.00 ,
1403104,VASELINE GAUZE 3X9       , 32.00 ,
1403112,VASELINE GAUZE 6X36      , 55.00 ,
1403153,DRESSING XEROFORM 4X3    , 70.00 ,
1403161,DRESSING XEROFORM 5X9    , 64.00 ,
1403195,HYDROGEL(SAFGEL) 3OZ     , 28.00 ,
1403260,BURN NET 1X6             , 30.00 ,
1403278,BURN NET 8X24            , 46.00 ,
1403286,BURN NET 8X30            , 53.00 ,
1403294,TRAY SUTURE REMOVAL      , 38.00 ,
1403302,CA ALGINATE PACKING      , 30.00 ,
1403310,CA ALGINATE 4X5IN        , 260.00 ,
1403328,CLEARSITE 7X9 ADH        , 74.00 ,
1403435,HYDROCOLLOID 4X4         , 16.00 ,
1403450,OASIS WND MATRX PER SQ CM, 6.50 ,
1404110,BIOPSY SKIN SINGLE LESION, 416.00 ,
1404144,BIOPSY SKIN LESION EA ADD, 416.00 ,
1404151,TX BURN 1ST DEG INITIAL  , 495.00 ,
1404169,DRESS/DEBR BURN SMALL    , 303.00 ,
1404177,DRESS/DEBR BURN MEDIUM   , 328.00 ,
1404185,DRESS/DEBR BURN LARGE    , 363.00 ,
1404235,STRAPPING UNNA BOOT LT   , 292.00 ,
1404243,STRAPPING UNNA BOOT RT   , 292.00 ,
1404250,STRAPPING UNNA BOOT LT   , 292.00 ,
1404268,STRAPPING UNNA BOOT RT   , 292.00 ,
1404326,DEBR NON-SELECTIV SESSION, 275.00 ,
1404367,STRAPPING UNNA BOOT BIL  , 438.00 ,
1404466,CHEMICAL CAUTERIZ TISSUE , 317.00 ,
1404540,APPL LAYRED COMPRES BK LT, 265.00 ,
1404557,APPL LAYRED COMPRES BK RT, 265.00 ,
1404565,APPL LAYRD COMPRES BK BIL, 398.00 ,
1404566,AP SK LO GR T/A/L<100 1ST," 1,618.00 ",
1404567,AP SK LO GR T/A/L<100 ADD," 1,618.00 ",
1404568,AP SK LO GR T/A>=100 1ST ," 5,097.00 ",
1404569,AP SK LO GR T/A>=100 ADD ," 5,097.00 ",
1404570,AP SK LO GR F/N/G<100 1ST," 1,618.00 ",
1404571,AP SK LO GR F/N/G<100 ADD," 1,618.00 ",
1404572,AP SK LO GR F/N>=100 1ST ," 1,618.00 ",
1404573,AP SK LO GR F/N>=100 ADD ," 1,618.00 ",
1404574,AP SK HI GR T/A/L<100 1ST," 5,097.00 ",
1404575,AP SK HI GR T/A/L<100 ADD," 5,097.00 ",
1404576,AP SK HI GR T/A>=100 1ST ," 8,945.00 ",
1404577,AP SK HI GR T/A>=100 ADD ," 8,945.00 ",
1404578,AP SK HI GR F/N/G<100 1ST," 5,097.00 ",
1404579,AP SK HI GR F/N/G<100 ADD," 5,097.00 ",
1404580,AP SK HI GR F/N>=100 1ST ," 5,097.00 ",
1404581,AP SK HI GR F/N>=100 ADD ," 5,097.00 ",
1404582,GRAFIX C 2X3CM 949X-1234 ," 3,330.00 ",
1412106,ABRASION LESION SINGLE   , 225.00 ,
1412107,ABRASION LESIONS ADDTL   , 225.00 ,
1412108,APPLY CAST LONG ARM      , 292.00 ,
1412109,APPLY CAST LONG LEG      , 292.00 ,
1412110,APPLY CAST SHORT ARM     , 292.00 ,
1412111,APPLY CAST SHORT LEG     , 292.00 ,
1412112,APPLY SPLINT LONG ARM    , 187.00 ,
1412113,APPLY SPLINT SHORT LEG   , 295.00 ,
1412114,APPLY SPLINT SHRT ARM STC, 142.00 ,
1412115,BIOPSY SKIN LESION EA ADD, 418.00 ,
1412116,BIOPSY SKIN SINGLE LESION, 418.00 ,
1412117,CANCELLED APPT           , -   ,3
1412118,COURTESY VISIT           , -   ,3
1412119,I&D ABSCESS COMPLEX      , 752.00 ,
1412120,I&D ABSCESS SIMPLE       , 582.00 ,
1412121,I&D WOUND POSTOP COMPLEX ," 2,140.00 ",
1412122,MISSED APPOINTMENT       , -   ,3
1412123,NEG PRES WD NON DME>50 15, 305.00 ,
1412124,NEG PRES WD NON DME>50 30, 305.00 ,
1412125,NEG PRES WD NON DME>50 45, 305.00 ,
1412126,NEG PRES WD NON DME>50 60, 305.00 ,
1412127,NEG PRES WD NONDME<=50 15, 457.00 ,
1412128,NEG PRES WD NONDME<=50 30, 457.00 ,
1412129,NEG PRES WD NONDME<=50 45, 457.00 ,
1412130,NEG PRES WD NONDME<=50 60, 457.00 ,
1500008,IV THERAPY DEPT          , -   ,2
1510007,DIALYSIS DEPARTMENT      , -   ,2
1512052,HEMODIALY IP/NON ESRD OP ," 4,063.00 ",
1521061,APHERESIS PLATELETS      ," 7,732.00 ",
1521079,APHERESIS PLASM THERAPEUT," 7,732.00 ",
1522119,DIALYSIS OP ESRD EMER    ," 6,091.00 ",
1600006,OBSERVATION DEPARTMENT   , -   ,2
1605054,OBSERVATION PER HOUR     , 413.00 ,
1606052,OBSERVATION PER HOUR     , 400.00 ,
1610013,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1610021,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1610039,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1610047,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1610054,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1610062,IP/OBSV PSYCH SITTR/HR NC, -   ,1
1641059,OBSERVATION PER HOUR     , 357.00 ,
1642057,OBSERVATION PER HOUR     , 391.00 ,
1650001,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1650019,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1650027,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1650035,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1650043,TRANSFUS BLD/BLD COMP    ," 2,195.00 ",
1650050,TRANSFUS BLD/BLD COMP    ," 2,736.00 ",
1660018,DIRECT ADMISSION FOR OBSV, 754.00 ,
1660026,DIRECT ADMISSION FOR OBSV, 754.00 ,
1660034,DIRECT ADMISSION FOR OBSV, 754.00 ,
1660042,DIRECT ADMISSION FOR OBSV, 754.00 ,
1660059,DIRECT ADMISSION FOR OBSV, 754.00 ,
1670082,INF IV HYDRA INIT 31-60MN," 1,860.00 ",
1670090,INF IV HYDRAT EA ADD HR  , 484.00 ,
1670108,INF TX/DX/PRO INIT 1ST HR, 478.00 ,
1670116,INF TX/DX/PRO EA ADD HR  , 320.00 ,
1670124,INF TX/DX/PRO SEQ 1HR    , 987.00 ,
1670132,INF TX/DX CONCURRENT     , 484.00 ,
1670140,INJ TX/DX/PROPH SUBQ/IM  , 319.00 ,
1670157,INJ TX/DX/PRO IVPUSH INIT, 319.00 ,
1670165,INJ TX/DX/PRO IV PUSH SEQ, 319.00 ,
1670173,INJ TX/PRO/DX IVP SME DRG, 319.00 ,
1670181,INSERT CATH BLADDER      , 501.00 ,
1671072,INF IV HYDRA INIT 31-60MN," 1,792.00 ",
1671080,INF IV HYDRAT EA ADD HR  , 465.00 ,
1671098,INF TX/DX/PRO INIT 1ST HR, 461.00 ,
1671106,INF TX/DX/PRO EA ADD HR  , 309.00 ,
1671114,INF TX/DX/PRO SEQ 1HR    , 949.00 ,
1671122,INF TX/DX CONCURRENT     , 465.00 ,
1671130,INJ TX/DX/PROPH SUBQ/IM  , 308.00 ,
1671148,INJ TX/DX/PRO IVPUSH INIT, 308.00 ,
1671155,INJ TX/DX/PRO IV PUSH SEQ, 308.00 ,
1671163,INJ TX/PRO/DX IVP SME DRG, 308.00 ,
1671171,INSERT CATH BLADDER      , 458.00 ,
1672070,INF IV HYDRA INIT 31-60MN," 1,792.00 ",
1672088,INF IV HYDRAT EA ADD HR  , 465.00 ,
1672096,INF TX/DX/PRO INIT 1ST HR, 461.00 ,
1672104,INF TX/DX/PRO EA ADD HR  , 309.00 ,
1672112,INF TX/DX/PRO SEQ 1HR    , 949.00 ,
1672120,INF TX/DX CONCURRENT     , 465.00 ,
1672138,INJ TX/DX/PROPH SUBQ/IM  , 308.00 ,
1672146,INJ TX/DX/PRO IVPUSH INIT, 308.00 ,
1672153,INJ TX/DX/PRO IV PUSH SEQ, 308.00 ,
1672161,INJ TX/PRO/DX IVP SME DRG, 308.00 ,
1672179,INSERT CATH BLADDER      , 458.00 ,
1673078,INF IV HYDRA INIT 31-60MN," 1,792.00 ",
1673086,INF IV HYDRAT EA ADD HR  , 465.00 ,
1673094,INF TX/DX/PRO INIT 1ST HR, 461.00 ,
1673102,INF TX/DX/PRO EA ADD HR  , 309.00 ,
1673110,INF TX/DX/PRO SEQ 1HR    , 949.00 ,
1673128,INF TX/DX CONCURRENT     , 465.00 ,
1673136,INJ TX/DX/PROPH SUBQ/IM  , 308.00 ,
1673144,INJ TX/DX/PRO IVPUSH INIT, 308.00 ,
1673151,INJ TX/DX/PRO IV PUSH SEQ, 308.00 ,
1673169,INJ TX/PRO/DX IVP SME DRG, 308.00 ,
1673177,INSERT CATH BLADDER      , 458.00 ,
1674076,INF IV HYDRA INIT 31-60MN," 1,792.00 ",
1674084,INF IV HYDRAT EA ADD HR  , 465.00 ,
1674092,INF TX/DX/PRO INIT 1ST HR, 461.00 ,
1674100,INF TX/DX/PRO EA ADD HR  , 309.00 ,
1674118,INF TX/DX/PRO SEQ 1HR    , 949.00 ,
1674126,INF TX/DX CONCURRENT     , 465.00 ,
1674134,INJ TX/DX/PROPH SUBQ/IM  , 308.00 ,
1674142,INJ TX/DX/PRO IVPUSH INIT, 308.00 ,
1674159,INJ TX/DX/PRO IV PUSH SEQ, 308.00 ,
1674167,INJ TX/PRO/DX IVP SME DRG, 308.00 ,
1674175,INSERT CATH BLADDER      , 458.00 ,
1674209,TRANSFUS BLD/BLD COMP    ," 2,736.00 ",
1674234,NON OBV OIB HR NC        , -   ,1
1674236,NON OBV OIB HR NC        , -   ,1
1674237,NON OBV OIB HR NC        , -   ,1
1674244,CB NURSE/OBSERV SERVICES , 35.00 ,
1674245,I&D ABSCESS COMPLEX      ," 1,109.00 ",
1700004,NURSING SERVICES DEPT    , -   ,1
1702216,PACU STANDARD 1ST 30MIN  ," 1,009.00 ",
1702224,PACU STANDARD ADDL 15MIN , 225.00 ,
2000008,CARDIOLOGY DEPARTMENT    , -   ,1
2002061,ECG 12 LEAD TRACING ONLY , 655.00 ,
2002103,ECG 1-3 LEAD TRACING ONLY, 444.00 ,
2002319,CARDIOVAS STR TEST WO RX ," 3,140.00 ",
2002368,CARDIOVAS STR TEST W RX  ," 3,140.00 ",
2002376,CARDIOVAS STR TEST W RX  ," 3,140.00 ",
2002418,CARDIOVAS STR TEST W RX  ," 3,140.00 ",
2002475,ECG EXTRN TELE UPTO 30DAY," 2,706.00 ",
2002806,*HOLTER SCAN 48 HRS      , -   ,1
2003077,HOLTER SCN & RPRT <= 48HR," 2,908.00 ",
2003085,HOLTER RECRD ONLY <= 48HR," 1,977.00 ",
2003135,ECG PORTABLE PER TRIP NC , -   ,1
2003143,TILT TABLE EVALUATION    ," 1,898.00 ",
2020006,ECHOCARDIOLOGY DEPARTMENT, -   ,1
2022457,INJ FOR MICROBUBBLE STUDY, 327.00 ,
2022465,ECHO 2D COM WO CON WO DOP," 2,562.00 ",
2022473,ECHO 2D LTD WO CON       , 555.00 ,
2022564,TTE W/DOPPLER COMPLETE   ," 4,354.00 ",
2022572,TTE COMP W SPEC/CF W CON ," 4,354.00 ",
2022580,ECHO STR TEST COMP W ECG ," 4,707.00 ",
2022598,ECHO STR TST COMP ECG CON," 4,707.00 ",
2022663,ECHO TEE WO CON          ," 4,348.00 ",
2022762,DOP ECHO COMP STUDY ADDON, 880.00 ,
2022770,DOP ECHO LMTD STUDY ADDON, 554.00 ,
2022861,DOP ECHO COLOR FLOW ADDON, 563.00 ,
2023091,CARDIOVAS STR TEST W RX  ," 3,140.00 ",
2023109,ECHO STR TEST COMP W CON ," 4,707.00 ",
2023117,ECHO STR TEST COMP WO CON," 4,707.00 ",
2023125,CARDIOVAS STR TEST WO RX ," 3,140.00 ",
2023133,ECHO PORTABLE PER TRIP NC, -   ,1
2023134,US GUIDED PERICARDIOCENT , 491.00 ,
2300002,NEURO MUSC DEPARTMENT    , -   ,1
2302065,NEEDLE EMG 1 EXTREMITY   , 454.00 ,
2302115,NEEDLE EMG 2 EXTREMITIES , 639.00 ,
2302164,NEEDLE EMG 3 EXTREMITIES , 792.00 ,
2302214,NEEDLE EMG 4 EXTREMITIES , 901.00 ,
2302222,MUSC TST W/NRV CON LTD EA, 338.00 ,
2302230,MUSC TST W/NRV CON CMP EA, 338.00 ,
2302248,SOMATOSEN TST UP/LW EXTRM," 1,615.00 ",
2302388,NCV SENSORY ARRAY EA LIMB, 178.00 ,
2302578,BLINK REFLEX TEST        , 189.00 ,
2302586,NEUROMSC JNCT TST EA NRVE, 275.00 ,
2302594,NERVE CONDUCT 1-2 STUDIES, 433.00 ,
2302602,NERVE CONDUCT 3-4 STUDIES, 554.00 ,
2302610,NERVE CONDUCT 5-6 STUDIES, 657.00 ,
2302628,NERVE CONDUCT 7-8 STUDIES, 865.00 ,
2302636,NERVE CONDUCT9-10 STUDIES," 1,038.00 ",
2302644,NERVE CONDUCT11-12STUDIES," 1,150.00 ",
2302651,NERVE CONDUCT>=13 STUDIES," 1,315.00 ",
2700003,PHYSICAL THERAPY DEPT IP , -   ,1
2710226,PT E-STIM ATTEND EA 15   , 95.00 ,
2711067,PT MNGMT WHEELCHAIR EA 15, 95.00 ,
2711224,PT EXERCISE THR EA 15    , 95.00 ,
2711240,PT TRN SLF CARE/HME EA 15, 95.00 ,
2711265,PT THR ACTIVITY EA 15    , 95.00 ,
2711471,PT TRAINING GAIT EA 15   , 95.00 ,
2711513,PT THERAPY GROUP 30      , 112.00 ,
2711521,PT THERAPY GROUP 45      , 168.00 ,
2711547,PT THERAPY GROUP 60      , 224.00 ,
2711562,PT THERAPY GROUP 15      , 56.00 ,
2711661,PT THERAPY MANUAL EA 15  , 95.00 ,
2711711,PT RE-ED NEUROMSCL EA 15 , 95.00 ,
2711810,PT MGT/TRN ORTHO INI EA15, 95.00 ,
2711919,PT TRAIN PROSTH INI EA 15, 95.00 ,
2712115,PT ULTRASOUND EA 15      , 95.00 ,
2712263,PT MC EVALUATION INI 30  , 160.00 ,
2712271,PT MC EVALUATION ADD 15  , 50.00 ,
2712289,PT MC THERAPY COMBO INI30, 189.00 ,
2712297,PT MC THERAPY COMBO ADD15, 95.00 ,
2714004,PT MC RE-EVAL INI 30     , 160.00 ,
2714012,PT MC RE-EVAL ADD 15     , 50.00 ,
2714020,PT MC COM/WK REINT INI 30, 189.00 ,
2714038,PT MC COM/WK REINT ADD 15, 95.00 ,
2714061,PT MC E-STIM ATTND INI 30, 189.00 ,
2714079,PT MC E-STIM ATTND ADD 15, 95.00 ,
2714087,PT MC E-STIM UNATT INI 30, 132.00 ,
2714095,PT MC E-STIM UNATT ADD 15, 66.00 ,
2714103,PT MC EXERCISE THR INI 30, 189.00 ,
2714111,PT MC EXERCISE THR ADD 15, 95.00 ,
2714129,PT MC GAIT TRAIN INI 30  , 189.00 ,
2714137,PT MC GAIT TRAIN ADD 15  , 95.00 ,
2714160,PT MC IONTOPHORES INI 30 , 189.00 ,
2714178,PT MC IONTOPHORES ADD 15 , 95.00 ,
2714186,PT MC MANUAL THR INI 30  , 189.00 ,
2714194,PT MC MANUAL THR ADD 15  , 95.00 ,
2714202,PT MC NEUROMSCL ED INI 30, 189.00 ,
2714210,PT MC NEUROMSCL ED ADD 15, 95.00 ,
2714244,PT MC ORTH FIT/TRN INI 30, 189.00 ,
2714251,PT MC ORTH FIT/TRN ADD 15, 95.00 ,
2714269,PT MC PROSTHTC TRN INI 30, 189.00 ,
2714277,PT MC PROSTHTC TRN ADD 15, 95.00 ,
2714285,PT MC SLF CARE/HME INI 30, 189.00 ,
2714293,PT MC SLF CARE/HME ADD 15, 95.00 ,
2714301,PT MC THR ACTVTY INI 30  , 189.00 ,
2714319,PT MC THR ACTIVITY ADD 15, 95.00 ,
2714327,PT MC ULTRASOUND INI 30  , 189.00 ,
2714335,PT MC ULTRASOUND ADD 15  , 95.00 ,
2714343,PT MC VASOPN TX INI 30   , 189.00 ,
2714350,PT MC VASOPN TX ADD 15   , 95.00 ,
2714368,PT MC WHEELCHR TRN INI 30, 189.00 ,
2714376,PT MC WHEELCHR TRN ADD 15, 95.00 ,
2720167,PT NON-CPT INSTRUCT 15 NC, -   ,1
2720191,PT STUDENT PRODUCT/DAY NC, -   ,1
2731107,GLOVE ISOTONER           , 39.00 ,
2734614,BRACE D RNG/WRIST        , 72.00 ,
2734622,BRACE D RNG/THUMB        , 72.00 ,
2734630,WRAP WRIST BENIK         , 41.00 ,
2734648,WRAP WRIST/THUMB         , 46.00 ,
2739993,MISCELLANEOUS SUPPLY PT  , -   ,1
2740009,PT ATTEN CURRENT CH      , 0.01 ,
2740017,PT ATTEN CURRENT CI      , 0.01 ,
2740025,PT ATTEN CURRENT CJ      , 0.01 ,
2740033,PT ATTEN CURRENT CK      , 0.01 ,
2740041,PT ATTEN CURRENT CL      , 0.01 ,
2740058,PT ATTEN CURRENT CM      , 0.01 ,
2740066,PT ATTEN CURRENT CN      , 0.01 ,
2740074,PT ATTEN D/C STATUS CH   , 0.01 ,
2740082,PT ATTEN D/C STATUS CI   , 0.01 ,
2740090,PT ATTEN D/C STATUS CJ   , 0.01 ,
2740108,PT ATTEN D/C STATUS CK   , 0.01 ,
2740116,PT ATTEN D/C STATUS CL   , 0.01 ,
2740124,PT ATTEN D/C STATUS CM   , 0.01 ,
2740132,PT ATTEN D/C STATUS CN   , 0.01 ,
2740140,PT ATTEN GOAL STATUS CH  , 0.01 ,
2740157,PT ATTEN GOAL STATUS CI  , 0.01 ,
2740165,PT ATTEN GOAL STATUS CJ  , 0.01 ,
2740173,PT ATTEN GOAL STATUS CK  , 0.01 ,
2740181,PT ATTEN GOAL STATUS CL  , 0.01 ,
2740199,PT ATTEN GOAL STATUS CM  , 0.01 ,
2740207,PT ATTEN GOAL STATUS CN  , 0.01 ,
2740215,PT BODY POS CURRENT CH   , 0.01 ,
2740223,PT BODY POS CURRENT CI   , 0.01 ,
2740231,PT BODY POS CURRENT CJ   , 0.01 ,
2740249,PT BODY POS CURRENT CK   , 0.01 ,
2740256,PT BODY POS CURRENT CL   , 0.01 ,
2740264,PT BODY POS CURRENT CM   , 0.01 ,
2740272,PT BODY POS CURRENT CN   , 0.01 ,
2740280,PT BODY POS D/C STATUS CH, 0.01 ,
2740298,PT BODY POS D/C STATUS CI, 0.01 ,
2740306,PT BODY POS D/C STATUS CJ, 0.01 ,
2740314,PT BODY POS D/C STATUS CK, 0.01 ,
2740322,PT BODY POS D/C STATUS CL, 0.01 ,
2740330,PT BODY POS D/C STATUS CM, 0.01 ,
