Procedure ID,Procedure,Charge
CDM10227,TRANSFER OF SKIN FLAP TO EYELIDS NOSE EARS OR LIPS,3439
CDM10228,CREATION OF FLAP GRAFT TO NOSE FOREHEAD TEMPLE OR SCALP,6261.72998
CDM10229,CREATION OF FLAP GRAFT TO HEAD AND/OR NECK,6776.200195
CDM10230,CREATION OF SKIN FAT AND MUSCLE GRAFT,6554
CDM10231,SCRAPING OF SKIN GROWTH,1414
CDM10232,CHEMICAL PEEL OF SKIN OF FACE,382.7999878
CDM10233,REMOVAL OF EXCESSIVE SKIN OF LOWER EYELID,3816
CDM10234,REMOVAL OF EXCESSIVE SKIN OF LOWER EYELID AND FAT AROUND EYE,5463
CDM10235,REMOVAL OF EXCESSIVE SKIN OF UPPER EYELID,4402
CDM10236,REMOVAL OF EXCESSIVE SKIN AND TISSUE BENEATH THE SKIN OF THIGH,5643
CDM10237,REMOVAL OF SUTURES UNDER ANESTHESIA BY OTHER SURGEON,3711
CDM10238,DRESSING CHANGE UNDER ANESTHESIA,659.0300293
CDM10239,SUCTION ASSISTED REMOVAL OF FAT FROM TRUNK,6554
CDM10240,SUCTION ASSISTED REMOVAL OF FAT FROM LEG,6554
CDM10241,FIRST DEGREE BURN TREATMENT,425
CDM10242,DRESSING CHANGE AND/OR REMOVAL OF BURN TISSUE (LESS THAN 5% TOTAL BODY SURFACE),425
CDM10243,DRESSING CHANGE AND/OR REMOVAL OF BURN TISSUE (5% TO 10% TOTAL BODY SURFACE),866
CDM10244,DRESSING CHANGE AND/OR REMOVAL OF BURN TISSUE (GREATER THAN 10% TOTAL BODY SURFACE),1047
CDM10245,INCISION OF BURN TISSUE,1445
CDM10246,INCISION OF BURN TISSUE,282
CDM10247,DESTRUCTION OF SKIN GROWTH,425
CDM10248,DESTRUCTION OF 214 SKIN GROWTHS,41
CDM10249,DESTRUCTION OF 15 OR MORE SKIN GROWTHS,378
CDM10250,DESTRUCTION OF SKIN GROWTH (LESS THAN 10 SQ CENTIMETERS),886
CDM10251,DESTRUCTION OF SKIN GROWTH (10.0 TO 50.0 SQ CENTIMETERS),1159
CDM10252,DESTRUCTION OF UP TO 14 SKIN GROWTHS,1057
CDM10253,DESTRUCTION OF 15 OR MORE SKIN GROWTHS,425
CDM10254,APPLICATION OF CHEMICAL AGENT TO EXCESSIVE WOUND TISSUE,425
CDM10255,DESTRUCTION OF MALIGNANT GROWTH (0.5 CENTIMETERS OR LESS) OF TRUNK ARMS OR LEGS,213
CDM10256,DESTRUCTION OF MALIGNANT GROWTH (0.6 TO 1.0 CENTIMETERS) OF TRUNK ARMS OR LEGS,271
CDM10257,DESTRUCTION OF MALIGNANT GROWTH (1.1 TO 2.0 CENTIMETERS) OF TRUNK ARMS OR LEGS,301
CDM10258,DESTRUCTION OF MALIGNANT GROWTH (2.1 TO 3.0 CENTIMETERS) OF TRUNK ARMS OR LEGS,476
CDM10259,DESTRUCTION OF MALIGNANT GROWTH (3.1 TO 4.0 CENTIMETERS) OF TRUNK ARMS OR LEGS,886
CDM10260,DESTRUCTION OF MALIGNANT GROWTH (OVER 4.0 CENTIMETERS) OF TRUNK ARMS OR LEGS,886
CDM10261,DESTRUCTION OF MALIGNANT GROWTH (0.5 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,467
CDM10262,DESTRUCTION OF MALIGNANT GROWTH (0.6 TO 1.0 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,467
CDM10263,DESTRUCTION OF MALIGNANT GROWTH (1.1 TO 2.0 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,244
CDM10264,DESTRUCTION OF MALIGNANT GROWTH (2.1 TO 3.0 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,755
CDM10265,DESTRUCTION OF MALIGNANT GROWTH (3.1 TO 4.0 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,886
CDM10266,DESTRUCTION OF MALIGNANT GROWTH (OVER 4.0 CENTIMETERS) OF SCALP NECK HANDS FEET OR GENITALS,886
CDM10267,DESTRUCTION OF MALIGNANT GROWTH (0.5 CENTIMETERS OR LESS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,244
CDM10268,DESTRUCTION OF MALIGNANT GROWTH (0.6 TO 1.0 CENTIMETERS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,378
CDM10269,DESTRUCTION OF MALIGNANT GROWTH (1.1 TO 2.0 CENTIMETERS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,467
CDM10270,DESTRUCTION OF MALIGNANT GROWTH (2.1 TO 3.0 CENTIMETERS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,584
CDM10271,DESTRUCTION OF MALIGNANT GROWTH (3.1 TO 4.0 CENTIMETERS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,680
CDM10272,DESTRUCTION OF MALIGNANT GROWTH (OVER 4.0 CENTIMETERS) OF FACE EARS EYELIDS NOSE LIPS OR MOUTH,1159
CDM10273,REMOVAL AND MICROSCOPIC EXAMINATION OF GROWTH OF THE HEAD NECK HANDS FEET OR GENITALS (FIRST STAGE UP TO 5 TISSUE BLOCKS),1879
CDM10274,REMOVAL AND MICROSCOPIC EXAMINATION OF GROWTH OF THE HEAD NECK HANDS FEET OR GENITALS,1119
CDM10275,REMOVAL AND MICROSCOPIC EXAMINATION OF GROWTH OF THE TRUNK ARMS OR LEGS (FIRST STAGE UP TO 5 TISSUE BLOCKS),886
CDM10276,REMOVAL AND MICROSCOPIC EXAMINATION OF GROWTH OF THE TRUNK ARMS OR LEGS,643
CDM10277,REMOVAL AND MICROSCOPIC EXAMINATION OF GROWTH OF THE TRUNK ARMS OR LEGS,182
CDM10278,CHEMICAL TREATMENT OF ACNE,149
CDM10279,CHEMICAL TREATMENT OF ACNE,425
CDM10280,ASPIRATION OF BREAST CYST,2665
CDM10281,PUNCTURE ASPIRATION OF BREAST CYST,846
CDM10282,DRAINAGE OF BREAST ABSCESS,3224
CDM10283,INJECTION FOR XRAY IMAGING OF BREAST DUCT,1154
CDM10284,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH STEREOTACTIC GUIDANCE,7808
CDM10285,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH STEREOTACTIC GUIDANCE,3928
CDM10286,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH ULTRASOUND GUIDANCE,3224
CDM10287,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH ULTRASOUND GUIDANCE,1608
CDM10288,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH MRI GUIDANCE,3224
CDM10289,BIOPSY OF BREAST ACCESSED THROUGH THE SKIN WITH MRI GUIDANCE,2901
CDM10290,NEEDLE BIOPSY OF BREAST,3224
CDM10291,BIOPSY OF BREAST OPEN PROCEDURE,6709
CDM10292,REMOVAL OF 1 OR MORE BREAST GROWTH OPEN PROCEDURE,6709
CDM10293,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH MAMMOGRAPHIC GUIDANCE,1522
CDM10294,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH MAMMOGRAPHIC GUIDANCE,451
CDM10295,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH STEREOTACTIC GUIDANCE,1366
CDM10296,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH STEREOTACTIC GUIDANCE,222
CDM10297,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH ULTRASOUND GUIDANCE,3637
CDM10298,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH ULTRASOUND GUIDANCE,669
CDM10299,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH MRI GUIDANCE,1484
CDM10300,PLACEMENT OF BREAST LOCALIZATION DEVICES ACCESSED THROUGH THE SKIN WITH MRI GUIDANCE,1179
CDM10301,INSERTION OF CATHETER INTO BREAST FOR RADIATION THERAPY USING IMAGING GUIDANCE,12213
CDM10302,INSERTION OF CATHETER INTO BREAST FOR RADIATION THERAPY CONCURRENT WITH PARTIAL BREAST REMOVAL USING IMAGING GUIDANCE,5759
CDM10303,INSERTION OF CATHETERS INTO BREAST FOR RADIATION THERAPY WITH OR AFTER BREAST REMOVAL USING IMAGING GUIDANCE,11525
CDM10304,REMOVAL OF INTACT BREAST IMPLANT,6248.700195
CDM10305,RECONSTRUCTION OF NIPPLE OR AREA AROUND NIPPLE,4512
CDM10306,REVISION OF RECONSTRUCTED BREAST,2901
CDM10307,INCISION AND DRAINAGE OF SOFT TISSUE ABSCESS,1910
CDM10308,EXPLORATION OF PENETRATING WOUND OF NECK,8359
CDM10309,EXPLORATION OF PENETRATING WOUND OF CHEST,3251
CDM10310,EXPLORATION OF PENETRATING WOUND OF ABDOMEN FLANK OR BACK,3300
CDM10311,EXPLORATION OF PENETRATING WOUND OF ARM OR LEG,3784
CDM10312,REMOVAL OF GROWTH PLATE,6613
CDM10313,BIOPSY MUSCLE; SUPERFICIAL,2901
CDM10314,DEEP BIOPSY OF MUSCLE,5812
CDM10315,NEEDLE BIOPSY OF MUSCLE ACCESSED THROUGH THE SKIN,1899
CDM10316,BIOPSY OF BONE USING NEEDLE OR TROCAR,2901
CDM10317,DEEP BIOPSY OF BONE USING NEEDLE OR TROCAR,4805
CDM10318,BIOPSY  BONE  OPEN; DEEP (E.G. HUMERAL SHAFT  ISCHIUM  FEMORAL SHAFT),6987
CDM10319,INJECTION OF ABNORMAL MUSCLE DRAINAGE TRACT FOR XRAY STUDY,127
CDM10320,REMOVAL OF FOREIGN BODY IN MUSCLE OR TENDON,3003
CDM10321,REMOVAL OF DEEP FOREIGN BODY IN MUSCLE OR TENDON,5643
CDM10322,INJECTION OF CARPAL TUNNEL,521
CDM10323,INJECTIONS OF TENDON SHEATH LIGAMENT OR MUSCLE MEMBRANE,595
CDM10324,INJECTIONS OF TENDON ATTACHMENT TO BONE,528
CDM10325,INJECTIONS OF TRIGGER POINTS IN 1 OR 2 MUSCLES,984
CDM10326,INJECTIONS OF TRIGGER POINTS IN 3 OR MORE MUSCLES,768
CDM10327,INSERTION OF NEEDLES OR CATHETERS INTO MUSCLE AND/OR TISSUE FOR RADIATION THERAPY,6011
CDM10328,ASPIRATION AND/OR INJECTION OF SMALL JOINT OR JOINT CAPSULE,595
CDM10329,ASPIRATION AND/OR INJECTION OF SMALL JOINT OR JOINT CAPSULE,595
CDM10330,ASPIRATION AND/OR INJECTION OF SMALL JOINT OR JOINT CAPSULE,595
CDM10331,ASPIRATION AND/OR INJECTION OF SMALL JOINT OR JOINT CAPSULE,595
CDM10332,ASPIRATION AND/OR INJECTION OF SMALL JOINT OR JOINT CAPSULE WITH RECORDING AND REPORTING USING ULTRASOUND GUIDANCE,1043
CDM10333,ASPIRATION AND/OR INJECTION OF MEDIUM JOINT OR JOINT CAPSULE,600
CDM10334,ASPIRATION AND/OR INJECTION OF MEDIUM JOINT OR JOINT CAPSULE,600
CDM10335,ASPIRATION AND/OR INJECTION OF MEDIUM JOINT OR JOINT CAPSULE,600
CDM10336,ASPIRATION AND/OR INJECTION OF INTERMEDIATE JOINT OR JOINT CAPSULE WITH RECORDING AND REPORTING USING ULTRASOUND GUIDANCE,1437
CDM10337,ASPIRATION AND/OR INJECTION OF INTERMEDIATE JOINT OR JOINT CAPSULE WITH RECORDING AND REPORTING USING ULTRASOUND GUIDANCE,1437
CDM10338,ASPIRATION AND/OR INJECTION OF LARGE JOINT OR JOINT CAPSULE,1012
CDM10339,ASPIRATION AND/OR INJECTION OF LARGE JOINT OR JOINT CAPSULE,1012
CDM10340,ASPIRATION AND/OR INJECTION OF LARGE JOINT OR JOINT CAPSULE,1012
CDM10341,ASPIRATION AND/OR INJECTION OF LARGE JOINT OR JOINT CAPSULE,1012
CDM10342,ASPIRATION AND/OR INJECTION OF LARGE JOINT OR JOINT CAPSULE,1012
CDM10343,ASPIRATION AND/OR INJECTION OF MAJOR JOINT OR JOINT CAPSULE WITH RECORDING AND REPORTING USING ULTRASOUND GUIDANCE,1342
CDM10344,ASPIRATION AND/OR INJECTION OF MAJOR JOINT OR JOINT CAPSULE WITH RECORDING AND REPORTING USING ULTRASOUND GUIDANCE,1342
CDM10345,ASPIRATION AND/OR INJECTION OF CYSTS,595
CDM10346,ASPIRATION AND INJECTION TREATMENT OF BONE CYST,3447
CDM10347,INSERTION AND REMOVAL OF WIRE OR PIN WITH BONE TRACTION,6011
CDM10348,APPLICATION OF CRANIAL TONGS (STABILIZATION DEVICE FOR SKULL),3144
CDM10349,REMOVAL OF CRANIAL TONGS OR HALO (STABILIZATION DEVICE FOR SKULL),815
CDM10350,REMOVAL OF BONE IMPLANT,4512
CDM10351,REMOVAL OF DEEP BONE IMPLANT,8359
CDM10352,APPLICATION OF MULTIPLANE (PINS OR WIRES IN MORE THAN 1 PLANE) UNILATERAL  EXTERNAL FIXATION WITH STEREOTACTIC COMPUTERASSISTED ADJUSTMENT,8359
CDM10353,TISSUE GRAFT,2901
CDM10354,INSERTION OF DEVICE TO MONITOR MUSCLE COMPARTMENT FLUID PRESSURE,2205
CDM10355,REMOVAL OF (LESS THAN 2 CENTIMETER) TISSUE GROWTH BENEATH THE SKIN OF FACE AND SCALP,1899
CDM10356,REMOVAL OF (2 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN OF FACE AND SCALP,2901
CDM10357,REMOVAL OF (LESS THAN 2 CENTIMETERS) MUSCLE GROWTH OF FACE AND SCALP,1899
CDM10358,REMOVAL OF (2 CENTIMETERS OR GREATER) MUSCLE GROWTH OF FACE AND SCALP,2901
CDM10359,REMOVAL OF (LESS THAN 2 CENTIMETERS) SOFT TISSUE GROWTH OF FACE OR SCALP,5114
CDM10360,IMPRESSION AND CUSTOM PREPARATION OF ORAL SURGICAL SPLINT,2901
CDM10361,INCISION AND REPAIR OF BONY DEFECT OF CHEEK BONE INCLUDING BONY SEGMENT REDUCTION,2244
CDM10362,OBTAINING EAR CARTILAGE FOR GRAFTING,5114
CDM10363,REATTACHMENT OF NASAL AND EYE SOCKET LIGAMENT,2901
CDM10364,CLOSED TREATMENT OF BROKEN NASAL BONE,541
CDM10365,CLOSED TREATMENT OF BROKEN NASAL BONE,3279
CDM10366,CLOSED TREATMENT OF BROKEN NASAL BONE WITH STABILIZATION,2901
CDM10367,CLOSED TREATMENT OF NASAL CARTILAGE DIVIDING NASAL PASSAGES,5298
CDM10368,CLOSED TREATMENT OF BROKEN EYE SOCKET BONE,1494
CDM10369,CLOSED TREATMENT OF BROKEN JAW OR CHEEK BONE,5298
CDM10370,CLOSED TREATMENT OF BROKEN JAW BONE,2783
CDM10371,CLOSED TREATMENT OF BROKEN JAW BONE WITH MANIPULATION,3853
CDM10372,CLOSED TREATMENT OF JAW TEMPOROMANDIBULAR JOINT (TMJ) DISLOCATION,541
CDM10373,INCISION AND DRAINAGE OF ABSCESS OR BLOOD ACCUMULATION IN SOFT TISSUES OF NECK OR CHEST,2901
CDM10374,BIOPSY OF SOFT TISSUE OF NECK OR CHEST,2400
CDM10375,REMOVAL OF (3 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN OF NECK OR FRONT OF CHEST,4236
CDM10376,REMOVAL OF (5 CENTIMETERS OR GREATER) MUSCLE GROWTH OF NECK OR FRONT OF CHEST,5963
CDM10377,REMOVAL OF (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN OF NECK OR FRONT OF CHEST,3218
CDM10378,REMOVAL OF (LESS THAN 5 CENTIMETERS) MUSCLE GROWTH OF NECK OR FRONT OF CHEST,2901
CDM10379,CLOSED TREATMENT OF BROKEN CHEST BONE,839
CDM10380,NECK OR CHEST PROCEDURE,3663
CDM10381,BIOPSY OF TISSUE OF BACK OR FLANK,3224
CDM10382,REMOVAL (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN OF BACK OR FLANK,2244
CDM10383,REMOVAL (3 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN OF BACK OR FLANK,2901
CDM10384,REMOVAL (LESS THAN 5 CENTIMETERS) MUSCLE GROWTH OF BACK OR FLANK,2901
CDM10385,REMOVAL (5 CENTIMETERS OR GREATER) MUSCLE GROWTH OF BACK OR FLANK,2901
CDM10386,CLOSED TREAT SPINE PROCESS FX,1222
CDM10387,INSERTION OF DEVICE INTO INTERVERTEBRAL DISC SPACE OF SPINE AND FUSION OF VERTEBRAE,885
CDM10388,INSERTION OF DEVICE INTO GAP LEFT BY REMOVAL OF PART OF VERTEBRA AND FUSION OF VERTEBRAE,1146
CDM10389,INSERTION OF DEVICE INTO GAP LEFT BY REMOVAL OF PART OF VERTEBRA,1146
CDM10390,INSERTION OF STABILIZING OR SEPARATING DEVICE INTO LOWER SPINE AT SINGLE LEVEL WITH OPEN DECOMPRESSION,35579
CDM10391,INSERTION OF STABILIZING OR SEPARATING DEVICE INTO LOWER SPINE AT ADDITIONAL LEVEL WITH OPEN DECOMPRESSION,8898
CDM10392,INSERTION OF STABILIZING OR SEPARATING DEVICE INTO LOWER SPINE AT SINGLE LEVEL,35579
CDM10393,INSERTION OF STABILIZING OR SEPARATING DEVICE INTO LOWER SPINE AT SECOND LEVEL,5185
CDM10394,UNLISTED PROCEDURE  SPINE,2901
CDM10395,REMOVAL (LESS THAN 5 CENTIMETERS) MUSCLE GROWTH IN ABDOMINAL WALL,5643
CDM10396,REMOVAL (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN IN ABDOMINAL WALL,3224
CDM10397,REMOVAL (3 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN IN ABDOMINAL WALL,2901
CDM10398,BIOPSY OF TISSUE OF SHOULDER AREA,2901
CDM10399,REMOVAL (3 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN OF SHOULDER AREA,4315
CDM10400,REMOVAL (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN OF SHOULDER AREA,2901
CDM10401,REMOVAL (LESS THAN 5 CENTIMETERS) MUSCLE GROWTH OF SHOULDER AREA,5643
CDM10402,REMOVAL OF FOREIGN BODY OF SHOULDER JOINT ACCESSED BENEATH THE SKIN,1910
CDM10403,INJECTION OF DYE FOR XRAY IMAGING OF SHOULDER JOINT,285
CDM10404,CLOSED TREATMENT OF COLLAR BONE FRACTURE,1553
CDM10405,CLOSED TREATMENT OF COLLAR BONE BROKEN WITH MANIPULATION,3144
CDM10406,CLOSED TREATMENT OF DISLOCATION JOINT BETWEEN COLLAR AND CHEST BONES,3144
CDM10407,CLOSED TREATMENT OF DISLOCATION OF JOINT BETWEEN COLLAR AND CHEST BONES WITH MANIPULATION,4647
CDM10408,CLOSED TREATMENT OF COLLAR BONE AND SHOULDER JOINT DISLOCATION,1380
CDM10409,CLOSED TREATMENT OF COLLAR BONE AND SHOULDER JOINT DISLOCATION WITH MANIPULATION,1997
CDM10410,CLOSED TREATMENT OF SHOULDER BLADE FRACTURE,744
CDM10411,CLOSED TREATMENT OF BROKEN SHOULDER BLADE WITH MANIPULATION,3144
CDM10412,CLOSED TREATMENT OF UPPER ARM FRACTURE,2067
CDM10413,CLOSED TREATMENT OF BROKEN UPPER ARM BONE WITH MANIPULATION,3144
CDM10414,CLOSED TREATMENT OF FRACTURE OF UPPER ARM BONE AT SHOULDER JOINT,797
CDM10415,CLOSED TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER JOINT WITH MANIPULATION,3144
CDM10416,CLOSED TREATMENT OF SHOULDER DISLOCATION WITH MANIPULATION,3554
CDM10417,CLOSED TREATMENT OF SHOULDER DISLOCATION AND BROKEN OF UPPER ARM BONE WITH MANIPULATION,3144
CDM10418,CLOSED TREATMENT OF SHOULDER DISLOCATION AND BROKEN UPPER ARM BONE WITH MANIPULATION,3144
CDM10419,OTHER UNLISTED PROCEDURE  SHOULDER,646
CDM10420,DRAINAGE OF ABSCESS OR BLOOD ACCUMULATION AT UPPER ARM OR ELBOW,4411
CDM10421,DRAINAGE OF FLUIDFILLED SAC (BURSA) OF UPPER ARM OR ELBOW,3224
CDM10422,BIOPSY OF SOFT TISSUE OF UPPER ARM OR ELBOW,3224
CDM10423,EXCISION  TUMOR  SOFT TISSUE OF UPPER ARM OR ELBOW AREA  SUBFASCIAL (E.G. INTRAMUSCULAR); 5 CM OR GREATER,6360
CDM10424,REMOVAL (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN OF UPPER ARM OR ELBOW,2901
CDM10425,REMOVAL (LESS THAN 5 CENTIMETERS) MUSCLE GROWTH OF UPPER ARM OR ELBOW,2901
CDM10426,REMOVAL (LESS THAN 5 CENTIMETERS) TISSUE GROWTH OF UPPER ARM OR ELBOW,5643
CDM10427,EXCISION  OLECRANON BURSA,6003
CDM10428,REMOVAL OF FOREIGN BODY OF UPPER ARM OR ELBOW AREA ACCESSED BENEATH THE SKIN,3599
CDM10429,INJECTION OF DYE FOR XRAY IMAGING OF ELBOW JOINT,207
CDM10430,INCISION OF TENDON TO REPAIR ELBOW JOINT ACCESSED THROUGH THE SKIN,6132
CDM10431,CLOSED TREATMENT OF UPPER ARM FRACTURE,2219
CDM10432,CLOSED TREATMENT OF BROKEN UPPER ARM BONE WITH MANIPULATION,3144
CDM10433,CLOSED TREATMENT OF GROWTH PLATE OR BROKEN UPPER ARM BONE AT ELBOW,2404
CDM10434,CLOSED TREATMENT OF GROWTH PLATE OR BROKEN UPPER ARM BONE AT ELBOW WITH MANIPULATION,3144
CDM10435,CLOSED TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER,2000
CDM10436,CLOSED TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER WITH MANIPULATION,3384
CDM10437,CLOSED TREATMENT OF BROKEN UPPER ARM BONE AT SHOULDER JOINT,2101
CDM10438,CLOSED TREATMENT OF BROKEN OF UPPER ARM BONE AT SHOULDER WITH MANIPULATION,3144
CDM10439,TREATMENT OF ELBOW DISLOCATION,1037
CDM10440,CLOSED TREATMENT OF BROKEN AND DISLOCATED FOREARM BONES AT ELBOW WITH MANIPULATION,4187
CDM10441,CLOSED TREATMENT OF DISLOCATED FOREARM BONE OF ELBOW CHILD,549
CDM10442,CLOSED TREATMENT OF BROKEN FOREARM BONE AT ELBOW,1636
CDM10443,CLOSED TREATMENT OF BROKEN FOREARM BONE AT ELBOW WITH MANIPULATION,3816
CDM10444,CLOSED TREATMENT OF BROKE FOREARM BONE AT ELBOW,819
CDM10445,CLOSED TREATMENT OF BROKEN FOREARM BONE AT ELBOW WITH MANIPULATION,3144
CDM10446,OTHER UNLISTED PROCEDURE  HUMERUS OR ELBOW,646
CDM10447,BIOPSY OF TISSUE OF FOREARM AND/OR WRIST,3224
CDM10448,REMOVAL (3 CENTIMETERS OR GREATER) TISSUE GROWTH BENEATH THE SKIN AT FOREARM AND/OR WRIST,2901
CDM10449,REMOVAL (LESS THAN 3 CENTIMETERS) TISSUE GROWTH BENEATH THE SKIN AT FOREARM AND/OR WRIST,2901
CDM10450,REMOVAL (LESS THAN 3 CENTIMETERS) MUSCLE GROWTH AT FOREARM AND/OR WRIST,3224
CDM10451,PARTIAL REMOVAL OF FOREARM BONE,6613
CDM10452,INJECTION OF DYE FOR XRAY IMAGING OF WRIST JOINT,280
CDM10453,REPAIR OF TENDON OR MUSCLE OF FOREARM AND/OR WRIST,6003
CDM10454,CLOSED TREATMENT OF BROKEN FOREARM BONE,1645
CDM10455,CLOSED TREATMENT OF BROKEN FOREARM BONE WITH MANIPULATION,3144
CDM10456,CLOSED TREATMENT OF BROKEN FOREARM AND DISLOCATED WRIST BONES,3655
CDM10457,CLOSED TREATMENT OF BROKEN FOREARM BONE,1611
CDM10458,CLOSED TREATMENT OF BROKEN FOREARM BONE WITH MANIPULATION,1417
CDM10459,OPEN TREATMENT OF BROKEN FOREARM BONE,10695
CDM10460,CLOSED TREATMENT OF BROKEN FOREARM BONES,1675
CDM10461,CLOSED TREATMENT OF BROKEN FOREARM BONES WITH MANIPULATION,3144
CDM10462,CLOSED TREATMENT OF BROKEN FOREARM BONES,2121
CDM10463,CLOSED TREATMENT OF BROKEN OR GROWTH PLATE SEPARATE OF FOREARM BONE AT WRIST WITH MANIPULATION,5051
CDM10464,INSERTION OF HARDWARE TO LOWER FOREARM BONE BROKEN OR GROWTH PLATE SEPARATION ACCESSED THROUGH THE SKIN,6083
CDM10465,CLOSED TREATMENT OF BROKEN WRIST BONE,866
CDM10466,CLOSED TREATMENT OF BROKEN WRIST BONE WITH MANIPULATION,3144
CDM10467,CLOSED TREATMENT OF BROKEN WRIST BONE,873
CDM10468,CLOSED TREATMENT OF BROKEN WRIST BONE WITH MANIPULATION,3144
CDM10469,CLOSED TREATMENT OF BROKEN FOREARM AT WRIST BONE,928
CDM10470,CLOSED TREATMENT OF DISLOCATED WRIST WITH MANIPULATION,1282
CDM10471,CLOSED TREATMENT OF DISLOCATED WRIST WITH MANIPULATION,2801
CDM10472,CLOSED TREATMENT OF DISLOCATED WRIST WITH MANIPULATION,2915
CDM10473,CLOSED TREATMENT OF DISLOCATED WRIST BONE WITH MANIPULATION,3144
CDM10474,DRAINAGE OF FINGER ABSCESS,2147
CDM10475,DRAINAGE OF FINGER ABSCESS,3224
CDM10476,DRAINAGE OF FLUIDFILLED SAC (BURSA) OF PALM,6003
CDM10477,DRAINAGE OF MULTIPLE FLUIDFILLED SACS (BURSA) OF PALM,6984
CDM10478,INCISION OF TENDON COVERING,3707
CDM10479,REMOVAL (LESS THAN 1.5 CENTIMETERS) TISSUE BENEATH THE SKIN GROWTH OF HAND OR FINGER,3224
CDM10480,PARTIAL REMOVAL OF FINGER BONE,4222
CDM10481,MANIPULATION OF FINGER JOINT UNDER ANESTHESIA,3144
CDM10482,REPAIR OF FINGER TENDON WITH GRAFT,10695
CDM10483,REPAIR OF HAND TENDON,3144
CDM10484,REPAIR OF FINGER TENDON,3144
CDM10485,CLOSED TREATMENT OF FINGER TENDON,3144
CDM10486,CLOSED TREATMENT OF FRACTURE HAND BONE,861
CDM10487,CLOSED TREATMENT OF FRACTURE OF BONE OF HAND WITH MANIPULATION,911
CDM10488,CLOSED TREATMENT OF THUMB DISLOCATION WITH MANIPULATION,1047
CDM10489,CLOSED TREATMENT OF BROKEN THUMB WITH MANIPULATION,3144
CDM10490,CLOSED TREATMENT OF DISLOCATED HAND BONE WITH MANIPULATION,956
CDM10491,CLOSED TREATMENT OF DISLOCATED HAND JOINT WITH MANIPULATION,941
CDM10492,CLOSED TREATMENT OF BROKEN FINGER OR THUMB,570
CDM10493,CLOSED TREATMENT OF BROKEN FINGER OR THUMB WITH MANIPULATION,939
CDM10494,CLOSED TREATMENT OF BROKEN HAND OR FINGER,673
CDM10495,CLOSED TREATMENT OF BROKEN HAND OR FINGER WITH MANIPULATION,3144
CDM10496,CLOSED TREATMENT OF BROKEN FINGER OR THUMB,571
CDM10497,CLOSED TREATMENT OF BROKEN FINGER OR THUMB WITH MANIPULATION,840
CDM10498,OPEN TREATMENT OF BROKEN FINGER OR THUMB,6003
CDM10499,CLOSED TREATMENT OF DISLOCATED FINGER JOINT WITH MANIPULATION,782
CDM10500,AMPUTATION OF FINGER OR THUMB,6082
CDM10501,AMPUTATION OF FINGER OR THUMB,6003
CDM10502,TENOTOMY  ELBOW  LATERAL OR MEDIAL (EG  EPICONDYLITIS  TENNIS ELBOW  GOLFER'S ELBOW); PERCUTANEOUS,3144
