IVNUM,IVDESC,IVSW9,IVCPTCD,IVPRICE1,IVFPRICE1,IVFDATE1
1780006,ST SPEECH PATH BEDSIDE EVALUATION,,92610,195.5,207,20190101
1790903,PT NERVE CONDUCT AMP/LATENCY STUDY,,95903LT,217.5,228.5,20190101
1790904,PT NERVE CONDUCT AMP/LATENCY SENSOR,,95904LT,161.5,171,20190101
1791903,PT NERVE CONDUCT AMP/LATENCY STUDY,,9590350,369.5,388,20190101
1791904,PT NERVE CONDUCT AMP/LATENCY SENSOR,,9590450,272,285.5,20190101
1795903,PT NERVE CONDUCT AMP/LATENCY STUDY,,95903RT,217.5,228.5,20190101
1795904,PT NERVE CONDUCT AMP/LATENCY SENSOR,,95904RT,161.5,171,20190101
1795992,PT CANALITH REPOSITIONING PROC,,95992GP,121.5,129,20190101
1797012,PT  MECHANICAL TRACTION THERAPY,,97012,54,58,20190101
1797016,PT VASOPNEUMATIC DEVICES,,97016,80,85.5,20190101
1797018,PT PARAFFIN BATH,,97018,52.5,56,20190101
1797110,THERAPUTIC EXERCISE- 15 MIN EACH,,97110,62.5,67,20190101
1797112,PT NEUROMUSCULAR REEDUCATION-15 MIN EACH,,97112GP,66.5,71,20190101
1797124,PT MANUAL THERAPY TECHNIQUE,,97140,77.5,83,20190101
1797161,PT EVALUATION LOW COMPLEXITY,,97161,163,173,20190101
1797162,PT EVALUATION MODERATE COMPLEXITY,,97162,189.5,201,20190101
1797163,PT EVALUATION HIGH COMPLEXITY,,97163,214,224.5,20190101
1797164,PT RE-EVALUATION,,97164,189.5,189.5,0
1797533,SENSORY INTEGRATIVE,,97533,59.5,63.5,20190101
1797537,PT COMMUNITY/WORK REINTEGRATION TRAINING,,97537,69,74,20190101
1797598,PT WOUND DEBRID WOUND VAC,,97598,308,323.5,20190101
1797602,PT DEBRIDMENT WOUND,,97597,134.5,142.5,20190101
1797605,PT/NEG PRESS WOUND VAC,,97605,308,323.5,20190101
1797606,PT/NEG PRESS WOUND VAC,,97606,308,323.5,20190101
1797750,PT PHYSICAL PERFORMANCE TEST,,97750,114.25,121,20190101
1797763,PT SPLINT ADJUSTMENT,,97763,116,123,20190101
1799472,PT CARDIAC REHAB W MONITOR,,93798,121.5,129,20190101
1839169,MEMORY GOAL STATUS 20-40%,,G9169CJGN,1.5,1.5,20190101
1879169,MEMORY GOAL STATUS 100%,,G9169CNGN,1.5,1.5,20190101
1879175,SPEECH LANG GOAL STATUS 100%,,G9175CNGN,1.5,1.5,20190101
1879186,MOTOR SPEECH GOAL STATUS 100%,,G9186CNGN,1,1,20190101
1892506,SPEECH/ HEARING EVAL,,92506,322,338,20190101
1892507,ST SPEECH/ HEARING THERAPY,,92507GN,204.5,214.5,20190101
1892521,ST EVAL OF SPEECH FLUENCY,,92521,253.5,266,20190101
1892522,ST EVAL OF SPEECH SOUND/PRODUCTION,,92522,210.5,221,20190101
1892523,ST EVAL OF SPCH VALUA & LANG COMP/EXP,,92523,427.5,449,20190101
1892524,ST BH QAUL ANYLYSIS OF VOICE/REASON,,92524,217.5,228.5,20190101
1892526,ST ORAL FUNCTION THERAPY,,92526,235,247,20190101
1892610,ST EVAL SWALLOWING FUNCTION,,92610,235,247,20190101
1896105,ST ASSESSMENT OF APHASIA,,96105GN,235,247,20190101
1896125,ST STANDARD COGNITIVE TESTING,,96125GN,239.5,251.5,20190101
1897003,OT INITIAL EVAL,,97003,211,221.5,20190101
1897004,OT RE-EVAL,,97004,129,136.5,20190101
1897010,HOT/COLD PACK APPLICATION,,97010,15.5,16.5,20190101
1897014,OT E-STIM UNATTENDED,,97014,43.5,47,20190101
1897018,OT PARAFFIN BATH,,97018,52.5,56,20190101
1897032,OT ESTIM APPLICATION,,97032,62,66.5,20190101
1897033,OT IONTOPHORESIS,,97033,159.5,169,20190101
1897035,OT ULTRASOUND,,97035,38,41,20190101
1897110,OT THERAPEUTIC EXERCISE EA 15 MIN,,97110,85.5,91.5,20190101
1897112,OT NEUOR RE-ED,,97112,88.5,94.5,20190101
1897127,OT COGNITIVE SKILLS,,97127,94,100.5,20190101
1897140,OT MANUAL THERAPY,,97140,80,85.5,20190101
1897150,OT THERAPEUTIC GROUP (2 OR MORE),,97150,67.5,72,20190101
1897165,OT EVALUATION LOW COMPLEXITY,,97165,185.5,196.5,20190101
1897166,OT EVALUATION MODERATE COMPLEXITY,,97166,211,221.5,20190101
1897167,OT EVALUATION HIGH COMPLEXITY,,97167,236.5,248.5,20190101
1897168,OT RE-EVALUATION,,97168,185.5,196.5,20190101
1897530,OT THERAPEUTIC ACTIVITY DIRECT PT CONTAC,,97530,91.5,98,20190101
1897532,ST COG SKILLS DEVELOP PER 15 MIN,,97532,94,100.5,20190101
1897533,OT SENSORY INTEGRATIVE TECHNIQUES,,97533,59.5,63.5,20190101
1897535,OT ADLS/ SELF CARE,,97535,91.5,98,20190101
1897537,OT COMMUNITY/WORK REINTEGRATION 15 MIN,,97537,69,74,20190101
1897542,OT WHEELCHAIR MGMT 15 MIN,,97542,70,75,20190101
1897597,OT DEBRIDMENT WOUND,,97597,134.5,142.5,20190101
1897750,OT PHYSICAL PERFORMANCE TEST,,97750,114.25,121,20190101
1897760,OT BRACE FITTING,,97760,80.5,86,20190101
1897799,UNLISTED PHYSICAL MEDICINE/REHABILITATIO,,97799,99,106,20190101
2001141,EXC BE LESION TAL EA ADD,,11401,88.5,94.5,20190101
2001142,EXC BENIGN LESION SNHFG EA ADD,,11422,88.5,94.5,20190101
2001203,"LAYER CLOSE S,A,T,E EA ADD",,12031,88.5,94.5,20190101
2001991,NERVE BLOCK/INJ,,1991,134.5,142.5,20190101
2001992,NERVE BLOCK,,1992,545,572.5,20190101
2010021,FINE NEEDLE,,10021,222,233,20190101
2010022,FINE NEEDLE ASPIRATION; W/IMAGE GUIDANCE,,10022,252,264.5,20190101
2010060,I&D OF ABSCESS,,10060,293,307.5,20190101
2010061,I&D ABSCESS COMPLICATED/MULTI,,10061,403,423,20190101
2010120,I&D FOREIGN BODY SUBCU TISS SIMPLE,,12031,334.5,351,20190101
2010140,I&D HEMATOMA/SEROMA,,10140,1051,1082.5,20190101
2010160,APIRATION ABSCESS/HEMA/CYST/SKIN/SUBQ,,10160,269,282.5,20190101
2010180,I&D COMPLEX POST OP/INFECT,,10180,692,726.5,20190101
2011041,DEBRIDEMENT SKIN FULL THICKNESS,,11041,407,427.5,20190101
2011100,BIOPSY OF SKIN,,11100,255,268,20190101
2011101,BIOPSY OF SKIN EA/SEPERATE ADD,,11101,144,152.5,20190101
2011110,EXC TONGUE LESION W CLOSURE,,41113,696,731,20190101
2011200,REMOVAL SKIN TAGS<15,,11200,180.5,191.5,20190101
2011201,REMOVAL SKIN TAGS<15 EA ADD 10 TAGS,,11201,171,181.5,20190101
2011300,SHAVE SKIN LESION,,11300,129,136.5,20190101
2011302,SHAVE SKIN LESION 1.1 >2.0CM,,11302,129,136.5,20190101
2011306,SHAVE SKIN LESION SNHFG .6-1.0CM,,11306,129,136.5,20190101
2011310,SHAVE SKIN LESION FEENLM,,11310,129,136.5,20190101
2011311,SHAVE SKIN LESION FEENLM 0.6-1.0,,11311,129,136.5,20190101
2011313,SHAVE SKIN LESION >2.0 CM,,11313,172,182.5,20190101
2011400,"EXC BENIGN LESION T,A,L <.5CM",,11400,265,278.5,20190101
2011401,"EXC BENIGN LESION T,A,L 06-1.0CM",,11401,265,278.5,20190101
2011402,"EXC BENIGN LESION T,A,L 1.1-2.0CM",,11402,280,294,20190101
2011403,"EXC BENIGN LESION T,A,L 2.1-3.0CM",,11403,265,278.5,20190101
2011404,"EXC BENIGN LESION T,A,L 3.1-4.0CM",,11404,265,278.5,20190101
2011406,"EXC BENIGN LESION T,A,L >4.0CM",,11406,265,278.5,20190101
2011420,EXC BENIGN LESION SNHFG <.5CM,,11420,265,278.5,20190101
2011421,EXC BENIGN LESION SNHFG .6-1.0CM,,11421,265,278.5,20190101
2011422,EXC BENIGN LESION SNHFG 1.1-2.0CM,,11422,265,278.5,20190101
2011423,EXC BENIGN LESION SNHFG 2.1-3.0CM,,11423,265,278.5,20190101
2011424,EXC BENIGN LESION SNHFG 3.1-4.0CM,,11424,265,278.5,20190101
2011426,EXC BENIGN LESION SNHFG >4.0CM,,11426,265,278.5,20190101
2011440,EXC BENIGN LESION FEENL <.5CM,,11640,265,278.5,20190101
2011441,EXC BENIGN LESION FEENL .6-1.0CM,,11441,265,278.5,20190101
2011442,EXC BENIGN LESION FEENL 1.1-2.0CM,,11642,265,278.5,20190101
2011443,EXC BENIGN LESION FEENL 2.1-3.0CM,,11643,265,278.5,20190101
2011444,EXC BENIGN LESION FEENL 3.1-4.0CM,,11644,265,278.5,20190101
2011446,EXC BENIGN LESION FEENL >4.0CM,,11646,265,278.5,20190101
2011600,"EXC LESION T,A,L <.5",,11600,423.5,444.5,20190101
2011601,"EXC LESION T,A,L .6-1.00CM",,11601,423.5,444.5,20190101
2011602,"EXC LESION T,A,L 1.1-2.0CM",,11602,265,278.5,20190101
2011603,"EXC LESION T,A,L 2.1-3.0",,11603,423.5,444.5,20190101
2011604,"EXC LESION T,A,L 3.1-4.0CM",,11604,423.5,444.5,20190101
2011606,"EXC LESION T,A,L >4.0",,11606,423.5,444.5,20190101
2011620,EXC LESION SNHFG <.5CM,,11620,423.5,444.5,20190101
2011621,EXC LESION SNHFG .6-1.0CM,,11621,423.5,444.5,20190101
2011622,EXC LESION SNHFG 1.1-2.0CM,,11622,423.5,444.5,20190101
2011623,EXC LESION SNHFG 2.1-3.0CM,,11623,423.5,444.5,20190101
2011624,EXC LESION SNHFG 3.1-4.0cm,,11624,423.5,444.5,20190101
2011626,EXC LESION SNHF >4.0,,11626,423.5,444.5,20190101
2011640,EXC LESION FEENL <.5CM,,11640,423.5,444.5,20190101
2011641,EXC LESION FEENL .6-1.0CM,,11641,265,278.5,20190101
2011642,EXC LESION FEENL 1.1-2.0CM,,11642,265,278.5,20190101
2011643,EXC LESION FEENL 2.1-3.0CM,,11643,423.5,444.5,20190101
2011644,EXC LESION FEENL 3.1-4.0CM,,11644,423.5,444.5,20190101
2011646,EXC LESION FEENL >4.0CM,,11646,423.5,444.5,20190101
2011730,NAIL REMOVEL 1,,11730,310.5,326,20190101
2011732,NAIL REMOVEL EA ADD,,11732,159.5,169,20190101
2011740,NAIL BLOOD DRAIN,,11740,155.5,165,20190101
2011750,NAIL-MATRIX EXC,,11750,581,610,20190101
2011765,WEDGE-EXC SIN-TOENAIL,,11765,431,452.5,20190101
2012031,"LAYER CLOSE S,A,T,E 2.5CM >LESS",,12031,298.5,313.5,20190101
2012032,LAYER CLOSE SATE 2.6>7.5,,12032,427,448.5,20190101
2012034,LAYER CLOSE SATE 7.6>12.5,,12034,526,552.5,20190101
2012041,"LAYER CLOSE N,H,F,G 2.5>LESS",,12041,403.5,423.5,20190101
2012051,"LAYER CLOSE F,E,E,N,L 2.5CM>LESS",,12051,321.5,337.5,20190101
2016020,BURN DRESS/DEBRIDMENT SM,,16020,106.5,113,20190101
2016025,BURN DRESS/DEBRIDMENT MED,,16025,201.5,211.5,20190101
2016030,BURN DRESS/DEBRIDMENT LG,,16030,291,305.5,20190101
2017000,DESTRUCT BENIGN PREMAL LESION 1ST,,17000,265,278.5,20190101
2017003,DESTRUCT BENIGN PREMAL LESION 2-14,,17003,92.5,99,20190101
2017110,DESTRUCT BENIGN LESION UP TO 14,,17110,265,278.5,20190101
2017260,DESTRUCT MAL LESION TAL >.5CM,,17260,423.5,444.5,20190101
2017261,DESTRUCT MAL LESION TAL >.5CM,,17261,423.5,444.5,20190101
2017262,DESTRUCT MAL LESION TAL >1.1-2.0CM,,17262,423.5,444.5,20190101
2017263,DESTRUCT MAL LESION TAL 2.1-3.0CM,,17263,423.5,444.5,20190101
2017264,DESTRUCT MAL LESION TAL 3.1-4.0CM,,17264,423.5,444.5,20190101
2017266,DESTRUCT MAL LESION TAL >4.0CM,,17266,423.5,444.5,20190101
2017270,DESTRUCT MAL LESION SNHFG <.5CM,,17270,423.5,444.5,20190101
2017271,DESTRUCT MAL LESION SNHFG .6-1.0CM,,17271,423.5,444.5,20190101
2017272,DESTRUCT MAL LESION SNHFG 1.1-2.0CM,,17272,423.5,444.5,20190101
2017273,DESTRUCT MAL LESION SNHFG 2.1-3.0CM,,17273,423.5,444.5,20190101
2017274,DESTRUCT MAL LESION SNHFG 3.1-4.0,,17274,423.5,444.5,20190101
2017276,DESTRUCT MAL LESION SNHFG >4.0CM,,17276,423.5,444.5,20190101
2017280,DESTRUCT MAL LESION FEENL <.5CM,,17280,423.5,444.5,20190101
2017281,DESTRUCT MAL LESION FEENL .6-1.0CM,,17281,423.5,444.5,20190101
2017282,DESTRUCT MAL LESION FEENL 1.1-2.0CM,,17282,423.5,444.5,20190101
2017283,DESTRUCT MAL LESION FEENL 2.1-3.0CM,,17283,423.5,444.5,20190101
2017284,DESTRUCT MAL LESION FEENL 3.1-4.0CM,,17284,423.5,444.5,20190101
2017286,DESTRUCT MAL LESION FEENL >4.0CM,,17286,423.5,444.5,20190101
2020220,BONE BIOPSY TROCAR/NEEDLE,,20220,623.5,654.5,20190101
2020552,INJ TRIGGER POINTS,,20552,380.5,399.5,20190101
2020553,INJECTION TRIGGER POINT 3 OR MORE MUSCLE,,20553,241.5,253.5,20190101
2020610,ASPIRATION/INJECTION MAJOR JOINT,,20610,545,572.5,20190101
2020822,REATTACH FINGERTIP,,20822,568.5,597,20190101
2021011,"EXCISION, TUMOR, SOFT TISSUE OF FACE OR",,21011,915,951.5,20190101
2021012,"EXC TUMOR S TISS F,S <.5CM",,11400,811.5,844,20190101
2021485,CLOSED REDUCTION OFTHE MANDULAR JAW W AN,,21485,1097,1130,20190101
2021550,BIOPSY NECK/THORAX,,21550,722.5,758.5,20190101
2021552,EXC NECK LES SC 3 CM/>,,21552,1069,1101,20190101
2021555,EXC TUMOR NECK THOR SUBCUT < 3 C.M.,,21555,927,964,20190101
2022903,EXC TUMOR SOFT TISSUE ABD WALL SUBQ 3 CM,,22903,2453,2502,20190101
2023075,EXC SOFT TISSUE TUMOR,,23075,404,424,20190101
2023655,CLOSE SHOULDER DIS W MANIP W ANES,,23655,1150.5,1185,20190101
2025065,BIOPSY FOREARM/WRIST,,25065,255,268,20190101
2025071,EXC FOREARM LES SC 3 CM/>,,25071,2152.5,2195.5,20190101
2025075,EXC FOREARM LES SC < 3 CM,,25075,965.5,1004,20190101
2025535,CLOSED REDUCTION ULNAR SHAFT,,25535,332,348.5,20190101
2026160,EXCISE LESION  TENDON SHEALTH,,26160,255,268,20190101
2026410,REPAIR EXTENSOR TENDON HAND PRIMARY OR S,,26410,994,1034,20190101
2026770,CLOSED REDUCT FINGER JOINT,,26770,341,358,20190101
2027096,SI JOINT INJECTION,,27096,381.5,400.5,20190101
2027327,EXC TUMOR THIGH KNEE SUBCU,,27327,1156,1190.5,20190101
2027752,CLOSED REDUCT TIBIAL SHAFT,,26770,341,358,20190101
2029075,CAST ELBOW TO FINGER,,29075,292.5,307,20190101
2029085,CAST WRIST/HAND,,29085,276,290,20190101
2029105,SPLINT APP LONG ARM,,29105,223,234,20190101
2029125,SPLINT APP SHORT ARM,,29125,235.5,247.5,20190101
2029130,SPLINT FINGER,,29130,118,125,20190101
2029405,CAST LEG BELOW KNEE,,29405,312.5,328,20190101
2029515,SPLINT APP SH LEG CALF TO FOOT,,29515,223,234,20190101
2030300,FB REMOVAL NOSE,,30300,222,233,20190101
2030901,NASAL BLEED SIMPLE,,30901,248.5,261,20190101
2032000,THORACENTESIS,,32421,666.5,700,20190101
2032551,CHEST TUBE INSERTION HEMOTHORAX,,32551,851.5,885.5,20190101
2032554,THORACENTESIS W/OUT IMAGINING GUIDANCE,,32554,289.5,304,20190101
2032555,THORACENTESIS W/ IMAGINING GUIDANCE,,32555,365,383.5,20190101
2036430,BLOOD ADMIN/UNIT OP,,36430,836,869.5,20190101
2036556,CENTRAL LINE INSERTION >5 YEARS,,36556,977,1016,20190101
2036569,PICC LIN INSERTION >5YR,,36569,1037,1068,20190101
2040490,BIOPSY LIP,,40490,255,268,20190101
2040812,EXC SUBMUCOSAL TISS LIP/CHEECK,,40812,265,278.5,20190101
2041110,EXC LESION TONGUE WO CLOSURE,,11401,255,268,20190101
2041112,EXC TONGUE @ CLOSURE ANTERIOR 2/3,,41112,255,268,20190101
2041113,EXC TONGUE LESION W CLOSURE,,41113,696,731,20190101
2046040,I&D ISCHLORECTA/PERIREC,,46040,573.5,602,20190101
2046083,INC THROMBOSED HEMORRHOID EXTERNAL,,46083,356.5,374.5,20190101
2049080,PARACENTESIS,,49080,536,563,20190101
2049081,PARACENTESIS,,32000,666.5,700,20190101
2049082,PARACENTESIS W/OUT IMAGING GUIDANCE,,49082,264.5,277.5,20190101
2049083,PARACENTESIS W/ IMAGING GUIDANCE,,49083,405,425.5,20190101
2051701,INSERTION CATHETER BLADDER,,51701,185,196,20190101
2051702,CATH UREATHRA FOLEY,,51702,171,181.5,20190101
2054161,CIRCUMCISION >28 DAYS,,54161,83.5,89.5,20190101
2055250,VASECTOMY,,55250,536,563,20190101
2057455,COLPOSCOPY CERVIX UPPR/ADJCNT VAGINA W/C,,57455,621.5,652.5,20190101
2058301,REMOVAL IUD,,58301,332,348.5,20190101
2059000,AMNIOCENTESIS,,59000,545,572.5,20190101
2062133,STEROID EPIDURAL,,,582.5,611.5,20190101
2062270,LUMBAR PUNCTURE,,62270,639.5,671.5,20190101
2062272,LUMBAR PUNCTURE DRAINAGE,,62272,309.5,325,20190101
2062273,STEROID EPIDURAL; BLOOD OR CLOT PATCH,,62273,755,785,20190101
2062281,EPIDURAL CERV/THORAC,,62281,688,722.5,20190101
2062310,STEROID EPIDURAL,,62310,545,572.5,20190101
2062311,STEROID EPIDURAL,,62311,545,572.5,20190101
2062318,STEROID EPIDURAL,,62318,689.5,724,20190101
2062319,CAUDEL NERVE BLOCK,,62326,545,572.5,20190101
2062320,STEROID EPIDURAL,,62320,545,572.5,20190101
2062321,CERVIAL OR THORACIC IEPIDURAL W GUIDANCE,,62321,545,572.5,20190101
2062322,STEROID EPIDURAL,,62322,545,572.5,20190101
2062323,LUMBAR OR SACRAL EPIDURAL WITH GUIDANCE,,62323,545,572.5,20190101
2062324,STEROID EPIDURAL,,62324,689.5,724,20190101
2064405,OCCIPITAL NERVE BLOCK,,64405,545,572.5,20190101
2064421,NERVE BLOCK,,64421,545,572.5,20190101
2064425,NERVE BLOCK ILOINGUNIAL NERVER,,64425,658,691,20190101
2064445,"SCIATIC NERVE BLOCK, SINGLE",,64445,626,657.5,20190101
2064450,NERVE BLOCK/PERPHERAL NERVE,,64450,421,442,20190101
2064475,STEROID EPIDURAL,,6447559,448,470.5,20190101
2064479,STEROID EPIDURAL,,99218,582.5,611.5,20190101
2064480,FORAMEN EPIDURAL ADD-ON CERVICAL/THORACI,,64480,448,470.5,20190101
2064481, EPIDURAL SINGLE LEVEL,,64483,545,572.5,20190101
2064482,FORAMEN EPIDURAL ADD-ON CERVICAL/THORACI,,64480,448,470.5,20190101
2064483,TRANSFORAMINAL EPIDURAL SINGLE LEVEL,,64483,545,572.5,20190101
2064484,"TRANSFORAMINAL EPIDURAL, EACH ADD LEVEL",,64484,310,325.5,20190101
2064485,STEROID EPIDURAL,,,545,572.5,20190101
2064487,TAP BLOCK UNI BY INFUSION,,64487,442,464,20190101
2064490,JOINT INJECTION SGL LEVEL,,64490,1156,1190.5,20190101
2064491,JOINT INJECTION 2ND LEVEL,,64491,460,483,20190101
2064492,JOINT INJECTION 3RD LEVEL,,64492,460,483,20190101
2064493,FACET JOINT INJECTION,,64493,582.5,611.5,20190101
2064494,INJECT PARAVERT F JNT L/S 2 LEV,,64494,579,608,20190101
2064495,FACET JOINT INJECTION,,64495,582.5,611.5,20190101
2064635,FJN LUMB/SAC SINGLE,,64635,2011,2051,20190101
2064636,FJN LUMB/SAC EA  ADDTL,,64636,1020,1050.5,20190101
2065205,FB EXTERNAL EYE CONJUNCTIVAL SUPERFICIAL,,65205,179.5,190.5,20190101
2067810,BIOPSY EYELID,,67810,255,268,20190101
2069100,BIOPSY EXTER EAR,,69100,265,278.5,20190101
2069110,EXC EXTER EAR PARTIAL SIMPLE,,69110,431,452.5,20190101
2069433,TYMPANOSTOMY LOC/TOPICAL ANES UNIL,,69433,361.5,379.5,20190101
2070020,IV INFUSION DRUG 1ST HR OUTPATIENT,,90774,359,377,20190101
2076942,ULTRASOUND GUIDE FOR BIOPSY,,76942,842.5,876,20190101
2086580,TB TEST,,86580,28,30,20190101
2090471,INJ-IMMUNIZATION,,90471,32.5,35,20190101
2090472,INJ/IMMUNIZATION EA ADD,,90472,37,40,20190101
2090714,TETNUS 7 YR OR OLDER,,90471,225.5,237,20190101
2090718,TETNUS 7 YR OR OLDER,,90718,225.5,237,20190101
2090760,IV HYDRATION INITIAL 1ST HR,,96360,380.5,399.5,20190101
2090761,IV HYDRATION ADDL UP TO 8HR,,96361,85,91,20190101
2090765,IV INFUSION DRUG  1ST HR,,96365,334.5,351,20190101
2090766,IV THERAPY ADD HR 8 MAX,,96366,74.5,79.5,20190101
2090767,SEQUENTIAL INFUSION ADDL HR,,96367,196,208,20190101
2090768,IV INFUS ADD SEQUENTIAL,,96368,78,83.5,20190101
2090772,SQ/IM INJECTION,,96372,48.5,52.5,20190101
2090774,INJ IV PUSH,,96374,167,177,20190101
2090775,IV PUSH EA ADD,,96375,177,187.5,20190101
2092960,CARDIOVERSION,,92960,694.5,729,20190101
2096365,TB INJECTION,,90471,28,30,20190101
2096411,CHEMO ADMIN IVP,,96411,185,196,20190101
2096523,IRRIGATE PICC LINE,,96523,178,188.5,20190101
2099142,CONSCIOUS SEDATION ORAL,,99142,234.5,246,20190101
2099143,CONSCIOUS SEDATION ORAL,,99143,234.5,246,20190101
2099152,CONSCIENCE SEDATION,,99152,545,572.5,20190101
2099195,PHLEBOTOMY THERAPEUTIC,,99195,171,181.5,20190101
2099211,002CLINIC E&M LEVEL1,,99211,120.5,127.5,20190101
2099212,CLINIC E&M LEVEL2,,99212,167,177,20190101
2099213,CLINIC E&M LEVEL3,,99213,219.5,230.5,20190101
2500007,CERVICLE COLLAR MED,,,53,56.5,20190101
2500008,CATH THORACIC 12FR,,,66.5,71,20190101
2500009,CATH THORACIC 16F,,,45.5,49,20190101
2500011,PAD THERAPY 15X22,,,178,188.5,20190101
2500012,ABDOMINAL SUPPORT,,,46,49.5,20190101
2500019,QUICK-CORE BIOPSY NEEDLE SET 19G/20G,,,264.5,277.5,20190101
2500020,QUICK-CORE BIOPSY NEEDLE SET16G/18G,,,264.5,277.5,20190101
2500021,QUICK-CORE BIOPSY NEEDLE SET 16G/18G,,,264.5,277.5,20190101
2500022,TOE SPACERS GELSMART,,,23,25,20190101
2500023,TULI HEEL CUP REGULAR,,,48.5,52.5,20190101
2500025,TULI HEEL CUP LARGE,,,48.5,52.5,20190101
2500026,METATARSAL BARS MD,,,26.5,28.5,20190101
2500028,METATARSAL BARS LG,,,26.5,28.5,20190101
2500029,MET PAD HAPAD SMALL,,,65,69.5,20190101
2500030,MET PAD HAPAD MEDIUM,,,65,69.5,20190101
2500031,SLING AND SWATHE UNIVERSA,,,45.5,49,20190101
2500032,MET PAD HAPAD LARGE,,,65,69.5,20190101
2500033,BREAST PUMP,,,48,52,20190101
2500034, GAIT BELT BLUE 710129,,,31,33.5,20190101
2500035,WEDGE MEDIAL\LATERAL 2.5,,,29.5,32,20190101
2500036,HEEL PAD HAPAD MED\LAT 2X3,,,29.5,32,20190101
2500037,WEDGE HEEL MED\LAT 3,,,29.5,32,20190101
2500038,CHO PAT KNEE STRAP SM BLACK,,,69.5,74.5,20190101
2500039,CHO PAT KNEE STRAP MD BLACK,,,69.5,74.5,20190101
2500040,CHO PAT KNEE STRAP LG BLACK,,,69.5,74.5,20190101
2500041,CATH 5CC 20FR COUDE,,,77,82.5,20190101
2500043,PEG TUBE 28F,,,980.5,1019.5,20190101
2500044,HEEL WEDGE HAPAD,,,23,25,20190101
2500047,SCS BANDAGE 5.5 LI,,,107.5,114,20190101
2500048,PEG TUBE 20F,,,958,996.5,20190101
2500049,TUBE TRACH NEONATAL 3.5,,,120,127,20190101
2500050,TUBE TRACH NEONATAL 3.0,,,120,127,20190101
2500054,SUPPORT BREAST LRG S,,,185.5,196.5,20190101
2500055,PICC PACK ST LUKES OLD,,,581,610,20190101
2500056,SCS STITCH 3. 5,,,328.5,345,20190101
2500057,PER-Q-CATH 5 FR DUAL,,,525.5,552,20190101
2500058,PER-Q-CATH 5 FR SINGLE,,,394,413.5,20190101
2500059,NDL BIOPSY MAXCORE,,,349,366.5,20190101
2500061,PICC CATH 4F DOUBLE LUMEN,,,581,610,20190101
2500074,THUMB SPLINT PRO CARE RT L/XL,,,141,149.5,20190101
2500076,PHILI COLLAR LG,,,244.5,256.5,20190101
2500077,PHILI COLLAR MD,,,32.5,35,20190101
2500079,BIOPSY FORCEPS HOT,,,365.5,384,20190101
2500081,CRUTCHES MED ADULT OLD,,,147.5,156.5,20190101
2500083,PROBE COVER KIT W/GEL,,,60,64,20190101
2500086,KCI GRANUFOAM LARGE DRESSING,,,140.5,149,20190101
2500089,FIBERLOOP AR-7234,,,158,167.5,20190101
2500090,MELGISORB 2X2,,,24.5,26.5,20190101
2500091,DRSG NORMLGEL 5 GM TU,,,14,15,20190101
2500092,DRSG VERSATEL 2X3,,,27,29,20190101
2500093,OPSITE 11X11 3/4,,,8,8.5,20190101
2500095,EPIDURAL CATH,,,130,138,20190101
2500096,CATH URET 5 F OPEN-E,,,54.5,58.5,20190101
2500099,QUICK COMBO,,,292.5,307,20190101
2500100,QUICK COMBO PEDIATRIC,,,180.5,191.5,20190101
2500101,MAIN TUBING,,,363.5,381.5,20190101
2500102,DRAPE THYROID W/ARM,,,80.5,86,20190101
2500103,CATHETER  ADD A FOLEY TRAY,,,38.5,41.5,20190101
2500106,TRAY EPIDURAL 17 G,,,316,332,20190101
2500107,BAG AMBU NEONATAL I,,,221.5,232.5,20190101
2500111,DRSG BORDERED GAUZE 4X10 ( COVADERM ),,,15.5,16.5,20190101
2500115,INSOLES C,,,84.5,90.5,20190101
2500120,CATH 5CC 20F,,,53,56.5,20190101
2500122,CATH 5CC 16F,,,53,56.5,20190101
2500123,CATH 5CC 12 F,,,132.5,140.5,20190101
2500130,CATH 30CC 18F,,,132.5,140.5,20190101
2500133,CATH 5CC 12F 2WAY HYDROGEL,,,25.5,27.5,20190101
2500137,CATH 30CC 20F,,,87,93,20190101
2500138,CATH 30CC 20F,,,135.5,143.5,20190101
2500139,CATH 5CC 22F,,,53,56.5,20190101
2500141,CATH 30CC 26F,,,118.5,125.5,20190101
2500144,CATH 3 WAY 24F,,,54.5,58.5,20190101
2500145,CATH 30CC 24F,,,23,25,20190101
2500147,CATH 5CC 24F,,,53,56.5,20190101
2500150,CATH 5CC 16F,,,53,56.5,20190101
2500151,CATH 5CC 14F,,,132.5,140.5,20190101
2500152,CATH 30CC 18F,,,131.5,139.5,20190101
2500153,CATH 5CC 16F,,,52,55.5,20190101
2500155,CATH 5CC 16F COUDE,,,70,75,20190101
2500156,SUTURE MERSILENE,,,164.5,174.5,20190101
2500157,CATH 3 WAY 22F,,,35,38,20190101
2500158,CATH 5CC 18F,,,30,32.5,20190101
2500159,CATH 30CC 18F,,,53,56.5,20190101
2500163,DRAPE LAP CHOLE 104,,,61.5,66,20190101
2500164,CATH 5 CC 18F COUDE,,,132.5,140.5,20190101
2500165,SET EXT MICROBORE P,,,70,75,20190101
2500166,DRAPE LAP ABDOMINAL,,,61.5,66,20190101
2500167,BRIEF ADULT LG 48-58,,,24,26,20190101
2500170,SET IRRIG Y TUR 2 L,,,104,110,20190101
