MNEMONIC,DESC.,CUR PRICE 12/2018
CHM0183229,GAMMA GT,168.48
CHM0183231,LDH ISOENZYMES,308.16
CHM0183233,"LDH ISOENZYME, CSF",308.16
CHM0183235,QUINIDINE,351.43
CHM0183237,"T3, TOTAL",341.33
CHM0183239,TSH,404.44
CHM0183241,LIPASE,165.74
CHM0183243,"SGPT, ALT",127.45
CHM0183245,"CEA, CSF",456.69
CHM0183247,CEA,456.69
CHM0183249,"GENTAMICIN, PEAK",394.71
CHM0183251,"TOBRAMYCIN, TROUGH",388.09
CHM0183253,"TOBRAMYCIN, PEAK",388.09
CHM0183255,"VANCOMYCIN, TROUGH",326.11
CHM0183257,"VANCOMYCIN, PEAK",326.11
CHM0183259,"CORTISOL, POST CORTROSYN",392.47
CHM0183263,"CORTISOL, PRE-CORTROSYN",392.47
CHM0183265,TRH STIMULATION TEST,1213.17
CHM0183267,UREA - RANDOM UR,114.36
CHM0183269,"T3, FREE",186.08
CHM0183271,ESTRADIOL,672.68
CHM0183273,LH (LUTEINIZING HORMONE),445.95
CHM0183275,PROGESTERONE,502.2
CHM0183277,HGB (FINGERSTICK) A1C-SUNRISE,106.25
CHM0183281,"OSMOLALITY, FECAL OSM",159.01
CHM0183285,"OSMOLALITY, FECAL SODIUM",116.97
CHM0183287,FERRITIN,327.99
CHM0183291,URINE VOLUME MEASUREMENT,72.09
CHM0183293,"NITROGEN, TOTAL, URINE-CREATIN",124.59
CHM0183295,"NITROGEN, TOTAL, URINE-UREA",114.36
CHM0183297,"NITROGEN, TOTAL, URINE-URIC AC",114.36
CHM0183299,TEGRETOL,350.44
CHM0183301,"GLUCOSE, BODY FLUID",94.52
CHM0183303,"LDH, BODY FLUID",145.3
CHM0183305,"AMYLASE, BODY FLUID",156.13
CHM0183307,"PROTEIN, BODY FLUID",88.3
CHM0183309,"URIC ACID, URINE",114.36
CHM0183311,"URIC ACID, BODY FLUID",114.36
CHM0183313,"UREA NITROGEN, URINE",114.36
CHM0183315,"VANCOMYCIN, RANDOM",326.11
CHM0183317,VISCOSITY,281.09
CHM0183321,"SODIUM, BODY FLUID",116.97
CHM0183323,"CANNABINOIDS, URINE",331.48
CHM0183325,"COCAINE, URINE",331.48
CHM0183329,GLUCOSE SCREEN,114.36
CHM0183331,"POTASSIUM, BODY FLUID",103.51
CHM0183333,SPERM WASHING,805
CHM0183335,HEPATITIS B SURFACE ANTIBODY,258.52
CHM0183339,HEPATITIS B SURFCE ANTIGN SCHS,105.45
CHM0183341,SCHS HEPAT. B SURFACE ANTIBODY,258.52
CHM0183343,"CREATININE, URINE",124.59
CHM0183345,"SEMEN EXAM, POST VASECTOMY",290.08
CHM0183347,"FETAL LUNG MATURITY, FLM",455.56
CHM0183363,"AMPHETAMINES, URINE",331.48
CHM0183367,"BARBITURATES, URINE",331.48
CHM0183369,"BENZODIAZEPINES,URINE",331.48
CHM0183373,"OPIATES, URINE",331.48
CHM0183375,"PCP, URINE",331.48
CHM0183377,"METHADONE, URINE",331.48
CHM0183379,"SODIUM, NA",115.86
CHM0183381,"POTASSIUM, K",110.63
CHM0183383,FOLATE,354.05
CHM0183385,VITAMIN B12,362.9
CHM0183387,"SPERM COUNT, URINE POST EJAC",290.08
CHM0183391,TROPONIN I,236.95
CHM0183399,GTT FASTING,309.9
CHM0183401,GTT-1/2 HOUR,309.9
CHM0183403,GTT- 1ST HOUR,309.9
CHM0183405,GTT-2ND HOUR,94.28
CHM0183409,GTT-3RD HOUR,94.28
CHM0183411,GTT-4TH HOUR,94.28
CHM0183413,GTT-5TH HOUR,94.28
CHM0183415,GTT-6TH HOUR,94.28
CHM0183429,LTT FASTING,309.9
CHM0183431,LTT 1/2 HOUR,309.9
CHM0183435,LTT 1 1/2 HOUR,94.28
CHM0183437,LTT 2ND HOUR,94.28
CHM0183463,"LSD, URINE",283.58
CHM0183483,"GENTAMICIN, TROUGH",394.71
CHM0183485,MYOGLOBIN BLOOD,310.9
CHM0183489,PYRILINKS D-FREE/CREATININE,449.95
CHM0183491,URINE FOR HCG (PREGNANCY),186.47
CHM0183493,"FETAL FIBRONECTIN (FFN),RAPID",1550.75
CHM0183495,"BILIRUBIN,DIRECT",120.85
CHM0183497,"ALBUMIN, BODY FLUID",65
CHM0183499,ELECTROLYTE PANEL,168.99
CHM0183501,BASIC METABOLIC PANEL,203.77
CHM0183503,COMPREHENSIVE METABOLIC PANEL,97.8
CHM0183505,HEPATIC FUNCTION PANEL,89.16
CHM0183507,RENAL FUNCTION PANEL,208.9
CHM0183509,LIPID PANEL,322.5
CHM0183511,ACUTE HEPATITIS,1146.45
CHM0183513,GENERAL HEALTH-PANEL,622.55
CHM0183515,BNAT PEPTIDE CARDIAC,817.22
CHM0183519,"CALCIUM, URINE,",145.3
CHM0183523,"CREATININE CLEARANCE,",227.47
CHM0183527,"AMYLASE, URINE,",156.13
CHM0183531,"PROTEIN, URINE,",88.3
CHM0183535,"URIC ACID, URINE,",114.36
CHM0183539,"UREA NITROGEN, URINE,",114.36
CHM0183540,PSA DIAGNOSTIC,201.35
CHM0183542,"PROTEIN, FLUID",88.3
CHM0183543,"CALCIUM, IONIZED",280.22
CHM0183544,TIBC,210.39
CHM0183545,C-REACTIVE PROTEIN,132.23
CHM0183546,HAPTOGLOBIN,302.93
CHM0183547,"HEPATITIS B CORE ANTIBODY,IGM",283.34
CHM0183548,COMPLEMENT C3,289.07
CHM0183549,FSH,447.45
CHM0183550,"TESTOSTERONE, TOTAL",621.55
CHM0183551,INSULIN,275.35
CHM0183552,TRANSFERRIN,307.41
CHM0183553,PROLACTIN,179.4
CHM0183554,CA 19-9,501.08
CHM0183555,CA 125,501.08
CHM0183556,HOMOCYSTEINE,406.05
CHM0183557,"HEPATITIS A ANTIBODY, TOTAL",298.31
CHM0183558,PREALBUMIN,351.17
CHM0183559,"PARATHYROID HORMONE, INTACT",993.68
CHM0183560,COMPLEMENT C4,289.07
CHM0183561,"MICROALBUMIN,URINE",139.3
CHM0183562,HEPATITIS C ANTIBODY,145.65
CHM0183563,"IMMUNOGLOBULINE E,IGE",396.57
CHM0183564,CARDIO C-REACTIVE PROTEIN,132.23
CHM0183565,ALPHA-FETOPROTEIN,403.94
CHM0183566,"CALCIUM, URINE",145.3
CHM0183567,"IMMUNOGLOBULIN, IGG",223.85
CHM0183568,"IMMUNOGLOBULIN, IGA",223.85
CHM0183569,"IMMUNOGLOBULIN, IGM",223.85
CHM0183570,INSULIN TOLERANCE FASTING,275.35
CHM0183571,INSULIN TOLERANCE 1 HOUR,275.35
CHM0183572,INSULIN TOLERANCE 2 HOUR,275.35
CHM0183573,INSULIN TOLERANCE 3 HOUR,275.35
CHM0183576,ISTAT BMP,203.77
CHM0183577,"CREATININE, ISTAT",123.34
CHM0183583,HIV 1 & 2 ANTIBODY,180
CHM0183584,HEPATITIS A ANTIBODY 1gM,271
CHM0183585,12-HYDROXYVITAMIN D TOTAL,700.13
CHM0183586,CREATININE PLASMA for CONTRACT,0
CHM0183587,ASSAY FOR TUMOR Ag CA27.29,492.24
CHM0183588,MTHFR GENE MUTATION,1000.79
CHM0183589,WARFARIN (VKORC 1) GENOTYPING,593.85
CHM0183590,ALLERGEN lgE EACH ANTIGEN,125.59
CHM0185010,"SODIUM, POC",115.86
CHM0185011,"POTASSIUM, POC",110.63
CHM0185012,"CHLORIDE, POC",110.63
CHM0185013,POC CARBON DIOXIDE,117.72
CHM0185014,POC IONIZED CALCIUM,280.22
CHM0185015,BUN POC,95.03
CHM0185016,"CREATININE, POC",123.34
CHM0185017,POC TROPONIN,236.95
CHM0185018,POC BASIC METABOLIC PANEL,203.77
CHM0185019,PROCALCITONIN (PCT),645.11
CHM0185020,PSA SCREENING,201.35
CHM0185025,DIGOXIN,319.75
CHM0185026,VALPROIC ACID,487.25
CHM0185027,"VALPROIC ACID, FREE",326.11
CHM0185028,ALCOHOL,260.02
CHM0185029,BLOOD DRUG SCREEN DRUG CLASS 1,331.48
CHM0185030,URINE DRUG SCREEN DRUG CLASS 1,331.48
CHM0185031,ACETAMINOPHEN,487.25
CHM0185032,"CANNABINOIDS, URINE",331.48
CHM0185033,"COCAINE, URINE",331.48
CHM0185034,"ALCOHOL, URINE",260.02
CHM0185035,"SCHS DRUG SCREEN, 08 DRUGS",331.48
CHM0185036,MHC-URINE DRUG SC(8),331.48
CHM0185037,"MHC - ALCOHOL, BLOOD",260.02
CHM0185038,"DAU PANEL 1CO,OP,AL",331.48
CHM0185039,"DAU PANEL 2 CO,OP, CA",331.48
CHM0185040,DAU PANEL 3 ALC THC,331.48
CHM0185041,DAU PANEL 4OP METD,331.48
CHM0185042,AMPHETAMINE,331.48
CHM0185043,"AMPHETAMINES, URINE",331.48
CHM0185044,BARBITURATES,331.48
CHM0185045,"BARBITURATES, URINE",331.48
CHM0185046,"BENZODIAZEPINES,URINE",331.48
CHM0185047,BENZODIAZEPINES,331.48
CHM0185048,"OPIATES, URINE",331.48
CHM0185049,"PCP, URINE",331.48
CHM0185050,"METHADONE, URINE",331.48
CHM0185051,"AMPHETAMINE CONF, URINE",318.88
CHM0185052,AMPHETAMINE CONF,318.88
CHM0185053,"BARBITURATES CONF, URINE",275.86
CHM0185054,BARBITURATES CONF,275.86
CHM0185055,"BENZODIAZEPINES CONF, URINE",445.21
CHM0185056,"CANNABINOIDS CONF, URINE",318.88
CHM0185057,COCAINE,331.48
CHM0185058,"COCAINE CONF, URINE",364.77
CHM0185059,COCAINE CONF,364.77
CHM0185060,OPIATES,331.48
CHM0185061,OPIATE URINE SCREEN CONFIRMATI,318.88
CHM0185062,OPIATES CONF,318.88
CHM0185063,"PCP CONF, URINE",318.88
CHM0185064,"MEPERIDINE (DEMEROL), URINE",468.4
CHM0185065,"METHADONE CONF, GC-MS",393.21
CHM0185066,"FLUNITRAZEPAM (ROHYPNOL), URIN",331.48
CHM0185067,TRICYCLIC,331.48
CHM0185068,TRICYCLIC CONF,318.88
CHM0185069,"ANTIHISTAMINE SC, URINE",331.48
CHM0185070,SALICYLATE,487.25
CHM0185075,OPIATE URINE CHROMATOGRAPHY,434.61
CHM0185076,"BENADRYL, URINE",434.61
CHM0185077,DIAMOX (ACETAZOLAMIDE),434.61
CHM0185078,SEX HORMONE BINDING GLOBULIN,187.81
CHM0190001,COMPREHENSIVE METABOLIC PANEL,97.8
CHM0190002,BASIC METABOLIC PANEL,92.61
CHM0190003,LIPID PANEL,146.62
CHM0190005,TSH,155.63
CHM0190006,"T4, FREE",98.71
CHM0190007,12-HYDROXYVITAMIN D TOTAL,274.13
CHM0190008,HGB (FINGERSTICK) A1C,106.25
CHM0190009,BETA HYDROXBUTYRATE,45.41
CHM0190025,DHEAS,535.37
CLB0130101,PACU - 1ST 60 MIN - FLAT RATE,2368.85
CLB0130105,PACU - 61 MIN & UP / MIN,52.52
CLB0130111,PACU 2- 1ST 60 MIN - FLAT RATE,652.09
CLB0130115,PACU STG 2 - 61 MIN & UP / MIN,14.39
CLB0151207,INSRT INTRA-AORT BAL CATHETER,6015.14
CLB0151209,REMOVAL INTRA-AORTIC BALN CATH,414.94
CLB0151217,SWAN GANZ INSERT W/PRESSURE,10206.91
CLB0151223,ANGIOGRAPHY PELVIC SELECT,13965.96
CLB0151233,CARDIOVERSION ARYTH EXTERNAL,5424.5
CLB0151241,PERICARDIOCENTESIS INITIAL,2975.27
CLB0151245,PERICARDIOCENTESIS SUBSEQNT,5196.58
CLB0151287,INSRT/REPLC TEMP PACEMAKR SNGL,18049.62
CLB0151415,ENDOLUM IMAGE CORONRY VES INIT,7916.97
CLB0151416,ENDOLUM IMAGE CORON VES EA ADD,4241.93
CLB0151460,INTRO NEEDLE/CATH IN VEIN,196.03
CLB0151461,VENOGRAM INJECT EXTREM,1676.43
CLB0151462,VENA CAVA CATHETER,2429.39
CLB0151463,SEL CATH VENOUS VASC FAM 1,4604.46
CLB0151464,SEL CATH VENOUS VASC FAM 2,5595.14
CLB0151465,RT HEART/PULMONARY TRUNK ON,6831.35
CLB0151466,SEL PULM CATH LT OR RT,6840.1
CLB0151467,SEL PUL CATH SEG/SUB LT/RT,6840.1
CLB0151468,INTRO NDLE/CATH ARTERY,3782.38
CLB0151469,RETROGRADE BRACHIAL ARTERY,4021.1
CLB0151470,INTRO NDL/INTRACATH EXT ART,2787.84
CLB0151471,INTRO NDLE AORTA TRANS LUMBAR,3734.23
CLB0151472,INTRO CATHETER AORTA,2616.34
CLB0151473,CL SEL THOR/BRACH VASC FAM 1,2546.32
CLB0151474,SEL THOR/BRACH VASC FAM 2,2724.5
CLB0151475,SEL THOR/BRACH VASC FAM 3,3280.71
CLB0151476,SEL THOR/BRACH VASC FAM ADD,1632.5
CLB0151477,SEL ABD/PEL/LE VAS FAM 1,2655.36
CLB0151478,VASC INJECT PROC - UNLISTED,2846.7
CLB0151479,INSRT NON-TUN CV LINE <5 YR,5356.69
CLB0151480,INSRT NON-TUNL CVP LINE > 5YR,5356.69
CLB0151481,INSRT TUNNELELED CV CATH,12153.47
CLB0151485,PLCMT STNT CERV CARTD W ANGIO,13612.77
CLB0151486,D THORACIC AORTAGRAM S & I,13965.96
CLB0151487,D ABD AORTA W FEM RUNOFF S&I,13965.96
CLB0151489,CL ANGIO BRACHIAL RETRO S&I,13965.96
CLB0151497,CL ANGIO EXTREMITY UNILAT S&I,13965.96
CLB0151498,CL ANGIO EXTREMITY BILAT S&I,13965.96
CLB0151502,"CL PULMONARY, UNILATERAL S&I",13965.96
CLB0151503,CL PULMONARY ARTERIO S&I,13965.96
CLB0151504,"CL PULMONARY,NON-SELECTIVE S&I",9638.47
CLB0151505,CL ANGIOGRAPHY SELECT ADD VESS,3656.89
CLB0151506,CL VENOGRAM EXTREM UNI S&I,9526.28
CLB0151507,CL VENOGRAM EXTREM BIL S&I,9638.47
CLB0151508,CL VENOGRAPHY INFERIOR S & I,13965.96
CLB0151509,CL VENOGRAPHY CAVA SUPER S&I,4940.09
CLB0151510,CL RENAL VEIN UNI S & I,13965.96
CLB0151511,CL RENAL ANGIOGRAM BILAT S&I,13965.96
CLB0151522,FLUORO > 1 HOUR CUP REPOSIT,1247.47
CLB0151524,US GUIDED PERICARDCENTESIS,719.34
CLB0151525,US GUIDANCE for VASC ACCESS,1716
CLB0151526,FLUORO GUIDED CENT VEN ACCESS,1353.57
CLB0151527,FLUORO GUIDANCE NDLE PLACMENT,3162.92
CLB0151529,PLACE OCCLUSIV DEVICE ART/VEIN,1188.8
CLB0151531,ANGIO ILIAC DURING CARD CATH,2192.47
CLB0151532,CL INTRAVASC DOPP CF INITIAL,3572.59
CLB0151533,INTRAVASC DOPP CF ADD,1362.21
CLB0151534,SEL ABD/PEL/LE VAS FAM 3 ART,3272.88
CLB0151538,REPL NON-TUN CV W/O PORT/PUMP,5356.69
CLB0151539,REPL TUNLD CV W/O PORT/PUMP,12153.47
CLB0151545,SEL ABD/PEL/LE VAS FAM 2,4486.98
CLB0151549,REMOV IMPLANTED VENOUS ACCSS,3057.89
CLB0151559,PERC COR TRANSLUM THROMBECTOMY,42669.45
CLB0151562,CATH RT/LT RETROG CONGEN ANOM,9843.2
CLB0151575,ANGIOPLASTY ILIAC INIT,16024.6
CLB0151576,ILIAC INITIAL STNT W PTA,18695.35
CLB0151577,ILIAC PTA EA ADD,11217.22
CLB0151578,ILIAC STNT W PTA EA ADD,14021.52
CLB0151579,FEM-POP ARTERY PTA,16024.6
CLB0151580,FEM-POP ATHERECTOMY PTA,22679.95
CLB0151581,FEM-POP STNT INSRTN W PTA,23813.94
CLB0151582,FEM-POP ART/ATHER STENT PTA,39278.75
CLB0151583,TIB-PERANEAL ARTERY PTA INIT,16825.83
CLB0151584,TIB-PERANEL ART/ATH W PTA INIT,23813.94
CLB0151585,TIB-PERANEAL ART STNT W PTA,28349.93
CLB0151586,TIB-PERANL ART/ATH STNT W PTA,39278.75
CLB0151587,TIB-PERANEAL ART PTA EA ADD,10683.09
CLB0151588,TIB-PERANL ART/ATH PTA EA ADD,22679.95
CLB0151589,TIB-PERANL ART STNT PTA EA AD,10683.06
CLB0151590,TIB-PRNL ART/ATH STNT PTA EA,13353.82
CLB0151591,ATHERECTOMY RENAL ARTERY,18951.24
CLB0151592,ARTERY EA VES ATHER W/O RENAL,18951.24
CLB0151593,ATHERECTOMY ABDOM AORTA,28426.89
CLB0151594,ATHERECT BRACH TRUNK BRANCH,18951.24
CLB0151595,ATHERECTOMY ILIAC EA VESSEL,17056.12
CLB0151600,RIGHT HEART CATH,11559.41
CLB0151601,LEFT VENTRICULOGRAM,19265.69
CLB0151602,RT HRT CATH W LT VENTRICULOGRM,26971.95
CLB0151603,COR CATHETERIZATION (ONLY),11559.41
CLB0151604,COR CATH W GRAFT - LIMA,15412.54
CLB0151605,COR CATH W RT HEART CATH,23118.84
CLB0151606,COR CATH W GFT & RT HEART CATH,26971.95
CLB0151607,COR CATH W LT HEART - COMPLETE,32365.88
CLB0151608,COR CATH W LT HEART & GRAFT,34678.23
CLB0151609,COR CATH W LT & RT HEART CATH,38531.39
CLB0151610,COR CATH W LT&RT HART CATH/GFT,42384.5
CLB0151611,EP RT HEART CATH,11559.41
CLB0151614,RT HEART INJECTION (ADD-ON CD),2543.47
CLB0151615,AORTAGRAM (ADD-ON CODE),4521.71
CLB0151616,INJECT PULMONRY ARTERY(ADD-ON),5369.54
CLB0151617,PICC PERPH CENT CATH NON-TUN,3175.09
CLB0151618,"THROMBECTOMY, PRIM ARTERY MECH",19620.87
CLB0151620,CL TRANSCATH THERAPY EMB S&I,6688.58
CLB0151621,CL ANGIO EXIST CATH F/U THERA,535.46
CLB0151622,SEL ABD/PEL/LE VAS FAM ADD,1632.5
CLB0151626,CL ARTERIO VISCERAL SEL S&I,13965.96
CLB0151627,INJ THROMBIN PSEUDOANEURYSM,2520.11
CLB0151628,US GUIDANCE FOR NDL BIOPSY,1883.69
CLB0151632,"CL THROMBECTOMY, VENOUS INIT",19620.87
CLB0151633,CL TROMBECT VENOUS MECH REPEAT,19620.87
CLB0151655,RENAL ANGIOGRAM UNILAT MAIN,11761.77
CLB0151656,RENAL ANGIOGRAM BILAT MAIN,11761.77
CLB0151657,RENAL ANGIO UNILAT SUPR SELECT,11761.77
CLB0151658,RENAL ANGIO BILAT SUPR SELECT,11761.77
CLB0151660,INSERT VENA CAVA FILTER,17502.48
CLB0151661,VENA CAVA FILTER REPOSITION,12010.98
CLB0151662,VENA CAVA FILTER RETRIEVAL,12010.98
CLB0151664,DRUG ADMIN & HEMODYNAMIC MEASR,2422.35
CLB0151665,CARDIAC OUTPUT/THERMODILUTION,839.98
CLB0151668,VIR PROC in CATH LAB,0
CLB0151706,S-COR STNT DES WWO PTCA 1 VES,26513.76
CLB0151707,S-COR STNT DES WWO PTCA EA VES,26513.76
CLB0151708,S-COR STNT BMS WWO PTCA 1 VES,26513.76
CLB0151709,S-COR STNT BMS WWO PTCA EA VES,26513.76
CLB0151710,S-PTCA BALN SING ART,15179.48
CLB0151711,S-PTCA BALN SING ART EA ADD,15179.48
CLB0151891,RENAL DENERVATION UNILATERAL,17305.6
CLB0151892,RENAL DENERVATION BILATERAL,19468.8
CLB0171736,S-ATH 1 VES PTCA,28944.34
CLB0171737,S-ATH 1 VES PTCA EA ADD,28944.34
CLB0171738,S-ATH W/PTCA DES STNT,23055.46
CLB0171739,S-ATH W/PTCA DES STNT EA ADD,23055.46
CLB0171740,S-ATH W/PTCA DES STNT GFT,23055.46
CLB0171741,S-ATH W/PTCA DES STNT GFT EAAD,23055.46
CLB0171750,INFUSN THROMB ANY METH ARTERL,5190.47
CLB0171751,INFUSN THROMB ANY METH VENOUS,5190.47
CLB0171752,INFUS THROMB ANY METH SUBS DAY,6949.36
CLB0171753,INFUS THRM ANY METH SUB DY WCN,6949.36
CLB0171760,IMPLANT VAD - IMPELLA,6036.64
CLB0171761,REMOVAL VAD - IMPELLA,6036.64
CLB0171762,VAD - IMPELLA SUBSQUNT REPOSIT,6414.31
CLB0171770,PAMI W ANY INTERVENTION,23055.46
CLB0171771,CTO W ANY INTERVEN SING VES,23055.46
CLB0171772,CTO W ANY INTERVENT EA ADD VES,23055.46
CLB0171845,VALVULOPLASTY BALN AORTIC PERC,12296.84
CLB0171847,STNT INSRT ARTERY INCL OTHER,34340.4
CLB0171848,EMBOLIZATION OF ARTERY,33297.17
CLB0171850,STNT INSRT ART INCL ASS S OTHR,16607.48
CLB0171851,CARDIOVASC PROCEDURE PVL,1820.68
CLB0171855,VASC EMBOLIZ/OCCLUD VENOUS,31711.61
CLB0171856,TRANSCATH CLOSUR OF ASD,45859.14
CLB0171857,ANTE CARTD STNT W ANGPLAS GUID,15842.34
CLB0171860,AORTIC VLVE REPLC PERC FEM ART,16791.84
CLB0171861,AORTIC VLVE REPLC TRANSAPICAL,16791.84
CLB0171862,AORTIC VLVE REPLC TRANSAORTIC,16791.84
CLB0171863,PLC CATH SUBCLAV ART ANGIO,14657.41
CLB0171864,AORTOGRAM THORAC W/O SER S&I,13965.96
CLB0171865,CARDIO MEMS PROCEDURE,53901.81
CLB0171866,CINERAD /VIDEORAD SPEC INCLUDE,368.31
CLB0171869,FLUOROSCOPY > 1 HOUR SEP PROC,1247.47
CLB0171870,US VASC NON-CORONARY INITIAL,5294.97
CLB0171871,US VASC NON-CORONARY EA ADD,4989.71
CLB0171910,ANGIOPLSTY BALN ARTERY INIT,15650.19
CLB0171911,ANGIOPLSTY BALN ARTERY EA ADD,12331.28
CLB0171912,PTA VENOUS INITIAL,15650.19
CLB0171913,TRANSLM BALN ANGIO VEIN EA ADD,4110.42
CLB0171940,MOD SEDATION INIT 15MIN > 5Y,973.72
CLB0171941,MOD SEDATION EA ADD 15MIN,299.77
CLB0171945,POCKET REVISION - LOOP RECORDR,1539.23
CLB0171947,INSERT IMPELLA RP-UNLISTD PROC,6140.64
CLN0140021,PROTHROMBIN TIME (PT),102.86
CLN0140023,ADMIN VACCINE GENERAL,110.01
CLN0140025,VACN MMR (MEASLES MUMPS RUBEL),451.94
CLN0140027,SUTURE/STAPLE REMOVAL,348.99
CLN0140029,ADMIN VACCINE PNEUMOCOCCAL,110.01
CLN0140031,ADMIN VACCINE HEPATITIS B,110.01
CLN0140033,I & D ABSCESS SIMPLE SINGLE,826.5
CLN0140079,OPD - CODE A,0
CLN0140081,OPD - CODE B,0
CLN0140083,OPD - CODE C,0
CLN0140085,OPD - CODE D,0
CLN0140087,OPD - CODE E,0
CLN0140089,OPD - CODE F,0
CLN0140091,HGB (FINGERSTICK),106.25
CLN0140093,HGB (FINGERSTICK),106.25
CLN0140095,VISIT NEW PT -FOCUSED- LVL 1,389.9
CLN0140097,VISIT NEW PT-EXPANDED-LVL 2,237.67
CLN0140099,VISIT NEW PT-DETAILED-LVL 3,563.62
CLN0140101,VISIT NEW PT-COMPREH-LVL 4,414.34
CLN0140103,VISIT NEW PT-COMPLEX-LVL 5,386.47
CLN0140104,VISIT ESTAB PT-FOCUSED-LVL 1,178.19
CLN0140105,VISIT ESTAB PT-EXPANDED-LVL 2,276.69
CLN0140107,VISIT ESTAB PT-DETAILED-LVL 3,323.13
CLN0140111,URINE FOR HCG (PREGNANCY),186.47
CLN0140113,VISIT ESTAB PT-COMPREH-LVL 4,326.19
CLN0140115,VISIT ESTAB PT-COMPLEX-LVL 5,296.68
CLN0140118,VISIT ESTAB PT - POST-OP,0
CLN0140129,CERUMEN(EAR WAX) REMOVAL IMPAC,173.71
CLN0140131,FORESKIN MANIPULATION,630.1
CLN0140133,FSG (FINGER STICK GLUCOSE),37.8
CLN0140135,ARTHROCNTS ASP LRG JNT WO US,2548.4
CLN0140137,TRIGGER POINT INJECT 1-2 MUSC,451.46
CLN0140139,HEMOCULT - OCCULT BLOOD FECES,103.34
CLN0140141,RAPID STREP,139.37
CLN0140143,"FB REM EXT AUD CANL, W/OGENANS",427.44
CLN0140145,URINALYSIS BY DIPSTICK,81.13
CLN0140147,MICROALBUMIN,172.64
CLN0140149,WET MOUNT,164.56
CLN0140153,VACN FLU VIRUS/FLUZONE ADLT PF,128.86
CLN0140155,ADMIN VACCINE INFLUENZA,110.01
CLN0140157,VACN MENINGOCCAL 4MG/.5ML VL,1119.07
CLN0140159,VACN PNEUMOCOCC 25MCG/0.5ML,606.79
CLN0140161,PPD,3.45
CLN0140163,VACN HEPAT B 10MCG/ML ADULT,291.56
CLN0140167,POST OP EXAM / VISIT,0
CLN0140177,METHYLPRED 40MG / ML (#1),33.69
CLN0140179,DEPOPROVERA 150MG,204.52
CLN0140181,VACN HEPATITIS A 50U/ML ADULT,411.47
CLN0140183,CATHETERIZE URETHRA TEMP SIMPL,516.32
CLN0140215,POST-OP EXAM / VISIT,0
CLN0140217,I & D ABSCESS COMPLEX/MULTIPLE,1450.9
CLN0140219,I & D PILONIDAL CYST SIMPLE,748.92
CLN0140221,INCISION & REMOVAL F.B. SIMPLE,612.83
CLN0140223,I&D HEMAT/SEROMA/FLUID COL,6054.92
CLN0140225,ASPIRATE PUNC ABSCESS HEMATOMA,4304.67
CLN0140227,I&D WOUND POST-OP COMPLEX,2461.13
CLN0140229,DEBRIDEMENT SKIN<10% BODY SURF,321.62
CLN0140231,DEBRIDEMENT SKIN SUB/Q TISSUE,1775.48
CLN0140233,BX LESN SKIN S/Q MEMB SNGL,585.81
CLN0140235,BIOPSY SKIN EA SEP/ADDL LESN,356.1
CLN0140237,EXCIS LESN BENIGN TRUNK <.5CM,1222.99
CLN0140239,EXC BENIGN LSN ARM/LEG .6-1CM,1084.56
CLN0140241,"EXCIS.BEN.LES.,ARM,LEG-1.1-2.0",1191.54
CLN0140243,EXC LESN BENIGN SCALP/HAND <.5,635.17
CLN0140245,"EXC.BENIGN LES,HAND,FEET.6-1CM",1003.35
CLN0140247,EXC BEN LESN HAND/FEET 1.1-2CM,1418.73
CLN0140249,EXC LESN BEGN FACE/EAR <0.5CM,697.55
CLN0140251,EXC.BENIGN LES.FACE .6-1.0 CM,1191.54
CLN0140253,EXC LESN BENGN FACE 1.1-2.0 CM,1267.16
CLN0140255,BURN INIT RX 1ST DEG LOCAL,658.48
CLN0140257,BURN RX OR DEBRID W/O ANES SML,750.74
CLN0140259,ASPIRATE PUNCTURE BREAST CYST,4519.91
CLN0140261,PUNC ASPIRAT BREAST CYST EA AD,1485.15
CLN0140263,"ANOSCOPY, DX W & W/O COL SPEC",205.78
CLN0140265,FINE NEEDLE ASPIRAT W/O IMAGE,465.25
CLN0140267,DEBRID SKIN SUB/Q TISSUE,1775.48
CLN0140269,RN FOLLOW-UP CARE I.E. B.P.,0
CLN0140279,EXCISION NAIL & MATRIX,864.94
CLN0140281,WEDGE EXCISION SKIN NAIL FOLD,483.54
CLN0140283,METHYLPRED 40MG / ML (#2),33.69
CLN0140285,"SCLEROTHERAPY, LEG VEINS",266.58
CLN0140287,UNNA BOOT,291.74
CLN0140289,INJECTION SUB/Q IM,407.49
CLN0140323,POST OP EXAM / VISIT,0
CLN0140325,ARTHROCENTESIS ASP/INJ W/O US,1699.61
CLN0140335,CATHETERIZE URETHRA TEMP SIMPL,516.32
CLN0140337,CHANGE CYSTOTOMY TUBE SIMPLE,968.72
CLN0140339,FB REM EXT EYE CONJUNC SUPERFL,703.98
CLN0140343,INJECTION SUB/Q IM,407.49
CLN0140353,RN-FOLLOWUP CARE,0
CLN0140365,POST PARTUM VISIT,0
CLN0140369,ASPIRATE PUNCTURE BREAST CYST,4519.91
CLN0140371,I & D ABSCESS BARTHLIN'S GLAND,833.84
CLN0140373,CATHETERIZE URETHRA TEMP SIMPL,516.32
CLN0140375,CERVICAL BIOPSY,945.8
CLN0140377,COLPOSCOPY-CERVIX EXAM,392.58
CLN0140379,COLPOSCOPY W CERVICAL BX,1285.87
