Report Name:,Daily CDM,
0816942,CATH THORACIC 36 FR.,383.00
0816967,BAND BULK 6PLY,90.00
0816975,PACK CELL SAVER,"5,026.00"
0816983,DRAPE STERI 18X36,312.00
0816991,DRAPE STERI 48X50,453.00
0817007,STERILE DRAPE COVER,156.00
0817056,SPEARS SURGICAL,67.00
0817080,SET PLATELET,199.00
0817098,TUBE ET 90MM,124.00
0817163,DRAIN THOR 3,"2,074.00"
0817189,TRAY ARTHROGRAM,677.00
0817296,TRAY HYSTERO-SALPINGO,470.00
0817361,TRAY ARTERIOGRAM,993.00
0817445,SPLINT 4X30 C,540.00
0817569,CLIP SPRING SOFT,438.00
0817577,CATH TAUT,620.00
0817643,GUIDE WIRE THSF38,518.00
0817684,GUIDE WIRE THSCF,569.00
0817973,EVACUATED CONT,71.00
0818583,WATER IRRIG USP,235.00
0818591,WATER IRRIG USP,80.00
0818625,IRRIGATION 3% SOR,337.00
0818633,BAG 0.9% SOD CHLO,368.00
0818641,WATER IRRIGATION,90.00
0818658,SODIUM CHLORIDE,55.00
0818690,SET EXTENSION W/2 Y INJ,46.00
0818740,CONTINU-FLO W/3,118.00
0818765,SET CYSTO IRRIG,203.00
0818773,SET Y-TYPE TUR/CB,398.00
0818880,ARTHROSCOPY TUBING 4-PRON,414.00
0818906,SUCTION TUBE 1/4,107.00
0818914,SUCTION SIGMOID,124.00
0818963,BLADE DERMATOME,449.00
0818971,STAPLE ROTICULAT,"3,299.00"
0818989,BAG-A-JET,330.00
0819003,DISSECTORS K,107.00
0819011,STAPLE LDS-15W,"1,632.00"
0819037,BLADE DERMATOME BROWN,492.00
0819094,CATH NEEDLE RTVN,996.00
0819334,"STOCKINET 6"" BIAS",226.00
0819359,GUIDE WIRE TSFB38,569.00
0819409,CATH PIGTAIL 4FR 035,781.00
0819516,PROBE RECTAL,580.00
0819524,CATH P5.OB 38 50,560.00
0819557,NEEDLE ASPIRAT BIOPSY,555.00
0819607,GUIDE WIRE TSF 38 260,591.00
0819623,GUIDE WIRE TSF 38 145,375.00
0819755,CATH 6FR INTRODUCER,846.00
0819847,KIT OBSTETRICAL VACC DEL,"1,010.00"
0819995,PACK CUSA,"6,262.00"
0820001,NEEDLE PERCUTANEOUS,166.00
0820027,GUIDEWIRE TSCF 35,394.00
0820050,INTRODUCER ONE STICK,"2,120.00"
0820068,NEEDLES BIOPSY,502.00
0820134,NEEDLE SET ONE STEP,"11,210.00"
0820159,CATH MALECOT NEPH,"1,118.00"
0820217,GUIDE WIRE AMPLAT,678.00
0820266,DILATOR VESSEL,293.00
0820589,GUIDEWIRE THSF 38,450.00
0820704,GI KIT,"3,191.00"
0820845,GUIDEWIRE AMP TOR,"1,480.00"
0820902,"BANDAGE ESMARK  4""",431.00
0820910,"BANDAGE ESMARK 3""",362.00
0820928,SLEEVES SCLERAL 270,431.00
0820944,CATH FOLEY CONTINOUS IRR,408.00
0820951,CATH FOLEY 22FR 30CC,436.00
0821025,URINAL DISP,46.00
0821199,SYSTEM AMPLAJZ ANCHOR,"1,598.00"
0821215,STOPCOCKS FLOSWITCH,273.00
0821231,AUTOTRANSFUSION SYSTEM D,"1,223.00"
0821454,PLATE 7 HOLE SYNTHES,"1,362.00"
0821462,PLATE 9 HOLE SYNTHES,"1,669.00"
0821553,CORD DISP CYSTO E-0503,181.00
0821603,BASKET 4 WIRE STONE,"1,764.00"
0821611,PERFORATOR CODMAN DISP,"2,682.00"
0821637,HIP ABDUCTION CONTROL,0.00
0821736,SUCTION SHOWER HEAD IRRG,389.00
0821744,IRRIGATOR SIMPULSE SUCT,"1,346.00"
0821827,TUBING FRAGMATOME 820-5,870.00
0821835,V-LANCE CORNEAL KNIFE,"1,191.00"
0821918,NAIL ZICKEL B,704.00
0821942,SCREW SELF TAPPING HARRIS,946.00
0822056,SCREW KUROSAKA FIXATION,"1,767.00"
0822072,REMOVER ER STAPLE,243.00
0822213,PLATE SYNTHES 150 DEGREE,"1,767.00"
0822239,CONNECTOR 3/8 X 3/8 X 3/8,199.00
0822247,CONNECTOR 3/8 X 3/8 STRAI,155.00
0822270,CATHETER URETERAL DILATAT,"3,373.00"
0822312,CANNULA 6.5MM HI FLOW AOR,800.00
0822320,CANNULA WIRE REINFORCED V,734.00
0822338,CLAMP UNIVERSAL SYNTHES,"3,304.00"
0822353,NAIL TIBIA ZIMMER,"1,540.00"
0822486,LIGACLIP 20/20 APPLIER ET,"1,773.00"
0822494,MESH MARLEX 6X6,410.00
0822510,ELECTRODE EXTENDED BLADE,304.00
0822544,KNEE TOTAL CONDYLAR TIBIA,"11,669.00"
0822569,KNEE TOTAL CONDYLAR PATEL,"3,072.00"
0822593,VSCI TEFLON FELT 6X6,301.00
0822619,VALVE CARPENTER EDWARDS M,0.00
0822627,CANNULA 8.0MM AORTIC ARCH,949.00
0822643,PROBE ELECTOHYDRAULIC 3FR,"3,400.00"
0822650,CONT SYSTEM-SLUSH BAGS,926.00
0822767,MYRINGOTOMY KNIFE DISP,471.00
0822809,COTTONOIDS RAND,243.00
0822817,TUR CUTTING LOOPS,0.00
0822841,BILATERL LIMB DRAPE,663.00
0822858,HOOD PRE PACK STERILE DIS,677.00
0822874,RHINOPLASTY IMPLANT,"2,572.00"
0823211,OPEN LAMINAR HOOK (THORAC,"4,007.00"
0823310,OPEN LAMINAR HOOK BLADE,"5,139.00"
0823344,L DISPLACED LAMINAR HOOK(,"5,180.00"
0823591,CONDYLES FEMORAL BONE,"5,398.00"
0823682,COTREL SCREW SACRAL 95027,"3,952.00"
0823781,FIBERS YAG LASER DISPOSAB,"3,120.00"
0823799,SCREW TITANIUM SOFT TIS C,897.00
0823807,WASHER SOFT TISSUE CONCEP,0.00
0823831,"HEMOLLIP, MED",234.00
0823872,ROD 35MM BENT 20,"1,888.00"
0823880,ROD 35MM BENT 35,"2,168.00"
0823906,ROD 35MM BENT 50,"1,888.00"
0823922,DRILL BITS DISPOSABLE,916.00
0823971,SMOKE EVACUATOR-HOSES,141.00
0824052,BONE CANCELLOUS STRIP TEY,"1,162.00"
0824060,BONE CORTICAL STRUT TCQ A,"3,597.00"
0824094,LIGACLIP REFILL CARTRIDGE,"1,090.00"
0824128,CATH VASPORT VP100,"5,591.00"
0824136,STAPLE PREMIUM CEEA 28-3,"5,343.00"
0824144,KIT CELL SAVER FAST PACK,"5,207.00"
0824276,KNEE DEPUY AMK FEMORAL CO,"14,991.00"
0824300,SHEET THYROID,368.00
0824326,SHEET LAP W/ARMBOARD,431.00
0824334,PACK SET UP BASIC,228.00
0824359,SHEET THREE QUARTER DRAPE,228.00
0824391,VALVE MOLTENO,"7,242.00"
0824409,GRAFT ATRIUM PLASMA TFE,"7,438.00"
0824425,"BLADE, ARTHROSCOPY DISP","2,145.00"
0824433,NAIL ENDER RICHARDS,737.00
0824458,KIT SHOULDER TRACTION,"1,547.00"
0824482,SUCTION ASSEMBLY CELL SAV,"1,098.00"
0824524,BOOTIES SUTURE AID YELLOW,139.00
0824540,BAG DISPOSABLE DRAINAGE C,636.00
0824565,BOOTIES SUTURE AID DISPOS,139.00
0824573,PEN SKIN SCRIBE DISPOSABL,80.00
0824599,HIP UNIVERSAL TAPER HEAD,"3,409.00"
0824656,SET HARVARD MICROBORE HIG,199.00
0824680,CUP BI-ARTICULAR ZIMMER,"6,966.00"
0824714,CATH GROSHONG SINGLE LUME,"4,181.00"
0824722,CATH GROSHONG DUAL LUMEN,"6,159.00"
0824730,CORD BIPOLAR COAGULATION,203.00
0824755,CATH FOLEY COUNCIL TIP,438.00
0824797,GRAFT HEMOSHIELD BIFURCAT,"8,784.00"
0824805,GRAFT HEMOSHIELD STRAIGHT,"5,666.00"
0824862,PLATE LUHR CURVED,"1,123.00"
0824870,OCCLUDER VASCULAR DISPOSA,"1,491.00"
0824920,KNEE PCA TIBIAL BASE STEM,"10,793.00"
0824987,ANGIOSCOPE 2.3 NN DISPOSA,"9,111.00"
0825034,STAPLE CR75 RELOADING UN,"2,512.00"
0825141,KNEE ZIMMER INSALL BUR PA,"3,026.00"
0825232,STAPLE PURSESTRING DEVIC,812.00
0825323,BONE DISTAL FEMORAL CONDY,0.00
0825364,TRAY CONTINUOUS EPIDURAL,906.00
0825414,NEEDLE VERIES AUTOSUTURE,"1,181.00"
0825422,TROCAR DISPOSABLE,231.00
0825497,RETAINERS VISCERA MEDIUM,591.00
0825521,SHEATH DILATOR GUIDEWIRE,502.00
0825638,DRAPE PEDIATRIC CONVERTOR,786.00
0825653,KNIFES GRIESHABER BLADE D,803.00
0825745,ENDOCLIP DISPOSABLE AUTOS,"3,242.00"
0825752,CONVERTOR SURGIPORT AUTOS,282.00
0825778,CANNULA RETROPLEGIA COR S,"2,369.00"
0825786,NAIL GAMMA 12MM X 130 DEG,"7,010.00"
0825794,NAIL GAMMA LAG SCREW 12 X,"3,000.00"
0825802,NAIL GAMMA LOCKING SCREW,"1,136.00"
0825810,NAIL GAMMA TRANSVERSE SCR,"1,473.00"
0825877,KNEE I/B FLUTED ROD,"2,992.00"
0825893,KNIFE GRIESHABER ALL,"1,066.00"
0825901,BOVIE NEEDLE POINT DISPOS,55.00
0825935,PROBE VITRECTOMY DISPOSAB,"3,242.00"
0825943,SHIELD VISITEC EYE,40.00
0825976,QUICKANCHOR #2 MITEK DISP,"1,984.00"
0825992,DRESSING GLASCOK EAR,508.00
0826073,COTREL HOOK LFT/RIGHT 841,"4,093.00"
0826156,COTREL ROD 84200L260 26CM,"1,429.00"
0826198,COTREL BLOCKER FOR SACRAL,"1,086.00"
0826271,IRRIGATTOR ENDO-FLOW DISP,"1,877.00"
0826305,HIP UNIVERSAL HEAD INTERM,"3,489.00"
0826347,HIP FEMORAL HEAD CERAMIC,0.00
0826362,CIRCUIT BREATHING HEATED,766.00
0826388,CANNULA ACUFEX UNIVER 5X7,500.00
0826396,HIP SHELL INTERMEDICS,"7,887.00"
0826404,HIP INSERT INTERMEDICS 28,"3,538.00"
0826412,HIP FEMORAL STEM INTERMED,"27,200.00"
0826446,TUBE GASTROSTOMY 18 FRENC,"1,165.00"
0826479,MESH PROLENE LARGE,"2,125.00"
0826487,SCREW CANNULATED SYNTHES,"1,332.00"
0826602,GLIDEWIRE 0.35 X 450CM GI,"2,515.00"
0826677,ACROMED CONNECTR TRANS 20,0.00
0826818,ACROMED SCREW 6.5X40 2026,"1,935.00"
0826834,ACROMED WASHER 5MM 2026-1,244.00
0826925,STIMULATOR ANY BONE IMPLN,"34,557.00"
0826958,PT PRGRMR NEUROSTIM C1787,0.00
0826966,ADPTR/EXTN LEAD PCNG OR N,0.00
0826974,LEAD NEUROSTIMULATOR,"10,822.00"
0826982,STIMULATOR SCREENER MEDTR,0.00
0827048,KANEDA SCREW ANTERIOR SPI,"1,935.00"
0827162,STRIPPER VEIN DISPOSABLE,508.00
0827303,POUCH ENDOSCOPIC 4X4 ETHI,"1,547.00"
0827402,PRESSURIZER FEMORAL CANAL,791.00
0827436,KIT MIXEVAC II HIGH VAC C,"1,556.00"
0827501,ADAPTER TUOMY BORST INJEC,296.00
0827568,GUARD C02 FILTRATION SYST,431.00
0827592,BLANKET BEAR HUGGER ADULT,476.00
0827634,FORCEP RADIAL JAW W/NEEDL,"1,598.00"
0827725,HIP ACETABULAR SHELL PCA,"7,515.00"
0827733,HIP HOODED INSERT HOWMEDI,"3,659.00"
0827741,HIP FEMORAL HEAD HOWMEDIC,"3,460.00"
0827758,HIP DISTAL SLEEVE OSTEOLO,"1,697.00"
0827782,ELECTRODE LEEP DISPOSABLE,625.00
0827808,CLIP HULKA TUBAL OCCULDIN,686.00
0827865,PIN ABSORBABLE ORTHOSORB,"1,362.00"
0827873,BLOCK BITE ENDO ADULT DIS,124.00
0827907,SPLINT ANKLE AIRCAST RIGH,819.00
0827931,STAPLE INTERNAL TLC75 TI,"1,187.00"
0827949,STAPLE RELOAD TLC75 INTE,634.00
0827956,IMPLANT HYDROXYAPATITE OC,"6,427.00"
0827972,BONE ILIUM POSTERIOR 1/2,"35,588.00"
0827998,CANNULA 7CM DIP ROTOR CUF,569.00
0828012,INSERT FOGARTY SOFT JAW,386.00
0828079,RETRACTOR HOOK IRIS LID D,569.00
0828087,PROSTHESIS URINARY SPINCT,0.00
0828269,CATHETER P5.OB3850M450,578.00
0828392,FORCEPS SIMPSON OB SET-UP,156.00
0828525,EQ BED THERAPULSE,"1,991.00"
0828665,SLEEVE KENDALL SCD THIGH,312.00
0828699,NEEDLE BIOPSY WESTCOTT 20,494.00
0828772,ENEMA BAG EZ-EM 310,118.00
0828814,KIT PERCUFIX CATHETER CUF,586.00
0828889,NEPH URETER INT STENT,"2,516.00"
0828913,KIT URETERAL STENT 22-573,"2,516.00"
0829069,CATHETER P5.OB38100MNSO,523.00
0829135,FILTER LEVKOCYTE RC100,"1,118.00"
0829259,RAZOR DISP,16.00
0829291,COTTON LEUNG BILIARY STEN,"2,162.00"
0829374,SCAPEL DISP #11,48.00
0829408,SPLINT WRIST RIGHT,437.00
0829465,INFUSION CATH,"1,630.00"
0829549,SUPPORT ANKLE LARGE,425.00
0829580,TUBE CULTURE ANAEROBIC,219.00
0829614,SUPPORT ANKLE MEDIUM,425.00
0829622,NEEDLE BIOPSY HAAGA DHBN1,"1,179.00"
0829655,TUBE CULTURE,37.00
0829721,HEMOSTAT KELLY STERILE DI,141.00
0829739,PERFORATOR AMNIOTIC MEMBR,80.00
0829747,NEPHROURETERAL STENT 8F 2,"1,904.00"
0829762,SPENCO LINER,453.00
0829788,URETERAL STENT IE/10/24,"2,285.00"
0829796,SCISSORS SHAFT DISP MINI,289.00
0829846,CATHETER TORQUE 5FR,636.00
0829861,HALO VEST,0.00
0829895,SUPPORT ELASTIC ANKLE XLA,107.00
0829929,CANNISTER SUCTION 1000CC,117.00
0829937,GUIDEWIRE AMPLATZ TORQUE,"1,693.00"
0829986,VASTACK Y INJECTION SITE,282.00
0830000,IV CATHETER QUICK 22X1,63.00
0830042,NEEDLE ENTRY 4463-11-2719,155.00
0830125,CATHETER ACKRAD 5FR 61-30,936.00
0830174,DUODERM 4X4EA OP,37.00
0830190,NEEDLE LOCALZTN PERCUGUID,523.00
0830208,BASKET SEGURA 5B/4/70,"3,451.00"
0830356,GUIDE WIRE STRAIGHT 15CM,"1,115.00"
0830372,STENT URETERAL US/8/22,"2,162.00"
0830380,DUODERM 6X6BX OP,330.00
0830463,CATHETER P5.035100MNSJB1,595.00
0830661,SET MICRO INTRODUCER 401,870.00
0830687,URETERAL STENT US/8/24,"1,967.00"
0830745,CATHETER ANGIO UT/6-4/7/7,"4,501.00"
0830950,SNARES,"3,755.00"
0831024,GOOSE-NECK SNARE GN1500,"3,755.00"
0831057,URETERAL STENT 32CM,"2,253.00"
0831099,DILATOR VESSEL 4FR NCD4.0,290.00
0831115,DILATORS,282.00
0831222,WIRE COIL PUSHER 16 175CM,"2,156.00"
0831313,"SPINAL NEEDLE LONG 20G 6""",540.00
0831321,NEEDLE WESTCOTT BIOPSY 22,463.00
0831370,CATHETER INFUSION EDM 46,"4,498.00"
0831784,OCLUDNG SPRNG EMBOLI MWCE,746.00
0831859,IVC FILTER REMOVABLE,"7,900.00"
0831875,PNEUMATIC WALKING SPLINT,0.00
0831917,"SCOTCHCAST 4""X15""",431.00
0831925,IVC FILTER PERMANENT,"7,900.00"
0831982,"SCOTCHCAST 5""X30""",769.00
0832006,GLIDEWIRE ANGLED .025,"1,020.00"
0832196,EMBOL .018 COILS,"1,483.00"
0832238,CATHETER HIGH FLOW 5FR PI,664.00
0832477,SPINAL NEEDLE LONG,330.00
0832519,MAMMARY PROSTHESIS MENTOR,0.00
0832568,TRAY E.D NOSE BLEED,453.00
0832642,URETERAL DRAINAGE BAG,295.00
0832691,WIRE REG 0.35,482.00
0832717,EPIRENTAL DISSECTOR 216A,137.00
0832782,ATKINSON NEEDLE,182.00
0832923,YASARGEL ANEYRYSM CLIP,"2,435.00"
0832964,"SPLINT SHORT ARM, PLASTER",235.00
0832972,AMPLATZ ANCHOR SYSTEM AA/,"1,503.00"
0832998,PUDENZ CARDIAC CATHETER,"3,434.00"
0833020,CATHETER VTCB FIRM 10FR,"2,047.00"
0833061,WECK HOTTEMPS,0.00
0833103,"SHORT LEG SPLINT, PLASTER",856.00
0833178,"LONG LEG SPLINT, PLASTER",562.00
0833179,"LONG LEG SPLINT,FIBERGLAS",562.00
0833194,GUIDEWIRE NOSE CONE 7F .0,"1,452.00"
0833202,DLP GUNDRY RETROGRD CANNU,"1,864.00"
0833244,"SHORT ARM SPLINT, FIBERGL",508.00
0833277,DLP ADULT VENT CATH 20FR,633.00
0833293,SHEATH INTRODUCER 6FR,603.00
0833319,"LONG ARM SPLINT, FIBERGLA",800.00
0833335,GUIDEWIRE NOSE CONE 9F .0,"1,452.00"
0833384,"SHORT LEG SPLINT, FIBERGL",856.00
0833385,"SHORT LEG SPLINT,FIBER PE",856.00
0833426,BILIARY EXT TUBE,"1,755.00"
0833517,BALLOON REG > 4,"4,038.00"
0833616,CATHETER DRAN ULT14.03825,"1,586.00"
0833640,WIRE DEFLECT TIP 38 100 1,"1,057.00"
0833723,CATHETER MEWISSEN INFUSIO,"1,925.00"
0833871,BONE ILLIAC CREST OR RIB,"3,898.00"
0834259,INFUSION WIRE,"11,985.00"
0834291,ROTATING HEMOSTATIC VALVE,958.00
0834309,INTRODUCER ACCUSTICK SY 2,"1,779.00"
0834374,SET PRIMARY IV NONVENTED,37.00
0834424,SET SECONDARY PIGGYBACK 1,33.00
0834432,VALVE CARTENTER EDWARDS A,0.00
0834531,SET PRIMARY NITRO IV PUMP,413.00
0834556,CATHETER DRAINAGE 10FR,"1,367.00"
0834598,STERILE IV TUBING,193.00
0834663,CATHETER GLIDE HI 100CM 3,"1,325.00"
0834747,LOWER EXTREMITY DRAPE,697.00
0834796,SYRINGE DISP 200MI MED-RA,273.00
0834812,CATH REG NON GLIDE,551.00
0834929,CORNEAL PROTECTOR DISP,351.00
0835173,ACCUSTICK INTRODUCER SYST,"1,526.00"
0835207,CATHETER STRAIGHT 6F100 0,517.00
0835231,CATHETER TEGTMEYER 5.0356,605.00
0835280,"LEVINE TUBE, PLASTIC",48.00
0835348,KNEE IMMOBILIZER,677.00
0835405,DRAIN PENROSE,107.00
0835447,WIRE .018 COPE,667.00
0835512,MONARCH SYRINGE IN2001,"2,021.00"
0835744,AB VACYRETTE 10MM,312.00
0835801,"TUBE JEJUNOSTOMY 12FR-36""","1,350.00"
0835819,PAD KNEE CPM,383.00
0835827,EQ BED KINAIR 3,"1,091.00"
0835835,EQ BED FLUIDAIR PLUS,809.00
0835850,L & S CORSET,0.00
0835918,CATH PRUITT OCCLUSION,"1,191.00"
0835959,SHOUDLER PROST NEER II A,"8,696.00"
0835975,PLATE 7 HOLE,"1,185.00"
0836015,COMPONENT HIP DEPUY A,"10,495.00"
0836312,KIT HYSTEROVAC,773.00
0836569,GUIDEWIRE STRAIGHT .035 1,843.00
0836577,GUIDEWIRE ANGLED .038 150,766.00
0836700,CATHETER PRESSURE L&D,"1,483.00"
0836726,BINDER ABDOMINAL XXLGE,"1,232.00"
0836734,NEEDLE PERCUTANEOUS 18G,199.00
0836759,GUIDEWIRE STRAIGHT .035,354.00
0836841,VESSEL DILATOR 10.0 38,336.00
0836940,NEEDLE BIOPSY CUT,988.00
0836965,NEPHROSTOMY SYSTEM 8F,"1,526.00"
0837054,URETERAL STENT 8FR,"2,768.00"
0837062,GUIDEWIRE AMPLATZ STIFF .,838.00
0837096,DRESSING TELFA 4X8,22.00
0837120,OXYGEN MASK/ADULT,46.00
0837138,LOOPS CUTTING KARL STORZ,0.00
0837328,NEEDLE FRAN LUNG BIOPSY 2,687.00
0837336,BALLOON SMALL VESSEL,"4,881.00"
0837385,SPONGE TONSIL STERILE 2PK,20.00
0837393,NEEDLE FRAN LUNG BIOPSY 2,687.00
0837450,NEEDLE FRAN LUNG BIOPSY 2,687.00
0837617,FILTER LEVKOCYTE REMOVAL,"1,958.00"
0837708,WIRE GLIDE,895.00
0837716,STUMP SHRINKER,0.00
0837930,CONNECTING TUBE HPCT8.880,471.00
0838276,GUIDEWIRE WHOLEY FLOPPY,"1,679.00"
0838300,DRAPE FEMORAL ADULT,591.00
0838573,CATHETER HBP5.53565MC2SC2,672.00
0838680,CATHETER URI 5FR SET,870.00
0838714,TRAY UNIVERSAL PROCEDURE,843.00
0838748,SET BIOPSY LUNG CO-AXIAL,749.00
0838789,CATHETER 5FR PIGTAIL 90CM,611.00
0838995,CATHETER INTRODUCER MINI,549.00
0839092,DILATOR VESSEL JCD 5.0 38,266.00
0839308,LENSE MORGAN THERAPEUTIC,658.00
0839530,TIP NEEDLE PT TEFLON COAT,231.00
0839647,CABLE/SLEEVE OSTEO-CLAGE,0.00
0839654,"ACROMED CONNECTOR 3/16"" E","2,969.00"
0839662,APPLIER MULTI CLIP ETHICO,"1,575.00"
0839670,KNEE PATELLA COMPONENT,0.00
0839688,KNEE FEMORAL COMPONENT,0.00
0839696,KNEE TIBIAL COMPONENT,0.00
0839704,KNEE TIBIAL INSERT,0.00
0839753,HIP FEMORAL STEM COMPONNT,0.00
0839779,HIP FEMORAL STEM COMPONT,0.00
0839886,TROCAR W/DIL 18MM ETHICON,"2,090.00"
0839894,STAPLE ROTICULAR 170-200,"3,963.00"
0839928,STAPLE ENDO GIA MULTI 30,"3,903.00"
0839936,STAPLE ENDO GIA 30 AUTOS,"2,533.00"
0839993,TUBE TRACH PCT #6 LO PRES,"1,396.00"
0840033,SCREW INTERLCK SYNTHE ALL,787.00
0840041,NAIL INTERLCK SYNTHES ALL,"3,114.00"
0840074,STERI STRIP 1X4,171.00
0840082,SET IV MINI PRIP CENTINUE,193.00
0840090,BAG PULM ASSIST HYPERINFL,248.00
0840116,TUBING 3M PUMP ARTHROSCPY,"1,462.00"
0840280,HIP FEMORAL STEM OSTEONIC,"19,751.00"
0840298,CAP END ACE MEDICAL,0.00
0840363,PIN GUIDE ACE MED DISPBL,290.00
0840504,EPIFIX PER SQ CM WASTED,"1,495.00"
0840512,CASE STUDY SUPPLIES,0.00
0840520,VERSASHIELD,0.00
0840539,OTICON PONTO FLUS C MBR,"15,128.75"
0840557,OTICON GUIDE DRILL 3-4MM,"1,116.25"
0840575,OTICON CAP HEALING,85.50
0840793,CATHETER PICS 501 MPIS,"1,331.00"
0840801,SHOULDER TTL HUMERAL HEAD,0.00
0840850,CATHETER HNBR5.038100PWMS,546.00
0840892,SHOULDER TTL HUMERAL STEM,0.00
0840942,CATH HNBR5.038100PWNSH1,546.00
0840975,KIT ACCESSORY AMS,"3,176.00"
0841007,TUBING FLUID WARM LEVEL I,"1,052.00"
0841049,EXTERNAL FIXATOR KIT EBI,"21,793.00"
0841056,UTERINE MANIPULATOR HUMI,658.00
0841064,PUMP CONTROL ASSEMBLY AMS,"29,458.00"
0841072,NEOPRENE KNEE SLEEVE W/CU,393.00
0841098,TUBING HOT LINE L-70 DISP,821.00
0841114,BONE CANCELLOUS CRUSHED/C,"3,460.00"
0841148,DILATOR PYLORIC,"2,855.00"
0841163,NEOPRENE WRIST SUPPORT 3D,354.00
0841239,DILATOR ESOPHAGEAL,"2,855.00"
0841320,BIOPSY FORCEP HOT DISPOSA,"1,547.00"
0841338,WASHER DANEK,"2,065.00"
0841346,NEOPRENE SPRAIN WALKER SH,869.00
0841411,BIOPSY FORCEP DISPOSABLE,"1,547.00"
0841478,KIT MEMBRANE PERFUSION/CE,"10,350.00"
0841502,DILATOR COLONIC,"2,855.00"
0841510,EQ BED TRIADYNE KINETIC,"3,686.00"
0841569,"MONITORING LINE 72""",181.00
0841577,NEEDLE BIOPSY DTB 18 15.O,751.00
0841593,POLYPECTOMY SNARE DISPOSA,"2,203.00"
0841650,CATH TEMPERATURE FOLEY,354.00
0841718,CANNULA 25' NASAL,64.00
0841742,SPLINT INT NASAL INVOTEC,282.00
0841858,STENT SELF EXPANDING,"13,269.00"
0841874,SCREW FIXATION,0.00
0841882,ARTHREX ACL DISPOSABLE KI,"1,125.00"
0841940,STENT BTU7-0860-110,"13,269.00"
0841965,PLATE FIXATION,0.00
0841973,ARTHREX SCREW,"1,269.00"
0842054,SUCTION IRRIGATOR STRYKEF,"1,179.00"
0842112,CATHETER BERENSTIEN 5FR,586.00
0842294,STENT BTU7-1068-110,"13,269.00"
0842500,LIVER BX SET,"3,011.00"
0842682,CATH HNBR5.03865PWNSRIM,377.00
0842765,CATHETER PU8.53850P32SRIN,718.00
0842898,REAMER CANN 10MM ARTHREX,"1,596.00"
0843003,SCREW CERVICAL LOCKING SY,323.00
0843037,CATHETER HNBR5.03840PWNSK,546.00
0843318,CATH HNBR5.03865PWNSRC1,414.00
0843417,BLADE ARGON DISP VALLEYLA,730.00
0843482,DEVICE TORQUE OTD-100,243.00
0843508,DRAIN QUAD LUMEN ZIMMER,449.00
0843599,CONTINUOUS FLOW CAUTERY C,518.00
0843615,RETRIEVER SUTURE,525.00
0843631,DRESSING POLYMEM PAD 4X4,182.00
0843730,NAIL DELTA TIBIAL RICHARD,0.00
0843771,KIT APD CATH W/LOCK 10FR,"2,791.00"
0843813,DRESSING POLYMEM 4X12,449.00
0843862,EQ BARIKARE PRESS REDUCTN,"1,187.00"
0843888,WIRE DULL TIP GUIDE 27MM,"1,379.00"
0843979,PLUG CANN BONE TUNNEL ACU,349.00
0844001,SHEATH AMPLATZ RENAL 260,710.00
0844035,PROBE 4.7MM SUR DYNAMICS,"9,801.00"
0844068,WIRE DULL TIP GUIDE 24MM,"1,040.00"
0844134,MASTISOL,46.00
0844183,CATHETER DUAL LUMEN 405-1,"1,102.00"
0844191,TUBING STERILE IV CONTINU,152.00
0844209,CATHETER BALLOON 20MM-8CM,"6,759.00"
0844217,SHOULDER TOTAL HUMERAL BO,"14,512.00"
0844225,CASPAR DISTRACTION PINS,740.00
0844308,BANDAGE PK SYS PROFORE,437.00
0844332,STAPLE HERNIA ENDO MULTI,807.00
0844399,SHEATH PINNACLE 8FR15-628,563.00
0844506,STONETOME,"1,748.00"
0844563,CATHETER BALLOON 8MM-2CM,"4,652.00"
0844605,STAPLE VERSATACK DISP 4.,"1,304.00"
0844662,INTRODUCER MPIS-501-NT,786.00
0844696,"MESH-MARLEX SML 3""X6"" BAR",922.00
0844837,FORCEP SEITZINGER TRIPOLA,"4,652.00"
0844886,EQ-FIRST STEP THERAPY MAT,934.00
0844910,KNEE SYSTEM TIBIAL INSERT,"12,043.00"
0844936,SCOTT RETRACTOR LONE STAR,"1,420.00"
0844944,ACROMED TITANIUM ROD,0.00
0844993,STENT URETERAL GLIDEX 8FR,"1,773.00"
0845008,KNEE SYSTEM FEMORAL COMP,"18,770.00"
0845016,SET PICDS 601 MPIS 6FR,"1,585.00"
0845024,GRAFT HEMASHIELO PATCH,"1,981.00"
0845115,ELASTIC SURGICAL STAYS,165.00
0845149,STENT URETERAL PERCUFLEX,"1,754.00"
0845156,VENOUS RESERVOIR SOFT,"1,542.00"
0845164,CATH HNBR5.038100PWNSSIM1,546.00
0845172,CATH GLIDE/SLIP,"1,027.00"
0845206,SHOULDER TTL SCAPULA COMP,0.00
0845214,TIP ARTHRO WAND 90,"3,229.00"
0845248,GUIDEWR TRANSEND .014182C,"2,479.00"
0845271,SYNTHES ROD,745.00
0845305,KIT SITE RITE NEEDLE GUID,231.00
0845339,GUIDEWIRE V-18 150CM,"1,513.00"
0845370,DEFIBRILLATOR PATCH EXTER,586.00
0845396,PATCH DURAGUARD DURAL RPR,"1,926.00"
0845529,CATH RCF 730 38 30 JRB,946.00
0845552,GI FASTENERS / ANCHORS,"1,003.00"
0845636,SYNTHES SCREW,"2,972.00"
0845651,CATHETER BALLOON 6MM 4CM,"3,489.00"
0845677,ACROMED KASS CAP,"2,066.00"
