IVNUM,IVDESC, Price 
50416,"Explore wound extremity,SP","$5,175.00 "
50418,DEEP MUSCLE BIOPSY,"$2,342.00 "
50419,"Deep muscle biopsy,SP","$2,566.00 "
50420,REMOVAL OF FOREIGN BODY,"$1,685.00 "
50421,"Removal of foreign body,SP","$1,846.00 "
50423,"Removal of foreign body,SP","$4,269.00 "
50425,"CARPAL TUNNEL TX INJ, LT",$438.00 
50426,"CARPAL TUNNEL TX INJ, RT",$438.00 
50430,"CARPAL TUNNEL TX INJ,SP",$480.00 
50431,"CARPAL TUNNEL TX INJ,SP,FAC",$96.00 
50432,"CARPAL TUNNEL TX INJ,SP,PRO",$384.00 
50434,"CARPAL TUNNEL TX INJ,TR,FAC",$104.00 
50439,INJ SINGLE TENDON SHEATH OR LIGAMENT,$315.00 
50440,"INJ SINGLE TENDON SHEATH OR LIGAMENT,FAC",$63.00 
50441,"INJ SINGLE TENDON SHEATH OR LIGAMENT,PRO",$252.00 
50442,"INJ SINGLE TENDON SHEATH OR LIGAMENT,SP",$345.00 
50443,"INJ SINGLE TENDON SHEATH/LIGAMENT,SP,FAC",$69.00 
50444,"INJ SINGLE TENDON SHEATH/LIGAMENT,SP,PRO",$276.00 
50445,"INJ SINGLE TENDON SHEATH OR LIGAMENT,TR",$375.00 
50446,"INJ SINGLE TENDON SHEATH/LIGAMENT,TR,FAC",$75.00 
50447,"INJ SINGLE TENDON SHEATH/LIGAMENT,TR,PRO",$300.00 
50448,INJ TENDON ORIGIN OR SHEATH,$315.00 
50449,"INJ TENDON ORIGIN SHEATH,SP",$345.00 
50450,"INJ TENDON ORIGIN OR SHEATH,TR",$375.00 
50451,INJ TRIGGER POINT 1-2 MUSCLES,$389.00 
50452,"INJ TRIGGER POINT 1-2 MUSCLES,FAC",$78.00 
50453,"INJ TRIGGER POINT 1-2 MUSCLES,PRO",$311.00 
50454,"INJECTION SINGLE/MLT T,SP",$426.00 
50455,"INJECTION SINGLE/MLT T,SP,PRO",$341.00 
50456,"INJECTION SINGLE/MLT T,SP,FAC",$85.00 
50457,"INJECTION SINGLE/MLT T,TR",$463.00 
50458,"INJECTION SINGLE/MLT T,TR,FAC",$93.00 
50459,"INJECTION SINGLE/MLT T,TR,PRO",$370.00 
50460,INJ TRIGGER POINT >3 MUSCLES,$528.00 
50461,"INJ TRIGGER POINT >3 MUSCLES,FAC",$106.00 
50462,"INJ TRIGGER POINT >3 MUSCLES,PRO",$422.00 
50463,"INJ SINGLE/MLT T,SP",$578.00 
50464,"INJ SINGLE/MLT T,SP,FAC",$116.00 
50465,"INJ SINGLE/MLT T,SP,PRO",$462.00 
50466,"INJ SINGLE/MLT T,TR",$629.00 
50467,"INJ SINGLE/MLT T,TR,FAC",$126.00 
50468,"INJ SINGLE/MLT T,TR,PRO",$503.00 
50469,INJ SMALL JOINT/BURSA,$329.00 
50470,"INJ SMALL JOINT/BURSA,FAC",$66.00 
50471,"INJ SMALL JOINT/BURSA,PRO",$263.00 
50472,"INJ SMALL JOINT/BURSA,SP",$360.00 
50473,"INJ SMALL JOINT/BURSA,SP,FAC",$72.00 
50474,"INJ SMALL JOINT/BURSA,SP,PRO",$288.00 
50475,"INJ SMALL JOINT/BURSA,F2",$329.00 
50476,"INJ SMALL JOINT/BURSA,F3",$329.00 
50477,"INJ SMALL JOINT/BURSA,F4",$329.00 
50478,"INJ SMALL JOINT/BURSA,F5",$329.00 
50479,"INJ SMALL JOINT/BURSA,F6",$329.00 
50480,"INJ SMALL JOINT/BURSA,F7",$329.00 
50481,"INJ SMALL JOINT/BURSA,F8",$329.00 
50482,"INJ SMALL JOINT/BURSA,F9",$329.00 
50483,"INJ SMALL JOINT/BURSA,FA",$329.00 
50484,"INJ SMALL JOINT/BURSA,T1",$329.00 
50485,"INJ SMALL JOINT/BURSA,T2",$329.00 
50486,"INJ SMALL JOINT/BURSA,T3",$329.00 
50487,"INJ SMALL JOINT/BURSA,T4",$329.00 
50488,"INJ SMALL JOINT/BURSA,T5",$329.00 
50489,"INJ SMALL JOINT/BURSA,T6",$329.00 
50490,"INJ SMALL JOINT/BURSA,T7",$329.00 
50491,"INJ SMALL JOINT/BURSA,T8",$329.00 
50492,"INJ SMALL JOINT/BURSA,T9",$329.00 
50493,"INJ SMALL JOINT/BURSA,TA",$329.00 
50494,"INJECTION, SMALL JOINT/BURSA,SP,F1",$360.00 
50495,"INJECTION, SMALL JOINT/BURSA,SP,F2",$360.00 
50496,"INJECTION, SMALL JOINT/BURSA,SP,F3",$360.00 
50497,"INJECTION, SMAIL JOINT/BURSA,SP,F4",$360.00 
50498,"INJECTION, SMALL JOINT/BURSA,SP,F5",$360.00 
50499,"INJECTION, SMALL JOINT/BURSA,SP,F6",$360.00 
50500,"INJECTION, SMAILL JOINT/BURSA,SP,F7",$360.00 
50501,"INJECTION, SMALL JOINT/BURSA,SP,F8",$360.00 
50502,"INJECTION, SMALL JOINT/BURSA,SP,F9",$360.00 
50503,"INJECTION, SMALL JOINT/BURSA,SP,FA",$360.00 
50504,"INJECTION, SMALLJOINT/BURSA,SP,T1",$360.00 
50505,"INJECTION, SMALL JOINT/BURSA,SP,T2",$360.00 
50506,"INJECTION, SMALL JOINT/BURSA,SP,T3",$360.00 
50507,"INJECTION, SMALL JOINT/BURSA,SP,T4",$360.00 
50508,"INJECTION, SMALL JOINT/BURSA,SP,T5",$360.00 
50509,"INJECTION, SMALL JOINT/BURSA,SP,T6",$360.00 
50510,"INJECTION, SMALL JOINT/BURSA,SP,T7",$360.00 
50511,"INJECTION, SMALL JOINT.BURSA,SP,T8",$360.00 
50512,"INJECTION, SMALL JOINT/BURSA,SP,T9",$360.00 
50513,"INJECTION, SMALL JOINT/BURSA,SP,TA",$360.00 
50515,"INJECTION, SMALL JOINT/BURSA,TR,FAC",$78.00 
50535,"INJECTION, SMALL JOINT/BURSA,TR,T9",$391.00 
50540,"INJECTION, INTERMEDIATE JOINT/BURSA",$341.00 
50541,"INJECTION, INTERMEDIATE JOINT/BURSA,FAC",$68.00 
50542,"INJECTION, INTERMEDIATE JOINT/BURSA,PRO",$273.00 
50543,"MED JNT/BURSA,LT",$341.00 
50544,"MED JNT/BURSA,RT",$341.00 
50545,"MED JNT/BURSA,SP",$374.00 
50546,"MED JNT/BURSA,SP,FAC",$68.20 
50547,"MED JNT/BURSA,SP,PRO",$272.80 
50548,"MED JNT/BURSA,SP,LT",$374.00 
50549,"MED JNT/BURSA,SP,RT",$374.00 
50550,"MED JNT/BURSA,TR,LT",$406.00 
50551,"MED JNT/BURSA,TR,RT",$406.00 
50552,"INJ JOINT MEDIUM,TR",$406.00 
50558,"INJECTION, LARGE JOINT/BURSA",$402.00 
50559,"INJECTION, LARGE JOINT/BURSA,PRO",$322.00 
50560,"INJECTION, LARGE JOINT/BURSA,FAC",$80.00 
50561,"LARGE JOINT INJECTION IN OR/ER,LT",$402.00 
50562,"LARGE JOINT INJECTION IN OR/ER,RT",$402.00 
50563,"LARGE JOINT INJECTION IN,SP",$440.00 
50564,"LARGE JOINT INJECTION IN OR/ER,SP,FAC",$88.00 
50565,"LARGE JOINT INJECTION,SP,PRO",$352.00 
50566,"LARGE JOINT INJECTION IN,SP,LT",$440.00 
50567,"LARGE JOINT INJECTION IN,SP,RT",$440.00 
50568,"LARGE JOINT INJECTION IN OR/ER,TR,RT",$479.00 
50569,"LARGE JOINT INJECTION IN OR/ER,TR,LT",$479.00 
50570,"INJECTION JOINT LARGE,TR",$479.00 
50572,"INJECTION JOINT LARGE,TR,PROFESSIONAL",$383.00 
50573,ASPIRATION/INJECTION GANGLION CYST,$329.00 
50574,"ASPIRATION/INJECTION GANGLION CYST,FAC",$66.00 
50575,"ASPIRATION/INJECTION GANGLION CYST,PRO",$263.00 
50576,"ASPIRATION/INJECTION GANGLION CYST,SP",$360.00 
50577,"ASPIRATION/INJECTION GANGLION CYST,SP,FA",$72.00 
50578,"ASPIRATION/INJECTION GANGLION CYST,TR,PR",$287.96 
50579,"ASPIRATION/INJECTION GANGLION CYST,TR",$391.00 
50580,"APP CRAN TONG,CAL,STER FRM,INC REMOVE,SP","$2,360.00 "
50584,"Removal of support implant,SP","$2,455.00 "
50586,"Apply bone fixation device,SP","$2,739.00 "
50588,"Remove bone fixation device,SP","$3,881.00 "
50590,"Remove cartilage for graft,SP","$2,760.00 "
50592,"Sp bone algrft morsel add-on,SP",$50.00 
50595,"Sp bone agrft local add?on,SP",$50.00 
50597,"Sp bone agrft morsel add-on,SP","$1,634.00 "
50598,"Sp bone agrft morsel add-on,80",$490.00 
50599,ARTHROCENTESIS/ASPIRATION MAJOR JOINT,$402.00 
50601,EXC NECK LES SC < 3 CM,"$1,587.00 "
50602,"Exc neck les sc < 3 cm,SP","$1,738.00 "
50604,EXC BACK LES SC < 3 CM,"$2,345.00 "
50605,"Exc back les sc < 3 cm,SP","$2,568.00 "
50608,"Exc back tum deep 5 cm/>,SP","$7,062.00 "
50611,"I&d abscess p-spine l/s/ls,SP","$8,214.00 "
50613,"Remove part lumbar vertebra,SP","$7,566.00 "
50615,"Remove extra spine segment,SP","$1,365.00 "
50617,"Neck spine fuse&remov bel c2,SP","$21,850.00 "
50618,"Neck spine fuse&remov bel c2,SP,80","$6,555.00 "
50621,"Addl neck spine fusion,SP","$6,440.00 "
50622,"Addl neck spine fusion AS,SP,80","$1,932.00 "
50624,"Neck spine fusion,SP","$11,885.00 "
50625,"Neck spine fusion,80","$3,566.00 "
50627,"Additional spinal fusion,SP","$4,025.00 "
50628,"Additional spinal fusion,80","$1,208.00 "
50630,"Neck spine fusion,SP","$13,800.00 "
50631,"Neck spine fusion,80","$4,140.00 "
50633,"Lumbar spine fusion,SP","$15,640.00 "
50634,"Lumbar spine fusion,80","$4,692.00 "
50636,"SPINE FUSION EXTRA SEGMENT,SP","$4,600.00 "
50637,"SPINE FUSION EXTRA SEGMENT,80","$1,380.00 "
50639,"Lumbar spine fusion,SP","$23,472.00 "
50641,"Spine fusion extra segment,SP","$3,103.00 "
50642,"Spine fusion extra segment, AS,80",$931.00 
50644,"Lumbar spine fusion combined,SP","$23,811.00 "
50645,"Lumbar spine fusion combined AS,80","$7,144.00 "
50647,"Exploration of spinal fusion,80","$16,100.00 "
50649,"Exploration of spinal fusion AS,80","$4,830.00 "
50650,"Insert spine fixation device,SP","$8,739.00 "
50652,"Insert spine fixation device AS,80","$2,622.00 "
50653,"Insert spine fixation device,SP","$9,200.00 "
50655,"Insert spine fixation device AS,80","$2,760.00 "
50656,"Insert spine fixation device,SP","$8,625.00 "
50658,"Insert spine fixation device AS,80","$2,588.00 "
50659,"Insert spine fixation device,SP","$13,225.00 "
50661,"Reinsert spinal fixation,SP","$12,319.00 "
50663,"Remove spine fixation device,SP","$6,825.00 "
50664,"Remove spine fixation device,80","$1,972.00 "
50666,"Apply spine prosth device,SP","$5,463.00 "
50668,"Apply spine prosth device AS,80","$1,639.00 "
50669,"Remove spine fixation device,SP","$9,466.00 "
50671,"Cerv artific diskectomy,SP","$28,693.00 "
50673,"Revise lumbar artif disc,SP","$17,831.00 "
50675,Revise lumbar artif disc AS,"$4,884.00 "
50677,"Drain shoulder lesion,SP","$4,057.00 "
50682,"Exc shoulder les sc 3 cm/>,SP","$3,893.00 "
50685,"Exc shoulder les sc < 3 cm,SP","$4,218.00 "
50687,"Exc shoulder tum deep < 5 cm,SP","$4,648.00 "
50688,"Exc shoulder tum deep < 5 cm,SP","$4,925.00 "
50691,"Resect shoulder tumor < 5 cm,SP","$10,953.00 "
50693,"Partial removal collar bone,SP","$4,045.00 "
50695,"Remove shoulder bone part,SP","$4,600.00 "
50697,"Removal of bone lesion,SP","$4,980.00 "
50699,"Resect clavicle tumor,SP","$14,567.00 "
50701,"Repair rotator cuff acute,SP","$7,717.00 "
50705,"Repair rotator cuff chronic,SP","$8,970.00 "
50706,"Repair of shoulder,SP","$12,038.00 "
50708,"Repair biceps tendon,SP","$6,785.00 "
50709,"Repair biceps tendon AS,80","$2,036.00 "
50711,"Treat clavicle fracture,SP","$1,032.00 "
50713,"Treat clavicle fracture,SP","$4,276.00 "
50715,"Treat humerus fracture,SP","$4,262.00 "
50716,"Treat dislocation/fracture,SP","$3,903.00 "
50718,"Treat dislocation/fracture,SP","$8,339.00 "
50720,"Fixation of shoulder,SP","$1,519.00 "
50722,"Exploratory elbow surgery,SP","$4,478.00 "
50723,"REMOVAL OF ELBOW BURSA,SP","$2,742.00 "
50724,"REVISION OF ARM TENDON,SP","$7,086.00 "
50725,"HUMERUS FRACTURE,SP","$4,584.00 "
50726,"TREAT HUMERUS FRACTURE,SP","$6,550.00 "
50727,"FIXATION OF SHOULDER,SP","$5,675.00 "
50728,"TREAT HUMERUS FRACTURE,SP","$4,781.00 "
50729,"TREAT HUMERUS FRACTURE,SP","$8,845.00 "
50730,"TREAT HUMERUS FRACTURE AS,80","$2,654.00 "
50731,"TX CL ELBOW DISLOCATION W ANESTH,SP","$4,372.00 "
50732,"TREAT ULNAR FRACTURE,SP","$4,181.00 "
50733,"TREAT ULNAR FRACTURE,SP","$4,715.00 "
50734,"INCISION OF TENDON SHEATH,SP","$3,617.00 "
50735,"DECOMPRESS FOREARM 1 SPACE,SP","$5,261.00 "
50736,"DRAINAGE OF FOREARM LESION,SP","$4,785.00 "
50737,"EXPLORE/TREAT WRIST JOINT,SP","$3,751.00 "
50738,"REMOVE WRIST TENDON LESION,SP","$3,232.00 "
50739,"REREMOVE WRIST TENDON LESION,SP","$3,582.00 "
50740,"REMOVE WRIST/FOREARM LESION,SP","$7,147.00 "
50741,"REPAIR FOREARM TENDON/MUSCLE,SP","$6,422.00 "
50742,"REPAIR RADIUS AND ULNA,SP","$9,212.00 "
50743,"REPAIR WRIST JOINTS,SP","$9,521.00 "
50744,"TREAT FRACTURE OF RADIUS,SP","$4,613.00 "
50745,"TREAT FRACTURE OF ULNA,SP","$5,845.00 "
50746,"TREAT FACTURE RADIUS AND ULNA,SP","$2,985.00 "
50747,"TREAT FRACTURE RADIUS/ULNA,SP","$6,607.00 "
50748,"TREAT FRACTURE RADIUS/ULNA,SP","$3,220.00 "
50749,"TREAT FX DISTAL RADIAL,SP","$4,484.00 "
50750,"TREAT FX RADIAL EXTRA-ARTICUL,SP","$4,599.00 "
50751,"TREAT FX RADIAL INTRA-ARTICUL,SP","$5,108.00 "
50752,"TREAT FX RADIAL 3+ FRAG,SP","$6,613.00 "
50753,"TREAT FRACTURE ULNAR STYLOID,SP","$5,856.00 "
50754,"DRAINAGE OF FINGER ABCESS,SP",$575.00 
50755,"DRAINAGE OF FINGER ABCESS,SP","$3,399.00 "
50756,"DRAIN HAND TENDON SHEATH,SP","$4,019.00 "
50757,TREAT HAND BONE LESION,"$5,023.00 "
50758,"INCISE FINGER TENDON SHEATH,SP","$3,214.00 "
50759,"EXPLORE/TREAT HAND JOINT,SP","$2,943.00 "
50760,"EXPLORE/TREAT FINGER JOINT,SP","$3,603.00 "
50763,"RAD RESECT HAND TUMOR < 3CM,SP","$7,046.00 "
50764,"RAD RESECT HAND TUMOR 3CM/>,SP","$10,040.00 "
50765,"REMOVE TENDON SHEATH LESION,SP","$2,957.00 "
50766,"REMOVAL OF FINGER LESION,SP","$4,107.00 "
50767,"MANIPULATE FINGER W ANESTH,SP","$2,988.00 "
50768,"REPAIR FINGER/HAND TENDON,SP","$6,327.00 "
50769,"REPAIR FINGER/HAND TENDON,SP","$9,849.00 "
50770,"REPAIR FINGER/HAND TENDON,SP","$6,811.00 "
50771,"REPAIR HAND TENDON,SP","$3,560.00 "
50772,"REPAIR FINGER TENDON,SP","$3,504.00 "
50773,"REPAIR FINGER TENDON,SP","$4,425.00 "
50774,"RELEASE PALM/FINGER TENDON,SP","$5,478.00 "
50775,"INCISION OF FINGER TENDON,SP","$3,616.00 "
50776,REVISE FINGER JOINT.SP,"$3,955.00 "
50777,"RECONSTRUCT FINGER JOINT,SP","$6,878.00 "
50778,"TREAT METACARPAL FRACTURE,SP","$1,572.00 "
50779,"TREAT METACARPAL FRACTURE,SP","$3,113.00 "
50780,"TREAT METACARPAL FRACTURE,SP","$3,795.00 "
50781,"TREAT FINGER FRACTURE EACH,SP","$3,072.00 "
50782,"TREAT FINGER FRACTURE EACH,SP","$5,573.00 "
50783,"TREAT FINGER FRACTURE EACH,SP","$3,359.00 "
50784,"TREAT FINGER FRACTURE EACH,SP","$2,865.00 "
50785,"PIN FINGER FRACTURE EACH,SP","$3,833.00 "
50786,"TREAT FINGER FRACTURE EACH,SP","$2,640.00 "
50787,"TREAT FINGER DISLOCATION,SP","$1,129.00 "
50788,"TREAT FINGER DISLOCATION,SP","$3,492.00 "
50789,"AMPUTATE METACARPAL BONE,SP","$6,505.00 "
50790,"AMPUTATION OF FINGER/THUMB,SP","$3,246.00 "
50791,"AMPUTATION OF FINGER/THUMB,SP","$4,327.00 "
50792,"DRAINAGE OF PELVIS LESION,SP","$5,863.00 "
50793,"EXC HIP PELVIS LES SC 3CM/>,SP","$4,465.00 "
50794,"PERC FIX FEMORAL FX PROX END NECK,SP","$9,143.00 "
50795,"TREAT THIGH FRACTURE,SP","$9,575.00 "
50796,"CLTZ INTR/PERI/SBTRCHNTC FEM FX W MNP,SP","$9,136.00 "
50797,"TREAT THIGH FRACTURE,SP","$11,802.00 "
50798,"TREAT THIGH FRACTURE,SP","$10,518.00 "
50799,"TREAT HIP DISLOCATION,SP","$1,845.00 "
50800,"TREAT HIP DISCLOCATION,SP","$7,259.00 "
50801,"TREAT HIP DISLOCATION,SP","$3,307.00 "
50802,"TREAT HIP DISLOCATION,SP","$1,559.00 "
50803,"TREAT HIP DISLOCATION,SP","$5,489.00 "
50804,"DRAIN THIGH/KNEE LESION,SP","$3,151.00 "
50805,"EXPLORATION OF KNEE JOINT,SP","$6,922.00 "
50806,"EXC THIGH/KNEE TUM DEEP <5CM,SP","$5,897.00 "
50807,"RESENT THIGH/KNEE TUM <5CM,SP","$9,925.00 "
50808,"EXPLORE/TREAT KNEE JOINT,SP","$4,458.00 "
50809,"REMOVAL OF KNEE CARTILAGE,SP","$6,055.00 "
50810,"REMOVAL OF KNEE CARTILAGE,SP","$5,502.00 "
50811,"REMOVE KNEE CYST,SP","$4,960.00 "
50812,PARTIAL REMOVAL LEG BONE(S),"$8,045.00 "
50813,"REPAIR OF KNEECAP TENDON,SP","$3,766.00 "
50814,"REPAIR OF THIGH MUSCLE,SP","$4,458.00 "
50815,"REPAIR OF KNEE LIGAMENT,SP","$6,382.00 "
50816,"LAT RETINACULAR RELEASE OPEN,SP","$4,034.00 "
50817,"REVISION OF THIGH MUSCLES,SP","$6,993.00 "
50818,"REVISE KNEECAP W IMPLANT,SP","$8,002.00 "
50819,"REVISE KNEECAP W IMPLANT AS,80","$2,401.00 "
50820,"REVISION OF KNEE JOINT,SP","$2,484.00 "
50821,"REVISION OF KNEE JOINT AS,80","$2,484.00 "
50822,"TOTAL KNEE ARTHROPLASTY,SP, 80","$3,525.00 "
50823,TOTAL KNEE ARTHROPLAST,"$11,751.00 "
50824,"REVISE/REPLACE KNEE JOINT,SP","$13,521.00 "
50825,"REINFORCE THIGH,SP","$10,792.00 "
50826,"TREATMENT OF THIGH FRACTURE,SP","$7,621.00 "
50827,"TREATMENT OF THIGH FRACTURE,SP","$6,038.00 "
50828,"TREATMENT OF THIGH FRACTURE,SP","$6,521.00 "
50829,"TREATMENT OF THIGH FRACTURE,SP","$9,589.00 "
50830,"TREATMENT OF THIGH FRACTURE,SP","$9,296.00 "
50831,"TREAT KNEECAP FRACTURE,SP","$2,929.00 "
50832,"TREAT KNEECAP FRACTURE,SP","$5,350.00 "
50833,"TREAT KNEE FRACTURE, SP","$1,773.00 "
50834,"TREAT KNEE FRACTURE,SP","$5,758.00 "
50835,"TREAT KNEE FRACTURE,SP","$8,737.00 "
50836,"TREAT KNEE FRACTURE,SP","$11,389.00 "
50837,"TREAT KNEE DISLOCATION,SP","$4,680.00 "
50838,"FIXATION OF KNEE JOINT,SP","$1,408.00 "
50839,"AMPUTATE LEG AT THIGH,SP","$6,647.00 "
50840,AMPUTATION FOLLOW UP SURGERY,"$6,965.00 "
50841,"DECOMPRESSION OF LOWER LEG,SP","$3,958.00 "
50842,"DRAIN LOWER LEG LESION,SP","$4,829.00 "
50843,"INCISION OF ACHILLES TENDON,SP","$2,555.00 "
50844,"EXPLORE/TREAT ANKLE JOINT,SP","$6,211.00 "
50845,"REMOVAL OF TENDON LESION,SP","$5,086.00 "
50846,"REMOVE/GRAFT LEG BONE LESION,SP","$7,227.00 "
50847,"REPAIR ACHILLES TENDON,SP","$6,900.00 "
50848,"REPAIR/GRAFT ACHILLES TENDON,SP","$6,687.00 "
50849,"REPAIR OF ACHILLES TENDON,SP","$7,202.00 "
50850,"REVISION OFLOWER LEG TENDON,SP","$6,111.00 "
50851,"INCISION OF FIBULA,SP","$3,639.00 "
50852,"REPAIF OF TIBIA,SP","$8,337.00 "
50853,"TREATMENT OF TIBIA FRACTURE,SP","$3,095.00 "
50854,"TREATMENT OF TIBIA FRACTURE,SP","$8,482.00 "
50855,"TREATMENT OF TIBIA FRACTURE,SP","$7,705.00 "
50856,"TREATMENT OF TIBIA FRACTURE AS,80","$2,312.00 "
50857,"CLTX MEDIAL ANKLE FX,SP","$3,033.00 "
50858,"OPTX POST ANKLE FX W/MNJP,SP","$5,750.00 "
50859,"CLTX POST ANKLE FX W/MNPJ,SP","$4,088.00 "
50860,"TREATMENT OF FIBULA FRACTURE,SP","$3,894.00 "
50861,"TREATMENT OF FIBULA FRACTURE,SP","$6,784.00 "
50862,"TREATMENT OF ANKLE FRACTURE,SP","$3,880.00 "
50863,"TREATMENT OF ANKLE FRACTURE,SP","$4,577.00 "
50864,"TREATMENT OF ANKLE FRACTURE,SP","$4,326.00 "
50865,"TREATMENT OF ANKLE FRACTURE,SP","$6,006.00 "
50866,"TREATMENT OF ANKLE FRACTURE,SP","$4,491.00 "
50867,"TREATMENT OF ANKLE FRACTURE,SP","$6,703.00 "
50868,"TREAT LOWER LEG FRACTURE,SP","$2,867.00 "
50869,"TREAT LOWER LEG FRACTURE,SP","$4,918.00 "
50870,"TREAT LOWER LEG FRACTURE,SP","$8,062.00 "
50871,"TREAT LOWER LEG JOINT,SP","$4,404.00 "
50872,"TREAT ANKLE DISLOCATION,SP","$3,459.00 "
50873,"TREAT ANKLE DISLOCATION,SP","$4,675.00 "
50874,"AMPUTATION OF LOWER LEG,SP","$5,790.00 "
50875,"AMPUTATION OF LOWER LEG,SP","$5,858.00 "
50876,"AMPUTATION FOLLOW UP SURGERY,SP","$6,366.00 "
50877,RESECT FOOT/TOE TUMOR <3CM,"$7,225.00 "
50878,"REMOVAL OF FOOT LESION,SP","$4,370.00 "
50879,"REMOVAL OF TOE LESIONS,SP","$3,697.00 "
50880,"REMOVAL OF FOOT LESION,SP","$4,941.00 "
50881,"REMOVAL OF TOE LESIONS,SP","$4,116.00 "
50882,"PARTIAL REMOVAL OF FOOT BONE,SP","$5,954.00 "
50883,"RESECT PHALANX OF TOE TUMOR,SP","$4,877.00 "
50884,INCISION OF TENDON SHEATH,"$1,814.00 "
50885,"REMOVAL OF FOOT FOREIGN BODY,FAC",$363.00 
50886,"REMOVAL OF FOOT FOREIGN BODY,PRO","$1,451.00 "
50887,"REMOVAL OF FOOT FOREIGN BODY,SP","$1,987.00 "
50895,"REPAIR OF FOOT TENDON,SP","$4,534.00 "
50896,"REPAIR FOOT TENDON,SP","$4,395.00 "
50897,"REPAIR HALLUX RIGIDUS,SP","$3,820.00 "
50898,"TREAT HEEL FRACTURE,SP","$10,631.00 "
50899,"TREATMENT OF ANKLE FRACTURE,SP","$2,979.00 "
50900,"TREAT METATARSAL FRACTURE,SP","$1,208.00 "
50901,"TREAT METATARSAL FRACTURE,SP","$2,403.00 "
50902,"TREAT METATARSAL FRACTURE,SP","$3,234.00 "
50903,"TREAT METATARSAL FRACTURE,SP","$3,667.00 "
50904,"AMPUTATION TOE AND METATARSAL,SP","$3,412.00 "
50905,"AMPUTATION OF TOE,SP","$4,077.00 "
50906,LONG ARM CAST,$419.00 
50908,"LONG ARM CAST,SP",$459.00 
50909,"SHORT ARM CAST,SP,PRO",$285.60 
50912,"SHORT ARM CAST,PRO",$261.00 
50913,"SHORT ARM CAST,FAC",$65.00 
50914,"SHORT ARM CAST,SP",$357.00 
50915,"SHORT ARM CAST,SP,FAC",$71.40 
50916,"SHORT ARM CAST,TR,LT",$388.00 
50917,"SHORT ARM CAST,TR,RT",$388.00 
50918,"GAUNTLET CAST,RT",$410.00 
50919,"GAUNTLET CAST,LT",$410.00 
50920,"GAUNTLET CAST,SP,RT",$449.00 
50921,"GAUNTLET CAST,SP",$449.00 
50922,LONG ARM SPLINT LT,$315.00 
50923,LONG ARM SPLINT RT,$315.00 
50924,"LONG ARM SPLINT,SP,LT",$345.00 
50925,"LONG ARM SPLINT,SP,RT",$345.00 
50926,APPLICATION SHORT ARM,$271.00 
50927,"APPLICATION SHORT ARM,FAC",$54.00 
50928,"APPLICATION SHORT ARM,PRO",$217.00 
50929,"APPLICATION SHORT ARM,SP",$297.00 
50931,"FINGER SPLINT,F1",$183.00 
50932,"FINGER SPLINT,F2",$183.00 
50933,"FINGER SPLINT,F3",$183.00 
50935,"FINGER SPLINT,F5",$183.00 
50936,"FINGER SPLINT,F6",$183.00 
50937,"FINGER SPLINT,F7",$183.00 
50938,"FINGER SPLINT,F8",$183.00 
50939,"FINGER SPLINT,F9",$183.00 
50940,"FINGER SPLINT,FA",$183.00 
50941,"FINGER SPLINT,SP,F1",$201.00 
50942,"FINGER SPLINT,SP,F2",$201.00 
50943,"FINGER SPLINT,SP,F3",$201.00 
50944,"FINGER SPLINT,SP,F4",$201.00 
50945,"FINGER SPLINT,SP,F5",$183.00 
50946,"FINGER SPLINT,SP,F6",$201.00 
50947,"FINGER SPLINT,SP,F7",$201.00 
50948,"FINGER SPLINT,SP,F8",$201.00 
50949,"FINGER SPLINT,SP,F9",$201.00 
50950,"FINGER SPLINT,SP,FA",$201.00 
50951,LONG LEG CAST LEFT,$598.00 
50952,LONG LEG CAST RIGHT,$598.00 
50953,CYLINDER CAST LEFT,"$1,150.00 "
50954,CYLINDER CAST RIGHT,"$1,069.00 "
50955,APPLICATION SHORT LEG CAST,$455.00 
50956,"APPLICATION SHORT LEG CAST,FAC",$91.00 
50957,"APPLICATION SHORT LEG CAST,PRO",$364.00 
50961,"APPLICATION SHORT LEG CAST,SP",$498.00 
50963,"APPLICATION SHORT LEG CAST,SP,FAC",$99.60 
50966,"APPLY WLKR SH LEG CAST LT,SP,PRO",$464.80 
50967,"APPLY WLKR SH LEG CAST LT,SP,FAC",$116.20 
50968,"APPLY WLKR SH LEG CAST LT,SP",$581.00 
50969,LONG LEG SPLINT,$372.00 
50971,"LONG LEG SPLINT,SP",$408.00 
50972,"LONG LEG SPLINT,SP,FAC",$81.60 
50973,"LONG LEG SPLINT,SP,PRO",$326.40 
50977,APPLICATION SHORT LEG SPLINT,$268.80 
50978,"APPLICATION SHORT LEG SPLINT,FAC",$53.76 
50979,"APPLICATION SHORT LEG SPLINT,PRO",$215.04 
50983,"APPLICATION SHORT LEG SPLINT,SP",$294.00 
50984,"APPLICATION SHORT LEG SPLINT,SP,FAC",$59.00 
50985,"APPLICATION SHORT LEG SPLINT,SP,PRO",$235.00 
50989,"APPLICATION SHORT LEG SPLINT,TR",$320.00 
50991,"UNA BOOT,SP",$299.00 
50992,"APP MULTILAYER COMPRESSION,ANKLE/FOOT,SP",$312.00 
50993,"APP MULTILAYER COMPRESSION,LG/TH,SP",$616.00 
50994,"APP MULTILAYER COMPRESSION,ARM/FARM,SP",$388.00 
