Description, Base Price 
"BioComposite SwiveLock C Vented, 5.5 mm x 19.1 mm, w/Closed Eyelet   AR-2323BCC"," 1,716.00 "
"BioComposite SwiveLock C, Double-Loaded, 4.75mm x 22 mm, with two TigerWire CL (white/Blue and white"," 1,788.00 "
Biopsy Breast," 3,209.00 "
Biopsy Endometrial Charge, 316.00 
BIOPSY EXT AUDITORY CANAL, 234.00 
Biopsy external ear, 180.00 
Biopsy knee joint lining," 1,327.00 "
Biopsy Liver," 3,209.00 "
Biopsy Lymph Node," 3,352.00 "
Biopsy Mass," 4,076.00 "
Biopsy Needle," 3,040.00 "
"Biopsy of Anorectal Wall, Anal Approach (eg, Congenital Megacolon) Charge"," 1,019.00 "
"Biopsy of liver, needle; when done for indicated purpose at time of other major procedure", 282.00 
"Biopsy of liver, wedge"," 2,270.00 "
Biopsy of salivary gland; incisional, 781.00 
"Biopsy of skin, subq. tissue &/or mucous memb. (incl. simple clos.); single lesion Charge", 221.00 
Biopsy of vulva or perineum (separate procedure); 1 lesion [MONR], 193.00 
"Biopsy or excision of lymph node(s); open, deep axillary node(s)"," 1,168.00 "
"Biopsy or excision of lymph node(s); open, deep axillary node(s)"," 1,239.00 "
"Biopsy or excision of lymph node(s); open, superficial [MONR]", 797.00 
"Biopsy or excision of lymph node;open, deep Cervical Nodes"," 1,356.00 "
"Biopsy, Skin Subq/Mucous, Ea Add'l Charge", 70.00 
BK Virus CLS, 259.00 
BK Virus DNA Quantitation MCL, 500.00 
BLAKE DRAIN KIT, 232.00 
BLAKEMORE TUBE 16FR 92300, -   
Blood Culture CLS, 149.00 
Blood Glucose POC, 20.00 
Blood Smear Review for Pathologist MCL, -   
Blood Transfusion Additional, 393.00 
Blood Transfusion Initial, 792.00 
Blood Urea Nitrogen, 61.00 
Blood Urea Nitrogen, 61.00 
BLOOD/FLUID WARMING CASSETTE, 105.00 
BMP, 119.00 
BONE WAX(0BW25G), 32.00 
Boot Application," 1,680.00 "
BOOT BUCK TRACTION, 186.00 
BOOT CAST CLOSED TOE (L), 45.00 
Bordatella Pertussis PCRY, 93.00 
Bordetella PCR MCL, 77.00 
Bowel Resection Low," 10,519.00 "
Bowel Resection with End to End Anastomosis," 10,519.00 "
BRACE CINCH LOCK (L) LT, 128.00 
BRACE CINCH LOCK (L) RT, 128.00 
BRACE CINCH LOCK (XL) LT, 30.00 
BRACE TITAN THUMB (459-LT), 193.00 
BRACE TITAN THUMB (459-RT), 307.00 
Brain Natriuretic Peptide (BNP), 235.00 
Bravo Reflux Testing System, 459.00 
Breast Biopsy Open Incision Charge, 756.00 
Breast Bx loc device add’l lesion, 267.00 
Breast Bx loc device first lesion, 546.00 
Breast Lumpectomy," 4,076.00 "
Breast Lumpectomy with Axillary Dissection," 5,178.00 "
Breast Lumpectomy with Needle Localization," 4,076.00 "
Breath Alcohol Test, 76.00 
BRIEF MESH STRETCH XL, 24.00 
BRIEFS MESH STRETCH XXL, 24.00 
Bronchoscopy Flexible," 2,782.00 "
Bronchoscopy Flexible with Biopsy or Washings," 2,782.00 "
Bunionectomy," 3,496.00 "
Buprenorphine hydrochloride 0.1 mg, 7.00 
C Peptide MCL, 252.00 
C Reactive Protein High Sensitive MCL, 120.00 
C Reactive Protein MCL, 79.00 
C trach N. gonorrhea DNA MCL, 280.00 
"C1 Esterase Inhibitor Ag, Serum CLS", 70.00 
CA 125 MCL, 402.00 
CA 15-3 CLS, 290.00 
CA 19-9 CLS, 290.00 
CA 19-9 MCL, 290.00 
CA 27.29 CLS, 280.00 
CA 27.29 MCL, 84.00 
Calcitonin MCL, 152.00 
Calcium 24H Urine CLS, 91.00 
Calcium Ionized CLS, 192.00 
Calcium Level, 79.00 
Calcium Urine Timed MCL, 33.00 
"Calcium, Random Urine CLS", 41.00 
CALCULI STRAINER, 20.00 
CANAL PRESS NO HUB(206-546), 51.00 
CANAL TIP IRRIG/SUCT(210-8), 24.00 
Canalith Repositioning 95992- BCE, 168.00 
Cancer Ag 125 CLS, 290.00 
"Cannula, Twist-In w/No Squirt Cap, 7 mm I.D. x 7 cm  AR-6570", 108.00 
Carbamazepine Level MCL, 134.00 
Carbon Dioxide Level, 78.00 
Carbon Dioxide MCL, 46.00 
Carbon Monoxide CLS, 175.00 
Carboxy Hgb, 32.00 
Carcinoembryonic Antigen, 264.00 
Carcinoembryonic Antigen MCL, 264.00 
Cardiopulmonary Resuscitation (CPR), 629.00 
"Cardioversion, Elective, Electrical Conversion of Arrhythmia; Ext Charge", 375.00 
Carpal Tunnel Release," 3,496.00 "
CAST PADDING 2 X4YDS, 20.00 
CAST PADDING 3 X4YDS, 20.00 
CAST PADDING 4 X4YDS, 20.00 
CAST PADDING 6 X4YDS, 20.00 
CAST WRAP 2  ASSORTED COLORS, 17.00 
CAST WRAP 2  WHITE, 17.00 
CAST WRAP 3  ASSORTED COLORS, 17.00 
CAST WRAP 3  WHITE, 17.00 
CAST WRAP 4  ASSORTED COLORS, 12.00 
"Catecholamine, Fract Plasma CLS", 242.00 
"Catecholamine, Fract Urine CLS", 242.00 
Catecholamines Fractionated Urine Timed MCL, 242.00 
CATH ALL PURPOSE RED 10FR, 25.00 
CATH ALL PURPOSE RED 12FR, 25.00 
CATH ALL PURPOSE RED 14FR, 25.00 
CATH ALL PURPOSE RED 16FR, 25.00 
CATH ALL PURPOSE RED 18FR, 25.00 
CATH ALL PURPOSE RED 20FR, 25.00 
CATH ALL PURPOSE RED 22FR, 25.00 
CATH ALL PURPOSE RED 8FR, 25.00 
CATH FEMALE 8FR, 32.00 
CATH FOL COUDE TIP 14FR 5CC, 76.00 
CATH FOL COUDE TIP 16FR 5CC, 76.00 
CATH FOL COUDE TIP 18FR 5CC, 76.00 
CATH FOL COUDE TIP 22FR 5CC, 83.00 
CATH FOLEY ALL SIL 10FR 3CC, 32.00 
CATH FOLEY ALL SIL 12FR 5CC, 32.00 
CATH FOLEY ALL SIL 14FR 5CC, 32.00 
CATH FOLEY ALL SIL 18FR 30CC, 34.00 
CATH FOLEY ALL SIL 18FR 5CC, 32.00 
CATH FOLEY ALL SIL 20FR 30CC, 34.00 
CATH FOLEY ALL SIL 22FR 30CC, 34.00 
CATH FOLEY ALL SIL 22FR 5CC, 32.00 
CATH FOLEY ALL SIL 24FR 30CC, 34.00 
CATH FOLEY ALL SIL 24FR 5CC, 32.00 
CATH FOLEY ALL SIL 26FR 30CC, 34.00 
CATH FOLEY ALL SIL 26FR 5CC, 32.00 
CATH FOLEY ALL SIL 28FR 30CC, 34.00 
CATH FOLEY ALL SIL 30FR 30CC, 34.00 
CATH FOLEY SIL 12FR 30CC, 34.00 
CATH FOLEY SIL 14FR 30CC, 34.00 
CATH FOLEY SIL 16FR 30CC, 34.00 
CATH FOLEY SIL 16FR 5CC, 76.00 
CATH FOLEY SIL 20FR 5CC, 76.00 
CATH FOLEY SIL 8FR 3CC PED, 32.00 
CATH LEGBAND HOLDER, 44.00 
CATH PLUG DRN TB PRO, 20.00 
CATH RIBBED 18FR 30CC, 34.00 
CATH ROBINSON NAT LATEX 18FR, 34.00 
CATH SUCTION 10FR, 20.00 
CATH SUCTION 12FR, 20.00 
CATH SUCTION 14FR, 20.00 
CATH SUCTION 16FR, 20.00 
CATH SUCTION 18FR, 20.00 
CATH SUCTION 8FR, 22.00 
CATH SUPRAPUBIC KIT  LF 14, 134.00 
CATH TAUT 4.5(328020018M55), 96.00 
CATH TRAY 16FR, 88.00 
CATH TRAY 18FR, 88.00 
CATH TRAY URETHRAL (STRAIGHT), 24.00 
CATH TWIN 18/20, 76.00 
"Catheter, Thermochoice"," 2,364.00 "
Caudal Epidural Steroid Injection," 2,500.00 "
CD3CD4 Abs MCL, 195.58 
CEA CLS, 264.00 
Celiac Disease Cascade CLS, 46.00 
Celiac Screen MCL, 331.00 
Cell Count Body Fluid MCL, 28.00 
Cell Count Cerebrospinal Fluid MCL, 86.00 
Cell-Bound Platelet Auto Ab CLS, 88.00 
Central Line Insertion," 2,706.00 "
Centromere Antibody MCL, 88.00 
CERAMIC HEAD 32MM LONG +3.5MM [26000009]," 8,100.00 "
CERAMIC HEAD 32MM MEDIUM 0 MM [26000008]," 8,100.00 "
CERAMIC HEAD 32MM SHORT -3.5MM [26000007]," 8,100.00 "
CERAMIC HEAD 36MM LONG [26000012]," 8,100.00 "
CERAMIC HEAD 36MM MEDIUM [26000011]," 8,100.00 "
CERAMIC HEAD 36MM SHORT [26000010]," 8,100.00 "
CERAMIC HEAD 38MM SLEEVE NEEDED [38CH3800]," 8,700.00 "
CERAMIC HEAD 40MM SLEEVE NEEDED [38CH4000]," 8,700.00 "
CERAMIC HEAD 42MM SLEEVE NEEDED [38CH4200]," 8,700.00 "
CERAMIC HEAD 46MM SLEEVE NEEDED [38CH4600]," 8,700.00 "
CERAMIC HEAD LONG 28MM SHORT -3.5MM [26000006]," 8,100.00 "
CERAMIC HEAD MEDIUM 28MM MEDIUM 0 MM [26000005]," 8,100.00 "
CERAMIC HEAD SHORT 28MM SHORT -3.5MM [26000004]," 8,100.00 "
Ceruloplasmin CLS, 114.00 
Ceruloplasmin MCL, 128.00 
CERVICAL COLLAR MED, 76.00 
Cervical spine, 128.00 
Cervical/Vaginal CA Screen; Pelvic/Breast Exam Medicare Charge, 61.00 
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, -   
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
CH 0% impaired, 0.01 
Change of Cystostomy Tube, 287.00 
"Change of gastrostomy tube, percutaneous, without imaging or endoscopic guidance.", 132.00 
Change Suprapubic Catheter Charge, 173.00 
CHANNEL CLEAN ADAPTR SURGERY, 222.00 
"Chemotherapy administration, intravenous infusion technique; each additional sequential infusion, up", 161.00 
"Chemotherapy administration, intravenous infusion technique; initiation of prolonged chemotherapy in", 353.00 
"Chemotherapy administration; intravenous, push technique, each additional substance/drug", 162.00 
Chest Physiotherapy, 63.00 
Chlamydia/GC Probe CLS, 280.00 
Chlamydophila pneumoniae DNA PCR MCL, 77.00 
CHLORA SWABSTICK 1 (S40750), 20.00 
Chloride Level, 68.00 
Cholecystectomy," 5,476.00 "
Cholecystectomy Laparoscopic," 7,909.00 "
Cholecystectomy with Cholangiogram," 8,084.00 "
Cholesterol High Density Lipid, 119.00 
Cholesterol Low Density Lipids, 115.00 
Cholesterol Total, 63.00 
Chromogranin A MCL, 245.00 
Chronic Hepatitis Panel MAYO, 224.00 
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, -   
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
CI At least 1% but less than 20% impaired, 0.01 
Circumcision Adult," 4,403.00 "
Circumcision Child," 4,403.00 "
"Circumcision, Using Clamp or Other Device; Newborn Charge", 368.00 
"Citrate Excretion, Urine CLS", 127.00 
Citrate Urine Timed MCL, 88.20 
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, -   
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, 0.01 
CJ At least 20% but less than 40% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, -   
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK At least 40% but less than 60% impaired, 0.01 
CK MB MCL, 54.00 
CK Total MCL, 105.00 
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, -   
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CL At least 60% but less than 80% impaired, 0.01 
CLEAN CATCH UA, 20.00 
"Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each", 729.00 
"Closed treatment of distal radial fracture (eg, Colles or Smith type)  w/ manipulation charge"," 2,033.00 "
"Closed treatment of distal radial fracture (eg, Colles or Smith type)  w/o manipualtion charge", 987.00 
Closed treatment of knee dislocation; without anesthesia," 1,246.00 "
"Closed Treatment of Metacarpophalangeal dislocation, single with manipulation; requiring Anesthesia"," 1,198.00 "
Closed treatment of metatarsophalangeal joint dislocation; without anesthesia, 298.00 
Closed treatment of phalangeal shaft fracture  with manipulation  w/wo skin or skeletal traction, 987.00 
Closed Treatment of Scapular Fx w/manipulation Charge," 1,280.00 "
"Closed Trtmt of Bimalleolar Ankle Fx, (Including Potts); w/Mani Charge Tech Chg"," 1,499.00 "
"Closed Trtmt of Bimalleolar Ankle Fx, (Including Potts); w/o Manipulation Charge", 976.00 
Closed Trtmt of Calcaneal Fx; w/o Manipulation Charge, 809.00 
Closed Trtmt of Carpal Scaphoid (Navicular) Fx; w/o Manipulation Charge, 638.00 
Closed Trtmt of Clavicular Fx; w/o Manipulation Charge, 486.00 
Closed Trtmt of Coccygeal Fx Charge, 284.00 
Closed Trtmt of Distal Fibular Fx (Lateral Malleolus); w/o Manipulation Charge, 918.00 
Closed Trtmt of Distal Fibular Fx (Lateral Malleolus); w/o Manipulation Tech Chg, 921.00 
"Closed Trtmt of Distal Phalangeal Fx, Finger or Thumb; w/o Manipulation, each Charge", 409.00 
"Closed Trtmt of Fx Great toe, Phalanx or Phalanges; w/o Manip Charge", 323.00 
"Closed Trtmt of Fx, Phalanx or Phalanges, Other Than Great toe; w/ Manipulation, each Charge", 338.00 
"Closed Trtmt of Fx, Phalanx or Phalanges, Other Than Great toe; w/o Manipulation, each Charge", 273.00 
"Closed Trtmt of Hip Dislocation, Traumatic; w/o Anesthesia Tech Charge", 921.00 
"Closed Trtmt of Interphalangeal Joint Dislocation, Single, w/Manipulation; w/o Anesthesia Charge", 896.00 
Closed Trtmt of Interphalangeal Joint Dislocation; w/o Anesthesia Charge, 284.00 
Closed Trtmt of Medial Malleolus Fx; w/o Manipulation Charge, 991.00 
"Closed Trtmt of Metacarpal Fx, Single; w/o Manipulation, each Bone Charge", 917.00 
"Closed Trtmt of Metatarsal Fx; w/o Manipulation, each Charge", 475.00 
Closed Trtmt of Post Hip Arthroplasty Dislocation; Requiring Regional or General Anesthesia Charge," 1,922.00 "
Closed Trtmt of Proximal Fibula or Shaft Fx; w/o Manipulation Charge, 679.00 
Closed Trtmt of Proximal Humeral (Surgical or Anatomical Neck) Fx; w/o Manipulation Charge, 648.00 
Closed Trtmt of Radial & Ulnar Shaft Fxs; w/o Manipulation Charge, 573.00 
Closed Trtmt of Radial Head or Neck Fx; w/o Manipulation Charge, 546.00 
Closed Trtmt of Radial Shaft Fx; w/o Manipulation Charge, 567.00 
"Closed Trtmt of Rib Fx, Uncomplicated, each Charge", 284.00 
"Closed Trtmt of Shoulder Dislocation, w/Manipulation; w/o Anesthesia Charge", 683.00 
Closed Trtmt of Talus Fx; w/o Manipulation Charge, 494.00 
Closed Trtmt of Trimalleolar Ankle Fx; w/Manipulation Charge, 921.00 
"Closed Trtmt of Ulnar Fx, Proximal End (Olecranon Process); w/o Manipulation Charge", 609.00 
Closed Trtmt of Ulnar Shaft Fx; w/Manipulation Charge, 889.00 
Closed Trtmt of Ulnar Shaft Fx; w/o Manipulation Charge, 579.00 
Closed tx of patellar dislocation; with anesthesia," 1,530.00 "
Closed tx of patellar dislocation; without anesthesia, 556.00 
