NORTH SHORE MEDICAL CENTER STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
76001610,HC EXCISION/TRANSPOSITION PTERYGIUM W/GRAFG,"$4,953.00"
76001604,HC RMVL FB XTRNL EYE CORNEAL W/SLIT LAMP,$219.00
76001603,HC RMVL FB XTRNL EYE CORNEAL W/O SLIT LAMP,$219.00
76001601,HC REMOVAL FB EYE CONJUNCTIVAL SUPERFICIAL,$219.00
76001598,HC SUTURE DIGITAL NERVE HAND/FOOT 1 NERVE,"$8,109.00"
76001592,HC DSTRJ NEUROLYTIC W/WO RAD MONITOR CELIAC PLEXUS,"$4,375.00"
76001589,HC DSTRJ NEUROLYTIC AGENT OTHER PERIPHERAL NERVE,"$1,897.00"
76001588,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL LMBR/SACRAL,"$3,010.00"
76001587,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL LMBR/SACRAL,"$4,375.00"
76001586,HC DSTR NROLYTC AGNT PARVERTEB FCT ADDL CRVCL/THORA,$313.00
76001585,HC DSTR NROLYTC AGNT PARVERTEB FCT SNGL CRVCL/THORA,"$4,375.00"
76001584,HC DSTRJ NEUROLYTIC AGENT PUDENDAL NERVE,"$1,897.00"
76001575,HC DSTRJ NEUROLYTIC AGENT INTERCOSTAL NERVE,"$4,375.00"
76001571,HC CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL,$573.00
76001568,HC DSTRJ NEUROLYTIC TRIGEMINAL NRV 2/3 DIV BRANCH,"$3,918.00"
76001566,HC REVISION/RMVL PERIPHERAL/GASTRIC NPGR,"$6,291.00"
76001565,HC INSERTION/RPLCMT PERIPHERAL/GASTRIC NPGR,"$4,966.00"
76001564,HC REVJ/RMVL PERIPHERAL NEUROSTIMULATOR ELECTRODE,"$4,845.00"
76001561,HC INC IMPLTJ PERIPH NERVE NEUROSTIMULATOR ELTRD,"$21,023.00"
76001555,HC PRQ IMPLTJ NEUROSTIMULATOR ELTRD PERIPHERAL NRV,"$13,101.00"
76001552,HC INJX ANES CELIAC PLEXUS W/WO RADIOLOGIC MONITRNG,"$1,897.00"
76001551,HC INJECTION ANES LMBR/THRC PARAVERTBRL SYMPATHETIC,"$1,897.00"
76001550,HC INJECTION ANES SUPERIOR HYPOGASTRIC PLEXUS,"$1,897.00"
76001549,HC NJX ANES STELLATE GANGLION CRV SYMPATHETIC,"$1,897.00"
76001548,HC INJECTION ANES AGENT SPHENOPALATINE GANGLION,$573.00
76001547,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,$236.00
76001545,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,$236.00
76001544,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,$228.00
76001541,HC NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,"$1,897.00"
76001538,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL,$274.00
76001535,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 2ND LEVEL,$270.00
76001532,HC NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,"$1,897.00"
76001529,HC NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,$263.00
76001527,HC NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,$263.00
76001526,HC NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,"$1,897.00"
76001523,HC NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC EA LV,$308.00
76001520,HC NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC 1 LVL,"$1,897.00"
76001517,HC NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,$573.00
76001516,HC INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,"$1,002.00"
76001513,HC INJECTION ANESTHETIC AGENT FEMORAL NERVE SINGLE,"$1,002.00"
76001511,HC INJECTION ANESTHETIC AGENT SCIATIC NRV SINGLE,"$1,897.00"
76001509,HC INJECTION ANESTHETIC AGENT PUDENDAL NERVE,"$1,897.00"
76001508,HC INJECTION ANES ILIOINGUINAL ILIOHYPOGASTRIC NRVS,"$1,002.00"
76001507,HC MULTIPLE NERVE BLOCK INJECTIONS RIB NERVES,"$1,897.00"
76001506,HC INJECTION ANESTHETIC AGENT 1 INTERCOSTAL NERVE,"$1,002.00"
76001505,HC INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,"$1,002.00"
76001504,HC SINGLE NERVE BLOCK INJECTION ARM NERVE,"$1,002.00"
76001503,HC INJECTION ANESTHETIC AGENT CERVICAL PLEXUS,"$1,002.00"
76001501,HC INJECTION ANESTHETIC AGENT PHRENIC NERVE,$573.00
76001499,HC INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV,"$1,002.00"
76001498,HC INJECTION ANESTHETIC AGENT FACIAL NERVE,$284.00
76001497,HC NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,$573.00
76001496,HC REVJ/RMVL IMPLANTED SPINAL NEUROSTIM GENERATOR,"$6,291.00"
76001495,HC INSJ/RPLCMT SPI NPGR DIR/INDUXIVE COUPLING,"$8,173.00"
76001491,HC RMVL SPINAL NSTIM ELTRD PRQ ARRAY INCL FLUOR,"$4,845.00"
76001489,HC PRQ IMPLTJ NSTIM ELECTRODE ARRAY EPIDURAL,"$13,101.00"
76001486,HC ELEC ANLYS IMPLT ITHCL/EDRL PMP W/REPR PHYS/QHP,$781.00
76001484,HC ELECT ANALYS IMPLT ITHCL/EDRL PUMP W/REPRGRMG,$781.00
76001483,HC ELECT ANLYS IMPLT ITHCL/EDRL PMP W/O REPRG/REFIL,$781.00
76001482,HC RMVL SUBQ RSVR/PUMP INTRATHECAL/EPIDURAL INFUS,"$8,109.00"
76001481,HC IMPLTJ/RPLCMT ITHCL/EDRL DRUG NFS PRGRBL PUMP,"$41,480.00"
76001478,HC RMVL PREVIOUSLY IMPLTED ITHCL/EDRL CATH,"$4,375.00"
76001477,HC IMPLTJ REVJ/RPSG ITHCL/EDRL CATH PMP W/O LAM,"$9,672.00"
76001471,HC INJECTION PX DISCOGRPHY EA LVL CERVICAL/THORACIC,$655.00
76001470,HC INJECTION PX DISCOGRAPHY EACH LEVEL LUMBAR,$678.00
76001468,HC INJECTION PROCEDURE MYELOGRAPHY/CT SPINAL,$371.00
76001467,HC INJX/INFUS NEUROLYT SBST EPIDURAL LUMBAR/SACRAL,"$4,375.00"
76001466,HC INJX/INFUS NEUROLYT SUBST EPIDURAL CERV/THORACIC,"$4,375.00"
76001465,HC INJX/INFUSION NEUROLYTIC SUBSTANCE SUBARACHNOID,"$1,897.00"
76001464,HC INJECTION EPIDURAL BLOOD/CLOT PATCH,"$1,897.00"
76001463,HC SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID,"$1,002.00"
76001462,HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC,"$1,002.00"
76001460,HC PERCUTANEOUS ASPIRATION SPINAL CORD CYST/SYRINX,"$1,897.00"
76001459,HC PRQ ASPIR PULPOSUS/INTERVERTEBRAL DISC/PVRT TISS,"$1,164.00"
76001458,HC PRQ LYSIS EPIDURAL ADHESIONS MULT SESSIONS 1 DAY,"$1,897.00"
76001445,HC TCAT PERMANT OCCLUSION/EMBOLIZATION PRQ NON-CNS,"$25,038.00"
76001444,HC TCAT PERMANENT OCCLUSION/EMBOLIZATION PRQ CNS,"$4,617.00"
76001413,HC ASPIRATION AND/OR INJECTION THYROID CYST,"$1,164.00"
76001412,HC BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,"$1,164.00"
76001403,HC DRAINAGE OVARIAN CYST UNI/BI SPX ABDOMINAL,"$7,143.00"
76001400,HC TUBAL LIGATION POST VAGINAL DEL,"$1,371.00"
76001387,HC CATH & SALINE/CONTRAST SONOHYSTER/HYSTEROSALPI,$244.00
76001383,HC REMOVAL INTRAUTERINE DEVICE IUD,$537.00
76001377,HC ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT SPX,$537.00
76001375,HC TRACHELORRHAPHY PLSTC RPR UTERINE CERVIX VAG,"$3,895.00"
76001374,HC CONIZATION CERVIX W/WO D&C RPR ELTRD EXC,"$3,895.00"
76001368,HC BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,"$1,045.00"
76001362,HC COLPOSCOPY CERVIX UPPER/ADJACENT VAGINA,$537.00
76001360,HC COLPOSCOPY ENTIRE VAGINA W/CERVIX IF PRESENT,$537.00
76001359,HC PELVIC EXAMINATION W/ANESTHESIA OTHER THAN LOCAL,"$3,895.00"
76001355,HC COLPORRHAPHY SUTURE INJURY VAGINA,"$7,143.00"
76001354,HC INTRO ANY HEMOSTATIC AGENT/PACK VAG HEMRRG SPX,$437.00
76001336,HC BIOPSY VULVA/PERINEUM EACH ADDL LESION,$116.00
76001335,HC BIOPSY VULVA/PERINEUM 1 LESION SPX,"$1,045.00"
76001333,HC DESTRUCTION LESIONS VULVA SIMPLE,"$4,279.00"
76001331,HC I&D OF BARTHOLINS GLAND ABSCESS,$369.00
76001330,HC I&D VULVA/PERINEAL ABSCESS,$537.00
76001320,HC VASECTOMY UNI/BI SPX W/POSTOP SEMEN EXAMS,"$4,915.00"
76001319,HC DRAINAGE SCROTAL WALL ABSCESS,"$2,392.00"
76001318,HC PNXR ASPIR HYDROCELE TUNICA VAGIS W/WO NJX MED,"$1,164.00"
76001317,HC I&D EPIDIDYMIS TSTIS&/SCROTAL SPACE,"$4,915.00"
76001312,HC FORESKN MANJ W/LSS PREPUTIAL ADS&STRETCHING,$598.00
76001310,HC NJX C/P/A CAVERNOSA W/PHARMACOLOGIC AGT,$598.00
76001309,HC IRRIGATION CORPORA CAVERNOSA PRIAPISM,$623.00
76001308,HC CIRCUMCISION AGE >28 DAYS,"$4,915.00"
76001307,HC CIRCUMCISION NEONATE,$674.00
76001306,HC CIRCUMCISION W/CLAMP/OTH DEV W/BLOCK,$439.00
76001304,HC DSTRJ LESION PENIS EXTENSIVE,"$4,279.00"
76001303,HC DSTRJ LESION PENIS SIMPLE SURG EXCISION,"$4,279.00"
76001299,HC SLITTING PREPUCE DORSAL/LAT SPX XCP NEWBORN,"$4,331.00"
76001291,HC DILAT URETHRAL STRIX DILATOR MALE 1ST,$598.00
76001282,HC CYSTO CALIBRATION DILAT URTL STRIX/STENOSIS,"$3,411.00"
76001277,HC CYSTO BLADDER W/URETERAL CATHETERIZATION,"$5,684.00"
76001276,HC CYSTOURETHROSCOPY,"$1,527.00"
76001261,HC CHANGE CYSTOSTOMY TUBE COMPLICATED,"$1,320.00"
76001260,HC CHANGE CYSTOSTOMY TUBE SIMPLE,$598.00
76001259,HC INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED,$598.00
76001258,HC INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE,$278.00
76001257,HC INSJ NON-NDWELLG BLADDER CATHETER,$278.00
76001256,HC BLDR IRRIGATION SMPL LAVAGE &/INSTLJ,$598.00
76001255,HC NJX RETROGRADE URETHROCSTOGRAPY,$292.00
76001254,HC NJX CSTOGRAPY/VOIDING URETHROCSTOGRAPY,$194.00
76001251,HC ASPIRATION BLADDER NEEDLE,$598.00
76001250,HC DRG PRIVESICAL/PREVESICAL SPACE ABSC,"$4,445.00"
76001248,HC CYSTOTOMY W/INSJ URETERAL CATH/STENT SPX,"$2,136.00"
76001247,HC CYSTOSTOMY CYSTOTOMY W/DRAINAGE,"$5,684.00"
76001243,HC NJX VISUALIZATION ILEAL CONDUIT&/URETEROPYELOG,$316.00
76001242,HC CHNG URTROST TUBE/XTRNLLY ACCESSIBLE STENT ILEAL,"$3,698.00"
76001240,HC ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTHERAPY,"$11,626.00"
76001239,HC ABLTJ 1/> RENAL TUMOR PRQ BIL RADIOFREQUENCY (50),"$11,626.00"
76001238,HC ABLTJ 1/> RENAL TUMOR PRQ UNI RADIOFREQUENCY,"$11,626.00"
76001232,HC INTRO GUIDE PELVIS&/URETER W/DILAT NFROS TRACT,"$5,684.00"
76001228,HC ASPIR &/NJX RENAL CYST/PELVIS NEEDLE PRQ,"$2,145.00"
76001227,HC RMVL NFROS TUBE REQ FLUORO GUIDANCE,"$1,527.00"
76001226,HC RMVL & RPLCMT XTRNLLY ACCESSIBLE URETERAL STENT,"$3,698.00"
76001224,HC REMOVAL INDWELLING URETERAL STENT PRQ,"$4,996.00"
76001223,HC RMVL & RPLCMT INTLY DWELLING URETERAL STENT PRQ,"$5,684.00"
76001222,HC RENAL BIOPSY PRQ TROCAR/NEEDLE,"$2,145.00"
76001212,HC INJ RADIOACTIVE TRACER FOR ID OF SENTINEL NODE,$730.00
76001211,HC INJECTION PROCEDURE LYMPHANGIOGRAPHY,$350.00
76001207,HC BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE,"$5,740.00"
76001206,HC BX/EXC LYMPH NODE NEEDLE SUPERFICIAL,"$1,987.00"
76001205,HC BX/EXC LYMPH NODE OPEN SUPERFICIAL,"$5,740.00"
76001203,HC DRG LYMPH NODE ABSC/LYMPHADENITIS SMPL,"$2,392.00"
76001197,HC BONE MARROW BX,"$1,815.00"
76001195,HC BONE MARROW ASP,"$1,815.00"
76001180,HC LIGJ DIVJ &/EXCJ VARICOSE VEIN CLUSTER 1 LEG,"$6,057.00"
76001179,HC LIGJ & DIV SHORT SAPH VEIN SAPHENOPOP JUNCT SPX,"$6,057.00"
76001178,HC STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,"$10,605.00"
76001177,HC STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,"$8,771.00"
76001171,HC LIG&DIV LONG SAPH VEIN SAPHFEM JUNCT/INTERRUPJ,"$6,057.00"
76001167,HC LIGATION/BIOPSY TEMPORAL ARTERY,"$3,950.00"
76001166,HC LIG/BANDING ANGIOACCESS ARTERIOVENOUS FISTULA,"$7,540.00"
76001163,HC REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP EA VSL,"$21,947.00"
76001162,HC REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP UNI EA VSL,"$21,947.00"
76001161,HC REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP UNI EA VSL,"$21,947.00"
76001160,HC REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI EA VSL,"$21,947.00"
76001159,HC REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,"$15,431.00"
76001158,HC REVSC OPN/PRQ TIB/PERO W/STNT/ANGIOP SM VSL,"$14,202.00"
76001157,HC REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,"$14,685.00"
76001156,HC REVSC OPN/PRQ TIB/PERO W/ANGIOPLASTY UNI,"$12,488.00"
76001155,HC REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,"$15,161.00"
76001154,HC REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL,"$10,452.00"
76001153,HC REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,"$25,823.00"
76001152,HC REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI,"$12,488.00"
76001151,HC REVSC OPN/PRQ ILIAC ART W/STNT & ANGIOP IPSILATL,"$21,947.00"
76001150,HC REVASCULARIZATION ILIAC ART ANGIOP EA IPSI VSL,"$21,947.00"
76001149,HC REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,"$10,308.00"
76001148,HC REVASCULARIZATION ILIAC ARTERY ANGIOP 1ST VSL,"$12,488.00"
76001138,HC TRANSCATHETER BIOPSY,"$6,645.00"
76001136,HC RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,"$7,561.00"
76001134,HC INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,"$8,061.00"
76001133,HC PRQ TRLUML MCHNL THRMBC VEIN REPEAT TX,"$5,910.00"
76001132,HC PRQ TRANSLUMINAL MECHANICAL THROMBECTOMY VEIN,"$9,263.00"
76001131,HC SEC PRQ TRANSLUMINAL THROMBECTOMY NONCORONARY,"$4,865.00"
76001130,HC PRIM PRQ TRLUML MCHNL THRMBC SBSQ VSL,"$3,245.00"
76001129,HC PRIM PRQ TRLUML MCHNL THRMBC 1ST VSL,"$9,263.00"
76001128,HC REVJ TRANSVNS INTRAHEPATIC PORTOSYSTEMIC SHUNT,"$25,823.00"
76001127,HC INSJ TRANSVNS INTRAHEPATC PORTOSYSIC SHUNT,"$17,936.00"
76001120,HC PLACEMENT NEEDLE INTRAOSSEOUS INFUSION,$240.00
76001116,HC ARTL CATHJ/CANNULJ MNTR/TRANSFUSION SPX PRQ,$209.00
76001115,HC ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX,$278.00
76001114,HC CNTRST NJX RAD EVAL CTR VAD FLUOR IMG&REPRT,$520.00
76001113,HC RPSG PREVIOUSLY PLACED CVC UNDER FLUOR GDN,"$2,406.00"
76001112,HC MCHNL RMVL INTRAL OBSTR CV DEV THRU DEV LUMEN,"$2,406.00"
76001111,HC MCHNL RMVL PRICATH OBSTR CV DEV VIA VEN ACCESS,"$5,447.00"
76001110,HC DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,$520.00
76001108,HC COLLECT BLOOD FROM CATHETER VENOUS NOS,$228.00
76001106,HC COLLECT BLOOD FROM IMPLANT VENOUS ACCESS DEVICE,$228.00
76001105,HC RMVL TUN CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ,"$2,406.00"
76001104,HC RMVL TUN CVC W/O SUBQ PORT/PMP,"$1,320.00"
76001103,HC RPLCMT COMPL PRPH CTR VAD W/SUBQ PORT,"$5,447.00"
76001102,HC RPLCMT COMPL PRPH CVC W/O SUBQ PORT/PMP,"$2,406.00"
76001101,HC RPLCMT COMPL TUN CTR VAD W/SUBQ PMP,"$6,645.00"
76001100,HC RPLCMT COMPL TUN CTR VAD W/SUBQ PORT,"$6,645.00"
76001099,HC RPLCMT COMPL TUN CVC W/O SUBQ PORT/PMP,"$5,447.00"
76001098,HC RPLCMT COMPL NON-TUN CVC W/O SUBQ PORT/PMP,"$2,406.00"
76001097,HC RPLCMT CATH CTR VAD SUBQ PORT/PMP,"$5,447.00"
76001096,HC RPR CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ SIT,"$2,406.00"
76001095,HC RPR TUN/NON-TUN CTR VAD CATH W/O SUBQ PORT/PMP,"$1,320.00"
76001094,HC INSJ PRPH CTR VAD W/SUBQ PORT AGE 5 YR/>,"$5,447.00"
76001092,HC INSJ PRPH CVC W/O SUBQ PORT/PMP AGE 5 YR/>,"$2,406.00"
76001091,HC INSJ PRPH CVC W/O SUBQ PORT/PMP UNDER 5 YR,"$2,259.00"
76001090,HC INSJ TUN VAD REQ 2 CATH 2 SITS W/SUBQ PORT,"$6,645.00"
76001089,HC INSJ TUN VAD REQ 2 CATH 2 SITS W/O SUBQ PORT/PMP,"$6,645.00"
76001088,HC INSJ TUNNELED CTR VAD W/SUBQ PUMP,"$6,645.00"
76001087,HC INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/>,"$6,645.00"
76001085,HC INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE 5 YR/>,"$5,447.00"
76001084,HC INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE <5 YR,"$6,410.00"
76001083,HC INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE 5 YR/>,"$2,406.00"
76001082,HC INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE < 5 Y,"$2,406.00"
76001078,HC THERAPEUTIC APHERESIS PLASMA PHERESIS,"$5,792.00"
76001074,HC CATHJ UMBILICAL VEIN DX/THER NB,$231.00
76001073,HC VEN CATHJ SLCTV ORGAN BLD SAMPLING,$768.00
76001072,HC PRQ PORTAL VEIN CATHETERIZATION ANY METHOD,"$1,519.00"
76001071,HC ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 2ND+ VEINS,$692.00
76001070,HC ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN,"$6,057.00"
76001069,HC ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS,$668.00
76001068,HC ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,"$6,057.00"
76001067,HC NJX SCLEROSING SOLUTION MULTIPLE VEINS SAME LEG,$417.00
76001066,HC NJX SCLEROSING SOLUTION SINGLE VEIN,$417.00
76001061,HC VNPNXR 3 YEARS/> PHYS/QHP SKILL,$37.00
76001060,HC VNPNXR <3 YEARS PHYS/QHP SKILL OTHER VEIN,$36.00
76001056,HC SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,"$7,926.00"
76001053,HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UN,"$7,295.00"
76001052,HC SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH,"$1,068.00"
76001051,HC SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH,"$6,666.00"
76001050,HC SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH,"$5,565.00"
76001049,HC SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH,"$5,270.00"
76001048,HC SLCTV CATHJ EA 2ND+ ORD THRC/BRCH/CPHLC BRNCH,"$1,047.00"
76001047,HC SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH,"$6,562.00"
76001046,HC SLCTV CATHJ 1ST 2ND ORD THRC/BRCH/CPHLC BRNCH,"$5,546.00"
76001045,HC SLCTV CATHJ EA 1ST ORD THRC/BRCH/CPHLC BRNCH,"$4,989.00"
76001044,HC INTRODUCTION CATHETER AORTA,"$3,092.00"
76001043,HC INTRO NEEDLE/INTRACATH AORTIC TRANSLUMBAR,"$2,562.00"
76001039,HC INTRO NEEDLE/INTRACATH EXTREMITY ARTERY,"$2,107.00"
76001038,HC INTRO NEEDLE/INTRACATH RETROGRADE BRACHIAL ART,"$1,979.00"
76001036,HC SLCTV CATH PLMT SEGMENTAL/SUBSEGMENTAL PULM ART,"$3,356.00"
76001035,HC SLCTV CATHETER PLMT LEFT/RIGHT PULMONARY ARTERY,"$3,040.00"
76001034,HC INTRO CATHETER RIGHT HEART/MAIN PULMONARY ARTERY,"$2,762.00"
76001033,HC SLCTV CATH PLMT VEN SYS 2ND ORDER/> SLCTV BRANC,"$3,566.00"
76001032,HC SLCTV CATH PLMT VEN SYS 1ST ORDER BRANCH,"$3,162.00"
76001031,HC INTRO CATHETER SUPERIOR/INFERIOR VENA CAVA,"$2,437.00"
76001030,HC NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH,"$1,002.00"
76001029,HC INJECTION PX PRQ TX EXTREMITY PSEUDOANEURYSM,"$2,150.00"
76001028,HC INTRODUCTION NEEDLE/INTRACATHETER VEIN,$185.00
76000912,HC RPR BLOOD VESSEL DIRECT LOWER EXTREMITY,"$16,788.00"
76000909,HC REPAIR BLOOD VESSEL DIRECT HAND FINGER,"$14,201.00"
76000880,HC EVASC RPR ILIAC ART ILIO-ILIAC PROSTHESIS,"$18,083.00"
76000864,HC EVASC RPR AAA W/MDLR BFRC PROSTH 1 LIMB,"$25,124.00"
76000856,HC THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN LEG INC,"$14,579.00"
76000847,HC ABLATION PULMONARY TUMOR PERQ RADIOFREQUENCY UNI,"$2,011.00"
76000832,HC INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY,$275.00
76000831,HC INSTLJ VIA CH TUBE/CATH AGENT FBRNLYSIS 1ST DAY,"$1,374.00"
76000830,HC INSTLJ VIA CHEST TUBE/CATH AGENT FOR PLEURODESIS,$464.00
76000828,HC RMVL NDWELLG TUNNELED PLEURAL CATHETER W/CUFF,"$1,374.00"
76000827,HC TUBE THORACOSTOMY INCLUDES WATER SEAL,"$1,374.00"
76000826,HC INSERTION INDWELLING TUNNELED PLEURAL CATHETER,"$6,843.00"
76000821,HC BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS NEEDLE,"$2,145.00"
76000819,HC BIOPSY PLEURA PERCUTANEOUS NEEDLE,"$2,145.00"
76000816,HC THORACOTOMY W/CARDIAC MASSAGE,"$3,135.00"
76000815,HC THORCOM CTRL TRAUMTC HEMRRG&/RPR LNG TEAR,"$5,869.00"
76000814,HC THORACOTOMY WITH EXPLORATION,"$3,998.00"
76000809,HC REVISION TRACHEOSTOMY SCAR,"$5,264.00"
76000806,HC CATHETER ASPIRATION NASOTRACHEAL SPX,$221.00
76000803,HC BRNCHSC W/THER ASPIR TRACHEOBRNCL TREE 1ST,$676.00
76000796,HC BRONCHOSCOPY W/REMOVAL FOREIGN BODY,"$2,694.00"
76000786,HC BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES,"$2,694.00"
76000785,HC BRNCHSC W/BRNCL ALVEOLAR LAVAGE,"$2,694.00"
76000784,HC BRNCHSC BRUSHING/PROTECTED BRUSHINGS,"$2,694.00"
76000783,HC BRNCHSC INCL FLUOR GID DX W/CELL WASHG SPX,"$2,694.00"
76000778,HC TRACHEOSTOMY EMERGENCY CRICOTHYROID MEMBRANE,"$1,543.00"
76000773,HC LARYNGOSCOPY FLX FIBEROPTIC RMVL FOREIGN BODY,"$1,046.00"
76000771,HC LARYNGOSCOPY FLEXIBLE DIAGNOSTIC,$426.00
76000768,HC LARYNGOSCOPY W/FOREIGN BODY REMOVAL,"$3,444.00"
76000766,HC LARYNGOSCOPY W/WO TRACHEOSCOPY DX EXCEPT NEWBORN,"$3,444.00"
76000764,HC LARYNGOSCOPY INDIRECT DIAGNOSTIC SPX,$426.00
76000763,HC TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT,$384.00
76000762,HC INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE,$452.00
76000754,HC FRACTURE NASAL INFERIOR TURBINATE THERAPEUTIC,"$5,264.00"
76000751,HC CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY SUBSQ,$521.00
76000750,HC CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY 1ST,$402.00
76000749,HC CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,$320.00
76000748,HC CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,$246.00
76000747,HC REMOVAL FOREIGN BODY INTRANASAL OFFICE PROCEDURE,$522.00
76000746,HC INSERTION NASAL SEPTAL PROSTHESIS BUTTON,"$3,448.00"
76000745,HC EXCISION/DESTRUCTION INTRANASAL LESION INT APPR,"$3,448.00"
76000742,HC DRAINAGE ABSCESS/HEMATOMA NASAL SEPTUM,$739.00
76000738,HC WEDGING CLUBFOOT CAST,$304.00
76000737,HC WEDGING CAST EXCEPT CLUBFOOT CASTS,$284.00
76000736,HC WINDOWING CAST,$284.00
76000735,HC REPAIR SPICA BODY CAST/JACKET,$284.00
76000733,HC RMVL/BIVALV SHO/HIP SPICA MINERVA/RISSER JACKET,$393.00
76000732,HC REMOVAL/BIVALVING FULL ARM/FULL LEG CAST,$284.00
76000731,HC REMOVAL/BIVALVING GAUNTLET BOOT/BODY CAST,$284.00
76000726,HC APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,$284.00
76000725,HC STRAPPING UNNA BOOT,$393.00
76000724,HC STRAPPING TOES,$157.00
76000723,HC STRAPPING ANKLE &/FOOT,$157.00
